Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1993,27.316999,0.029,0.029,0.0,10.736,,,13.708,,,,,0.195,,,,,24.667999,2.082,6.227,-4.145,0.0,,0.567,,,,0.567,2.649,,2.796,2.796,,,,1.801,,,,,,1.793,,,1.793,6.39,1.041,,,,,0.0,,,,0.0,1.041,7.431,0.022,24.591,,,0.0,,-4.727,19.885999,0.0,19.885999,27.316999,
06/30/1993,36.643002,9.704,9.704,0.0,9.431,,,14.337,,,,,0.455,,,,,33.926998,2.124,,,0.0,,0.592,,,,0.592,2.716,,3.264,3.264,,,,0.233,,,,,,2.219,,,2.219,5.716,1.075,,,,,0.0,,,,0.0,1.075,6.791,0.0,34.007,,,0.0,,-4.155,29.852,0.0,29.852,36.643,
09/30/1993,37.597,7.001,7.001,0.0,12.333,,,14.873,,,,,0.459,,,,,34.666,2.283,,,0.0,,0.648,,,,0.648,2.931,,2.506,2.506,,,,0.23,,,,,,2.982,,,2.982,5.718,1.019,,,,,0.0,,,,0.0,1.019,6.737,0.0,34.011002,,,0.0,,-3.151,30.860002,0.0,30.860002,37.597002,
12/31/1993,39.764999,14.193,14.193,0.0,8.201,,,14.487,,,,,0.38,,,,,37.261002,2.424,6.466,-4.042,0.0,,0.08,,,,0.08,2.504,,2.407,2.407,,,,0.337,,,,,,3.196,,,3.196,5.94,1.167,,,,,0.0,,,,0.0,1.167,7.107,0.0,34.006001,,,0.0,,-1.348,32.658,0.0,32.658,39.765001,
03/31/1994,39.792,10.41,10.41,0.0,11.895,,,14.051,,,,,0.383,,,,,36.738998,2.671,,,0.0,,0.382,,,,0.382,3.053,,2.237,2.237,,,,0.33,,,,,,2.677,,,2.677,5.244,1.102,,,,,0.0,,,,0.0,1.102,6.346,0.0,34.299,,,0.0,,-0.853,33.446,0.0,33.446,39.792,
06/30/1994,41.779999,9.321,9.321,0.0,14.292,,,14.837,,,,,0.147,,,,,38.597,2.606,,,0.0,,0.577,,,,0.577,3.183,,2.727,2.727,,,,0.368,,,,,,2.917,,,2.917,6.012,1.209,,,,,0.0,,,,0.0,1.209,7.221,0.0,34.372002,,,0.0,,0.187,34.559002,0.0,34.559002,41.780002,
09/30/1994,43.890999,6.592,6.592,0.0,17.673,,,15.882,,,,,0.308,,,,,40.455002,2.639,,,0.0,,0.797,,,,0.797,3.436,,3.121,3.121,,,,0.391,,,,,,2.915,,,2.915,6.427,1.288,,,,,0.0,,,,0.0,1.288,7.715,0.0,34.438999,,,0.0,,1.737,36.175999,0.0,36.175999,43.890999,
12/31/1994,48.09,6.069,6.069,0.0,20.476999,,,16.851,,,,,0.29,,,,,43.687,2.955,6.719,-3.764,0.0,,1.448,,,,1.448,4.403,,3.564,3.564,,,,0.403,,,,,,4.651,,,4.651,8.618,1.196,,,,,0.0,,,,0.0,1.196,9.814,0.0,34.499001,,,0.0,,3.777,38.276001,0.0,38.276001,48.090001,
03/31/1995,46.979,3.947,3.947,0.0,18.131001,,,19.969,,,,,0.262,,,,,42.308998,3.079,,,0.0,,1.591,,,,1.591,4.67,,3.404,3.404,,,,0.392,,,,,,3.17,,,3.17,6.966,1.125,,,,,0.0,,,,0.0,1.125,8.091,0.0,34.603001,,,0.0,,4.285,38.888,0.0,38.888,46.979001,
06/30/1995,50.882999,0.13,0.13,0.0,24.882999,,,20.326,,,,,0.306,,,,,45.645,3.407,,,0.0,,1.831,,,,1.831,5.238,,3.579,3.579,,,,2.355,,,,,,3.709,,,3.709,9.643,0.997,,,,,0.0,,,,0.0,0.997,10.64,0.0,34.703999,,,0.0,,5.539,40.242999,0.0,40.242999,50.882998,
09/30/1995,49.914001,3.934,3.934,0.0,18.291,,,21.698,,,,,0.402,,,,,44.325001,3.548,,,0.0,,2.041,,,,2.041,5.589,,3.459,3.459,,,,0.415,,,,,,3.475,,,3.475,7.349,1.218,,,,,0.0,,,,0.0,1.218,8.567,0.0,34.849998,,,0.0,,6.497,41.346999,0.0,41.346999,49.913999,
12/31/1995,56.917999,1.154,1.154,0.0,24.898001,,,23.666,,,,,0.439,,,,,50.157001,4.003,9.642,-5.639,0.0,,2.758,,,,2.758,6.761,,5.477,5.477,,,,2.491,,,,,,4.305,,,4.305,12.273,1.175,,,,,0.0,,,,0.0,1.175,13.448,0.0,40.305,,,0.0,,3.165,43.47,0.0,43.47,56.918,
03/31/1996,54.598999,0.823,0.823,0.0,19.552,,,26.139,,,,,0.625,,,,,47.139,4.559,,,0.0,,2.901,,,,2.901,7.46,,4.533,4.533,,,,2.624,,,,,,2.683,,,2.683,9.84,1.049,,,,,0.0,,,,0.0,1.049,10.889,0.0,40.488998,,,0.0,,3.221,43.709998,0.0,43.709998,54.598999,
06/30/1996,61.257999,0.217,0.217,0.0,25.653,,,26.545,,,,,0.581,,,,,52.995998,5.244,,,0.0,,3.018,,,,3.018,8.262,,4.537,4.537,,,,4.025,,,,,,2.643,,,2.643,11.205,5.047,,,,,0.0,,,,0.0,5.047,16.252,0.0,40.679001,,,0.0,,4.327,45.006001,0.0,45.006001,61.258001,
09/30/1996,72.377998,0.182,0.182,0.0,33.014,,,29.806999,,,,,0.678,,,,,63.681,5.493,,,0.0,,3.204,,,,3.204,8.697,,8.186,8.186,,,,8.653,,,,,,2.854001,,,2.854001,19.693001,5.494,,,,,0.0,,,,0.0,5.494,25.187001,0.0,40.743,,,0.0,,6.448,47.191,0.0,47.191,72.378001,
12/31/1996,75.103996,0.775,0.775,0.0,28.311001,,,33.513,,,,,1.551,,,,,64.150002,7.137,13.827,-6.69,0.0,,3.817,,,,3.817,10.954,,7.628,7.628,,,,7.742,,,,,,4.589999,,,4.589999,19.959999,5.173,,,,,0.0,,,,0.0,5.173,25.132999,0.0,41.887001,,,0.0,,8.084,49.971001,0.0,49.971001,75.104,
03/31/1997,80.447,0.266,0.266,0.0,32.948002,,,33.981998,,,,,1.456,,,,,68.652,7.884,15.123,-7.239,0.0,,3.911,,,,3.911,11.795,,7.989,7.989,,,,12.739,,,,,,4.339,,,4.339,25.067,4.843,,,,,0.0,,,,0.0,4.843,29.91,0.0,42.367001,,,0.0,,8.17,50.537001,0.0,50.537001,80.447001,
