Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
08/31/2008,0.3,3.6,2.1,6.0,2.6,64.3,0.0,66.9,,0.003899,0.046791,0.027295,0.077985,0.002306,0.027671,0.016141,0.046118,
11/30/2008,14.9,9.2,0.0,24.1,0.0,87.0,6.3,93.3,-8.4,0.189223,0.116836,0.0,0.306059,0.119893,0.074028,0.0,0.193922,
02/28/2009,8.0,2.4,37.9,48.3,0.0,110.6,0.0,110.6,-7.0,0.102626,0.030788,0.48619,0.619604,0.06795,0.020385,0.321915,0.41025,
05/31/2009,0.4,12.2,7.9,20.5,34.6,91.6,0.1,126.3,,0.004697,0.143273,0.092775,0.240746,0.003156,0.096243,0.062322,0.16172,
08/31/2009,2.0,1.7,1.5,5.2,-1.9,-75.0,-0.6,-77.5,,0.023216,0.019734,0.017412,0.060363,0.016027,0.013623,0.01202,0.04167,
11/30/2009,1.5,2.3,0.6,4.4,4.0,43.7,0.0,47.7,,0.018175,0.027869,0.00727,0.053315,0.011814,0.018115,0.004726,0.034655,
02/28/2010,0.3,1.6,0.9,2.8,-7.1,-20.2,0.0,-27.3,,0.003533,0.018841,0.010598,0.032971,0.002443,0.013031,0.00733,0.022805,
05/31/2010,1.0,2.2,9.0,12.2,0.0,16.4,4.4,20.8,,0.011431,0.025147,0.102876,0.139454,0.007869,0.017312,0.070823,0.096005,
08/31/2010,1.0,0.8,2.8,4.6,1.1,25.6,1.5,28.2,,0.011039,0.008831,0.03091,0.05078,0.00765,0.00612,0.02142,0.03519,
11/30/2010,2.5,9.2,0.8,12.5,1.4,12.5,0.9,14.8,,0.024341,0.089574,0.007789,0.121704,0.017606,0.064791,0.005634,0.088032,
02/28/2011,0.2,26.0,3.5,29.7,1.9,12.6,0.2,14.7,,0.001817,0.236158,0.03179,0.269765,0.001361,0.176882,0.023811,0.202053,
05/31/2011,0.3,20.3,3.5,24.1,1.4,9.5,0.9,11.8,,0.002572,0.174071,0.030012,0.206656,0.0019,0.128588,0.02217,0.152658,
08/31/2011,1.5,9.9,1.8,13.2,0.6,15.5,2.2,18.3,,0.012256,0.080891,0.014707,0.107855,0.00927,0.061184,0.011124,0.081578,
11/30/2011,6.5,10.7,1.1,18.3,1.0,41.6,3.5,46.1,,0.057419,0.094521,0.009717,0.161658,0.041133,0.067712,0.006961,0.115806,
02/29/2012,1.4,25.1,2.0,28.5,3.2,38.2,2.2,43.6,,0.011834,0.212167,0.016906,0.240907,0.008785,0.157498,0.01255,0.178833,
05/31/2012,20.5,9.1,1.1,30.7,0.3,59.9,0.5,60.7,,0.170842,0.075837,0.009167,0.255846,0.122825,0.054522,0.006591,0.183938,
08/31/2012,4.2,36.6,1.8,42.6,1.3,25.1,1.0,27.4,,0.033387,0.290943,0.014309,0.338638,0.024604,0.21441,0.010545,0.249559,
11/30/2012,3.6,21.8,1.3,26.7,2.7,21.5,1.5,25.7,,0.027479,0.166402,0.009923,0.203804,0.020641,0.124995,0.007454,0.15309,
09/30/2013,1.0,10.3,1.9,13.2,3.7,19.9,0.1,23.7,,0.007379,0.076009,0.014021,0.097409,0.005664,0.058335,0.010761,0.07476,
12/31/2013,8.7,7.0,1.7,17.4,4.3,40.4,0.4,45.1,,0.076851,0.061834,0.015017,0.153702,0.044492,0.035798,0.008694,0.088984,
03/31/2014,,7.9,0.6,8.5,,30.3,0.4,30.7,,,0.072804,0.005529,0.078333,,0.043617,0.003313,0.046929,
06/30/2014,,22.6,0.2,22.8,,7.7,0.2,7.9,,0.0,0.200629,0.001775,0.202404,0.0,0.123541,0.001093,0.124634,
09/30/2014,,10.7,0.3,11.0,,20.7,0.1,20.8,,0.0,0.097605,0.002737,0.100342,0.0,0.057977,0.001626,0.059603,
12/31/2014,8.6,777.8,25.7,812.1,,,,,,0.080219,7.255191,0.239725,7.575136,0.047038,4.254225,0.140568,4.441831,
03/31/2015,,6.9,,6.9,,95.7,,95.7,,0.0,0.067603,0.0,0.067603,0.0,0.039134,0.0,0.039134,
