Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
05/03/2008,20.3,24.7,28.4,-5.7,1.8,,-7.5,-27.1,62.9,-48.7,-37.4,-3.9,0,-23.7,-25.4,1.0,1.0,0.0,-26.4,-25.1,-1.3,0,0,0,0.0,0,0.0,0,1.7,-10.4,0.0,-10.4,-10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,-12.5,25.8,1.0,
08/02/2008,93.0,19.7,27.0,2.5,0.4,0.0,2.1,43.8,24.0,58.1,-21.6,-16.7,0,-40.3,-40.3,0.0,0.0,0.0,-40.3,-38.0,-2.3,0,0,0,0.0,0,0.0,0,0.0,-13.3,-107.4,94.1,94.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,37.7,-17.1,-14.3,
11/01/2008,-73.8,-15.1,29.1,8.4,0.1,6.6,1.7,-96.2,43.1,-156.9,55.8,-38.2,0,-30.7,-30.7,0.0,0.0,0.0,-30.7,-28.0,-2.7,0,0,0,0.0,0,0.0,0,0.0,116.0,0.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.9,-31.4,,,
01/31/2009,165.3,-424.0,30.0,526.1,-0.1,19.6,506.6,33.2,-108.6,160.2,-81.0,62.6,0,-16.9,-16.9,0.8,0.8,0.0,-17.7,-14.0,-3.7,0,0,0,0.0,0,0.0,0,0.0,-55.4,-16.4,-39.1,-39.1,0.0,0.0,0.1,0.1,0.0,0.0,-31.7,61.3,,,
05/02/2009,198.0,26.3,25.6,11.2,0.7,-2.6,13.1,134.9,55.3,43.2,65.9,-29.5,0,-8.4,-8.4,0.0,0.0,0.0,-8.4,-7.3,-1.1,0,0,0,0.0,0,0.0,0,0.0,-217.6,0.0,-209.2,-109.2,0.0,-100.0,0.0,0.0,0.0,-8.4,0.4,-27.6,,,
08/01/2009,97.0,27.6,27.3,2.9,2.4,4.7,-4.2,39.2,4.3,73.4,-18.9,-19.6,0,-9.1,-9.1,0.0,0.0,0.0,-9.1,-7.5,-1.6,0,0,0,0.0,0,0.0,0,0.0,-66.5,0.0,-65.6,-65.6,,0.0,0.0,0.0,0.0,-0.9,2.2,23.6,,,
10/31/2009,54.1,-8.7,27.3,1.5,1.2,-2.8,3.1,34.0,35.9,-30.1,47.9,-19.7,0,-12.8,-12.8,0.1,0.1,0.0,-12.9,-9.6,-3.3,0,0,0,0.0,0,0.0,0,0.0,4.5,0.0,3.6,3.6,,0.0,0.9,0.9,0.0,0.0,1.0,46.8,,,
01/30/2010,166.3,115.5,28.7,15.2,1.3,14.1,-0.2,6.9,-127.9,127.3,-72.9,80.4,0,-13.2,-13.2,0.0,0.0,0.0,-13.2,-11.4,-1.8,0,0,0,0.0,0,0.0,0,0.0,27.9,0.0,27.8,27.8,0.0,0.0,0.1,0.1,0.0,0.0,-4.4,176.6,,,
05/01/2010,184.2,50.3,24.4,7.1,2.3,5.3,-0.5,102.4,55.1,38.9,38.5,-30.1,0,-6.3,-6.3,0.0,0.0,0.0,-6.3,-4.7,-1.6,0,0,0,0.0,0,0.0,0,0.0,-48.0,0.0,-47.8,3.1,0.0,-50.9,0.8,0.8,0.0,-1.0,1.0,130.9,,,
07/31/2010,70.4,38.7,23.1,-1.6,2.2,-1.6,-2.2,10.2,4.6,1.4,9.6,-5.4,0,-8.1,-8.1,1.7,1.7,0.0,-9.8,-6.9,-2.9,0,0,0,0.0,0,0.0,0,0.0,-22.2,0.0,-22.4,-22.4,,0.0,0.2,0.2,0.0,0.0,-1.8,38.3,,,
10/30/2010,-57.7,6.0,23.8,18.5,3.2,16.4,-1.1,-106.0,27.9,-166.2,63.9,-31.6,0,-25.1,-25.1,0.0,0.0,0.0,-25.1,-25.1,0.0,0,0,0,0.0,0,0.0,0,0.0,13.5,0.0,12.8,12.8,,0.0,1.0,1.0,0.0,-0.3,-1.2,-70.5,,,
01/29/2011,126.2,105.4,26.5,13.6,8.7,5.0,-0.1,-19.3,-166.3,106.4,-52.6,93.2,0,-16.1,-16.1,0.2,0.2,0.0,-16.3,-16.3,0.0,0,0,0,0.0,0,0.0,0,0.0,-225.6,0.0,-235.7,-6.6,0.0,-229.1,10.1,10.1,0.0,0.0,2.7,-112.8,,,
04/30/2011,105.3,75.4,22.5,0.9,2.7,-0.5,-1.3,6.5,32.0,-24.3,17.9,-19.1,0,-12.9,-12.9,0.0,0.0,0.0,-12.9,-12.9,0.0,0,0,0,0.0,0,0.0,0,0.0,-0.2,0.0,-4.0,-4.0,0.0,0.0,4.0,4.0,0.0,-0.2,-0.2,92.0,,,
07/30/2011,86.8,66.3,22.5,0.1,4.3,-1.9,-2.3,-2.1,-2.7,17.8,-7.1,-10.1,0,-25.4,-25.4,0.0,0.0,0.0,-25.4,-25.4,0.0,0,0,0,0.0,0,0.0,0,0.0,-15.3,0.0,-14.3,-14.3,0.0,0.0,0.4,0.4,0.0,-1.4,0.0,46.1,,,
10/29/2011,-78.5,26.1,22.3,7.6,5.3,4.6,-2.3,-134.5,15.4,-205.0,49.4,5.7,0,-34.7,-34.7,0.0,0.0,0.0,-34.7,-34.7,0.0,0,0,0,0.0,0,0.0,0,0.0,21.8,0.0,20.7,20.7,0.0,0.0,1.2,1.2,0.0,-0.1,0.8,-90.6,,,
01/28/2012,211.6,156.6,25.1,27.6,0.8,27.1,-0.3,2.3,-197.2,96.3,-3.0,106.2,0,-24.8,-24.8,0.0,,0.0,-24.8,-24.8,0.0,0,0,0,0.0,0,0.0,0,0.0,-46.3,-8.7,-0.4,-0.4,,0.0,-3.8,8.9,-12.7,-33.4,-3.3,137.2,,,
04/28/2012,34.0,82.5,23.1,2.3,4.1,-3.5,1.7,-73.9,63.5,-25.6,-27.7,-84.1,0,-18.6,-18.6,0.0,0.0,0.0,-18.6,-18.6,0.0,0,0,0,0.0,0,0.0,0,0.0,-102.6,-8.7,0.0,0.0,0.0,0.0,-85.6,5.1,-90.7,-8.3,-0.6,-87.8,,,
07/28/2012,82.8,70.7,23.6,-6.8,3.0,-9.3,-0.5,-4.7,-7.4,8.4,-18.8,13.1,0,-36.2,-36.2,0.0,,0.0,-36.2,-36.2,0.0,0,0,0,0.0,0,0.0,0,0.0,-209.0,-10.3,0.0,0.0,0.0,0.0,-196.2,0.3,-196.5,-2.5,0.9,-161.5,,,
10/27/2012,-16.6,34.9,23.7,23.7,4.3,18.8,0.6,-98.9,34.2,-190.6,79.1,-21.6,0,-46.1,-46.1,0.0,0.0,0.0,-46.1,-46.1,0.0,0,0,0,0.0,0,0.0,0,0.0,-7.3,-9.6,0.0,0.0,0.0,0.0,2.6,2.6,0.0,-0.3,-1.5,-71.5,,,
02/02/2013,212.5,171.8,29.0,-4.1,-3.1,-1.7,0.7,15.8,-207.4,142.1,-72.2,153.3,0,-90.0,-33.3,0.0,0.0,0.0,-33.3,-33.3,0.0,0,0,0,-56.7,0,-56.7,0,0.0,10.8,-9.8,0.0,0.0,0.0,0.0,13.6,13.6,0.0,7.0,1.7,135.0,,,
05/04/2013,45.1,91.8,25.6,5.0,3.0,1.9,0.1,-77.3,47.6,-54.7,18.3,-88.5,0,-23.2,-23.2,0.0,0.0,0.0,-23.2,-23.2,0.0,0,0,0,0.0,0,0.0,0,0.0,-58.3,-9.8,5.7,5.7,0.0,0.0,-45.1,5.0,-50.1,-9.1,-0.9,-37.3,,,
08/03/2013,13.4,67.4,25.5,-6.5,-1.0,-4.4,-1.1,-73.0,5.2,-2.7,-47.6,-27.9,0,-29.0,-30.4,0.0,0.0,0.0,-30.4,-30.4,0.0,0,0,0,1.4,0,1.4,0,0.0,-36.3,-12.1,-4.0,-4.0,0.0,0.0,-20.3,4.7,-25.0,0.1,1.1,-50.8,,,
