Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,16317.000162,-305.5,,,7983.89978,23995.399942,17199.199585,46.420182,0.332726,,,,,,,,60.017911,,
06/30/1990,16229.48777,-115.699997,,,8109.999756,24223.787529,17179.199951,47.208251,0.334795,,,,,,,,61.382298,,
09/30/1990,13979.398407,-226.100006,,,8247.199951,22000.498352,17482.399658,47.174302,0.374864,,,,,,,,55.279024,,
12/31/1990,14233.819002,-121.699997,,,8413.099853,22525.218858,17561.900146,47.905408,0.373497,1.658058,5.175118,11.177104,6.665748,,14193.669011,22485.068867,56.278157,,
03/31/1991,14576.922836,-149.699997,,,8600.10022,23027.323059,17868.800415,48.129141,0.373474,1.690724,5.265554,11.498139,6.761944,,,,57.264518,,
06/30/1991,14418.035343,-106.199997,,,8541.499756,22853.335102,17939.599854,47.612543,0.373753,1.688624,5.210756,11.419816,6.718923,,,,56.566542,,
09/30/1991,15618.217972,-110.5,,,8494.400146,24002.118118,18015.699951,47.149987,0.353902,1.78984,5.562484,11.879296,6.986502,,,,59.1669,,
12/31/1991,16450.712919,-158.0,,,8406.500122,24699.213041,17526.400024,47.964785,0.340355,1.867079,6.165709,15.356387,6.506971,,16414.779815,24663.279937,60.619302,,
03/31/1992,14542.288521,-97.599998,,,8224.999756,22669.688278,17496.099854,47.010476,0.362819,1.729151,5.554799,13.699352,5.572091,,,,55.437684,,
06/30/1992,16164.698009,-93.099998,,,8353.89978,24425.497791,17789.89978,46.958667,0.342016,1.87407,5.821555,14.294784,5.857337,,,,59.497182,,
09/30/1992,16952.990578,-103.300003,,,8222.199951,25071.890526,17812.600098,46.15946,0.327945,1.915859,5.899824,14.462328,5.983567,,,,60.820036,,
12/31/1992,17347.367278,-88.900002,,,8437.600219,25696.067495,18161.300414,46.459229,0.328362,1.953331,5.092868,10.166595,6.450843,,17317.648352,25666.348569,62.120598,,
03/31/1993,19002.338711,-92.099998,0.0,0.0,8633.099854,27543.338566,18374.299805,46.984647,0.313437,2.080737,5.396739,10.72059,7.149799,,,,66.856849,,
06/30/1993,19411.797058,-89.5,0.0,0.0,8701.800049,28024.097107,18561.400146,46.881162,0.310511,2.104306,5.476237,10.861211,7.280746,,,,65.32576,,
09/30/1993,19691.201153,-92.800003,0.0,0.0,8526.799805,28125.200954,18461.599609,46.186679,0.303173,2.110994,5.475664,10.814889,7.291897,,,,65.523864,,
12/31/1993,16647.261026,-157.800003,0.0,0.0,10127.899903,26617.360926,18543.400025,54.617276,0.3805,1.985215,9.283075,79.860057,,,16603.724518,26573.824418,64.155996,,
03/31/1994,14399.196396,-144.0,0.0,0.0,9966.000244,24221.19664,18531.700073,53.778122,0.411458,1.812842,8.55661,93.194284,,,,,58.033189,,
06/30/1994,15917.99168,-133.399994,0.0,0.0,10032.300293,25816.891979,18545.700439,54.09502,0.388594,1.939924,11.074507,,,,,,61.428276,,
09/30/1994,16242.765564,-112.099998,0.0,0.0,10173.000244,26303.66581,18737.700195,54.291616,0.386752,1.976441,11.554432,,,,,,62.347211,,
12/31/1994,15567.189199,-137.5,0.0,,9913.300049,25342.989248,18494.700195,53.600761,0.391165,1.904543,5.917388,15.43234,6.084489,,15537.899559,25313.699608,59.828068,,
03/31/1995,17440.948471,-114.099998,0.0,0.0,10105.399902,27432.248375,18789.199951,53.783024,0.368377,2.049094,6.423361,16.936623,6.767607,,,,62.128147,,
06/30/1995,17191.821785,-134.5,0.0,0.0,10002.400146,27059.721931,15816.500244,63.240287,0.369642,1.993864,5.980578,14.338555,6.629302,,,,63.353019,,
09/30/1995,21222.534714,-130.199997,0.0,0.0,9894.900146,30987.234863,15881.199951,62.305746,0.319322,2.29891,6.805445,15.971155,7.153044,,,,69.720252,,
12/31/1995,23351.976,-93.199997,0.0,1077.400024,9843.500397,34179.676424,17000.100495,57.902601,0.287993,2.549409,7.336269,16.336716,8.322901,50.771796,23274.0,34101.700424,79.038387,,
03/31/1996,21733.87904,-101.400002,0.0,1573.199951,9541.999817,32747.678806,17425.999695,54.757259,0.291379,2.460992,7.274999,16.736178,7.998419,46.321237,,,75.149516,,
06/30/1996,20809.702454,-75.0,0.0,1572.300049,9799.599609,32106.602112,17921.699768,54.680079,0.305221,2.421879,6.690409,14.176978,8.380191,48.576474,,,73.28618,,
09/30/1996,19126.601395,-94.199997,0.0,1679.699951,9628.600006,30340.701355,18079.600128,53.256709,0.317349,2.257123,6.182895,12.723602,8.035803,47.378474,,,69.004445,,
12/31/1996,21180.246048,-81.599998,0.0,1819.800049,9653.699799,32572.145897,18532.799744,52.089808,0.296379,2.421037,6.371454,12.465898,7.945951,32.807942,,,74.009269,,
03/31/1997,20030.2836,-88.199997,0.0,1811.599976,10242.399902,31996.083481,18923.59967,54.125008,0.320114,2.369852,6.309496,12.315659,8.238641,38.389442,,,72.681038,,
06/30/1997,25386.780521,-62.5,0.0,631.900024,10517.300049,36473.480595,18089.500183,58.140357,0.288355,2.687981,7.172759,13.665086,8.793006,34.67027,,,82.700708,,
09/12/2020,,-62.5,0.0,631.900024414063,10517.3000488281,,18089.5001831055,58.1403573474665,,,,,,,,,82.7007081484585,,
