Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,12455.669922,627.604004,406.597992,,,2793.227943,,,,4946.0,,,3229.716064,,,,0.0,8175.71582,-102.573997,8073.14209,155.912994,,,,,,,17.17,382.014898,,1755.098022,8419.119949,8172.168945,246.951004,0.0,10174.219727,1002.375977,,,,,273.567993,,,,,,,,,,235.727007,11685.890703,37.605,260.010986,,,0.0,,472.166992,769.782978,0.0,769.782978,12455.673681,
06/30/1990,12719.450195,731.258972,410.390991,,,2686.293007,,,,5165.00293,,,3288.009033,,,,0.0,8453.011719,-106.950996,8346.060547,159.585007,,,,,,,3.094,382.767671,,1938.095947,8423.918205,8308.033203,115.885002,0.0,10362.009766,1078.868042,,,,,273.005005,,,,,,,,,,212.414999,11926.297812,37.605,260.377991,,,0.0,,495.161011,793.144001,0.0,793.144001,12719.441813,
09/30/1990,13813.009766,734.268005,650.55603,,,3008.836987,,,,5082.687012,,,3376.254883,,,,0.0,8458.942383,-107.801003,8351.140625,163.893997,,,,,,,4.361,899.953121,,1814.072021,9411.741812,9384.132812,27.608999,0.0,11225.80957,1261.442017,,,,,271.834015,,,,,,,,,,235.482002,12994.567604,37.605,261.419006,,,0.0,,519.416992,818.440998,0.0,818.440998,13813.008602,
12/31/1990,13300.410156,627.942017,705.880981,,,3205.932949,,,,4851.268066,,,3434.410889,,,,0.0,8285.678711,-107.5,8178.179199,165.216995,,,,,,,6.747,410.511014,,1805.534058,8949.016113,3840.186035,5108.830078,0.0,10754.549805,1269.405029,,,,,258.248993,,,,,,,,,,227.000998,12509.204825,37.605,255.779999,,,-24.778999,,522.603004,791.209003,0.0,791.209003,13300.413828,
03/31/1991,13604.209961,594.176025,584.34198,,,3265.846909,,,,5163.184082,,,3505.245117,,,,0.0,8668.428711,-116.0,8552.428711,171.656006,,,,,,,21.423,414.33733,,1749.004028,9256.528906,9237.128906,19.4,0.0,11005.530273,1214.439941,,,,,263.339996,,,,,,,,,,255.368008,12738.678219,37.605,265.984985,,,0.0,,561.94397,865.533955,0.0,865.533955,13604.212173,
06/30/1991,26330.099609,1368.103027,2278.990967,,,5586.304016,,,,10270.169922,,,5795.126953,,,,169.031998,16234.330078,-259.524994,15974.799805,351.445007,,,,,,,20.101,750.355787,,3652.514893,16714.159668,15437.219727,1276.939941,0.0,20366.679688,3448.512939,,,,,321.644012,,,,,,,,,,407.129992,24543.966631,37.605,610.552979,,,-2.783,,1140.756999,1786.131977,0.0,1786.131977,26330.098608,
09/30/1991,26849.320312,1514.182007,2627.198975,,,5321.985023,,,,10451.150391,,,5878.061035,,,,196.070999,16525.279297,-259.941986,16265.339844,351.515991,,,,,,,57.917999,711.180473,,3515.915039,16942.579102,15484.080078,1458.499023,0.0,20458.5,3826.843994,,,,,320.325989,,,,,,,,,,408.722992,25014.392975,37.605,771.869995,,,-2.128,,1027.580026,1834.927021,0.0,1834.927021,26849.319996,
12/31/1991,27994.990234,1449.467041,3353.441895,,,5448.468888,,,,10705.290039,,,6003.630859,,,,199.891998,16908.810547,-266.536011,16642.274536,359.307007,,,,,,,26.541,715.489867,,3644.430908,16650.391113,6752.391113,9898.0,0.0,20294.820312,5133.888184,,,,,301.223999,,,,,,,,,,380.069992,26110.002487,37.605,772.853027,,,-1.329,,1075.858053,1884.98708,0.0,1884.98708,27994.989567,
03/31/1992,26263.509766,1582.625977,1175.991943,,,5433.039062,,,,11228.040039,,,5880.649902,,,,197.326004,17306.019531,-271.954987,17034.060547,359.757996,,,,,,,28.514999,649.519241,,3596.47998,17290.171387,15407.110352,1883.061035,0.0,20886.650391,2771.475098,,,,,297.756989,,,,,,,,,,353.775009,24309.657486,37.605,778.713989,,,0.0,,1137.527954,1953.846943,0.0,1953.846943,26263.504429,
06/30/1992,27720.769531,1521.338013,2571.089111,,,5209.841202,,,,11516.69043,,,5973.053223,,,,190.128998,17679.869141,-289.537994,17390.330078,355.265015,,,,,,,37.737,635.169113,,3938.658936,17520.609863,15827.669922,1692.939941,0.0,21459.269531,3595.050049,,,,,302.420013,,,,,,,,,,405.037994,25761.777588,37.605,822.44397,,,-23.995001,,1122.933966,1958.987934,0.0,1958.987934,27720.765522,
09/30/1992,27610.640625,1660.974976,2145.385986,,,5480.297821,,,,11485.160156,,,5898.839844,,,,195.591003,17579.589844,-293.441986,17286.150391,348.186005,,,,,,,32.566002,657.079445,,3919.12207,16756.383057,15389.870117,1366.512939,0.0,20675.5,4046.60791,,,,,500.389008,,,,,,,,,,368.386009,25590.882927,37.605,825.245972,,,-25.059,,1181.970011,2019.761982,0.0,2019.761982,27610.644909,
12/31/1992,27555.810547,1579.741943,1408.146973,,,5507.442077,,,,12086.349609,,,5962.0,,,,166.632004,18214.980469,-308.006989,17906.97348,374.290985,,,,,,,25.664,753.551089,,4567.592773,16631.924805,9031.924805,7600.0,0.0,21199.519531,3221.708984,,,,,741.192017,,,,,,,,,,298.257994,25460.678526,37.605,847.315979,,,-28.862,,1239.077942,2095.136921,0.0,2095.136921,27555.815447,
03/31/1993,27142.873047,1861.000977,880.067993,,,5649.535156,,,,12093.53418,,,5767.833008,,,,196.212997,18057.580078,-310.463989,17747.115234,371.692993,,,,,,,36.349998,597.110695,,4336.15918,16528.650513,15285.561523,1243.088989,0.0,20864.810547,2979.26001,,,,,903.067993,,,,,,,,,,283.066994,25030.205544,0.0,1139.389038,,,-25.707001,,998.98703,2112.669067,0.0,2112.669067,27142.874611,
06/30/1993,27404.003906,1438.990967,1370.159058,,,5350.042862,,,,12674.439453,,,5621.942871,,,,198.399994,18494.78125,-308.114014,18186.667969,382.220001,,,,,,,52.612,623.31105,,4522.975098,16208.140503,15003.855469,1204.285034,0.0,20731.115234,3138.866943,,,,,1103.274048,,,,,,,,,,273.388,25246.644226,0.0,1140.025024,,,-33.282001,,1050.615986,2157.359009,0.0,2157.359009,27404.003235,
09/30/1993,28469.935547,1407.581055,946.237976,,,6561.133972,,,,12955.786133,,,5597.875977,,,,198.261002,18751.923828,-305.891998,18446.03125,384.686005,,,,,,,41.806999,682.45829,,4501.769043,15692.63269,14661.763672,1030.869019,0.0,20194.402344,4522.210938,,,,,1267.30896,,,,,,,,,,276.726006,26260.648247,0.0,1141.857056,,,-30.51,,1097.941031,2209.288086,0.0,2209.288086,28469.936333,
12/31/1993,30294.869141,1600.694946,2118.261963,,,6633.817871,,,,13359.679688,,,5531.078125,,,,209.184998,19099.949219,-298.684998,18801.264221,399.122986,,,,,,,38.212002,703.495152,,4939.233887,16010.644531,8906.644531,7104.0,0.0,20949.880859,6136.054199,,,,,725.101013,,,,,,,,,,302.180996,28113.217067,0.0,1120.659058,,,-121.753998,,1182.753021,2181.658081,0.0,2181.658081,30294.875148,
03/31/1994,32169.240234,1586.946045,912.64801,,,8679.729004,,,,14099.136719,,,5817.246094,,,,204.186996,20120.570312,-319.585999,19800.984375,414.460999,,,,,,,35.328999,739.142803,,5278.470215,16341.97229,15056.736328,1285.235962,0.0,21620.441406,5999.558105,,,,,1885.478027,,,,,,,,,,345.895008,29851.372547,0.0,1120.995972,,,-21.523001,,1218.394949,2317.86792,0.0,2317.86792,32169.240467,
06/30/1994,31609.029297,1427.620972,553.171021,,,8436.486084,,,,14100.061523,,,5949.200195,,,,223.617004,20272.878906,-321.852997,19951.025391,421.188995,,,,,,,39.576,779.960835,,5017.946777,15625.656189,14768.451172,857.205017,0.0,20643.603516,5650.525879,,,,,2705.300049,,,,,,,,,,263.257,29262.686443,0.0,1120.593994,,,-23.756001,,1249.506001,2346.343994,0.0,2346.343994,31609.030437,
09/30/1994,31803.589844,1410.911011,325.859985,,,8246.547852,,,,14361.977539,,,6231.96582,,,,222.807007,20816.751953,-327.962006,20488.789062,440.253998,,,,,,,38.501999,852.725937,,4617.673828,15707.021851,14886.756836,820.265015,0.0,20324.695312,5183.941895,,,,,3602.381104,,,,,,,,,,306.854996,29417.873306,0.0,1121.387939,,,-33.279999,,1297.607025,2385.714966,0.0,2385.714966,31803.588272,
12/31/1994,33429.898438,1822.312988,424.872986,,,7972.340088,,,,15299.459961,,,6651.161133,,,,258.625,22209.25,-326.195007,21883.05493,437.756989,,,,,,,33.632,855.928457,,5257.395996,17174.919922,8830.919922,8344.0,0.0,22432.320312,6561.408203,,,,,1741.942993,,,,,,,,,,302.454998,31038.126506,0.0,1121.525024,,,-65.111,,1335.366005,2391.780029,0.0,2391.780029,33429.906535,
03/31/1995,34108.945312,1628.359009,248.910004,,,7974.389893,,,,15941.808594,,,6889.49707,,,,265.458008,23096.763672,-335.272003,22761.492188,460.136993,,,,,,,43.73,991.927227,,4956.262207,16960.070068,15102.206055,1857.864014,0.0,21916.332031,5448.091797,,,,,3873.123047,,,,,,,,,,358.675007,31596.221882,0.0,1122.937988,,,-30.816999,,1420.602034,2512.723022,0.0,2512.723022,34108.944904,
06/30/1995,35451.476562,1674.75,720.71698,,,7853.684082,,,,16607.458984,,,7112.062012,,,,274.600006,23994.121094,-337.878998,23656.242188,460.170013,,,,,,,40.459999,1045.4533,,5239.314941,16649.800781,15062.884766,1586.916016,0.0,21889.115234,6346.673828,,,,,4411.280762,,,,,,,,,,319.668007,32966.737831,0.0,993.333984,,,-16.337,,1507.739954,2484.736938,0.0,2484.736938,35451.47477,
