Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,1586.676025,135.332993,135.332993,0.0,143.916,,,142.955002,,,,,33.376999,,,,455.580994,533.890015,,,0.0,597.205017,,,,,,597.205017,1131.095032,,67.735001,67.735001,,,,6.296,,,,,,222.397985,,,222.397985,296.428986,216.869003,,,,,217.167007,,,,217.167007,434.036011,730.464996,0.0,160.994995,,,-103.32,,798.536003,856.210999,0.0,856.210999,1586.675995,
03/31/1994,1807.28894,114.330002,114.330002,0.0,281.815002,,,148.960999,,,,,30.087,,,,575.192993,545.504028,,,0.0,686.59198,,,,,,686.59198,1232.096008,,68.916,68.916,,,,181.837006,,,,,,253.417984,,,253.417984,504.17099,216.209,,,,,210.307007,,,,210.307007,426.516006,930.686996,0.0,161.669006,,,-110.232002,,825.164986,876.60199,0.0,876.60199,1807.288986,
06/30/1994,1697.56897,115.921997,115.921997,0.0,249.843002,,,105.947998,,,,,32.562,,,,504.274994,532.599976,850.521973,-317.921997,0.0,660.69397,,,,,,660.69397,1193.293946,,97.727997,97.727997,,,,43.307999,,,,,,234.796005,,,234.796005,375.832001,216.087997,,,,,196.231995,,,,196.231995,412.319992,788.151993,0.0,161.975998,,,-107.146004,,854.586983,909.416977,0.0,909.416977,1697.56897,
09/30/1994,1693.741943,151.914001,151.914001,0.0,190.656006,,,114.170998,,,,,29.747999,,,,486.489014,530.124023,,,0.0,677.129028,,,,,,677.129028,1207.253052,,88.823997,88.823997,,,,21.183001,,,,,,230.526999,,,230.526999,340.533997,216.261993,,,,,197.417999,,,,197.417999,413.679993,754.213989,0.0,161.917007,,,-102.474998,,880.086021,939.52803,0.0,939.52803,1693.74202,
12/31/1994,1699.551025,134.356995,134.356995,0.0,178.307999,,,157.417999,,,,,30.492001,,,,500.575012,530.09198,,,0.0,668.883972,,,,,,668.883972,1198.975952,,78.835999,78.835999,,,,93.385002,,,,,,195.255013,,,195.255013,367.476013,215.972,,,,,228.113998,,,,228.113998,444.085999,811.562012,0.0,162.063995,,,-158.285004,,884.209991,887.988983,0.0,887.988983,1699.550995,
03/31/1995,1789.22998,92.891998,92.891998,0.0,269.712006,,,162.649994,,,,,31.621,,,,556.875,519.04303,,,0.0,713.312012,,,,,,713.312012,1232.355042,,90.757004,90.757004,,,,84.319,,,,,,230.292007,,,230.292007,405.368011,215.929993,,,,,229.039993,,,,229.039993,444.969986,850.337997,0.0,162.843994,,,-133.955994,,910.003967,938.891968,0.0,938.891968,1789.229965,
06/30/1995,1906.671997,137.330002,137.330002,0.0,311.868011,,,121.095001,,,,,30.038,,,,600.330994,524.971985,889.874023,-364.902008,0.0,781.369019,,,,,,781.369019,1306.341004,,122.763,122.763,,,,115.681999,,,,,,240.877999,,,240.877999,479.322998,253.078995,,,,,230.356995,,,,230.356995,483.43599,962.758988,0.0,163.768997,,,-168.216995,,948.360977,943.912979,0.0,943.912979,1906.671967,
09/30/1995,1857.343018,127.846001,127.846001,0.0,218.337997,,,128.449997,,,,,28.666,,,,503.299988,533.187012,,,0.0,820.856018,,,,,,820.856018,1354.04303,,99.186996,99.186996,,,,76.726997,,,,,,250.415016,,,250.415016,426.32901,253.417999,,,,,220.669006,,,,220.669006,474.087006,900.416016,0.0,164.233994,,,-179.201004,,971.893997,956.926987,0.0,956.926987,1857.343002,
12/31/1995,1859.223022,105.865997,105.865997,0.0,220.371002,,,157.524002,,,,,27.794001,,,,511.554993,533.208008,,,0.0,814.460022,,,,,,814.460022,1347.66803,,89.461998,89.461998,,,,168.921005,,,,,,199.744987,,,199.744987,458.127991,249.487,,,,,235.203003,,,,235.203003,484.690002,942.817993,0.0,164.490005,,,-228.813004,,980.727982,916.404984,0.0,916.404984,1859.222977,
03/31/1996,2180.569092,88.432999,88.432999,0.0,320.796997,,,175.613007,,,,,35.848999,,,,620.692017,540.440979,,,0.0,1019.435974,,,,,,1019.435974,1559.876953,,122.938004,122.938004,,,,294.312988,,,,,,234.613022,,,234.613022,651.864014,356.902008,,,,,252.223999,,,,252.223999,609.126007,1260.990021,0.0,166.373001,,,-256.362,,1009.567993,919.578995,0.0,919.578995,2180.569016,
06/30/1996,2178.894043,90.828003,90.828003,0.0,315.105988,,,138.848007,,,,,29.063,,,,573.844971,551.437012,961.281006,-409.843994,0.0,1053.612061,,,,,,1053.612061,1605.049073,,155.365997,155.365997,,,,192.973999,,,,,,275.54599,,,275.54599,623.885986,356.266998,,,,,265.912994,,,,265.912994,622.179992,1246.065978,0.0,167.203995,,,-268.652008,,1034.276031,932.828018,0.0,932.828018,2178.893996,
09/30/1996,2225.187012,116.750999,116.750999,0.0,275.203003,,,147.421005,,,,,32.056999,,,,571.432007,557.453979,,,0.0,1096.301025,,,,,,1096.301025,1653.755005,,126.764,126.764,,,,184.537003,,,,,,317.996971,,,317.996971,629.297974,355.575012,,,,,264.404999,,,,264.404999,619.980011,1249.277985,0.0,168.498001,,,-262.769989,,1070.181,975.909012,0.0,975.909012,2225.186996,
12/31/1996,2711.087891,80.911003,80.911003,0.0,302.002014,,,189.852997,,,,,49.472,,,,622.237976,569.185974,,,0.0,1519.66394,,,,,,1519.66394,2088.849915,,116.910004,116.910004,,,,183.938995,,,,,,348.012024,,,348.012024,648.861023,793.349976,,,,,270.028015,,,,270.028015,1063.377991,1712.239014,0.0,170.085007,,,-252.692001,,1081.455978,998.848984,0.0,998.848984,2711.087997,
03/31/1997,2882.473,113.732,113.732,,399.304,399.304,,201.22,67.55,,133.67,,44.384,,,,758.64,574.422,,,,1549.411,1151.654,,,,102.022,295.735,2123.833,,143.509,143.509,,,,189.285,,,,,,349.7,,,349.7,682.494,1017.332,,,,,157.781,,,,157.781,1175.113,1857.607,,175.698,,,-262.069,1162.636,-51.399,1024.866,,1024.866,2882.473,
06/30/1997,2777.951904,101.045998,101.045998,0.0,356.996002,,,170.339996,,,,,45.115002,,,,673.497009,570.64502,1045.406982,-474.761993,0.0,1533.810059,,,,,,1533.810059,2104.455079,,143.360001,143.360001,,,,373.523987,,,,,,375.83403,,,375.83403,892.718018,565.926025,,,,,283.261993,,,,283.261993,849.188018,1741.906036,0.0,177.647003,,,-289.075012,,1147.473999,1036.04599,0.0,1036.04599,2777.952026,
09/30/1997,2807.176,87.371,87.371,,333.568,333.568,,186.612,70.829,,115.783,,38.197,,,,645.748,573.636,,,,1587.792,1206.379,,,,96.635,284.778,2161.428,,140.807,140.807,,,,241.44,,,,,,313.164,,,313.164,695.411,875.311,,,,,161.534,,,,161.534,1036.845,1732.256,,178.824,,,-288.243,1249.448,-65.109,1074.92,,1074.92,2807.176,
12/31/1997,2831.744,50.898,50.898,,345.459,345.459,,219.711,76.124,,143.587,,64.043,,,,680.111,570.811,,,,1580.822,1204.187,,,,95.678,280.957,2151.633,,116.842,116.842,,,,410.596,,,,,,273.498,,,273.498,800.936,824.21,,,,,210.2,,,,210.2,1034.41,1835.346,,182.591,,,-365.893,1267.787,-88.087,996.398,,996.398,2831.744,
03/31/1998,2975.904,75.499,75.499,,446.416,446.416,,237.182,78.484,,158.698,,59.17,,,,818.267,570.276,,,,1587.361,1219.137,,,,89.096,279.128,2157.637,,131.816,131.816,,,,462.223,,,,,,287.506,,,287.506,881.545,827.748,,,,,221.191,,,,221.191,1048.939,1930.484,,191.402,,,-363.608,1315.089,-97.463,1045.42,,1045.42,2975.904,
06/30/1998,4065.0,102.0,102.0,0.0,522.0,,,367.0,116.0,,251.0,,91.0,,,,1082.0,1016.0,1703.0,-687.0,0.0,1967.0,1525.0,,,,,442.0,2983.0,,226.0,226.0,,,,778.0,,,,,,377.0,,,377.0,1381.0,704.0,,,,,507.0,,,,507.0,1211.0,2592.0,0.0,249.0,,,-392.0,,1616.0,1473.0,0.0,1473.0,4065.0,
09/30/1998,3009.982,109.156,109.156,0.0,347.342,347.342,,214.701,78.87,,135.831,,67.266,,,,738.465,598.402,1149.303,-550.901,0.0,1673.115,1248.899,,,,,424.216,2271.517,,127.363,127.363,,,,667.946,,,,,,249.108,,,249.108,1044.417,466.294,,,,,397.67,,,,397.67,863.964,1908.381,0.0,198.62,,,-415.221,1432.152,-113.95,1101.601,0.0,1101.601,3009.982,
12/31/1998,3046.425,102.242,102.242,0.0,365.468,365.468,,228.742,78.151,,150.591,,63.788,,,,760.24,604.025,1165.944,-561.919,0.0,1682.16,1254.862,,,,,427.298,2286.185,,116.528,116.528,,,,660.648,,,,,,222.763,,,222.763,999.939,508.454,,,,,398.839,,,,398.839,907.293,1907.232,0.0,206.457,,,-410.845,1455.702,-112.121,1139.193,0.0,1139.193,3046.425,
03/31/1999,4130.855,110.307,110.307,0.0,527.772,527.772,,395.656,109.068,,286.588,,56.372,,,,1090.107,1026.944,1786.007,-759.063,0.0,2013.804,1567.935,,,,,445.869,3040.748,,170.867,170.867,,,,846.867,,,,,,358.258,,,358.258,1375.992,705.065,,,,,494.612,,,,494.612,1199.677,2575.669,0.0,248.711,,,-405.099,1867.93,-156.356,1555.186,0.0,1555.186,4130.855,
06/30/1999,4132.0,132.0,132.0,0.0,610.0,,,319.0,99.0,,220.0,0.0,55.0,,,,1116.0,1054.0,1841.0,-787.0,0.0,1962.0,1497.0,,,,,465.0,3016.0,,206.0,206.0,,,,741.0,,,,,,421.0,,,421.0,1368.0,702.0,,,,,492.0,,,,492.0,1194.0,2562.0,0.0,300.0,,,-392.0,,1662.0,1570.0,0.0,1570.0,4132.0,
09/30/1999,4161.0,209.0,209.0,0.0,580.0,580.0,,320.0,101.0,,219.0,0.0,45.0,,,,1154.0,1049.0,1849.0,-800.0,0.0,1958.0,1485.0,,,,109.0,364.0,3007.0,,205.0,205.0,,,,719.0,,,,,,390.0,,,390.0,1314.0,704.0,,,,,421.0,,,,421.0,1125.0,2439.0,0.0,378.0,,,-367.0,1891.0,-180.0,1722.0,0.0,1722.0,4161.0,
12/31/1999,4152.0,159.0,159.0,0.0,575.0,575.0,,359.0,111.0,,248.0,0.0,47.0,,,,1140.0,1061.0,1889.0,-828.0,0.0,1951.0,1489.0,,,,,462.0,3012.0,,214.0,214.0,,,,709.0,,,,,,373.0,,,373.0,1296.0,695.0,,,,,416.0,,,,416.0,1111.0,2407.0,0.0,378.0,,,-374.0,1923.0,-182.0,1745.0,0.0,1745.0,4152.0,
03/31/2000,4351.0,149.0,149.0,0.0,677.0,677.0,,402.0,119.0,,283.0,0.0,45.0,,,,1273.0,1072.0,1929.0,-857.0,0.0,2006.0,1547.0,,,,,459.0,3078.0,,239.0,239.0,,,,863.0,,,,,,431.0,,,431.0,1533.0,679.0,,,,,414.0,,,,414.0,1093.0,2626.0,0.0,381.0,,,-462.0,1984.0,-178.0,1725.0,0.0,1725.0,4351.0,
06/30/2000,4353.0,245.0,245.0,,633.0,633.0,,376.0,126.0,0.0,250.0,0.0,200.0,,,,1454.0,1079.0,1957.0,-878.0,0.0,1820.0,1536.0,,,,,284.0,2899.0,,319.0,319.0,,,,773.0,,,,,,449.0,,,449.0,1541.0,590.0,,,,,428.0,,,,428.0,1018.0,2559.0,0.0,377.0,,,-451.0,2068.0,-200.0,1794.0,0.0,1794.0,4353.0,
09/30/2000,4138.0,189.0,189.0,,516.0,516.0,,378.0,121.0,,257.0,0.0,194.0,,,,1277.0,1063.0,1960.0,-897.0,0.0,1798.0,1513.0,,,,,285.0,2861.0,,219.0,219.0,,,,853.0,,,,,,433.0,,,433.0,1505.0,389.0,,,,,418.0,,,,418.0,807.0,2312.0,0.0,378.0,,,-451.0,2120.0,-221.0,1826.0,0.0,1826.0,4138.0,
12/31/2000,4198.0,196.0,196.0,,486.0,486.0,,379.0,122.0,,257.0,0.0,195.0,,,,1256.0,1058.0,,,0.0,1884.0,1605.0,,,,101.0,178.0,2942.0,,193.0,193.0,,,,926.0,,,,,,426.0,,,426.0,1545.0,389.0,,,,,643.0,,,,643.0,1032.0,2577.0,0.0,382.0,,,-684.0,2139.0,-216.0,1621.0,0.0,1621.0,4198.0,
03/31/2001,4017.0,152.0,152.0,,577.0,577.0,,359.0,132.0,,284.0,0.0,49.0,,,,1137.0,1016.0,,,0.0,1864.0,1585.0,,,,,279.0,2880.0,,209.0,209.0,,,,440.0,,,,,,454.0,,,454.0,1103.0,684.0,,,,,591.0,,,,591.0,1275.0,2378.0,0.0,383.0,,,-683.0,2171.0,-232.0,1639.0,0.0,1639.0,4017.0,
06/30/2001,3995.0,251.0,251.0,,514.0,514.0,,281.0,111.0,,170.0,0.0,57.0,,,,1103.0,1046.0,1971.0,-925.0,0.0,1846.0,1574.0,,,,90.0,182.0,2892.0,,314.0,314.0,,,,319.0,,,,,,436.0,,,436.0,1069.0,685.0,,,,,341.0,,,,341.0,1026.0,2095.0,0.0,445.0,,,-441.0,2142.0,-246.0,1900.0,0.0,1900.0,3995.0,
09/30/2001,3832.0,189.0,189.0,,450.0,450.0,,300.0,103.0,,231.0,-34.0,51.0,,,,990.0,1013.0,,,0.0,1829.0,1534.0,1196.0,338.0,,,295.0,2842.0,,300.0,300.0,,,,288.0,,,,,,461.0,,,461.0,1049.0,686.0,,,,,337.0,,,,337.0,1023.0,2072.0,0.0,447.0,,,-615.0,2173.0,-245.0,1760.0,0.0,1760.0,3832.0,
12/31/2001,3753.0,182.0,182.0,,401.0,401.0,,357.0,99.0,,282.0,0.0,56.0,,,,996.0,992.0,,,0.0,1765.0,1463.0,1121.0,342.0,,,302.0,2757.0,,312.0,312.0,,,,203.0,,,,,,488.0,,,488.0,1003.0,678.0,,,,,360.0,,,,360.0,1038.0,2041.0,0.0,453.0,,,-614.0,2176.0,-303.0,1712.0,0.0,1712.0,3753.0,
03/31/2002,3707.0,190.0,190.0,,497.0,497.0,,320.0,95.0,,248.0,-23.0,48.0,,,,1055.0,935.0,,,0.0,1717.0,1335.0,1022.0,313.0,,,382.0,2652.0,,303.0,303.0,,,,250.0,,,,,,524.0,,,524.0,1077.0,675.0,,,,,356.0,,,,356.0,1031.0,2108.0,0.0,462.0,,,-734.0,2174.0,-303.0,1599.0,0.0,1599.0,3707.0,
06/30/2002,3524.0,177.0,177.0,,481.0,481.0,,252.0,86.0,14.0,175.0,23.0,134.0,,,,1044.0,992.0,1929.0,-937.0,0.0,1488.0,1301.0,728.0,573.0,,,187.0,2480.0,,330.0,330.0,,,,332.0,,,,,,564.0,,,564.0,1226.0,678.0,,,,,254.0,,,,254.0,932.0,2158.0,0.0,472.0,,,-1070.0,2270.0,-306.0,1366.0,0.0,1366.0,3524.0,
09/30/2002,3474.0,143.0,143.0,,370.0,370.0,,249.0,77.0,,178.0,0.0,108.0,,,,870.0,989.0,,,0.0,1615.0,1286.0,720.0,566.0,,,329.0,2604.0,,279.0,279.0,,,,511.0,,,,,,508.0,,,508.0,1298.0,501.0,,,,,373.0,,,,373.0,874.0,2172.0,0.0,478.0,,,-1207.0,2365.0,-334.0,1302.0,0.0,1302.0,3474.0,
12/31/2002,3477.0,149.0,149.0,,327.0,327.0,,274.0,90.0,,190.0,0.0,112.0,,,,862.0,1007.0,,,0.0,1608.0,1283.0,717.0,566.0,,,325.0,2615.0,,260.0,260.0,,,,569.0,,,,,,544.0,,,544.0,1373.0,490.0,,,,,358.0,,,,358.0,848.0,2221.0,0.0,490.0,,,-1349.0,2404.0,-289.0,1256.0,0.0,1256.0,3477.0,
03/31/2003,3831.0,179.0,179.0,,458.0,458.0,,303.0,86.0,15.0,213.0,0.0,112.0,,,,1052.0,1040.0,,,0.0,1739.0,1379.0,721.0,658.0,,,360.0,2779.0,,308.0,308.0,,,,627.0,,,,,,626.0,,,626.0,1561.0,488.0,,,,,457.0,,,,457.0,945.0,2506.0,0.0,499.0,,,-1379.0,2466.0,-261.0,1325.0,0.0,1325.0,3831.0,
06/30/2003,3652.0,172.0,172.0,,463.0,463.0,,264.0,87.0,9.0,179.0,-11.0,52.0,,,,951.0,1072.0,2106.0,-1034.0,0.0,1629.0,1381.0,730.0,651.0,,,248.0,2701.0,,312.0,312.0,,,,574.0,,,,,,565.0,,,565.0,1451.0,495.0,,,,,491.0,,,,491.0,986.0,2437.0,0.0,505.0,,,-1507.0,2565.0,-348.0,1215.0,0.0,1215.0,3652.0,
09/30/2003,3558.0,187.0,187.0,,379.0,379.0,,273.0,83.0,14.0,189.0,-5.0,52.0,,,,891.0,1066.0,,,0.0,1601.0,1372.0,732.0,640.0,,,229.0,2667.0,,282.0,282.0,,,,669.0,,,,,,492.0,,,492.0,1443.0,479.0,,,,,479.0,,,,479.0,958.0,2401.0,0.0,513.0,,,-1634.0,2633.0,-355.0,1157.0,0.0,1157.0,3558.0,
12/31/2003,3597.0,201.0,201.0,,345.0,345.0,,305.0,74.0,22.0,222.0,0.0,52.0,,,,903.0,1069.0,,,0.0,1625.0,1395.0,752.0,643.0,,,230.0,2694.0,,235.0,235.0,,,,667.0,,,,,,544.0,,,544.0,1446.0,475.0,,,,,491.0,,,,491.0,966.0,2412.0,0.0,521.0,,,-1685.0,2682.0,-333.0,1185.0,0.0,1185.0,3597.0,
03/31/2004,3710.0,199.0,199.0,,444.0,444.0,,342.0,80.0,21.0,255.0,0.0,48.0,,,,1033.0,1061.0,,,0.0,1616.0,1392.0,750.0,642.0,,,224.0,2677.0,,304.0,304.0,,,,496.0,,,,,,621.0,,,621.0,1421.0,473.0,,,,,483.0,,,,483.0,956.0,2377.0,0.0,541.0,,,-1603.0,2727.0,-332.0,1333.0,0.0,1333.0,3710.0,
06/30/2004,3834.0,232.0,232.0,,460.0,460.0,,301.0,68.0,3.0,243.0,-13.0,50.0,,,,1043.0,1052.0,2210.0,-1158.0,0.0,1739.0,1375.0,742.0,633.0,,,364.0,2791.0,,310.0,310.0,,,,291.0,,,,,,667.0,,,667.0,1268.0,475.0,,,,,551.0,,,,551.0,1026.0,2294.0,0.0,551.0,,,-1570.0,2846.0,-287.0,1540.0,0.0,1540.0,3834.0,
