Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1998,300.799988,,-209.699997,,91.099991,,-32.099998,,,,59.0,-4.6,,5.4,,0.0,,-0.8,54.4,-19.6,34.799999,0.0,,,34.8,0.0,34.799999,0.0,,34.799999,34.799999,,143.549995,0.24,0.24,0.24,143.549995,0.24,0.24,0.24,
06/30/1998,335.899994,,-231.699997,,104.199997,,-33.5,,,,70.699997,-31.5,,31.9,,0.0,,-0.4,39.199997,-14.1,25.1,0.0,,,25.099997,0.0,25.1,0.0,,25.1,25.1,,143.532005,0.173333,0.173333,0.173333,143.532005,0.173333,0.173333,0.173333,
09/30/1998,355.0,,-246.800003,,108.199997,,-32.900002,,,,75.300003,-3.1,,3.2,,0.0,,-0.1,72.200003,-26.0,46.200001,0.0,,,46.200003,0.0,46.200001,0.0,,46.200001,46.200001,,263.118004,0.173333,0.173333,0.18,263.118004,0.173333,0.173333,0.18,
12/31/1998,377.399994,,-260.799988,,116.600006,,-37.299999,,,,79.300003,-4.9,,4.2,,0.0,,0.7,74.400003,-26.799999,47.599998,0.0,,,47.600004,0.0,47.599998,0.0,,47.599998,47.599998,,263.099991,0.18,0.18,0.18,263.099991,0.18,0.18,0.18,
03/31/1999,407.600006,,-282.200012,,125.399994,,-46.0,,,,79.400002,-8.8,,11.3,,0.0,,-2.5,70.600001,-27.200001,43.400002,0.0,,,43.400001,0.0,43.400002,0.0,,43.400002,43.400002,,263.099991,0.166667,0.166667,0.173333,263.099991,0.166667,0.166667,0.173333,
06/30/1999,463.799988,,-317.899994,,145.899994,,-43.299999,,,,102.599998,-14.0,,14.4,,0.0,,-0.4,88.599999,-34.099998,54.5,0.0,,,54.5,0.0,54.5,0.0,,54.5,54.5,,263.118004,0.206667,0.206667,0.206667,264.719994,0.206667,0.206667,0.206667,
09/30/1999,499.9,,-305.2,,194.7,0.0,-91.2,46.4,,44.8,103.5,-18.2,18.5,18.8,-0.3,0.0,,-0.3,85.3,-32.8,52.5,0.0,,,52.5,0.0,52.5,0.0,0.0,52.5,52.5,,263.136,0.2,0.2,0.2,263.2185,0.2,0.2,0.2,
12/31/1999,488.799988,,-335.799988,,153.0,,-47.900002,,,,105.099998,-23.100001,,19.700001,-0.2,0.0,,3.6,81.999998,-31.6,50.400002,0.0,,,50.399997,0.0,50.400002,0.0,,50.400002,50.400002,,263.25,0.193333,0.193333,0.2,263.25,0.193333,0.193333,0.2,
03/31/2000,501.5,,-306.100006,,195.399994,,-93.699997,,,,101.699997,-20.1,,20.4,,0.0,,-0.3,81.599997,-31.4,50.200001,0.0,,,50.199998,0.0,50.200001,0.0,0.0,50.200001,50.200001,,263.222992,0.193333,0.193333,0.193333,263.239494,0.193333,0.193333,0.193333,
06/30/2000,533.5,,-320.5,,213.0,,-97.099998,,,,115.900002,-19.700001,,20.200001,,0.0,,-0.5,96.200001,-37.0,59.200001,0.0,,,59.200001,0.0,59.200001,0.0,0.0,59.200001,59.200001,,263.33551,0.226667,0.226667,0.226667,263.781006,0.226667,0.226667,0.226667,
09/30/2000,539.1,,-324.9,,214.2,0.0,-106.7,49.4,,57.3,107.5,-18.0,19.0,19.7,-0.7,,,-1.0,89.5,-34.5,55.0,,,,55.0,,55.0,0.0,0.0,55.0,55.0,,262.881,0.206667,0.206667,0.206667,263.559,0.206667,0.206667,0.206667,
12/31/2000,529.200012,,-319.799988,,209.400024,,-100.5,,,,108.900002,-19.799999,,21.299999,,0.0,,-1.5,89.100002,-32.5,56.599998,0.0,,,56.600002,0.0,56.599998,0.0,0.0,56.599998,56.599998,,258.733498,0.22,0.22,0.22,263.25,0.22,0.22,0.22,
03/31/2001,535.4,,-329.7,,205.7,,-106.8,,,,98.9,-18.9,20.2,20.9,-0.7,0.0,,-1.3,80.0,-30.4,49.6,0.0,,,49.6,0.0,49.6,0.0,0.0,49.6,49.6,,256.7775,0.193333,0.193333,0.193333,257.6865,0.193333,0.193333,0.193333,
06/30/2001,576.0,,-354.5,,221.5,,-109.7,,,,111.8,-18.1,18.8,19.6,-0.8,0.0,,-0.7,93.7,-35.6,58.1,0.0,,,58.1,0.0,58.1,0.0,0.0,58.1,58.1,,255.3885,0.226667,0.226667,0.226667,257.154,0.226667,0.226667,0.226667,
09/30/2001,582.6,,-358.2,,224.4,,-114.0,,,,110.4,-18.9,20.4,20.7,-0.3,0.0,,-1.5,91.5,-34.8,56.7,0.0,,,56.7,0.0,56.7,0.0,0.0,56.7,56.7,,254.586,0.22,0.22,0.22,256.5855,0.22,0.22,0.22,
12/31/2001,563.5,,-380.1,,183.4,,-121.4,,,,62.0,-117.9,16.3,18.9,-2.6,0.0,,101.6,-55.9,17.0,-38.9,0.0,,,-38.9,0.0,-38.9,0.0,0.0,-38.9,-38.9,,255.0,-0.153333,-0.153333,0.186667,255.0,-0.153333,-0.153333,0.186667,
03/31/2002,551.9,,-342.0,,209.9,,-103.0,,,,106.9,-18.4,18.5,19.2,-0.7,0.0,,-0.1,88.5,-33.6,54.9,0.0,,,54.9,0.0,54.9,0.0,0.0,54.9,54.9,,252.141,0.213333,0.213333,0.213333,253.575,0.213333,0.213333,0.213333,
06/30/2002,598.2,,-371.5,,226.7,,-110.4,,,,116.3,-17.9,18.2,19.2,-1.0,0.0,,-0.3,98.4,-37.4,61.0,0.0,,,61.0,0.0,61.0,0.0,0.0,61.0,61.0,,248.964,0.24,0.24,0.24,251.277,0.24,0.24,0.24,
09/30/2002,609.7,,-377.6,,232.1,,-113.9,,,,118.2,-17.8,17.9,19.3,-1.4,0.0,,-0.1,100.4,-38.2,62.2,0.0,,,62.2,0.0,62.2,0.0,0.0,62.2,62.2,,245.307,0.253333,0.253333,0.253333,247.197,0.253333,0.253333,0.253333,
12/31/2002,605.299988,,-434.200012,,171.099976,,-58.599998,,,,112.5,-13.299999,18.1,19.299999,-1.2,0.0,,-4.8,99.200001,-37.700001,61.5,0.0,,,61.5,0.0,61.5,0.0,0.0,61.5,61.5,,247.950005,0.246667,0.246667,0.233333,247.950005,0.246667,0.246667,0.233333,
