Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1991,,,,,,,,,,9.0625,,
12/31/1991,15.636704,,,,,,4.526443,,,10.4375,,
03/31/1992,13.258928,,,,2.106531,,3.883286,,4.041873,9.28125,1104.279998,
06/30/1992,11.489899,1031.246325,1173.154998,952.029998,1.852327,,3.454141,,3.540551,8.53125,1020.928365,
09/30/1992,11.803405,1117.517998,1191.367988,1027.803,1.970572,,3.668645,,3.736606,9.53125,1140.509364,
12/31/1992,14.661383,1316.431774,1521.278734,1118.751114,2.501401,,4.643605,,4.708986,12.71875,1514.932426,
03/31/1993,15.54054,1624.591553,1774.264981,1480.528609,2.718799,,4.991173,,5.0467,14.375,1708.893467,
06/30/1993,14.668367,1678.261548,1763.517841,1585.078219,2.593075,,4.704415,,4.747355,14.375,1707.305469,
09/30/1993,16.911765,1855.701403,2086.034461,1707.305469,2.96558,,5.332806,,5.360334,17.25,2042.592938,
12/31/1993,13.604651,1889.700434,2078.733208,1692.948949,2.393705,,4.271523,,4.304055,14.625,1736.75922,
03/31/1994,13.048246,1813.113906,1926.178942,1642.093201,2.356937,,4.070365,,4.107758,14.875,1769.650733,
06/30/1994,11.035565,1673.621472,1871.796482,1506.990235,2.003509,,3.411762,,3.446033,13.1875,1570.619362,
09/30/1994,11.907115,1709.205376,1840.575984,1577.915487,2.187133,,3.712087,,3.734163,15.0625,1786.950219,
12/31/1994,12.268519,1844.686669,2005.837715,1706.691471,2.308071,,3.889617,,3.916548,16.5625,1966.992375,
03/31/1995,14.051724,2212.240902,2477.948644,1958.867965,2.647511,,4.585906,,4.597535,20.375,2410.956464,
06/30/1995,15.169903,2662.709317,2944.276206,2394.279518,2.869318,,5.035956,,5.04861,23.4375,2776.649587,
09/30/1995,17.454269,3135.984776,3442.894702,2756.178712,3.306026,,5.826896,,5.822841,28.625,3385.777846,
12/31/1995,15.544413,3368.059813,3649.545353,2975.472834,2.836317,,5.20471,,5.189853,27.125,3206.737359,
03/31/1996,14.690027,3445.753854,3806.781608,3030.132836,2.771855,,4.936737,,4.969006,27.25,3241.580962,
06/30/1996,14.281171,3363.008964,3639.182958,3072.692458,2.732158,,4.831889,,4.862912,28.0625,3336.112867,
09/30/1996,16.383495,3694.347663,4094.488991,3210.997963,3.10265,,5.551148,,5.592907,33.75,4006.557125,
12/31/1996,17.551963,4236.203863,4581.300143,3947.609123,3.279519,,6.003137,,6.050933,38.0,4511.763,
03/31/1997,15.515351,4515.349129,4821.088151,4164.122554,2.942014,,5.396494,,5.383699,35.375,4178.207834,
06/30/1997,19.808884,5051.102131,5863.9583,4178.860054,3.716377,,7.054447,,7.043589,47.9375,5667.828188,
09/30/1997,22.085742,6174.612968,7000.111874,5479.018142,4.644217,,8.040313,,8.057191,57.3125,6758.597187,
12/31/1997,24.314442,7207.171237,7824.73887,6722.942603,5.089635,,8.919785,,8.983101,66.5,7799.775,
03/31/1998,22.80816,8013.732489,8617.654987,7596.404077,4.750146,,8.339371,,8.523232,65.6875,7731.824651,
06/30/1998,18.894868,7205.340221,8073.935987,6597.899114,3.970015,,6.975874,,7.172782,57.0625,6701.58775,
09/30/1998,11.743631,5870.269573,7643.856299,4593.964276,2.561175,,4.392764,,4.680425,36.875,4452.755125,
12/31/1998,12.137957,4763.512102,5534.176324,3566.816894,2.645194,,4.591844,,4.916331,39.8125,4777.031872,
03/31/1999,10.222303,4390.529294,5385.878384,4071.746365,2.220228,,3.987573,,4.369903,35.0625,4257.888813,
06/30/1999,13.395317,5352.141682,5885.489918,4270.883005,2.987044,,5.403177,,5.796498,48.625,5716.92375,
09/30/1999,12.24359,5603.256176,6518.182208,4837.482494,2.929212,,5.221777,,5.464532,47.75,5441.477,
12/31/1999,14.095433,6432.789218,6921.644675,5524.082763,3.585449,,6.545262,14.887774,6.812502,60.1875,6790.395125,
03/31/2000,9.566886,4998.618698,6442.315065,3811.608396,2.391602,,4.640941,9.676964,4.977808,43.625,5033.862625,
06/30/2000,9.439834,5447.573485,6185.106972,4967.888317,2.329608,,4.692348,9.784215,5.06114,45.5,5240.78,
09/30/2000,12.056213,6441.588288,7125.897797,5229.819068,2.889523,,6.083037,13.137741,6.475532,61.125,6914.761271,
12/31/2000,12.993738,7165.859193,8008.298853,6659.247119,2.922687,,6.451165,12.963532,6.841001,67.4375,7595.844375,
03/31/2001,12.717472,6706.575341,7685.869501,5902.88442,2.779653,,6.228743,12.30759,6.57849,68.42,7694.5107,
06/30/2001,13.088288,7667.533615,8622.482971,6967.779013,2.801219,,6.280335,13.549816,6.626922,72.64,8184.42152,
09/30/2001,11.626335,7981.589324,8544.09595,6426.815899,2.352781,,5.411405,10.439085,5.706049,65.34,7373.03714,
12/31/2001,10.82807,6535.182647,7590.331009,5915.111054,2.167975,,4.862563,10.550353,5.150382,61.72,6993.39964,
03/31/2002,11.697436,7446.661655,7964.873053,6865.073421,2.300445,,5.171903,11.283626,5.553687,68.43,7846.971,
06/30/2002,11.318865,8072.285611,8396.371374,7621.423828,2.171337,,4.945159,10.775425,5.243976,67.8,7641.6366,
09/30/2002,6.771144,6464.392722,7773.605268,4625.113663,1.234085,,2.846475,7.387674,3.14135,40.83,4737.75959,
12/31/2002,7.0,4912.546375,5601.221995,4099.952719,1.219479,,2.730134,6.992638,3.069716,41.3,4806.5713,
03/31/2003,6.782383,4803.785657,5307.40945,4254.868484,1.117608,,2.502068,6.192745,2.803519,39.27,4482.07518,
06/30/2003,8.22575,5212.346598,6120.052184,4527.912505,1.264473,,2.839178,7.491643,3.150261,46.64,5188.42896,
09/30/2003,9.89924,5954.863493,6357.510608,5284.237403,1.38666,,3.069083,7.695825,3.40048,52.07,5724.90849,
12/31/2003,11.45674,5875.411795,6232.798843,5477.609856,1.475844,,3.274581,8.200695,3.598534,56.94,6179.70422,
03/31/2004,13.38125,7043.751437,7476.309573,6120.676438,1.607416,,3.602511,9.452694,3.946186,64.23,6934.44633,
06/30/2004,15.609053,7710.54364,8088.670764,6983.552416,1.88228,,4.326092,11.068734,4.670614,75.86,8072.2925,
09/30/2004,12.897287,7414.015255,8244.760388,6909.422575,1.579872,,3.870082,10.618669,4.205327,66.55,7115.27885,
12/31/2004,12.506352,7054.026391,7333.727195,6546.307516,1.600848,1.600848,4.103634,12.093329,4.417404,68.91,7269.810138,
03/31/2005,14.510588,6798.483317,7314.259698,6492.223401,1.404108,,3.786247,10.831838,4.138123,61.67,6547.180222,
06/30/2005,24.89313,6485.256111,6962.386444,6128.987483,1.42487,,3.960998,13.522373,4.199803,65.22,6610.347443,
09/30/2005,22.846975,6724.71128,7145.121268,6329.83486,1.378935,,3.869636,11.923238,4.140814,64.2,6454.183371,
12/31/2005,22.854167,6366.155869,6656.074089,5970.341063,1.39139,1.39139,3.952306,11.950909,4.242146,65.82,6475.763023,
03/31/2006,13.997899,6600.333267,7217.686618,6220.590934,1.385905,,3.948293,12.705203,4.107942,66.63,6205.679077,
06/30/2006,9.818731,6285.241975,6591.551922,5932.588741,1.329375,,3.85679,10.382777,4.120231,65.0,6094.66657,
