Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1990,0.675731,,,,,,,,,,,,,,-0.734136,,,-0.734136,,,,,-0.03,-0.03,24.927815,-0.03,-0.03,-0.03,24.927815,
09/30/1990,0.461546,,,,,,,,,,,,,,-1.161546,,,-1.161546,,,,,-0.045,-0.045,25.620941,-0.045,-0.045,-0.045,25.620941,
12/31/1990,1.46,,,,,,,,,,,,,,-1.607,,,-1.607,,,,,-0.065,-0.065,24.426,-0.065,-0.065,-0.065,24.426,
03/31/1991,3.705,,,,-3.448,0.257,-0.015,0.0,0.065,0.307,0.0,0.307,0.0,0.0,0.307,0.0,,0.307,,,0.307,,0.003333,0.003333,74.399998,0.003333,0.003333,0.003333,74.399998,
06/30/1991,4.273314,,,,-3.318414,0.9549,-0.022095,0.0,0.264688,1.197493,0.0,1.197493,0.0,0.0,1.197493,0.0,,1.197493,,,1.197493,,0.013333,0.013333,87.174002,0.013333,0.013333,0.013333,87.174002,
09/30/1991,2.440375,,,,-2.898539,-0.458164,-0.010746,0.0,0.534073,0.065163,0.0,0.065163,0.0,0.0,0.065163,0.0,,0.065163,,,0.065163,,0.0,0.0,96.065998,0.0,0.0,0.0,96.065998,
12/31/1991,3.533311,,,,-3.826047,-0.292736,-0.037159,0.0,0.421239,0.091344,-0.037,0.054344,0.0,0.0,0.054344,0.0,,0.054344,,,0.054344,,0.001667,0.001667,96.066,0.001667,0.001667,0.001667,96.066,
03/31/1992,3.806,,,,-4.314,-0.508,-0.073,0.0,0.701,0.12,-0.025,0.095,0.0,0.0,0.095,0.0,,0.095,,,0.095,,0.001667,0.001667,100.932003,0.001667,0.001667,0.001667,100.932003,
06/30/1992,4.108,,,,-4.582,-0.474,-0.075,0.0,0.72,0.171,0.0,0.171,0.0,0.0,0.171,0.0,,0.171,,,0.171,,0.001667,0.001667,100.175995,0.001667,0.001667,0.001667,100.175995,
09/30/1992,2.672,,,,-4.143,-1.471,-0.07,0.0,0.665,-0.876,-0.014,-0.89,0.0,0.0,-0.89,0.0,,-0.89,,,-0.89,,-0.008333,-0.008333,95.352001,-0.008333,-0.008333,-0.008333,95.352001,
12/31/1992,2.465,,,,-10.846,-8.381,-0.069,0.0,0.626,-7.824,-0.02,-7.844,0.0,0.0,-7.844,0.0,,-7.844,,,-7.844,,-0.078333,-0.078333,100.332,-0.078333,-0.078333,-0.078333,100.332,
03/31/1993,2.076,,,,-6.208,-4.132,-0.068,0.0,0.58,-3.62,-0.045,-3.665,0.0,0.0,-3.665,0.0,,-3.665,,,-3.665,,-0.045,-0.045,81.444002,-0.045,-0.045,-0.045,81.444002,
06/30/1993,2.347,,,,-6.062,-3.715,-0.066,0.0,0.463,-3.318,-0.045,-3.363,0.0,0.0,-3.363,0.0,,-3.363,,,-3.363,,-0.041667,-0.041667,80.711998,-0.041667,-0.041667,-0.041667,80.711998,
09/30/1993,2.712,-1.308,1.404,,-5.406,-4.002,-0.066,0.0,0.462,-3.606,-0.045,-3.651,0.0,0.0,-3.651,0.0,,-3.651,,,-3.651,,-0.043333,-0.043333,84.251999,-0.043333,-0.043333,-0.043333,84.251999,
12/31/1993,7.944,-3.365,4.579,,-7.684,-3.105,-0.065,0.0,0.497,-2.673,0.135,-2.538,0.0,0.0,-2.538,0.0,,-2.538,,,-2.538,,-0.03,-0.03,84.6,-0.03,-0.03,-0.03,84.6,
03/31/1994,3.275,-1.352,1.923,,-6.815,-4.892,-0.065,0.0,0.417,-4.54,0.0,-4.54,0.0,0.0,-4.54,0.0,,-4.54,,,-4.54,,-0.051667,-0.051667,87.659998,-0.051667,-0.051667,-0.051667,87.659998,
06/30/1994,4.001,-1.81,2.191,,-6.677,-4.486,-0.062,0.0,0.354,-4.194,0.0,-4.194,0.0,0.0,-4.194,0.0,,-4.194,,,-4.194,,-0.048333,-0.048333,87.677999,-0.048333,-0.048333,-0.048333,87.677999,
09/30/1994,3.89,-1.737,2.153,,-6.543,-4.39,-0.065,0.0,0.383,-4.072,0.0,-4.072,0.0,0.0,-4.072,0.0,,-4.072,,,-4.072,,-0.046667,-0.046667,87.701998,-0.046667,-0.046667,-0.046667,87.701998,
