Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1987,,,,,,,,,,6.708333,,
12/31/1987,,,,,,,,,,4.291667,,
03/31/1988,,,,,,,,,,5.333333,,
06/30/1988,,,,,,,,,,5.791667,,
09/30/1988,,,,,,,,,,6.458333,,
12/31/1988,,,,,,,,,,6.583333,,
03/31/1989,,,,,,,,,,8.083333,,
06/30/1989,,,,,,,,,,8.125,,
09/30/1989,,,,,,,,,,9.166667,,
12/31/1989,,,,,,,,,,10.75,,
03/31/1990,,,,,1.431936,,,,,10.416667,1342.254503,
06/30/1990,,1558.596635,1756.862004,1369.895003,1.778738,,,,,13.666667,1764.90603,
09/30/1990,,1584.17668,1837.385504,1149.594018,1.050027,,,,,8.333333,1150.005038,
12/31/1990,8.458084,1132.369239,1294.005044,939.916514,1.160341,,4.806611,,5.706824,9.416667,1275.960279,
03/31/1991,10.952012,1360.566899,1639.661057,1082.861035,1.426285,,5.866715,,6.708665,11.791667,1551.358706,
06/30/1991,9.234234,1497.99924,1654.918063,1374.554456,1.190534,,4.943111,,5.724941,10.25,1375.108004,
09/30/1991,12.068966,1545.338927,1805.656007,1341.022707,1.5738,,6.447662,,7.204901,14.0,1810.822053,
12/31/1991,12.935657,1841.21584,2050.104811,1719.391006,1.749518,,6.946711,,7.637633,16.083333,2054.592001,
03/31/1992,11.949878,2064.165349,2179.917441,1905.868557,1.676147,,6.76212,,7.63177,16.291667,2152.464465,
06/30/1992,12.558005,2236.829964,2360.099463,2003.190929,1.790036,,7.16405,,7.914372,18.041667,2364.212975,
09/30/1992,12.694877,2479.019853,2545.184973,2355.081964,1.821184,,7.27801,,7.927995,19.0,2486.361997,
12/31/1992,13.744589,2619.305881,2845.442504,2386.915984,1.924163,,7.912817,,8.986495,21.166667,2946.788577,
03/31/1993,13.739879,2847.156316,3067.010003,2644.017505,1.962665,,7.993999,,8.854086,22.625,3124.323723,
06/30/1993,12.523764,2944.027615,3036.310732,2810.701357,1.835673,,7.272137,,7.985573,21.958333,3038.550508,
09/30/1993,13.937044,3259.514172,3636.65151,3031.068482,2.059615,,7.928751,,8.556171,25.458333,3494.425832,
12/31/1993,10.840517,3205.495045,3600.249018,2921.780716,1.646908,,6.220766,,7.968374,20.958333,3418.257157,
03/31/1994,9.180672,3335.081129,3473.804302,3132.318683,1.355531,,5.281589,,7.444167,18.208333,3262.71882,
