Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Other Cost (NL),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1997,331.729004,271.519989,,,60.604999,-0.396,,,-204.233994,204.233994,0.0,0.0,-76.677002,,,,,50.818001,0.0,0.0,50.818001,-12.386,38.431999,0.0,,,38.432001,0.0,38.431999,0.0,,38.431999,38.431999,,50.466,0.76,0.76,0.72,50.791,0.76,0.76,0.72,
12/31/1997,360.873993,300.368988,,,59.300001,1.205,,,-214.154999,214.154999,0.0,0.0,-96.800003,,,,,49.918999,0.0,0.0,49.918999,-12.198,37.721001,0.0,,,37.720999,0.0,37.721001,0.0,,37.721001,37.721001,,50.479,0.75,0.75,0.75,50.806999,0.74,0.74,0.74,
03/31/1998,302.877991,241.335999,,,59.996,1.546,,,-178.591995,178.591995,0.0,0.0,-72.261002,,,,,52.025002,0.0,0.0,52.025002,-12.224,39.800999,0.0,,,39.801002,0.0,39.800999,0.0,,39.800999,39.800999,,50.480999,0.79,0.79,0.79,50.799999,0.78,0.78,0.78,
06/30/1998,330.423004,264.726013,,,65.048002,0.649,,,-195.552002,195.552002,0.0,0.0,-77.861,,,,,57.009998,0.0,0.0,57.009998,-13.466,43.543999,0.0,,,43.543999,0.0,43.543999,0.0,,43.543999,43.543999,,50.48,0.86,0.86,0.82,50.799,0.86,0.86,0.82,
09/30/1998,327.36499,265.240997,,,61.656,0.468,,,-189.904007,189.904007,0.0,0.0,-83.829002,,,,,53.632,0.0,0.0,53.632,-11.506,42.125999,0.0,,,42.126,0.0,42.125999,0.0,,42.125999,42.125999,,50.465,0.83,0.83,0.82,50.748001,0.83,0.83,0.82,
12/31/1998,354.533997,296.707001,,,57.443998,0.383,,,-214.356003,214.356003,0.0,0.0,-90.168999,,,,,50.008999,0.0,0.0,50.008999,-10.283,39.726002,0.0,,,39.725999,0.0,39.726002,0.0,,39.726002,39.726002,,50.075001,0.79,0.79,0.84,50.317001,0.79,0.79,0.84,
03/31/1999,294.126007,234.134995,,,59.894002,0.097,,,-168.869003,168.869003,0.0,0.0,-73.178001,,,,,52.078999,0.0,0.0,52.078999,-10.837,41.242001,0.0,,,41.241999,0.0,41.242001,0.0,0.0,41.242001,41.242001,,49.803001,0.83,0.83,0.86,50.026001,0.82,0.82,0.85,
06/30/1999,331.022003,275.419006,,,57.302999,-1.7,,,-196.852005,196.852005,0.0,0.0,-87.046997,,,,,47.123001,-0.283,0.0,46.840001,-8.775,38.064999,0.0,,,38.065001,0.0,38.064999,0.0,0.0,38.064999,38.064999,,48.679001,0.78,0.78,0.88,48.896999,0.78,0.78,0.88,
09/30/1999,341.885986,285.480011,,,54.544999,1.86,,,-203.199005,203.199005,0.0,0.0,-90.232002,,,,,48.455002,-0.452,0.0,48.003002,-8.794,39.209,0.0,,,39.209002,0.0,39.209,0.0,0.0,39.209,39.209,,48.618,0.81,0.81,0.91,48.796001,0.8,0.8,0.91,
12/31/1999,340.360992,276.416992,,,64.495997,-0.552,,,-202.649994,202.649994,0.0,0.0,-83.763,,,,,53.948002,-1.49,-2.798,49.660002,-10.115,39.544998,0.0,,,39.545002,0.0,39.544998,0.0,0.0,39.544998,39.544998,,46.966,0.84,0.84,0.87,47.053001,0.84,0.84,0.87,
03/31/2000,339.842987,266.18399,,,72.848999,0.81,,,-196.389008,196.389008,0.0,0.0,-77.334,,,,,66.120003,-3.083,0.0,63.037003,-14.479,48.557999,0.0,,,48.558003,0.0,48.557999,0.0,0.0,48.557999,48.557999,,45.889,1.06,1.06,1.17,46.005001,1.06,1.06,1.17,
06/30/2000,351.64801,285.779999,,,66.238003,-0.37,,,-233.669006,233.669006,0.0,0.0,-59.299999,,,,,58.679001,-11.61,0.0,47.069001,-8.34,38.729,0.0,,,38.729001,0.0,38.729,0.0,0.0,38.729,38.729,,45.82,0.85,0.85,0.96,46.125,0.84,0.84,0.96,
09/30/2000,370.602997,291.19101,,,78.807003,0.605,,,-219.953003,219.953003,0.0,0.0,-78.689003,,,,,71.960999,-11.931,,60.029999,-12.343,47.687,0.0,,,47.686998,0.0,47.687,0.0,0.0,47.687,47.687,,45.834,1.04,1.04,1.04,46.414001,1.03,1.03,1.03,
12/31/2000,417.73,331.028,,,84.406,2.296,,,-234.605,234.605,0.0,0.0,-108.757,,,,,74.368,-12.762,0.0,61.606,-10.2,51.406,0.0,,,51.406,0.0,51.406,0.0,0.0,51.406,51.406,,45.949,1.12,1.12,1.1,46.888,1.1,1.1,1.08,
03/31/2001,409.732,328.493,,,80.371,0.868,,,-243.126,243.126,0.0,0.0,-95.053,,,,,71.553,-12.421,0.0,59.132,-9.002,50.13,0.0,,,50.13,0.0,50.13,0.0,0.0,50.13,50.13,,46.059,1.09,1.09,1.16,47.004,1.07,1.07,1.14,
06/30/2001,484.991,392.797,,,91.074,1.12,,,-291.947,291.947,0.0,0.0,-111.621,,,,,81.423,-11.545,0.0,69.878,-12.587,57.291,0.0,,,57.291,0.0,57.291,0.0,0.0,57.291,57.291,,46.141,1.24,1.24,1.18,47.088,1.22,1.22,1.16,
09/30/2001,422.588,347.229,,,76.668,-1.309,,,-365.065,365.065,0.0,0.0,-124.94,,,,,-67.417,-11.3,0.0,-78.717,34.952,-43.765,0.0,,,-43.765,0.0,-43.765,0.0,0.0,-43.765,-43.765,,46.228,-0.95,-0.95,-0.86,46.228,-0.95,-0.95,-0.86,
12/31/2001,480.728,395.343,,,56.313,29.072,,,-305.881,305.881,0.0,0.0,-124.059,,,,,50.788,-10.738,0.0,40.05,-4.688,35.362,0.0,,,35.362,0.0,35.362,0.0,0.0,35.362,35.362,,46.268,0.76,0.76,0.97,46.268,0.76,0.76,0.97,
03/31/2002,573.98,491.208,491.208,0.0,81.435,1.337,,,-352.506,352.506,,,-135.134,,,,,86.34,-10.637,0.0,75.703,-14.642,61.061,,,,61.061,,61.061,,0.0,61.061,61.061,,48.108,1.27,1.27,1.27,49.087,1.24,1.24,1.24,
06/30/2002,554.354,502.33,,,54.932,-2.908,,,-353.177,353.177,0.0,0.0,-137.044,,,,,64.133,-9.728,0.0,54.405,-0.145,53.407,0.0,,,54.26,0.0,53.407,0.0,0.0,53.407,53.407,,51.301,1.04,1.04,1.43,52.177,1.02,1.02,1.41,
09/30/2002,623.002,555.6,,,66.266,1.136,,,-392.082,392.082,0.0,0.0,-145.255,,,,,85.665,-10.696,0.0,74.969,-13.699,61.27,0.0,,,61.27,0.0,61.27,0.0,0.0,61.27,61.27,,50.977,1.2,1.2,1.3,51.627,1.19,1.19,1.29,
12/31/2002,806.301,724.539,,,83.418,-1.656,,,-531.617,531.617,0.0,0.0,-204.27,,,,,68.323,-10.503,0.0,57.82,-2.255,55.565,0.0,,,55.565,0.0,55.565,0.0,0.0,55.565,55.565,,50.914,1.09,1.09,1.19,51.628,1.07,1.07,1.17,
03/31/2003,821.165,744.87,744.87,0.0,77.442,-1.147,,,-513.471,513.471,0.0,0.0,-182.669,,,,,120.904,-10.091,0.0,110.813,-16.446,94.367,0.0,,,94.367,0.0,94.367,0.0,0.0,94.367,94.367,,50.897,1.85,1.85,1.85,51.521,1.83,1.83,1.83,
06/30/2003,952.773987,851.987976,,,105.238997,-4.453,,,-585.041992,585.041992,0.0,0.0,-228.328995,,,,,139.403,-14.33,0.0,125.073,-15.518,109.555,0.0,,,109.555,0.0,109.555,0.0,0.0,109.555,109.555,,54.096001,2.03,2.03,1.98,55.091,1.99,1.99,1.94,
09/30/2003,1119.941,1046.353,,,74.012,-0.424,,,-738.254,738.254,0.0,0.0,-255.481,,,,,121.758,-9.733,0.0,112.025,-11.699,100.326,0.0,,,100.326,0.0,100.326,0.0,0.0,100.326,100.326,,55.499,1.81,1.81,2.16,56.562,1.77,1.77,2.12,
12/31/2003,1212.98999,1094.640015,,,113.358997,4.991,,,-763.429016,763.429016,0.0,0.0,-292.076996,,,,,157.483994,-14.182,0.0,143.301994,-21.521999,121.779999,0.0,,,121.779995,0.0,121.779999,0.0,0.0,121.779999,121.779999,,55.566002,2.19,2.19,2.13,56.763,2.15,2.15,2.09,
03/31/2004,1118.759888,1055.059937,,,62.237003,1.46,,,-711.528015,711.528015,0.0,0.0,-246.376999,,,,,160.856995,-14.479,0.0,146.377995,-20.277,126.100998,0.0,,,126.100994,0.0,126.100998,0.0,0.0,126.100998,126.100998,,55.771,2.26,2.26,2.67,56.834,2.22,2.22,2.67,
06/30/2004,1264.120117,1004.259949,,,257.90799,1.951,,,-675.513,675.513,0.0,0.0,-243.255005,,,,,345.348999,-19.318001,0.0,326.030998,-62.063999,263.96701,0.0,,,263.966999,0.0,263.96701,0.0,0.0,263.96701,263.96701,,55.932999,4.72,4.72,3.15,56.860001,4.64,4.64,3.07,
09/30/2004,1263.589966,1139.859985,,,127.313997,-3.582,,,-962.590027,962.590027,0.0,0.0,-273.796997,,,,,27.207001,-19.438999,0.0,7.768002,3.695,11.463,0.0,,,11.463001,0.0,11.463,0.0,0.0,11.463,11.463,,55.991001,0.2,0.2,0.08,56.712002,0.2,0.2,0.08,
12/31/2004,1362.215,1225.902,,,135.403,0.912,,,-941.508,941.508,0.0,0.0,-318.867,,,,,101.837,-22.303,0.0,79.534,13.793,93.327,0.0,,,93.327,0.0,93.327,0.0,0.0,93.327,93.327,,56.041,1.67,1.67,1.68,56.928,1.65,1.65,1.66,
03/31/2005,1136.616,1005.915,1005.915,0.0,134.142,-3.441,,,-668.254,668.254,0.0,0.0,-252.712,,,,,215.335,-21.707,0.0,193.628,-26.533,167.095,0.0,,,167.095,0.0,167.095,0.0,0.0,167.095,167.095,,56.141,2.98,2.98,2.94,57.076,2.93,2.93,2.9,
06/30/2005,1250.952,1092.5,1092.5,0.0,157.941,0.511,,,-690.615,690.615,0.0,0.0,-307.897,,,,,252.205,-17.169,0.0,235.036,-40.856,194.18,0.0,,,194.18,0.0,194.18,0.0,0.0,194.18,194.18,,56.266,3.45,3.45,3.08,57.128,3.4,3.4,3.03,
09/30/2005,1103.701,959.409,959.409,0.0,150.25,-5.958,,,-1319.706,1319.706,0.0,0.0,-237.225,,,,,-453.465,-17.271,0.0,-470.736,52.991,-417.745,0.0,,,-417.745,0.0,-417.745,0.0,0.0,-417.745,-417.745,,56.361,-7.41,-7.41,-7.79,56.361,-7.41,-7.41,-7.79,
12/31/2005,1071.187,905.269,905.269,0.0,168.146,-2.228,,,-1045.742,1045.742,0.0,0.0,-246.812,,,,,-221.602,-17.247,0.0,-238.849,76.652,-162.197,0.0,,,-162.197,0.0,-162.197,0.0,0.0,-162.197,-162.197,,61.779,-2.63,-2.63,-3.01,61.779,-2.63,-2.63,-3.01,
03/31/2006,1177.689,1021.79,1021.79,0.0,162.506,-6.607,,,-698.943,698.943,0.0,0.0,-266.751,,,,,211.995,-17.245,0.0,194.75,-26.354,168.396,0.0,,,168.396,0.0,168.396,0.0,0.0,168.396,168.396,,64.622,2.61,2.61,2.44,65.437,2.57,2.57,2.41,
06/30/2006,1052.728,893.332,893.332,0.0,157.121,2.275,,,-543.637,543.637,0.0,0.0,-240.048,,,,,268.809,-17.247,0.0,251.562,-31.159,220.403,0.0,,,220.403,0.0,220.403,0.0,0.0,220.403,220.403,,64.708,3.41,3.41,3.38,65.258,3.38,3.38,3.35,
09/30/2006,1113.889,958.343,958.343,0.0,149.92,5.626,,,-546.67,546.67,0.0,0.0,-250.089,,,,,316.895,-17.24,0.0,299.655,-53.977,245.678,0.0,,,245.678,0.0,245.678,0.0,0.0,245.678,245.678,,64.733,3.8,3.8,3.72,65.375,3.76,3.76,3.68,
12/31/2006,1172.994,979.688,979.688,0.0,194.488,-1.182,,,-645.17,645.17,0.0,0.0,-264.578,,,,,263.012,-17.229,0.0,245.783,-39.432,206.351,0.0,,,206.351,0.0,206.351,0.0,0.0,206.351,206.351,,64.831,3.18,3.18,3.1,65.457,3.15,3.15,3.07,
03/31/2007,1202.314,1004.729,1004.729,0.0,193.92,3.665,,,-565.768,565.768,0.0,0.0,-261.715,,,,,374.596,-17.228,0.0,357.368,-59.786,297.582,0.0,,,297.582,0.0,297.582,0.0,0.0,297.582,297.582,,64.172,4.64,4.64,4.18,64.763,4.59,4.59,4.13,
06/30/2007,1268.738,999.32,999.32,0.0,277.462,-8.044,,,-619.114,619.114,0.0,0.0,-271.964,,,,,374.973,-21.556,0.0,353.417,-70.549,282.868,0.0,,,282.868,0.0,282.868,0.0,0.0,282.868,282.868,,62.901,4.5,4.5,3.39,63.518,4.45,4.45,3.36,
09/30/2007,1202.01,997.055,997.055,0.0,189.817,15.138,,,-583.24,583.24,0.0,0.0,-280.451,,,,,335.616,-24.13,0.0,311.486,-64.899,246.587,0.0,,,246.587,0.0,246.587,0.0,0.0,246.587,246.587,,62.751,3.93,3.93,3.81,63.268,3.9,3.9,3.78,
12/31/2007,1108.985,996.394,996.394,0.0,105.352,7.239,,,-780.016,780.016,0.0,0.0,-300.262,,,,,27.249,-21.564,0.0,5.685,6.553,12.238,0.0,,,12.238,0.0,12.238,0.0,0.0,12.238,12.238,,62.67,0.2,0.2,1.01,63.143,0.19,0.19,0.19,
03/31/2008,916.766,911.973,911.973,0.0,9.954,-5.161,,,-545.35,545.35,0.0,0.0,-267.391,,,,,104.025,-19.787,0.0,84.238,-6.305,77.933,0.0,,,77.933,0.0,77.933,0.0,0.0,77.933,77.933,,62.377,1.25,1.25,3.05,62.86,1.24,1.24,3.03,
06/30/2008,1078.36,942.095,942.095,0.0,146.431,-10.166,,,-604.742,604.742,,,-284.441,,,,,189.177,-19.794,,169.383,-16.356,153.027,,,,153.027,0.0,153.027,0.0,,153.027,153.027,,61.658,2.48,2.48,2.92,62.002,2.47,2.47,2.91,
09/30/2008,809.672,931.859,931.859,0.0,-113.944,-8.243,,,-813.668,813.668,,,-258.38,,,,,-262.376,-19.795,,-282.171,49.044,-233.127,,,,-233.127,0.0,-233.127,0.0,,-233.127,-233.127,,61.396,-3.8,-3.8,0.2,61.396,-3.8,-3.8,0.2,
12/31/2008,722.781,908.374,908.374,0.0,-193.284,7.691,,,-475.212,475.212,0.0,0.0,-282.831,,,,,-35.262,-19.795,0.0,-55.057,38.466,-16.591,0.0,,,-16.591,0.0,-16.591,0.0,0.0,-16.591,-16.591,,61.272,-0.27,-0.27,2.93,61.272,-0.27,-0.27,2.93,
03/31/2009,989.295,932.29,932.29,0.0,-16.086,73.091,0.0,73.091,-569.905,569.905,,,-262.393,262.393,36.355,226.038,-3.78,153.217,-20.142,0.0,133.075,-24.519,108.556,0.0,0.0,0.0,108.556,0.0,108.556,0.0,-0.335,108.221,112.49085,4.26985,61.294,1.77,1.77,1.835267,61.432,1.76,1.76,1.829505,
06/30/2009,1171.319,956.908,956.908,0.0,212.022,2.389,,2.389,-566.785,566.785,,,-270.184,270.184,40.97,229.214,-4.367,329.983,-17.116,0.0,312.867,-40.279,272.588,0.0,0.0,0.0,272.588,,272.588,,-0.111,272.477,274.94185,2.46485,61.118,4.44,4.44,4.498541,61.265,4.43,4.43,4.470233,
09/30/2009,1156.508,975.38,975.38,0.0,194.332,-13.204,0.0,-13.204,-587.247,587.247,,,-273.761,273.761,44.504,229.257,-4.433,291.067,-17.376,0.0,273.691,-45.073,228.618,0.0,0.0,0.0,228.618,0.0,228.618,0.0,0.0,228.618,209.80375,-18.81425,60.495,3.76,3.76,3.468117,60.72,3.75,3.75,3.440147,
12/31/2009,1181.456,1029.52,1029.52,0.0,151.936,0.0,0.0,,-650.121,650.121,,,-276.593,276.593,32.769,243.824,,237.135,-17.447,0.0,219.688,-22.461,197.227,0.0,0.0,0.0,197.227,0.0,197.227,0.0,-2.671,194.556,118.992881,2.70765,59.737,3.256876,3.256876,3.302202,59.737,0.647462,0.647462,0.656473,
03/31/2010,1169.912,927.302,927.302,0.0,237.271,5.339,0.0,5.339,-906.856,906.856,,,-251.606,251.606,38.944,212.662,-4.575,6.875,-16.642,0.0,-9.767,-12.885,-22.652,0.0,0.0,0.0,-22.652,0.0,-22.652,0.0,0.06,-22.592,26.5639,49.1559,58.927,-0.38,-0.38,0.450793,59.112,-0.38,-0.38,0.450793,
06/30/2010,1099.431,989.899,989.899,0.0,101.734,7.798,0.0,7.798,-643.948,643.948,,,-278.24,278.24,41.747,236.493,-3.887,173.356,-13.016,0.0,160.34,-3.667,156.673,0.0,0.0,0.0,156.673,0.0,156.673,0.0,0.0,156.673,143.0296,-13.6434,57.691,2.7,2.7,2.479236,57.808,2.7,2.7,2.479236,
09/30/2010,1178.09,997.265,997.265,0.0,179.111,1.714,0.0,1.714,-674.787,674.787,,,-281.81,281.81,44.337,237.473,-3.917,217.576,-13.138,0.0,204.438,-30.238,174.2,0.0,0.0,0.0,174.2,0.0,174.2,0.0,-0.928,173.272,198.5608,25.2888,55.526,3.12,3.12,3.575997,55.662,3.11,3.11,3.564328,
12/31/2010,1258.374,1020.159,1020.159,0.0,236.139,2.076,0.0,2.076,-720.121,720.121,,,-286.457,286.457,41.23,245.227,-2.535,249.261,-13.034,0.0,236.227,66.306,302.533,0.0,0.0,0.0,302.533,0.0,302.533,0.0,0.0,302.533,285.58405,-16.94895,54.707595,5.53,5.53,5.22019,54.906,5.51,5.51,5.20131,
03/31/2011,1206.445,1011.446,1011.446,0.0,198.386,-3.387,0.0,-3.387,-1249.776,1249.776,,,-281.413,281.413,44.956,236.457,-3.928,-328.672,-12.998,0.0,-341.67,25.776,-315.894,0.0,0.0,0.0,-315.894,0.0,-315.894,0.0,1.703,-314.191,-311.41425,2.77675,54.056,-5.81,-5.81,-5.760956,54.242,-5.81,-5.81,-5.760956,
06/30/2011,1176.791,1039.835,1039.835,0.0,150.402,-13.446,0.0,-13.446,-735.789,735.789,,,-283.271,283.271,45.897,237.374,-3.79,153.941,-13.116,0.0,140.825,-9.513,131.312,0.0,0.0,0.0,131.312,0.0,131.312,0.0,-1.776,129.536,129.06615,-0.46985,53.949,2.42,2.42,2.392373,54.108,2.41,2.41,2.392373,
09/30/2011,1024.794,1044.338,1044.338,0.0,-4.633,-14.911,0.0,-14.911,-720.711,720.711,,,-277.406,277.406,49.437,227.969,-4.204,22.473,-13.085,0.0,9.388,53.666,63.054,0.0,0.0,0.0,63.054,0.0,63.054,0.0,-0.425,62.629,-5.76245,-68.39145,53.822,1.16,1.16,-0.107065,53.889,1.16,1.16,-0.109117,
12/31/2011,1285.931,1005.728,1005.728,0.0,271.548,8.655,0.0,8.655,-1019.928,1019.928,,,-290.834,290.834,42.113,248.721,-4.539,-29.37,-13.12,0.0,-42.49,83.532,41.042,0.0,0.0,0.0,41.042,0.0,41.042,0.0,0.0,41.042,127.5602,86.5182,54.002632,0.76,0.76,2.362111,54.003,0.76,0.76,-0.94,
03/31/2012,1249.124,997.978,997.978,0.0,257.34,-6.194,0.0,-6.194,-602.466,602.466,,,-285.998,285.998,48.495,237.503,-4.661,355.999,-13.178,0.0,342.821,-38.117,304.704,0.0,0.0,0.0,304.704,0.0,304.704,0.0,-2.479,302.225,362.98205,60.75705,53.047,5.697306,5.697306,6.84265,53.171,5.68,5.68,4.48,
06/30/2012,1182.055,1037.8,1037.8,0.0,116.443,27.812,0.0,27.812,-607.87,607.87,,,-315.464,315.464,49.675,265.789,-6.075,252.646,-13.244,0.0,239.402,-24.851,214.551,0.0,0.0,0.0,214.551,0.0,214.551,0.0,-2.048,212.503,214.6399,2.1369,51.855,4.1,4.1,4.139232,52.026,4.08,4.08,4.121074,
09/30/2012,1218.981,1009.454,1009.454,0.0,215.47,-5.943,0.0,-5.943,-603.654,603.654,,,-276.844,276.844,55.762,221.082,-5.947,332.536,-13.331,0.0,319.205,-68.283,250.922,0.0,0.0,0.0,250.922,,250.922,0.0,-1.817,249.105,288.99905,39.89405,51.444,4.84,4.84,5.617741,51.667,4.82,4.82,5.592138,
12/31/2012,1272.65,1119.396,1119.396,0.0,165.611,-12.357,0.0,-12.357,-931.275,931.275,,,-282.054,282.054,53.727,228.327,-7.293,52.028,-13.93,0.0,38.098,20.679,58.777,0.0,0.0,0.0,58.777,0.0,58.777,0.0,0.0,58.777,76.1097,17.3327,51.558772,1.14,1.14,1.476174,52.015,1.13,1.13,1.463225,
03/31/2013,1367.673,1088.759,1088.759,0.0,287.801,-8.887,0.0,-8.887,-592.644,592.644,,,-285.992,285.992,52.946,233.046,-5.717,483.32,-13.481,0.0,469.839,-85.496,384.343,0.0,0.0,0.0,384.343,0.0,384.343,0.0,-3.145,381.198,454.53375,73.33575,50.423,7.56,7.56,9.014413,50.822,7.5,7.5,5.88,
06/30/2013,1354.543,1151.533,1151.533,0.0,194.715,8.295,0.0,8.295,-711.59,711.59,,,-296.968,296.968,54.901,242.067,-6.168,339.817,-17.362,0.0,322.455,-46.813,275.642,0.0,0.0,0.0,275.642,0.0,275.642,0.0,-2.556,273.086,287.72535,14.63935,48.762,5.6,5.6,5.900606,49.147,5.56,5.56,5.857869,
09/30/2013,1401.498,1225.755,1225.755,0.0,178.469,-2.726,0.0,-2.726,-770.102,770.102,,,-308.447,308.447,59.86,248.587,-4.758,318.191,-7.637,0.0,310.554,-72.027,238.527,0.0,0.0,0.0,238.527,-3.768,234.759,0.0,-2.15,232.609,258.72465,26.11565,47.960619,4.85,4.85,5.394523,48.328,4.2,4.2,4.740383,
12/31/2013,1517.122,1287.496,1287.496,0.0,231.795,-2.169,,-2.169,-725.915,725.915,,,-323.277,323.277,69.419,253.858,-8.174,459.756,-7.638,0.0,452.118,-85.37,366.748,0.0,0.0,0.0,366.748,-2.11,364.638,0.0,0.0,364.638,418.74765,54.10965,47.852756,7.62,7.62,8.750753,48.920159,7.54,7.54,8.646081,
03/31/2014,1283.816,1144.49,1144.49,0.0,142.622,-3.296,0.0,-3.296,-619.409,619.409,,,-296.64,296.64,50.638,246.002,-4.945,362.822,-7.568,0.0,355.254,-53.232,302.022,0.0,0.0,0.0,302.022,-8.089,293.933,0.0,-2.825,291.108,305.15165,14.04365,46.479,6.26,6.26,6.565366,46.913,6.21,6.21,6.509355,
06/30/2014,1452.46,1272.317,1272.317,0.0,194.014,-13.871,,-13.871,-735.697,735.697,,,-342.101,342.101,58.414,283.687,-3.899,370.763,-8.978,0.0,361.785,-63.86,297.925,0.0,0.0,0.0,297.925,-7.741,290.184,0.0,-6.134,284.05,321.0099,36.9599,44.94462,6.32,6.32,7.142343,45.37539,6.26,6.26,7.074536,
09/30/2014,1535.88,1389.998,1389.998,0.0,134.55,11.332,0.0,11.332,-837.757,837.757,,,-353.632,353.632,63.113,290.519,-9.958,334.533,-12.424,0.0,322.109,-20.856,301.253,0.0,0.0,0.0,301.253,-26.337,274.916,0.0,-2.878,272.038,265.26925,-6.76875,44.941,6.05,6.05,5.902611,45.356,6.0,6.0,5.850764,
