Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,6874.200195,10.2,10.2,0.0,1052.800049,,,1324.699951,,,,,270.700012,,,,,2658.399902,1646.0,,,0.0,2569.800049,,,,,,2569.800049,4215.800049,,1163.599976,1163.599976,,,,207.5,,,,,81.300049,,,81.300049,1452.400024,1342.0,,,,550.799988,,,,,,550.799988,1892.799988,3345.200012,33.099998,1650.900024,,,0.0,,1845.0,3529.000023,0.0,3529.000023,6874.200035,
12/31/1992,7575.600098,17.799999,17.799999,0.0,1086.099976,,,1481.800049,,,,,251.399994,,,,,2837.100098,1685.599976,2901.699951,-1216.099976,,3052.899902,,,,,,3052.899902,4738.499878,,1347.400024,1347.400024,,,,257.100006,,,,,45.399994,,,45.399994,1649.900024,1815.699951,,,,1243.099976,,,,,,1243.099976,3058.799927,4708.699951,33.099998,1653.199951,,,0.0,,1180.599976,2866.899925,0.0,2866.899925,7575.599876,
03/31/1993,7516.799805,15.2,15.2,0.0,1127.5,,,1478.900024,,,,,185.0,,,,,2806.600098,1673.199951,,,0.0,3037.0,,,,,,3037.0,4710.199951,,1230.900024,1230.900024,,,,271.799988,,,,,42.200012,,,42.200012,1544.900024,1844.599976,,,,1247.5,,,,,,1247.5,3092.099976,4637.0,33.200001,1663.699951,,,0.0,,1182.900024,2879.799976,0.0,2879.799976,7516.799976,
06/30/1993,7487.0,10.8,10.8,0.0,1169.800049,,,1463.0,,,,,131.800003,,,,,2775.399902,1671.199951,,,0.0,3040.399902,,,,,,3040.399902,4711.599854,,1192.0,1192.0,,,,273.5,,,,,44.0,,,44.0,1509.5,1834.099976,,,,1223.400024,,,,,,1223.400024,3057.5,4567.0,33.200001,1665.699951,,,0.0,,1221.099976,2919.999928,0.0,2919.999928,7486.999928,
09/30/1993,7372.399902,10.2,10.2,0.0,1380.900024,,,1290.800049,,,,,123.5,,,,,2805.399902,1648.5,,,0.0,2918.5,,,,,,2918.5,4567.0,,1148.800049,1148.800049,,,,266.100006,,,,,168.999969,,,168.999969,1583.900024,1593.199951,,,,1172.599976,,,,,,1172.599976,2765.799927,4349.699951,33.200001,1691.800049,,,0.0,,1297.699951,3022.700001,0.0,3022.700001,7372.399952,
12/31/1993,6361.700195,13.0,13.0,0.0,801.299988,,,904.200012,,,,,198.199997,,,,,1916.699951,1115.900024,1990.5,-874.599976,,3329.100098,,,,,,3329.100098,4445.000122,,517.5,517.5,,,,257.5,,,,,625.800049,,,625.800049,1400.800049,883.400024,,,,1067.900024,,,,,,1067.900024,1951.300048,3352.100097,33.200001,1693.400024,,,-3.9,,1286.9,3009.600025,0.0,3009.600025,6361.700122,
03/31/1994,6999.5,12.1,12.1,0.0,1054.800049,,,1315.199951,,,,,189.199997,,,,,2571.300049,1484.5,,,,2943.699951,,,,,,2943.699951,4428.199951,,1217.800049,1217.800049,,,,122.599998,,,,,31.699928,,,31.699928,1372.099976,1560.300049,,,,1189.099976,,,,,,1189.099976,2749.400024,4121.5,33.200001,1776.800049,,,0.0,,1068.0,2878.00005,0.0,2878.00005,6999.50005,
06/30/1994,7129.799805,12.9,12.9,0.0,1127.699951,,,1364.699951,,,,,158.300003,,,,,2663.600098,1531.599976,,,,2934.600098,,,,,,2934.600098,4466.200073,,1274.5,1274.5,,,,113.099998,,,,,15.400002,,,15.400002,1403.0,1627.400024,,,,1144.699951,,,,,,1144.699951,2772.099976,4175.099976,33.299999,1778.900024,,,-19.1,,1161.6,2954.700024,0.0,2954.700024,7129.799999,
09/30/1994,6064.399902,13.6,13.6,0.0,872.700012,,,1017.900024,,,,,114.199997,,,,,2018.400024,1158.0,2101.600098,-943.599976,,2888.0,,,,,,2888.0,4046.0,,1004.700012,1004.700012,,,,104.699997,,,,,10.500015,,,10.500015,1119.900024,1254.599976,,,,995.799988,,,,,,995.799988,2250.399963,3370.299988,33.299999,1779.0,,,-18.5,,900.299988,2694.099987,0.0,2694.099987,6064.399975,
12/31/1994,6400.700195,25.299999,25.299999,0.0,904.400024,,,988.5,,,,,182.0,,,,,2100.199951,1187.5,2126.300049,-938.799988,,3113.0,,,,,,3113.0,4300.5,,655.599976,655.599976,,,,198.300003,,,,,479.199997,,,479.199997,1333.099976,1361.900024,,,,964.599976,,,,,,964.599976,2326.5,3659.599976,30.6,1761.099976,,,0.0,,949.400024,2741.1,0.0,2741.1,6400.699976,
03/31/1995,6351.600098,15.6,15.6,0.0,895.599976,,,1023.700012,,,,,174.699997,,,,,2109.600098,1187.800049,2153.100098,-965.299988,,3054.199951,,,,,,3054.199951,4242.0,,1021.799988,1021.799988,,,,198.800003,,,,,20.700058,,,20.700058,1241.300049,2072.100098,,,,956.700012,,,,,,956.700012,3028.80011,4270.100159,0.0,1098.099976,,,0.0,,983.400024,2081.5,0.0,2081.5,6351.600159,
06/30/1995,5811.600098,13.1,13.1,0.0,918.200012,,,1002.400024,,,,,157.399994,,,,,2091.100098,1199.400024,,,,2521.100098,,,,,,2521.100098,3720.500122,,1154.099976,1154.099976,,,,193.199997,,,,,37.100052,,,37.100052,1384.400024,1886.199951,,,,961.799988,,,,,,961.799988,2847.999939,4232.399963,0.0,671.099976,,,0.0,,908.099976,1579.199951,0.0,1579.199951,5811.599915,
09/30/1995,5776.100098,8.4,8.4,0.0,931.299988,,,959.0,,,,,139.300003,,,,,2038.0,1179.800049,,,,2558.300049,,,,,,2558.300049,3738.100098,,1062.400024,1062.400024,,,,193.699997,,,,,23.59993,,,23.59993,1279.699951,1882.0,,,,954.0,,,,,,954.0,2836.0,4115.699951,0.0,680.799988,,,0.0,,979.599976,1660.399963,0.0,1660.399963,5776.099915,
12/31/1995,6063.899902,17.700001,17.700001,0.0,992.700012,,,963.5,,,,,153.399994,,,,,2127.300049,1232.099976,2268.300049,-1036.199951,,2704.5,,,,,,2704.5,3936.599976,,553.799988,553.799988,,,,191.5,,,,,637.100036,,,637.100036,1382.400024,1865.300049,,,,1099.800049,,,,,,1099.800049,2965.100098,4347.500122,0.0,681.0,,,0.0,,1035.400024,1716.400024,0.0,1716.400024,6063.900146,
03/31/1996,6115.700195,14.4,14.4,0.0,986.0,,,981.200012,,,,,137.399994,,,,,2119.0,1216.300049,,,,2780.399902,,,,,,2780.399902,3996.699951,,1162.900024,1162.900024,,,,184.399994,,,,,42.299957,,,42.299957,1389.599976,1993.599976,,,,947.799988,,,,,,947.799988,2941.399963,4330.999939,0.0,683.400024,,,0.0,,1101.300049,1784.700073,0.0,1784.700073,6115.700012,
06/30/1996,6183.299805,16.200001,16.200001,0.0,1070.699951,,,983.799988,,,,,117.599998,,,,,2188.300049,1215.0,,,,2780.0,,,,,,2780.0,3995.0,,1160.800049,1160.800049,,,,190.199997,,,,,25.899979,,,25.899979,1376.900024,2017.099976,,,,941.900024,,,,,,941.900024,2959.0,4335.900024,0.0,686.700012,,,0.0,,1160.699951,1847.399963,0.0,1847.399963,6183.299988,
09/30/1996,5974.899902,9.8,9.8,0.0,1025.699951,,,981.200012,,,,,114.800003,,,,,2131.5,1164.0,,,,2679.399902,,,,,,2679.399902,3843.399902,,1096.0,1096.0,,,,189.699997,,,,,54.100052,,,54.100052,1339.800049,1858.0,,,,930.599976,,,,,,930.599976,2788.599976,4128.400024,0.0,687.200012,,,0.0,,1159.300049,1846.500061,0.0,1846.500061,5974.900085,
12/31/1996,5950.399902,16.1,16.1,0.0,959.400024,,,971.099976,,,,,151.5,,,,,2098.100098,1241.300049,2401.800049,-1160.5,,2611.0,,,,,,2611.0,3852.300049,,586.200012,586.200012,,,,176.0,,,,,619.100037,,,619.100037,1381.300049,1737.699951,,,,941.200012,,,,,,941.200012,2678.899963,4060.200012,0.0,690.299988,,,0.0,,1199.900024,1890.200012,0.0,1890.200012,5950.400024,
03/31/1997,5931.600098,12.2,12.2,0.0,1011.0,,,986.5,,,,,147.199997,,,,,2156.899902,1231.900024,2411.899902,-1180.0,,2542.800049,,,,,,2542.800049,3774.700073,,504.299988,504.299988,,,,184.300003,,,,,647.999985,,,647.999985,1336.599976,1580.099976,,,,931.099976,,,,,,931.099976,2511.199951,3847.799927,0.0,863.900024,,,0.0,,1219.900024,2083.800049,0.0,2083.800049,5931.599976,
06/30/1997,5920.399902,15.2,15.2,0.0,1010.200012,,,933.400024,,,,,177.5,,,,,2136.300049,1132.0,2282.199951,-1150.199951,,2652.100098,,,,,,2652.100098,3784.100098,,499.100006,499.100006,,,,189.399994,,,,,685.5,,,685.5,1374.0,1109.0,,,,877.700012,,,,,,877.700012,1986.700012,3360.700012,0.0,1305.5,,,0.0,,1254.199951,2559.699951,0.0,2559.699951,5920.399963,
09/30/1997,5814.700195,14.7,14.7,0.0,988.200012,,,935.799988,,,,,137.199997,,,,,2075.899902,1147.0,2319.199951,-1172.199951,,2591.800049,,,,,,2591.800049,3738.800049,,469.5,469.5,,,,195.100006,,,,,656.700043,,,656.700043,1321.300049,1098.5,,,,871.200012,,,,,,871.200012,1969.700012,3291.000061,0.0,1295.199951,,,-106.300003,,1334.800003,2523.699951,0.0,2523.699951,5814.700012,
12/31/1997,5507.299805,30.299999,30.299999,0.0,596.400024,,,484.799988,211.100006,119.199997,246.800003,,106.599998,,,,,1218.099976,673.299988,1499.300049,-826.0,,3615.899902,1279.0,,,,,2336.899902,4289.19989,,397.299988,397.299988,,,,197.300003,,,,,432.300034,,,432.300034,1026.900024,1272.199951,,,,524.700012,,,,,,524.700012,1796.899963,2823.799988,0.0,1294.800049,,,-149.699997,,1538.399948,2683.5,0.0,2683.5,5507.299988,
03/31/1998,6473.100098,15.4,15.4,0.0,1036.0,,,1005.599976,,,,,200.699997,,,,,2257.699951,1205.199951,2420.0,-1214.800049,,3010.199951,,,,,,3010.199951,4215.399902,,529.200012,529.200012,,,,435.600006,,,,,712.699982,,,712.699982,1677.5,1334.699951,,,,809.299988,,,,,,809.299988,2143.999939,3821.499939,0.0,1289.800049,,,-121.5,,1483.300049,2651.600098,0.0,2651.600098,6473.100037,
06/30/1998,6493.5,16.6,16.6,0.0,1131.900024,,,999.5,351.299988,188.899994,539.700012,,158.5,,,,,2306.5,1222.0,2473.600098,-1251.599976,,2965.0,2562.600098,,,,,402.399902,4187.0,,531.599976,531.599976,,,,396.600006,,,,,698.200043,,,698.200043,1626.400024,1542.0,,,,807.599976,,,,,,807.599976,2349.599976,3976.0,0.0,1288.300049,,,-314.899994,,1544.099945,2517.5,0.0,2517.5,6493.5,
09/30/1998,5832.100098,19.200001,19.200001,0.0,673.5,,,522.0,214.399994,128.600006,179.0,,75.900002,,,,,1290.599976,701.900024,1608.599976,-906.700012,,3839.600098,1454.900024,,,,,2384.700073,4541.500122,,358.799988,358.799988,,,,344.299988,,,,,500.700073,,,500.700073,1203.800049,2025.699951,,,,436.600006,,,,,,436.600006,2462.299957,3666.100006,0.0,1290.199951,,,-832.599976,,1708.399963,2165.999939,0.0,2165.999939,5832.099945,
12/31/1998,3779.100098,20.4,20.4,0.0,626.400024,,,533.299988,234.399994,114.699997,275.600006,,237.199997,,,,,1417.300049,710.5,1629.800049,-919.299988,,1651.300049,1478.0,,,,,173.300049,2361.800049,,378.700012,378.700012,,,,124.400002,,,,,467.599998,,,467.599998,970.700012,774.5,,,,470.299988,,,,,,470.299988,1244.799988,2215.5,0.0,1289.0,,,-1444.800049,,1719.400055,1563.600006,0.0,1563.600006,3779.100006,
03/31/1999,3775.5,14.7,14.7,0.0,668.900024,,,552.0,227.100006,127.099998,197.800003,,205.399994,,,,,1441.0,700.799988,1626.599976,-925.799988,,1633.699951,1453.900024,,,,,179.799927,2334.499939,,346.0,346.0,,,,172.899994,,,,,479.199982,,,479.199982,998.099976,723.799988,,,,461.700012,,,,,,461.700012,1185.5,2183.599976,0.0,1286.900024,,,-1439.400024,,1744.400024,1591.900024,0.0,1591.900024,3775.5,
06/30/1999,3856.5,14.7,14.7,0.0,692.900024,,,534.599976,220.5,134.899994,179.199997,,264.899994,,,,,1507.099976,709.200012,1638.599976,-929.400024,,1640.199951,1462.699951,,,,,177.5,2349.399963,,350.600006,350.600006,,,,188.199997,,,,,507.299973,,,507.299973,1046.099976,713.400024,,,,444.899994,,,,,,444.899994,1158.300018,2204.399994,0.0,1285.900024,,,-1433.900024,,1800.100037,1652.100037,0.0,1652.100037,3856.500031,
09/30/1999,3822.199951,11.9,11.9,0.0,738.5,,,540.700012,222.300003,134.800003,265.200012,-81.599998,119.0,,,,,1410.099976,733.900024,1681.699951,-947.799988,,1678.199951,1516.099976,,,,,162.099976,2412.099976,,347.399994,347.399994,,,,122.5,,,,,501.199982,,,501.199982,971.099976,717.0,,,,439.899994,,,,,,439.899994,1156.899994,2127.999969,0.0,1287.300049,,,-1454.599976,,1861.499969,1694.200043,0.0,1694.200043,3822.200012,
12/31/1999,4143.399902,26.9,26.9,0.0,740.299988,,,569.299988,217.0,133.600006,299.5,-80.800003,130.100006,,,,,1466.599976,768.0,1692.599976,-924.599976,,1908.800049,1739.0,,,,,169.800049,2676.800049,,393.399994,393.399994,,,,193.300003,,,,,499.100052,,,499.100052,1085.800049,894.5,,,,420.0,,,,,,420.0,1314.5,2400.300049,0.0,1286.699951,,,-1449.300049,,1905.700043,1743.099945,0.0,1743.099945,4143.399994,
03/31/2000,4399.700195,23.4,23.4,0.0,809.900024,,,661.799988,242.100006,146.800003,350.899994,-78.0,164.199997,,,,,1659.300049,805.0,1752.5,-947.5,,1935.400024,1764.800049,1764.800049,0.0,,,170.599976,2740.400024,,397.899994,397.899994,,,,164.0,,,,,540.000031,,,540.000031,1101.900024,1129.699951,,,,416.299988,,,,,,416.299988,1545.999939,2647.899963,0.0,1284.400024,,,-1483.900024,,1951.300018,1751.800018,0.0,1751.800018,4399.699982,
06/30/2000,4853.299805,22.5,22.5,0.0,898.099976,,,727.5,250.199997,145.899994,409.299988,-77.900002,139.800003,,,,,1787.900024,856.900024,1818.800049,-961.900024,,2208.5,2016.800049,2016.800049,0.0,,,191.699951,3065.400024,,417.600006,417.600006,,,,51.200001,,,,,646.399944,,,646.399944,1115.199951,1527.699951,,,,415.899994,,,,,,415.899994,1943.599945,3058.799896,0.0,1282.300049,,,-1481.400024,,1993.600037,1794.500061,0.0,1794.500061,4853.299957,
09/30/2000,4774.0,24.700001,24.700001,0.0,870.400024,,,720.200012,255.5,137.0,405.600006,-77.900002,100.900002,,,,,1716.199951,853.700012,1827.300049,-973.599976,,2204.100098,1996.699951,1996.699951,0.0,,,207.400146,3057.80011,,391.600006,391.600006,,,,263.200012,,,,,489.500031,,,489.500031,1144.300049,1375.5,,,,411.0,,,,,,411.0,1786.5,2930.800049,0.0,1279.0,,,-1477.599976,,2041.799988,1843.200012,0.0,1843.200012,4774.000061,
12/31/2000,4789.299805,26.4,26.4,0.0,828.799988,,,706.900024,250.600006,134.600006,404.5,-82.800003,173.0,,,,,1735.099976,870.400024,1882.300049,-1011.900024,,2183.800049,2013.5,2013.5,0.0,,,170.300049,3054.200073,,470.100006,470.100006,,,,217.199997,,,,,486.299973,,,486.299973,1173.599976,1300.800049,,,,410.700012,,,,,,410.700012,1711.500061,2885.100037,0.0,1278.300049,,,-1470.0,,2095.900024,1904.200073,0.0,1904.200073,4789.30011,
03/31/2001,4822.200195,17.799999,17.799999,0.0,842.900024,,,737.299988,258.700012,140.699997,416.200012,-78.300003,193.199997,,,,,1791.199951,869.099976,,,,2161.899902,1987.699951,1987.699951,0.0,,,174.199951,3030.999878,,406.299988,406.299988,,,,175.300003,,,,,495.300034,,,495.300034,1076.900024,1414.099976,,,,405.399994,,,,,,405.399994,1819.499969,2896.399994,0.0,1276.400024,,,-1460.5,,2109.900024,1925.800049,0.0,1925.800049,4822.200043,
06/30/2001,4723.0,16.299999,16.299999,0.0,821.299988,,,734.599976,259.5,141.199997,412.799988,-78.900002,142.100006,,,,,1714.300049,865.0,,,,2143.699951,1969.599976,1969.599976,0.0,,,174.099976,3008.699951,,411.0,411.0,,,,185.5,,,,,483.0,,,483.0,1079.5,1276.300049,,,,399.0,,,,,,399.0,1675.300049,2754.800049,0.0,1275.900024,,,-1459.0,,2151.299988,1968.200012,0.0,1968.200012,4723.000061,
09/30/2001,4668.5,15.9,15.9,0.0,824.599976,,,700.400024,237.600006,138.0,403.700012,-78.900002,136.0,,,,,1676.900024,854.299988,,,,2137.300049,1976.900024,1976.900024,0.0,,,160.400024,2991.600037,,379.299988,379.299988,,,,181.899994,,,,,481.800018,,,481.800018,1043.0,1224.699951,,,,392.399994,,,,,,392.399994,1617.099945,2660.099945,0.0,1262.300049,,,-1444.800049,,2190.900024,2008.400024,0.0,2008.400024,4668.499969,
12/31/2001,4611.399902,11.5,11.5,0.0,777.099976,,,670.900024,245.0,132.199997,409.100006,-115.400002,191.699997,,,,,1651.199951,826.799988,1895.800049,-1069.0,,2133.399902,1958.699951,1958.699951,0.0,,,174.699951,2960.19989,,401.399994,401.399994,,,,193.800003,,,,,510.899979,,,510.899979,1106.099976,1107.0,,,,375.100006,,,,,,375.100006,1482.100006,2588.199982,0.0,1261.0,,,-1435.0,,2197.200012,2023.200012,0.0,2023.200012,4611.399994,
03/31/2002,4542.700195,7.5,7.5,0.0,774.299988,,,657.400024,232.199997,129.199997,374.100006,-78.099998,183.899994,,,,,1623.099976,806.900024,,,,2112.699951,1952.400024,1952.400024,0.0,,,160.299927,2919.599976,,351.899994,351.899994,,,,265.700012,,,,,489.300018,,,489.300018,1106.900024,1059.800049,,,,369.899994,,,,,,369.899994,1429.700043,2536.600067,0.0,1254.900024,,,-1457.199951,,2208.399963,2006.100037,0.0,2006.100037,4542.700104,
06/30/2002,4573.5,68.199997,68.199997,0.0,798.299988,798.299988,,616.299988,218.600006,103.199997,372.600006,0.0,170.600006,,,,,1653.400024,785.799988,,,,2134.300049,1974.300049,1974.300049,0.0,,,160.0,2920.100037,,378.0,378.0,,,,228.100006,,,,,446.899994,,,446.899994,1053.0,1094.0,,,,371.899994,,,,,,371.899994,1465.899994,2518.899994,0.0,467.399994,,,0.0,1717.699951,-130.5,2054.599945,0.0,2054.599945,4573.499939,
09/30/2002,4507.399902,43.599998,43.599998,0.0,781.799988,781.799988,,607.5,212.800003,103.599998,406.5,0.0,109.599998,,,,,1542.5,764.900024,,,,2200.0,1983.800049,1983.800049,0.0,,,216.199951,2964.900024,,366.700012,366.700012,,,,274.299988,,,,,454.599976,,,454.599976,1095.599976,990.900024,,,,370.700012,,,,,,370.700012,1361.600037,2457.200012,0.0,438.0,,,0.0,1748.599976,-136.400024,2050.199951,0.0,2050.199951,4507.399963,
12/31/2002,4687.9,302.0,302.0,0.0,706.7,,,580.5,205.1,99.5,389.1,0.0,99.8,,,,,1689.0,750.2,1861.7,-1111.5,,2248.7,1996.2,1996.2,0.0,,,252.5,2998.9,,312.2,312.2,,,,157.9,,,,,489.4,,,489.4,959.5,1280.7,,,,445.3,,,,,,445.3,1726.0,2685.5,0.0,423.6,,,0.0,1744.2,-165.4,2002.4,0.0,2002.4,4687.9,
03/31/2003,4537.399902,71.300003,71.300003,0.0,712.099976,712.099976,,630.099976,201.399994,117.300003,424.0,0.0,154.399994,,,,,1567.900024,735.5,,,,2234.0,1994.099976,1994.099976,0.0,,,239.900024,2969.5,,342.399994,342.399994,,,,7.9,,,,,448.299982,,,448.299982,798.599976,1275.599976,,,,442.5,,,,,,442.5,1718.099976,2516.699951,0.0,426.0,,,0.0,1768.699951,-174.0,2020.699951,0.0,2020.699951,4537.399902,
06/30/2003,4627.799805,168.899994,168.899994,0.0,764.599976,764.599976,,611.299988,194.800003,125.900002,401.5,0.0,136.800003,,,,,1681.599976,729.5,,,,2216.699951,2024.599976,2024.599976,0.0,,,192.099976,2946.199951,,312.5,312.5,,,,12.0,,,,,433.299988,,,433.299988,757.799988,1301.900024,,,,478.200012,,,,,,478.200012,1780.100037,2537.900024,0.0,436.100006,,,0.0,1808.699951,-154.899902,2089.900055,0.0,2089.900055,4627.800079,
09/30/2003,4737.200195,293.899994,293.899994,0.0,805.700012,805.700012,,568.299988,203.899994,127.300003,349.5,0.0,119.5,,,,,1787.400024,716.299988,,,,2233.5,2022.400024,2022.400024,0.0,,,211.099976,2949.799988,,328.399994,328.399994,,,,8.5,,,,,430.899994,,,430.899994,767.799988,1308.400024,,,,486.600006,,,,,,486.600006,1795.000031,2562.800018,0.0,482.899994,,,0.0,1846.699951,-155.199951,2174.399994,0.0,2174.399994,4737.200012,
