Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Zakat Expenses,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1999,256.856995,,-168.197998,,88.658997,,-47.580002,,,41.078999,-21.229999,0.0,20.000999,,,21.229999,19.849,-8.263,,11.586,0.0,,,11.586,0.0,11.586,0.0,0.0,11.586,11.586,,285.84,0.040625,0.040625,0.040625,291.135984,0.04,0.04,0.04,
12/31/1999,269.144012,,-169.408005,,99.736007,,-55.033001,,,44.702999,-21.069001,,19.624001,,,1.445,23.633998,-9.627,,14.007,8.674,,,5.332998,0.0,5.333,0.0,0.0,5.333,5.333,,296.368016,0.0175,0.0475,0.0475,303.967984,0.0175,0.04625,0.04625,
03/31/2000,300.049011,,-197.175995,,102.873016,,-52.187,,,50.686001,-17.747,,15.843,,,1.904,32.939001,-12.675,,20.264,0.0,,,20.264001,0.0,20.264,0.0,0.0,20.264,20.264,,331.728,0.06125,0.06125,0.06125,340.640016,0.06,0.06,0.06,
06/30/2000,335.51001,,-219.492004,,116.018006,,-56.581001,,,59.437,-17.323,,15.494,,,1.829,42.114,-15.904,,26.209999,0.0,,,26.21,0.0,26.209999,0.0,0.0,26.209999,26.209999,,332.272,0.07875,0.07875,0.07875,342.784,0.07625,0.07625,0.07625,
09/30/2000,354.694,,-231.391998,,123.302002,,-58.911999,,,64.389999,-18.234,,15.462,,,2.772,46.155999,-17.322001,,28.834,0.0,,,28.833998,0.0,28.834,0.0,0.0,28.834,28.834,,333.224,0.08625,0.08625,0.08625,344.704008,0.08375,0.08375,0.08375,
12/31/2000,369.449005,,-238.324997,,131.124008,,-61.214001,,,69.910004,-17.901,,14.911,,,2.99,52.009004,-19.413,,32.596001,0.0,,,32.596004,0.0,32.596001,0.0,0.0,32.596001,32.596001,,333.448,0.0975,0.0975,0.0975,343.976016,0.095,0.095,0.095,
03/31/2001,316.671997,,-199.501007,,117.17099,,-55.653,,,61.518002,-16.148,,14.21,,,1.938,45.370002,-16.865,,28.504999,0.0,,,28.505002,0.0,28.504999,0.0,0.0,28.504999,28.504999,,333.496,0.085,0.085,0.085,341.768008,0.08375,0.08375,0.08375,
06/30/2001,274.145996,,-172.171005,,101.974991,,-50.354,,,51.620998,-15.357,,14.109,,,1.248,36.263998,-13.728,,22.535999,0.0,,,22.535998,0.0,22.535999,0.0,0.0,22.535999,22.535999,,333.511992,0.0675,0.0675,0.0675,342.312008,0.06625,0.06625,0.06625,
09/30/2001,252.580994,,-161.658997,,90.921997,,-48.348,,,42.574001,-15.26,,14.042,,,1.218,27.314001,-10.681,,16.632999,0.0,,,16.633001,0.0,16.632999,0.0,0.0,16.632999,16.632999,,336.0,0.05,0.05,0.05,344.247984,0.04875,0.04875,0.04875,
12/31/2001,260.372009,,-170.947006,,89.425003,,-48.111,,,41.313999,-14.907,,13.738,,,1.169,26.406999,-10.371,,16.035999,0.0,,,16.035999,0.0,16.035999,0.0,0.0,16.035999,16.035999,,338.392,0.0475,0.0475,0.0475,347.511992,0.04625,0.04625,0.04625,
03/31/2002,255.975998,,-170.735001,,85.240997,,-44.967999,,,40.272999,-14.024,,12.838,,,1.186,26.248999,-9.056,,17.193001,0.0,,,17.192999,0.0,17.193001,0.0,0.0,17.193001,17.193001,,338.407992,0.05125,0.05125,0.05125,347.536008,0.05,0.05,0.05,
06/30/2002,270.86499,,-178.485001,,92.379989,,-47.348,,,45.032001,-14.493,,12.858,,,1.635,30.539001,-10.536,,20.003,0.0,,,20.003001,0.0,20.003,0.0,0.0,20.003,20.003,,339.152008,0.05875,0.05875,0.05875,347.631992,0.0575,0.0575,0.0575,
09/30/2002,268.11499,,-176.063004,,92.051986,,-47.852001,,,44.200001,-12.649,,11.482,,,1.167,31.551001,-10.885,,20.666,0.0,,,20.666001,0.0,20.666,0.0,0.0,20.666,20.666,,340.208008,0.06125,0.06125,0.06125,347.368008,0.06,0.06,0.06,
12/31/2002,267.046,,-175.019,,92.027,,-47.585,38.772,8.813,44.442,-10.119,,8.752,,,1.367,34.323,-11.841,,22.482,,,,22.482,,22.482,,0.0,22.482,22.482,,340.467776,0.06625,0.06625,0.06625,347.722616,0.065,0.065,0.065,
03/31/2003,277.773987,,-182.653,,95.120987,,-49.950001,,,45.171001,-9.848,8.124,8.124,,,1.724,35.323001,-12.01,,23.313,0.0,,,23.313001,,23.313,0.0,0.0,23.313,23.313,,340.584016,0.06875,0.06875,0.06875,348.088016,0.0675,0.0675,0.0675,
06/30/2003,304.893005,,-203.199997,,101.693008,,-52.433998,,,49.258999,-19.746,,7.694,,,12.052,29.512999,-10.034,,19.479,0.0,,,19.478999,,19.479,0.0,0.0,19.479,19.479,,340.992008,0.0575,0.0575,0.0775,349.376008,0.05625,0.05625,0.075,
09/30/2003,314.798004,,-208.677002,,106.121002,,-53.749001,,,52.372002,-9.626,,7.179,,,2.447,42.746002,-14.534,,28.212,0.0,,,28.212002,,28.212,0.0,0.0,28.212,28.212,,345.519992,0.08125,0.08125,0.08125,354.152008,0.08,0.08,0.08,
12/31/2003,342.039001,,-226.194,,115.845001,,-58.227001,,,57.618,-7.639,,6.508,,,1.131,49.979,-16.993,,32.986,0.0,,,32.986,,32.986,0.0,0.0,32.986,32.986,,350.391998,0.09375,0.09375,0.09375,358.359985,0.0925,0.0925,0.0925,
03/31/2004,355.260986,,-233.229996,,122.030991,,-60.748001,,,61.283001,-7.255,,5.755,,,1.5,54.028001,-18.370001,,35.658001,0.0,,,35.658,0.0,35.658001,0.0,0.0,35.658001,35.658001,,351.911987,0.1025,0.1025,0.1025,359.511993,0.1,0.1,0.1,
06/30/2004,387.118988,,-254.031006,,133.087982,,-64.033997,,,69.054001,-7.892,,5.673,,,2.219,61.162001,-20.795,,40.367001,0.0,,,40.367001,,40.367001,0.0,0.0,40.367001,40.367001,,352.700012,0.115,0.115,0.115,359.459992,0.1125,0.1125,0.1125,
09/30/2004,384.102997,,-250.417007,,133.68599,,-63.382999,,,70.303001,-7.204,,5.597,,,1.607,63.099001,-21.452999,,41.646,0.0,,,41.646002,,41.646,0.0,0.0,41.646,41.646,,351.843996,0.1175,0.1175,0.1175,357.868012,0.1175,0.1175,0.1175,
12/31/2004,403.963,,-262.287,,141.676,,-65.672,,,76.004,-6.852,,5.515,,,1.337,69.152,-23.512,,45.64,0.0,,,45.64,,45.64,0.0,0.0,45.64,45.64,,351.92,0.13,0.13,0.13,358.956,0.1275,0.1275,0.1275,
03/31/2005,409.395,,-263.425,,145.97,,-68.637,,,77.333,-7.067,5.403,5.403,,,1.664,70.266,-23.89,,46.376,0.0,,,46.376,0.0,46.376,0.0,0.0,46.376,46.376,,352.066944,0.1325,0.1325,0.1325,359.618664,0.13,0.13,0.13,
06/30/2005,443.642,,-282.421,,161.221,,-75.175,,,86.046,-7.173,5.775,5.775,,,1.398,78.873,-26.817,,52.056,0.0,,,52.056,0.0,52.056,0.0,0.0,52.056,52.056,,353.451208,0.1475,0.1475,0.1475,361.089164,0.145,0.145,0.145,
09/30/2005,446.995,,-285.42,,161.575,,-75.486,,,86.089,-10.57,5.548,5.548,,,5.022,75.519,-23.43,,52.089,0.0,,,52.089,0.0,52.089,0.0,0.0,52.089,52.089,2.398,355.10162,0.1475,0.1475,0.1475,362.79126,0.1425,0.1425,0.1425,
12/31/2005,508.115,,-330.738,,177.377,,-83.518,,,93.859,-6.465,7.364,7.364,,,-0.899,87.394,-27.492,,59.902,0.0,,,59.902,-4.084,55.818,0.0,0.0,55.818,55.818,,356.164,0.1575,0.1575,0.1575,361.888,0.1525,0.1525,0.1525,
03/31/2006,568.991,,-373.023,,195.968,,-97.577,,,98.391,-12.908,10.184,10.184,,,2.724,85.483,-28.209,,57.274,0.0,,,57.274,0.0,57.274,0.0,0.0,57.274,57.274,,357.78864,0.16,0.16,0.16,366.120696,0.1575,0.1575,0.1575,
06/30/2006,606.598,,-413.898,,192.7,,-84.69,,,108.01,-28.396,10.002,10.002,,,18.394,79.614,-26.273,,53.341,0.0,,,53.341,0.0,53.341,0.0,0.0,53.341,53.341,,358.178124,0.15,0.15,0.1775,366.963192,0.145,0.145,0.1725,
09/30/2006,636.418,,-418.123,,218.295,,-103.991,,,114.304,-18.645,9.308,9.308,,,9.337,95.659,-28.96,,66.699,0.0,,,66.699,0.0,66.699,0.0,0.0,66.699,66.699,4.011,357.689116,0.1875,0.1875,0.1975,366.679136,0.1825,0.1825,0.1925,
12/31/2006,659.423,,-429.278,,230.145,0.0,-105.511,87.648,17.863,124.634,-12.118,,9.305,,,2.813,112.516,-34.139,,78.377,0.0,,,78.377,0.0,78.377,0.0,0.0,78.377,78.377,,357.76734,0.22,0.22,0.22,366.985236,0.2125,0.2125,0.2125,
03/31/2007,651.084,,-440.516,,210.568,,-87.971,,,122.597,-12.191,9.042,9.042,,,3.149,110.406,-32.702,,77.704,0.0,,,77.704,0.0,77.704,0.0,0.0,77.704,77.704,,356.265456,0.11,0.11,0.107263,365.086872,0.1075,0.1075,0.104763,
06/30/2007,688.836,,-463.212,,225.624,,-92.211,,,133.413,-12.618,8.979,8.979,,,3.639,120.795,-36.799,,83.996,0.0,,,83.996,0.0,83.996,0.0,0.0,83.996,83.996,0.0,357.248304,0.235,0.235,0.235,365.372658,0.23,0.23,0.23,
09/30/2007,733.851,,-494.709,,239.142,,-95.792,,,143.35,-14.049,9.371,9.371,,,4.678,129.301,-37.8,,91.501,0.0,,,91.501,0.0,91.501,0.0,0.0,91.501,91.501,,356.81085,0.255,0.255,0.255,364.420394,0.25,0.25,0.25,
12/31/2007,777.27,,-522.463,,254.807,0.0,-101.309,101.309,0.0,153.498,-2.516,,9.484,,,-6.968,150.982,-40.489,,110.493,0.0,,,110.493,-10.5,99.993,0.0,0.0,99.993,99.993,,357.291088,0.28,0.28,0.28,365.223746,0.275,0.275,0.275,
03/31/2008,770.714,,-519.808,,250.906,,-100.61,,,150.296,-12.044,9.899,9.899,,,2.145,138.252,-40.784,,97.468,0.0,,,97.468,0.0,97.468,0.0,0.0,97.468,97.468,,353.325232,0.275,0.275,0.275,360.395938,0.27,0.27,0.27,
06/30/2008,846.817,,-570.227,,276.59,,-108.367,,,168.223,-12.206,9.915,9.915,,,2.291,156.017,-46.022,,109.995,0.0,,,109.995,0.0,109.995,0.0,0.0,109.995,109.995,,350.975292,0.315,0.315,0.315,358.791458,0.305,0.305,0.305,
09/30/2008,863.658,,-582.407,,281.251,,-109.931,,,171.32,-13.12,9.772,9.772,,0.0,3.348,158.2,-45.245,,112.955,0.0,,,112.955,0.0,112.955,0.0,0.0,112.955,112.955,,353.43279,0.32,0.32,0.32,360.26822,0.315,0.315,0.315,
12/31/2008,755.282,,-514.876,,240.406,,-98.006,,,142.4,-12.715,10.041,10.041,,,2.674,129.685,-30.952,,98.733,0.0,,,98.733,0.0,98.733,0.0,0.0,98.733,98.733,,347.594946,0.285,0.285,0.285,351.09126,0.28,0.28,0.28,
03/31/2009,660.012,660.012,-453.633,453.633,206.379,0.0,-95.694,95.694,0.0,110.685,-9.213,8.398,8.998,-0.6,,0.815,101.472,-24.422,,77.05,0.0,0.0,0.0,77.05,-2.64,74.41,0.0,0.0,74.41,74.41,0.0,342.370396,0.215,0.215,0.215,346.19695,0.215,0.215,0.215,
06/30/2009,685.184,685.184,-471.034,471.034,214.15,0.0,-98.672,98.672,0.0,115.478,-9.513,8.769,9.131,-0.362,,0.744,105.965,-29.14,,76.825,0.0,0.0,0.0,76.825,-1.955,74.87,0.0,0.0,74.87,74.87,0.0,342.634224,0.22,0.22,0.22,347.29941,0.215,0.215,0.215,
09/30/2009,716.573,716.573,-492.18,492.18,224.393,0.0,-100.103,100.103,0.0,124.29,-9.306,8.432,8.961,-0.529,,0.874,114.984,-31.62,,83.364,0.0,0.0,0.0,83.364,-2.449,80.915,0.0,0.0,80.915,80.915,0.0,342.856474,0.235,0.235,0.235,347.857178,0.235,0.235,0.235,
12/31/2009,758.296,758.296,-516.664,516.664,241.632,0.0,-103.172,103.172,0.0,138.46,-14.354,8.833,9.496,-0.663,,5.521,124.106,-34.129,,89.977,0.0,0.0,0.0,89.977,-2.338,87.639,0.0,0.0,87.639,90.993,3.354,344.975366,0.255,0.255,0.263767,350.137462,0.25,0.25,0.259579,
03/31/2010,770.954,770.954,-521.762,521.762,249.192,0.0,-104.148,104.148,0.0,145.044,-9.554,9.211,10.013,-0.802,,0.343,135.49,-35.352,,100.138,0.0,0.0,0.0,100.138,-1.785,98.353,0.0,0.0,98.353,98.353,0.0,346.532226,0.285,0.285,0.285,351.150004,0.28,0.28,0.28,
06/30/2010,884.798,884.798,-595.499,595.499,289.299,0.0,-113.674,113.674,0.0,175.625,-9.204,8.851,9.968,-1.117,,0.353,166.421,-35.412,,131.009,0.0,0.0,0.0,131.009,-1.338,129.671,0.0,0.0,129.671,119.671,-10.0,347.039764,0.375,0.375,0.344834,351.77093,0.37,0.37,0.341573,
09/30/2010,948.463,948.463,-638.746,638.746,309.717,0.0,-120.583,120.583,0.0,189.134,-9.317,9.031,10.568,-1.537,,0.286,179.817,-41.018,,138.799,0.0,0.0,0.0,138.799,-1.531,137.268,0.0,0.0,137.268,128.868,-8.4,347.627506,0.395,0.395,0.370707,352.449498,0.39,0.39,0.366167,
12/31/2010,949.886,949.886,-639.866,639.866,310.02,0.0,-119.466,119.466,0.0,190.554,-8.594,8.602,10.192,-1.59,,-0.008,181.96,-49.493,,132.467,0.0,0.0,0.0,132.467,-1.354,131.113,0.0,0.0,131.113,131.113,0.0,349.829452,0.375,0.375,0.375,355.195284,0.37,0.37,0.37,
03/31/2011,940.585,940.585,-636.461,636.461,304.124,0.0,-118.039,118.039,0.0,186.085,-8.312,8.198,10.016,-1.818,,0.114,177.773,-48.888,,128.885,0.0,0.0,0.0,128.885,-0.927,127.958,0.0,0.0,127.958,127.958,0.0,350.336594,0.365,0.365,0.365,355.701864,0.36,0.36,0.36,
06/30/2011,1017.738,1017.738,-696.516,696.516,321.222,0.0,-106.348,124.161,-17.813,214.874,-9.241,9.06,11.371,-2.311,,0.181,205.633,-56.739,,148.894,0.0,0.0,0.0,148.894,-1.143,147.751,0.0,0.0,147.751,136.17255,-11.57845,342.388948,0.43,0.43,0.397713,347.184916,0.425,0.425,0.391651,
09/30/2011,1032.754,1032.754,-709.277,709.277,323.477,0.0,-137.418,124.587,12.831,186.059,-8.243,7.627,10.498,-2.871,,0.616,177.816,-41.758,,136.058,0.0,0.0,0.0,136.058,-1.435,134.623,0.0,0.0,134.623,142.723,8.1,335.903732,0.4,0.4,0.424893,339.670134,0.395,0.395,0.418847,
12/31/2011,948.709,948.709,-653.872,653.872,294.837,0.0,-130.177,119.529,10.648,164.66,-9.13,7.899,11.144,-3.245,,1.231,155.53,-40.525,,115.005,0.0,0.0,0.0,115.005,-1.146,113.859,0.0,0.0,113.859,121.2802,7.4212,328.765794,0.345,0.345,0.368895,332.359192,0.345,0.345,0.367329,
03/31/2012,981.604,981.604,-672.333,672.333,309.271,0.0,-123.992,123.992,0.0,185.279,-11.562,11.209,13.749,-2.54,,0.353,173.717,-46.469,,127.248,0.0,0.0,0.0,127.248,-0.685,126.563,0.0,0.0,126.563,126.563,0.0,325.723726,0.39,0.39,0.39,330.710276,0.385,0.385,0.385,
06/30/2012,1061.107,1061.107,-726.946,726.946,334.161,0.0,-127.985,127.985,0.0,206.176,-12.465,12.109,15.099,-2.99,,0.356,193.711,-51.818,,141.893,0.0,0.0,0.0,141.893,-0.951,140.942,0.0,0.0,140.942,140.942,0.0,323.0231,0.435,0.435,0.435,327.74313,0.43,0.43,0.43,
09/30/2012,1103.376,1103.376,-759.047,759.047,344.329,0.0,-128.659,128.659,0.0,215.67,-12.53,12.212,15.166,-2.954,,0.318,203.14,-54.34,,148.8,0.0,0.0,0.0,148.8,-1.35,147.45,0.0,0.0,147.45,147.45,0.0,322.698986,0.455,0.455,0.455,327.560342,0.45,0.45,0.45,
