Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/29/1995,-29.027,7.877,10.894,3.796,,,3.796,-51.594002,,,,-51.594002,,,-17.412001,,,,-17.412001,,,,,,,,,,17.412001,,,,,,,,,,,,,,
07/29/1995,-43.737999,9.019,13.627,3.468,,,3.468,-69.851997,,,,-69.851997,,,-32.268002,,,,-32.268002,,,,,,,,,,32.268002,,,,,,,,,,,,,,
10/28/1995,-5.448,21.944,12.313,7.191,,,7.191,-46.896,,,,-46.896,,,-31.701,,,,-31.701,,,,,,,,,,31.701,,,,,,,,,,,,,,
02/03/1996,36.436001,34.865002,6.717,-13.419,,,-13.419,8.273,,,,8.273,,,-34.914001,,,,-34.914001,,,,,,,,,,34.914001,,,,,,,,,,,,,,
05/04/1996,-2.104,13.012,18.846001,7.522,,,7.522,-41.484001,,,,-41.484001,,,-37.051998,,,,-37.051998,,,,,,,,,,37.051998,,,,,,,,,,,,,,
08/03/1996,-31.889,14.605,15.247,-19.492001,,,-19.492001,-42.249001,,,,-42.249001,,,-57.547001,,,,-57.547001,,,,,,,,,,57.547001,,,,,,,,,,,,,,
11/02/1996,50.771,31.921,17.195,5.346,,,5.346,-3.691,,,,-3.691,,,-57.897999,,,,-57.897999,,,,,,,,,,57.897999,,,,,,,,,,,,,,
02/01/1997,131.154999,46.882,4.66,29.431999,,,29.431999,50.181,,,,50.181,,,-47.117001,,,,-47.117001,,,,,,,,,,47.117001,,,,,,,,,,,,,,
05/03/1997,38.933,8.406,18.889,4.773,,-3.456,8.229,6.865,-7.023,-16.76,,30.648,,-37.087,-36.174,,,,-36.174,,,,,,,,,,-0.913,66.806,,64.366,,,3.513,3.513,,-1.073,,68.652,,,
08/02/1997,73.024,22.759,45.943,18.243,,-10.665,28.908,-13.921,-2.655,-134.318,,123.052,,-148.591,-78.82,,,,-78.82,,,-0.075,3.43,-3.505,,,,,-69.696,82.055,-14.257,85.539,,,11.5,11.5,,-0.727,,6.488,,,
11/01/1997,191.339,52.03,69.272,45.39,,-8.025,53.415,24.647,-52.97,-179.673,,257.29,,-205.205,-141.983,,,,-141.983,,,,,,,,,,-63.222,144.329,-19.703,137.874,,,28.241,28.241,,-2.083,,130.463,,,
01/31/1998,201.481003,73.348,21.441999,22.375,,,22.375,84.316002,,,,84.316002,,-79.612999,-48.675999,0.0,,,-48.675999,,,,,,,,,,-30.937,11.691993,-5.472,-2.001007,,,19.802,19.802,0.0,-0.637,,133.559998,,,
05/02/1998,-25.521,35.950001,28.652,10.376,,,10.376,-100.499001,,,,-100.499001,,-87.927002,-50.924999,0.0,,,-50.924999,,,0.885,3.43,-2.545,,,,,-37.887003,-10.988,0.0,-24.909,,,13.467,13.467,0.0,0.454,,-124.435997,,,
08/01/1998,-32.479,44.924,58.649,43.057,,-7.098,50.155,-179.109,-56.419,-169.012,,46.322,,-167.037,-149.637,,,,-149.637,,,16.45,18.995,-2.545,,,,,-33.85,-87.81,-15.601,-52.044,,,-12.521,35.581,-48.102,-7.644,,-287.326,,,
10/31/1998,164.908997,69.185997,28.872,-15.105,,-23.388,8.283,81.956001,-148.788,-177.353,150.228,257.869001,,-98.746002,-102.342003,0.0,,,-102.342003,,,0.0,0.0,0.0,,,,,3.596001,33.719999,-0.303,24.616999,,,9.694,9.694,0.0,-0.288,,99.883003,,,
01/30/1999,248.139008,71.260002,21.603001,-42.139999,,,-42.139999,197.416,,,,197.416,,-104.334999,-78.969002,0.0,,,-78.969002,,,-0.885,0.0,-0.885,,,,,-24.480997,18.876008,0.0,2.126007,,,9.378,17.27,-7.892,7.372,,162.679993,,,
05/01/1999,2.882,50.313999,34.456001,2.351,,,2.351,-84.238998,,,,-84.238998,,-201.117996,-60.623001,0.0,,,-60.623001,,,0.0,0.0,0.0,,,,,-140.494995,-8.086999,0.0,1.236,,,-9.805999,9.973,-19.778999,0.483,,-206.322998,,,
07/31/1999,-88.587,52.744,47.120999,2.764,,-6.208,8.972,-191.216002,-136.723,-170.321,,115.827998,,-87.052004,-85.217999,0.0,,,-85.217999,,,-20.906,0.0,-20.906,,,,,19.071995,23.969,0.0,67.422,,,-43.197001,15.27,-58.467001,-0.255999,,-151.670002,,,
10/30/1999,245.37,92.534,44.443,38.294,,,38.294,70.099,,,,70.099,,-210.415,-105.273,0.0,,,-105.273,,,-2.85,0.0,-2.85,,,,,-102.292,55.209,0.0,206.679,,,-151.252,4.948,-156.2,-0.218,,90.164,,,
01/29/2000,139.860001,119.396004,48.125,11.977,,,11.977,-39.638,,,,-39.638,,-110.445,-103.967003,0.0,,,-103.967003,,,-0.024,0.0,-0.024,,,,,-6.453997,-9.086958,0.0,6.131042,,,-16.744,59.048,-75.792,1.526,,20.327999,,,
04/29/2000,-22.144,44.167,49.908,-24.979,,,-24.979,-91.24,-79.815,70.341,,-81.766,,-131.287,-81.404,,,,-81.404,,,-49.917,,-49.917,,,,,0.034,43.599,,70.141,,,-29.046,8.926,-37.972,2.504,,-109.832,,,
07/29/2000,1.562,42.558998,58.682999,14.02,,,14.02,-113.699997,,,,-113.699997,,-116.0,-118.322998,0.0,,,-118.322998,,,-58.782001,0.0,-58.782001,,,,,61.105,191.311982,0.0,288.97998,,,-92.391998,15.056,-107.447998,-5.276,,76.874001,,,
10/28/2000,245.802994,84.661003,59.234001,6.897,,,6.897,95.011002,,,,95.011002,,-129.054993,-128.240005,0.0,,,-128.240005,,,1.786,1.951,-0.165,,,,,-2.600987,-89.003967,0.0,-146.154968,,,61.740002,61.740002,0.0,-4.589,,27.743999,,,
05/05/2001,-60.632,39.507,58.557999,5.471,,-6.285,11.756,-164.167999,-25.307,43.6,,-182.460999,,-88.833,-88.332001,0.0,,,-88.332001,,,0.0,0.0,0.0,,,,,-0.500999,-72.247021,0.0,18.677978,,,-2.271,5.095,-7.366,-88.653999,,-221.712006,,,
08/04/2001,73.265999,40.353001,60.761002,-6.258,,,-6.258,-21.59,,,,-21.59,,-85.989998,-94.733002,0.0,,,-94.733002,,,8.688,8.938,-0.25,,,,,0.055004,30.94601,0.0,17.758011,,,13.1,13.157,-0.057,0.088,,18.222,,,
11/03/2001,264.166992,91.311996,64.130997,-16.135,,,-16.135,124.859001,,,,124.859001,,-73.582001,-75.167,0.0,,,-75.167,,,-7.284,0.0,-7.284,,,,,8.868999,-139.34,0.0,-123.125999,,,-10.553,8.095,-18.648001,-5.661,,51.244999,,,
05/04/2002,129.727005,93.869003,63.117001,-6.672,,7.349,-14.021,-20.587,9.101,-11.472,,-18.216,,-63.220001,-62.944,0.0,,,-62.944,,,0.0,0.0,0.0,,,,,-0.276001,26.435001,0.0,0.748,,,23.941001,24.415001,-0.474,1.746,,92.942001,,,
08/03/2002,-59.273998,59.555,65.209,15.22,,,15.22,-199.257996,,,,-199.257996,,-453.631989,-70.313004,0.0,,,-70.313004,,,0.0,0.0,0.0,,,,,-383.318985,200.029997,0.0,83.722998,,,18.707001,18.707001,0.0,97.599998,,-312.876007,,,
11/02/2002,430.628998,128.018005,66.771004,25.639999,,,25.639999,210.199997,,,,210.199997,,-846.153015,-59.185001,0.0,,,-59.185001,,,0.0,0.0,0.0,,,,,-786.968014,466.822969,0.0,560.398972,,,3.016,3.016,0.0,-96.592003,,51.299,,,
02/01/2003,413.267995,164.657992,72.111995,10.722001,,-7.123,17.845001,165.775999,53.359,-4.309,,116.725999,,-73.220995,-72.249995,0.0,,,-72.249995,,,0.0,0.0,0.0,,,,,-0.971,29.828034,0.0,-9.207969,,,32.756998,32.756998,0.0,6.279005,,369.875006,,,
05/03/2003,-20.334,24.756001,70.797997,-21.871,,-37.460999,15.589999,-94.016998,-28.042999,121.111,-98.487,-88.597999,,51.299,-43.875999,0.0,,,-43.875999,,,0.0,0.0,0.0,,,,,95.174999,-305.835002,0.0,-326.427002,,,15.849,15.849,0.0,4.743,,-274.869995,,,
08/02/2003,153.548004,87.792,71.223999,6.326,,0.407,5.919,-11.794,38.827999,-122.639999,-17.808,89.826,,-352.173004,-65.688004,0.0,,,-65.688004,,,0.0,0.0,0.0,,,,,-286.485,272.241012,0.0,-1.729,,,271.969012,276.256012,-4.287,2.001,,73.615997,,,
11/01/2003,481.708008,165.774002,70.726997,12.555,,0.457,12.098,232.651993,-44.977001,-15.719,147.921,145.426994,,-550.119995,-81.245003,0.0,,,-81.245003,,,0.0,0.0,0.0,,,,,-468.874992,64.897997,0.0,-8.67,,,65.630997,65.630997,0.0,7.937,,-3.514,,,
01/31/2004,404.809988,211.888997,70.062007,38.539,,22.871999,15.667001,84.320005,29.974001,164.377999,-27.266,-82.765995,,-263.809001,-86.983994,0.0,,,-86.983994,,,0.0,0.0,0.0,,,,,-176.825007,25.342993,0.0,-13.408998,,,32.056991,32.056991,0.0,6.695,,166.343998,282.0,32.5,
05/01/2004,182.848007,125.731003,67.639,12.16,,-2.542,14.702,-22.681999,-5.953,74.609001,-41.73,-49.608,,-149.345001,-55.139999,0.0,,,-55.139999,,,0.0,0.0,0.0,,,,,-94.205002,-101.149998,0.0,-2.557,,,-91.686998,18.912001,-110.598999,-6.906,,-67.647003,,,
07/31/2004,83.171997,122.466003,68.761002,15.601,,0.875,14.726,-123.655998,12.236,-203.365005,65.245,2.228007,,553.924988,-80.445999,0.0,,,-80.445999,,,0.0,0.0,0.0,,,,,634.370987,-150.174997,-99.530998,-1.229,,,-53.376999,84.190002,-137.567001,3.962,,486.921997,,,
10/30/2004,565.59198,208.867004,69.981003,21.604,,6.508,15.096,265.140015,-55.938999,25.752001,242.056,53.271013,,-295.822998,-65.075996,0.0,,,-65.075996,,,0.0,0.0,0.0,,,,,-230.747002,-33.017003,0.0,-3.216,,,-47.830002,44.929001,-92.759003,18.028999,,236.751999,,,
01/29/2005,347.596,251.324,72.464,74.916,,-3.246,78.162,-51.108,,39.257,,-90.365,,-123.135,-134.773,0.0,,,-134.773,,,0.0,0.0,0.0,,,,,11.638,-340.647,0.0,-229.308,,,-108.656,58.363,-167.019,-2.683,,-116.186,,,
04/30/2005,157.565,147.742,73.185,32.594,,-4.738,37.332,-95.956,-36.585,38.029,-27.617,-69.783,,-51.208,-63.448,0.0,,,-63.448,,,0.0,0.0,0.0,,,,,12.24,-287.487,-122.916,-0.637,,,-160.899,30.793,-191.692,-3.035,,-181.13,,,
07/30/2005,129.763,135.177,75.99,29.593,,-1.912,31.505,-110.997,-3.492,-181.094,,73.589,,-165.749,-110.057,0.0,,,-110.057,,,0.0,0.0,0.0,,,,,-55.692,-98.461,-0.489,0.897,,,-93.474,55.005,-148.479,-5.395,,-134.447,,,
10/29/2005,445.474,224.486,74.254,7.813,,-16.22,24.033,138.921,-33.357,36.732,,135.546,,-216.203,-115.833,0.0,,,-115.833,,,0.0,0.0,0.0,,,,,-100.37,-140.734,0.0,-17.534,,,-125.826,38.224,-164.05,2.626,,88.537,,,
01/28/2006,465.819,276.712,80.471,-58.722,,-73.319,14.597,167.358,-6.732,8.795,,165.295,,-200.989,-166.765,0.0,,,-166.765,,,0.0,0.0,0.0,,,,,-34.224,-57.278,0.0,0.0,,,-64.201,94.723,-158.924,6.923,,207.552,,,
04/29/2006,177.269,186.074,79.704,31.719,,0.882,30.837,-120.228,-27.152,-35.451,-4.46,-53.165,,-19.78,-114.557,0.0,,,-114.557,,,0.0,0.0,,,,,,94.777,-251.245,-160.49,-1.487,,,-98.525,69.997,-168.522,9.257,,-93.756,,,
07/29/2006,-39.671,161.177,82.791,48.931,,11.059,37.872,-332.57,-21.396,-146.599,,-164.575,,52.477,-139.172,0.0,,,-139.172,,,0.0,0.0,0.0,,,,,191.649,-153.204,-0.393,-0.81,,,-152.79,33.029,-185.819,0.789,,-140.398,,,
10/28/2006,500.161,289.928,85.337,-18.057,,-74.425,56.368,142.953,-85.995,-2.104,,231.052,,-310.632,-98.457,0.0,,,-98.457,,,0.0,0.0,0.0,,,,,-212.175,-119.499,0.0,-0.807,,,-117.524,57.82,-175.344,-1.168,,70.03,,,
02/03/2007,522.196,336.498,91.467,4.308,,-2.917,7.225,89.923,6.533,-7.803,,91.193,,-146.969,-176.289,0.0,,,-176.289,,,0.0,0.0,0.0,,,,,29.32,-162.3,0.0,11.901,,,-175.651,70.486,-246.137,1.45,,212.927,,,
05/05/2007,179.048,209.143,93.56,97.863,21.705,23.632,52.526,-221.518,-10.272,-49.6,-11.618,-150.028,,-17.577,-64.101,0.0,,,-64.101,,,0.0,0.0,0.0,,,,,46.524,-295.674,-207.551,13.476,,,-119.114,76.488,-195.602,17.515,,-134.203,,,
08/04/2007,27.187,178.828,93.075,73.5,,-1.793,75.293,-318.216,-35.459,-209.661,,-73.096,,-73.776,-141.473,0.0,,,-141.473,,,0.0,0.0,0.0,,,,,67.697,-144.963,-0.001,0.524,,,-149.747,48.515,-198.262,4.261,,-191.552,,,
11/03/2007,622.324,274.518,99.305,61.55,,3.433,58.117,186.951,-67.98,159.772,,95.159,,-66.579,-110.331,0.0,,,-110.331,,,0.0,0.0,0.0,,,,,43.752,-336.94,0.0,-194.924,,,-166.2,18.095,-184.295,24.184,,218.805,,,
02/02/2008,512.441,333.181,102.955,-82.084,,-34.06,-48.024,158.389,49.418,69.314,,39.657,,-59.778,-154.472,0.0,,,-154.472,,,0.0,0.0,0.0,,,,,94.694,-117.936,0.0,6.221,,,-128.855,53.963,-182.818,4.698,,334.727,,,
05/03/2008,299.198,212.282,105.287,38.216,32.371,0.038,5.807,-56.587,-65.186,14.199,69.182,-74.782,0.0,-63.905,-73.894,0.0,0.0,0.0,-73.894,-73.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.989,-287.829,-231.46,3.734,,,-60.103,6.299,-66.402,0.0,11.818,-40.718,,,
08/02/2008,-111.278,150.233,119.619,140.128,52.005,14.381,73.742,-521.258,11.951,-162.142,26.999,-398.066,0.0,-4459.522,-94.769,0.0,0.0,0.0,-94.769,-94.769,0.0,0.0,0.0,0.0,-4381.78,0.0,-4381.78,0.0,17.027,3625.278,0.0,3571.89,,,53.388,66.8,-13.412,0.0,-0.764,-946.286,,,
11/01/2008,977.186,156.703,171.684,127.749,43.828,4.771,79.15,521.05,-143.938,77.858,139.714,447.416,0.0,-75.145,-75.114,0.0,0.0,0.0,-75.114,-75.114,0.0,0.0,0.0,0.0,-0.031,0.0,-0.031,0.0,0.0,-181.994,0.0,-241.257,,,59.263,62.657,-3.394,0.0,-90.791,629.256,,,
01/31/2009,520.724,286.046,152.321,129.241,46.599,14.18,68.462,-46.884,262.268,247.248,-243.125,-313.275,0.0,-134.552,-134.552,0.0,0.0,0.0,-134.552,-134.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-649.413,0.0,-666.077,,,16.664,18.417,-1.753,0.0,9.315,-253.926,,,
05/02/2009,438.234,142.964,134.362,-17.283,35.337,-11.385,-41.235,178.191,80.551,74.49,-7.621,30.771,0.0,-53.717,-53.717,0.0,0.0,0.0,-53.717,-53.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-288.986,-58.978,-237.303,,,7.295,8.578,-1.283,0.0,9.056,104.587,,,
08/01/2009,259.73,92.411,137.397,106.315,55.221,11.385,39.709,-76.393,45.333,-95.428,45.878,-72.176,0.0,-76.148,-76.148,0.0,0.0,0.0,-76.148,-76.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-321.947,-59.07,-276.845,,,13.968,36.76,-22.792,0.0,33.446,-104.919,,,
10/31/2009,889.323,269.381,139.571,70.8,39.82,-38.028,69.008,409.571,-102.812,181.873,91.495,239.015,0.0,-61.284,-61.284,0.0,0.0,0.0,-61.284,-61.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-453.756,-59.275,-417.058,,,22.577,26.884,-4.307,0.0,27.422,401.705,,,
01/30/2010,496.921,233.915,141.111,-106.851,35.55,-51.725,-90.676,228.746,106.065,83.665,-89.387,128.403,0.0,-122.079,-122.079,0.0,0.0,0.0,-122.079,-122.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.409,-59.551,1.74,,,85.22,87.499,-2.279,0.0,-21.579,380.672,,,
05/01/2010,192.847,188.77,125.411,56.855,32.58,14.641,9.634,-178.189,11.625,-26.748,-50.833,-112.233,0.0,-48.993,-48.993,0.0,0.0,0.0,-48.993,-48.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.416,-65.238,24.763,,,15.059,18.189,-3.13,0.0,-0.867,117.571,,,
07/31/2010,52.579,129.756,122.554,93.956,37.049,-8.432,65.339,-293.687,4.368,-226.463,131.416,-203.008,0.0,-140.996,-101.726,0.0,0.0,0.0,-101.726,-101.726,0.0,0.0,0.0,0.0,-39.27,0.0,-39.27,0.0,0.0,-558.387,-64.862,-42.201,,,-105.361,20.254,-125.615,-345.963,-14.626,-661.43,,,
10/30/2010,758.662,288.68,123.314,161.446,39.58,146.296,-24.43,185.222,-161.637,119.079,71.33,156.45,0.0,-94.878,-95.083,0.0,0.0,0.0,-95.083,-95.083,0.0,0.0,0.0,0.0,0.205,0.0,0.205,0.0,0.0,-189.526,-64.756,41.405,,,-151.543,5.425,-156.968,-14.632,23.503,497.761,,,
01/29/2011,442.403,274.742,127.584,94.741,37.67,20.125,36.946,-54.664,49.988,87.682,-88.608,-103.726,,-187.088,-163.087,0.0,0.0,0.0,-163.087,-163.087,0.0,0.0,0.0,0.0,-24.001,0.0,-24.001,0.0,0.0,-165.077,-63.89,-29.879,,,-71.308,41.561,-112.869,0.0,1.298,91.536,,,
04/30/2011,210.266,198.245,121.843,71.585,35.009,28.079,8.497,-181.407,48.929,-148.738,20.861,-102.459,0.0,-62.617,-62.617,0.0,0.0,0.0,-62.617,-62.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.685,-70.936,-496.495,,,-143.254,5.223,-148.477,0.0,34.294,-528.742,,,
07/30/2011,91.898,176.438,123.193,85.947,45.519,26.091,14.337,-293.68,10.028,-127.911,24.933,-200.73,0.0,-101.532,-101.532,0.0,0.0,0.0,-101.532,-101.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.191,-69.707,170.964,,,-189.448,27.278,-216.726,0.0,-11.566,-109.391,,,
10/29/2011,793.468,326.38,115.597,112.43,35.521,73.158,3.751,239.061,-177.877,130.626,57.68,228.632,,-79.591,-79.591,0.0,0.0,0.0,-79.591,-79.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-468.065,-68.961,-249.731,,,-145.782,1.511,-147.293,-3.591,-8.572,237.24,,,
01/28/2012,480.843,283.593,121.423,-34.134,33.968,-120.622,52.52,109.961,45.25,63.68,-79.797,80.828,0.0,-139.914,-139.914,0.0,0.0,0.0,-139.914,-139.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.153,-68.332,56.474,,,-74.886,41.659,-116.545,-6.409,-43.991,203.785,,,
04/28/2012,146.857,187.059,116.53,51.027,30.909,10.689,9.429,-207.759,81.112,-64.498,-30.234,-194.139,,-52.077,-52.077,0.0,0.0,0.0,-52.077,-52.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161.365,-74.749,5.317,,,-91.245,4.68,-95.925,-0.688,6.957,-59.628,,,
07/28/2012,109.923,120.429,115.078,25.181,32.042,-1.982,-4.879,-150.765,62.88,-158.374,71.804,-127.075,,-74.143,-74.143,0.0,0.0,0.0,-74.143,-74.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-217.226,-73.796,16.841,,,-156.31,19.758,-176.068,-3.961,-38.409,-219.855,,,
10/27/2012,638.606,-596.25,130.698,849.882,27.276,60.208,762.398,254.276,-133.37,182.778,-10.382,215.25,,-70.384,-68.443,9.5,9.5,0.0,-77.943,-77.943,0.0,0.0,0.0,0.0,-1.941,0.0,-1.941,0.0,0.0,-559.016,-73.137,-375.43,,,-109.447,1.78,-111.227,-1.002,26.812,36.018,,,
02/02/2013,323.802,78.056,125.007,226.271,27.401,43.233,155.637,-105.532,112.006,127.34,-291.451,-53.427,,-145.411,-145.411,0.0,0.0,0.0,-145.411,-145.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.342,-72.465,955.561,,,-65.755,23.96,-89.715,-691.999,9.885,313.618,,,
05/04/2013,347.569,169.927,113.941,31.557,26.277,7.636,-2.356,32.144,43.085,-103.531,173.555,-80.965,0.0,-75.394,-41.096,0.0,0.0,0.0,-41.096,-41.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.298,-157.838,-78.756,-16.923,,,-62.07,4.822,-66.892,-0.089,-12.011,102.326,,,
08/03/2013,-0.004,102.531,114.836,-3.957,18.911,7.543,-30.411,-213.414,33.428,-137.957,-32.161,-76.724,,-74.552,-74.552,8.367,8.367,0.0,-82.919,-82.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161.741,-78.161,-1.939,,,-81.634,49.946,-131.58,-0.007,-8.282,-244.579,,,
11/02/2013,527.574,135.228,113.122,97.247,14.761,26.677,55.809,181.977,-158.018,103.089,61.806,175.1,,-163.083,-75.715,4.482,4.482,0.0,-80.197,-80.197,0.0,0.0,0.0,0.0,-87.368,-12.736,-74.632,0.0,0.0,-168.649,-78.022,10.613,,,-101.24,3.542,-104.782,0.0,3.985,199.827,,,
02/01/2014,233.147,212.383,116.319,61.272,18.543,62.93,-20.201,-156.827,27.087,57.269,-94.808,-146.375,,-166.516,-166.516,0.501,0.501,0.0,-167.017,-167.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-953.821,-77.582,-864.165,,,-12.074,25.087,-37.161,0.0,-3.581,-890.771,,,
05/03/2014,359.0,96.0,117.0,51.0,21.0,-7.0,37.0,95.0,12.0,0.0,76.0,7.0,0.0,2.0,-48.0,0.0,0.0,0.0,-48.0,-48.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,-73.0,-77.0,74.0,,,-70.0,0.0,-70.0,0.0,4.0,292.0,,,
08/02/2014,-55.0,82.0,113.0,2.0,16.0,-4.0,-10.0,-252.0,1.0,-219.0,87.0,-121.0,0.0,-126.0,-58.0,3.0,3.0,0.0,-61.0,-61.0,0.0,0.0,0.0,0.0,-68.0,50.0,-68.0,-50.0,0.0,-188.0,-77.0,-75.0,,,-36.0,20.0,-56.0,0.0,-6.0,-375.0,,,
11/01/2014,604.0,217.0,116.0,-3.0,14.0,-10.0,-7.0,274.0,-164.0,147.0,58.0,233.0,0.0,-83.0,-92.0,0.0,0.0,0.0,-92.0,-92.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,-158.0,-76.0,-25.0,,,-57.0,0.0,-57.0,0.0,-11.0,352.0,,,
