Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,720,839.0,-31,-339,1189.0,,,,,,,,,,,,,,,,,
06/30/1990,,772,876.0,-752,317,1213.0,,,,,,,,,,,,,,,,,
09/30/1990,,803,1069.0,771,-1189,1454.0,,,,,,,,,,,,,,,,,
12/31/1990,,809,937.0,-37,870,2579.0,,,,,,,,,,,,,,,,,
03/31/1991,,712,852.0,115,-722,957.0,,,,,,,,,,,,,,,,,
06/30/1991,,828,810.0,-230,-531,877.0,,,,,,,,,,,,,,,,,
09/30/1991,,-1799,1053.0,2509,233,1996.0,,,,,,,,,,,,,,,,,
12/31/1991,,781,853.0,356,195,2185.0,,,,,,,,,,,,,,,,,
03/31/1992,,883,885.0,-477,183,1474.0,,,,,,,,,,,,,,,,,
06/30/1992,,961,872.0,-120,44,1757.0,,,,,,,,,,,,,,,,,
09/30/1992,,963,888.0,682,-357,2176.0,,,,,,,,,,,,,,,,,
12/31/1992,,1000,895.0,106,466,2467.0,,,,,,,,,,,,,,,2467.0,,
03/31/1993,,-8686,893.0,9657,126,1990.0,,,,,,,,,,,,,,,,,
06/30/1993,,982,883.0,-968,248,1145.0,,,,,,,,,,,,,,,,,
09/30/1993,,1022,1167.0,-527,216,1878.0,,,,,,,,,,,,,,,,,
12/31/1993,,776,1139.0,3643,-3147,2411.0,,,,,,,,,,,,,,,2411.0,,
03/31/1994,,1074,1009.0,-194,389,2278.0,,,,,,,,,,,,,,,,,
06/30/1994,,1248,938.0,-641,-114,1431.0,,,,,,,,,,,,,,,,,
09/30/1994,,1148,1174.0,1026,-492,2856.0,,,,,,,,,,,,,,,,,
12/31/1994,,1338,918.0,-72,207,2391.0,,,,,,,,,,,,,,,2391.0,,
03/31/1995,,1198,620.0,-9,-113,1696.0,,,-498.0,,,,,,,,,,,,,,
06/30/1995,,1355,635.0,-139,127,1978.0,,,-1021.0,,,,,,,,,,,,,,
09/30/1995,,262,646.0,1801,136,2845.0,,,-1047.0,,,,,,,,,,,,,,
12/31/1995,,-2676,685.0,2167,741,917.0,-2050.0,,-2050.0,,,,,,,,,,,,-1133.0,,
03/31/1996,,1362,655.0,20,-273,1764.0,,19.0,-896.0,,,,,,,,,,,,,,
06/30/1996,,1491,655.0,-1043,64,1167.0,,20.0,-1491.0,,,,,,,,,,,,,,
09/30/1996,,1432,734.0,629,417,3212.0,,39.0,-1724.0,,,,,,,,,,,,,,
12/31/1996,,1623,696.0,-2260,78,137.0,-2156.0,67.0,-2223.0,,,,,,,,,,,,-2019.0,,
03/31/1997,,1126,930.0,-72,-228,1756.0,-405.0,30.0,-1385.0,-188.0,624.0,514.0,-1070.0,-535.0,-526.0,25.0,-31.0,39.0,-18.0,-24.0,281.0,,
06/30/1997,,959,911.0,177,-733,1314.0,-1672.0,18.0,-1557.0,-944.0,,811.0,143.0,-535.0,1088.0,0.0,-433.0,49.0,0.0,-26.0,-215.0,,
09/30/1997,,1164,1086.0,644,-279,2615.0,-1360.0,30.0,-2146.0,-54.0,0.0,810.0,-1149.0,-535.0,-436.0,0.0,-192.0,0.0,-81.0,95.0,106.0,,
12/31/1997,,1334,1055.0,-678,1021,2732.0,-3318.0,91.0,-2516.0,0.0,97.0,-990.0,536.0,-537.0,988.0,0.0,-106.0,182.0,0.0,9.0,-50.0,,
03/31/1998,,1295,1016.0,-10,-474,1827.0,604.0,23.0,-1439.0,0.0,0.0,2020.0,-2345.0,-536.0,-1627.0,0.0,-29.0,0.0,-262.0,109.0,86.0,,
06/30/1998,,1129,1063.0,769,-990,1971.0,8146.0,22.0,-1468.0,0.0,0.0,9592.0,-2593.0,-536.0,-1399.0,0.0,-672.0,18.0,,-4.0,7524.0,,
09/30/1998,,1986,1309.0,221,-381,3135.0,-1785.0,11.0,-2072.0,0.0,0.0,276.0,-5088.0,-536.0,-4.0,17.0,-1529.0,0.0,-2941.0,-95.0,-3738.0,,
12/31/1998,,1988,1241.0,-1048,1195,3376.0,-3383.0,48.0,-2838.0,0.0,6403.0,-6996.0,-1023.0,-579.0,-3.0,0.0,-380.0,0.0,-104.0,43.0,-1030.0,,
03/31/1999,,1018,1488.0,1064,-2824,746.0,-6891.0,16.0,-1913.0,0.0,0.0,-4994.0,4448.0,-615.0,1834.0,7948.0,-493.0,0.0,-4344.0,118.0,-1697.0,,
