Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/1984,,,,,,,,,,,14.96875,,
06/30/1984,,,,,,,,,,,15.09375,,
09/30/1984,,,,,,,,,,,17.4375,,
12/31/1984,,,,,,,,,,,18.5625,,
03/31/1985,,,,,,,,,,,20.0,,
06/30/1985,,,,,,,,,,,22.3125,,
09/30/1985,,,,,,,,,,,19.5,,
12/31/1985,,,,,,,,,,,24.4375,,
03/31/1986,,,,,,,,,,,29.53125,,
06/30/1986,,,,,,,,,,,33.75,,
09/30/1986,,,,,,,,,,,31.0,,
12/31/1986,,,,,,,,,,,32.25,,
03/31/1987,,,,,,,,,,,33.1875,,
06/30/1987,,,,,,,,,,,35.0625,,
09/30/1987,,,,,,,,,,,38.375,,
12/31/1987,,,,,,,,,,,32.125,,
03/31/1988,,,,,,,,,,,32.1875,,
06/30/1988,,,,,,,,,,,33.5,,
09/30/1988,,,,,,,,,,,33.0,,
12/31/1988,,,,,,,,,,,33.0625,,
03/31/1989,,,,,,,,,,,35.375,,
06/30/1989,,,,,,,,,,,39.375,,
09/30/1989,,,,,,,,,,,40.3125,,
12/31/1989,,,,,,,,,,,45.5,,
03/31/1990,1.770642,23754.036003,23754.036003,23754.036003,,,,,,,40.8125,23995.399942,
06/30/1990,1.789517,24481.637108,25544.640387,23670.559204,,,,,,,41.125,24223.787529,
09/30/1990,1.513708,22658.539459,24536.189663,21411.991776,,,,,,,35.125,22000.498352,
12/31/1990,1.555813,22216.795636,23165.333214,21414.127087,1.039809,4.911969,,1.658058,5.175118,11.177104,35.5625,22525.218858,
03/31/1991,1.572704,22760.697898,23564.265731,21773.310775,1.059181,4.979337,,1.690724,5.265554,11.498139,36.25,23027.323059,
06/30/1991,1.534144,22702.641259,23253.516689,22197.946415,1.053981,4.938213,,1.688624,5.210756,11.419816,35.6875,22853.335102,
09/30/1991,1.640345,23465.421065,23989.60759,22836.294216,1.153941,5.300263,,1.78984,5.562484,11.879296,38.5,24002.118118,
12/31/1991,1.803826,23904.545007,24627.345592,23469.678869,1.232415,5.029151,,1.867079,6.165709,15.356387,40.375,24699.213041,
03/31/1992,1.568561,23414.858541,24956.950842,22472.234346,1.100224,4.083563,,1.729151,5.554799,13.699352,35.5625,22669.688278,
06/30/1992,1.713088,23668.00126,24362.103416,22260.75219,1.230587,4.393224,,1.87407,5.821555,14.294784,39.375,24425.497791,
09/30/1992,1.767704,25173.69114,25836.701586,24362.103416,1.285304,4.574078,,1.915859,5.899824,14.462328,41.125,25071.890526,
12/31/1992,1.784029,25233.169824,26205.526493,24479.309999,1.308949,4.911142,,1.953331,5.092868,10.166595,41.9375,25696.067495,
03/31/1993,1.950718,26322.904011,27555.14571,25327.456475,1.434679,5.623875,,2.080737,5.396739,10.72059,46.125,27543.338566,
06/30/1993,1.968822,26348.173607,27374.794733,25174.482101,1.401189,5.526442,,2.104306,5.476237,10.861211,45.25,28024.097107,
09/30/1993,1.982043,28118.167542,29471.938324,27125.417286,1.421141,5.559863,,2.110994,5.475664,10.814889,45.875,28125.200954,
12/31/1993,1.978167,26740.883166,28328.410599,25818.057495,1.235825,4.533831,,1.985215,9.283075,79.860057,40.125,26617.360926,
03/31/1994,1.68103,25904.797538,27622.430089,24135.533081,1.068512,3.831506,,1.812842,8.55661,93.194284,34.5,24221.19664,
06/30/1994,1.869757,25134.237057,26255.865696,23824.369324,1.182282,4.34659,,1.939924,11.074507,,37.875,25816.891979,
09/30/1994,1.896478,25898.26393,26709.980621,25028.872589,1.207751,4.577862,,1.976441,11.554432,,38.5,26303.66581,
12/31/1994,1.814062,26153.178507,26831.028328,25280.258087,1.159373,4.174144,,1.904543,5.917388,15.43234,36.75,25342.989248,
03/31/1995,2.008447,26120.682185,27302.125298,25069.31308,1.244755,4.676146,,2.049094,6.423361,16.936623,39.5,27432.248375,
06/30/1995,2.956919,27909.722191,28922.455997,26829.280052,1.256807,4.742896,,1.993864,5.980578,14.338555,40.25,27059.721931,
09/30/1995,3.545184,28896.932318,30636.902241,27419.234367,1.507239,5.279065,,2.29891,6.805445,15.971155,47.75,30987.234863,
12/31/1995,3.841291,31122.580871,34828.053818,29732.840981,1.72192,6.335894,108.078538,2.549409,7.336269,16.336716,54.0,34179.676424,
03/31/1996,3.443918,33932.430676,37161.421509,32216.904259,1.611387,5.858822,78.765141,2.460992,7.274999,16.736178,49.875,32747.678806,
06/30/1996,3.177151,31951.898079,34095.49828,30568.843815,1.550688,6.026401,86.853316,2.421879,6.690409,14.176978,47.5,32106.602112,
09/30/1996,2.824657,30863.993449,32377.128201,29806.582367,1.409325,5.607412,79.511286,2.257123,6.182895,12.723602,43.5,30340.701355,
12/31/1996,3.000332,31162.713914,33583.429752,29997.594543,1.565732,5.718385,36.337077,2.421037,6.371454,12.465898,48.125,32572.145897,
03/31/1997,2.915786,33378.417829,34805.498108,31251.818871,1.47972,5.799062,50.466706,2.369852,6.309496,12.315659,45.5,31996.083481,
06/30/1997,3.657879,34613.676977,38049.191162,31000.514511,1.866032,6.833564,41.569739,2.687981,7.172759,13.665086,57.5625,36473.480595,
