Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,824.317993,824.317993,,,0.0,0.0,0.0,,-267.04599,267.045998,161.947998,105.098,0.0,,,,557.272003,-284.796997,61.195999,100.844002,36.723999,86.032997,272.475006,-37.164999,,,1.944,,57.271999,55.106998,-1.014,3.179,-18.163,235.310007,-89.905998,145.404007,0.0,,,145.404009,0.0,145.404007,-4.463,,140.941007,140.941007,,160.735992,0.9,0.9,0.9,160.735992,0.9,0.9,0.9,
12/31/1992,663.023987,663.023987,,,0.0,0.0,0.0,,-210.634003,210.634003,130.753006,79.880997,0.0,,,,452.389984,-308.359009,90.171997,97.105003,30.054001,91.028,144.031006,-34.596001,,,2.656,,57.193001,54.313999,-2.95,5.829,-19.941,109.435005,-38.585999,70.848999,0.0,,,70.849006,0.0,70.848999,-0.342,,70.506999,70.506999,,160.740006,0.46,0.46,0.46,160.740006,0.46,0.46,0.46,
03/31/1993,707.484985,707.484985,,,0.0,0.0,0.0,,-204.320999,204.321007,126.619003,77.702003,0.0,,,,503.163986,-321.255005,63.534,103.280998,33.902,120.538002,181.908997,-35.223001,,,1.665,,58.777,54.222,-1.094,5.649,-21.889,146.685996,-52.688,93.998001,0.0,,,93.997996,0.0,93.998001,-2.402,,91.596001,91.596001,,160.737,0.57,0.57,0.57,160.737,0.57,0.57,0.57,
06/30/1993,674.591003,674.591003,,,0.0,0.0,0.0,,-204.582001,204.582001,122.209999,82.372002,0.0,,,,470.009003,-329.303986,65.022003,103.850998,33.470001,126.960999,140.705002,-35.122999,,,2.246,,54.189999,52.497002,-1.438,3.131,-16.820999,105.582002,-35.598,69.984001,0.0,,,69.984003,0.0,69.984001,-2.402,,67.582001,67.582001,,160.737,0.42,0.42,0.42,160.737,0.42,0.42,0.42,
09/30/1993,854.75,854.75,,,0.0,0.0,0.0,,-264.595001,264.595001,152.354004,112.240997,0.0,,,,590.154999,-349.394989,45.386002,99.848999,37.346001,166.813995,240.759995,-38.062999,,,2.52,,53.827999,51.693001,-1.732,3.867,-13.245,202.696995,-84.055,118.641998,0.0,,,118.641995,0.0,118.641998,-2.402,,116.239998,116.239998,,160.737,0.72,0.72,0.72,160.737,0.72,0.72,0.72,
12/31/1993,658.557007,658.557007,,,0.0,0.0,0.0,,-218.960007,218.959999,123.182999,95.777,0.0,,,,439.597,-345.283997,61.507,106.665001,38.153,138.959,94.313004,-13.073002,,,2.568,,48.845001,46.77,-1.697,3.772,-33.203999,81.240002,-17.368,63.872002,0.0,,,63.872002,0.0,63.872002,-2.403,,61.469002,61.469002,,160.737,0.39,0.39,0.39,160.737,0.39,0.39,0.39,
03/31/1994,744.460999,744.460999,,,0.0,0.0,0.0,,-241.453003,241.453003,129.912003,111.541,0.0,,,,503.007996,-322.483002,46.959,105.056999,35.436001,135.031006,180.524994,-37.786,,,2.263,,50.396,47.375999,-1.231,4.251,-10.347,142.738994,-53.915001,88.823997,0.0,,,88.823993,0.0,88.823997,-2.402,,86.421998,86.421998,,150.820007,0.57,0.57,0.57,150.820007,0.57,0.57,0.57,
06/30/1994,687.309998,687.309998,,,0.0,0.0,0.0,,-227.319,227.319,121.504997,105.814003,0.0,,,,459.990997,-349.748993,63.777,109.144997,36.831001,139.996002,110.241997,-27.121001,,,1.838,,49.074001,46.589001,-1.001,3.486,-20.115,83.120995,-24.906,58.215,0.0,,,58.214995,0.0,58.215,-2.402,,55.813,55.813,,151.057007,0.37,0.37,0.37,151.057007,0.37,0.37,0.37,
09/30/1994,805.552002,805.552002,,,0.0,0.0,0.0,,-229.175003,229.175003,126.692001,102.483002,0.0,,,,576.376999,-338.14801,38.719002,97.025002,36.997002,165.406998,238.229004,-38.429001,,,1.66,,50.402,45.827999,-1.081,5.655,-10.313,199.800003,-79.546997,120.252998,0.0,,,120.253006,0.0,120.252998,-2.402,,117.850998,117.850998,,149.416,0.79,0.79,0.79,149.416,0.79,0.79,0.79,
12/31/1994,639.265991,639.265991,,,0.0,0.0,0.0,,-188.320007,188.32,93.858002,94.461998,0.0,,,,450.945984,-337.087006,57.278,86.508003,29.275999,164.024994,113.859001,-37.242,,,0.313,,46.695,44.098,-0.13,2.727,-9.14,76.617001,-30.742001,45.875,0.0,,,45.875,0.0,45.875,-2.403,,43.472,43.472,,147.203995,0.3,0.3,0.3,147.203995,0.3,0.3,0.3,
03/31/1995,728.237976,728.237976,,,0.0,0.0,0.0,,-204.455002,204.454994,110.795998,93.658997,0.0,,,,523.782974,-326.108002,40.755001,90.275002,38.919998,156.158005,197.675003,-41.516,,,0.913,,51.257,46.592999,-1.364,6.028,-8.828,156.159003,-58.125999,98.032997,0.0,,,98.033004,0.0,98.032997,-2.402,,95.630997,95.630997,,147.270004,0.65,0.65,0.65,147.270004,0.65,0.65,0.65,
06/30/1995,681.965027,681.965027,,,0.0,0.0,0.0,,-232.459,232.459,127.321999,105.137001,0.0,,,,449.506027,-323.138,57.353001,90.896004,35.279999,139.608994,126.367996,-40.670999,,,0.984,,50.813999,47.248001,-1.445,5.011,-9.159,85.696997,-29.735001,55.962002,0.0,,,55.961997,0.0,55.962002,-2.402,,53.560002,53.560002,,147.182999,0.36,0.36,0.36,147.182999,0.36,0.36,0.36,
09/30/1995,875.5,875.5,,,0.0,0.0,0.0,,-273.997009,273.997002,163.459,110.538002,0.0,,,,601.502991,-307.639008,45.206001,91.415001,38.686001,132.332001,293.864014,-46.570999,,,0.774,,56.952999,46.993,-1.328,11.288,-9.608,247.293014,-95.388,151.904999,0.0,,,151.905014,0.0,151.904999,-2.402,,149.502999,149.502999,,146.160995,1.02,1.02,1.02,146.160995,1.02,1.02,1.02,
12/31/1995,720.849976,720.849976,,,0.0,0.0,0.0,,-228.841003,228.841004,128.235001,100.606003,0.0,,,,492.008973,-317.843994,53.271,91.941002,31.157,141.475006,174.164993,-50.027001,,,0.679,,49.151001,46.563,-0.981,3.569,1.555,124.137992,-57.433998,66.704002,0.0,,,66.703994,0.0,66.704002,-2.403,,64.301002,64.301002,,144.348999,0.45,0.45,0.45,144.348999,0.45,0.45,0.45,
03/31/1996,783.585022,783.585022,,,0.0,0.0,0.0,,-243.554993,243.554993,137.565994,105.988998,0.0,,,,540.030029,-308.506989,47.043999,92.477997,38.563999,130.421005,231.522995,-40.495001,,,1.035,,50.672001,44.675999,-0.916,6.912,-9.142,191.027994,-72.681999,118.346001,0.0,,,118.345995,0.0,118.346001,-2.402,,115.944001,115.944001,,143.625,0.81,0.81,0.81,143.625,0.81,0.81,0.81,
06/30/1996,685.968018,685.968018,,,0.0,0.0,0.0,,-218.643005,218.643005,112.955002,105.688004,0.0,,,,467.325012,-305.187012,44.619999,93.407997,34.091999,133.067001,162.138,-36.728001,,,1.187,,47.304001,43.353001,-1.042,4.993,-9.389,125.41,-62.754002,62.655998,0.0,,,62.655998,0.0,62.655998,-2.402,,60.253998,60.253998,,143.807999,0.42,0.42,0.42,143.807999,0.42,0.42,0.42,
09/30/1996,831.590027,831.590027,,,0.0,0.0,0.0,,-249.759995,249.76001,141.139008,108.621002,0.0,,,,581.830032,-335.582001,79.155998,94.282997,37.363998,124.778999,246.248001,-40.453999,,,0.004,,45.050999,42.408001,-1.19,3.833,-4.593,205.794002,-76.635002,129.158997,0.0,,,129.159,0.0,129.158997,-2.402,,126.756997,126.756997,,143.738007,0.88,0.88,0.88,143.738007,0.88,0.88,0.88,
12/31/1996,694.572021,694.572021,,,0.0,0.0,0.0,,-215.645996,215.645996,123.389999,92.255997,0.0,,,,478.926025,-334.984985,48.129002,106.758003,30.459,149.639008,143.940994,-18.98,,,-2.215,,42.342999,42.185001,-3.259,3.417,-25.577999,124.960994,-43.845001,81.115997,0.0,,,81.115993,0.0,81.115997,-2.403,,78.712997,78.712997,,143.315002,0.55,0.55,0.55,143.315002,0.55,0.55,0.55,
03/31/1997,716.083984,716.083984,,,0.0,0.0,0.0,,-214.886993,214.887009,133.268005,81.619003,0.0,,,,501.196991,-317.406006,,118.872002,35.006001,163.528,183.791,-43.586,,,0.061,,44.632,40.709999,-1.49,5.412,-0.985,140.205,-57.943001,82.262001,0.0,,,82.262,0.0,82.262001,-2.402,,79.860001,79.860001,,143.494995,0.56,0.56,0.67,143.494995,0.56,0.56,0.67,
06/30/1997,666.02301,666.02301,,,0.0,0.0,0.0,,-211.526993,211.527,118.982002,92.544998,0.0,,,,454.496017,-345.671997,,120.127998,33.519001,192.024994,108.823997,-34.738001,,,0.055,,44.018002,40.438,-1.325,4.905,-9.225,74.085996,-19.797001,54.289001,0.0,,,54.288995,0.0,54.289001,-0.741,,53.548001,53.548001,,143.475006,0.37,0.37,0.37,143.475006,0.37,0.37,0.37,
09/30/1997,906.841003,906.841003,,,0.0,0.0,0.0,,-265.765991,265.765999,145.524002,120.241997,0.0,,,,641.075012,-314.580994,,119.589996,36.761002,158.229996,326.493988,-48.241,,,0.002,,45.882,40.630001,-0.939,6.191,2.361,278.252988,-110.424004,167.828995,0.0,,,167.828984,0.0,167.828995,-2.167,,165.661995,165.661995,,143.800003,1.15,1.15,1.15,143.800003,1.15,1.15,1.15,
12/31/1997,735.140991,735.140991,,,0.0,0.0,0.0,,-229.384003,229.384002,136.494003,92.889999,0.0,,,,505.756988,-329.230988,,123.059998,34.192001,171.979004,176.526001,-47.037001,,,-0.118,,42.756001,41.689999,-1.169,2.235,4.163,129.489,-45.551998,83.936996,0.0,,,83.937002,0.0,83.936996,-0.742,,83.194996,83.194996,,143.804001,0.58,0.58,0.58,143.804001,0.58,0.58,0.58,
03/31/1998,752.296021,752.296021,,,0.0,0.0,0.0,,-229.143997,229.143997,143.802994,85.341003,0.0,,,,523.152023,-315.463989,,122.012001,34.880001,158.572006,207.688004,-62.034001,,,0.003,,44.021,42.821999,-1.411,2.61,18.016001,145.654003,-59.083,86.570999,0.0,,,86.571003,0.0,86.570999,-0.742,,85.828999,85.828999,,143.766006,0.6,0.6,0.6,143.766006,0.6,0.6,0.6,
06/30/1998,748.940979,736.151001,,,0.0,0.0,12.79,,-238.613998,238.613998,135.903,102.710999,0.0,,,,510.326981,-350.734009,,123.597,34.570999,192.565994,159.593002,-47.588,,,0.0,,45.23,43.998001,-1.487,2.719,2.358,112.005003,-46.535999,65.469002,0.0,,,65.469003,0.0,65.469002,-0.741,,64.728002,64.728002,,143.891998,0.45,0.45,0.45,143.891998,0.45,0.45,0.45,
09/30/1998,946.187988,946.187988,,,0.0,0.0,0.0,,-276.247986,276.248001,162.925003,113.322998,0.0,,,,669.940002,-306.85199,,121.376999,39.798,145.677002,363.088013,-55.636001,,,0.004,,43.379002,42.437,-2.108,3.05,12.261,307.452011,-121.428001,186.024002,0.0,,,186.02401,0.0,186.024002,-0.742,,185.282002,185.282002,,144.001007,1.29,1.29,1.29,144.276001,1.28,1.28,1.28,
12/31/1998,695.409973,695.409973,,,0.0,0.0,0.0,,-209.960007,209.959991,128.787994,81.171997,0.0,,,,485.449966,-330.449005,,120.111,32.255001,178.082993,155.001007,-63.379999,,,-0.01,,41.605999,40.644001,-1.815,2.777,21.764,91.621008,-30.447001,61.174,0.0,,,61.174007,0.0,61.174,-0.742,,60.432,60.432,,143.886002,0.42,0.42,0.42,143.886002,0.42,0.42,0.42,
03/31/1999,762.901978,738.559021,,,0.0,0.0,24.343,,-224.186005,224.186005,138.964005,85.222,0.0,,,,538.715973,-339.308014,,120.556,36.000999,182.751007,199.408005,-48.037,,,0.0,,43.334,42.401001,-1.828,2.761,4.703,151.371005,-59.159,92.211998,0.0,,,92.212005,0.0,92.211998,-0.742,,91.469998,91.469998,,144.292999,0.63,0.63,0.63,144.292999,0.63,0.63,0.63,
06/30/1999,762.822021,733.999023,,,0.0,0.0,28.823,,-239.878998,239.878998,142.917999,96.960999,0.0,,,,522.943024,-365.571991,,121.283997,34.668999,209.619003,157.371002,-50.050999,,,0.0,,44.070999,43.993,-2.964,3.042,5.98,107.320003,-44.160999,63.159,0.0,,,63.159004,0.0,63.159,-0.742,,62.417,62.417,,144.466003,0.43,0.43,0.43,144.466003,0.43,0.43,0.43,
09/30/1999,1024.756,947.233,,,48.041,0.0,29.482,,-320.459,282.433,161.495,120.938,38.026,,,,704.297,-395.334,,126.447,39.419,229.468,308.963,-60.896,,,0.0,2.303,46.01,45.926,-2.976,3.06,17.189,248.067,-100.955,147.112,0.0,,,147.112,0.0,147.112,-0.742,,146.37,146.37,,151.581,0.97,0.97,1.11,151.581,0.97,0.97,1.11,
12/31/1999,806.14502,719.054993,,,49.872002,0.0,37.217999,,-228.716003,200.266998,137.962997,62.304001,28.448999,,,,577.429016,-402.627991,,127.383003,32.652,242.593002,174.800995,-41.625,,,0.0,,46.049,48.355999,-3.742,1.435,-4.424,133.175995,-54.146,79.029999,0.0,,,79.029995,0.0,79.029999,-0.741,,78.288999,78.288999,,152.904999,0.51,0.51,0.51,152.904999,0.51,0.51,0.51,
03/31/2000,877.14,779.908,,,72.098,0.0,25.134,,-274.544,230.646,160.387,70.259,43.898,,,,602.596,-417.486,,132.489,37.334,247.663,185.11,-43.651,,,0.0,3.263,50.467,50.072,-4.606,5.001,-3.553,141.459,-56.198,85.261,0.0,,,85.261,0.0,85.261,0.0,0.0,85.261,85.261,,153.054,0.56,0.56,0.56,153.054,0.56,0.56,0.56,
06/30/2000,887.748,773.914,,,75.35,0.0,38.484,,-281.904,222.068,137.001,85.067,59.836,,,,605.844,-396.216,,136.949,35.511,223.756,209.628,-51.734,,,0.0,2.048,52.807,54.851,-6.323,4.279,0.975,157.894,-50.434,107.46,0.0,,,107.46,0.0,107.46,0.0,,107.46,107.46,,153.311,0.7,0.7,0.7,153.311,0.7,0.7,0.7,
09/30/2000,1064.908,919.547,,,75.645,0.0,69.716,,-335.998,273.262,175.09,98.172,62.736,,,,728.91,-451.609,,137.183,39.884,274.542,277.301,168.273,,,0.0,2.687,51.067,50.703,-4.728,5.092,-216.653,445.574,-148.493,297.081,0.0,,,297.081,0.0,297.081,0.0,,297.081,297.081,,153.324,1.94,1.94,1.15,153.324,1.93,1.93,1.14,
12/31/2000,1265.229,1068.064,,,101.406,0.0,95.759,,-410.186,325.754,214.276,111.478,84.432,,,,855.043,-831.371,,339.748,52.665,438.958,23.672,-87.465,,,0.0,,107.944,81.868,-5.011,31.087,-20.479,-63.793,52.35,-11.443,0.0,,,-11.443,0.0,-11.443,0.0,,-11.443,-11.443,,168.899,-0.07,-0.07,0.63,168.899,-0.07,-0.07,0.63,
03/31/2001,1908.09,1632.048,,,138.573,0.0,137.469,,-696.997,587.404,369.856,217.548,109.593,,,,1211.093,-901.238,,313.164,99.646,488.428,309.855,-146.799,,,0.0,9.943,159.665,126.443,-3.479,36.701,-2.923,163.056,-9.053,154.003,0.0,,,154.003,0.0,154.003,0.0,0.0,154.003,154.003,,199.799,0.77,0.77,0.77,199.799,0.77,0.77,0.77,
06/30/2001,2315.643,1565.947,,,68.575,0.0,681.121,,-647.348,590.164,378.288,211.876,57.184,,,,1668.295,-1384.22,,264.131,93.945,1026.144,284.075,-198.07,,,0.0,7.172,192.14,156.063,-1.873,37.95,13.102,86.005,25.697,111.702,0.0,,,111.702,0.0,111.702,0.0,0.0,111.702,111.702,,200.043,0.56,0.56,0.74,200.043,0.56,0.56,0.74,
09/30/2001,2330.547,1879.934,,,51.671,0.0,398.942,,-751.385,715.103,446.309,268.794,36.282,,,,1579.162,-1125.644,,268.475,105.125,752.044,453.518,-143.618,,,0.0,3.018,163.36,152.505,-4.206,15.061,-16.724,309.9,56.543,366.443,0.0,,,366.443,0.0,366.443,0.0,0.0,366.443,366.443,,205.866,1.78,1.78,1.34,205.866,1.77,1.77,1.34,
12/31/2001,1907.179,1478.632,,,62.566,0.0,365.981,,-575.797,535.405,365.545,169.86,40.392,,,,1331.382,-1135.055,0.0,244.408,85.108,805.539,196.327,-365.321,,,0.0,2.073,169.648,157.466,-8.461,20.643,197.746,-168.994,78.456,-90.538,0.0,,,-90.538,0.0,-90.538,0.0,0.0,-90.538,-90.538,,212.866,-0.43,-0.43,0.46,212.866,-0.43,-0.43,0.46,
03/31/2002,1787.302,1497.923,,,86.105,0.0,289.379,,-555.467,555.467,366.849,188.618,52.923,,,,1231.835,-972.518,,216.612,97.195,658.711,259.317,-170.371,,,0.0,2.063,169.375,169.375,,,3.059,88.946,35.116,124.062,-8.465,,,132.527,0.0,132.527,0.0,,132.527,132.527,,212.979,0.62,0.58,0.73,212.979,0.62,0.58,0.73,
06/30/2002,1958.855,1600.581,,,64.498,0.0,358.274,,-596.929,596.929,372.244,224.685,49.849,,,,1361.926,-1056.638,,215.279,94.436,746.923,305.288,-167.196,,,0.0,6.239,171.05,176.355,-5.305,0.0,2.385,138.092,-16.159,121.933,1.313,,,120.62,0.0,120.62,0.0,,120.62,120.62,,215.007,0.56,0.57,0.83,215.007,0.56,0.56,0.83,
09/30/2002,2312.379,1908.817,,,60.568,0.0,403.562,,-718.068,718.068,448.96,269.108,47.505,,,,1594.311,-1089.105,,234.485,104.989,749.631,505.206,-457.516,,,0.0,3.002,141.618,142.242,-0.624,0.0,318.9,47.69,109.383,157.073,5.139,,,151.934,0.0,151.934,0.0,,151.934,151.934,,216.079,0.71,0.72,1.53,217.049,0.7,0.71,1.53,
12/31/2002,2032.463989,1593.678955,,,0.0,0.0,438.785004,,-577.536011,577.535995,397.946991,179.589005,0.0,,,,1454.927979,-1150.739014,0.0,271.623993,89.379997,789.734985,304.188995,-184.917,,,0.0,,150.957001,153.028,-2.071,0.0,33.959999,119.271996,29.66,148.932007,26.013,,,122.918995,0.0,122.918999,0.0,0.0,122.918999,122.918999,,224.807007,0.55,0.66,0.71,224.807007,0.55,0.66,0.71,
03/31/2003,2016.004,1653.887,,,,0.0,362.117,,-614.364,614.364,411.622,202.742,0.0,,,,1401.64,-1042.7,334.313,220.088,102.832,719.78,358.94,-153.045,,,0.0,2.767,153.362,156.248,-2.886,0.0,2.45,205.895,-9.029,196.866,-11.29,,,208.156,0.0,208.156,0.0,,208.156,208.156,,233.438,0.89,0.84,0.79,233.438,0.89,0.84,0.79,
06/30/2003,2050.0,1583.0,,,,0.0,467.0,,-604.0,604.0,394.0,210.0,,,,,1446.0,-1172.0,364.766,260.0,94.0,818.0,274.0,-163.0,,,,3.531,157.0,159.0,-2.0,0.0,9.531,111.0,43.0,154.0,-3.0,,,157.0,0.0,157.0,0.0,0.0,157.0,157.0,,236.057,0.65,0.64,0.67,237.201,0.64,0.63,0.67,
09/30/2003,2440.766,1914.004,,,,0.0,526.762,,-743.234,743.234,488.607,254.627,,,,,1697.532,-1218.016,,265.469,107.222,845.325,479.516,-144.975,,,0.0,,144.074,146.006,-1.932,0.0,0.901,334.541,3.112,337.653,18.691,,,318.962,0.0,318.962,0.0,,318.962,318.962,,239.025,1.34,1.42,1.42,239.025,1.34,1.42,1.42,
12/31/2003,2164.0,1590.0,,,,0.0,574.0,,-596.0,596.0,401.0,195.0,,,,,1568.0,-1308.0,,264.0,101.0,943.0,260.0,-208.0,,,0.0,,170.0,170.0,0.0,0.0,38.0,52.0,75.0,127.0,25.0,,,102.0,0.0,102.0,0.0,,102.0,102.0,,240.345,0.42,0.52,0.82,240.345,0.42,0.52,0.82,
03/31/2004,2006.0,1685.0,,,,0.0,321.0,,-676.0,676.0,493.0,183.0,,,,,1330.0,-1052.0,,243.0,105.0,704.0,278.0,-180.0,,,2.0,2.0,160.0,161.0,-1.0,0.0,24.0,98.0,2.0,100.0,-9.0,,,109.0,-1.0,108.0,0.0,0.0,108.0,108.0,,241.0,0.45,0.41,0.6,242.0,0.45,0.41,0.6,
06/30/2004,2123.0,1721.0,,,,0.0,402.0,,-687.0,687.0,468.0,219.0,,,,,1436.0,-1149.0,,249.0,109.0,791.0,287.0,-154.0,,,2.0,4.0,155.0,157.0,-2.0,0.0,5.0,133.0,12.0,145.0,-8.0,,,153.0,1.0,154.0,0.0,0.0,154.0,154.0,,242.0,0.63,0.6,0.76,243.0,0.63,0.6,0.76,
09/30/2004,2470.0,2043.0,,,,0.0,427.0,,-825.0,825.0,556.0,269.0,,,,,1645.0,-1082.0,,260.0,114.0,708.0,563.0,-123.0,,,0.0,3.0,154.0,0.0,-2.0,156.0,-28.0,440.0,-154.0,286.0,-11.0,,,297.0,6.0,303.0,0.0,0.0,303.0,303.0,,243.0,1.25,1.2,0.96,243.0,1.24,1.19,0.9,
12/31/2004,2008.0,1704.0,,,0.0,0.0,304.0,,-691.0,691.0,494.0,197.0,0.0,,,,1317.0,-1073.0,,294.0,97.0,682.0,244.0,-95.0,,,8.0,5.0,161.0,162.0,-1.0,0.0,-53.0,149.0,43.0,184.0,1.0,,,191.0,11.0,194.0,0.0,0.0,194.0,194.0,,243.0,0.8,0.81,0.62,243.0,0.8,0.81,0.62,
