Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1993,31.392,,,-9.471,,21.921,,-18.046,,,,,3.875,0.021,,0.103,,,,-0.124,3.896,-1.645,2.251,0.765,,,1.486,0.0,1.486,-0.984,,0.502,0.502,,68.568001,0.02125,0.0325,,68.568001,0.02125,0.0325,0.0325,
09/30/1993,32.446999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.425,-0.984,,0.441,0.441,,68.0,0.0075,0.0075,,68.0,0.0075,0.0075,0.0075,
12/31/1993,40.084,,,-13.398,,26.686,,-19.084,,,,,7.602,0.01,,0.176,,,,-0.186,7.612,-3.425,4.187,0.0,,,4.187,0.0,4.187,-0.152,,4.035,4.035,,90.143997,0.045,0.045,,90.143997,0.045,0.045,0.045,
03/31/1994,38.451,,,-12.782,,25.669001,,-18.650999,,,,,7.018,-0.039,,0.247,,,,-0.208,6.979,-3.144,3.835,0.0,,,3.835,0.0,3.835,0.0,,3.835,3.835,,92.344002,0.04125,0.04125,,92.344002,0.04125,0.04125,0.04125,
06/30/1994,44.469002,,,-14.673,,29.796001,,-23.150999,,,,,6.645,-0.014,,0.245,,,,-0.231,6.631,-3.01,3.621,0.0,,,3.621,0.0,3.621,0.0,,3.621,3.621,,92.152,0.03875,0.03875,,92.152,0.03875,0.03875,0.03875,
09/30/1994,45.998001,,,-14.718,,31.280001,,-25.188,,,,,6.092,-0.013,,,,,,0.013,6.079,-2.801,3.946,0.0,,,3.278,0.0,3.484,0.0,,3.484,3.484,,93.571999,0.0375,0.0375,,93.571999,0.0375,0.0375,0.0375,
12/31/1994,54.827999,,,-26.896,,27.931999,,-31.104,,,,,-3.172,16.813,,,,,,-16.813,13.641,-6.006,7.635,0.0,,,7.635,0.0,7.635,0.0,,7.635,7.635,,93.068001,0.08,0.08,,93.068001,0.08,0.08,0.08,
03/31/1995,54.161999,,,-24.202999,,29.959,,-29.238001,,,,,0.721,11.74,,,,0.0,,-11.74,12.461,-5.184,7.277,0.0,,,7.277,0.0,7.277,0.0,,7.277,7.277,,93.884003,0.08,0.08,,93.884003,0.08,0.08,0.08,
06/30/1995,60.240002,,,-30.458,,29.782001,,-33.030998,,,,,-3.249,16.837,,,,,,-16.837,13.588,-6.114,7.474,0.0,,,7.474,0.0,7.474,0.0,,7.474,7.474,,95.372002,0.08,0.08,0.08,95.372002,0.08,0.08,0.08,
09/30/1995,66.637001,,,-31.118,,35.519001,,-36.557999,,,,,-1.039,7.36,,,,,,-7.36,6.321,-3.644,2.677,0.0,,,2.677,0.098,2.775,0.0,,2.775,2.775,,93.099998,0.065,0.065,,93.099998,0.065,0.065,0.065,
12/31/1995,96.473999,,,-37.077999,,59.396,,-38.396,,,,,21.0,-0.863,,,,0.0,,0.863,20.137,-8.669,11.468,0.0,,,11.468,0.025,11.493,0.0,,11.493,11.493,,97.491997,0.12,0.12,0.13,97.491997,0.12,0.12,0.13,
03/31/1996,90.834,,,-34.146999,,56.687,,-36.965,,,,,19.722,0.827,,,,0.0,,-0.827,20.549,-8.837,11.712,0.0,,,11.712,0.0,11.712,0.0,,11.712,11.712,,99.293999,0.12,0.12,0.12,99.293999,0.12,0.12,0.12,
06/30/1996,97.405998,,,-38.966999,,58.438999,,-37.236,,,,,21.202999,0.939,,,,0.0,,-0.939,22.141999,-9.521,12.621,0.0,,,12.620999,0.0,12.621,0.0,,12.621,12.621,,100.094002,0.13,0.13,0.13,100.094002,0.13,0.13,0.13,
09/30/1996,109.957001,,,-42.790001,,67.167,,-44.755001,,,,,22.412001,-32.134998,,,,0.0,,32.134998,-9.722998,-9.665,-19.388,0.0,,,-19.387998,0.0,-19.388,0.0,,-19.388,-19.388,,100.918999,-0.19,-0.19,0.13,100.918999,-0.19,-0.19,0.13,
12/31/1996,125.366997,,,-50.522999,,74.843998,,-43.325001,,,,,31.518999,1.316,,0.0,,0.0,,-1.316,32.834999,-13.793,19.042,0.0,,,19.041999,0.0,19.042,0.0,,19.042,19.042,,93.327003,0.2,0.2,0.2,101.950996,0.19,0.19,0.19,
03/31/1997,119.125,,,-45.282001,,73.842999,,-44.223,,,,,29.620001,1.754,,0.0,,0.0,,-1.754,31.374001,-13.174,18.200001,0.0,,,18.200001,0.0,18.200001,0.0,,18.200001,18.200001,,94.260002,0.19,0.19,0.19,101.822998,0.18,0.18,0.18,
06/30/1997,126.348999,,,-48.451,,77.897999,,-49.056,,,,,28.841999,2.157,,0.0,,0.0,,-2.157,30.998999,-12.544,18.455,0.0,,,18.454999,0.0,18.455,0.0,,18.455,18.455,,95.325996,0.19,0.19,0.19,102.653,0.18,0.18,0.18,
09/30/1997,140.397995,,,-58.558998,,81.838997,,-55.207001,,,,,26.632,2.033,,0.0,,0.0,,-2.033,28.665,-11.232,17.433001,0.0,,,17.433,0.0,17.433001,0.0,,17.433001,17.433001,,96.216003,0.18,0.18,0.18,103.446999,0.17,0.17,0.17,
12/31/1997,162.667007,,,-66.403,,96.264008,,-55.118999,,,,,41.145,2.202,,0.0,,0.0,,-2.202,43.347,-17.702999,25.643999,0.0,,,25.644001,0.0,25.643999,0.0,,25.643999,25.643999,,97.837997,0.26,0.26,0.26,104.412003,0.25,0.25,0.25,
03/31/1998,149.565002,,,-52.158001,,97.407001,,-57.210999,,,,,40.195999,-6.664,,0.0,,0.0,,6.664,33.531999,-13.433,20.099001,0.0,,,20.099,0.0,20.099001,0.0,,20.099001,20.099001,,99.515999,0.2,0.2,0.26,105.486,0.19,0.19,0.23,
06/30/1998,160.992004,,,-62.861,,98.131004,,-62.668999,,,,,35.462002,2.2,,0.0,,0.0,,-2.2,37.662002,-14.68,22.982,0.0,,,22.982002,0.0,22.982,0.0,,22.982,22.982,,101.272003,0.23,0.23,0.23,106.476997,0.22,0.22,0.22,
09/30/1998,168.733002,,,-66.490997,,102.242004,,-68.195,,,,,34.047001,2.533,,0.0,,0.0,,-2.533,36.580001,-16.958,19.622,0.0,,,19.622001,0.0,19.622,0.0,,19.622,19.622,,101.511002,0.19,0.19,0.23,105.936996,0.19,0.19,0.23,
12/31/1998,190.380005,,,-79.349998,,111.030006,,-65.288002,,,,,45.742001,2.476,,,-2.476,0.0,,0.0,48.218001,-18.129999,30.087999,0.0,,,30.088001,0.0,30.087999,0.0,,30.087999,30.087999,,101.478996,0.3,0.3,0.3,104.515999,0.29,0.29,0.29,
03/31/1999,171.328003,,,-60.376999,,110.951004,,-66.915001,,,,,44.035999,-1.826,,,-2.6,0.0,,4.426,42.209999,-13.369,28.841,0.0,,,28.840999,0.0,28.841,0.0,,28.841,28.841,,103.535004,0.28,0.28,0.28,210.339996,0.27,0.27,0.27,
06/30/1999,185.658005,,,-74.427002,,111.231003,,-71.595001,,,,,39.636002,1.074,,,-2.572,0.0,,1.498,40.710002,-14.294,26.416,0.0,,,26.416002,0.0,26.416,0.0,,26.416,26.416,,104.228996,0.25,0.25,0.26,106.837997,0.25,0.25,0.26,
09/30/1999,186.867996,,,-74.899002,,111.968994,,-110.388,,,,,1.581,6.528,,,-0.604,0.0,,-5.924,8.109,-5.183,2.926,0.0,,,2.926,0.0,2.926,0.0,,2.926,2.926,,99.573997,0.03,0.03,0.2,101.802002,0.03,0.03,0.2,
12/31/1999,222.897,,,-97.418,,125.479,0.0,-94.509,79.518,,,14.991,30.97,-4.991,5.0,5.7,-0.7,0.0,,-0.009,25.979,-9.517,16.462,0.0,,,16.462,0.0,16.462,0.0,0.0,16.462,16.462,,88.537,0.185934,0.185934,0.246,90.672,0.181555,0.181555,0.235,
03/31/2000,193.318,,,-87.796,,105.522,,-92.66,,,,,12.862,7.147,5.716,6.192,-0.476,0.0,,-12.863,20.009,-8.805,11.204,8.417,,,2.787,0.0,2.787,0.0,0.0,2.787,2.787,2.03,87.04,0.03,0.13,0.15,90.512,0.03,0.12,0.14,
06/30/2000,220.825,,,-102.965,,117.86,,-97.774,,,,,20.086,-0.304,6.084,7.397,-1.313,0.5,,-6.28,19.782,-7.912,11.87,9.488,,,2.382,0.0,2.382,0.0,0.0,2.382,2.382,-6.262,86.291,0.03,0.14,0.09,88.757,0.03,0.13,0.08,
09/30/2000,219.87,,,-108.802,,111.068,,-110.715,,,,,0.353,-2.269,,0.0,,0.0,,2.269,-1.916,-1.276,3.898,0.0,,,-3.192,0.0,3.898,0.0,0.0,3.898,3.898,,86.074,0.05,0.05,0.05,88.396,0.05,0.05,0.05,
12/31/2000,260.095,,,-135.075,,125.02,0.0,-112.372,93.339,,,19.033,12.648,-1.515,5.133,5.511,-0.378,0.0,,-3.618,11.133,-7.236,3.897,0.0,,,3.897,0.0,3.897,0.0,0.0,3.897,3.897,,86.048,0.05,0.05,-0.01,86.816,0.04,0.04,-0.02,
