Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/30/1997,223,14,170.0,50.0,,50.0,-11.0,,,,-11.0,,46.0,-128.0,0.0,,,-128.0,,,0.0,0.0,0.0,,,,,174.0,-359.0,0.0,-362.0,,,,0.0,0.0,0.0,3.0,,-90.0,,,
07/30/1997,-204,31,167.0,-44.0,,-44.0,-358.0,,,,-358.0,,-195.0,-141.0,0.0,,,-141.0,,,0.0,0.0,0.0,,,,,-54.0,336.0,0.0,329.0,,,,0.0,0.0,0.0,7.0,,-63.0,,,
10/29/1997,-172,18,159.0,-11.0,,-11.0,-338.0,,,,-338.0,,93.0,-220.0,0.0,,,-220.0,,,0.0,0.0,0.0,,,,,313.0,106.0,0.0,94.0,,,,0.0,0.0,0.0,12.0,,27.0,,,
01/28/1998,994,186,164.0,-18.0,,-18.0,662.0,,,,662.0,,-129.0,-189.0,0.0,,,-189.0,,,0.0,0.0,0.0,,,,,60.0,-647.0,0.0,-647.0,,,,37.0,37.0,0.0,-37.0,,218.0,,,
04/29/1998,312,47,165.0,0.0,,0.0,100.0,,,,100.0,,-65.0,-145.0,0.0,,,-145.0,,,0.0,0.0,0.0,,,,,80.0,-12.0,0.0,-51.0,,,,39.0,39.0,0.0,0.0,,235.0,,,
07/29/1998,150,80,167.0,-21.0,,-21.0,-76.0,,,,-76.0,,-238.0,-261.0,0.0,,,-261.0,,,0.0,0.0,0.0,,,,,23.0,-89.0,0.0,-108.0,,,,19.0,19.0,0.0,0.0,,-177.0,,,
10/28/1998,-532,38,166.0,4.0,,4.0,-740.0,,,,-740.0,,-332.0,-339.0,0.0,,,-339.0,,,0.0,0.0,0.0,,,,,7.0,658.0,0.0,664.0,,,,-6.0,0.0,-6.0,0.0,,-206.0,,,
01/27/1999,1307,353,173.0,-198.0,,-198.0,979.0,,,,979.0,,-160.0,-236.0,0.0,,,-236.0,,,0.0,0.0,0.0,,,,,76.0,-787.0,0.0,-31.0,,,,0.0,0.0,0.0,-756.0,,360.0,,,
04/28/1999,227,56,186.0,-42.0,,-42.0,27.0,,,,27.0,,-309.0,-227.0,0.0,,,-227.0,,,0.0,0.0,0.0,,,,,-82.0,-9.0,0.0,-27.0,,,,18.0,18.0,0.0,0.0,,-91.0,,,
07/28/1999,70,-92,191.0,162.0,,162.0,-191.0,,,,-191.0,,-354.0,-350.0,0.0,,,-350.0,,,0.0,0.0,0.0,,,,,-4.0,-36.0,0.0,19.0,,,,-55.0,16.0,-71.0,0.0,,-320.0,,,
10/27/1999,-635,27,191.0,-15.0,,-15.0,-838.0,,,,-838.0,,-420.0,-420.0,0.0,,,-420.0,,,0.0,0.0,0.0,,,,,0.0,1101.0,0.0,1137.0,,,,-36.0,10.0,-46.0,0.0,,46.0,,,
01/26/2000,1342,412,202.0,-62.0,,-62.0,790.0,,,,790.0,,-280.0,-280.0,0.0,,,-280.0,,,0.0,0.0,0.0,,,,,0.0,-1063.0,0.0,-999.0,,,,-64.0,19.0,-83.0,0.0,,-1.0,,,
04/26/2000,198,22,196.0,-165.0,,-165.0,145.0,,,,145.0,,-141.0,-141.0,0.0,,,-141.0,,,0.0,0.0,0.0,,,,,0.0,-51.0,-19.0,67.0,,,,-99.0,17.0,-116.0,0.0,,6.0,,,
07/26/2000,411,-448,199.0,700.0,,700.0,-40.0,,,,-40.0,,-248.0,-238.0,0.0,,,-238.0,,,0.0,0.0,0.0,,,,,-10.0,-180.0,-18.0,-112.0,,,,-50.0,9.0,-59.0,0.0,,-17.0,,,
10/25/2000,-1007,-67,189.0,-50.0,,-50.0,-1079.0,,,,-1079.0,,-365.0,-320.0,0.0,,,-320.0,,,0.0,0.0,0.0,,,,,-45.0,1324.0,-18.0,1292.0,,,,50.0,50.0,0.0,0.0,,-48.0,,,
01/31/2001,1512,249,193.0,-83.0,,-83.0,1153.0,,,,1153.0,,-390.0,-390.0,0.0,,,-390.0,,,0.0,0.0,0.0,,,,,0.0,-1006.0,-18.0,-998.0,,,,13.0,13.0,,-3.0,,116.0,,,
05/02/2001,-278,-233,200.0,226.0,,226.0,-471.0,,,,-471.0,,-277.0,-262.0,0.0,,,-262.0,,,0.0,0.0,0.0,,,,,-15.0,569.0,0.0,565.0,,,,4.0,22.0,-18.0,0.0,,14.0,,,
08/01/2001,124,-377,213.0,196.0,,196.0,92.0,,,,92.0,,-419.0,-389.0,0.0,,,-389.0,,,0.0,0.0,0.0,,,,,-30.0,300.0,-36.0,353.0,,,,-17.0,6.0,-23.0,0.0,,5.0,,,
10/31/2001,-288,-249,205.0,40.0,,40.0,-284.0,,,,-284.0,,-433.0,-433.0,0.0,,,-433.0,,,0.0,0.0,0.0,,,,,0.0,667.0,-18.0,632.0,,,,53.0,53.0,0.0,0.0,,-54.0,,,
01/30/2002,1363,-1587,206.0,536.0,,536.0,2208.0,,,,2208.0,,-301.0,-301.0,0.0,,,-301.0,,,0.0,0.0,0.0,,,,,0.0,-183.0,-18.0,-132.0,,,,16.0,16.0,0.0,-49.0,,879.0,,,
05/01/2002,1032,-1442,181.0,1307.0,,1307.0,986.0,,,,986.0,,-52.0,-52.0,0.0,,,-52.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,980.0,,,
07/31/2002,-744,-293,194.0,-196.0,,-196.0,-449.0,,,,-449.0,,-64.0,-64.0,10.0,,,-74.0,,,0.0,0.0,0.0,,,,,0.0,-30.0,0.0,0.0,,,,0.0,0.0,0.0,-30.0,,-838.0,,,
10/30/2002,-1089,-383,183.0,-93.0,,-93.0,-796.0,,,,-796.0,,-77.0,-77.0,3.0,,,-80.0,,,0.0,0.0,0.0,,,,,0.0,160.0,0.0,166.0,,,,0.0,0.0,0.0,-6.0,,-1006.0,,,
01/29/2003,889,-1101,179.0,1296.0,23.0,1273.0,515.0,,-168.0,401.0,282.0,,-30.0,-59.0,,,,-59.0,,,0.0,0.0,0.0,,,,,29.0,-627.0,0.0,-621.0,,,,0.0,0.0,0.0,-6.0,,232.0,,,
04/30/2003,576,-862,177.0,914.0,0.0,914.0,347.0,114.0,480.0,,-247.0,,60.0,-4.0,0.0,,,-4.0,,,0.0,0.0,0.0,,,,,64.0,-17.0,0.0,-17.0,,,,0.0,0.0,0.0,0.0,,619.0,-2.0,2.0,
07/30/2003,-172,-8,10.0,-529.0,-2.0,-527.0,355.0,75.0,368.0,,-88.0,,17.0,-27.0,0.0,,,-27.0,,,0.0,0.0,0.0,,,,,44.0,123.0,0.0,42.0,,,,140.0,140.0,0.0,-59.0,,-32.0,1.0,13.0,
10/29/2003,-229,-28,5.0,8.0,0.0,8.0,-214.0,-43.0,-341.0,,170.0,,15.0,-34.0,0.0,,,-34.0,,,0.0,0.0,0.0,,,,,49.0,-50.0,0.0,-47.0,,,,-3.0,0.0,-3.0,0.0,,-264.0,,,
01/28/2004,1132,270,21.0,114.0,,114.0,727.0,,,,727.0,,42.0,-47.0,0.0,,,-47.0,,,0.0,0.0,0.0,,,,,89.0,-27.0,0.0,-24.0,,,,-1.0,0.0,-1.0,-2.0,,1147.0,,,
04/28/2004,130,91,4.0,-14.0,18.0,-32.0,49.0,26.0,-156.0,,179.0,,11.0,-55.0,0.0,,,-55.0,,,0.0,0.0,0.0,,,,,66.0,-1.0,0.0,-1.0,,,,0.0,0.0,0.0,0.0,,140.0,1.0,4.0,
07/28/2004,381,154,4.0,-148.0,-76.0,-72.0,371.0,-26.0,183.0,,214.0,,18.0,-69.0,0.0,,,-69.0,,,0.0,0.0,0.0,,,,,87.0,-1.0,0.0,-1.0,,,,0.0,0.0,0.0,0.0,,398.0,1.0,24.0,
10/27/2004,-340,552,6.0,-753.0,439.0,-1192.0,-145.0,-20.0,-696.0,,571.0,,316.0,-55.0,0.0,,,-55.0,,,0.0,0.0,0.0,,,,,371.0,-38.0,0.0,-38.0,,,,0.0,0.0,0.0,0.0,,-62.0,2.0,14.0,
01/26/2005,897,309,33.0,-20.0,135.0,-155.0,575.0,23.0,629.0,,-77.0,,-13.0,-51.0,0.0,,,-51.0,,,0.0,0.0,0.0,,,,,38.0,-13.0,0.0,-13.0,,,,0.0,0.0,0.0,0.0,,871.0,2.0,10.0,
04/30/2005,-265,-9,107.0,-65.0,-151.0,86.0,-298.0,1.0,-218.0,,-81.0,,-1077.0,-66.0,0.0,,,-66.0,,,0.0,0.0,0.0,,,,,-1011.0,-211.0,0.0,-358.0,,,,143.0,143.0,0.0,4.0,,-1553.0,62.0,19.0,
07/30/2005,633,161,280.0,-31.0,-42.0,11.0,223.0,-172.0,496.0,,-101.0,,-103.0,-95.0,19.0,,,-114.0,,,0.0,0.0,0.0,,,,,-8.0,-274.0,0.0,-308.0,,,,2.0,2.0,0.0,32.0,,256.0,22.0,68.0,
10/29/2005,-282,58,263.0,74.0,101.0,-27.0,-677.0,-21.0,-1744.0,,1088.0,,-76.0,-76.0,77.0,,,-153.0,,,0.0,0.0,0.0,,,,,0.0,-578.0,0.0,-146.0,,,,-431.0,3.0,-434.0,-1.0,,-936.0,28.0,97.0,
01/28/2006,2105,648,282.0,780.0,150.0,630.0,395.0,-188.0,1674.0,,-1091.0,,2281.0,-152.0,61.0,,,-213.0,,,0.0,0.0,0.0,,,,,2433.0,-868.0,-794.0,-55.0,,,,-41.0,115.0,-156.0,22.0,,3518.0,2.0,71.0,
04/29/2006,-346,180,289.0,-98.0,-81.0,-17.0,-717.0,0.0,-517.0,,-200.0,,-327.0,-80.0,0.0,,,-80.0,,,0.0,0.0,0.0,,,,,-247.0,-585.0,0.0,-169.0,,,,-413.0,0.0,-413.0,-3.0,,-1258.0,232.0,58.0,
07/29/2006,736,294,276.0,118.0,143.0,-25.0,48.0,0.0,159.0,,-111.0,,-67.0,-36.0,57.0,,,-93.0,,,0.0,0.0,0.0,,,,,-31.0,-161.0,0.0,-92.0,,,,-96.0,0.0,-96.0,27.0,,508.0,33.0,83.0,
10/28/2006,-920,196,278.0,-7.0,102.0,-109.0,-1387.0,0.0,-2053.0,,666.0,,-150.0,-124.0,28.0,,,-152.0,,,0.0,0.0,0.0,,,,,-26.0,-524.0,0.0,-230.0,,,,-292.0,0.0,-292.0,-2.0,,-1594.0,162.0,75.0,
02/03/2007,1958,822,300.0,71.0,99.0,-28.0,765.0,0.0,1576.0,-140.0,-671.0,,-116.0,-127.0,56.0,,,-183.0,,,0.0,0.0,0.0,,,,,11.0,2.0,0.0,57.0,,,,-15.0,0.0,-15.0,-40.0,,1844.0,149.0,66.0,
05/05/2007,-194,223,262.0,-99.0,-88.0,-11.0,-580.0,,-411.0,251.0,-420.0,,-118.0,-93.0,18.0,,,-111.0,,,0.0,0.0,0.0,,,,,-25.0,-21.0,0.0,-47.0,,,,-1.0,0.0,-1.0,27.0,,-333.0,226.0,59.0,
08/04/2007,706,173,262.0,3.0,2.0,1.0,268.0,,227.0,,203.0,,-65.0,-142.0,25.0,25.0,,-167.0,-167.0,,0.0,0.0,0.0,,,,,77.0,-1549.0,0.0,-260.0,-18.0,,-242.0,-1289.0,0.0,-1289.0,0.0,36.0,-872.0,73.0,68.0,
11/03/2007,-792,4,255.0,45.0,51.0,-6.0,-1096.0,0.0,-1864.0,999.0,-231.0,,-105.0,-121.0,6.0,,,-127.0,,,0.0,0.0,0.0,,,,,16.0,-202.0,0.0,709.0,,,,-1082.0,0.0,-1082.0,171.0,,-1099.0,31.0,55.0,
02/02/2008,1827,426,270.0,-375.0,-49.0,-326.0,1506.0,,2114.0,-995.0,387.0,,-149.0,-119.0,46.0,,,-165.0,,,,,,,,,,-30.0,-1591.0,0.0,-915.0,,,,-554.0,0.0,-554.0,-122.0,,87.0,42.0,61.0,
05/03/2008,-517,-56,248.0,-213.0,-68.0,-145.0,-496.0,,-368.0,206.0,-334.0,0.0,-147.0,-134.0,44.0,44.0,0.0,-178.0,-178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,475.0,0.0,515.0,646.0,5.0,-136.0,-40.0,0.0,-40.0,0.0,-20.0,-209.0,132.0,54.0,
08/02/2008,515,65,247.0,-1.0,51.0,-52.0,204.0,,548.0,-183.0,-161.0,0.0,-68.0,-68.0,31.0,31.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-319.0,0.0,118.0,166.0,0.0,-48.0,-437.0,0.0,-437.0,0.0,-7.0,121.0,46.0,52.0,
11/01/2008,-962,-146,250.0,-2.0,71.0,-73.0,-1064.0,,-1753.0,1001.0,-312.0,0.0,-132.0,-111.0,7.0,7.0,0.0,-118.0,-118.0,0.0,0.0,0.0,0.0,-21.0,0.0,-21.0,0.0,0.0,853.0,0.0,934.0,951.0,10.0,-27.0,-81.0,0.0,-81.0,0.0,-121.0,-362.0,65.0,41.0,
01/31/2009,1956,190,236.0,-238.0,-439.0,201.0,1768.0,,2576.0,-1413.0,605.0,0.0,-290.0,-98.0,4.0,4.0,0.0,-102.0,-102.0,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,0.0,-176.0,-1652.0,0.0,-1532.0,-1483.0,2.0,-51.0,-120.0,0.0,-120.0,0.0,-13.0,1.0,-136.0,60.0,
05/02/2009,-90,26,226.0,-45.0,1.0,-46.0,-297.0,,-642.0,448.0,-103.0,0.0,-28.0,-70.0,6.0,6.0,0.0,-76.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,64.0,0.0,111.0,396.0,0.0,-285.0,-40.0,0.0,-40.0,-7.0,22.0,-32.0,47.0,55.0,
08/01/2009,18,-94,228.0,-3.0,31.0,-34.0,-113.0,,156.0,-141.0,-128.0,0.0,-23.0,-42.0,4.0,4.0,0.0,-46.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,-15.0,0.0,160.0,177.0,0.0,-17.0,-94.0,0.0,-94.0,-81.0,68.0,48.0,73.0,30.0,
10/31/2009,-35,-127,224.0,104.0,168.0,-64.0,-236.0,,-1426.0,1128.0,62.0,0.0,-45.0,-90.0,9.0,9.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,348.0,0.0,572.0,588.0,0.0,-16.0,-224.0,0.0,-224.0,0.0,11.0,279.0,-188.0,55.0,
01/30/2010,1614,430,216.0,-118.0,-106.0,-12.0,1076.0,,2105.0,-1151.0,122.0,-16.0,-76.0,-125.0,4.0,4.0,0.0,-129.0,-129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-1348.0,0.0,-1279.0,-1278.0,0.0,-1.0,-60.0,13.0,-73.0,7.0,31.0,221.0,-14.0,29.0,
05/01/2010,-82,16,221.0,-52.0,46.0,-98.0,-267.0,,-572.0,377.0,-72.0,0.0,-95.0,-87.0,8.0,8.0,0.0,-95.0,-95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,167.0,0.0,728.0,744.0,0.0,-16.0,-1.0,0.0,-1.0,-560.0,65.0,55.0,50.0,67.0,
07/31/2010,-108,-39,221.0,-42.0,-1.0,-41.0,-248.0,,-123.0,-56.0,-69.0,0.0,-48.0,-65.0,8.0,8.0,0.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,-369.0,0.0,-63.0,149.0,0.0,-212.0,-832.0,0.0,-832.0,526.0,-26.0,-551.0,76.0,24.0,
10/30/2010,-982,-218,219.0,-228.0,-98.0,-130.0,-755.0,,-1786.0,935.0,96.0,0.0,-153.0,-143.0,0.0,0.0,0.0,-143.0,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,734.0,0.0,843.0,-250.0,1333.0,-240.0,-44.0,0.0,-44.0,-65.0,-2.0,-403.0,-76.0,59.0,
01/29/2011,1295,374,208.0,-55.0,38.0,-93.0,733.0,,2128.0,-1541.0,146.0,-31.0,-110.0,-96.0,19.0,19.0,0.0,-115.0,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-627.0,0.0,-478.0,,,,-120.0,0.0,-120.0,2.0,20.0,578.0,-3.0,14.0,
04/30/2011,-267,-170,211.0,-163.0,-76.0,-87.0,-156.0,,-695.0,698.0,-159.0,-4.0,-118.0,-105.0,2.0,2.0,0.0,-107.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-51.0,0.0,89.0,513.0,2.0,-426.0,-101.0,0.0,-101.0,-35.0,17.0,-419.0,31.0,91.0,
07/30/2011,-195,-146,220.0,-89.0,22.0,-111.0,-194.0,,425.0,-496.0,-123.0,-16.0,-44.0,-46.0,40.0,40.0,0.0,-86.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-51.0,0.0,40.0,54.0,1.0,-15.0,-75.0,0.0,-75.0,0.0,-3.0,-293.0,52.0,24.0,
10/29/2011,-846,-421,210.0,-262.0,-75.0,-187.0,-376.0,,-1711.0,1218.0,117.0,-9.0,-91.0,-120.0,2.0,2.0,0.0,-122.0,-122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,892.0,0.0,920.0,1075.0,1.0,-156.0,-19.0,0.0,-19.0,0.0,-11.0,-56.0,7.0,71.0,
04/28/2012,-59,189,202.0,-422.0,72.0,-494.0,-28.0,,-394.0,338.0,28.0,0.0,367.0,366.0,446.0,446.0,0.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-285.0,0.0,-282.0,-72.0,1.0,-211.0,-3.0,0.0,-3.0,0.0,7.0,30.0,1.0,71.0,
07/28/2012,-13,-132,212.0,-110.0,-40.0,-70.0,17.0,,146.0,-160.0,31.0,0.0,-73.0,-71.0,10.0,10.0,0.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,47.0,0.0,54.0,73.0,1.0,-20.0,-7.0,0.0,-7.0,0.0,-8.0,-47.0,19.0,29.0,
10/27/2012,-1209,-498,211.0,-337.0,17.0,-354.0,-585.0,,-1335.0,796.0,-46.0,0.0,-44.0,-41.0,55.0,55.0,0.0,-96.0,-96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1143.0,0.0,699.0,714.0,1.0,-16.0,0.0,0.0,0.0,444.0,2.0,-108.0,28.0,68.0,
02/02/2013,978,-489,205.0,478.0,-255.0,733.0,784.0,,2010.0,-1091.0,-135.0,0.0,-59.0,-100.0,21.0,21.0,0.0,-121.0,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,-932.0,0.0,-882.0,-796.0,2.0,-88.0,0.0,0.0,0.0,-50.0,0.0,-13.0,-8.0,31.0,
05/04/2013,-713,-279,191.0,-109.0,-1.0,-108.0,-516.0,,-350.0,105.0,-271.0,0.0,-56.0,-55.0,5.0,5.0,0.0,-60.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,633.0,0.0,633.0,660.0,1.0,-28.0,0.0,0.0,0.0,0.0,-2.0,-138.0,26.0,68.0,
08/03/2013,-2,-194,187.0,-249.0,13.0,-262.0,254.0,,167.0,52.0,35.0,0.0,226.0,226.0,282.0,282.0,0.0,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,2.0,1.0,-18.0,0.0,0.0,0.0,0.0,-9.0,200.0,6.0,30.0,
11/02/2013,-957,-534,181.0,-182.0,-5.0,-177.0,-422.0,,-1209.0,617.0,170.0,0.0,-70.0,-72.0,13.0,13.0,0.0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,954.0,0.0,968.0,-5.0,992.0,-19.0,0.0,0.0,0.0,-14.0,1.0,-72.0,-36.0,75.0,
02/01/2014,563,-358,173.0,394.0,713.0,-319.0,354.0,,1838.0,-1004.0,-480.0,0.0,564.0,567.0,695.0,695.0,0.0,-128.0,-128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-670.0,0.0,-437.0,-419.0,0.0,-18.0,0.0,0.0,0.0,-233.0,-28.0,429.0,25.0,33.0,
05/03/2014,-560,-402,155.0,-207.0,-25.0,-182.0,-106.0,,-37.0,153.0,-222.0,0.0,7.0,7.0,79.0,79.0,0.0,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,-122.0,-102.0,0.0,-20.0,0.0,0.0,0.0,473.0,5.0,-197.0,76.0,84.0,
08/02/2014,-187,-573,152.0,-159.0,-11.0,-148.0,393.0,,345.0,-107.0,155.0,0.0,31.0,31.0,85.0,85.0,0.0,-54.0,-54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,152.0,174.0,0.0,-22.0,0.0,0.0,0.0,0.0,2.0,-2.0,13.0,33.0,
