Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1989,591.104004,124.668999,107.390999,17.278,35.652,,,9.037,,,,,8.192,,,,,,,177.550003,286.851013,,,126.703003,,0.0,,,,0.0,413.554016,,12.358,12.358,,,,3.476,,,,,,22.319999,,,22.319999,38.153999,41.606998,,,,,45.494999,,,,45.494999,87.101997,125.255997,0.0,42.130001,,,-28.583,,452.300987,465.847988,0.0,465.847988,591.103985,
03/31/1990,588.098999,127.248999,111.057999,16.191,33.465,,,8.238,,,,,7.231,,,,,,,176.182999,288.92099,,,122.995003,,0.0,,,,0.0,411.915993,,16.278,16.278,,,,3.747,,,,,,8.929001,,,8.929001,28.954,42.736,,,,,46.332001,,,,46.332001,89.068001,118.022001,0.0,42.161999,,,-28.534,,456.449009,470.077007,0.0,470.077007,588.099009,
06/30/1990,589.702026,130.683998,101.753998,28.93,33.956001,,,8.11,,,,,17.166,,,,,,,189.916,281.209991,,,118.575996,,0.0,,,,0.0,399.785988,,12.805,12.805,,,,3.207,,,,,,11.723,,,11.723,27.735001,42.613998,,,,,47.627998,,,,47.627998,90.241997,117.976997,0.0,48.508999,,,-25.084999,,448.301003,471.725002,0.0,471.725002,589.702,
09/30/1990,582.927002,134.481003,89.035004,45.445999,37.755001,,,10.059,,,,,18.365999,,,,,,,200.660995,282.691986,703.380981,-420.688995,99.573997,,0.0,,,,0.0,382.265983,,16.294001,16.294001,,,,20.709999,,,,,,16.915998,,,16.915998,53.919998,5.648,,,,,43.874001,,,,43.874001,49.522001,103.441999,0.0,48.554001,,,-25.084999,,456.015999,479.485001,0.0,479.485001,582.927,
12/31/1990,580.539978,111.086002,76.373001,34.713001,45.201,,,10.909,,,,,17.153999,,,,,,,184.350006,296.102997,,,100.086998,,0.0,,,,0.0,396.189995,,16.384001,16.384001,,,,2.053,,,,,,18.479999,,,18.479999,36.917,7.631,,,,,45.150002,,,,45.150002,52.781002,89.698001,0.0,48.562,,,-25.072001,,467.351999,490.841999,0.0,490.841999,580.54,
03/31/1991,576.81897,95.193001,57.584999,37.608002,46.903999,,,12.899,,,,,16.705,,,,,,,171.701004,309.149994,,,95.968002,,0.0,,,,0.0,405.117996,,15.878,15.878,,,,1.571,,,,,,14.656999,,,14.656999,32.105999,7.562,,,,,45.84,,,,45.84,53.402,85.507999,0.0,48.566002,,,-25.065001,,467.809996,491.310997,0.0,491.310997,576.818996,
06/30/1991,569.638977,88.769001,41.485001,47.284,35.497002,,,15.061,,,,,17.674999,,,,,,,157.001999,315.976013,,,96.661003,,0.0,,,,0.0,412.637016,,11.999,11.999,,,,1.372,,,,,,11.87,,,11.87,25.240999,7.04,,,,,45.743999,,,,45.743999,52.783999,78.024999,0.0,48.570999,,,-25.059,,468.101999,491.613998,0.0,491.613998,569.638997,
09/30/1991,575.16803,70.054,41.527,28.527,37.532001,,,16.697001,,,,,17.892,,,,,,,142.175003,336.522003,783.416016,-446.894012,96.471001,,0.0,,,,0.0,432.993004,,13.963,13.963,,,,1.893,,,,,,18.107001,,,18.107001,33.963001,5.693,,,,,44.379002,,,,44.379002,50.072002,84.035003,0.0,48.570999,,,-25.059,,467.621012,491.133011,0.0,491.133011,575.168014,
12/31/1991,589.278992,59.082001,40.067001,19.014999,53.153999,,,15.704,,,,,19.896,,,,,,,147.835999,345.60199,,,95.841003,,0.0,,,,0.0,441.442993,,21.006001,21.006001,,,,1.899,,,,,,18.856001,,,18.856001,41.761002,8.656,,,,,45.058998,,,,45.058998,53.714998,95.476,0.0,48.570999,,,-25.059,,470.290995,493.802994,0.0,493.802994,589.278994,
03/31/1992,581.948975,46.639,29.631001,17.007999,39.437,,,16.542999,,,,,22.5,,,,,,,125.119003,361.894989,,,94.934998,,0.0,,,,0.0,456.829987,,15.965,15.965,,,,1.455,,,,,,17.655001,,,17.655001,35.075001,8.618,,,,,44.589001,,,,44.589001,53.207001,88.282001,0.0,48.598,,,-25.014999,,470.084,493.667,0.0,493.667,581.949001,
06/30/1992,579.469971,33.549,20.539,13.01,46.810001,,,17.141001,,,,,19.767,,,,,,,117.266998,369.674988,,,92.528,,0.0,,,,0.0,462.202988,,13.496,13.496,,,,1.061,,,,,,18.209998,,,18.209998,32.766998,8.58,,,,,42.856998,,,,42.856998,51.436998,84.203997,0.0,48.999001,,,-24.392,,470.658998,495.265999,0.0,495.265999,579.469995,
