Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,60.299999,66.400002,-2.4,-49.0,75.300003,,,,,,,,,,,,,,,,,
06/30/1990,,-13.6,59.599998,27.299999,-265.600006,-192.300003,,,,,,,,,,,,,,,,,
09/30/1990,,-13.5,50.599998,-30.5,73.599998,80.199997,,,,,,,,,,,,,,,,,
12/31/1990,,-251.399994,68.699997,325.0,-110.599998,31.700001,,,,,,,,,,,,,,,31.700001,,
03/31/1991,,40.700001,58.099998,30.5,42.400002,171.699997,,,,,,,,,,,,,,,,,
06/30/1991,,-1.8,57.900002,-4.1,-55.099998,-3.1,,,,,,,,,,,,,,,,,
09/30/1991,,15.9,50.700001,6.4,1.6,74.599998,,,,,,,,,,,,,,,,,
12/31/1991,,30.299999,57.200001,-8.5,-0.2,78.800003,,,,,,,,,,,,,,,78.800003,,
03/31/1992,,60.599998,59.400002,42.700001,63.299999,226.0,,,,,,,,,,,,,,,,,
06/30/1992,,11.6,61.099998,-2.1,11.8,82.400002,,,,,,,,,,,,,,,,,
09/30/1992,,71.900002,59.400002,-83.300003,35.099998,83.099998,,,,,,,,,,,,,,,,,
12/31/1992,,43.0,57.099998,28.0,-415.899994,-287.799988,,,,,,,,,,,,,,,-287.799988,,
03/31/1993,,76.800003,56.700001,26.4,-10.9,149.0,,,,,,,,,,,,,,,,,
06/30/1993,,41.099998,55.799999,-3.4,63.0,156.5,,,,,,,,,,,,,,,,,
09/30/1993,,30.299999,57.099998,165.199997,36.700001,289.299988,,,,,,,,,,,,,,,,,
12/31/1993,,23.4,81.199997,61.400002,8.7,174.699997,,,,,,,,,,,,,,,174.699997,,
03/31/1994,,64.800003,65.199997,15.8,-26.299999,119.5,,,,,,,,,,,,,,,,,
06/30/1994,,56.099998,65.099998,-6.2,79.599998,194.600006,,,,,,,,,,,,,,,,,
09/30/1994,,51.099998,59.799999,-0.7,25.5,135.699997,,,,,,,,,,,,,,,,,
12/31/1994,,53.200001,66.900002,-76.599998,-161.899994,-118.400002,,,,,,,,,,,,,,,-118.400002,,
03/31/1995,,84.099998,68.800003,5.2,15.7,173.800003,,,-60.0,,,,,,,,,,,,,,
06/30/1995,,67.5,69.5,18.6,-101.0,54.599998,,,-72.5,,,,,,,,,,,,,,
09/30/1995,,73.599998,70.0,-6.3,71.0,208.300003,,,-159.300003,,,,,,,,,,,,,,
12/31/1995,,78.400002,70.699997,35.5,-48.200001,136.399994,-141.300003,,-141.300003,,,,,,,,,,,,-4.900009,,
03/31/1996,,101.800003,72.099998,19.6,-42.900002,150.600006,,,-41.799999,,,,,,,,,,,,,,
06/30/1996,,79.800003,72.199997,-1.8,-55.0,95.199997,,,-65.400002,,,,,,,,,,,,,,
09/30/1996,,86.099998,73.099998,1.7,205.0,365.899994,,,-308.799988,,,,,,,,,,,,,,
12/31/1996,,76.5,79.900002,84.5,-9.2,231.699997,,,-247.100006,,,,,,,,,,,,,,
03/31/1997,,136.300003,78.199997,22.0,100.599998,337.100006,-73.0,1.8,-50.200001,0.0,0.0,-24.6,-295.5,-36.299999,-111.099998,0.0,-114.5,0.0,0.0,-33.599998,-31.4,,
