Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,8704.400391,771.800018,355.200012,416.600006,878.099976,,,893.400024,,,,,494.200012,,,,,,3037.5,4007.899902,5955.799805,-1947.900024,272.200012,,1386.800049,,,,1386.800049,5666.899963,,205.600006,205.600006,,,,1060.699951,,,,,,1079.500092,,,,1079.500092,2345.800049,435.899994,,,,,919.5,,,919.5,1355.399994,3701.200043,0.0,500.100006,,,-10.0,,4513.100098,5003.200104,0.0,5003.200104,8704.400146,
12/31/1992,8672.799805,728.299988,432.399994,295.899994,898.599976,,,938.400024,,,,,440.700012,,,,,,3006.0,4072.100098,6148.100098,-2076.0,242.5,,1352.199951,,,,1352.199951,5666.800049,,323.600006,323.600006,,,,591.200012,,,,,,1483.80008,,,,1483.80008,2398.600098,582.299988,,,,,799.799988,,,799.799988,1382.099976,3780.700074,0.0,490.899994,,,-7.8,,4409.000195,4892.100189,0.0,4892.100189,8672.800263,
03/31/1993,9055.099609,949.299988,594.599976,354.700012,909.5,,,1017.799988,,,,,457.200012,,,,,,3333.800049,4079.0,6191.700195,-2112.699951,249.600006,,1392.699951,,,,1392.699951,5721.299957,,210.5,210.5,,,,780.799988,,,,,,1173.000061,,,,1173.000061,2164.300049,779.700012,,,,,890.0,,,890.0,1669.700012,3834.000061,0.0,485.5,,,-3.3,,4738.900098,5221.100098,0.0,5221.100098,9055.100159,
06/30/1993,9098.900391,882.0,447.700012,434.299988,928.799988,,,1061.099976,,,,,444.600006,,,,,,3316.5,4068.899902,6254.600098,-2185.699951,226.100006,,1487.400024,,,,1487.400024,5782.399933,,208.5,208.5,,,,709.700012,,,,,,1166.69989,,,,1166.69989,2084.899902,786.099976,,,,,873.099976,,,873.099976,1659.199951,3744.099854,0.0,483.100006,,,-8.5,,4880.200195,5354.800201,0.0,5354.800201,9098.900055,
09/30/1993,9325.400391,961.199982,636.099976,325.100006,918.200012,,,1147.199951,,,,,431.399994,,,,,,3458.0,4137.799805,6405.799805,-2268.0,187.899994,,1541.699951,,,,1541.699951,5867.39975,,203.300003,203.300003,,,,463.299988,,,,,,1323.59996,,,,1323.59996,1990.199951,939.900024,,,,,923.700012,,,923.700012,1863.600037,3853.799988,0.0,482.5,,,-6.9,,4996.000098,5471.600098,0.0,5471.600098,9325.400085,
12/31/1993,9623.599609,987.099976,539.599976,447.5,950.099976,,,1103.0,,,,,656.900024,,,,,,3697.100098,4200.200195,6566.5,-2366.300049,221.699997,,1504.599976,,,,1504.599976,5926.500168,,329.600006,329.600006,,,,524.799988,,,,,,2073.600006,,,,2073.600006,2928.0,835.200012,,,,,1291.599976,,,1291.599976,2126.799988,5054.799988,0.0,477.600006,,,-3.4,,4094.599951,4568.799957,0.0,4568.799957,9623.599945,
03/31/1994,9809.0,1099.000031,604.900024,494.100006,1003.0,,,1095.199951,,,,,643.400024,,,,,,3840.600098,4205.5,6671.0,-2465.5,222.100006,,1540.800049,,,,1540.800049,5968.400055,,221.0,221.0,,,,772.0,,,,,,1728.600098,,,,1728.600098,2721.600098,854.700012,,,,,1291.800049,,,1291.800049,2146.500061,4868.100159,0.0,466.899994,,,-6.7,,4480.7,4940.899994,0.0,4940.899994,9809.000153,
06/30/1994,10177.5,1275.399963,706.799988,568.599976,995.400024,,,1131.300049,,,,,597.099976,,,,,,3999.199951,4289.100098,6842.399902,-2553.300049,257.899994,,1631.300049,,,,1631.300049,6178.30014,,208.699997,208.699997,,,,676.299988,,,,,,1662.800064,,,,1662.800064,2547.800049,1173.300049,,,,,1307.099976,,,1307.099976,2480.400024,5028.200073,0.0,463.5,,,-18.5,,4722.799805,5167.799805,0.0,5167.799805,10195.999878,
09/30/1994,10507.700195,1461.499969,999.599976,461.899994,1090.099976,,,1041.900024,,,,,583.200012,,,,,,4176.700195,4292.600098,6880.299805,-2587.699951,297.899994,,1740.5,,,,1740.5,6331.000092,,207.600006,207.600006,,,,738.5,,,,,,1776.700043,,,,1776.700043,2722.800049,1174.400024,,,,,1295.800049,,,1295.800049,2470.200073,5193.000122,0.0,464.0,,,-31.799999,,4882.500195,5314.700195,0.0,5314.700195,10507.700317,
12/31/1994,14507.400391,746.700027,536.900024,209.800003,1550.199951,,,968.900024,,,,,696.5,,,,,,3962.300049,4411.5,7026.399902,-2614.899902,464.100006,,5669.5,,,,5669.5,10545.100006,,878.200012,878.200012,,,,2724.399902,,,,,,2066.900086,,,,2066.900086,5669.5,2125.800049,,,,,1356.5,,,1356.5,3482.300049,9151.800049,0.0,604.700012,,,-55.0,,4805.899902,5355.599914,0.0,5355.599914,14507.399963,
03/31/1995,14960.700195,1130.099991,978.799988,151.300003,1638.0,,,901.099976,,,,,764.400024,,,,,,4433.600098,4417.100098,7101.899902,-2684.800049,465.0,,5645.0,,,,5645.0,10527.100098,,783.700012,783.700012,,,,3620.0,,,,,,1725.299988,,,,1725.299988,6129.0,1638.699951,,,,,1357.800049,,,1357.800049,2996.5,9125.5,0.0,600.599976,,,-28.1,,5262.700098,5835.200073,0.0,5835.200073,14960.700073,
06/30/1995,15097.200195,1198.300018,989.700012,208.600006,1549.199951,,,903.400024,,,,,759.400024,,,,,,4410.299805,4467.600098,7221.299805,-2753.699951,513.200012,,5706.100098,,,,5706.100098,10686.900208,,874.099976,874.099976,,,,3169.199951,,,,,,1609.900269,,,,1609.900269,5653.200195,2102.100098,,,,,1368.099976,,,1368.099976,3470.200073,9123.400269,0.0,589.599976,,,-66.099998,,5450.300194,5973.800171,0.0,5973.800171,15097.200439,
09/30/1995,14251.099609,1055.000015,976.200012,78.800003,1537.0,,,834.0,,,,,685.0,,,,,,4111.0,4164.200195,6755.799805,-2591.600098,536.599976,,5439.299805,,,,5439.299805,10140.099976,,776.099976,776.099976,,,,2581.199951,,,,,,1957.999878,,,,1957.999878,5315.299805,2117.800049,,,,,1331.900024,,,1331.900024,3449.700073,8764.999878,0.0,591.0,,,-1574.099976,,6469.200073,5486.100098,0.0,5486.100098,14251.099976,
12/31/1995,14412.5,1084.099998,999.5,84.599998,1520.5,,,839.599976,,,,,694.400024,,,,,,4138.600098,4239.299805,6828.299805,-2589.0,573.799988,,5460.799805,,,,5460.799805,10273.899598,,1018.0,1018.0,,,,1908.800049,,,,,,2040.199951,,,,2040.199951,4967.0,2592.899902,,,,,1420.0,,,1420.0,4012.899902,8979.899902,0.0,773.900024,,,-1625.5,,6284.200195,5432.600219,0.0,5432.600219,14412.500121,
03/31/1996,14160.400391,993.400024,898.400024,95.0,1494.699951,,,843.700012,,,,,515.700012,,,,,,3847.5,4214.100098,6837.399902,-2623.300049,578.700012,,5520.100098,4114.200195,,,1405.899902,10312.900208,,815.400024,815.400024,,,,2027.599976,,,,,,1593.5,,,,1593.5,4436.5,2576.199951,,,,,1302.099976,,,1302.099976,3878.299927,8314.799927,0.0,706.599976,,,-1503.900024,,6642.900024,5845.599976,0.0,5845.599976,14160.399902,
06/30/1996,14258.799805,1220.099998,1125.0,95.099998,1435.900024,,,870.400024,,,,,532.5,,,,,,4058.899902,4240.700195,6886.399902,-2645.699951,422.600006,,5536.600098,4084.600098,,,1452.0,10199.900299,,845.900024,845.900024,,,,1951.199951,,,,,,1720.10022,,,,1720.10022,4517.200195,2586.899902,,,,,1261.0,,,1261.0,3847.899902,8365.100098,0.0,568.200012,,,-1428.400024,,6753.900024,5893.700012,0.0,5893.700012,14258.80011,
09/30/1996,14052.799805,866.399979,738.099976,128.300003,1616.400024,,,878.299988,,,,,499.700012,,,,,,3860.800049,4285.799805,7007.899902,-2722.100098,429.399994,,5476.799805,4039.100098,,,1437.699707,10191.999603,,707.5,707.5,,,,1499.400024,,,,,,1987.200073,,,,1987.200073,4194.100098,2582.300049,,,,,1249.699951,,,1249.699951,3832.0,8026.100098,0.0,510.100006,,,-1472.5,,6989.100098,6026.700104,0.0,6026.700104,14052.800201,
12/31/1996,14307.200195,955.100006,813.700012,141.399994,1474.599976,,,881.400024,171.699997,423.399994,286.299988,,580.200012,,,,,,3891.300049,4307.0,7096.399902,-2789.399902,443.5,,5665.399902,4028.199951,,,1637.199951,10415.899902,,829.299988,829.299988,,,,1212.900024,,,,,,2180.000183,,,,2180.000183,4222.200195,2516.5,,,,,1468.400024,,,1468.400024,3984.900024,8207.100219,0.0,423.0,,,-1295.900024,,6973.000122,6100.100098,0.0,6100.100098,14307.200317,
03/31/1997,14513.599609,1117.499977,1042.099976,75.400002,1554.099976,,,876.299988,,,,,727.799988,,,,,,4275.700195,4194.299805,7002.5,-2808.199951,408.200012,,5635.399902,3995.0,,,1640.399902,10237.899719,,694.799988,694.799988,,,,1333.599976,,,,,,2033.299988,,,,2033.299988,4061.699951,2509.600098,,,,,1372.800049,,,1372.800049,3882.400146,7944.100098,0.0,355.600006,,,-1074.300049,,7288.199951,6569.499908,0.0,6569.499908,14513.600006,
06/30/1997,12288.900391,1953.199997,1853.0,100.199997,1387.800049,,,945.799988,,,,,705.299988,,,,,,4992.100098,4156.5,7039.899902,-2883.399902,394.299988,,2746.0,1557.300049,,,1188.699951,7296.799988,,815.400024,815.400024,,,,578.0,,,,,,2306.499878,,,,2306.499878,3699.899902,2501.800049,,,,,1417.300049,,,1417.300049,3919.100098,7619.0,0.0,355.600006,,,-968.700012,,5282.999817,4669.899811,0.0,4669.899811,12288.899811,
09/30/1997,11819.200195,1540.899975,1504.099976,36.799999,1579.699951,,,914.700012,,,,,573.799988,,,,,,4609.100098,4095.199951,7023.299805,-2928.100098,416.899994,,2698.0,1544.099976,,,1153.900024,7210.099945,,729.5,729.5,,,,423.399994,,,,,,2494.100006,,,,2494.100006,3647.0,2343.800049,,,,,1437.5,,,1437.5,3781.300049,7428.300049,0.0,702.0,,,-1215.300049,,4904.199951,4390.899902,0.0,4390.899902,11819.199951,
12/31/1997,12577.400391,2024.599998,1947.5,77.099998,1544.300049,,,900.700012,191.0,459.399994,250.300003,,851.099976,,,,,,5320.700195,4101.700195,7034.899902,-2933.199951,465.600006,,2689.399902,1550.5,,,1138.899902,7256.700103,,985.5,985.5,,,,227.600006,,,,,,2978.500092,,,,2978.500092,4191.600098,2326.100098,,,,,1254.099976,,,1254.099976,3580.200074,7771.800172,0.0,694.700012,,,-109.5,,4060.399902,4645.599914,160.0,4805.599914,12577.400086,
03/31/1998,12046.799805,1327.79995,1264.699951,63.099998,1670.400024,,,977.799988,,,,,803.0,,,,,,4779.0,4041.800049,7014.899902,-2973.100098,429.899994,,2796.100098,1520.900024,,,1275.200073,7267.80014,,841.400024,841.400024,,,,220.0,,,,,,2469.099976,,,,2469.099976,3530.5,2337.199951,,,,,1225.699951,,,1225.699951,3562.899902,7093.399902,0.0,692.0,,,-109.0,,4210.399902,4793.399902,160.0,4953.399902,12046.799805,
06/30/1998,11868.7,1382.8,1315.2,67.6,1650.0,1650.0,,985.2,,,,,780.0,,,,,,4798.0,4044.7,7091.7,-3047.0,0.0,,3026.0,1508.0,1508.0,0.0,1518.0,7070.7,,897.1,897.1,,,,195.1,,,,,,2354.8,,,,2354.8,3447.0,2307.5,,,,,1312.6,,,1312.6,3620.1,7067.1,,688.9,,,-109.0,4524.5,-462.8,4641.6,160.0,4801.6,11868.7,
09/30/1998,12581.3,1616.4,1543.5,72.9,1796.7,1796.7,,1028.5,,,,,888.3,,,,,,5329.9,4045.6,7163.0,-3117.4,,,3205.8,1501.400024,1501.4,2.4e-05,1704.399976,7251.4,,881.8,881.8,,,,397.4,,,,,,2728.7,,,,2728.7,4007.9,2268.9,,,,,1635.5,,,1635.5,3904.4,7912.3,0.0,686.2,,,-109.0,4325.8,-394.0,4509.0,160.0,4669.0,12581.3,
12/31/1998,12595.5,1597.099953,1495.699951,101.400002,1967.900024,,,999.900024,,,,,841.900024,,,,,,5406.799805,4096.299805,7274.5,-3178.199951,204.0,,2888.399902,1517.900024,,,1370.499878,7188.699707,,1186.0,1186.0,,,,181.399994,,,,,,3239.800201,,,,3239.800201,4607.200195,2185.5,,,,,1373.199951,,,1373.199951,3558.699951,8165.900146,0.0,686.5,,,-109.0,,3852.100098,4429.600098,0.0,4429.600098,12595.500244,
03/31/1999,11225.599609,2450.499901,2404.399902,46.099998,1465.599976,1465.599976,,929.799988,,,,,854.599976,,,,,,5700.5,3852.800049,7036.200195,-3183.399902,158.5,,1513.800049,120.699997,120.699997,0.0,1393.100052,5525.100098,,319.0,319.0,,,,356.700012,,,,,,2443.19989,,,,2443.19989,3118.899902,1982.199951,,,,,1264.5,,,1264.5,3246.699951,6365.599854,0.0,688.299988,,,-108.300003,4797.200195,-517.199997,4860.000183,0.0,4860.000183,11225.600037,
06/30/1999,10820.2,2096.8,2031.7,65.1,1383.8,1383.8,,943.4,,,,,823.5,,,,,,5247.5,3853.4,7082.1,-3228.7,174.2,,1545.1,119.9,119.9,0.0,1425.2,5572.7,,345.2,345.2,,,,358.7,,,,,,2335.8,,,,2335.8,3039.7,1979.1,,,,,1350.6,,,1350.6,3329.7,6369.4,0.0,683.4,,,-108.3,4425.6,-549.9,4450.8,0.0,4450.8,10820.2,
09/30/1999,12330.8,3358.2,3291.9,66.3,1395.8,1395.8,,1029.3,,,,,812.0,,,,,,6595.3,3888.6,7210.1,-3321.5,174.2,,1672.7,125.8,125.8,0.0,1546.9,5735.5,,439.9,439.9,,,,345.7,,,,,,2401.8,,,,2401.8,3187.4,2816.2,,,,,1460.7,,,1460.7,4276.9,7464.3,0.0,682.4,,,-108.3,4804.0,-511.6,4866.5,0.0,4866.5,12330.8,
12/31/1999,12825.2,3836.0,3700.4,135.6,1443.2,,,899.6,224.7,372.7,295.1,7.1,876.7,,,,,,7055.5,3981.5,7347.3,-3365.8,180.3,,1607.9,118.6,,,1489.3,5769.7,,445.5,445.5,,,,241.5,,,,,,3248.4,,,,3248.4,3935.4,2811.9,,,,,1064.9,,,1064.9,3876.8,7812.2,0.0,682.0,,,-108.3,,4439.3,5013.0,0.0,5013.0,12825.2,
03/31/2000,12694.1,3834.8,3797.8,37.0,1388.0,1388.0,,899.6,,,,,830.4,,,,,,6952.8,3946.4,7371.8,-3425.4,291.5,,1503.4,110.0,110.0,0.0,1393.4,5741.3,,395.0,395.0,,,,51.8,,,,,,2779.5,,,,2779.5,3226.3,2783.1,,,,,1026.3,,,1026.3,3809.4,7035.7,0.0,681.3,,,-106.8,5717.5,-633.6,5658.4,0.0,5658.4,12694.1,
06/30/2000,13029.6,3627.1,3370.5,256.6,1440.0,1440.0,,935.8,,,,,749.2,,,,,,6752.1,3991.9,7468.5,-3476.6,615.9,,1669.7,106.3,106.3,0.0,1563.4,6277.5,,390.0,390.0,,,,50.1,,,,,,3156.5,,,,3156.5,3596.6,2797.4,,,,,1122.1,,,1122.1,3919.5,7516.1,0.0,3315.7,,,-107.4,5631.0,-3325.8,5513.5,0.0,5513.5,13029.6,
09/30/2000,13585.0,3854.7,3116.2,738.5,1394.7,1394.7,,905.0,,,,,737.7,,,,,,6892.1,4003.5,7526.3,-3522.8,869.3,,1820.1,108.1,108.1,0.0,1712.0,6692.9,,375.9,375.9,,,,45.0,,,,,,3273.1,,,,3273.1,3694.0,2785.4,,,,,1041.5,,,1041.5,3826.9,7520.9,0.0,3314.9,,,-109.3,6259.1,-3400.6,6064.1,0.0,6064.1,13585.0,
12/31/2000,14690.8,4618.2,4114.9,503.3,1630.7,1630.7,,883.1,230.1,380.6,284.3,-11.9,811.0,,,,,,7943.0,4176.6,7784.7,-3608.1,,,2571.2,,,,2571.2,6747.8,,661.9,661.9,,,,184.3,,,,,,4114.5,,,,4114.5,4960.7,2633.7,,,,,1049.5,,,1049.5,3683.2,8643.9,,3314.4,,,,6223.2,-3490.7,6046.9,,6046.9,14690.8,
03/31/2001,14752.4,3745.6,3231.3,514.3,1471.3,1471.3,,883.3,,,,,767.9,,,,,,6868.1,4174.6,7792.9,-3618.3,1277.5,,2432.2,,,,2432.2,7884.3,,495.4,495.4,,,,432.5,,,,,,3541.3,,,,3541.3,4469.2,2656.5,,,,,1033.1,,,1033.1,3689.6,8158.8,0.0,3313.1,,,-108.6,6866.8,-3477.7,6593.6,0.0,6593.6,14752.4,
06/30/2001,15633.5,3498.9,2971.8,527.1,1521.8,1521.8,,956.8,,,,,887.0,,,,,,6864.5,4243.3,7918.6,-3675.3,2230.5,,2295.2,,,,2295.2,8769.0,,477.5,477.5,,,,430.0,,,,,,4045.4,,,,4045.4,4952.9,2898.4,,,,,1018.8,,,1018.8,3917.2,8870.1,0.0,3313.3,,,-108.8,7057.6,-3498.7,6763.4,0.0,6763.4,15633.5,
09/30/2001,16397.4,3591.6,2646.3,945.3,1402.6,1402.6,,1052.0,,,,,930.7,,,,,,6976.9,4406.7,8213.9,-3807.2,2753.8,,2260.0,,,,2260.0,9420.5,,483.4,483.4,,,,438.4,,,,,,3861.4,,,,3861.4,4783.2,3153.9,,,,,1093.2,,,1093.2,4247.1,9030.3,0.0,3313.2,,,-108.5,7587.0,-3424.6,7367.1,0.0,7367.1,16397.4,
12/31/2001,16434.1,3731.0,2702.3,1028.7,1406.2,,,1060.2,264.9,489.6,315.1,0.0,741.5,,,,,,6938.9,4532.4,8415.4,-3883.0,2710.9,,2251.9,93.1,,,2158.8,9495.2,,624.1,624.1,,,,286.3,,,,,,4292.6,,,,4292.6,5203.0,3132.1,,,,,995.0,,,995.0,4127.1,9330.1,0.0,3312.7,,,-107.4,,3898.7,7104.0,0.0,7104.0,16434.1,
03/31/2002,17059.0,3858.0,2880.9,977.1,1499.3,1499.3,,1097.2,,,,,969.6,,,,,,7424.1,4599.1,8557.4,-3958.3,2666.3,,2369.5,,,,2369.5,9634.9,,510.4,510.4,,,,472.4,,,,,,3850.2,,,,3850.2,4833.0,3383.1,,,,,1142.5,,,1142.5,4525.6,9358.6,0.0,3313.2,,,-110.1,8055.0,-3557.7,7700.4,0.0,7700.4,17059.0,
06/30/2002,17543.9,4089.6,3051.2,1038.4,1655.2,1655.2,,1358.7,,,,,1014.4,,,,,,8117.9,4804.0,8893.9,-4089.9,2423.3,,2198.7,,,,2198.7,9426.0,,555.9,555.9,,,,479.4,,,,,,4050.4,,,,4050.4,5085.7,3499.1,,,,,1212.2,,,1212.2,4711.3,9797.0,0.0,3312.8,,,-110.3,7935.8,-3391.4,7746.9,0.0,7746.9,17543.9,
09/30/2002,18920.1,4335.5,2786.2,1549.3,1525.4,1525.4,,1378.4,,,,,1073.9,,,,,,8313.2,4988.4,9117.6,-4129.2,3034.2,,2584.3,,,,2584.3,10606.9,,499.4,499.4,,,,884.3,,,,,,3633.8,,,,3633.8,5017.5,4363.1,,,,,1278.0,,,1278.0,5641.1,10658.6,0.0,3312.9,,,-131.0,8614.2,-3534.6,8261.5,0.0,8261.5,18920.1,
12/31/2002,19042.0,3654.7,1945.9,1708.8,1670.3,,,1495.4,242.7,816.3,482.9,-46.5,983.7,,,,,,7804.1,5293.0,9546.1,-4253.1,3150.4,,2794.5,94.7,,,2699.8,11237.9,,676.9,676.9,,,,545.4,,,,,,3841.2,,,,3841.2,5063.5,4358.2,,,,,1346.7,,,1346.7,5704.9,10768.4,0.0,3312.1,,,-109.5,,5071.0,8273.6,0.0,8273.6,19042.0,
03/31/2003,19641.6,3546.3,2204.1,1342.2,1655.7,1655.7,,1584.7,,,,,1373.1,,,,,,8159.8,5453.8,9682.6,-4228.8,3183.2,,2844.8,,,,2844.8,11481.8,,602.0,602.0,,,,168.1,,,,,,3806.6,,,,3806.6,4576.7,4786.7,,,,,1550.6,,,1550.6,6337.3,10914.0,0.0,3312.4,,,-108.7,8886.8,-3362.9,8727.6,0.0,8727.6,19641.6,
06/30/2003,20050.5,2985.0,2037.3,947.7,1684.4,1684.4,,1709.9,,,,,1383.6,,,,,,7762.9,5692.1,10100.3,-4408.2,3687.8,,2907.7,,,,2907.7,12287.6,,580.1,580.1,,,,160.1,,,,,,4227.4,,,,4227.4,4967.6,4861.9,,,,,1535.5,,,1535.5,6397.4,11365.0,0.0,3311.4,,,-104.3,8675.4,-3197.0,8685.5,0.0,8685.5,20050.5,
09/30/2003,20800.8,3867.0,2916.1,950.9,1666.2,1666.2,,1699.7,,,,,1350.5,,,,,,8583.4,5943.5,10377.4,-4433.9,3325.2,,2948.7,,,,2948.7,12217.4,,588.3,588.3,,,,202.5,,,,,,3896.8,,,,3896.8,4687.6,4998.0,,,,,1630.0,,,1630.0,6628.0,11315.6,0.0,3311.8,,,-104.2,9438.3,-3160.7,9485.2,0.0,9485.2,20800.8,
