Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/02/2004,2990.668,669.334,287.548,381.786,202.511,202.511,,188.412,9.346,119.544,59.522,0.0,126.86,,,,1187.117,338.841,608.544,-269.703,997.55,,,467.16,142.553,119.009,23.544,244.597,80.01,1803.551,,92.052,92.052,,,,0.0,0.0,0.0,0.0,,,266.504,,,,266.504,358.556,0.0,0.0,0.0,0.0,,70.271,,,,,70.271,70.271,428.827,0.0,891.53,,,-2.313,1667.622,5.002,2561.841,0.0,2561.841,2990.668,
01/01/2005,2991.051,693.23,377.445,315.785,153.315,153.315,,216.729,8.791,156.38,51.558,,133.745,,,,1197.019,340.519,622.205,-281.686,937.382,,,516.131,140.37,118.596,21.774,248.596,127.165,1794.032,,82.875,82.875,,,,0.0,0.0,0.0,0.0,,,276.236,,,,276.236,359.111,0.0,0.0,0.0,0.0,,25.574,,,,,25.574,25.574,384.685,0.0,895.571,,,-8.941,1713.543,6.193,2606.366,,2606.366,2991.051,
04/02/2005,3039.196,861.558,449.388,412.17,213.459,213.459,,185.722,8.589,122.788,54.345,0.0,205.625,,,,1466.364,344.516,629.812,-285.296,766.596,,,461.72,139.419,119.415,20.004,,322.301,1572.832,,63.172,63.172,,,,0.0,0.0,0.0,0.0,,,235.222,,,,235.222,298.394,0.0,0.0,0.0,0.0,,67.294,,,,,67.294,67.294,365.688,0.0,910.431,,,0.0,1762.873,0.204,2673.508,0.0,2673.508,3039.196,
07/02/2005,3095.396,1050.19,497.147,553.043,194.601,194.601,,181.996,9.819,122.041,50.136,0.0,149.273,,,,1576.06,346.129,628.087,-281.958,732.258,,,440.949,137.619,119.415,18.204,198.024,105.306,1519.336,,76.432,76.432,,,,0.0,0.0,0.0,0.0,,,256.116,,,,256.116,332.548,0.0,0.0,0.0,0.0,,52.132,,,,,52.132,52.132,384.68,0.0,896.742,,,-33.067,1815.159,31.882,2710.716,0.0,2710.716,3095.396,
10/01/2005,3169.525,881.885,567.026,314.859,191.512,191.512,,199.667,9.732,143.117,46.818,0.0,216.727,,,,1489.791,348.797,641.196,-292.399,760.944,,,569.993,135.285,118.847,16.438,256.1,178.608,1679.734,,90.214,90.214,,,,0.0,0.0,0.0,0.0,,,244.301,,,,244.301,334.515,0.0,0.0,0.0,0.0,,67.268,,,,,67.268,67.268,401.783,0.0,1473.599,,,-102.664,1373.666,23.141,2767.742,0.0,2767.742,3169.525,
12/31/2005,3112.137,888.32,623.907,264.413,142.271,142.271,,211.882,8.456,135.405,68.021,0.0,235.881,,,,1478.354,349.895,651.758,-301.863,784.344,,,499.544,133.739,118.847,14.892,209.698,156.107,1633.783,,78.81,78.81,,,,0.0,0.0,0.0,0.0,,,298.098,,,,298.098,376.908,0.0,0.0,0.0,0.0,,43.036,,,,,43.036,43.036,419.944,0.0,1382.723,,,,1314.914,-5.444,2692.193,0.0,2692.193,3112.137,
04/01/2006,3173.547,984.917,783.366,201.551,194.205,194.205,,201.029,10.39,137.939,52.7,0.0,268.097,,,,1648.248,358.257,666.36,-308.103,616.296,,,550.746,147.735,125.084,22.651,,403.011,1525.299,,71.004,71.004,,,,0.0,0.0,0.0,0.0,,,274.02,,,,274.02,345.024,0.0,0.0,0.0,0.0,,99.638,,,,,99.638,99.638,444.662,0.0,1378.546,,,0.0,1334.53,15.809,2728.885,0.0,2728.885,3173.547,
07/01/2006,3129.693,1069.021,829.238,239.783,152.214,152.214,,194.64,21.299,125.376,47.965,0.0,254.958,,,,1670.833,358.531,679.851,-321.32,585.853,,,514.476,145.694,125.084,20.61,228.674,140.108,1458.86,,72.533,72.533,,,,0.0,0.0,0.0,0.0,,,235.98,,,,235.98,308.513,0.0,0.0,0.0,0.0,,106.044,,,,,106.044,106.044,414.557,0.0,1368.34,,,0.0,1338.916,7.88,2715.136,0.0,2715.136,3129.693,
09/30/2006,3134.338,1238.858,903.584,335.274,186.224,186.224,,198.958,30.106,119.547,49.305,0.0,242.758,,,,1866.798,359.736,692.683,-332.947,552.26,,,355.544,143.511,124.939,18.572,65.164,146.869,1267.54,,73.83,73.83,,,,0.0,0.0,0.0,0.0,,,273.702,,,,273.702,347.532,0.0,0.0,0.0,0.0,,88.639,,,,,88.639,88.639,436.171,0.0,1344.238,,,0.0,1352.416,1.513,2698.167,0.0,2698.167,3134.338,
12/30/2006,3099.067,1157.653,540.048,617.605,147.711,147.711,,185.232,30.18,110.324,44.728,0.0,234.137,,,,1724.733,367.748,708.253,-340.505,641.223,,,365.363,141.464,124.898,16.566,72.284,151.615,1374.334,,60.071,60.071,,,,0.0,0.0,0.0,0.0,,,264.436,,,,264.436,324.507,0.0,0.0,0.0,0.0,,106.746,,,,,106.746,106.746,431.253,0.0,1333.54,,,0.0,1327.592,6.682,2667.814,0.0,2667.814,3099.067,
03/31/2007,3179.355,1137.915,635.879,502.036,182.295,182.295,,174.572,28.138,109.653,36.781,0.0,205.32,,,,1700.102,413.036,760.197,-347.161,675.713,,,390.504,132.581,117.955,14.626,,257.923,1479.253,,78.912,78.912,,,,0.0,0.0,0.0,0.0,,,224.457,,,,224.457,303.369,999.597,999.597,0.0,0.0,,103.649,,,,,103.649,1103.246,1406.615,0.0,852.847,,,0.0,916.292,3.601,1772.74,0.0,1772.74,3179.355,
06/30/2007,3307.499,1202.001,627.964,574.037,208.392,208.392,,145.623,21.545,89.136,34.942,0.0,202.554,,,,1758.57,416.189,775.532,-359.343,729.945,,,402.795,143.413,117.955,25.458,69.396,189.986,1548.929,,59.869,59.869,,,,0.0,0.0,0.0,0.0,,,228.938,,,,228.938,288.807,998.798,998.798,0.0,0.0,,123.928,,,,,123.928,1122.726,1411.533,0.0,917.487,,,0.0,973.79,4.689,1895.966,0.0,1895.966,3307.499,
09/29/2007,3268.458,1221.288,368.302,852.986,236.6,236.6,,128.954,16.74,81.46,30.754,0.0,185.296,,,,1772.138,414.827,779.816,-364.989,687.358,,,394.135,139.621,117.955,21.666,67.07,187.444,1496.32,,78.216,78.216,,,,0.0,0.0,0.0,0.0,,,217.388,,,,217.388,295.604,999.119,999.119,0.0,0.0,,131.679,,,,,131.679,1130.798,1426.402,0.0,882.736,,,0.0,955.363,3.957,1842.056,0.0,1842.056,3268.458,
12/29/2007,3212.754,1366.114,400.398,965.716,229.293,229.293,,132.054,13.958,81.125,36.971,0.0,165.675,,,,1893.136,412.068,790.638,-378.57,574.386,,,333.164,127.205,117.955,9.25,,205.959,1319.618,,77.734,77.734,,,,0.0,0.0,0.0,0.0,,,260.339,,,,260.339,338.073,999.81,999.81,0.0,0.0,,140.145,,,,,140.145,1139.955,1478.028,0.0,864.258,,,0.0,870.283,0.185,1734.726,0.0,1734.726,3212.754,
03/29/2008,3137.107,1296.435,866.995,429.44,249.147,249.147,,130.25,13.771,76.87,39.609,0.0,144.364,,,,1820.196,404.43,789.446,-385.016,564.269,,,348.212,125.78,117.955,7.825,,222.432,1316.911,,59.402,59.402,,,,0.0,0.0,0.0,0.0,,,281.264,,,,281.264,340.666,1038.973,1038.973,0.0,0.0,,85.645,,,,,85.645,1124.618,1465.284,0.0,860.977,,,0.0,805.042,5.804,1671.823,0.0,1671.823,3137.107,
06/28/2008,3091.055,1238.713,769.476,469.237,205.48,205.48,0.0,140.372,14.349,86.471,39.552,0.0,147.933,,,52.072,1732.498,398.882,798.258,-399.376,607.253,607.253,,352.422,124.354,117.955,6.399,,228.068,1358.557,,237.681,63.867,6.787,,167.027,0.0,0.0,,,,,99.789,,,100.548,0.0,337.47,999.552,999.552,,,,144.442,,,,,43.894,1143.994,1481.464,0.0,825.652,2.761,822.891,0.0,780.931,3.008,1609.591,0.0,1609.591,3091.055,
09/27/2008,3048.828,1301.013,701.406,599.607,234.078,234.078,0.0,141.704,14.396,89.771,37.537,0.0,145.896,,,60.065,1822.691,397.35,807.908,-410.558,472.268,472.268,,356.519,122.929,117.955,4.974,,233.59,1226.137,,224.822,82.887,9.172,,132.763,0.0,0.0,,,,,94.141,,,95.659,0.0,318.963,999.563,999.563,,,,170.408,,,,,74.749,1169.971,1488.934,0.0,807.452,2.739,804.713,0.0,764.949,-12.507,1559.894,0.0,1559.894,3048.828,
12/27/2008,2881.461,1289.93,1007.782,282.148,213.59,213.59,0.0,149.421,15.364,99.906,34.151,0.0,101.327,,,30.223,1754.268,394.973,816.136,-421.163,388.972,388.972,,343.248,121.454,117.955,3.499,,221.794,1127.193,,207.786,53.407,2.812,,151.567,0.0,0.0,,,,,71.51,,,102.425,0.0,279.296,760.107,760.107,,,,173.575,,,,,71.15,933.682,1212.978,0.0,822.626,2.741,819.885,0.0,865.966,-20.109,1668.483,0.0,1668.483,2881.461,
03/28/2009,2811.901,1324.933,1065.987,258.946,216.39,216.39,0.0,119.832,10.024,79.426,30.382,0.0,91.313,0.0,,25.297,1752.468,387.907,776.808,-388.901,347.787,347.787,,323.739,120.448,117.955,2.493,,203.291,1059.433,,167.313,48.201,10.171,0.0,108.941,0.0,0.0,0.0,0.0,,,65.753,0.0,0.0,196.189,0.0,233.066,352.11,352.11,0.0,0.0,,277.965,0.0,0.0,0.0,0.0,81.776,630.075,863.141,0.0,1088.5,2.755,1085.745,0.0,879.118,-18.858,1948.76,0.0,1948.76,2811.901,
06/27/2009,2845.18,1424.547,836.381,588.166,195.929,195.929,0.0,101.166,11.545,61.447,28.174,0.0,111.548,,,51.038,1833.19,379.612,742.994,-363.382,350.053,350.053,,282.325,117.955,117.955,0.0,,164.37,1011.99,,195.582,68.449,0.0,,127.133,0.0,0.0,,,,,49.732,,,196.955,0.0,245.314,352.333,352.333,,,,335.455,,,,,138.5,687.788,933.102,0.0,1036.688,2.755,1033.933,0.0,878.549,-3.159,1912.078,0.0,1912.078,2845.18,
09/26/2009,2960.685,1517.61,1028.12,489.49,226.673,226.673,,100.957,8.17,67.374,25.413,0.0,99.192,,,20.334,1944.432,371.689,732.976,-361.287,352.375,352.375,,292.189,117.955,117.955,0.0,,174.234,1016.253,,216.567,92.166,0.919,,123.482,0.0,,,,,,75.889,,,206.714,0.0,292.456,353.471,353.471,,,,348.62,,,,,141.906,702.091,994.547,0.0,1057.579,2.768,1054.811,0.0,903.844,4.715,1966.138,,1966.138,2960.685,
01/02/2010,3121.951,1489.993,1037.564,452.429,231.078,231.078,0.0,128.935,8.413,85.589,34.933,0.0,108.72,,,23.243,1958.726,367.514,720.99,-353.476,503.106,503.106,,292.605,117.955,117.955,0.0,,174.65,1163.225,,283.358,108.452,4.028,,170.878,0.0,0.0,,,,,78.61,,,247.822,0.0,361.968,354.46,354.46,,,,371.615,,,,,123.793,726.075,1088.043,0.0,1070.513,2.765,1067.748,0.0,959.909,3.486,2033.908,0.0,2033.908,3121.951,
04/03/2010,3184.318,1386.605,1031.457,355.148,262.735,262.735,,130.628,13.257,85.99,31.381,0.0,127.098,,,25.272,1907.066,365.878,714.905,-349.027,582.202,582.202,,329.172,117.955,117.955,0.0,,211.217,1277.252,,274.852,96.169,14.452,,164.231,0.0,0.0,0.0,0.0,,,82.309,0.0,0.0,294.149,0.0,357.161,354.798,354.798,0.0,0.0,,351.889,0.0,0.0,0.0,0.0,57.74,706.687,1063.848,0.0,1105.146,2.735,1102.411,0.0,1016.545,-1.221,2120.47,,2120.47,3184.318,
07/03/2010,3473.004,1543.665,912.445,631.22,355.406,355.406,0.0,151.63,18.754,104.272,28.604,0.0,171.471,0.044,,67.969,2222.172,371.954,727.654,-355.7,580.386,580.386,,298.492,117.955,117.955,0.0,,180.493,1250.832,,296.827,122.362,8.012,,166.453,0.0,0.0,,,,,76.265,,,322.664,0.0,373.092,849.505,849.505,,,,383.284,,,,,60.62,1232.789,1605.881,0.0,979.164,2.58,976.584,0.0,886.835,1.124,1867.123,0.0,1867.123,3473.004,
10/02/2010,3715.851,1406.664,774.505,632.159,556.766,556.766,0.0,170.18,17.992,116.118,36.07,0.0,210.303,,,75.067,2343.913,374.384,740.633,-366.249,704.586,704.586,,292.968,117.955,117.955,0.0,,175.013,1371.938,,296.801,131.008,1.393,,164.4,0.0,0.0,,,,,94.033,,,350.702,0.0,390.834,884.39,884.39,,,,413.396,,,,,62.694,1297.786,1688.62,0.0,1009.377,2.59,1006.787,0.0,1009.448,8.406,2027.231,0.0,2027.231,3715.851,
01/01/2011,3858.433,1764.765,1101.05,663.715,369.657,369.657,0.0,242.532,19.815,181.243,41.474,0.0,153.701,,,49.163,2530.655,376.764,745.67,-368.906,660.167,660.167,,290.847,117.955,117.955,0.0,,172.892,1327.778,,294.26,147.16,0.814,,146.286,0.0,0.0,,,,,80.759,,,368.521,0.0,375.019,940.086,940.086,,,,369.722,,,,,1.201,1309.808,1684.827,0.0,1046.029,2.6,1043.429,0.0,1120.112,7.465,2173.606,0.0,2173.606,3858.433,
04/02/2011,4140.85,1926.413,1222.359,704.054,286.464,286.464,,264.745,15.465,214.023,35.257,0.0,145.164,,,51.895,2622.786,380.57,747.941,-367.371,766.452,766.452,,371.042,160.476,133.58,26.896,,210.566,1518.064,,268.306,99.252,,,169.054,0.0,0.0,0.0,0.0,,,99.834,0.0,0.0,403.99,0.0,368.14,890.98,890.98,0.0,0.0,,467.113,0.0,0.0,0.0,0.0,63.123,1358.093,1726.233,0.0,1166.056,2.646,1163.41,0.0,1238.044,10.517,2414.617,,2414.617,4140.85,
07/02/2011,4331.172,1973.386,961.237,1012.149,244.683,244.683,0.0,250.158,17.046,199.412,33.7,0.0,152.813,,,60.322,2621.04,380.661,758.706,-378.045,899.57,899.57,,429.901,190.842,148.564,42.278,,239.059,1710.132,,341.909,86.409,,,255.5,0.0,0.0,,,,,92.217,,,420.581,0.0,434.126,894.478,894.478,,,,502.5,,,,,81.919,1396.978,1831.104,0.0,1164.371,2.643,1161.728,0.0,1322.378,13.319,2500.068,0.0,2500.068,4331.172,
10/01/2011,4267.799,1807.545,602.952,1204.593,216.416,216.416,0.0,247.652,16.971,200.14,30.541,0.0,142.645,,,57.173,2414.258,384.893,772.928,-388.035,1048.492,1048.492,,420.156,189.989,149.693,40.296,,230.167,1853.541,,290.612,84.186,,,206.426,0.0,0.0,,,,,76.837,,,433.491,0.0,367.449,899.803,899.803,,,,508.133,,,,,74.642,1407.936,1775.385,0.0,1124.492,2.624,1121.868,0.0,1361.552,6.37,2492.414,0.0,2492.414,4267.799,
12/31/2011,4345.1,1760.631,661.325,1099.306,211.132,211.132,0.0,245.476,14.814,200.314,30.348,0.0,135.315,,,57.184,2352.554,390.014,784.461,-394.447,1190.812,1190.812,,411.72,188.015,149.701,38.314,,223.705,1992.546,,311.971,98.853,,,213.118,0.0,0.0,,,,,70.466,,,449.17,0.0,382.437,931.157,931.157,,,,470.53,,,,,21.36,1401.687,1784.124,0.0,1131.02,2.615,1128.405,0.0,1429.913,0.043,2560.976,0.0,2560.976,4345.1,
03/31/2012,4464.122,1917.627,788.822,1128.805,214.965,214.965,0.0,204.866,11.707,164.438,28.721,0.0,112.851,,,47.826,2450.309,394.982,788.422,-393.44,1209.228,1209.228,,409.603,185.87,149.538,36.332,,223.733,2013.813,,272.501,78.613,0.0,0.0,193.888,0.0,0.0,0.0,0.0,,,70.275,,,463.045,0.0,342.776,906.569,906.569,0.0,0.0,,507.092,,,,,44.047,1413.661,1756.437,0.0,1198.094,2.636,1195.458,0.0,1502.327,7.264,2707.685,0.0,2707.685,4464.122,
06/30/2012,4493.231,1743.127,526.189,1216.938,257.944,257.944,0.0,193.316,12.826,159.247,21.243,0.0,107.793,0.0,,47.433,2302.18,388.721,794.389,-405.668,1399.684,1399.684,,402.646,183.722,149.538,34.184,,218.924,2191.051,,297.681,101.678,0.0,0.0,196.003,0.0,0.0,0.0,0.0,,,62.479,,,477.622,0.0,360.16,911.135,911.135,0.0,0.0,,517.856,,,,,40.234,1428.991,1789.151,0.0,1153.137,2.612,1150.525,0.0,1546.026,4.917,2704.08,0.0,2704.08,4493.231,
09/29/2012,4548.634,1706.457,595.119,1111.338,222.269,222.269,0.0,204.067,14.558,166.669,22.84,0.0,117.265,,,50.991,2250.058,382.206,798.801,-416.595,1497.394,1497.394,,418.976,200.086,158.99,41.096,,218.89,2298.576,,293.654,96.478,0.0,,197.176,0.0,0.0,0.0,0.0,,,49.002,,,499.709,0.0,342.656,915.109,915.109,0.0,0.0,,539.178,,,,,39.469,1454.287,1796.943,0.0,1169.443,2.608,1166.835,0.0,1563.676,18.572,2751.691,0.0,2751.691,4548.634,
12/29/2012,4612.907,1686.631,623.137,1063.494,232.257,232.257,0.0,225.985,15.174,189.516,21.295,0.0,118.698,,,56.159,2263.571,373.369,794.089,-420.72,1560.132,1560.132,,415.835,197.531,158.99,38.541,,218.304,2349.336,,284.247,98.565,,,185.682,0.0,0.0,,,,,51.295,,,506.995,0.0,335.542,918.883,918.883,,,,542.357,,,,,35.362,1461.24,1796.782,0.0,1198.038,2.612,1195.426,0.0,1602.924,15.163,2816.125,0.0,2816.125,4612.907,
03/30/2013,4729.451,1714.745,623.558,1091.187,229.175,229.175,0.0,201.25,12.484,165.034,23.732,0.0,152.469,0.0,,90.581,2297.639,365.687,784.796,-419.109,1651.033,1651.033,,415.092,195.044,158.99,36.054,,220.048,2431.812,,330.636,72.766,60.632,,197.238,0.0,0.0,0.0,0.0,,0.0,56.152,0.0,0.0,415.442,0.0,386.788,922.666,922.666,0.0,0.0,,456.701,0.0,,,,41.259,1379.367,1766.155,0.0,1278.914,2.636,1276.278,0.0,1675.722,8.66,2963.296,0.0,2963.296,4729.451,
06/29/2013,4760.923,1841.78,509.414,1332.366,268.153,268.153,0.0,186.8,11.434,155.699,19.667,0.0,57.851,,,55.262,2354.584,362.956,794.549,-431.593,1634.031,1634.031,,409.352,192.626,158.99,33.636,,216.726,2406.339,,267.749,69.241,1.587,,196.921,926.781,926.781,,,,,207.946,,,228.219,0.0,1402.476,0.0,,,,,631.449,,,,,403.23,631.449,2033.925,0.0,970.342,2.648,967.694,0.0,1766.738,-10.082,2726.998,0.0,2726.998,4760.923,
09/28/2013,5000.052,2264.065,570.494,1693.571,277.539,277.539,0.0,183.708,12.851,148.506,22.351,0.0,75.894,,,71.334,2801.206,357.42,801.655,-444.235,1436.781,1436.781,,404.645,190.209,158.99,31.219,,214.436,2198.846,,355.15,88.947,4.144,,262.059,930.085,930.085,0.0,0.0,,,196.935,,,269.25,0.0,1482.17,0.0,0.0,0.0,0.0,,645.555,,,,,376.305,645.555,2127.725,0.0,1062.807,2.682,1060.125,0.0,1814.081,-4.561,2872.327,0.0,2872.327,5000.052,
12/28/2013,5001.801,2457.419,631.879,1825.54,207.248,207.248,0.0,206.728,16.659,164.335,25.734,0.0,76.431,,,71.969,2947.826,354.8,802.093,-447.293,1287.392,1287.392,,411.783,190.625,159.296,31.329,,221.158,2053.975,,307.085,90.123,4.595,,212.367,934.392,934.392,,,,,190.6,,,279.696,0.0,1432.077,0.0,,,,,647.996,,,,,368.3,647.996,2080.073,0.0,1040.257,2.665,1037.592,0.0,1889.019,-7.548,2921.728,0.0,2921.728,5001.801,
03/29/2014,5037.349,2457.321,973.677,1483.644,267.833,267.833,0.0,233.999,15.306,192.067,26.626,0.0,107.994,0.0,,49.18,3067.147,355.089,810.03,-454.941,1190.775,1190.775,,424.338,188.163,159.296,28.867,,236.175,1970.202,,368.325,149.695,12.936,,205.694,565.001,0.0,0.0,0.0,,565.001,56.034,0.0,0.0,253.433,0.0,989.36,993.87,993.87,0.0,0.0,,301.437,0.0,,,,48.004,1295.307,2284.667,0.0,807.759,2.686,805.073,0.0,1945.471,-0.548,2752.682,0.0,2752.682,5037.349,
06/28/2014,5054.219,2485.207,625.032,1860.175,281.335,281.335,0.0,256.791,17.039,206.897,32.855,0.0,145.366,,,66.055,3168.699,350.736,817.844,-467.108,1109.645,1109.645,,425.139,185.745,159.296,26.449,,239.394,1885.52,,296.151,99.572,17.578,,179.001,567.764,0.0,,,,567.764,69.933,,,283.492,0.0,933.848,994.11,994.11,,,,328.897,,,,,45.405,1323.007,2256.855,0.0,790.687,2.671,788.016,0.0,1999.751,6.926,2797.364,0.0,2797.364,5054.219,
09/27/2014,5017.302,2595.846,714.699,1881.147,290.629,290.629,0.0,262.669,15.752,208.407,38.51,0.0,154.833,,,80.645,3303.977,345.485,825.653,-480.168,950.827,950.827,,417.013,183.366,159.296,24.07,,233.647,1713.325,,335.102,105.689,2.17,,227.243,570.527,0.0,,,,570.527,65.02,,,295.641,0.0,970.649,994.352,994.352,,,,338.34,,,,,42.699,1332.692,2303.341,0.0,738.896,2.644,736.252,0.0,1977.185,-2.12,2713.961,0.0,2713.961,5017.302,
12/27/2014,4915.204,2920.767,1431.023,1489.744,187.496,187.496,0.0,246.664,14.094,198.27,34.3,0.0,160.213,,,79.173,3515.14,337.914,831.505,-493.591,654.013,654.013,,408.137,180.996,159.296,21.7,,227.141,1400.064,,281.61,58.231,15.37,,208.009,573.29,0.0,,,,573.29,58.115,,,293.138,0.0,913.015,994.595,994.595,,,,334.115,,,,,40.977,1328.71,2241.725,0.0,692.962,2.611,690.351,0.0,1988.501,-7.984,2673.479,0.0,2673.479,4915.204,
03/28/2015,4898.065,3303.061,892.572,2410.489,246.615,246.615,0.0,231.328,14.174,183.472,33.682,0.0,154.047,0.0,,74.528,3935.051,301.038,804.623,-503.585,266.902,266.902,,395.074,172.048,159.296,12.752,,223.026,963.014,,311.762,80.113,19.693,,211.956,576.053,0.0,0.0,0.0,,576.053,75.391,0.0,0.0,289.868,0.0,963.206,994.839,994.839,0.0,0.0,,328.426,0.0,,,,38.558,1323.265,2286.471,0.0,656.465,2.583,653.882,0.0,1966.278,-11.149,2611.594,0.0,2611.594,4898.065,
06/27/2015,4915.549,3332.425,666.338,2666.087,251.988,251.988,0.0,222.013,16.013,179.261,26.739,0.0,173.3,,,82.148,3979.726,294.487,806.728,-512.241,248.431,248.431,,392.905,170.279,159.296,10.983,,222.626,935.823,,318.096,81.897,17.916,,218.283,578.816,0.0,,,,578.816,60.251,,,301.13,0.0,957.163,995.086,995.086,,,,336.67,,,,,35.54,1331.756,2288.919,0.0,680.779,2.57,678.209,0.0,1959.037,-13.186,2626.63,0.0,2626.63,4915.549,
09/26/2015,4890.35,3295.784,760.611,2535.173,282.627,282.627,0.0,212.973,12.014,163.09,37.869,0.0,189.777,,,89.289,3981.161,287.377,809.662,-522.285,235.922,235.922,,385.89,168.51,159.296,9.214,,217.38,909.189,,282.328,75.279,6.657,,200.392,581.58,0.0,,,,581.58,86.434,,,308.662,0.0,950.342,995.333,995.333,,,,323.006,,,,,14.344,1318.339,2268.681,0.0,685.709,2.569,683.14,0.0,1932.046,3.914,2621.669,0.0,2621.669,4890.35,
01/02/2016,4898.157,3396.536,898.264,2498.272,203.176,203.176,0.0,195.969,13.707,141.529,40.733,0.0,212.613,,,115.34,4008.294,280.241,797.866,-517.625,224.614,224.614,,385.008,166.742,159.296,7.446,,218.266,889.863,,298.466,74.602,7.782,,216.082,584.343,0.0,,,,584.343,50.1,,,347.995,0.0,932.909,995.584,995.584,,,,379.96,,,,,31.965,1375.544,2308.453,0.0,712.855,2.552,710.303,0.0,1898.238,-21.389,2589.704,0.0,2589.704,4898.157,
04/02/2016,4819.269,3337.699,503.816,2833.883,307.458,307.458,0.0,178.55,15.346,123.675,39.529,0.0,92.951,0.0,,90.79,3916.658,283.346,810.582,-527.236,220.807,220.807,,398.458,165.498,159.296,6.202,,232.96,902.611,,305.805,101.534,6.286,,197.985,585.417,0.0,0.0,0.0,,585.417,53.175,0.0,0.0,261.467,0.0,944.397,993.639,993.639,0.0,0.0,,291.34,0.0,,,,29.873,1284.979,2229.376,0.0,729.458,2.537,726.921,0.0,1867.066,-6.631,2589.893,0.0,2589.893,4819.269,
07/02/2016,4926.475,3517.978,582.362,2935.616,217.014,217.014,0.0,195.282,15.737,143.805,35.74,0.0,91.426,,,89.671,4021.7,292.358,826.213,-533.855,209.015,209.015,,403.402,164.254,159.296,4.958,,239.148,904.775,,389.747,113.318,18.932,,257.497,588.542,0.0,,,,588.542,73.075,,,263.413,0.0,1051.364,994.039,994.039,,,,291.4,,,,,27.987,1285.439,2336.803,0.0,729.19,2.534,726.656,0.0,1863.887,-3.405,2589.672,0.0,2589.672,4926.475,
10/01/2016,4945.72,3489.828,690.49,2799.338,227.758,227.758,0.0,196.922,14.22,149.761,32.941,0.0,104.686,,,102.901,4019.194,292.488,834.312,-541.824,198.545,198.545,,435.493,167.41,161.287,6.123,,268.083,926.526,,347.824,103.236,8.233,,236.355,591.667,0.0,,,,591.667,58.328,,,294.875,0.0,997.819,994.439,994.439,,,,320.947,,,,,26.072,1315.386,2313.205,0.0,776.036,2.525,773.511,0.0,1854.32,2.159,2632.515,0.0,2632.515,4945.72,
12/31/2016,4836.288,3254.135,839.546,2414.589,340.852,340.852,0.0,205.927,15.354,147.65,42.923,0.0,115.138,,,114.758,3916.052,301.504,836.481,-534.977,183.082,183.082,,435.65,166.046,161.287,4.759,,269.604,920.236,,359.491,118.629,6.334,,234.528,594.792,0.0,,,,594.792,55.759,,,323.777,0.0,1010.042,994.842,994.842,,,,351.801,,,,,28.024,1346.643,2356.685,0.0,780.598,2.488,778.11,0.0,1729.446,-30.441,2479.603,0.0,2479.603,4836.288,
04/01/2017,4740.532,3321.457,966.695,2354.762,243.915,243.915,0.0,227.033,14.517,161.12,51.396,0.0,87.711,0.0,64.4,85.287,3880.116,303.825,839.458,-535.633,116.288,116.288,,440.303,164.863,161.287,3.576,,211.04,860.416,,385.538,108.293,6.309,,270.936,456.328,0.0,0.0,0.0,,456.328,55.33,0.0,0.0,317.639,0.0,897.196,995.247,995.247,0.0,0.0,,339.05,0.0,,,,21.411,1334.297,2231.493,0.0,806.002,2.48,803.522,0.0,1726.312,-23.275,2509.039,0.0,2509.039,4740.532,
07/01/2017,5087.062,3647.562,1059.355,2588.207,268.257,268.257,0.0,215.21,14.208,152.82,48.182,0.0,96.879,,,93.538,4227.908,303.21,846.192,-542.982,106.862,106.862,,449.082,164.158,161.287,2.871,,284.924,859.154,,392.589,106.234,8.282,,278.073,0.0,0.0,,,,0.0,47.244,,,346.566,0.0,439.833,1737.41,1737.41,,,,371.552,,,,,24.986,2108.962,2548.795,0.0,811.302,2.481,808.821,0.0,1743.597,-16.632,2538.267,0.0,2538.267,5087.062,
