Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2005,48427.4,2478.4,11897.1,,,10485.1,,,,,6320.7,,,11041.0,,,1952.6,19314.3,-126.4,19187.9,475.1,,534.9,380.3,154.6,,,0.7,3368.2,,6723.7,26771.7,7128.2,19643.5,0.0,33495.4,6225.0,,,,,,,1578.2,,,,,,,,,,,,0.0,379.8,,,-447.3,3574.4,22.1,3529.0,0.0,3529.0,,
12/31/2005,53413.8,2996.2,16035.7,,,11109.0,,,,,6674.8,,,11301.8,,,1991.9,19968.5,-125.4,19843.1,471.5,,535.4,389.3,146.1,,,0.7,2422.2,,5383.6,33135.9,8278.9,24857.0,0.0,38519.5,5500.2,,,,,,,3367.0,12.2,12.2,,3354.8,,,,,,,,0.0,379.8,,,-458.4,3672.1,7.3,3600.8,0.0,3600.8,,
03/31/2006,50195.0,2815.4,12821.1,,,11124.5,,,,,6531.2,,,11303.4,,,2206.0,20040.6,-129.3,19911.3,461.4,,527.0,397.4,129.6,,,0.4,2533.9,,4764.7,29844.1,6927.2,22916.9,0.0,34608.8,6268.5,,,,,,,3205.9,,,,,,,,,,,,0.0,411.4,,,-466.0,3785.0,-27.0,3703.4,0.0,3703.4,,
06/30/2006,53325.9,4356.7,13720.1,,,10522.5,,,,,7595.0,,,11593.2,,,2109.0,21297.2,-133.5,21163.7,463.2,,538.4,408.3,130.1,,,0.4,2560.9,,4825.1,33858.0,6338.3,27519.7,,38683.1,5653.1,1719.6,,,,,,3226.4,,,,,,,,,,,,,412.1,,,-483.3,3902.8,-23.2,3808.4,,3808.4,,
09/30/2006,55200.9,3824.9,14656.8,,,12119.6,,,,,7504.2,,,11536.2,,,2228.9,21269.3,-139.4,21129.9,471.6,,538.8,412.5,126.3,,,0.7,2458.6,,4780.8,33895.1,6235.2,27659.9,0.0,38675.9,6748.2,,,,,,,3363.4,,,,,,,,,,,,0.0,413.5,,,-483.3,4016.3,-10.5,3936.0,0.0,3936.0,,
12/31/2006,60712.2,4961.0,16790.3,,,12365.2,,,,,8248.7,,,12090.2,,,2270.8,22609.7,-140.4,22469.3,487.2,,548.2,422.5,125.7,,,1.2,3089.8,,5434.0,38386.2,6297.6,32088.6,0.0,43820.2,7748.6,,,,,,,3029.8,10.8,10.8,,3019.0,,,,,,,,0.0,410.7,,,-449.4,4131.2,-148.6,3943.9,0.0,3943.9,,
03/31/2007,59532.4,2571.5,19541.5,,,12557.0,,,,,8050.5,,,11626.2,,,1981.5,21658.2,-138.3,21519.9,483.0,,542.3,422.1,120.2,,,0.9,2316.3,,4631.2,42388.4,7197.4,35191.0,0.0,47019.6,2386.2,,,,,,,3404.6,,,,,,,,,,,,0.0,422.9,,,-415.4,4190.4,-154.5,4043.4,0.0,4043.4,,
06/30/2007,59609.7,3519.0,15598.8,,,12605.2,,,,,9816.4,,,12200.2,,,2028.3,24044.9,-139.3,23905.6,486.1,,540.7,427.0,113.7,,,0.5,2953.8,,5162.6,40699.4,7549.3,33150.1,0.0,45862.0,3935.9,1860.9,,,,,,3060.8,,,,,,,,,,,,0.0,427.1,,,-393.8,4340.7,-146.8,4227.2,0.0,4227.2,,
09/30/2007,63098.9,3871.5,18264.5,,,11803.5,,,,,10497.7,,,12508.5,,,1901.9,24908.1,-143.2,24764.9,478.7,,539.3,429.6,109.7,,,0.6,3375.9,,4726.0,42942.8,7185.2,35757.6,0.0,47668.8,4448.5,,,,,,,3207.4,,,,,,,,,,,,0.0,433.9,,,-415.6,4493.6,-152.5,4359.4,0.0,4359.4,,
12/31/2007,67611.2,3921.6,25072.2,,,8888.2,,,,,10180.8,,,13021.8,,,2137.5,25340.1,-148.1,25192.0,491.9,,528.9,425.8,103.1,,,0.5,3515.9,,5739.3,45473.8,7533.9,37939.9,0.0,51213.1,5337.9,,,,,,,3612.9,11.8,11.8,,3601.1,,,,,,,,0.0,448.9,,,-405.7,4556.2,-90.3,4509.1,0.0,4509.1,,
03/31/2008,77480.3,4061.5,30429.3,,,9509.9,,,,,10989.5,,,13076.6,,,2694.4,26760.5,-165.4,26595.1,492.8,,522.7,424.9,97.8,,,0.2,5868.8,,5832.7,52559.8,8210.0,44349.8,0.0,58392.5,6529.0,1996.9,,,,,,3618.2,,,,,,,,,,,,0.0,461.2,,,-445.2,4879.2,-136.8,4758.4,0.0,4758.4,,
06/30/2008,74806.9,5651.6,23806.6,,,10620.0,,,,,12407.4,,,13967.2,,,2303.3,28677.9,-172.5,28505.4,493.0,,518.8,425.4,93.4,,,0.2,5211.3,,8506.5,51767.8,7835.9,43931.9,0.0,60274.3,2856.3,1210.2,,,,,,3718.7,,,,,,,,,,,,0.0,474.0,,,-393.7,5032.2,-148.4,4964.1,0.0,4964.1,,
09/30/2008,79244.0,3775.7,26079.0,,,13359.1,,,,,12413.2,,,14586.6,,,2870.4,29870.2,-194.7,29675.5,492.9,,494.0,410.0,84.0,,,0.6,5367.2,,7004.5,55434.6,8104.7,47329.9,0.0,62439.1,2784.0,,,,,,,4582.4,,,,,,,,,,,,0.0,485.7,,,-280.6,4821.1,-190.2,4836.0,0.0,4836.0,,
12/31/2008,82053.6,2648.2,26293.8,,,12136.4,,,,,13059.3,,,15148.1,,,2548.0,30755.4,-229.1,30526.3,506.6,,462.6,389.4,73.2,,,0.5,9479.2,,11823.6,50582.8,9079.2,41503.6,0.0,62406.4,4049.3,1529.1,,,,,,4622.7,10.0,10.0,,4612.7,,,,,,,,1501.3,558.3,,,-266.5,5091.2,-494.9,6389.4,0.0,6389.4,,
03/31/2009,78464.6,2104.1,21776.0,451.3,21324.7,17808.3,5.1,16671.5,1131.7,0.0,15197.6,4131.1,11066.5,15213.3,10588.0,4625.3,0.0,30410.9,-286.2,30124.7,535.2,535.2,456.1,387.4,68.7,,1896.9,0.0,3763.3,,9019.0,44325.6,10940.8,33384.8,0.0,53344.6,10959.4,1021.2,,,,,9938.2,4469.9,,,,4469.9,,,,,1811.3,1354.7,71939.9,1504.6,542.8,379.8,163.0,-243.2,5166.6,-446.1,6524.7,0.0,6524.7,78464.6,
06/30/2009,75045.2,2531.3,20113.7,1074.8,19038.9,17514.9,4.7,16345.6,1164.6,0.0,13498.2,4101.8,9396.4,15528.9,10738.3,4790.6,0.0,29027.1,-297.3,28729.8,548.1,548.1,475.2,405.3,69.9,,2736.7,0.0,2395.5,,8040.7,45539.9,11375.6,34164.3,0.0,53580.6,7083.7,700.0,,,,,6383.7,4964.3,,,,4964.3,,,,,2145.9,1142.0,68916.5,,1373.8,408.6,965.2,-215.2,5323.5,-353.4,6128.7,0.0,6128.7,75045.2,
09/30/2009,77901.5,2885.9,24134.3,53.8,24080.5,17456.9,10.0,16260.4,1186.5,,12565.9,4142.1,8423.8,15557.0,10818.2,4738.8,0.0,28122.9,-307.8,27815.1,542.7,542.7,466.1,401.4,64.7,,2147.2,,2453.3,,7623.1,47701.0,12882.7,34818.3,0.0,55324.1,8335.0,717.1,,,,,7617.9,4741.3,,,,4741.3,,,,,1514.7,1763.1,71678.2,,1302.5,408.6,893.9,-209.4,5443.3,-313.1,6223.3,,6223.3,77901.5,
12/31/2009,82141.5,2491.8,28128.2,250.0,27878.2,18633.4,9.9,17462.1,1161.4,0.0,12032.2,4217.6,7814.6,15773.5,10807.7,4965.8,0.0,27805.7,-309.2,27496.5,543.5,543.5,462.3,401.6,60.7,212.3,1136.4,0.0,3037.1,,2305.8,55975.5,15044.0,40931.5,0.0,58281.3,8129.1,1037.5,,,,165.0,6926.6,6302.9,,,,6302.9,156.5,106.6,49.9,682.5,1046.3,1230.8,75829.4,0.0,1296.9,408.6,888.3,-199.2,5576.0,-361.6,6312.1,0.0,6312.1,82141.5,
03/31/2010,76318.6,2651.7,22982.5,150.4,22832.1,17876.6,9.8,16640.8,1226.0,0.0,12290.2,4305.9,7984.3,15671.8,10798.0,4873.8,0.0,27962.0,-320.5,27641.5,540.5,540.5,448.7,394.0,54.7,,1332.3,0.0,2844.8,,8239.1,49196.1,13442.4,35753.7,0.0,57435.2,5455.0,673.0,,,,,4782.0,4397.2,,,,4397.2,,,,,1933.6,650.5,69871.5,0.0,1303.8,408.6,895.2,-189.2,5665.0,-332.5,6447.1,0.0,6447.1,76318.6,
06/30/2010,80048.9,3524.2,23326.4,262.2,23064.2,19820.1,11.6,18624.5,1184.0,0.0,12506.6,4268.1,8238.5,15898.2,10922.3,4975.9,0.0,28404.8,-326.7,28078.1,529.5,529.5,651.6,393.0,258.6,,1624.8,0.0,2494.2,,6877.9,51074.2,12799.5,38274.7,0.0,57952.1,7077.1,633.0,,,,,6444.1,5005.3,,,,5005.3,,,,,2973.6,421.2,73429.3,0.0,1313.8,408.6,905.2,-175.5,5796.6,-315.3,6619.6,0.0,6619.6,80048.9,
09/30/2010,80723.4,3489.5,22869.3,428.7,22440.6,20727.6,10.9,19540.3,1176.4,0.0,11969.3,4255.7,7713.6,15897.0,10846.4,5050.6,0.0,27866.3,-324.7,27541.6,532.4,532.4,448.8,399.7,49.1,,1641.2,0.0,3473.0,,6676.9,51768.9,12865.3,38903.6,0.0,58445.8,7684.6,705.4,,,,,6979.2,4447.3,,,,4447.3,,,,,2025.7,1351.3,73954.7,0.0,1320.3,408.6,911.7,-169.3,5883.8,-266.1,6768.7,0.0,6768.7,80723.4,
12/31/2010,83843.9,2818.0,26436.0,160.1,26275.9,21281.9,6.8,20087.5,1187.6,0.0,11853.4,4306.1,7547.3,16278.6,10854.9,5423.7,0.0,28132.0,-319.6,27812.4,504.5,504.5,454.1,400.9,53.2,184.1,1308.3,0.0,3044.6,,7658.9,56536.8,14208.7,42328.1,0.0,64195.7,4923.0,954.4,,,,,3968.6,4973.1,,,,4973.1,138.2,86.9,51.3,726.4,1841.7,215.5,77013.6,0.0,1328.6,408.6,920.0,-165.1,5972.1,-305.3,6830.3,0.0,6830.3,83843.9,
03/31/2011,92679.2,3592.8,32062.2,90.2,31972.0,22789.4,5.6,21887.3,896.5,0.0,11632.5,4245.1,7387.4,16255.0,10776.5,5478.5,0.0,27887.5,-313.5,27574.0,494.7,494.7,457.0,405.8,51.2,,1079.9,0.0,4629.2,,2969.7,68105.7,14147.3,53958.4,0.0,71075.4,5439.7,798.5,,,,,4641.2,6563.9,,,,6563.9,,,,,1320.7,1351.3,85751.0,0.0,1341.4,408.6,932.8,-188.1,6054.5,-279.6,6928.2,0.0,6928.2,92679.2,
06/30/2011,97398.3,5099.1,31834.2,46.6,31787.6,25026.2,8.3,24163.0,854.9,0.0,12436.6,4115.9,8320.7,16129.4,10684.1,5445.3,0.0,28566.0,-311.3,28254.7,495.7,495.7,528.1,434.9,93.2,,1830.7,0.0,4329.6,,4486.5,73014.4,14191.1,58823.3,0.0,77500.9,2859.6,1479.3,,,,,1380.3,6602.7,,,,6602.7,,,,,1442.5,1967.2,90372.9,0.0,1357.5,408.6,948.9,-227.1,6138.3,-243.3,7025.4,0.0,7025.4,97398.3,
09/30/2011,96098.2,4336.6,25664.2,221.8,25442.4,29274.8,6.3,28439.3,829.2,0.0,12219.3,3972.3,8247.0,16472.1,10772.4,5699.7,0.0,28691.4,-298.3,28393.1,492.1,492.1,664.1,534.1,130.0,,3456.5,0.0,3816.8,,3374.8,75139.2,14538.6,60600.6,0.0,78514.0,1354.0,339.3,,,,,1014.7,5088.4,,,,5088.4,,,,,1830.2,2158.8,88945.4,0.0,1371.5,408.6,962.9,-226.5,6240.3,-232.5,7152.8,0.0,7152.8,96098.2,
12/31/2011,100223.7,4315.3,30266.3,121.3,30145.0,30999.7,8.0,30192.5,799.2,0.0,12354.3,3960.5,8393.8,16709.6,10708.9,6000.7,0.0,29063.9,-294.8,28769.1,494.5,494.5,655.4,532.0,123.4,264.5,1182.6,0.0,3276.3,,3488.4,79189.1,17470.8,61718.3,0.0,82677.5,2291.0,1198.8,,,,,1092.2,5191.5,,,,5191.5,158.6,104.1,54.5,898.8,942.6,946.4,93106.4,0.0,1386.1,408.6,977.5,-225.5,6302.3,-345.6,7117.3,0.0,7117.3,100223.7,
03/31/2012,91604.3,4280.3,21390.2,290.9,21099.3,31625.8,9.3,30906.8,709.7,0.0,12685.5,4015.6,8669.9,16470.8,10612.7,5858.1,0.0,29156.3,-295.5,28860.8,481.2,481.2,656.5,536.5,120.0,,1297.5,0.0,3012.0,,3502.4,70430.6,14349.0,56081.6,0.0,73933.0,2534.7,284.0,,,,,2250.7,5011.2,,,,5011.2,,,,,1220.7,1681.5,84381.1,0.0,1390.5,408.6,981.9,-214.5,6323.5,-276.3,7223.2,0.0,7223.2,91604.3,
06/30/2012,94455.9,3594.3,26898.4,22.5,26875.9,29191.3,6.5,26836.7,2348.1,,13094.3,4083.7,9010.6,16507.8,10518.8,5989.0,0.0,29602.1,-300.3,29301.8,462.0,462.0,645.4,533.2,112.2,,1058.9,0.0,3303.8,,3365.4,73630.5,13877.1,59753.4,0.0,76995.9,2552.1,232.8,,,,,2319.3,4757.3,,,,4757.3,,,,,624.1,2136.2,87065.6,0.0,1403.9,408.6,995.3,-241.7,6502.2,-274.1,7390.3,0.0,7390.3,94455.9,
09/30/2012,93632.5,3396.7,26151.7,573.4,25578.3,29189.3,5.2,28136.1,1048.0,0.0,12999.6,4014.0,8985.6,16543.1,10435.3,6107.8,0.0,29542.7,-298.6,29244.1,453.7,453.7,646.6,538.0,108.6,,898.2,0.0,3652.2,,3136.4,73795.2,13481.6,60313.6,0.0,76931.6,1233.3,382.6,,,,,850.7,4481.4,,,,4481.4,,,,,598.3,2855.7,86100.3,0.0,1413.4,408.6,1004.8,-273.2,6607.9,-215.9,7532.2,0.0,7532.2,93632.5,
12/31/2012,97463.8,3752.7,26484.0,60.8,26423.2,31033.5,8.0,28643.5,2382.0,0.0,12897.2,3894.8,9002.4,16607.3,10375.2,6232.1,0.0,29504.5,-297.9,29206.6,469.9,469.9,641.8,537.8,104.0,229.2,965.8,0.0,4680.3,,20519.0,60488.8,15189.7,45299.1,0.0,81007.8,2157.0,699.8,,,,400.0,1057.2,4194.8,,,,4194.8,161.2,130.6,30.6,961.9,615.5,838.6,89936.8,0.0,1421.3,408.6,1012.7,-314.0,6702.7,-283.0,7527.0,0.0,7527.0,97463.8,
03/31/2013,93156.8,3773.5,24774.9,251.5,24523.4,30110.5,6.9,27171.9,2931.7,0.0,12682.0,3828.5,8853.5,16180.9,10147.9,6033.0,0.0,28862.9,-294.1,28568.8,457.2,457.2,626.5,529.5,97.0,,948.2,0.0,3897.2,,13908.9,61913.2,14819.8,47093.4,0.0,75822.1,2087.8,490.2,,,,,1597.6,5035.7,,,,5035.7,,,,,539.4,2059.7,85544.7,0.0,1403.8,408.6,995.2,-301.4,6793.8,-284.1,7612.1,0.0,7612.1,93156.8,
06/30/2013,97236.0,4630.9,25135.4,531.2,24604.2,30253.6,11.0,27476.5,2766.1,0.0,12619.6,3833.7,8785.9,16190.8,10293.9,5896.9,0.0,28810.4,-290.4,28520.0,454.5,454.5,622.9,530.4,92.5,,3386.0,0.0,4232.7,,14973.5,61561.4,14113.0,47448.4,0.0,76534.9,3338.1,777.7,,,,,2560.4,5328.4,,,,5328.4,,,,,1109.0,3201.0,89511.4,0.0,1422.9,408.6,1014.3,-256.8,6909.2,-350.7,7724.6,0.0,7724.6,97236.0,
09/30/2013,95969.5,2690.7,26371.3,534.6,25836.7,30564.8,9.6,27501.6,3053.6,0.0,12481.2,3803.9,8677.3,16583.6,10359.5,6224.1,0.0,29064.8,-287.2,28777.6,444.3,444.3,625.5,537.7,87.8,,1403.6,0.0,5091.7,,15990.1,62171.6,13802.6,48369.0,0.0,78161.7,1799.7,469.0,,,,,1330.7,4794.7,,,,4794.7,,,,,1161.3,2235.0,88152.4,0.0,1440.4,408.6,1031.8,-325.5,7040.1,-337.9,7817.1,0.0,7817.1,95969.5,
12/31/2013,102947.3,3162.4,32838.5,529.6,32308.9,30720.3,1.7,28392.8,2325.8,0.0,12620.0,3930.9,8689.1,16765.5,10271.3,6494.2,0.0,29385.5,-278.1,29107.4,458.8,458.8,623.7,540.7,83.0,188.9,1734.6,0.0,4112.7,,16888.7,67209.4,14991.5,52217.9,0.0,84098.1,2159.5,917.3,,,,,1242.2,5264.4,,,,5264.4,148.9,117.7,31.2,992.5,1174.9,1197.0,95035.3,0.0,1444.3,408.6,1035.7,-422.8,7134.8,-244.3,7912.0,0.0,7912.0,102947.3,
03/31/2014,103832.6,3676.3,29876.8,510.0,29366.8,33753.8,1.5,29540.6,4211.7,0.0,13280.7,3911.5,9369.2,16380.1,10093.9,6286.2,0.0,29660.8,-279.2,29381.6,449.4,449.4,619.8,541.6,78.2,,700.8,0.0,5374.1,,19102.4,67165.3,15506.0,51659.3,0.0,86267.7,2027.7,736.6,,,,,1291.1,4380.4,,,,4380.4,,,,,600.2,2608.3,95884.3,0.0,1431.5,408.6,1022.9,-488.5,7241.4,-236.1,7948.3,0.0,7948.3,103832.6,
06/30/2014,105761.2,3945.2,30977.8,579.5,30398.3,33962.7,2.7,29689.4,4270.6,0.0,13991.4,4001.9,9989.5,16706.2,9992.6,6713.6,0.0,30697.6,-275.2,30422.4,441.9,441.9,617.6,544.6,73.0,,561.9,0.0,4831.7,,20793.3,68069.2,14394.6,53674.6,0.0,88862.5,2165.3,919.6,,,,,1245.7,3301.9,,,,3301.9,,,,,495.5,2893.4,97718.6,0.0,1447.9,408.6,1039.3,-544.2,7344.1,-205.2,8042.6,0.0,8042.6,105761.2,
09/30/2014,111153.7,2918.9,37672.5,1010.0,36662.5,32308.7,4.3,28107.7,4196.7,0.0,13868.6,4060.2,9808.4,16851.3,9872.7,6978.6,0.0,30719.9,-269.4,30450.5,436.6,436.6,603.9,538.1,65.8,,2058.9,0.0,4703.7,,21609.6,70112.9,14525.1,55587.8,0.0,91722.5,1930.4,866.8,,,,,1063.6,4853.9,,,,4853.9,,,,,1512.8,2591.5,102611.1,388.5,1464.1,408.6,1055.5,-561.0,7469.4,-218.4,8542.6,0.0,8542.6,111153.7,
12/31/2014,109946.5,3050.6,33377.3,1062.7,32314.6,33734.0,4.7,29558.5,4170.8,0.0,14353.6,4249.6,10104.0,17286.6,9782.6,7504.0,0.0,31640.2,-267.0,31373.2,444.3,444.3,593.2,533.2,60.0,230.2,2250.4,0.0,4893.3,,22815.0,67942.0,15916.4,52025.6,0.0,90757.0,2095.2,885.1,,,,,1210.1,4797.3,,,,4797.3,183.4,150.0,33.4,1012.1,1054.0,1598.6,101497.6,388.5,1459.5,408.6,1050.9,-704.8,7625.4,-319.7,8448.9,0.0,8448.9,109946.5,
03/31/2015,106952.0,4074.8,25350.4,1113.9,24236.5,36602.9,1.4,30945.7,5655.8,0.0,15491.3,4371.5,11119.8,17138.9,9440.2,7698.7,0.0,32630.2,-259.0,32371.2,442.4,442.4,579.9,527.3,52.6,,2186.4,0.0,5344.0,,20816.6,65919.9,15892.2,50027.7,0.0,86736.5,1301.1,613.2,,,,,687.9,5770.3,,,,5770.3,,,,,1351.4,3185.1,98344.4,388.5,1433.5,408.6,1024.9,-719.7,7771.7,-266.4,8607.6,0.0,8607.6,106952.0,
06/30/2015,119942.9,7152.9,34159.0,1020.0,33139.0,38827.6,1.2,31835.6,6990.8,0.0,15304.9,4484.3,10820.6,17648.9,9369.0,8279.9,0.0,32953.8,-257.3,32696.5,436.5,436.5,585.5,534.3,51.2,,988.3,0.0,5096.6,,25688.8,74999.1,15782.4,59216.7,0.0,100687.9,658.4,29.8,,,,,628.6,6182.4,,,,6182.4,,,,,1145.4,2519.5,111193.6,388.5,1453.2,408.6,1044.6,-768.5,7949.8,-273.7,8749.3,0.0,8749.3,119942.9,
09/30/2015,119995.2,4485.9,37442.6,1255.6,36187.0,36938.7,0.5,31091.7,5846.5,0.0,15517.4,4621.8,10895.6,17861.0,9077.5,8783.5,0.0,33378.4,-242.2,33136.2,427.7,427.7,578.9,529.7,49.2,,1934.1,0.0,5051.1,,23667.6,76268.3,15153.5,61114.8,0.0,99935.9,1105.3,484.5,,,,,620.8,6972.2,,,,6972.2,,,,,689.7,2507.6,111210.7,388.5,1467.3,408.6,1058.7,-891.3,8093.7,-273.7,8784.5,0.0,8784.5,119995.2,
12/31/2015,116749.6,6418.5,32181.9,1614.2,30567.7,37567.4,1.2,32317.9,5248.3,0.0,15156.5,4393.2,10763.3,18024.4,8850.7,9173.7,0.0,33180.9,-193.8,32987.1,446.9,446.9,572.9,526.4,46.5,266.7,1251.7,0.0,5056.5,,30155.4,66713.5,15035.9,51677.6,0.0,96868.9,1175.4,546.6,,,,,628.8,6923.8,,,,6923.8,32.2,0.0,32.2,921.7,943.9,1177.8,108043.7,400.0,1469.4,408.6,1060.8,-1033.6,8242.8,-372.7,8705.9,0.0,8705.9,116749.6,
03/31/2016,117798.8,7005.0,29716.0,1765.2,27950.8,39200.0,0.2,33330.2,5869.6,0.0,16240.1,4373.5,11866.6,17904.8,8652.6,9252.2,0.0,34144.9,-195.6,33949.3,437.8,437.8,568.9,523.6,45.3,,1730.1,0.0,5191.7,,22721.8,74937.8,14956.0,59981.8,0.0,97659.6,1047.7,507.1,,,,,540.6,6912.1,,,,6912.1,,,,,1337.9,2008.7,108966.0,400.0,1419.2,408.6,1010.6,-1097.3,8394.8,-283.9,8832.8,0.0,8832.8,117798.8,
06/30/2016,121509.6,5312.1,31890.2,1862.7,30027.5,41006.1,3.1,34632.1,6370.9,0.0,16672.0,4377.4,12294.6,17885.1,8224.3,9660.8,0.0,34557.1,-192.0,34365.1,434.0,434.0,574.9,527.8,47.1,,2505.8,0.0,5421.4,,23831.3,75255.6,15669.8,59585.8,0.0,99086.9,1148.9,565.5,,,,,583.4,8952.6,,,,8952.6,,,,,1215.1,2154.6,112558.1,400.0,1437.3,408.6,1028.7,-1212.5,8566.3,-239.6,8951.5,0.0,8951.5,121509.6,
09/30/2016,120085.0,4892.7,30130.5,2066.0,28064.5,44690.4,0.8,35973.6,8716.0,0.0,15577.9,4345.7,11232.2,17845.1,7994.3,9850.8,0.0,33423.0,-191.0,33232.0,438.8,438.8,569.8,524.4,45.4,,987.9,0.0,5142.9,,22609.1,76862.2,14779.2,62083.0,0.0,99471.3,957.7,301.8,,,,,655.9,6899.7,,,,6899.7,,,,,383.9,2792.6,110505.2,882.0,1447.2,408.6,1038.6,-1225.8,8736.1,-259.7,9579.8,0.0,9579.8,120085.0,
12/31/2016,123926.9,5332.0,33449.1,1974.3,31474.8,44501.2,0.3,35579.8,8921.1,0.0,15902.3,4296.4,11605.9,17919.8,7841.9,10077.9,0.0,33822.1,-161.0,33661.1,466.6,466.6,561.2,519.4,41.8,301.0,1686.4,0.0,3968.3,,30162.9,71488.8,16509.0,54979.8,0.0,101651.7,955.9,473.7,,,,,482.2,7937.0,,,,7937.0,34.1,0.0,34.1,853.3,944.9,1779.6,114156.5,882.0,1444.4,408.6,1035.8,-1094.4,8908.4,-370.0,9770.4,0.0,9770.4,123926.9,
03/31/2017,121488.7,4649.2,33141.1,1933.8,31207.3,43937.4,1.4,34997.6,8938.4,0.0,15527.4,4176.4,11351.0,17944.4,7542.1,10402.3,0.0,33471.8,-162.0,33309.8,459.9,459.9,560.4,519.3,41.1,,646.0,0.0,4784.9,,20698.6,79830.9,15878.8,63952.1,0.0,100529.5,1080.1,433.2,,,,,646.9,6895.7,,,,6895.7,,,,,837.2,2168.5,111511.0,882.0,1418.8,408.6,1010.2,-1045.5,9074.4,-352.0,9977.7,0.0,9977.7,121488.7,
06/30/2017,125605.7,5694.8,36001.4,2097.0,33904.4,43416.3,0.6,34167.8,9247.9,0.0,15427.6,3956.1,11471.5,18071.4,7581.1,10490.3,0.0,33499.0,-153.8,33345.2,463.3,463.3,562.8,523.1,39.7,,1065.3,0.0,5056.6,,29088.6,75223.5,15210.4,60013.1,0.0,104312.1,899.8,463.6,,,,,436.2,7220.6,,,,7220.6,,,,,1302.4,1802.9,115537.8,882.0,1435.6,408.6,1027.0,-1158.3,9247.5,-338.9,10067.9,0.0,10067.9,125605.7,
09/30/2017,131400.2,5262.9,41415.9,1670.8,39745.1,44656.7,0.8,33844.9,10811.0,0.0,15203.8,3841.6,11362.2,18132.3,7394.9,10737.4,0.0,33336.1,-150.3,33185.8,462.5,462.5,564.4,526.5,37.9,,843.7,0.0,5008.3,,26299.9,79510.7,16042.2,63468.5,0.0,105810.6,2943.6,523.9,,,,,2419.7,9212.8,,,,9212.8,,,,,1190.6,2077.4,121235.0,882.0,1446.1,408.6,1037.5,-1259.0,9431.2,-335.1,10165.2,0.0,10165.2,131400.2,
12/31/2017,138590.5,4518.1,47415.3,1324.3,46091.0,46791.6,0.5,33742.1,13049.0,0.0,14558.0,3711.9,10846.1,18034.2,7247.6,10786.6,0.0,32592.2,-131.2,32461.0,464.6,464.6,767.0,605.6,161.4,156.1,794.1,0.0,5222.7,,28591.0,83799.8,16975.3,66824.5,0.0,112390.8,3397.6,834.0,,,,,2563.6,8997.9,14.4,14.4,,8983.5,34.4,0.0,34.4,519.7,1207.6,1826.3,128374.3,882.0,1455.8,408.6,1047.2,-1392.4,9685.1,-414.3,10216.2,0.0,10216.2,138590.5,
03/31/2018,129672.2,6081.4,35912.2,1534.0,34378.2,48601.5,8.9,34258.0,14334.6,0.0,14615.2,3619.5,10995.7,17493.7,7083.6,10410.1,0.0,32108.9,-125.4,31983.5,442.6,442.6,771.9,611.6,160.3,,981.7,0.0,4897.4,,28025.7,77165.7,16142.9,61022.8,0.0,105191.4,1420.3,810.0,,,,,610.3,2920.1,,,,2920.1,,,,,659.4,9255.0,119446.2,882.0,1429.0,408.6,1020.4,-1553.1,9973.8,-505.7,10226.0,0.0,10226.0,129672.2,
06/30/2018,135106.2,4888.1,39011.0,1427.8,37583.2,49410.3,0.7,35184.5,14225.1,0.0,14885.7,3545.4,11340.3,17587.5,6890.5,10697.0,0.0,32473.2,-127.2,32346.0,428.8,428.8,822.6,673.5,149.1,,1633.6,0.0,6565.8,,26666.2,79858.7,15492.1,64366.6,0.0,106524.9,4480.8,981.3,,,,,3499.5,10543.4,,,,10543.4,,,,,749.9,2449.6,124748.6,882.0,1458.8,408.6,1050.2,-1737.6,10262.5,-508.1,10357.6,0.0,10357.6,135106.2,
