Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,847.872986,847.872986,,0.0,,0.0,0.0,,-174.563004,174.563004,174.563004,,0.0,,,673.309982,-482.424011,70.162003,76.487999,57.879002,277.894989,190.886002,-57.564998,,,0.99,,77.711998,76.273003,-1.911,3.35,-19.157,133.321003,-58.556,74.764999,0.0,,,74.765003,0.0,74.764999,-13.41,,61.355,61.355,,133.785004,0.47,0.47,0.47,133.785004,0.47,0.47,0.47,
01/01/1993,887.525024,887.525024,,0.0,,0.0,0.0,,-421.571991,421.571991,421.571991,,0.0,,,465.953033,-301.572998,89.736,78.490997,61.455002,71.890999,164.380005,-50.806998,,,1.081,,73.474998,74.991997,-1.517,,-21.587,113.573007,-46.060001,67.513,0.0,,,67.513006,0.0,67.513,-12.258,,55.255,55.255,,133.854004,0.43,0.43,0.43,133.854004,0.43,0.43,0.43,
03/31/1993,958.192017,958.192017,,0.0,,0.0,0.0,,-274.106995,274.106995,274.106995,,0.0,,,684.085022,-494.173004,62.001999,80.872002,64.580002,286.718994,189.912003,-54.372003,,,0.051,,69.563004,67.357002,-0.733,2.939,-15.14,135.539999,-59.064999,76.474998,-51.681,,,128.156,0.0,128.156006,-12.121,,116.035006,116.035006,,133.923996,0.87,0.48,0.48,133.923996,0.87,0.48,0.48,
06/30/1993,853.768982,853.768982,,0.0,,0.0,0.0,,-223.936996,223.936996,223.936996,,0.0,,,629.831985,-496.604004,66.887001,79.760002,62.254002,287.703003,133.227997,-64.147997,,,0.126,,69.144997,63.388,-0.729,6.486,-4.871,69.08,-38.763,30.316999,0.0,,,30.317,0.0,30.316999,-12.048,,18.268999,18.268999,,133.994995,0.14,0.14,0.14,133.994995,0.14,0.14,0.14,
09/30/1993,915.239014,915.239014,,0.0,,0.0,0.0,,-215.651001,215.651001,215.651001,,0.0,,,699.588013,-533.51001,69.049004,80.313004,58.036999,326.110992,166.078003,-47.772003,,,0.076,,69.092003,64.837997,-0.762,5.016,-21.243999,118.306,-56.710999,61.595001,0.0,,,61.595001,0.0,61.595001,-11.92,,49.675001,49.675001,,134.119003,0.37,0.37,0.37,134.119003,0.37,0.37,0.37,
12/31/1993,901.893005,901.893005,,0.0,,0.0,0.0,,-204.261993,204.261993,204.261993,0.0,0.0,,,697.631012,-491.320007,67.987999,80.414001,55.542,287.376007,206.311005,-69.367997,,,,,84.212997,83.117996,,1.095,-14.845,136.943008,-59.367001,77.575996,0.0,,,77.576007,0.0,77.575996,-11.602,,65.973996,65.973996,,124.290001,0.53,0.53,0.53,124.290001,0.53,0.53,0.53,
03/31/1994,966.174011,966.174011,,0.0,,0.0,0.0,,-225.574005,225.574005,225.574005,,0.0,,,740.600006,-490.056,68.634003,83.406998,67.110001,270.904999,250.544006,-54.769004,,,0.314,,67.882004,67.222,-0.821,1.481,-12.799,195.775002,-89.290001,106.485001,0.0,,,106.485001,0.0,106.485001,-10.597,,95.888,95.888,,124.374001,0.77,0.77,0.77,124.374001,0.77,0.77,0.77,
06/30/1994,854.627014,854.627014,,0.0,,0.0,0.0,,-182.194,182.194,182.194,,0.0,,,672.433014,-488.36499,76.957001,80.375,59.904999,271.127991,184.067993,-53.531003,,,,,68.203003,65.794998,,2.408,-14.672,130.53699,-58.594002,71.943001,0.0,,,71.942988,0.0,71.943001,-10.798,,61.145,61.145,,124.585999,0.49,0.49,0.49,124.585999,0.49,0.49,0.49,
09/30/1994,923.708008,923.708008,,0.0,,0.0,0.0,,-220.694,220.694,220.694,,0.0,,,703.014008,-491.574005,76.259003,84.932999,63.632999,266.748993,211.440002,-66.400998,,,,,72.739998,70.185997,,2.554,-6.339,145.039005,-69.075996,75.962997,0.0,,,75.963008,0.0,75.962997,-10.934,,65.028997,65.028997,,124.790001,0.52,0.52,0.52,124.790001,0.52,0.52,0.52,
12/31/1994,898.232971,898.232971,,0.0,,0.0,0.0,,-203.957993,203.957993,203.957993,,0.0,,,694.274978,-498.450989,84.579002,86.304001,56.396999,271.17099,195.824005,-57.132999,,,,,72.264999,70.670998,,1.594,-15.132,138.691006,-63.166,75.525002,0.0,,,75.525006,0.0,75.525002,-10.713,,64.812002,64.812002,,124.961998,0.52,0.52,0.52,124.961998,0.52,0.52,0.52,
03/31/1995,944.705017,944.705017,,0.0,,0.0,0.0,,-237.643997,237.643997,237.643997,,0.0,,,707.06102,-470.122009,60.141998,87.752998,65.773003,256.45401,236.938995,-71.107996,,,,,73.478996,71.879997,,1.599,-2.371,165.830999,-65.480003,100.350998,0.0,,,100.350996,0.0,100.350998,-14.067,,86.283998,86.283998,,125.120003,0.69,0.69,0.69,125.120003,0.69,0.69,0.69,
06/30/1995,840.333008,840.333008,,0.0,,0.0,0.0,,-200.292999,200.292999,200.292999,,0.0,,,640.040009,-465.971985,67.736,85.749001,59.030998,253.455994,174.067993,-69.717999,,,,,78.223,77.050003,,1.173,-8.505,104.349994,-53.584,50.765999,0.0,,,50.765994,0.0,50.765999,-8.368,,42.397999,42.397999,,125.776001,0.34,0.34,0.34,125.776001,0.34,0.34,0.34,
09/30/1995,985.09198,985.09198,,0.0,,0.0,0.0,,-242.923004,242.923004,242.923004,,0.0,,,742.168976,-504.056,70.047997,89.514,63.416,281.078003,238.113007,-64.508,,,,,74.846001,72.864998,,1.981,-10.338,173.605006,-75.510002,98.095001,0.0,,,98.095004,0.0,98.095001,-8.569,,89.526001,89.526001,,126.412003,0.71,0.71,0.71,126.412003,0.71,0.71,0.71,
12/31/1995,978.861023,978.861023,,0.0,,0.0,0.0,,-228.384003,228.384003,228.384003,,0.0,,,750.47702,-546.388977,91.000999,91.277,61.243,302.868011,204.087997,-64.090998,,,,,72.669998,70.757004,,1.913,-8.579,139.996999,-67.396004,72.600998,0.0,,,72.600995,0.0,72.600998,-8.375,,64.225998,64.225998,,127.026001,0.5,0.5,0.5,127.026001,0.5,0.5,0.5,
03/31/1996,1028.202026,1028.202026,,0.0,,0.0,0.0,,-311.739014,311.739014,311.739014,,0.0,,,716.463013,-523.445984,68.462997,90.944,71.322998,292.716003,193.016998,-59.903001,,,,,68.513,67.371002,,1.142,-8.61,133.113997,-59.242001,73.872002,0.0,,,73.871997,0.0,73.872002,-8.37,,65.502002,65.502002,,127.601997,0.51,0.51,0.51,127.601997,0.51,0.51,0.51,
06/30/1996,871.903992,871.903992,,0.0,,0.0,0.0,,-199.720001,199.720001,199.720001,,0.0,,,672.18399,-566.166016,109.556999,89.459999,61.403999,305.744995,106.017998,-59.557,,,,,74.319,66.866997,,7.452,-14.762,46.460998,-26.504999,19.955999,0.0,,,19.955998,0.0,19.955999,-8.29,,11.665999,11.665999,,127.808998,0.09,0.09,0.09,127.808998,0.09,0.09,0.09,
09/30/1996,955.518005,955.518005,,0.0,,0.0,0.0,,-308.110992,308.110992,308.110992,,0.0,,,647.407013,-566.679016,104.998001,88.300003,64.774002,308.606995,80.727997,-56.588999,,,,,67.959999,67.959999,,,-11.371,24.138998,-14.458,9.681,0.0,,,9.680998,0.0,9.681,-8.648,,1.033,1.033,,128.087006,0.01,0.01,0.01,128.087006,0.01,0.01,0.01,
12/31/1996,936.523987,936.523987,,0.0,,0.0,0.0,,-320.04599,320.04599,320.04599,,0.0,,,616.477997,-656.40802,132.514008,90.803001,60.076,373.015015,-39.93,-48.868995,,,,,67.200996,67.200996,,,-18.332001,-88.798995,30.197001,-58.602001,0.0,,,-58.601994,-9.3,-67.902,-8.468,,-76.37,-76.37,,128.343002,-0.6,-0.6,-0.6,128.343002,-0.6,-0.6,-0.6,
03/31/1997,975.367981,975.367981,,0.0,,0.0,0.0,,-341.381989,341.381989,341.381989,,0.0,,,633.985992,-549.401978,99.196999,89.179001,67.969002,293.057007,84.583984,-57.803994,,,,,67.759995,66.893997,,0.866,-9.956,26.77999,-15.676,11.103988,0.0,,,11.103991,-2.325,8.778988,-7.903,,0.875988,0.875988,,128.628006,0.00681,0.00681,0.00681,128.628006,0.00681,0.00681,0.00681,
06/30/1997,903.322998,903.322998,,0.0,,0.0,0.0,,-281.141998,281.141998,281.141998,,0.0,,,622.181,-605.679016,143.524994,87.415001,59.668999,315.070007,16.501999,-62.007004,,,,,68.312004,64.803001,,3.509,-6.305,-45.505005,8.716,-36.789001,0.0,,,-36.789006,-2.325,-39.114002,-7.903,,-47.017002,-47.017002,,129.604004,-0.37,-0.37,-0.37,129.604004,-0.37,-0.37,-0.37,
09/30/1997,977.127014,977.127014,,0.0,,0.0,0.0,,-332.265015,332.265015,332.265015,,0.0,,,644.862,-593.96698,131.244995,89.681999,63.445999,309.593994,50.895012,-71.216,,,,,73.403,70.612,,2.791,-2.187,-20.320988,-0.946,-21.266987,0.0,,,-21.266988,-2.325,-23.591988,-7.24,,-30.831987,-30.831987,,129.914001,-0.237326,-0.237326,-0.237326,129.914001,-0.237326,-0.237326,-0.237326,
12/31/1997,978.987915,978.987915,,0.0,,0.0,0.0,,-338.728943,338.728943,338.728943,,0.0,,,640.258972,-588.808044,127.726006,88.053009,62.552994,310.476013,51.450951,-90.131001,,,,,62.506001,66.111,,-3.605,27.625,-38.68005,-4.743999,-43.424049,0.0,,,-43.424049,-2.325,-45.74905,-7.24,,-52.98905,-52.98905,,129.5,-0.409182,-0.409182,-0.409182,129.5,-0.409182,-0.409182,-0.409182,
03/31/1998,958.905029,958.905029,,0.0,,0.0,0.0,,-353.536987,353.536987,353.536987,,0.0,,,605.368042,-548.119019,120.955002,87.228996,67.772003,272.162994,57.249046,-51.813997,,,,,67.587997,66.709999,,0.878,-15.774,5.435049,-13.737,-8.301953,0.0,,,-8.301951,-2.325,-10.626953,-7.322,,-17.948953,-17.948953,,130.298996,-0.137752,-0.137752,-0.137752,130.298996,-0.137752,-0.137752,-0.137752,
06/30/1998,874.809021,874.809021,,0.0,,0.0,0.0,,-306.117004,306.117004,306.117004,,0.0,,,568.692017,-474.769012,76.041,86.556,61.259998,250.912003,93.922997,-68.191001,,,,,68.026001,65.985001,,2.041,0.165,25.731996,-10.323,15.409,0.0,,,15.408996,-2.325,13.084,-6.811,,6.273,6.273,,130.459,0.048,0.048,0.048,130.459,0.048,0.048,0.048,
09/30/1998,974.382019,974.382019,,0.0,,0.0,0.0,,-374.295013,374.295013,374.295013,,0.0,,,600.087006,-487.204987,85.552002,80.474998,65.175003,256.002991,112.882004,-92.835996,,,1.679,,64.575996,66.303001,-3.011,1.284,29.938999,20.046008,-14.648,5.398,0.0,,,5.398008,-2.325,3.073,-6.148,,-3.075,-3.075,,130.630005,-0.024,-0.024,-0.024,130.630005,-0.024,-0.024,-0.024,
12/31/1998,959.618042,959.618042,,0.0,,0.0,0.0,,-302.261993,302.261993,302.261993,,0.0,,,657.356049,-614.351074,116.617004,78.547012,57.725002,361.461975,43.005112,-145.886017,,,,,65.888023,62.283005,,3.605,79.997993,-102.880905,-37.987999,-140.868896,0.0,,,-140.868904,6.975,-133.89389,-6.159001,,-140.052891,-140.052891,,130.810898,-1.01,-1.01,-0.24,130.810898,-1.01,-1.01,-0.24,
03/31/1999,1043.406982,1043.406982,,0.0,,0.0,0.0,,-380.393005,380.393005,380.393005,,0.0,,,663.013977,-550.935974,97.151001,84.348,70.613998,298.822998,112.078003,-56.534001,,,,,71.512001,67.459,,4.053,-14.978,55.544002,-28.834,26.709999,0.0,,,26.710002,-2.325,24.385,-5.941,,18.444,18.444,,131.110001,0.14,0.14,0.14,131.110001,0.14,0.14,0.14,
06/30/1999,1038.569,1038.569,,0.0,,0.0,0.0,,-377.427,377.427,377.427,,0.0,,,661.142,-571.543,96.357,82.775,60.869,331.542,89.599,-62.044,,,1.173,,63.897,65.366,-2.249,0.78,-0.68,27.555,-19.062,8.493,0.0,,,8.493,-2.325,6.168,-5.94,,0.228,0.228,,131.318,0.0,0.0,0.0,131.318,0.0,0.0,0.0,
09/30/1999,1240.53894,1240.53894,,0.0,,0.0,0.0,,-592.802002,592.802002,592.802002,,0.0,,,647.736938,-502.026001,79.688004,77.584,70.615997,274.138,145.710999,-68.650999,,,1.037,,65.376999,62.743,-1.99,4.624,4.311,77.06,-37.853001,39.207001,0.0,,,39.206999,-2.325,36.882,-5.664,,31.218,31.218,,131.526001,0.24,0.24,0.24,131.526001,0.24,0.24,0.24,
12/31/1999,1148.735962,1148.735962,,0.0,,0.0,0.0,,-547.692017,547.692017,547.692017,,0.0,,,601.043945,-731.926025,67.223,57.598,59.254002,547.851013,-130.882004,220.086994,,,,,62.865002,62.525002,,-3.899,-282.951996,89.20499,-95.134003,-8.139,0.0,,,-5.929012,-2.325,-10.464,-5.21,,-15.674,-15.674,,131.697006,-0.12,-0.12,0.35,131.697006,-0.12,-0.12,0.35,
03/31/2000,1382.321,1382.321,,0.0,,0.0,0.0,,-768.372,768.372,768.372,,0.0,,,613.949,-416.115,50.768,60.392,58.362,246.593,197.834,-61.575,,,,,66.248,55.884,-1.316,10.364,-4.673,136.259,-54.589,81.67,0.0,,,81.67,-2.325,79.345,-4.758,,74.587,74.587,,135.668,0.55,0.55,0.55,136.23,0.55,0.55,0.55,
06/30/2000,1414.973,1414.973,,0.0,,0.0,0.0,,-816.165,816.165,816.165,,0.0,,,598.808,-452.271,70.722,58.946,61.325,261.278,146.537,-101.767,,,0.0,,80.158,52.3,0.0,27.858,21.609,44.77,-26.326,18.444,0.0,,,18.444,-2.325,16.119,-3.913,,12.206,12.206,,143.285,0.09,0.09,0.14,144.441,0.08,0.08,0.14,
09/30/2000,1581.947,1581.947,,,,,,,-918.778,918.778,918.778,,,,,663.169,-485.826,59.847,133.163,59.17,233.646,177.343,-45.141,,,,,77.446,47.953,,29.493,-32.305,132.202,-61.582,70.62,,,,70.62,-2.325,68.295,-2.752,,65.543,65.543,,140.829337,0.46,0.46,0.46,141.449402,0.45,0.45,0.45,
12/31/2000,1497.379,359.259,,251.2,,0.0,886.92,,-817.911,817.911,817.911,,0.0,,,679.468,-506.388,74.547,62.307,59.73,309.804,173.08,-111.858,,,,,75.45,44.56,,30.89,36.408,61.222,-3.199,58.023,233.881,,,-175.858,-2.325,-178.183,-0.1,,-178.283,-178.283,,144.109,-1.26,0.37,0.37,144.109,-1.26,0.37,0.37,
03/31/2001,1800.544,1800.544,,,,0.0,,,-1166.972,1166.972,1166.972,,0.0,,,633.572,-1127.849,88.681,60.629,75.887,902.652,-494.277,746.2,,,,,67.195,43.668,,23.527,-813.395,251.923,-112.299,139.624,22.432,,,117.192,-2.325,114.867,-2.704,,112.163,112.163,,143.913,0.78,0.93,0.36,144.314,0.78,0.93,0.36,
06/30/2001,1583.294,1583.294,,,,0.0,,,-1009.877,1009.877,1009.877,,0.0,,,573.417,-439.945,59.738,49.891,55.204,275.112,133.472,-37.502,,,0.0,,71.545,62.063,0.0,9.482,-34.043,95.97,-46.801,49.169,0.0,,,49.169,0.0,49.169,-2.437,0.0,46.732,46.732,,133.909,0.35,0.35,0.29,134.15,0.35,0.35,0.29,
09/30/2001,1530.669,1083.9,,39.5,,0.0,407.269,,-985.065,985.065,985.065,,0.0,,,545.604,-432.226,59.733,43.562,39.648,289.283,113.378,-52.558,,,0.0,,70.282,61.878,0.0,8.404,-17.724,60.82,-25.185,35.635,0.0,,,35.635,0.0,35.635,-1.004,,34.631,34.631,,133.5406,0.26,0.26,0.26,133.869,0.26,0.26,0.26,
12/31/2001,1766.094,1766.094,,,,0.0,,,-1186.203,1186.203,1186.203,0.0,0.0,,,579.891,-435.246,50.809,46.931,48.458,289.048,144.645,-106.215,,,0.0,,70.636,67.056,0.0,3.58,35.579,38.43,10.333,48.763,0.0,,,48.763,2.325,51.088,-1.389,,49.699,49.699,,131.382,0.38,0.38,0.38,131.382,0.38,0.38,0.38,
03/31/2002,1284.461,1284.461,,,,0.0,,,-726.615,726.615,726.615,,,,,557.846,-443.56,52.312,118.619,74.598,198.031,114.286,-94.254,,,0.0,,66.887,62.534,0.0,4.353,27.367,20.032,-13.37,6.662,0.0,,,6.662,0.0,6.662,-1.39,,5.272,5.272,,129.504005,0.14,0.14,0.14,129.754946,0.14,0.14,0.14,
06/30/2002,1141.928,1141.928,,,,0.0,,,-627.062,627.062,627.062,0.0,0.0,,0.0,514.866,-420.815,73.449,93.782,54.86,198.724,94.051,-67.355,,,0.0,,69.008,63.617,0.0,5.391,-1.653,26.696,3.55,30.246,0.0,,,30.246,0.0,30.246,-1.389,,28.857,28.857,,129.677793,0.22,0.22,0.22,129.993412,0.22,0.22,0.22,
09/30/2002,1414.304,1414.304,,,,0.0,0.0,0.0,-850.757,850.757,850.757,0.0,0.0,,0.0,563.547,-445.452,68.271,145.486,47.585,184.11,118.095,-35.654,,,0.0,,67.713,62.888,0.0,4.825,-32.059,82.441,-32.476,49.965,0.0,,,49.965,0.0,49.965,-1.39,,48.575,48.575,,129.344724,0.38,0.38,0.38,129.508794,0.38,0.38,0.38,
12/31/2002,1396.307,,,282.0,,0.0,1114.307,0.0,-842.347,842.347,842.347,0.0,0.0,,0.0,553.96,-600.85,69.455,160.714,50.475,320.206,-46.89,186.619,,,0.0,,66.903,61.223,0.0,5.68,-253.522,139.729,-82.304,57.425,0.0,,,57.425,0.0,57.425,-1.39,,56.035,56.035,,129.151,0.44,0.44,0.34,129.341,0.44,0.44,0.34,
03/31/2003,1584.183,1584.183,,,,0.0,,,-965.041,965.041,965.041,,,,,619.142,-455.11,45.892,145.972,73.974,189.272,164.032,-63.545,,,0.0,,63.545,60.801,0.0,2.744,0.0,100.487,-39.469,61.594,0.0,,,61.018,0.0,61.594,-1.39,,60.204,60.204,,127.014,0.47,0.47,0.47,127.111,0.47,0.47,0.47,
06/30/2003,1330.037964,1330.037964,,,,0.0,,,-766.432007,766.432007,766.432007,,0.0,,,563.605957,-458.51001,68.279999,72.189003,51.459999,266.580994,105.096001,-58.772001,,,0.0,,59.526001,55.91,0.0,3.616,-0.754,46.324,-18.065001,28.259001,0.0,,,28.258999,0.0,28.259001,-1.39,,26.869001,26.869001,,126.747002,0.21,0.21,0.21,126.860001,0.21,0.21,0.21,
09/30/2003,1640.116943,1640.116943,,,,0.0,,,-1033.662964,1033.662964,1033.662964,,,,,606.453979,-479.139008,45.339001,107.286003,53.168999,273.345001,127.315002,-58.669,,,0.0,,63.347,58.873001,0.0,4.474,-4.678,68.646002,-23.277,45.368999,4.741,,,40.628002,0.0,40.627998,-1.39,,39.237998,39.237998,,127.167999,0.31,0.35,0.35,127.304001,0.31,0.35,0.35,
12/31/2003,1514.818,1514.818,,,,0.0,,,-967.618,967.618,967.618,,,,,547.2,-512.689,62.171,53.344,54.069,343.105,34.511,-66.383,,,0.0,,59.94,59.034,0.0,0.906,6.443,-31.872,23.361,-8.511,0.0,,,-8.511,0.0,-8.511,-1.389,,-9.9,-9.9,,127.769,-0.08,-0.08,0.21,127.769,-0.08,-0.08,0.21,
03/31/2004,1838.29,1838.29,,,,0.0,,,-1176.22,1176.22,1176.22,,,,,662.07,-489.284,57.211,83.864,77.589,270.62,172.788,-62.78,,,0.0,,62.78,58.433,0.0,4.347,0.0,110.008,-42.863,68.832,0.0,,,67.145,0.0,68.832,-1.39,,67.442,67.442,,127.88,0.53,0.53,0.53,128.061,0.53,0.53,0.53,
06/30/2004,1524.666,964.1,,72.0,,0.0,488.566,,-912.418,912.418,912.418,,,,,612.248,-516.047,48.235,121.942,55.695,290.175,96.201,-61.665,,,,3.6,64.527,60.589,,3.938,0.738,34.536,-10.544,23.992,0.0,,,23.992,0.0,23.992,-1.4,0.0,22.592,22.592,,128.033513,0.19,0.19,0.19,128.182645,0.19,0.19,0.19,
09/30/2004,1624.487,1037.7,,48.2,,,538.587,,-1107.113,1107.113,1107.113,,,,,517.374,-483.922,47.804,142.998,55.195,237.925,33.452,-55.483,,,0.6,,61.46,62.341,-0.9,0.019,-5.377,-22.031,14.124,-7.907,-1.389,,,-6.518,,-6.518,-1.39,,-7.908,-7.908,,128.279814,-0.06,-0.07,0.31,128.279814,-0.06,-0.07,0.31,
12/31/2004,1633.282,1633.282,,,,0.0,,,-1034.35,1034.35,1034.35,,,,,598.932,-496.436,50.279,135.894,53.392,256.871,102.496,-61.64,,,,,63.817,61.926,,1.891,-2.177,40.856,-10.425,30.431,-4.021,,,34.452,0.0,34.452,-1.39,0.0,33.062,33.062,,128.790347,0.26,0.23,0.32,128.889049,0.26,0.23,0.32,
03/31/2005,2232.964,1175.364,,194.9,,0.0,862.7,,-1669.162,1669.162,1669.162,0.0,0.0,,,563.802,-479.613,36.303,124.017,74.194,245.099,84.189,-260.865,,,0.0,,56.345,53.261,0.0,3.084,204.52,-176.676,64.77,-111.906,4.423,,,-116.329,0.0,-116.329,-1.39,0.0,-117.719,-117.719,,129.278505,-0.91,-0.88,0.18,129.278505,-0.91,-0.88,0.18,
06/30/2005,1531.6,1105.2,,88.3,,0.0,338.1,,-979.925,979.925,979.925,,,,,551.675,-565.659,50.219,120.266,53.21,341.964,-13.984,-55.13,,,,,63.298,55.068,,8.23,-8.168,-69.114,32.104,-37.01,-10.682,,,-26.328,0.0,-26.315,-1.389,,-27.704,-27.704,,129.520644,-0.21,-0.3,-0.29,129.520644,-0.21,-0.3,-0.29,
