Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
08/31/1989,-7.07,5.315,8.761,9.958,,,9.958,-31.104,,,,-31.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1989,-13.057,9.156,10.053,14.38,,,14.38,-46.646,,,,-46.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1990,10.213,24.667,9.906,5.992,,,5.992,-30.351999,,,,-30.351999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1990,59.855999,41.738998,15.358,54.856998,,,54.856998,-52.098,,,,-52.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.855999,,
08/31/1990,-9.897,-28.723,16.159,3.487,,,3.487,-0.82,,,,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1990,-25.113001,-1.267,16.900999,4.98,,,4.98,-45.727001,,,,-45.727001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1991,41.201,12.059,17.031,8.038,,,8.038,4.073,,,,4.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1991,80.716003,5.53,20.636,7.87,,,7.87,46.68,,,,46.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.716003,,
08/31/1991,67.049004,2.426,17.069,6.411,,,6.411,41.143002,,,,41.143002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1991,46.310001,13.551,16.945999,14.214,,,14.214,1.599,,,,1.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
