Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2009,344.332,344.332,-170.966,170.966,173.366,0.0,-131.426,131.447,,-0.021,41.94,0.659,-0.659,0.168,-0.827,,0.0,42.599,-14.769,27.83,-0.248,-0.248,0.0,28.078,0.0,28.078,0.0,0.0,28.078,129.8845,102.0545,97.64,0.29,0.29,1.330239,99.075,0.28,0.28,1.310073,
06/30/2009,351.623,351.623,-173.143,173.143,178.48,0.0,-140.928,135.887,,5.041,37.552,0.377,-0.377,0.148,-0.525,,0.0,37.929,-10.608,27.321,-0.658,-0.658,0.0,27.979,0.0,27.979,0.0,0.0,27.979,31.8269,4.5059,97.668,0.29,0.28,0.325868,99.047,0.28,0.28,0.325493,
09/30/2009,385.191,385.191,-183.845,183.845,201.346,0.0,-156.997,155.533,,1.464,44.349,0.345,-0.345,0.156,-0.501,,0.0,44.694,-13.309,31.385,-0.278,-0.278,0.0,31.663,0.0,31.663,0.0,0.0,31.663,33.29535,1.91035,97.721,0.32,0.32,0.340718,99.402,0.32,0.32,0.339218,
12/31/2009,362.964,362.964,-169.222,169.222,193.742,0.0,-138.342,128.018,,10.324,55.4,0.258,-0.258,0.104,-0.362,,0.0,55.658,-19.023,36.635,0.042,0.042,0.0,36.593,0.0,36.593,0.0,0.0,36.593,46.1045,9.4695,97.809,0.37,0.37,0.471373,99.549,0.37,0.37,0.465124,
03/31/2010,384.805,384.805,-183.917,183.917,200.888,0.0,-157.46,157.168,,0.292,43.428,0.034,-0.034,0.247,-0.281,,0.0,43.462,-13.569,29.893,-0.248,-0.248,0.0,30.141,0.0,30.141,0.0,0.0,30.141,30.8624,0.9694,97.918,0.31,0.31,0.325186,99.649,0.3,0.3,0.319728,
06/30/2010,417.582,417.582,-202.459,202.459,215.123,0.0,-148.795,148.687,,0.108,66.328,-0.823,0.823,1.033,-0.21,,0.0,65.505,-18.21,47.295,0.068,0.068,0.0,47.227,0.0,47.227,0.0,0.0,47.227,39.445,-7.85,98.009,0.48,0.48,0.402463,99.707,0.47,0.47,0.391269,
09/30/2010,431.882,431.882,-206.959,206.959,224.923,0.0,-169.911,162.251,,7.66,55.012,-1.793,1.793,2.43,-0.637,,0.0,53.219,-11.906,41.313,-0.036,-0.036,0.0,41.349,0.0,41.349,0.0,0.0,41.349,46.6013,5.2883,98.216,0.42,0.42,0.474478,100.271,0.41,0.41,0.46274,
12/31/2010,405.34,405.34,-189.755,189.755,215.585,0.0,-143.263,137.731,,5.532,72.322,-1.792,1.792,2.274,-0.482,,0.0,70.53,-22.787,47.743,0.113,0.113,0.0,47.63,0.0,47.63,0.0,0.0,47.63,51.44075,3.69775,99.915,0.48,0.48,0.514845,101.906,0.47,0.47,0.506286,
03/31/2011,408.221,408.221,-198.142,198.142,210.079,0.0,-155.004,147.999,,7.005,55.075,-1.733,1.733,2.27,-0.537,,0.0,53.342,-16.977,36.365,-0.138,-0.138,0.0,36.503,0.0,36.503,0.0,0.0,36.503,42.6971,6.3321,102.604,0.36,0.35,0.416135,103.826,0.35,0.35,0.410988,
06/30/2011,438.333,,,,,,,,,,67.2,,,,,,,65.3,,44.75,,,,,,44.75,,,44.75,44.7,,,0.45,0.45,0.434,,0.45,0.45,0.434,
09/30/2011,457.667,,,,,,,,,,64.7,,,,,,,63.05,,42.6,,,,,,42.6,,,42.6,43.0,,,0.43,0.43,0.46,,0.43,0.43,0.46,
