Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,12.159329,6.027254,,2.358491,1.467505,4.035639,3.862683,,37.777778,152.863439,,
06/30/1990,,,,,,,16.511969,10.796287,,7.962872,5.520274,5.324866,5.158769,,30.674847,32.76515,,
09/30/1990,,,,,,,16.917111,11.439651,,7.610276,5.186621,4.895783,4.818226,,31.847134,34.607647,,
12/31/1990,,,,,,,16.872428,11.111111,,8.550526,6.035665,5.898491,5.866484,,29.411765,26.734216,,
03/31/1991,,5.643334,1.590963,6.219823,8.341939,,13.349754,7.142857,24.590164,4.236453,2.807882,-6.847291,-6.847291,,33.72093,61.403509,2.178129,
06/30/1991,,5.77381,1.635245,6.22354,8.000407,,15.152941,9.694118,,8.894118,5.647059,5.411765,5.411765,,36.507937,30.434783,4.016563,
09/30/1991,,5.88986,1.679347,6.216652,7.992435,,16.643991,10.929705,3.521127,7.573696,5.21542,4.897959,4.897959,,31.137725,32.407407,3.981109,
12/31/1991,,-8.091626,-2.124834,,,,17.355009,11.511424,21.348315,-23.286467,-15.070299,-15.641476,-15.641476,,,,,
03/31/1992,,-2.086394,-0.562777,,,,13.806328,7.526366,21.428571,4.650048,3.16395,2.972196,2.972196,,31.958763,62.903226,-0.773985,
06/30/1992,,-15.516188,-3.971698,,,,17.679306,11.603472,75.0,-23.069895,-14.572864,-14.709913,-14.709913,,,,,
09/30/1992,,-14.508696,-3.791616,,,,17.976513,11.833785,233.333333,8.852755,5.96206,5.781391,5.781391,,32.653061,30.46875,-10.088078,
12/31/1992,,0.649667,0.154757,,,,18.663697,13.006682,,9.799555,6.948775,6.770601,6.770601,,29.090909,26.315789,0.478702,
03/31/1993,,-1.653428,-0.397088,,,,14.083844,7.348092,,-0.471032,-0.329722,-0.423928,-0.423928,,,,,
06/30/1993,,14.32182,3.24378,8.390334,,,18.595406,12.279152,32.0,10.424028,6.934629,6.80212,6.80212,,33.474576,25.974026,10.601867,
09/30/1993,,11.890999,2.748616,8.35733,,,23.465818,11.260054,,8.221626,3.038427,2.815013,2.815013,,63.043478,61.904762,4.529904,
12/31/1993,,11.665313,2.712607,8.344935,,,10.360043,9.805616,,10.237581,6.695464,6.522678,6.522678,,34.599156,30.463576,8.111641,
04/01/1994,,14.260365,3.320936,9.415379,8.163572,,14.773238,8.352043,28.846154,5.478222,3.50247,3.322856,3.322856,,36.065574,63.513514,5.203106,
07/01/1994,,13.968648,3.347965,7.940498,7.012856,,18.937157,12.821594,24.299065,10.586251,6.83256,6.83256,6.83256,,35.458167,27.777778,10.088468,
09/30/1994,,17.080557,4.173759,11.082345,10.121332,,19.959514,14.17004,42.241379,11.133603,7.165992,7.165992,7.165992,,35.636364,25.988701,12.641542,
12/30/1994,,18.868471,4.804008,12.371068,8.672715,,21.181102,15.433071,73.333333,14.094488,9.251969,9.409449,9.409449,,34.357542,19.246862,15.236882,
03/31/1995,,19.723476,5.114509,12.564193,12.127844,,17.017828,10.980551,35.26971,7.982172,4.902755,4.902755,4.902755,,38.57868,38.016529,12.225295,
06/30/1995,,15.450882,4.067449,10.572822,13.248001,,19.230769,13.538462,20.960699,0.961538,0.730769,0.730769,0.730769,,24.0,247.368421,-22.769721,
09/29/1995,,15.493333,4.190861,10.778549,13.311566,,19.924953,14.333959,16.410256,12.045028,7.579737,7.579737,7.579737,,37.071651,22.772277,11.965149,
12/30/1995,,15.50232,4.41334,11.308226,9.909643,,20.858896,15.301335,13.852814,15.553952,9.960303,9.960303,9.960303,,35.962877,19.927536,12.41309,
03/29/1996,,15.661917,4.554308,11.331527,13.474718,,17.979316,11.774065,54.347826,9.228321,6.125696,5.807478,5.807478,,33.62069,37.671233,9.76188,
06/28/1996,,20.457797,6.036939,14.506499,13.528663,,21.107784,15.269461,77.777778,13.847305,9.131737,8.757485,8.757485,,34.054054,23.504274,15.64934,
09/27/1996,,19.945479,6.125083,14.633758,13.561444,,20.438232,14.809218,,13.373631,8.802418,8.386853,8.386853,,34.180791,25.675676,14.824343,
12/31/1996,,18.512504,5.472525,12.591602,10.354625,,21.642619,15.760266,,14.872364,9.840917,9.35997,9.35997,,33.830846,22.134387,14.414875,
03/28/1997,,18.103358,5.503296,12.570538,11.867347,,18.815738,12.621737,52.830189,9.466303,6.271913,5.882353,5.882353,,33.744856,37.748344,11.26964,
06/27/1997,,17.272451,5.017647,11.257261,10.672929,,22.815534,16.168783,416.666667,13.069455,8.849888,8.476475,8.476475,,32.285714,24.669604,13.011406,
09/26/1997,,16.260321,4.899178,11.500324,10.688554,,20.989052,14.496036,,11.740279,8.19177,7.776519,7.776519,,30.22508,27.669903,11.761106,
12/26/1997,,14.849921,4.328043,10.309967,8.610718,,22.772277,16.208287,66.666667,11.734507,8.250825,7.884122,7.884122,,29.6875,30.232558,10.36041,
03/27/1998,,,,,,,17.627945,11.291633,-43.809524,5.11779,3.696182,3.696182,3.696182,,27.777778,69.56011,,
