Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/03/1991,2463.904053,521.569,371.341003,150.227997,65.637001,,,656.971985,,,,,17.450001,,,,1261.628052,1162.598022,1278.615967,-116.017998,0.0,,39.678001,,,,39.678001,1202.276024,,321.773987,321.773987,,,,1.891,,,,,,254.470999,,,,254.470999,578.135986,271.190002,,,,,14.097,,,,,14.097,285.287003,863.422989,,1021.797974,,,0,,578.682983,1600.480957,,1600.480957,2463.903946,
02/02/1992,2510.291992,395.19899,218.548996,176.649994,79.472,,,662.257019,,,,,21.32,,,,1158.248047,1254.774048,1383.383057,-128.608994,64.267998,,33.001999,,,,33.001999,1352.044045,,293.958008,293.958008,,,,1.842,,,,,,238.510966,,,,238.510966,534.310974,270.575012,,,,,14.194,,,,,14.194,284.769012,819.079986,,1043.154053,,,0,,648.057983,1691.212036,,1691.212036,2510.292022,
05/03/1992,3644.846924,544.929985,434.579987,110.349998,115.668999,,,783.013,,,,,28.059,,,,1471.671021,1317.389038,1457.504028,-140.115005,807.908997,,47.877998,,,,47.877998,2173.176033,,458.865997,458.865997,,,,1.802,,,,,,336.748018,,,,336.748018,797.416016,1074.891968,,,,,17.591,,,,,17.591,1092.482967,1889.898983,,1063.100952,,,0,,691.846985,1754.947937,,1754.947937,3644.84692,
08/02/1992,3729.200928,771.868011,428.033997,343.834015,129.841995,,,839.708008,,,,,26.308001,,,,1767.725952,1377.446045,1532.72998,-155.283997,535.731995,,48.297001,,,,48.297001,1961.47504,,440.591003,440.591003,,,,1.727,,,,,,335.388967,,,,335.388967,777.70697,844.544006,,,,,19.077999,,,,,19.077999,863.622005,1641.328976,,1310.436035,,,0,,777.435974,2087.872009,,2087.872009,3729.200985,
11/01/1992,3838.264893,505.205017,169.505005,335.700012,152.145996,,,898.583984,,,,,26.975,,,,1582.910034,1491.402954,1659.022949,-167.619995,711.361023,,52.591,,,,52.591,2255.354977,,453.440002,453.440002,,,,1.673,,,,,,347.106968,,,,347.106968,802.219971,844.203003,,,,,22.778999,,,,,22.778999,866.982002,1669.201973,,1322.215942,,,0,,846.846985,2169.062927,,2169.062927,3838.2649,
01/31/1993,3931.790039,414.194992,121.744003,292.450989,177.501999,,,939.823975,,,,,30.452,,,,1561.973022,1607.984009,1791.776001,-183.792007,694.276001,,67.556999,,,,67.556999,2369.817009,,420.317993,420.317993,,,,1.828,,,,,,332.799014,,,,332.799014,754.945007,843.671997,,,,,29.091999,,,,,29.091999,872.763996,1627.709003,,1362.0,,,0,,942.080994,2304.080994,,2304.080994,3931.789997,
05/02/1993,4312.441895,460.231003,232.764999,227.466003,163.145004,,,1094.828979,,,,,36.646,,,,1754.850952,1767.869019,1969.060059,-201.190994,720.098999,,69.623001,,,,69.623001,2557.591019,,573.294983,573.294983,,,,1.765,,,,,,438.353042,,,,438.353042,1013.413025,843.310974,,,,,29.624001,,,,,29.624001,872.934975,1886.348,0.0,1387.151001,,,0,,1038.942993,2426.093994,0.0,2426.093994,4312.441994,
08/01/1993,4420.673828,337.626999,126.613998,211.013,174.143997,,,1126.000977,,,,,36.376999,,,,1674.149048,1927.458984,2138.819092,-211.360001,747.687012,,71.378998,,,,71.378998,2746.524994,,519.54303,519.54303,,,,1.923,,,,,,441.327977,,,,441.327977,962.794006,843.05603,,,,,35.235001,,,,,35.235001,878.291031,1841.085037,0.0,1419.468018,,,0,,1160.120972,2579.588989,0.0,2579.588989,4420.674026,
10/31/1993,4610.205078,620.836014,161.244003,459.59201,188.207001,,,1180.375,,,,,36.436001,,,,2025.854004,2113.820068,2345.573975,-231.753998,372.498993,,98.031998,,,,98.031998,2584.351059,,577.820007,577.820007,,,,1.86,,,,,,469.944016,,,,469.944016,1049.624023,842.794983,,,,,36.411999,,,,,36.411999,879.206982,1928.831005,0.0,1428.32605,,,0,,1253.047974,2681.374023,0.0,2681.374023,4610.205029,
01/30/1994,4700.88916,430.973015,99.997002,330.976013,198.431,,,1293.477051,,,,,43.720001,,,,1966.600952,2370.904053,2618.427979,-247.524002,281.622986,,81.761002,,,,81.761002,2734.288041,,521.245972,521.245972,,,,1.548,,,,,,449.844028,,,,449.844028,972.638,841.992004,,,,,72.158997,,,,,72.158997,914.151001,1886.789001,0.0,1458.496948,,,0,,1355.603027,2814.099975,0.0,2814.099975,4700.888976,
05/01/1994,5292.103027,329.599003,267.561005,62.037998,192.755997,,,1557.770996,,,,,56.601002,,,,2136.727051,2686.974121,2959.118896,-272.144989,340.234009,,128.167999,,,,128.167999,3155.376129,,768.768005,768.768005,,,,1.548,,,,,,602.970982,,,,602.970982,1373.286987,841.734985,,,,,122.972,,,,,122.972,964.706985,2337.993973,0.0,1478.177002,,,0,,1475.932007,2954.109009,0.0,2954.109009,5292.102982,
07/31/1994,5392.199219,441.085014,344.062012,97.023003,223.408997,,,1570.234985,,,,,53.796001,,,,2288.524902,2889.408936,3185.022949,-295.614014,88.389,,125.875999,,,,125.875999,3103.673935,,721.781006,721.781006,,,,1.564,,,,,,567.229945,,,,567.229945,1290.574951,841.492981,,,,,116.102997,,,,,116.102997,957.595978,2248.170929,0.0,1508.654053,,,0,,1635.374023,3144.028076,0.0,3144.028076,5392.199005,
10/30/1994,5737.690918,339.77401,289.14801,50.625999,271.289001,,,1717.80603,,,,,50.141998,,,,2379.010986,3135.068115,3460.261963,-325.194,87.780998,,135.830994,,,,135.830994,3358.680107,,885.140991,885.140991,,,,22.528999,,,,,,604.302055,,,,604.302055,1511.972046,876.47998,,,,,19.205999,,,,,19.205999,895.68598,2407.658026,0.0,1516.81604,,,0,,1764.43396,3281.25,48.783001,3330.033001,5737.691027,
01/29/1995,5778.041016,57.866002,1.154,56.712002,272.225006,,,1749.312012,,,,,53.560001,,,,2132.962891,3397.237061,3747.268066,-350.031006,98.022003,,149.819,,,,149.819,3645.078064,,681.291016,681.291016,,,,22.691999,,,,,,510.255999,,,,510.255999,1214.239014,983.369019,,,,,87.210999,,,,,87.210999,1070.580018,2284.819032,0.0,1549.130981,,,0,,1893.092041,3442.223022,50.999001,3493.222023,5778.041055,
04/28/1995,6366.423828,121.965,48.674999,73.290001,229.154007,,,1995.031982,,,,,58.604,,,,2404.754883,3705.635986,4088.839111,-383.203003,82.975998,,173.057007,,,,173.057007,3961.668991,,1016.049011,1016.049011,,,,31.472,,,,,,651.353989,,,,651.353989,1698.875,97.133003,,,,,92.494003,,,,,92.494003,189.627007,1888.502007,0.0,2374.02002,,,0,,2043.732056,4417.752075,60.169998,4477.922073,6366.42408,
07/30/1995,6642.03418,109.733997,18.924,90.809998,274.309998,,,2018.088013,,,,,54.360001,,,,2456.491943,3960.558105,4379.186035,-418.627991,93.209999,,131.774002,,,,131.774002,4185.542107,,1089.842041,1089.842041,,,,28.004999,,,,,,617.239996,,,,617.239996,1735.087036,86.564003,,,,,116.098999,,,,,116.098999,202.663002,1937.750038,0.0,2403.846924,,,0,,2231.0979,4634.944824,69.338997,4704.283821,6642.033859,
10/29/1995,7136.945801,129.730003,49.485001,80.245003,333.790985,,,2214.013916,,,,,49.23,,,,2726.764893,4177.029785,4638.47998,-461.450012,89.969002,,143.182007,,,,143.182007,4410.180794,,1144.990967,1144.990967,,,,8.087,,,,,,669.178015,,,,669.178015,1822.255981,291.401001,,,,,141.255997,,,,,141.255997,432.656998,2254.912979,0.0,2424.379883,,,0,,2386.043945,4810.423828,71.609001,4882.032829,7136.945808,
01/28/1996,7354.033203,108.025002,53.269001,54.756001,325.384003,,,2180.318115,,,,,58.242001,,,,2671.968994,4461.023926,4968.89502,-507.871002,80.151001,,140.889008,,,,140.889008,4682.063935,,824.807983,824.807983,,,,2.327,,,,,,589.347073,,,,589.347073,1416.482056,720.080017,,,,,153.141998,,,,,153.141998,873.222015,2289.704071,0.0,2431.669922,,,0,,2556.095947,4987.765869,76.563004,5064.328873,7354.032944,
04/28/1996,7829.374023,76.130001,48.172001,27.958,270.647003,,,2530.332031,,,,,63.314999,,,,2940.424072,4667.22998,5220.928223,-553.697998,72.941002,,148.779007,,,,148.779007,4888.949989,,1232.047974,1232.047974,,,,2.188,,,,,,824.297962,,,,824.297962,2058.533936,297.834015,,,,,178.602997,,,,,178.602997,476.437012,2534.970947,0.0,2477.721924,,,0,,2732.089111,5209.811035,84.592003,5294.403038,7829.373985,
07/28/1996,7997.551758,33.456999,33.223999,0.233,305.369995,,,2516.349121,,,,,60.841999,,,,2916.018066,4869.194824,5475.112793,-605.91803,65.786003,,146.552994,,,,146.552994,5081.533821,,1229.333984,1229.333984,,,,2.148,,,,,,744.571971,,,,744.571971,1976.053955,275.389008,,,,,190.380997,,,,,190.380997,465.770004,2441.823959,0.0,2493.101074,,,0,,2975.450928,5468.552002,87.176003,5555.728004,7997.551964,
10/27/1996,9381.316406,782.545013,716.700012,65.845001,379.196991,,,2657.349121,,,,,54.91,,,,3874.000977,5186.908203,5846.710938,-659.802979,176.815002,,143.591995,,,,143.591995,5507.315201,,1356.748047,1356.748047,,,,2.54,,,,,,763.137002,,,,763.137002,2122.425049,1247.208008,,,,,207.628998,,,,,207.628998,1454.837006,3577.262054,0.0,2534.089111,,,0,,3177.899902,5711.989014,92.065002,5804.054016,9381.316071,
02/02/1997,9341.709961,558.43599,146.005997,412.429993,388.415985,,,2708.282959,,,,,54.237999,,,,3709.373047,5437.045898,6149.815918,-712.77002,47.998001,,147.292999,,,,147.292999,5632.336898,,1089.735962,1089.735962,,,,2.519,,,,,,749.871015,,,,749.871015,1842.125977,1246.593018,,,,,200.054001,,,,,200.054001,1446.647019,3288.772996,0.0,2547.118896,,,0,,3408.066895,5955.185791,97.750999,6052.93679,9341.709786,
05/04/1997,10548.666016,1041.540009,614.174011,427.365997,348.912994,,,3249.236084,,,,,84.432999,,,,4724.12207,5650.444824,6434.960938,-784.515991,24.684,,149.414993,,,,149.414993,5824.543818,,1792.741943,1792.741943,,,,1.834,,,,,,936.699936,,,,936.699936,2731.275879,1259.534058,,,,,230.039993,,,,,230.039993,1489.574051,4220.84993,0.0,2598.854004,,,0,,3631.368896,6230.2229,97.593002,6327.815903,10548.665833,
08/03/1997,10662.164062,908.347992,473.257996,435.089996,399.661011,,,3196.918945,,,,,90.443001,,,,4595.371094,5880.00293,6731.581055,-851.578003,26.097,,160.692993,,,,160.692993,6066.792923,,1573.822021,1573.822021,,,,4.497,,,,,,905.179025,,,,905.179025,2483.498047,1262.180054,,,,,240.718002,,,,,240.718002,1502.898056,3986.396103,0.0,2622.753906,,,0,,3950.166992,6572.920898,102.847,6675.767899,10662.164001,
11/02/1997,11214.105469,745.694,458.192993,287.501007,532.559998,,,3477.625,,,,,77.722,,,,4833.601074,6182.848145,7098.065918,-915.218018,42.313,,155.343002,,,,155.343002,6380.504147,,1758.276978,1758.276978,,,,7.905,,,,,,994.468901,,,,994.468901,2760.650879,1285.581055,,,,,242.945007,,,,,242.945007,1528.526062,4289.176941,0.0,2672.74707,,,0,,4141.47998,6814.227051,110.700996,6924.928047,11214.104988,
02/01/1998,11229.0,174.0,172.0,2.0,556.0,,,3602.0,,,,,128.0,,,,4460.0,6509.0,7487.0,-978.0,42.0,,218.0,,,,218.0,6769.0,,1358.0,1358.0,,,,8.0,,,,,,1090.0,,,,1090.0,2456.0,1303.0,,,,,256.0,,,,,256.0,1559.0,4015.0,0.0,2699.0,,,0,,4399.0,7098.0,116.0,7214.0,11229.0,
05/03/1998,12477.0,579.0,578.0,1.0,482.0,482.0,,4009.0,,,,,151.0,,,,5221.0,6853.0,7908.0,-1055.0,25.0,,378.0,281.0,281.0,0.0,97.0,7256.0,,2071.0,2071.0,,,,5.0,,,,,,1317.0,,,,1317.0,3393.0,1313.0,,,,,294.0,,,,,294.0,1607.0,5000.0,0.0,2769.0,,,0,4732.0,-27.0,7474.0,3.0,7477.0,12477.0,
08/02/1998,12593.0,655.0,654.0,1.0,423.0,423.0,,3786.0,,,,,149.0,,,,5013.0,7213.0,8348.0,-1135.0,39.0,,328.0,269.0,269.0,0.0,59.0,7580.0,,1812.0,1812.0,,,,5.0,,,,,,1256.0,,,,1256.0,3073.0,1317.0,,,,,294.0,,,,,294.0,1611.0,4684.0,0.0,2816.0,,,0,5154.0,-65.0,7905.0,4.0,7909.0,12593.0,
11/01/1998,13324.0,516.0,515.0,1.0,459.0,459.0,,4157.0,,,,,116.0,,,,5248.0,7704.0,8917.0,-1213.0,43.0,,329.0,263.0,263.0,0.0,66.0,8076.0,,2144.0,2144.0,,,,10.0,,,,,,1232.0,,,,1232.0,3386.0,1319.0,,,,,298.0,,,,,298.0,1617.0,5003.0,0.0,2894.0,,,0,5502.0,-80.0,8316.0,5.0,8321.0,13324.0,
01/31/1999,13465.0,62.0,62.0,0.0,469.0,,,4293.0,0.0,0.0,4293.0,,109.0,,,,4933.0,8160.0,9422.0,-1262.0,41.0,,331.0,268.0,,,63.0,8532.0,,1586.0,1586.0,,,,14.0,,,,,,1257.0,,,,1257.0,2857.0,1566.0,,,,,293.0,,,,,293.0,1859.0,4716.0,0.0,2928.0,,,0,,5812.0,8740.0,9.0,8749.0,13465.0,
05/02/1999,15199.0,604.0,604.0,0.0,502.0,502.0,,4955.0,,,,,150.0,,,,6211.0,8595.0,9937.0,-1342.0,44.0,,349.0,274.0,274.0,0.0,75.0,8988.0,,2592.0,2592.0,,,,8.0,,,,,,1616.0,,,,1616.0,4216.0,1319.0,,,,,323.0,,,,,323.0,1642.0,5858.0,0.0,3046.0,,,0,6321.0,-38.0,9329.0,12.0,9341.0,15199.0,
08/01/1999,15709.0,520.0,518.0,2.0,545.0,545.0,,4982.0,,,,,150.0,,,,6197.0,9116.0,10554.0,-1438.0,49.0,,347.0,273.0,273.0,0.0,74.0,9512.0,,2419.0,2419.0,,,,8.0,,,,,,1567.0,,,,1567.0,3994.0,1338.0,,,,,346.0,,,,,346.0,1684.0,5678.0,0.0,3145.0,,,0,6941.0,-66.0,10020.0,11.0,10031.0,15709.0,
10/31/1999,17037.0,976.0,946.0,30.0,648.0,648.0,,5274.0,,,,,160.0,,,,7058.0,9575.0,11113.0,-1538.0,55.0,,349.0,276.0,276.0,0.0,73.0,9979.0,,2603.0,2603.0,,,,8.0,,,,,,1553.0,,,,1553.0,4164.0,735.0,,,,,361.0,,,,,361.0,1096.0,5260.0,0.0,4361.0,,,0,7455.0,-50.0,11766.0,11.0,11777.0,17037.0,
01/30/2000,17081.0,170.0,168.0,2.0,587.0,,,5489.0,0.0,0.0,5489.0,0.0,144.0,,,,6390.0,10227.0,11890.0,-1663.0,63.0,,401.0,311.0,,,90.0,10691.0,,1993.0,1993.0,,,,29.0,,,,,,1634.0,,,,1634.0,3656.0,750.0,,,,,324.0,,,,,324.0,1074.0,4730.0,0.0,4434.0,,,0,,7907.0,12341.0,10.0,12351.0,17081.0,
04/30/2000,19792.0,1210.0,1202.0,8.0,746.0,746.0,,6398.0,,,,,210.0,,,,8564.0,10731.0,12508.0,-1777.0,84.0,,413.0,309.0,309.0,0.0,104.0,11228.0,,3464.0,3464.0,,,,30.0,,,,,,2172.0,,,,2172.0,5666.0,755.0,,,,,345.0,,,,,345.0,1100.0,6766.0,0.0,4586.0,,,0,8478.0,-53.0,13011.0,15.0,13026.0,19792.0,
07/30/2000,20194.0,944.0,940.0,4.0,778.0,778.0,,6286.0,,,,,229.0,,,,8237.0,11452.0,13357.0,-1905.0,83.0,,422.0,308.0,308.0,0.0,114.0,11957.0,,2957.0,2957.0,,,,30.0,,,,,,2199.0,,,,2199.0,5186.0,767.0,,,,,341.0,,,,,341.0,1108.0,6294.0,0.0,4717.0,,,0,9222.0,-53.0,13886.0,14.0,13900.0,20194.0,
10/29/2000,20726.0,300.0,284.0,16.0,909.0,909.0,,6464.0,,,,,206.0,,,,7879.0,12329.0,14359.0,-2030.0,87.0,,431.0,306.0,306.0,0.0,125.0,12847.0,,2715.0,2715.0,,,,30.0,,,,,,2344.0,,,,2344.0,5089.0,774.0,,,,,396.0,,,,,396.0,1170.0,6259.0,,4762.0,,,0,9779.0,-86.0,14455.0,12.0,14467.0,20726.0,
01/28/2001,21385.0,177.0,167.0,10.0,835.0,835.0,,6556.0,,,,,209.0,,,,7777.0,13068.0,15232.0,-2164.0,92.0,,448.0,314.0,314.0,0.0,134.0,13608.0,,1976.0,1976.0,,,,4.0,1.0,3.0,3.0,,,2405.0,,,,2405.0,4385.0,1545.0,1318.0,227.0,227.0,,440.0,,,,,440.0,1985.0,6370.0,,4926.0,,,0,10151.0,-73.0,15004.0,11.0,15015.0,21385.0,
04/29/2001,24076.0,1373.0,1363.0,10.0,1039.0,1039.0,,7240.0,,,,,202.0,,,,9854.0,13661.0,15978.0,-2317.0,94.0,,467.0,307.0,307.0,0.0,160.0,14222.0,,3627.0,3627.0,,,,29.0,,,,,,3030.0,,,,3030.0,6686.0,1268.0,,,,,465.0,,,,,465.0,1733.0,8419.0,0.0,5072.0,,,0,10691.0,-117.0,15646.0,11.0,15657.0,24076.0,
07/29/2001,24678.0,1292.0,1287.0,5.0,978.0,978.0,,7193.0,,,,,219.0,,,,9682.0,14430.0,16912.0,-2482.0,92.0,,474.0,326.0,326.0,0.0,148.0,14996.0,,3126.0,3126.0,,,,39.0,,,,,,3096.0,,,,3096.0,6261.0,1271.0,,,,,487.0,,,,,487.0,1758.0,8019.0,0.0,5246.0,,,0,11521.0,-118.0,16649.0,10.0,16659.0,24678.0,
10/28/2001,25667.0,1662.0,1654.0,8.0,1071.0,1071.0,,7242.0,,,,,197.0,,,,10172.0,14950.0,17544.0,-2594.0,76.0,,469.0,318.0,318.0,0.0,151.0,15495.0,,3314.0,3314.0,,,,60.0,,,,,,3162.0,,,,3162.0,6536.0,1258.0,,,,,504.0,,,,,504.0,1762.0,8298.0,0.0,5333.0,,,0,12206.0,-179.0,17360.0,9.0,17369.0,25667.0,
02/03/2002,26394.0,2546.0,2477.0,69.0,920.0,,,6725.0,0.0,0.0,6725.0,0.0,170.0,,,,10361.0,15375.0,18129.0,-2754.0,83.0,,575.0,419.0,419.0,0.0,156.0,16033.0,,3436.0,3436.0,,,,5.0,,,,,,3060.0,,,,3060.0,6501.0,1250.0,,,,,561.0,,,,,561.0,1811.0,8312.0,0.0,5529.0,,,0,,12553.0,18082.0,0.0,18082.0,26394.0,
05/05/2002,30409.0,5175.0,4982.0,193.0,1082.0,1082.0,,7417.0,,,,,254.0,,,,13928.0,15768.0,18718.0,-2950.0,137.0,,576.0,423.0,423.0,0.0,153.0,16481.0,,5567.0,5567.0,,,,5.0,,,,,,3851.0,,,,3851.0,9423.0,1285.0,,,,,627.0,,,,,627.0,1912.0,11335.0,0.0,5692.0,,,0,13538.0,-156.0,19074.0,0.0,19074.0,30409.0,
08/04/2002,31480.0,5925.0,5734.0,191.0,1235.0,1235.0,,7196.0,,,,,254.0,,,,14610.0,16128.0,19279.0,-3151.0,124.0,,618.0,454.0,454.0,0.0,164.0,16870.0,,5304.0,5304.0,,,,6.0,,,,,,4005.0,,,,4005.0,9315.0,1309.0,,,,,612.0,,,,,612.0,1921.0,11236.0,0.0,5823.0,,,0,14602.0,-181.0,20244.0,0.0,20244.0,31480.0,
11/03/2002,31347.0,3993.0,3980.0,13.0,1258.0,1258.0,,8314.0,,,,,239.0,,,,13804.0,16604.0,19973.0,-3369.0,125.0,,814.0,565.0,565.0,0.0,249.0,17543.0,,5435.0,5435.0,,,,6.0,,,,,,3636.0,,,,3636.0,9077.0,1316.0,,,,,835.0,,,,,835.0,2151.0,11228.0,0.0,5875.0,,,-1000,15425.0,-181.0,20119.0,0.0,20119.0,31347.0,
02/02/2003,30011.0,2253.0,2188.0,65.0,1072.0,,,8338.0,0.0,0.0,8338.0,0.0,254.0,,,,11917.0,17168.0,20733.0,-3565.0,107.0,,819.0,575.0,575.0,0.0,244.0,18094.0,,4560.0,4560.0,,,,7.0,,,,,,3468.0,,,,3468.0,8035.0,1321.0,,,,,853.0,,,,,853.0,2174.0,10209.0,0.0,5976.0,,,-2000,15971.0,-145.0,19802.0,0.0,19802.0,30011.0,
05/04/2003,33747.0,4340.0,4264.0,76.0,1386.0,1386.0,,9264.0,,,,,319.0,,,,15309.0,17654.0,21463.0,-3809.0,99.0,,685.0,585.0,585.0,0.0,100.0,18438.0,,6397.0,6397.0,,,,0.0,,,,,,4528.0,,,,4528.0,10925.0,1321.0,,,,,823.0,,,,,823.0,2144.0,13069.0,0.0,6012.0,,,-2000,16740.0,-74.0,20678.0,0.0,20678.0,33747.0,
08/03/2003,34612.0,5254.0,5209.0,45.0,1379.0,1379.0,,8621.0,,,,,313.0,,,,15567.0,18263.0,22306.0,-4043.0,109.0,,673.0,590.0,590.0,0.0,83.0,19045.0,,5875.0,5875.0,,,,0.0,,,,,,4514.0,,,,4514.0,10389.0,1327.0,,,,,963.0,,,,,963.0,2290.0,12679.0,0.0,6108.0,,,-2028,17901.0,-48.0,21933.0,0.0,21933.0,34612.0,
