Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2005,1867.509,71.111,68.849,2.262,276.687,276.687,,329.984,122.596,109.185,156.389,-58.186,133.461,,,,,,811.243,352.231,,,0.0,,704.035,592.769,444.769,148.0,111.266,1056.266,,540.236,540.236,,,,9.811,,,,,,66.829,,,66.829,616.876,496.951,,,,,248.675,,,,248.675,745.626,1362.502,0.0,191.283,,,-102.433,376.749,39.408,505.007,0.0,505.007,1867.509,
06/30/2005,1889.703,71.86,69.587,2.273,300.437,300.437,,337.982,127.015,112.708,156.749,-58.49,133.597,,,,,,843.876,353.499,,,0.0,,692.328,579.242,435.725,143.517,113.086,1045.827,,551.904,551.904,,,,12.693,,,,,,66.153,,,66.153,630.75,488.03,,,,,258.397,,,,258.397,746.427,1377.177,0.0,193.33,,,-101.604,398.699,22.101,512.526,0.0,512.526,1889.703,
09/30/2005,1911.444,122.644,120.351,2.293,262.223,262.223,,339.161,132.334,113.383,150.683,-57.239,148.421,,,,,,872.449,344.741,,,,,694.254,575.699,433.98,141.719,118.555,1038.995,,561.718,561.718,,,,11.939,,,,,,69.544,,,69.544,643.201,482.5,,,,,252.931,,,,252.931,735.431,1378.632,0.0,196.305,,,-100.524,413.682,23.349,532.812,0.0,532.812,1911.444,
12/31/2005,1961.777,231.821,229.511,2.31,243.193,243.193,,331.453,131.637,113.902,143.178,-57.264,146.916,,,,,,953.383,353.917,716.348,-362.431,0.0,,654.477,569.455,429.597,139.858,85.022,1008.394,,591.771,591.771,,,,19.374,19.374,0.0,0.0,,,79.109,,,79.109,690.254,474.0,474.0,0.0,0.0,,254.195,,,,254.195,728.195,1418.449,0.0,197.737,,,-99.361,429.751,15.201,543.328,0.0,543.328,1961.777,
03/31/2006,2074.8,206.7,204.4,2.3,293.3,293.3,,397.2,141.0,138.8,178.6,-61.2,157.5,,,,,,1054.7,359.5,,,,,660.6,578.3,437.9,140.4,82.3,1020.1,,673.0,673.0,,,,6.1,,,,,,79.9,,,79.9,759.0,478.0,,,,,255.6,,,,255.6,733.6,1492.6,,200.4,,,-97.5,457.3,22.0,582.2,,582.2,2074.8,
06/30/2006,2087.5,89.8,87.4,2.4,346.2,346.2,,426.3,162.3,141.2,184.4,-61.6,163.7,,,,,,1026.0,370.4,,,,,691.1,610.8,470.9,139.9,80.3,1061.5,,721.7,721.7,,,,15.0,,,,,,85.8,,,85.8,822.5,361.6,,,,,265.1,,,,265.1,626.7,1449.2,,204.6,,,-96.2,497.4,32.5,638.3,,638.3,2087.5,
09/30/2006,2123.5,113.5,111.1,2.4,351.2,351.2,,436.9,173.5,159.0,168.5,-64.1,159.0,,,,,,1060.6,375.1,,,,,687.8,616.0,458.0,158.0,71.8,1062.9,,739.5,739.5,,,,6.1,,,,,,90.2,,,90.2,835.8,335.3,,,,,256.9,,,,256.9,592.2,1428.0,,209.2,,,-96.0,545.6,36.7,695.5,,695.5,2123.5,
12/31/2006,2219.5,176.1,173.7,2.4,285.2,285.2,,492.4,198.3,174.2,187.2,-67.3,189.0,,,,,,1142.7,398.9,803.6,-404.7,0.0,,677.9,622.1,462.1,160.0,55.8,1076.8,,839.6,839.6,,,,4.1,,,,,,91.7,,,91.7,935.4,264.3,,,,,245.3,,,,245.3,509.6,1445.0,0.0,232.5,,,-93.4,587.4,48.0,774.5,0.0,774.5,2219.5,
03/31/2007,2349.0,142.5,140.1,2.4,347.3,347.3,,569.7,223.9,201.9,214.8,-70.9,193.8,,,,,,1253.3,395.3,,,0.0,,700.4,640.0,479.6,160.4,60.4,1095.7,,881.3,881.3,,,,34.8,34.8,0.0,0.0,,,93.8,,,93.8,1009.9,265.2,265.2,0.0,0.0,,233.6,,,,233.6,498.8,1508.7,0.0,239.3,,,-92.5,638.6,54.9,840.3,0.0,840.3,2349.0,
06/30/2007,2427.6,128.6,126.1,2.5,419.9,419.9,,575.3,220.7,202.8,224.1,-72.3,189.7,,,,,,1313.5,410.4,,,0.0,,703.7,641.1,474.4,166.7,62.6,1114.1,,874.2,874.2,,,,5.3,5.3,0.0,0.0,,,100.4,,,100.4,979.9,261.5,261.5,0.0,0.0,,228.4,,,,228.4,489.9,1469.8,0.0,255.3,,,-90.7,733.7,59.5,957.8,0.0,957.8,2427.6,
09/30/2007,2590.5,106.3,103.8,2.5,427.2,427.2,,629.4,254.6,219.3,229.5,-74.0,211.0,,,,,,1373.9,443.3,,,0.0,,773.3,715.7,545.3,170.4,57.6,1216.6,,917.8,917.8,,,,10.4,10.4,0.0,0.0,,,108.2,,,108.2,1036.4,263.4,263.4,0.0,0.0,,232.2,,,,232.2,495.6,1532.0,0.0,255.7,,,-90.3,807.1,86.0,1058.5,0.0,1058.5,2590.5,
12/31/2007,2871.4,369.4,366.9,2.5,416.7,416.7,,591.0,252.3,216.4,188.5,-66.2,198.5,,,,,,1575.6,468.9,854.1,-385.2,0.0,,826.9,672.2,471.6,200.6,154.7,1295.8,,845.7,845.7,,,,13.1,13.1,0.0,0.0,,,215.8,,,215.8,1074.6,217.5,217.5,0.0,0.0,,229.4,,,,229.4,446.9,1521.5,0.0,421.2,,,-89.6,903.8,114.5,1349.9,0.0,1349.9,2871.4,
03/31/2008,6065.4,175.6,173.0,2.6,608.2,608.2,,925.3,,,,,425.2,,,,,,2134.3,728.8,,,,,3202.3,2899.5,1890.5,1009.0,302.8,3931.1,,1206.3,1206.3,,,,182.3,,,,,,229.5,,,229.5,1618.1,2473.0,,,,,672.7,,,,672.7,3145.7,4763.8,,437.5,,,-88.9,882.7,68.5,1299.8,1.8,1301.6,6065.4,
06/30/2008,3326.9,418.6,416.0,2.6,504.5,504.5,,829.5,301.6,312.5,284.8,-69.4,162.2,,,,,,1914.8,560.1,,,0.0,,852.0,621.4,553.1,68.3,230.6,1412.1,,1023.6,1023.6,,,,36.9,36.9,0.0,0.0,,,182.3,,,182.3,1242.8,205.0,205.0,0.0,0.0,,237.9,,,,237.9,442.9,1685.7,0.0,432.7,,,-89.1,1135.1,162.5,1641.2,0.0,1641.2,3326.9,
09/30/2008,3376.1,382.0,379.4,2.6,492.9,492.9,,868.7,359.3,270.9,315.1,-76.6,229.1,,,,,,1972.7,534.2,,,0.0,,869.2,692.8,491.3,201.5,176.4,1403.4,,594.0,594.0,,,,44.7,,,,,,744.2,,,744.2,1382.9,202.4,,,,,229.4,,,,229.4,431.8,1814.7,0.0,435.3,,,-88.9,1106.4,108.6,1561.4,0.0,1561.4,3376.1,
12/31/2008,6086.1,175.6,173.0,2.6,608.2,608.2,,925.3,416.0,262.9,352.3,-105.9,445.9,,,,,,2155.0,728.8,1139.9,-411.1,,,3202.3,2899.5,1890.5,1009.0,302.8,3931.1,,1206.3,1206.3,,,,182.3,,,,,,229.5,,,229.5,1618.1,2473.0,,,,,672.7,,,,672.7,3145.7,4763.8,,437.5,,,-88.9,903.4,68.5,1320.5,1.8,1322.3,6086.1,
03/31/2009,5164.8,156.6,154.0,2.6,524.1,524.1,0.0,916.3,395.4,259.1,372.6,-110.8,375.6,,,,,72.6,1972.6,718.2,,,0.0,,2474.0,2213.2,1256.8,956.4,166.6,3192.2,,1014.8,,,,1014.8,214.3,214.3,,,,,235.3,47.4,13.6,177.5,1464.4,2479.4,2479.4,,,,628.6,,102.5,273.0,192.1,3108.0,4572.4,0.0,438.8,1.4,437.4,-88.9,223.8,17.9,591.6,0.8,592.4,5164.8,
06/30/2009,4833.6,122.6,120.0,2.6,513.8,513.8,0.0,787.4,342.5,216.4,344.8,-116.3,313.4,,,,,151.5,1737.2,719.4,,,0.0,,2377.0,2188.0,1236.3,951.7,189.0,3096.4,,930.8,,79.9,,850.9,195.8,195.8,,,,,183.9,43.7,3.5,176.1,1310.5,2337.0,2337.0,,,,581.7,,97.4,294.2,142.9,2918.7,4229.2,0.0,439.5,1.4,438.1,-88.4,203.1,50.1,604.3,0.1,604.4,4833.6,
09/30/2009,4645.1,161.1,158.5,2.6,420.0,420.0,0.0,718.9,297.9,215.7,330.9,-125.6,288.3,,,,,73.7,1588.3,715.0,,,0.0,,2341.8,2192.8,1244.2,948.6,149.0,3056.8,,844.4,,29.8,,814.6,176.2,176.2,,,,,191.6,40.1,8.1,184.1,1212.2,2217.0,2217.0,,,,574.1,,98.3,286.9,140.7,2791.1,4003.3,0.0,442.1,1.4,440.7,-88.7,203.5,86.3,643.2,-1.4,641.8,4645.1,
12/31/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2010,4328.0,101.8,99.2,2.6,408.3,408.3,0.0,630.6,250.4,186.2,315.9,-121.9,227.5,,,,,76.5,1368.2,638.9,,,0.0,,2320.9,2197.1,1242.9,954.2,123.8,2959.8,,807.5,,,,807.5,156.5,0.0,,,,156.5,199.7,31.9,12.4,195.5,1163.7,2109.4,2109.4,,,,509.3,0.0,107.3,220.5,137.2,2618.7,3782.4,0.0,448.2,1.4,446.8,-88.2,165.5,21.2,546.7,-1.1,545.6,4328.0,
06/30/2010,4240.8,117.6,115.0,2.6,376.1,376.1,0.0,640.1,242.3,190.3,326.1,-118.6,224.5,,,,,77.8,1358.3,600.0,,,0.0,,2282.5,2164.6,1232.0,932.6,117.9,2882.5,,833.0,,,,833.0,144.2,0.0,,,,144.2,182.8,29.2,17.1,173.5,1160.0,2062.8,2062.8,,,,507.3,,106.5,221.6,132.9,2570.1,3730.1,0.0,450.5,1.4,449.1,-88.2,179.6,-29.3,512.6,-1.9,510.7,4240.8,
09/30/2010,4267.7,115.9,113.2,2.7,353.7,353.7,0.0,652.9,253.6,158.2,362.2,-121.1,244.2,,,,,78.9,1366.7,606.2,,,0.0,,2294.8,2185.9,1249.6,936.3,108.9,2901.0,,856.3,,,,856.3,162.5,0.0,,,,162.5,158.2,32.7,19.9,156.3,1177.0,2005.5,2005.5,,,,514.1,,107.9,224.0,129.6,2519.6,3696.6,0.0,452.8,1.4,451.4,-88.1,181.1,28.1,573.9,-2.8,571.1,4267.7,
12/31/2010,4011.1,86.4,83.7,2.7,255.1,255.1,0.0,558.8,223.9,119.8,326.4,-111.3,262.1,0.0,,,18.6,63.7,1162.4,565.8,1201.0,-635.2,0.0,,2282.9,2066.7,1173.2,893.5,92.6,2848.7,,748.0,,,,748.0,61.8,0.0,,,,61.8,187.6,27.8,38.4,163.1,997.4,1935.6,1935.6,,,,569.6,0.0,124.3,213.3,147.2,2505.2,3502.6,0.0,455.4,1.4,454.0,-88.1,134.7,9.9,511.9,-3.4,508.5,4011.1,
03/31/2011,4008.2,75.1,72.4,2.7,325.3,325.3,0.0,681.5,253.9,177.0,364.3,-113.7,202.5,,,,0.0,63.1,1284.4,563.6,,,0.0,,2160.2,2074.0,1179.8,894.2,86.2,2723.8,,841.3,,,,841.3,78.7,0.0,,,,78.7,148.5,26.9,39.7,146.4,1068.5,1924.2,1924.2,,,,547.6,,126.3,215.0,139.7,2471.8,3540.3,0.0,459.4,1.4,458.0,-87.8,52.3,48.3,472.2,-4.3,467.9,4008.2,
06/30/2011,4154.2,83.8,81.1,2.7,427.8,427.8,0.0,734.9,276.9,188.8,381.9,-112.7,189.9,,,,0.0,58.7,1436.4,555.0,,,0.0,,2162.8,2067.2,1181.1,886.1,95.6,2717.8,,898.2,,,,898.2,103.2,0.0,,,,103.2,153.3,29.2,24.4,150.2,1154.7,1978.1,1978.1,,,,531.0,,125.8,214.0,137.6,2509.1,3663.8,0.0,464.7,1.4,463.3,-87.5,55.0,63.6,495.8,-5.4,490.4,4154.2,
09/30/2011,4177.9,92.8,90.1,2.7,329.9,329.9,0.0,816.7,294.9,207.7,424.5,-110.4,212.2,,,,0.0,86.6,1451.6,537.2,,,0.0,,2189.1,2040.4,1172.6,867.8,148.7,2726.3,,925.1,,,,925.1,102.9,0.0,,,,102.9,158.9,30.1,14.9,149.5,1186.9,1997.5,1997.5,,,,519.5,,122.4,213.2,138.9,2517.0,3703.9,0.0,467.3,1.4,465.9,-87.5,78.7,23.0,481.5,-7.5,474.0,4177.9,
12/31/2011,4022.6,71.3,68.6,2.7,294.5,294.5,0.0,662.3,244.2,167.7,356.6,-106.2,208.8,0.8,,,8.7,84.3,1236.9,564.5,1191.7,-627.2,0.0,0.0,2221.2,2039.6,1208.0,831.6,143.7,2785.7,,845.4,,,,845.4,79.1,0.0,,,,79.1,179.0,34.2,9.5,136.2,1103.5,1810.9,1810.9,,,,627.1,0.0,150.4,258.2,166.1,2438.0,3541.5,0.0,468.0,1.4,466.6,-83.2,131.0,-24.8,491.0,-9.9,481.1,4022.6,
03/31/2012,4115.7,73.5,70.8,2.7,319.2,319.2,0.0,777.1,252.0,204.9,429.8,-109.6,224.8,0.1,,,,103.9,1394.6,562.9,,,0.0,,2158.2,2015.2,1168.8,846.4,142.9,2721.1,,855.9,,5.4,,850.5,99.2,0.0,0.0,0.0,,99.2,144.0,32.8,3.1,131.7,1099.1,1944.2,1944.2,0.0,0.0,,574.6,,150.1,215.9,172.7,2518.8,3617.9,0.0,477.9,1.4,476.5,-87.0,113.7,5.0,509.6,-11.8,497.8,4115.7,
06/30/2012,4111.7,59.4,56.8,2.6,326.3,326.3,0.0,808.6,245.7,217.5,451.4,-106.0,228.3,12.0,,,,107.4,1422.6,555.8,,,0.0,,2133.3,1984.2,1157.9,826.3,137.1,2689.1,,863.2,,15.9,,847.3,116.6,0.0,0.0,0.0,,116.6,127.1,32.4,,113.3,1106.9,1946.2,1946.2,0.0,0.0,,560.2,,148.8,215.8,163.2,2506.4,3613.3,0.0,481.9,1.4,480.5,-86.8,156.2,-38.8,512.5,-14.1,498.4,4111.7,
09/30/2012,4255.2,71.0,68.3,2.7,339.3,339.3,0.0,866.4,257.8,228.7,487.5,-107.6,223.8,0.7,,,,106.3,1500.5,561.6,,,0.0,,2193.1,2053.4,1230.5,822.9,139.0,2754.7,,915.6,,25.2,,890.4,114.0,0.0,,,,114.0,123.8,34.0,,118.1,1153.4,1915.6,1915.6,,,,616.5,,150.8,267.7,164.0,2532.1,3685.5,0.0,485.6,1.4,484.2,-86.4,197.0,-9.9,586.3,-16.6,569.7,4255.2,
12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2013,4122.4,104.0,101.3,2.7,342.6,342.6,0.0,802.0,239.0,187.9,482.2,-107.1,198.9,,,,0.0,107.7,1447.5,555.3,,,0.0,,2119.6,1990.1,1207.0,783.1,129.5,2674.9,,892.3,,24.7,,867.6,85.6,0.0,,,,85.6,111.2,40.8,2.5,106.0,1089.1,1867.1,1867.1,,,,585.8,,166.7,220.5,155.3,2452.9,3542.0,0.0,493.6,1.4,492.2,-78.8,232.5,-45.6,601.7,-21.3,580.4,4122.4,
06/30/2013,4151.2,94.4,91.7,2.7,340.5,340.5,,815.9,237.5,190.1,495.4,-107.1,207.7,,,,,117.2,1458.5,559.9,,,0.0,,2132.8,1983.5,1206.9,776.6,149.3,2692.7,,914.1,,35.9,,878.2,96.2,0.0,,,,96.2,99.8,41.3,8.4,95.5,1110.1,1800.9,1800.9,,,,600.5,,166.6,226.1,158.1,2401.4,3511.5,0.0,498.2,1.4,496.8,-78.7,290.1,-45.5,664.1,-24.4,639.7,4151.2,
09/30/2013,4167.1,87.2,84.5,2.7,291.3,291.3,0.0,854.9,255.8,191.6,513.5,-106.0,229.1,,,,,136.9,1462.5,575.0,,,0.0,,2129.6,1982.7,1210.6,772.1,146.9,2704.6,,949.3,,46.4,,902.9,97.2,0.0,0.0,0.0,,97.2,98.4,39.8,11.2,95.8,1144.9,1706.0,1706.0,0.0,0.0,,601.7,,167.3,229.4,154.0,2307.7,3452.6,0.0,502.2,1.4,500.8,-78.5,343.0,-25.5,741.2,-26.7,714.5,4167.1,
12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2014,4118.7,78.8,78.8,0.0,298.4,298.4,0.0,824.0,269.4,178.4,482.9,-106.7,235.1,,,,0.0,145.1,1436.3,579.8,,,0.0,,2102.6,1980.2,1220.8,759.4,122.4,2682.4,,786.7,,,,786.7,65.8,0.0,,,,65.8,131.5,37.0,11.4,129.4,984.0,1779.7,1779.7,,,,560.8,,148.1,234.0,130.3,2340.5,3324.5,0.0,528.0,1.4,526.6,-74.4,344.4,-3.8,794.2,0.0,794.2,4118.7,
06/30/2014,4187.8,103.5,103.5,0.0,316.9,316.9,0.0,830.9,261.2,172.8,502.9,-106.0,240.8,0.1,,,,150.7,1492.1,601.6,,,0.0,,2094.1,1967.4,1218.3,749.1,126.6,2695.7,,838.8,,,,838.8,74.7,0.0,,,,74.7,133.8,35.4,9.2,132.0,1047.3,1747.0,1747.0,,,,548.1,,146.8,231.7,125.0,2295.1,3342.4,0.0,534.2,1.4,532.8,-73.9,391.0,-5.9,845.4,0.0,845.4,4187.8,
09/30/2014,4077.9,74.8,74.8,0.0,303.0,303.0,0.0,808.9,255.0,169.9,490.2,-106.2,237.2,,,,0.0,149.2,1423.9,595.0,,,0.0,,2059.0,1937.2,1206.8,730.4,121.8,2654.0,,781.0,,,,781.0,74.8,0.0,,,,74.8,147.6,34.8,8.0,141.2,1003.4,1672.1,1672.1,,,,528.6,,147.4,224.4,114.0,2200.7,3204.1,0.0,538.6,1.4,537.2,-73.4,464.1,-55.5,873.8,0.0,873.8,4077.9,
12/31/2014,3816.6,68.0,68.0,0.0,227.4,227.4,0.0,644.5,226.2,103.7,414.8,-100.2,246.2,0.0,,,0.0,171.8,1186.1,591.0,1294.1,-703.1,0.0,,2039.5,1912.8,1198.1,714.7,126.7,2630.5,,807.4,457.5,,,349.9,80.3,0.0,,,,80.3,123.6,37.9,0.0,107.2,1011.3,1443.2,1443.2,,,,538.0,0.0,194.1,186.2,119.8,1981.2,2992.5,0.0,541.1,1.4,539.7,-73.4,486.9,-130.5,824.1,0.0,824.1,3816.6,
03/31/2015,3816.9,68.2,68.2,0.0,236.4,236.4,0.0,694.9,230.7,149.6,416.5,-101.9,251.7,0.0,,,,180.6,1251.2,566.0,,,0.0,,1999.7,1877.0,1183.4,693.6,122.7,2565.7,,725.6,392.0,,,333.6,66.5,0.0,,,,66.5,142.3,36.8,2.5,126.9,934.4,1607.7,1607.7,,,,516.0,,191.1,178.8,106.8,2123.7,3058.1,0.0,548.1,1.4,546.7,-71.8,478.5,-196.0,758.8,0.0,758.8,3816.9,
06/30/2015,3845.5,67.7,67.7,0.0,251.0,251.0,0.0,743.4,252.3,153.9,444.3,-107.1,218.5,0.0,,,,148.6,1280.6,569.5,,,0.0,,1995.4,1872.6,1184.9,687.7,122.8,2564.9,,764.6,435.2,18.4,12.8,298.2,67.5,0.0,,,,67.5,138.0,36.3,2.8,108.6,970.1,1561.4,1561.4,,,,514.8,,189.2,182.1,104.4,2076.2,3046.3,0.0,550.7,1.4,549.3,-71.6,501.8,-181.7,799.2,0.0,799.2,3845.5,
09/30/2015,3804.8,75.2,75.2,0.0,259.0,259.0,0.0,717.9,240.9,167.5,418.5,-109.0,225.1,0.1,8.1,,0.7,149.2,1277.2,551.8,,,0.0,,1975.8,1801.8,1155.5,646.3,173.9,2527.6,,712.0,379.7,14.3,29.9,288.1,63.2,0.0,,,,63.2,155.8,35.7,2.6,147.1,931.0,1575.3,1575.3,,,,508.6,,188.1,180.8,100.7,2083.9,3014.9,0.0,554.0,1.4,552.6,-71.6,506.6,-199.1,789.9,0.0,789.9,3804.8,
12/31/2015,3562.5,31.5,31.5,0.0,220.8,155.7,65.1,489.2,155.3,116.3,251.7,-34.1,300.1,0.0,0.0,,219.8,45.6,1041.6,410.7,846.3,-435.6,0.0,,2110.2,425.8,306.5,119.3,182.9,2520.9,,436.3,268.5,,,167.8,67.2,0.0,0.0,0.0,,67.2,380.1,29.7,3.5,67.4,883.6,1330.4,1330.4,0.0,0.0,,506.2,0.0,143.8,25.6,83.8,1836.6,2720.2,0.0,559.4,1.4,558.0,-71.6,562.3,-207.8,842.3,0.0,842.3,3562.5,
03/31/2016,1820.4,87.2,87.2,0.0,185.6,185.6,0.0,498.9,141.9,129.3,310.9,-83.2,127.3,,,,0.0,126.9,899.0,416.9,,,0.0,,504.5,434.0,312.7,121.3,70.5,921.4,,423.2,262.9,1.8,,158.5,33.7,0.0,,,,33.7,69.7,26.2,0.0,66.7,526.6,269.3,269.3,,,,256.6,,116.0,37.7,76.7,525.9,1052.5,0.0,561.7,1.4,560.3,-70.5,386.3,-109.6,767.9,0.0,767.9,1820.4,
06/30/2016,1765.9,40.8,40.8,0.0,247.9,189.7,58.2,499.9,126.3,112.9,343.6,-82.9,61.5,,,,0.0,61.1,850.1,415.4,,,0.0,,500.4,426.2,307.5,118.7,74.2,915.8,,390.1,228.7,1.0,,160.4,17.2,0.0,,,,17.2,75.6,22.5,0.0,70.2,482.9,275.0,275.0,,,,256.7,,115.8,40.6,77.8,531.7,1014.6,0.0,565.6,1.4,564.2,-69.2,378.3,-123.4,751.3,0.0,751.3,1765.9,
09/30/2016,1599.2,42.9,42.9,0.0,192.9,132.5,60.4,496.3,125.3,134.3,312.7,-76.0,54.5,,,,0.0,54.3,786.6,315.3,,,0.0,,497.3,428.7,309.8,118.9,68.6,812.6,,344.3,184.3,,,160.0,15.3,0.0,,,,15.3,76.1,23.6,0.0,70.1,435.7,293.0,293.0,,,,247.0,,116.3,41.6,65.5,540.0,975.7,0.0,567.4,1.4,566.0,-65.8,238.3,-116.4,623.5,0.0,623.5,1599.2,
12/31/2016,1517.8,69.9,69.9,0.0,196.8,134.4,62.4,429.0,109.3,88.4,270.9,-39.6,54.0,0.0,0.0,0.0,0.0,53.6,749.7,308.8,789.6,-480.8,0.0,,459.3,413.7,299.6,114.1,45.6,768.1,,321.2,157.7,,,163.5,12.4,0.0,0.0,0.0,,12.4,79.2,20.3,0.9,79.1,412.8,269.1,269.1,0.0,0.0,,245.4,0.0,124.4,36.6,63.2,514.5,927.3,0.0,569.0,1.4,567.6,-62.9,247.3,-162.9,590.5,0.0,590.5,1517.8,
03/31/2017,1505.9,36.1,36.1,0.0,185.5,138.1,47.4,461.3,118.8,112.3,272.1,-41.9,52.6,,,,,52.5,735.5,306.2,,,0.0,,464.2,417.7,302.9,114.8,46.5,770.4,,335.8,197.8,,,138.0,12.9,0.0,,,,12.9,79.0,18.8,,78.7,427.7,268.6,268.6,,,,238.9,,124.0,37.7,58.4,507.5,935.2,0.0,572.1,1.4,570.7,-61.0,211.3,-151.7,570.7,0.0,570.7,1505.9,
06/30/2017,1575.7,26.3,26.3,0.0,228.6,181.6,47.0,476.2,123.9,127.9,269.1,-44.7,55.4,,,,0.0,55.4,786.5,313.7,,,0.0,,475.5,431.2,312.5,118.7,44.3,789.2,,370.9,215.2,,,155.7,11.0,0.0,,,,11.0,77.8,19.0,0.0,77.8,459.7,278.1,278.1,,,,241.8,,122.4,41.3,59.1,519.9,979.6,0.0,573.1,1.4,571.7,-60.8,211.8,-128.0,596.1,0.0,596.1,1575.7,
09/30/2017,1583.2,29.3,29.3,0.0,200.6,165.0,35.6,482.2,133.2,125.9,272.4,-49.3,65.3,,,,,65.3,777.4,314.1,,,0.0,,491.7,438.6,317.7,120.9,53.1,805.8,,360.3,210.4,,,149.9,10.2,0.0,,,,10.2,71.6,19.2,,71.6,442.1,277.4,277.4,,,,235.8,,113.9,43.5,59.2,513.2,955.3,0.0,575.0,1.4,573.6,-60.4,221.4,-108.1,627.9,0.0,627.9,1583.2,
12/31/2017,1607.8,123.0,123.0,0.0,210.3,179.2,31.1,400.6,122.0,98.9,227.7,-48.0,56.5,0.0,,13.0,,56.5,790.4,303.7,722.9,-419.2,0.0,,513.7,443.4,321.3,122.1,57.3,817.4,,375.8,204.9,,,170.9,8.2,0.0,0.0,0.0,,8.2,69.0,20.8,0.0,69.0,453.0,266.7,266.7,0.0,0.0,,210.6,0.0,114.4,13.0,62.4,477.3,930.3,0.0,578.0,1.4,576.6,-59.8,256.7,-97.4,677.5,0.0,677.5,1607.8,
03/31/2018,1643.9,99.4,99.4,0.0,197.5,168.6,28.9,471.5,144.6,136.6,241.4,-51.1,49.6,,,,,49.6,818.0,306.1,,,0.0,,519.8,447.6,323.9,123.7,72.2,825.9,,403.1,253.8,,,149.3,7.6,0.0,,,,7.6,73.6,22.1,,73.6,484.3,266.1,266.1,,,,210.2,,113.1,15.0,60.0,476.3,960.6,0.0,579.4,1.4,578.0,-57.5,246.7,-85.3,683.3,0.0,683.3,1643.9,
06/30/2018,1638.3,83.7,83.7,0.0,235.1,210.2,24.9,469.6,152.1,135.2,234.4,-52.1,57.8,,,,0.0,57.8,846.2,292.2,,,0.0,,499.9,437.5,317.8,119.7,62.4,792.1,,433.0,264.6,,,168.4,7.0,0.0,,,,7.0,73.6,20.6,0.0,73.6,513.6,265.4,265.4,,,,193.3,,109.0,10.2,53.5,458.7,972.3,0.0,581.7,1.4,580.3,-57.4,256.4,-114.7,666.0,0.0,666.0,1638.3,
09/30/2018,1590.5,90.6,90.6,0.0,177.3,157.3,20.0,493.1,159.5,131.8,253.9,-52.1,55.6,,,,,55.6,816.6,283.9,,,0.0,,490.0,435.3,316.4,118.9,54.7,773.9,,391.3,239.1,,,152.2,6.9,0.0,,,,6.9,68.3,19.3,,68.3,466.5,264.5,264.5,,,,181.2,,106.6,9.5,45.8,445.7,912.2,0.0,583.6,1.4,582.2,-56.9,267.9,-116.3,678.3,0.0,678.3,1590.5,
12/31/2018,1541.9,140.3,140.3,0.0,191.2,171.8,19.4,453.1,159.2,112.0,238.0,-56.1,58.3,0.0,,5.7,,58.3,842.9,288.9,715.9,-427.0,0.0,,410.1,350.9,232.8,118.1,53.5,699.0,,425.2,249.2,,,176.0,6.4,0.0,0.0,0.0,,6.4,65.0,25.2,0.0,65.0,496.6,266.7,266.7,0.0,0.0,,177.3,0.0,104.0,5.7,42.4,444.0,940.6,0.0,585.2,0.4,584.8,-56.9,189.6,-116.6,601.3,0.0,601.3,1541.9,
