Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
12/31/1994,147.067001,147.203995,147.203995,,4.342722,1.418188,0.773478,0.3,0.3,0.3,0.3,0.3,0.3,0.425,0.759395,0.759395,0.545595,17.58504,,43.17409,
03/31/1995,147.225998,147.270004,147.270004,,4.944917,2.123555,1.342262,0.65,0.65,0.65,0.65,0.65,0.65,0.44,1.193026,0.486277,0.270727,17.810054,,43.001598,
06/30/1995,147.173996,147.182999,147.182999,,4.63345,1.590231,0.858577,0.36,0.36,0.36,0.36,0.36,0.36,0.44,1.021572,0.39739,0.112792,17.719978,,43.094453,
09/30/1995,145.190002,146.160995,146.160995,,5.98997,2.776541,2.01055,1.02,1.02,1.02,1.02,1.02,1.02,0.44,2.175977,1.564603,0.102404,18.14003,,43.484866,
12/31/1995,143.406006,144.348999,144.348999,,4.9938,1.982147,1.206555,0.45,0.45,0.45,0.45,0.45,0.45,0.44,1.276122,0.666198,0.101035,17.95422,,44.130005,
03/31/1996,143.792007,143.625,143.625,,5.45577,2.398301,1.611996,0.81,0.81,0.81,0.81,0.81,0.81,0.455,1.446433,0.590747,0.038959,18.36004,,43.972792,
06/30/1996,143.807999,143.807999,143.807999,,4.770027,1.929573,1.127462,0.42,0.42,0.42,0.42,0.42,0.42,0.455,1.523796,0.853875,0.017023,18.331213,,43.90248,
09/30/1996,143.395996,143.738007,143.738007,,5.785457,2.506811,1.713173,0.88,0.88,0.88,0.88,0.88,0.88,0.455,2.796818,1.993231,0.125666,18.709944,,44.275859,
12/31/1996,143.300995,143.315002,143.315002,,4.846471,1.731082,1.004368,0.55,0.55,0.55,0.55,0.55,0.55,0.455,0.889907,-0.129484,0.07635,18.774845,,44.660673,
03/31/1997,143.638,143.494995,143.494995,,4.990306,2.258957,1.280818,0.56,0.56,0.67,0.56,0.56,0.67,0.47,1.410941,0.557657,0.173359,18.909801,,44.274135,
06/30/1997,143.755005,143.475006,143.475006,,4.642084,1.724475,0.758487,0.37,0.37,0.37,0.37,0.37,0.37,0.47,1.701293,1.005248,0.141811,18.822461,,44.131473,
09/30/1997,143.798996,143.800003,143.800003,,6.306266,3.251592,2.270473,1.15,1.15,1.15,1.15,1.15,1.15,0.47,2.505793,1.622483,0.102476,19.509976,,44.04546,
12/31/1997,143.804001,143.804001,143.804001,,5.112104,2.237073,1.227546,0.58,0.58,0.58,0.58,0.58,0.58,0.485,0.043344,-0.837445,0.100317,19.601729,,43.764507,
03/31/1998,143.800003,143.766006,143.766006,,5.232781,2.454328,1.444625,0.6,0.6,0.6,0.6,0.6,0.6,0.485,1.525854,0.536226,0.235362,19.721759,,43.747126,
06/30/1998,143.828003,143.891998,143.891998,,5.204883,2.116025,1.109117,0.45,0.45,0.45,0.45,0.45,0.45,0.485,0.870723,0.065646,0.280446,19.719978,,43.581491,
09/30/1998,144.048996,144.276001,144.001007,,6.570704,3.532913,2.521427,1.29,1.29,1.29,1.28,1.28,1.28,0.485,2.668488,1.59269,0.170574,20.528876,,43.56337,
12/31/1998,144.384003,143.886002,143.886002,,4.833062,2.068631,1.077249,0.42,0.42,0.42,0.42,0.42,0.42,0.5,1.283308,0.325841,0.199967,20.426812,,43.630444,
03/31/1999,151.337509,144.292999,144.292999,,5.287172,2.375576,1.381966,0.63,0.63,0.63,0.63,0.63,0.63,0.5,1.524481,0.106152,0.288058,19.696703,,41.79513,
06/30/1999,151.337997,144.466003,144.466003,,5.280287,2.082878,1.089329,0.43,0.43,0.43,0.43,0.43,0.43,0.5,1.330223,0.291051,0.537228,19.661717,,41.87686,
09/30/1999,159.59,151.581,151.581,,6.760452,3.028592,2.03827,0.97,0.97,1.11,0.97,0.97,1.11,0.5,1.78085,0.158127,0.4803,20.47602,18.666163,41.975907,
12/31/1999,159.600006,152.904999,152.904999,,5.272195,2.131421,1.1432,0.51,0.51,0.51,0.51,0.51,0.51,0.515,0.905942,-0.292554,0.500445,21.382499,19.57191,42.386045,
03/31/2000,159.6235,153.054,153.054,,5.730918,2.214219,1.209442,0.56,0.56,0.56,0.56,0.56,0.56,0.515,3.152796,1.233297,0.228939,21.487018,19.699869,42.813558,
06/30/2000,159.608,153.311,153.311,,5.790504,2.388459,1.367338,0.7,0.7,0.7,0.7,0.7,0.7,0.515,0.631592,-0.780211,0.184602,21.678638,19.537949,43.046176,
09/30/2000,159.5977,153.324,153.324,,6.945475,2.853278,1.808595,1.94,1.94,1.15,1.93,1.93,1.14,0.515,2.066011,0.61207,1.580605,23.038434,21.247568,43.291451,
12/31/2000,206.089,168.899,168.899,,7.491039,2.2979,0.140155,-0.07,-0.07,0.63,-0.07,-0.07,0.63,0.53,-0.223346,-2.211446,0.491516,26.319702,8.597121,50.641703,
03/31/2001,206.083,199.799,199.799,,9.550048,3.221748,1.550834,0.77,0.77,0.77,0.77,0.77,0.77,0.53,1.826861,0.088599,0.259958,26.427905,8.930771,50.937768,
06/30/2001,206.089,200.043,200.043,,11.575726,2.892703,1.42007,0.56,0.56,0.74,0.56,0.56,0.74,0.53,1.886869,0.375949,0.357452,26.48875,8.419527,51.188816,
09/30/2001,218.739,205.866,205.866,,11.320699,3.651749,2.202977,1.78,1.78,1.34,1.77,1.77,1.34,0.53,2.263871,-0.476669,0.474826,28.358441,11.128683,48.798152,
12/31/2001,218.725,212.866,212.866,,8.959529,2.155384,0.922303,-0.43,-0.43,0.46,-0.43,-0.43,0.46,0.545,1.110957,-1.326431,0.248801,27.447859,8.499312,49.902457,
03/31/2002,218.712,212.979,212.979,,8.391917,2.382089,1.217571,0.62,0.58,0.73,0.62,0.58,0.73,0.545,1.382409,-0.085821,1.651985,27.581774,8.462627,48.71612,
06/30/2002,221.235,215.007,215.007,,9.110657,2.682052,1.419898,0.56,0.57,0.83,0.56,0.56,0.83,0.545,1.981545,0.918951,1.376102,27.894072,8.820331,48.492734,
09/30/2002,221.933,217.049,216.079,,10.701544,3.642061,2.338062,0.71,0.72,1.53,0.7,0.71,1.53,0.545,2.248553,-2.524766,0.265576,28.084557,8.761473,48.756782,
12/31/2002,237.992996,224.807007,224.807007,,9.040928,2.524521,1.353112,0.55,0.66,0.71,0.55,0.66,0.71,0.56,1.569849,-0.906062,0.25631,28.055447,11.777658,57.148741,
03/31/2003,239.816,233.438,233.438,,8.636143,2.742998,1.537625,0.89,0.84,0.79,0.89,0.84,0.79,0.56,1.857033,-0.679658,0.147976,28.52793,13.018844,50.179267,
06/30/2003,242.188,237.201,236.057,,8.684343,2.376324,1.160737,0.65,0.64,0.67,0.64,0.63,0.67,0.56,1.949703,0.180859,0.188506,28.74941,13.39222,49.921445,
09/30/2003,244.929,239.025,239.025,,10.211342,3.192984,2.006133,1.34,1.42,1.42,1.34,1.42,1.42,0.56,2.263797,0.917958,0.408878,29.72321,14.323228,49.529251,
12/31/2003,246.0,240.345,240.345,,9.003724,2.304957,1.081778,0.42,0.52,0.82,0.42,0.52,0.82,0.575,1.469359,-0.239031,1.109756,30.260163,15.113821,58.674797,
03/31/2004,246.0,242.0,241.0,,8.323651,2.278008,1.153527,0.45,0.41,0.6,0.45,0.41,0.6,0.575,1.547718,0.195021,0.166667,30.280488,13.825203,59.044715,
06/30/2004,247.0,243.0,242.0,,8.772727,2.318182,1.18595,0.63,0.6,0.76,0.63,0.6,0.76,0.575,2.132231,1.024793,0.315789,30.376518,12.218623,59.210526,
09/30/2004,247.047607,243.0,243.0,,10.164609,3.497942,2.316872,1.25,1.2,0.96,1.24,1.19,0.9,0.575,1.514403,0.592593,0.230725,31.010217,14.762337,58.9522,
12/31/2004,247.0,243.0,243.0,,8.263374,2.325103,1.004115,0.8,0.81,0.62,0.8,0.81,0.62,0.59,1.44856,-0.403292,0.558704,30.902834,14.48583,58.149798,
03/31/2005,249.0,245.0,244.0,,8.82377,2.114754,1.016393,0.38,0.43,0.52,0.38,0.43,0.52,0.59,0.877049,-0.643443,2.044177,30.7751,14.514056,56.714859,
06/30/2005,251.22735,247.0,246.0,,9.207317,1.634146,0.552846,-0.01,0.02,0.63,-0.01,0.02,0.63,0.59,1.276423,-0.166667,0.720463,30.550018,14.468966,56.586196,
09/30/2005,252.0,496.0,248.0,,11.91129,3.100806,2.056452,1.82,1.75,1.37,1.81,1.74,1.36,0.59,1.520161,0.858871,0.813492,31.361111,15.373016,56.833333,
12/31/2005,252.0,248.0,248.0,,9.254032,2.375,1.205645,0.62,0.64,0.72,0.62,0.64,0.72,0.605,2.274194,0.975806,3.15873,31.896825,17.15873,57.309524,
03/31/2006,253.0,249.0,249.0,,8.927711,2.13253,1.060241,0.18,0.34,0.46,0.18,0.34,0.46,0.605,1.991968,0.562249,1.897233,31.608696,15.996047,57.588933,
06/30/2006,253.0,251.0,250.0,,9.192,2.252,1.204,-0.19,0.08,0.47,-0.19,0.08,0.47,0.605,2.216,0.712,1.418972,31.003953,15.632411,58.130435,
09/30/2006,254.0,251.0,251.0,,11.059761,3.286853,2.219124,1.27,1.13,1.06,1.27,1.13,1.06,0.605,2.286853,0.884462,2.629921,31.57874,16.314961,58.299213,
12/31/2006,256.0,252.0,252.0,,9.019841,2.710317,1.150794,1.01,0.42,0.59,1.01,0.42,0.59,0.615,1.496032,-0.892857,1.3125,32.367188,18.089844,59.550781,
03/31/2007,258.0,255.0,254.0,,8.15748,2.366142,1.38189,1.08,0.59,0.59,1.08,0.59,0.59,0.61,1.244094,-0.850394,0.51938,32.949612,18.782946,60.267442,
06/30/2007,256.0,257.0,256.0,,8.316406,2.167969,1.175781,-0.75,0.54,0.56,-0.75,0.54,0.56,0.61,-0.542969,-2.355469,0.339844,32.1875,17.910156,61.527344,
09/30/2007,259.0,257.0,257.0,,10.700389,3.354086,2.373541,1.24,1.21,1.17,1.24,1.21,1.17,0.61,2.182879,-0.202335,3.069498,32.532819,18.420849,62.501931,
12/31/2007,260.0,256.0,256.0,,8.601562,2.164062,1.109375,0.4,0.37,0.5,0.39,0.36,0.49,0.62,2.007812,-0.304688,0.980769,32.288462,18.230769,63.865385,
03/31/2008,261.0,259.0,259.0,,7.976834,2.316602,1.409266,0.81,0.58,0.57,0.81,0.58,0.57,0.615,3.0,0.455598,1.536398,32.636015,18.632184,65.08046,
06/30/2008,261.0,260.0,260.0,,8.630769,2.453846,1.561538,0.79,0.77,0.77,0.79,0.77,0.77,0.615,2.230769,-0.246154,5.452107,32.977011,18.97318,67.05364,
09/30/2008,263.0,261.0,261.0,,10.329502,3.168582,2.264368,1.19,1.18,1.17,1.18,1.18,1.17,0.615,0.007663,-2.348659,1.532319,33.562738,19.665399,68.117871,
12/31/2008,264.0,262.0,262.0,,8.248092,2.194656,1.225191,0.41,0.44,0.44,0.41,0.44,0.44,0.62,-0.538168,-2.969466,0.681818,32.905303,19.060606,69.291667,
03/31/2009,264.0,277.0,277.0,,8.815884,2.548736,1.418773,0.66,0.66,0.63704,0.66,0.66,0.63704,0.62,1.425993,-1.01444,2.393939,35.079545,21.234848,70.590909,
06/30/2009,279.0,280.0,280.0,,8.257143,2.292857,1.353571,0.62,0.62,0.62,0.62,0.62,0.62,0.62,2.5,0.514286,1.620072,33.293907,20.193548,68.007168,
09/30/2009,279.0,280.0,280.0,,10.085714,3.896429,2.414286,0.88,1.24,1.24,0.88,1.24,1.24,0.62,2.410714,0.410714,0.555556,33.623656,20.523297,69.655914,
12/31/2009,281.0,281.0,281.0,,8.209964,1.66548,1.153025,0.59,0.5,0.518221,0.59,0.5,0.518221,0.62,1.782918,-0.718861,2.580071,33.626335,20.619217,70.224199,
03/31/2010,287.0,284.0,284.0,,8.926056,2.742958,1.739437,0.67,0.67,0.752535,0.67,0.67,0.75,0.62,2.06338,-0.080986,3.557491,33.714286,20.979094,70.1777,
06/30/2010,293.0,290.0,290.0,,8.17931,2.448276,1.517241,0.62,0.62,0.634138,0.62,0.62,0.63,0.62,1.975862,-0.182759,2.354949,33.641638,21.167235,70.006826,
09/30/2010,293.0,294.0,294.0,,10.07483,3.408163,2.561224,1.23,1.23,1.237891,1.23,1.23,1.237891,0.62,2.534014,0.588435,2.358362,34.201365,21.726962,70.90785,
12/31/2010,293.0,294.0,294.0,,7.894558,2.197279,1.248299,0.42,0.43,0.441973,0.42,0.43,0.44,0.62,2.153061,-0.006803,2.085324,34.208191,21.733788,72.491468,
03/31/2011,294.0,295.0,295.0,,7.345763,2.20339,1.528814,0.62,0.63,0.637288,0.62,0.63,0.63678,0.62,1.511864,-0.379661,0.585034,34.173469,21.741497,73.068027,
06/30/2011,295.0,296.0,296.0,,7.621622,2.209459,1.445946,0.6,0.6,0.611486,0.6,0.6,0.610135,0.62,1.128378,-0.692568,0.176271,34.054237,21.664407,73.725424,
09/30/2011,293.0,296.0,296.0,,9.300676,2.983108,2.320946,0.98,0.98,1.158784,0.98,0.98,1.155676,0.62,1.614865,-0.243243,0.351536,34.511945,22.037543,75.136519,
12/31/2011,295.0,292.0,292.0,,6.089041,0.900685,0.047945,-0.260274,-0.256849,-0.228082,-0.260274,-0.256849,-0.228082,0.259,1.222603,-0.986301,0.779661,33.969492,21.579661,75.566102,
03/31/2012,296.0,297.0,297.0,,7.077441,1.878788,1.222222,0.51,0.47,0.464646,0.51,0.47,0.464646,0.621,1.060606,-0.959596,1.908784,33.814189,21.466216,77.043919,
09/30/2012,295.0,295.0,295.0,,9.450847,1.952542,1.284746,0.525424,0.515254,0.694915,0.525424,0.515254,0.694915,0.0,2.369492,0.505085,0.19322,34.40678,21.915254,81.922034,
12/31/2012,295.0,295.0,295.0,,7.549153,1.142373,0.4,0.108475,-0.033898,0.332712,0.108475,-0.033898,0.332712,1.51,1.322034,-0.952542,0.783051,34.511864,22.122034,76.938983,
03/31/2013,,,,,,,,,,,,,,0.0,,,,,,,
06/30/2013,,,,,,,,,,,,,,0.0,,,,,,,
09/30/2013,,,,,,,,,,,,,,0.0,,,,,,,
12/31/2013,,,,,,,,,,,,,,0.0,,,,,,,
03/31/2014,0.0001,,,,,,,,,,,,,0.0,,,360000.0,105250000.0,68700000.0,233670000.0,
06/30/2014,0.0001,,,,,,,,,,,,,0.0,,,380000.0,107300000.0,70750000.0,235360000.0,
09/30/2014,,,,,,,,,,,,,,0.0,,,,,,,
12/31/2014,,,,,,,,,,,,,,0.0,,,,,,,
03/31/2015,,,,,,,,,,,,,,0.0,,,,,,,
06/30/2015,0.0001,,,,,,,,,,,,,0.0,,,450000.0,116810000.0,80260000.0,258040000.0,
09/30/2015,0.0001,,,,,,,,,,,,,0.0,,,1580000.0,127540000.0,90990000.0,275380000.0,
12/31/2015,,,,,,,,,,,,,,0.0,,,,,,,
03/31/2016,0.0001,,,,,,,,,,,,,0.0,,,410000.0,130870000.0,94320000.0,286890000.0,
06/30/2016,0.0001,,,,,,,,,,,,,0.0,,,340000.0,127110000.0,90560000.0,291390000.0,
09/30/2016,0.0001,,,,,,,,,,,,,0.0,,,1650000.0,127390000.0,90840000.0,295440000.0,
12/31/2016,,,,,,,,,,,,,,0.0,,,,,,,
03/31/2017,,,,,,,,,,,,,,0.0,,,,,,,
06/30/2017,,,,,,,,,,,,,,0.0,,,,,,,
09/30/2017,0.0001,,,,,,,,,,,,,,,,300000.0,130230000.0,93680000.0,313400000.0,
03/31/2018,0.0001,,,,,,,,,,,,,0.0,,,200000.0,137040000.0,100490000.0,322540000.0,
06/30/2018,0.0001,,,,,,,,,,,,,0.0,,,370000.0,139720000.0,103170000.0,328940000.0,
09/30/2018,0.0001,,,,,,,,,,,,,,,,430000.0,141280000.0,104730000.0,335580000.0,
12/31/2018,,,,,,,,,,,,,,0.0,,,,,,,
03/31/2019,0.0001,,,,,,,,,,,,,0.0,,,450000.0,145060000.0,108510000.0,359990000.0,
06/30/2019,0.0001,,,,,,,,,,,,,0.0,,,510000.0,148370000.0,111820000.0,362670000.0,
09/30/2019,0.0001,,,,,,,,,,,,,0.0,,,820000.0,153600000.0,117050000.0,368410000.0,
