Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1999,10.044,,-6.347,,3.697,,-10.464,,,,,,-6.767,0.092,,0.231,,0.0,,-0.323,-6.675,0.0,-6.675,0.0,,,-6.675,0.0,-6.675,0.0,,-6.675,-6.675,,89.939999,-0.07,-0.07,-0.066667,89.939999,-0.07,-0.07,-0.066667,
06/30/1999,17.556,,-8.046,,9.51,,-13.708,,,,,,-4.198,0.448,,,,0.0,,-0.448,-3.75,-0.102,-3.852,0.0,,,-3.852,0.0,-3.852,0.0,,-3.852,-3.852,,107.292,-0.036667,-0.036667,-0.028333,107.292,-0.036667,-0.036667,-0.028333,
09/30/1999,29.563999,,-12.49,,17.073999,,-19.622999,,,,,,-2.549,1.365,,,,0.0,,-1.365,-1.184,-0.403,-1.587,0.0,,,-1.587,0.0,-1.587,0.0,,-1.587,-1.587,,270.917999,-0.006667,-0.006667,0.0,270.917999,-0.006667,-0.006667,0.0,
12/31/1999,45.442001,,-18.389,,27.053001,,-28.159,,,,,,-1.106,6.106,,,,0.0,,-6.106,5.0,-1.92,3.08,0.0,,,3.08,0.0,3.08,0.0,,3.08,3.08,,287.807991,0.01,0.01,0.015,343.631996,0.01,0.01,0.015,
03/31/2000,63.886002,,-25.101,,38.785002,,-32.900002,,,,,,5.885,6.636,,3.894,,0.0,,-10.53,12.521,-4.45,8.071,0.0,,,8.071,0.0,8.071,0.0,0.0,8.071,8.071,,295.544006,0.025,0.025,0.035,350.290009,0.02,0.02,0.03,
06/30/2000,113.028,,-40.752,,72.276,,-51.733,,,,,,20.543,9.876,,14.758,-24.634,0.0,,0.0,30.419,-10.802,19.617,0.0,,,19.617,0.0,19.617,0.0,0.0,19.617,19.617,,301.879,0.06,0.06,0.06,346.411,0.06,0.06,0.06,
09/30/2000,201.201,,-70.291,,130.91,,-54.703,,,,,,76.207,11.645,,14.608,-26.253,0.0,,0.0,87.852,-29.781,58.071,0.0,,,58.071,0.0,58.071,0.0,,58.071,58.071,,307.679,0.19,0.19,0.19,349.721,0.17,0.17,0.17,
12/31/2000,295.385986,,-101.410004,,193.975983,,-92.522003,,,,,,101.454002,-1.874001,,19.417,-38.073002,0.0,,20.530003,99.580002,-37.423,62.157001,0.0,,,62.157001,0.0,62.157001,0.0,,62.157001,62.157001,,312.423004,0.2,0.2,0.27,349.505005,0.18,0.18,0.24,
03/31/2001,332.105011,,-113.740997,,218.364014,,-131.363998,,,,,,87.0,1.992001,,14.979,-26.971001,0.0,,10.0,88.992001,-30.426001,58.566002,0.0,,,58.566,0.0,58.566002,0.0,0.0,58.566002,58.566002,,315.571014,0.19,0.19,0.27,344.917999,0.17,0.17,0.25,
06/30/2001,202.181,,-80.480003,,121.700996,,-118.596001,,,,,,3.105,-36.129,,15.538,-25.454,0.0,,46.045,-33.024,-4.107,-37.131001,0.0,,,-37.131,0.0,-37.131001,0.0,0.0,-37.131001,-37.131001,,318.196014,-0.12,-0.12,0.09,342.208008,-0.12,-0.12,0.09,
09/30/2001,201.703003,,-119.766998,,81.936005,,-108.639,,,,,,-26.702999,-4.288,,15.09,-23.278,0.0,,12.476,-30.990999,1.265,-29.726,0.0,,,-29.725999,0.0,-29.726,0.0,0.0,-29.726,-29.726,,320.178009,-0.09,-0.09,0.1,337.105988,-0.09,-0.09,0.1,
12/31/2001,151.033005,,-58.783001,,92.250004,,-98.249001,,,,,,-5.999,-2.441,,5.793,-19.044001,0.0,,15.692001,-8.44,3.314,-5.126,0.0,,,-5.126,0.0,-5.126,0.0,0.0,-5.126,-5.126,,323.570007,-0.02,-0.02,0.05,338.841003,-0.02,-0.02,0.05,
03/31/2002,122.219002,,-49.995998,,72.223003,,-87.471001,,,,,,-15.248,-30.005,,15.132,-16.752001,0.0,,31.625001,-45.253,-0.75,-46.002998,0.0,,,-46.003,0.0,-46.002998,0.0,0.0,-46.002998,-46.002998,,329.367004,-0.14,-0.14,0.0,329.367004,-0.14,-0.14,0.0,
06/30/2002,117.036003,,-48.154999,,68.881004,,-62.405998,,,,,,6.475,0.506001,,14.763,-15.38,0.0,,0.111,6.981,-0.75,6.231,0.0,,,6.231,0.0,6.231,0.0,0.0,6.231,6.231,,330.957001,0.02,0.02,0.0,342.171997,0.02,0.02,0.0,
09/30/2002,152.026001,,-68.864998,,83.161003,,-104.355003,,,,,,-21.194,-65.636001,,13.631,-13.987,0.0,,65.992002,-86.830001,-1.5,-88.330002,0.0,,,-88.330001,0.0,-88.330002,0.0,0.0,-88.330002,-88.330002,,369.944,-0.24,-0.24,-0.02,369.944,-0.24,-0.24,-0.02,
12/31/2002,155.266,,-63.092,,92.174,,-83.029,,,,,,9.145,0.807,1.794,,,0.0,,-2.601,9.952,-1.5,8.452,0.0,,,8.452,0.0,8.452,0.0,0.0,8.452,8.452,,372.511,0.02,0.02,0.02,382.504,0.02,0.02,0.02,
03/31/2003,157.207001,,-61.351002,,95.855999,,-91.447998,,,,,,4.408,1.655,,11.949,-9.252,0.0,,-4.352,6.063,-2.38,3.683,0.0,,,3.683,0.0,3.683,0.0,0.0,3.683,3.683,,375.549011,0.01,0.01,0.02,390.946991,0.01,0.01,0.02,
06/30/2003,165.102997,,-62.43,,102.672997,,-91.816002,,,,,,10.857,6.938,,12.354,-10.017,0.0,,-9.275,17.795,-4.217,13.578,0.0,,,13.578,0.0,13.578,0.0,0.0,13.578,13.578,,379.032013,0.04,0.04,0.03,399.541992,0.03,0.03,0.03,
09/30/2003,172.128006,,-62.938999,,109.189007,,-88.164001,,,,,,21.025,-6.12,,9.386,-8.031,0.0,,4.765,14.905,-7.7,7.205,0.0,,,7.205,0.0,7.205,0.0,0.0,7.205,7.205,,384.795013,0.02,0.02,0.04,408.083008,0.02,0.02,0.04,
12/31/2003,206.955002,,-70.628998,,136.326004,,-101.620003,,,,,,34.706001,-14.474999,,5.41,-6.128,0.0,,15.192999,20.231002,-5.498,14.733,0.0,,,14.733002,0.0,14.733,0.0,0.0,14.733,14.733,,389.342987,0.04,0.04,0.07,413.716003,0.04,0.04,0.07,
03/31/2004,224.052994,,-74.018997,,150.033997,,-103.164001,,,,,,46.869999,2.486,,2.5,-4.496,0.0,,-0.49,49.355999,-15.816,33.540001,0.0,,,33.539999,0.0,33.540001,0.0,0.0,33.540001,33.540001,,394.496002,0.09,0.09,0.1,421.859009,0.08,0.08,0.09,
06/30/2004,306.898987,,-96.769997,,210.12899,,-186.181,,,,,,23.948,-29.029999,,1.48,-5.309,0.0,,32.858999,-5.081999,-7.472,-12.554,0.0,,,-12.553999,0.0,-12.554,0.0,0.0,-12.554,-12.554,,506.188995,-0.02,-0.02,0.08,557.617981,-0.02,-0.02,0.08,
09/30/2004,375.014008,,-113.033997,,261.980011,,-192.285004,,,,,,69.695,3.709,,0.987,-6.412,0.0,,1.716,73.404,-24.645,48.758999,0.0,,,48.758999,0.0,48.758999,0.0,0.0,48.758999,48.758999,,533.447021,0.09,0.09,0.14,562.718018,0.09,0.09,0.13,
12/31/2004,430.053009,,-126.750999,,303.30201,,-213.076004,,,,,,90.225998,11.114,,0.412,-11.526,0.0,,0.0,101.339998,-35.339001,66.000999,0.0,,,66.000997,0.0,66.000999,0.0,0.0,66.000999,66.000999,,538.15802,0.12,0.12,0.16,588.583008,0.11,0.11,0.15,
03/31/2005,449.112,,-143.195,,305.917,,-204.987,,,,,,100.93,10.298,-10.337,0.363,-10.7,0.0,,0.039,111.228,-35.793,75.435,0.0,,,75.435,0.0,75.435,0.0,0.0,75.435,75.435,,542.651,0.14,0.14,0.17,587.659,0.13,0.13,0.16,
