Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/31/2004,724.8,,-642.6,,82.2,0.0,-25.2,31.0,,-5.8,57.0,-8.9,,7.6,,1.6,9.8,9.5,48.1,-13.6,44.3,2.0,,,42.3,-1.2,41.1,0.0,0.0,41.1,41.1,,250.6,0.16,0.17,0.17,250.6,0.16,0.17,0.17,
11/30/2004,1077.7,,-1016.5,,61.2,0.0,-48.9,45.4,,3.5,12.3,-43.7,,25.0,,23.3,15.8,11.2,-31.4,7.9,-7.7,0.0,,,-7.7,-0.7,-8.4,-1.1,0.0,-9.5,-9.5,,304.7,-0.03,-0.03,-0.03,304.7,-0.03,-0.03,-0.03,
02/28/2005,1144.5,,-1008.0,,136.5,0.0,-63.8,64.8,,-1.0,72.7,-14.8,,44.3,,-30.8,19.0,20.3,57.9,-38.5,38.4,0.0,,,38.4,0.4,38.8,-2.5,0.0,36.3,36.3,,377.9,0.1,0.1,0.1,432.8,0.09,0.09,0.09,
05/31/2005,1449.7,,-1204.1,,245.6,0.0,-69.1,65.8,,3.3,176.5,-24.4,,43.7,,-8.0,,-44.1,196.2,-54.1,97.5,0.0,,,142.1,-3.4,94.1,-2.7,0.0,91.4,91.4,,378.0,0.241799,0.241799,0.241799,453.5,0.201544,0.201544,0.201544,
08/31/2005,1403.6,,-1154.8,,248.8,0.0,-56.8,57.0,,-0.2,192.0,-76.4,,38.3,,39.0,14.2,13.3,115.6,-51.5,78.3,0.0,,,78.3,-2.2,76.1,-2.6,0.0,73.5,73.5,,380.0,0.19,0.19,0.16,433.9,0.18,0.18,0.15,
11/30/2005,1497.5,,-1289.1,,208.4,,-69.1,,,,139.3,-39.9,42.9,42.9,,13.7,,-3.8,99.4,-42.3,57.1,,,,57.1,-2.1,55.0,-2.5,0.0,52.5,52.5,,381.1,0.14,0.14,0.15,434.5,0.13,0.13,0.14,
02/28/2006,1073.2,,-1059.2,,14.0,0.0,-58.4,61.8,,-3.4,-44.4,-54.3,,44.2,,13.8,,-1.7,-98.7,27.2,-71.5,0.0,,,-71.5,-0.1,-71.6,-2.6,0.0,-74.2,-74.2,,383.6,-0.19,-0.19,-0.06,383.6,-0.19,-0.19,-0.06,
05/31/2006,1331.5,,-1165.3,,166.2,,-61.1,,,,105.1,-347.2,,41.1,,34.1,,291.4,-242.1,61.2,-180.9,0.0,,,-180.9,,-180.9,-3.3,0.0,-184.2,-184.2,,384.2,-0.48,-0.48,-0.05,384.2,-0.48,-0.48,-0.05,
08/31/2006,1288.6,,-1092.3,,196.3,0.0,-64.7,65.7,,-1.0,131.6,-13.7,40.0,,,-7.3,,-15.1,117.9,-7.4,110.5,0.0,,,110.5,-1.5,109.0,0.0,0.0,109.0,109.0,,419.5,0.26,0.26,0.23,438.1,0.25,0.25,0.23,
11/30/2006,1522.0,,-1361.5,,160.5,0.0,-69.8,70.4,,-0.6,90.7,0.3,,36.5,,-19.8,,-1.6,91.0,-24.1,66.9,,,,66.9,-1.0,65.9,0.0,0.0,65.9,65.9,,438.1,0.15,0.15,0.15,439.4,0.15,0.15,0.15,
