Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/1989,,39.599997,39.599997,,2.719697,,,0.425,0.425,,0.425,0.425,0.425,,,,,,,
03/31/1990,,39.599997,39.599997,,3.083333,,,0.5,0.5,,0.5,0.5,0.5,,,,,,,
06/30/1990,,39.623709,39.623709,,3.215247,,,0.55,0.55,,0.55,0.55,0.55,,,,,,,
09/30/1990,,39.626639,39.626639,,3.179679,,,0.5,0.5,,0.5,0.5,0.5,,,,,,,
12/31/1990,,39.627997,39.627997,,3.189664,,,0.525,0.525,,0.525,0.525,0.525,,,,,,,
03/31/1991,39.629599,39.628,39.628,,3.580801,1.125467,0.991723,0.625,0.625,,0.625,0.625,0.625,,0.542546,,1.501403,6.946828,,
06/30/1991,39.629999,39.629999,39.629999,,3.888469,1.226344,1.09513,0.675,0.675,,0.675,0.675,0.675,,1.279334,,1.809235,7.332829,,
09/30/1991,39.645999,39.6392,39.6392,,3.874952,1.183172,1.046943,0.65,0.65,,0.65,0.65,0.65,,1.082262,,2.118751,7.816678,,
12/31/1991,39.676001,39.660998,39.660998,,3.890472,1.202693,1.048889,0.675,0.675,0.675,0.675,0.675,0.675,,0.476539,,1.292973,8.337534,,
03/31/1992,37.764401,38.075601,38.075601,,4.632888,1.473385,1.292166,0.775,0.775,,0.775,0.775,0.775,,1.152969,,1.477582,6.055968,,
06/30/1992,37.665201,37.748001,37.748001,,4.797605,1.562997,1.380205,0.825,0.825,,0.825,0.825,0.825,,0.670234,,1.247836,6.571052,,
09/30/1992,37.665201,37.665201,37.665201,,4.874526,1.531918,1.327485,0.8,0.8,,0.8,0.8,0.8,,1.016854,,1.77352,7.171076,,
12/31/1992,37.641199,37.653201,37.653201,,4.788438,1.439453,1.296039,-1.325,-1.325,-1.325,-1.325,-1.325,-1.325,0.225,-0.17794,,0.887326,5.64541,,
03/31/1993,37.0052,37.410001,37.410001,,5.340818,1.766907,1.531676,0.9,0.9,,0.9,0.9,0.9,,0.876771,,1.421422,5.747841,,
06/30/1993,35.465601,36.2276,36.2276,,5.437843,1.827336,1.581667,0.925,0.925,,0.925,0.925,0.925,,0.444413,,1.060182,4.796197,,
09/30/1993,34.648001,35.429999,35.429999,,5.498166,1.772509,1.515665,1.075,1.075,,1.075,1.075,1.075,,0.23991,,0.539714,4.923805,,
12/31/1993,33.9,34.034799,34.034799,,4.962568,0.664026,0.505365,0.25,0.25,0.25,0.25,0.25,0.25,,-0.005876,,0.362832,4.153392,,
03/31/1994,33.9,33.9004,33.9004,,5.457163,0.825949,0.548666,0.25,0.25,,0.25,0.25,0.25,,0.070796,,0.867257,4.191741,,
06/30/1994,33.901999,33.9004,33.9004,,6.014678,1.194676,0.899694,0.4,0.4,,0.4,0.4,0.4,,-0.215337,,0.799363,4.595599,,
09/30/1994,33.901999,33.901599,33.901599,,7.335937,1.409963,1.017651,0.0,0.0,,0.0,0.0,0.0,,0.324468,,0.578137,4.595599,,
12/31/1994,33.904401,33.904001,33.904001,,6.928386,,0.77572,0.25,0.25,0.25,0.25,0.25,0.25,,0.253657,,0.790458,4.89612,,
03/31/1995,33.912799,33.9064,33.9064,,7.190383,1.501192,1.082392,0.375,0.375,,0.375,0.375,0.375,,-0.760918,-0.970318,0.622184,5.278243,,
06/30/1995,49.163599,44.470801,44.470801,,8.259352,-0.263094,-0.679097,-0.9,-0.725,,-0.9,-0.725,-0.725,,0.584653,0.13492,0.927515,8.079148,,
09/30/1995,49.163599,49.163599,49.163599,,8.492055,1.2733,0.878699,0.3,0.3,,0.3,0.3,0.3,,0.085429,-0.264423,0.508506,8.372048,,
12/31/1995,49.163599,49.163199,49.163199,,8.205324,2.294399,1.881489,0.0,0.0,0.0,0.0,0.0,0.0,,0.866502,0.233915,0.33358,8.372048,,
03/31/1996,49.163599,49.163599,49.163599,,8.215428,0.988536,0.565459,0.125,0.125,0.125,0.125,0.125,0.125,,0.390533,0.087463,0.319342,8.492056,,
06/30/1996,49.168799,49.167999,49.167999,,8.338757,0.848113,0.408802,-0.3,-0.3,0.125,-0.3,-0.3,0.125,,-0.817605,-1.204035,0.500317,8.202356,,
09/30/1996,49.169601,49.168799,49.168799,,8.18812,0.823693,0.398627,-2.975,-2.975,0.0,-2.975,-2.975,0.0,,0.06915,-0.183043,0.573525,5.224773,,
12/31/1996,49.173999,49.170801,49.170801,,7.955941,0.872469,0.441319,0.025,0.025,0.025,0.025,0.025,0.025,,-3.441067,-3.599697,0.595843,5.248709,,
03/31/1997,49.173999,49.173999,49.173999,,8.266564,1.010697,0.565339,0.05,0.05,0.05,0.05,0.05,0.05,,0.211494,0.148452,0.599911,5.297515,,
06/30/1997,49.4164,49.173999,49.173999,,8.24216,1.073738,0.628381,0.05,0.05,0.05,0.05,0.05,0.05,,1.301501,1.205922,0.623275,5.362592,,
09/30/1997,49.4164,49.4164,49.4164,,7.920447,0.96729,0.540306,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,,0.404724,0.263071,0.426984,5.22701,,
12/31/1997,49.4172,49.4172,49.4172,,7.622852,-2.687323,-3.130489,-2.625,-2.625,-0.325,-2.625,-2.625,-0.325,,1.011793,0.613147,0.471496,2.612451,,
03/31/1998,49.802669,49.758801,49.758801,,7.496161,1.018915,0.59085,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,,0.560705,0.217047,0.375482,2.586207,-14.248232,
06/30/1998,49.802802,49.802802,49.802802,,8.079867,1.180656,0.750962,0.025,0.025,0.025,0.025,0.025,0.025,,0.754978,0.522059,0.311227,2.612303,,
09/30/1998,50.106,50.079999,50.079999,,8.280751,1.088259,0.684904,0.0,0.0,0.0,0.0,0.0,0.0,,0.48722,0.259585,0.231509,2.588512,-14.237218,
12/31/1998,50.112,127.495996,50.107999,,8.138421,0.95394,0.528858,0.5,0.5,0.5,0.275,0.275,0.275,,0.702483,0.331284,0.452985,3.081098,-13.605524,
03/31/1999,50.501999,50.4556,50.4556,,8.282529,1.101959,0.681788,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.497467,0.190266,0.322759,3.130569,-13.252941,
06/30/1999,50.5052,50.503201,50.503201,,8.504411,1.257346,0.83361,0.15,0.15,0.15,0.15,0.15,0.15,0.0,1.005877,0.582141,0.334619,3.26897,-12.963021,
09/30/1999,51.509998,50.828799,50.828799,,8.432228,1.19027,0.788923,0.08,0.08,0.08,0.08,0.08,0.08,0.0,1.042716,0.714162,0.38245,3.35663,-12.418948,
12/31/1999,51.515997,52.520001,50.879999,,8.307783,1.073113,0.65055,0.025,0.025,0.025,0.025,0.025,0.025,0.0,1.014151,0.703616,0.782281,3.406709,-12.198153,
03/31/2000,51.9492,137.656396,51.020801,,9.06885,1.542508,1.125031,0.2125,0.2125,0.2125,0.1875,0.1875,0.1875,0.0,0.950593,0.738914,0.787308,3.61122,-11.819238,
06/30/2000,73.323997,138.723999,53.324001,,9.046583,1.751557,1.337109,0.2425,0.2425,0.2425,0.235,0.235,0.235,0.0,1.526517,1.239592,0.807376,4.683323,-6.413999,
09/30/2000,138.207993,139.007996,133.419998,,3.658372,0.687303,0.519412,0.245,0.245,0.245,0.235,0.235,0.235,0.0,0.357518,0.255584,0.110703,6.034384,0.197529,
12/31/2000,139.479996,140.0,140.0,,3.472143,0.542143,0.372143,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.493571,0.380714,0.349871,6.290507,0.083883,
03/31/2001,140.011993,140.615997,138.460007,,3.794598,0.800953,0.630507,0.315,0.315,0.315,0.31,0.31,0.31,0.0,0.465838,0.374115,0.477102,6.597292,0.454961,
06/30/2001,140.16091,140.886002,138.600006,,3.966089,0.943001,0.74026,0.375,0.375,0.375,0.37,0.37,0.37,0.0,0.535354,0.38456,0.14626,6.994104,0.224028,
09/30/2001,140.483994,141.264008,138.888,,4.038506,0.907206,0.722165,0.31,0.335,0.365,0.305,0.33,0.365,0.0,0.818645,0.635764,0.395063,7.378065,0.599357,
12/31/2001,141.108002,141.600006,139.404007,,4.04436,0.759663,0.555221,0.295,0.295,0.295,0.29,0.29,0.29,0.0,0.456228,0.247482,1.057346,7.691981,0.828444,
03/31/2002,142.438004,142.199997,139.914001,,4.216876,0.991323,0.83194,0.47,0.47,0.47,0.465,0.465,0.465,0.0,0.801921,0.670412,1.720047,8.228843,1.426585,
