Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/31/1995,0.453,,,,,,,-1.762,,,,-1.309,0.023,,,,,0.0,,-0.023,-1.286,0.0,-1.286,0.0,,,-1.286,0.0,-1.286,0.0,,-1.286,-1.286,,19.052,-0.0675,-0.0675,-0.0675,19.052,-0.0675,-0.0675,-0.0675,
01/31/1996,0.616,,,,,,,-1.758,,,,-1.142,0.009,,,,,0.0,,-0.009,-1.133,0.0,-1.133,0.0,,,-1.133,0.0,-1.133,0.0,,-1.133,-1.133,,18.063999,-0.0625,-0.0625,-0.0625,18.063999,-0.0625,-0.0625,-0.0625,
04/30/1996,0.768,,,,,,,-2.126,,,,-1.358,0.145,,,,,0.0,,-0.145,-1.213,0.0,-1.213,0.0,,,-1.213,0.0,-1.213,0.0,,-1.213,-1.213,,26.608,-0.045,-0.045,-0.045,26.608,-0.045,-0.045,-0.045,
07/31/1996,0.803,,,,,,,-2.826,,,,-2.023,0.22,,,,,0.032,,-0.252,-1.803,0.0,-1.803,0.0,,,-1.803,0.0,-1.803,0.0,,-1.803,-1.803,,28.848,-0.0625,-0.0625,-0.0625,28.848,-0.0625,-0.0625,-0.0625,
10/31/1996,0.811,,,,,,,-2.623,,,,-1.812,0.234,,,,,0.0,,-0.234,-1.578,0.0,-1.578,0.0,,,-1.578,0.0,-1.578,0.0,,-1.578,-1.578,,29.312,-0.055,-0.055,-0.055,29.312,-0.055,-0.055,-0.055,
01/31/1997,1.438,,,,,,,-2.679,,,,-1.241,0.205,,,,,0.0,,-0.205,-1.036,0.0,-1.036,0.0,,,-1.036,0.0,-1.036,0.0,,-1.036,-1.036,,29.368,-0.035,-0.035,-0.035,29.368,-0.035,-0.035,-0.035,
04/30/1997,0.621,,,,,,,-2.713,,,,-2.092,0.186,,,,,0.0,,-0.186,-1.906,0.0,-1.906,0.0,,,-1.906,0.0,-1.906,0.0,,-1.906,-1.906,,29.468,-0.065,-0.065,-0.065,29.468,-0.065,-0.065,-0.065,
07/31/1997,0.941,,,,,,,-3.891,,,,-2.95,0.219,,,,,0.0,,-0.219,-2.731,0.0,-2.731,0.0,,,-2.731,0.0,-2.731,0.0,,-2.731,-2.731,,31.052,-0.0875,-0.0875,-0.0875,31.052,-0.0875,-0.0875,-0.0875,
10/31/1997,4.126,,,,,,,-2.947,,,,1.179,0.444,,,,,0.0,,-0.444,1.623,0.0,1.623,0.0,,,1.623,0.0,1.623,-0.3,,1.323,1.323,,39.444,0.0325,0.0325,0.0325,39.444,0.0325,0.0325,0.0325,
01/31/1998,0.321,,,,,,,-3.607,,,,-3.286,0.528,,,,,0.0,,-0.528,-2.758,0.0,-2.758,0.0,,,-2.758,0.0,-2.758,-0.45,,-3.208,-3.208,,37.708,-0.085,-0.085,-0.085,37.708,-0.085,-0.085,-0.085,
04/30/1998,0.1,,,,,,,-3.678,,,,-3.578,0.563,,,,,0.0,,-0.563,-3.015,0.0,-3.015,0.0,,,-3.015,0.0,-3.015,0.0,,-3.015,-3.015,,42.560001,-0.075,-0.075,-0.075,42.560001,-0.075,-0.075,-0.075,
07/31/1998,0.49,,,,,,,-4.757,,,,-4.267,0.552,,,,,0.0,,-0.552,-3.715,0.0,-3.715,0.0,,,-3.715,0.0,-3.715,-0.15,,-3.865,-3.865,,44.900002,-0.0825,-0.0825,-0.0825,44.900002,-0.0825,-0.09,-0.09,
10/31/1998,0.255,,,,,,,-4.412,,,,-4.157,0.497,,,,,0.0,,-0.497,-3.66,0.0,-3.66,0.0,,,-3.66,0.0,-3.66,0.0,,-3.66,-3.66,,44.904,-0.0825,-0.0825,-0.0825,44.904,-0.0825,-0.0825,-0.0825,
01/31/1999,0.17,,,,,,,-5.471,,,,-5.301,0.421,,,,,0.0,,-0.421,-4.88,0.0,-4.88,0.0,,,-4.88,0.0,-4.88,0.0,,-4.88,-4.88,,44.904,-0.1075,-0.1075,-0.1075,44.904,-0.1075,-0.1075,-0.1075,
04/30/1999,12.374,,,,,,,-6.386,,,,5.988,0.31,,,,,0.0,,-0.31,6.298,0.0,6.298,0.0,,,6.298,0.0,6.298,0.0,,6.298,6.298,,45.132,0.14,0.14,0.14,47.56,0.1325,0.1325,0.1325,
07/31/1999,5.955,,,,,,,-10.394,,,,-4.439,0.286,,,,,0.0,,-0.286,-4.153,0.0,-4.153,0.0,,,-4.153,0.0,-4.153,0.0,,-4.153,-4.153,,45.148,-0.0925,-0.0925,-0.0925,45.148,-0.0925,-0.0925,-0.0925,
