Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1999,919.946,28.58,28.58,,224.4,224.4,,130.225,41.08,31.905,57.24,,40.037,,,,423.242,287.522,422.264,-134.742,,209.182,205.738,,,3.444,496.704,,48.695,48.695,,,,1.816,,,,,,100.424,,,100.424,150.935,265.925,,,,,51.807,,,,,,51.807,317.732,468.667,,204.256,,,,254.541,-7.518,451.279,,451.279,919.946,
03/31/2000,,,,,,,,,,,,,,,,,,,,,,,,201.143997,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
06/30/2000,872.257,25.853,25.853,,195.684,195.684,,93.678,27.603,26.908,39.167,,37.939,,,,353.154,311.025,458.712,-147.687,,208.078,202.73,,,5.348,519.103,,32.625,32.625,,,,1.816,,,,,,102.614,,,102.614,137.055,255.7,,,,,57.947,,,,,,57.947,313.647,450.702,,197.829,,,,231.176,-7.45,421.555,,421.555,872.257,
09/30/2000,878.146,29.047,29.047,,203.648,203.648,,85.661,22.868,23.661,39.132,,41.714,,,,360.07,311.579,467.4,-155.821,,206.497,201.081,,,5.416,518.076,,37.333,37.333,,,,0.7,,,,,,100.202,,,100.202,138.235,255.7,,,,,58.018,,,,,,58.018,313.718,451.953,,197.514,,,,237.9,-9.221,426.193,,426.193,878.146,
12/31/2000,864.195,21.5,21.5,,203.928,203.928,,80.198,22.043,25.149,33.006,,43.936,,,,349.562,312.361,446.75,-134.389,,202.272,199.568,,,2.704,514.633,,44.319,44.319,,,,0.7,,,,,,100.41,,,100.41,145.429,220.2,,,,,58.061,,,,,,58.061,278.261,423.69,,201.873,,,,248.291,-9.659,440.505,,440.505,864.195,
03/31/2001,844.98,24.71,24.71,,201.305,201.305,,82.239,19.463,22.81,39.966,0.0,31.945,,,,340.199,314.142,456.864,-142.722,,190.639,182.157,182.156998,2e-06,8.482,504.781,,48.494,48.494,,,,1.263,1.263,0.0,0.0,,,104.428,,,104.428,154.185,205.825,205.825,0.0,0.0,,60.586,,,,,,60.586,266.411,420.596,,203.76,,,0.0,231.665,-11.041,424.384,,424.384,844.98,
06/30/2001,810.904,7.209,7.209,,178.615,178.615,,90.476,21.638,25.835,43.003,,31.425,,,,307.725,314.294,467.248,-152.954,,188.885,186.56,,,2.325,503.179,,45.539,45.539,,,,1.263,,,,,,102.863,,,102.863,149.665,170.212,,,,,60.89,,,,,,60.89,231.102,380.767,,205.583,,,,236.048,-11.494,430.137,,430.137,810.904,
09/30/2001,816.43,10.942,10.942,,182.4,182.4,,87.931,24.505,23.446,39.98,,32.716,,,,313.989,314.355,476.501,-162.146,,188.086,186.223,,,1.863,502.441,,41.527,41.527,,,,1.263,,,,,,101.673,,,101.673,144.463,166.297,,,,,60.998,,,,,,60.998,227.295,371.758,,210.73,,,,245.267,-11.325,444.672,,444.672,816.43,
12/31/2001,819.633,17.193,17.193,,179.019,179.019,,85.046,23.773,25.41,35.863,,30.708,,,,311.966,313.826,482.996,-169.17,,193.841,191.784,,,2.057,507.667,,40.611,40.611,,,,1.663,,,,,,108.955,,,108.955,151.229,145.875,,,,,61.666,,,,,,61.666,207.541,358.77,,213.3,,,,259.27,-11.707,460.863,,460.863,819.633,
03/31/2002,841.572,12.424,12.424,,196.631,196.631,,77.922,22.746,26.503,28.673,0.0,29.667,,,,316.644,328.329,502.685,-174.356,,196.599,182.688,182.688,0.0,13.911,524.928,,56.734,56.734,,,,1.663,,,,,,111.713,,,111.713,170.11,115.228,,,,,69.089,,,,,,69.089,184.317,354.427,,223.244,,,0.0,277.867,-13.966,487.145,,487.145,841.572,
06/30/2002,835.014,10.272,10.272,,181.746,181.746,,85.354,23.647,37.064,24.643,,29.748,,,,307.12,331.162,,,,196.732,193.543,,,3.189,527.894,,59.346,59.346,,,,2.172,,,,,,107.994,,,107.994,169.512,104.448,,,,,70.279,,,,,,70.279,174.727,344.239,,211.174,,,,290.701,-11.1,490.775,,490.775,835.014,
09/30/2002,842.565,15.959,15.959,,177.166,177.166,,82.683,23.744,38.083,20.856,,30.58,,,,306.388,339.487,,,,196.69,193.604,,,3.086,536.177,,49.196,49.196,,,,1.663,,,,,,107.404,,,107.404,158.263,100.319,,,,,70.7,,,,,,70.7,171.019,329.282,,215.927,,,,309.112,-11.756,513.283,,513.283,842.565,
12/31/2002,846.067,10.775,10.775,,181.22,181.22,,86.496,23.971,19.901,42.624,,30.9,,,,309.391,339.684,,,,196.992,193.978,,,3.014,536.676,,38.202,38.202,,,,1.802,,,,,,109.408,,,109.408,149.412,85.88,,,,,71.34,,,,,,71.34,157.22,306.632,,219.694,,,,330.592,-10.851,539.435,,539.435,846.067,
03/31/2003,894.992,25.941,25.941,,211.687,211.687,,90.135,26.774,8.018,55.343,0.0,26.669,,,,354.432,345.621,554.702,-209.081,,194.939,183.13,183.13,0.0,11.809,540.56,,72.969,72.969,,,,1.959,,,,,,116.123,,,116.123,191.051,59.704,,,,,74.707,,,,,,74.707,134.411,325.462,,224.355,,,0.0,357.303,-12.128,569.53,,569.53,894.992,
06/30/2003,962.404,18.896,18.896,,214.04,214.04,,117.705,32.828,20.726,64.151,0.0,28.329,,,,378.97,355.229,,,,228.205,223.16,,,5.045,583.434,,61.773,61.773,,,,1.973,,,,,,125.522,,,125.522,189.268,115.257,,,,,77.818,,,,,,77.818,193.075,382.343,,212.961,,,,373.775,-6.675,580.061,,580.061,962.404,
09/30/2003,959.049,12.338,12.338,,210.66,210.66,,119.707,34.434,24.193,61.08,0.0,26.561,,,,369.266,359.5,,,,230.283,225.273,,,5.01,589.783,,57.257,57.257,,,,2.417,,,,,,114.028,,,114.028,173.702,101.522,,,,,78.674,,,,,,78.674,180.196,353.898,,217.824,,,,394.144,-6.817,605.151,,605.151,959.049,
12/31/2003,997.751,38.852,38.852,,218.492,218.492,,113.711,32.585,26.019,55.107,,27.467,,,,398.522,368.032,,,,231.197,229.305,,,1.892,599.229,,52.885,52.885,,,,3.204,,,,,,111.529,,,111.529,167.618,110.405,,,,,79.3,,,,,,79.3,189.705,357.323,,217.583,,,,421.237,1.608,640.428,,640.428,997.751,
03/31/2004,1069.81,80.408,80.408,,255.437,255.437,,98.249,27.916,24.42,45.913,0.0,28.584,,,,462.678,374.102,621.75,-247.648,,233.03,215.953,215.953,0.0,17.077,607.132,,67.988,67.988,,,,4.049,,,,,,118.391,,,118.391,190.428,109.09,,,,,89.593,,,,,,89.593,198.683,389.111,,224.999,,,0.0,451.546,4.154,680.699,,680.699,1069.81,
06/30/2004,1056.455,79.926,79.926,,236.693,236.693,,101.462,28.181,23.259,50.022,0.0,32.559,,,,450.64,372.809,,,,233.006,230.921,,,2.085,605.815,,60.698,60.698,,,,2.267,,,,,,120.864,,,120.864,183.829,104.587,,,,,95.178,,,,,,95.178,199.765,383.594,,201.004,,,,469.163,2.694,672.861,,672.861,1056.455,
09/30/2004,1068.939,32.785,32.785,,238.924,238.924,,103.714,26.556,18.946,58.212,0.0,30.464,,,,405.887,382.015,,,,281.037,278.948,,,2.089,663.052,,63.079,63.079,,,,2.186,,,,,,101.773,,,101.773,167.038,106.771,,,,,95.818,,,,,,95.818,202.589,369.627,,201.368,,,,488.056,9.888,699.312,,699.312,1068.939,
12/31/2004,1118.756,62.196,62.196,0.0,249.003,249.003,,103.646,28.447,20.264,54.935,,28.409,,,,443.254,389.119,,,0.0,286.383,283.901,283.901,0.0,2.482,675.502,,52.919,52.919,,,,2.169,,,,,,130.728,,,130.728,185.816,103.432,,,,,98.46,,,,,,98.46,201.892,387.708,0.0,202.341,,,,512.513,16.194,731.048,0.0,731.048,1118.756,
03/31/2005,1185.722,23.547,23.547,0.0,245.471,245.471,,98.487,24.823,23.913,49.751,0.0,52.627,,,,420.132,408.848,693.754,-284.906,0.0,356.742,350.112,350.112,0.0,6.63,765.59,,63.719,63.719,,,,4.889,4.889,0.0,0.0,,,153.208,,,153.208,221.816,104.274,104.274,0.0,0.0,,103.994,,,,,,103.994,208.268,430.084,0.0,211.657,,,0.0,537.526,6.455,755.638,0.0,755.638,1185.722,
06/30/2005,1142.193,37.453,37.453,0.0,225.605,225.605,,110.074,30.528,27.256,52.29,0.0,19.756,,,,392.888,406.431,714.185,-307.754,0.0,342.874,341.006,341.006,0.0,1.868,749.305,,56.306,56.306,,,,3.166,,,,,,130.033,,,130.033,189.505,125.717,,,,,104.101,,,,,,104.101,229.818,419.323,0.0,174.177,,,0.0,552.091,-3.398,722.87,0.0,722.87,1142.193,
09/30/2005,1156.766,46.382,46.382,0.0,228.141,228.141,,114.721,31.02,26.58,57.121,0.0,19.444,,,,408.688,408.285,320.44,-320.44,0.0,339.793,337.94,,,1.853,748.078,,62.432,62.432,,,,3.053,,,,,,139.399,,,139.399,204.884,105.668,,,,,104.826,,,,,,104.826,210.494,415.378,0.0,179.427,,,0.0,565.779,-3.818,741.388,0.0,741.388,1156.766,
12/31/2005,1129.324,44.65,44.65,0.0,209.525,209.525,,121.978,32.343,28.168,61.467,0.0,17.943,,,,394.096,406.343,732.695,-326.352,0.0,328.885,327.088,,,1.797,735.228,,55.773,55.773,,,,2.844,,,,,,126.918,,,126.918,185.535,104.659,,,,,98.552,,,,,,98.552,203.211,388.746,0.0,159.717,,,0.0,591.132,-10.271,740.578,0.0,740.578,1129.324,
03/31/2006,1188.973,72.732,72.732,0.0,242.002,242.002,,112.224,32.121,29.011,51.092,0.0,33.357,,,,460.315,401.536,729.11,-327.574,0.0,327.122,326.529,326.529,0.0,0.593,728.658,,87.057,87.057,,,,1.755,,,,,,145.334,,,145.334,234.146,114.48,,,,,109.52,,,,,,109.52,224.0,458.146,0.0,141.723,,,0.0,596.878,-7.774,730.827,0.0,730.827,1188.973,
06/30/2006,1196.328,79.562,79.562,0.0,203.67,203.67,,133.776,34.719,32.186,66.871,0.0,49.571,,,,466.579,399.093,734.554,-335.461,0.0,330.656,330.053,,,0.603,729.749,,68.334,68.334,,,,1.551,1.551,0.0,0.0,,,131.138,,,131.138,201.023,188.14,188.14,0.0,0.0,,103.194,,,,,,103.194,291.334,492.357,0.0,94.039,,,0.0,608.883,1.049,703.971,0.0,703.971,1196.328,
09/30/2006,1164.503,44.907,44.907,0.0,201.497,201.497,,140.955,35.344,31.324,74.287,0.0,50.227,,,,437.586,393.32,741.964,-348.644,0.0,333.597,333.068,,,0.529,726.917,,66.559,66.559,,,,1.402,1.402,0.0,0.0,,,129.089,,,129.089,197.05,147.035,147.035,0.0,0.0,,103.616,,,,,,103.616,250.651,447.701,0.0,90.308,,,0.0,622.65,3.844,716.802,0.0,716.802,1164.503,
12/31/2006,1166.932,39.011,39.011,0.0,207.012,207.012,,147.039,42.875,31.571,72.593,0.0,47.488,,,,440.55,390.914,751.866,-360.952,0.0,335.468,333.897,,,1.571,726.382,,61.183,61.183,,,,0.827,0.827,0.0,0.0,,,128.581,,,128.581,190.591,125.42,125.42,0.0,0.0,,103.88,,,,,,103.88,229.3,419.891,0.0,99.228,,,0.0,640.717,7.096,747.041,0.0,747.041,1166.932,
03/31/2007,1209.17,52.296,52.296,0.0,251.207,251.207,,131.997,42.672,30.443,58.882,0.0,49.22,,,,484.72,388.899,764.035,-375.136,0.0,335.551,332.948,281.219,51.729,2.603,724.45,,76.184,76.184,,,,0.777,0.777,0.0,0.0,,,140.438,,,140.438,217.399,100.8,100.8,0.0,0.0,,116.679,,,,,,116.679,217.479,434.878,0.0,102.466,,,0.0,667.267,4.559,774.292,0.0,774.292,1209.17,
06/30/2007,1187.876,57.946,57.946,,207.65,207.65,,153.213,42.55,39.626,71.037,0.0,47.86,,,,466.669,386.313,775.482,-389.169,,334.894,331.993,,,2.901,721.207,,64.162,64.162,,,,0.777,,,,,,119.156,,,119.156,184.095,109.78,,,,,121.346,,,,,,121.346,231.126,415.221,0.0,92.852,,,,668.778,11.025,772.655,0.0,772.655,1187.876,
09/30/2007,1204.03,61.563,61.563,,211.774,211.774,,157.693,42.949,35.091,79.653,0.0,50.334,,,,481.364,384.947,786.671,-401.724,,337.719,334.384,,,3.335,722.666,,61.605,61.605,,,,0.7,,,,,,127.404,,,127.404,189.709,124.89,,,,,120.931,,,,,,120.931,245.821,435.53,0.0,65.167,,,,680.943,22.39,768.5,0.0,768.5,1204.03,
12/31/2007,1194.795,55.388,55.388,,201.213,201.213,,164.436,46.222,36.436,81.778,0.0,52.174,,,,473.211,384.991,799.322,-414.331,,336.593,333.241,,,3.352,721.584,,62.586,62.586,,,,0.7,,,,,,135.999,,,135.999,199.285,132.225,,,,,109.344,,,,,,109.344,241.569,440.854,0.0,28.325,,,,698.921,26.695,753.941,0.0,753.941,1194.795,
03/31/2008,1239.292,51.868,51.868,,249.814,249.814,,147.21,44.195,28.158,74.857,0.0,64.484,,,,513.376,384.642,796.807,-412.165,,341.274,337.98,290.936,47.044,3.294,725.916,,75.532,75.532,,,,0.7,,,,,,154.127,,,154.127,230.359,179.28,,,,,123.501,,,,,,123.501,302.781,533.14,0.0,231.566,,,-279.841,721.331,33.096,706.152,0.0,706.152,1239.292,
06/30/2008,1214.373,49.038,49.038,0.0,214.305,214.305,0.0,168.853,47.55,31.71,89.593,0.0,62.215,,24.76,37.455,494.411,381.121,795.889,-414.768,0.0,338.841,335.558,,,3.283,719.962,,204.748,70.952,20.934,,112.862,0.8,0.0,,,,0.8,0.0,,,0.0,205.548,177.46,177.46,,,,117.696,,88.513,12.966,75.547,5.627,23.556,295.156,500.704,0.0,230.453,,,-292.726,743.318,32.624,713.669,0.0,713.669,1214.373,
09/30/2008,1274.649,160.219,160.219,0.0,210.997,210.997,0.0,161.298,43.552,29.928,87.818,0.0,46.124,,24.878,21.246,578.638,371.327,764.71,-393.383,0.0,324.684,321.12,,,3.564,696.011,,184.789,65.684,0.365,,118.74,0.8,0.0,,,,0.8,0.0,,,0.0,185.589,250.0,250.0,,,,94.31,,42.256,11.724,30.532,29.384,22.67,344.31,529.899,0.0,226.608,,,-279.61,767.35,30.402,744.75,0.0,744.75,1274.649,
12/31/2008,1194.911,106.05,106.05,0.0,215.883,215.883,0.0,148.116,41.624,30.368,76.124,0.0,44.077,,20.291,23.786,514.126,361.263,758.878,-397.615,0.0,319.522,311.792,,,7.73,680.785,,182.814,59.003,,,123.811,0.3,0.0,,,,0.3,0.0,,,0.0,183.114,210.0,210.0,,,,86.942,,40.303,9.583,30.72,22.153,24.486,296.942,480.056,0.0,228.736,,,-309.866,791.219,4.766,714.855,0.0,714.855,1194.911,
03/31/2009,1216.939,154.18,154.18,0.0,238.438,238.438,0.0,130.218,37.27,24.314,68.634,0.0,30.294,0.0,7.195,23.099,553.13,350.996,757.101,-406.105,0.0,312.813,305.189,272.026,33.163,7.624,663.809,,202.026,68.573,0.0,0.0,133.453,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,202.026,210.0,210.0,0.0,0.0,,87.177,0.0,44.461,18.356,26.105,18.109,24.607,297.177,499.203,0.0,232.282,,,-313.105,814.359,-15.8,717.736,0.0,717.736,1216.939,
06/30/2009,1215.197,176.072,176.072,0.0,205.327,205.327,0.0,137.533,40.229,26.257,71.047,0.0,25.053,,6.928,18.051,543.985,350.171,773.108,-422.937,0.0,321.041,312.991,,,8.05,671.212,,164.823,51.514,8.212,,105.097,0.0,0.0,,,,,0.0,,,0.0,164.823,210.0,210.0,,,,76.632,,38.137,12.526,25.611,13.946,24.549,286.632,451.455,0.0,231.569,,,-310.208,833.46,8.142,762.963,0.779,763.742,1215.197,
09/30/2009,1263.236,223.758,223.758,0.0,214.359,214.359,0.0,128.147,35.687,25.205,67.255,0.0,27.187,,4.593,22.525,593.451,349.045,782.931,-433.886,0.0,320.74,312.521,,,8.219,669.785,,178.142,56.828,,,121.314,0.0,0.0,,,,,0.158,,,0.0,178.3,210.0,210.0,,,,74.162,,37.18,11.866,25.314,13.808,23.174,284.162,462.462,0.0,232.438,,,-307.193,859.091,15.658,799.994,0.78,800.774,1263.236,
12/31/2009,1295.689,265.419,265.419,0.0,207.087,207.087,0.0,128.413,36.212,24.771,67.43,0.0,25.81,,5.472,20.097,626.729,347.346,792.279,-444.933,0.0,321.614,311.859,,,9.755,668.96,,175.642,55.703,,,119.939,0.0,0.0,,,,,0.099,,,0.0,175.741,310.0,310.0,,,,76.788,,34.489,10.077,24.412,18.017,24.282,386.788,562.529,0.0,236.011,,,-297.605,775.482,18.492,732.38,0.78,733.16,1295.689,
03/31/2010,1238.402,214.971,214.971,0.0,214.94,214.94,0.0,121.135,36.17,20.668,64.297,0.0,25.411,0.0,6.976,17.443,576.457,346.858,800.829,-453.971,0.0,315.087,305.311,276.858,28.453,9.776,661.945,,197.129,66.035,0.0,0.0,131.094,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,197.129,210.0,210.0,0.0,0.0,,76.779,0.0,32.018,10.179,21.839,20.749,24.012,286.779,483.908,0.0,237.165,,,-295.251,798.809,12.991,753.714,0.78,754.494,1238.402,
06/30/2010,1265.606,226.07,226.07,0.0,185.691,185.691,0.0,131.955,37.737,23.193,71.025,0.0,64.158,,48.892,15.092,607.874,345.288,806.525,-461.237,0.0,312.444,302.678,,,9.766,657.732,,216.785,64.132,14.003,,138.65,0.0,0.0,,,,,69.895,,,41.736,286.68,210.0,210.0,,,,73.036,,0.030484,0.010069,0.020415,18.571,54.434516,283.036,569.716,0.0,235.65,,,-287.22,747.04,-0.363,695.107,0.783,695.89,1265.606,
09/30/2010,1294.406,217.403,217.403,0.0,201.758,201.758,0.0,144.933,44.206,21.132,79.595,0.0,63.515,,47.766,14.698,627.609,348.137,822.769,-474.632,0.0,318.66,308.749,,,9.911,666.797,,216.853,65.492,3.174,,148.187,0.0,0.0,,,,,65.319,,,35.373,282.172,210.0,210.0,,,,71.782,,0.03129,0.010282,0.021008,16.184,55.56671,281.782,563.954,0.0,237.595,,,-302.343,773.856,20.591,729.699,0.753,730.452,1294.406,
12/31/2010,1352.391,192.288,192.288,0.0,212.637,212.637,0.0,167.258,55.285,21.049,90.924,0.0,69.527,,55.166,13.428,641.71,365.354,847.315,-481.961,0.0,345.327,318.388,,,26.939,710.681,,247.146,73.697,0.688,,172.761,0.0,0.0,,,,,66.327,,,35.926,313.473,210.0,210.0,,,,77.518,,30.383,10.116,20.267,16.469,30.666,287.518,600.991,0.0,240.436,,,-297.734,786.737,21.216,750.655,0.745,751.4,1352.391,
03/31/2011,1426.685,193.016,193.016,0.0,272.248,272.248,0.0,167.344,58.375,16.928,92.041,0.0,73.198,0.0,56.715,15.0,705.806,370.402,855.661,-485.259,0.0,350.477,318.81,289.188,29.622,31.667,720.879,,270.874,90.981,0.0,0.0,179.893,0.0,0.0,0.0,0.0,,,73.872,0.0,0.0,39.435,344.746,210.0,210.0,0.0,0.0,,83.274,0.0,28.532,8.006,20.526,26.662,28.08,293.274,638.02,0.0,241.343,,,-305.808,816.846,35.188,787.569,1.096,788.665,1426.685,
06/30/2011,1416.911,156.116,156.116,0.0,242.628,242.628,0.0,195.048,64.062,25.086,105.9,0.0,69.795,,49.42,20.029,663.587,377.663,876.953,-499.29,0.0,375.661,343.65,,,32.011,753.324,,183.186,70.166,0.948,,112.072,0.0,0.0,,,,,121.471,,,121.147,304.657,210.0,210.0,,,,86.513,,27.198,7.578,19.62,27.418,31.897,296.513,601.17,0.0,238.351,,,-304.608,836.664,44.238,814.645,1.096,815.741,1416.911,
09/30/2011,1372.26,134.111,134.111,0.0,236.765,236.765,0.0,185.223,60.762,26.143,98.318,0.0,69.927,,41.763,28.155,626.026,378.112,884.961,-506.849,0.0,368.122,335.489,,,32.633,746.234,,186.155,71.451,,,114.704,0.0,0.0,,,,,115.659,,,111.762,301.814,210.0,210.0,,,,83.443,,24.75,6.037,18.713,28.031,30.662,293.443,595.257,0.0,242.849,,,-343.622,856.213,20.441,775.881,1.122,777.003,1372.26,
12/31/2011,1376.41,143.787,143.787,0.0,251.427,251.427,0.0,169.412,58.249,23.989,87.174,0.0,67.328,,43.881,23.321,631.954,378.165,896.513,-518.348,0.0,366.291,333.819,,,32.472,744.456,,192.863,70.075,,,122.788,0.0,0.0,,,,,102.432,,,100.234,295.295,210.0,210.0,,,,90.71,,,,,36.144,54.566,300.71,596.005,0.0,241.787,,,-353.042,880.039,10.481,779.265,1.14,780.405,1376.41,
03/31/2012,1405.696,150.821,150.821,0.0,280.324,280.324,0.0,157.712,56.525,25.236,109.422,-33.471,63.026,0.0,43.211,19.803,651.883,386.409,909.427,-523.018,0.0,367.404,337.784,305.849,31.935,29.62,753.813,,208.467,83.188,0.0,0.0,125.279,0.0,0.0,0.0,0.0,,,69.928,0.0,0.0,69.065,278.395,210.0,210.0,0.0,0.0,,94.637,0.0,31.52,9.881,21.639,42.703,20.414,304.637,583.032,0.0,244.091,,,-350.718,914.401,13.627,821.401,1.263,822.664,1405.696,
06/30/2012,1403.346,186.731,186.731,0.0,245.587,245.587,0.0,162.085,56.881,25.823,108.79,-29.409,61.102,,40.451,20.548,655.505,385.847,914.163,-528.316,0.0,361.994,331.852,,,30.142,747.841,,209.6,73.716,5.887,,129.997,0.0,0.0,,,,,60.614,,,59.823,270.214,210.0,210.0,,,,89.738,,29.766,8.925,20.841,40.017,19.955,299.738,569.952,0.0,238.704,,,-340.624,934.888,-0.824,832.144,1.25,833.394,1403.346,
