Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,64,0,1320,5632,474.0,7490,3283,2687,5210.0,-2523.0,459,6429,13919,,1315,,4405,5720,4934,0,4934,10654,,,321,2944,3265,13919,
06/30/1990,,191,0,1218,5799,466.0,7674,3341,2702,5335.0,-2633.0,416,6459,14133,,1222,,4373,5595,5234,0,5234,10829,,,321,2983,3304,14133,
09/30/1990,,84,0,1059,6110,904.0,8157,3408,2687,5423.0,-2736.0,435,6530,14687,,1167,,4505,5672,5476,0,5476,11148,,,321,3218,3539,14687,
12/31/1990,,226,0,883,6201,1110.0,8420,3527,2624,5438.0,-2814.0,394,6545,14965,,1333,1573.0,4534,7440,4011,0,4011,11451,0.0,0.0,321,3193,3514,14965,
03/31/1991,,372,0,898,6557,,7827,3374,2571,,,1482,7427,15254,,2953,,2956,5909,5798,0,5798,11707,,,323,3224,3547,15254,
06/30/1991,,281,0,945,6466,,7692,3226,2509,,,1472,7207,14899,,3170,,2895,6065,5233,0,5233,11298,,,324,3277,3601,14899,
09/30/1991,,196,0,906,6750,,7852,3115,2483,,,1456,7054,14906,,3277,,3114,6391,4847,0,4847,11238,,,324,3344,3668,14906,
12/31/1991,,229,0,423,7551,1140.0,9343,2533,2307,5255.0,-2948.0,418,5258,14601,,1609,382.0,4900,6891,3833,0,3833,10724,0.0,0.0,325,3552,3877,14601,
03/31/1992,,128,0,714,7326,,8168,2441,2385,,,1540,6366,14534,,3359,,2953,6312,4301,0,4301,10613,,,341,3580,3921,14534,
06/30/1992,,78,0,784,7378,,8240,2392,2345,,,1527,6264,14504,,3178,,2861,6039,4496,0,4496,10535,0.0,0.0,352,3617,3969,14504,
09/30/1992,,203,0,720,7246,,8169,2304,2292,,,1524,6120,14289,,3330,,2576,5906,4491,0,4491,10397,0.0,0.0,362,3530,3892,14289,
12/31/1992,,82,0,604,7230,1202.0,9118,2262,1991,4454.0,-2463.0,410,4663,13781,,1466,1247.0,5052,7765,2994,0,2994,10759,0.0,0.0,366,2656,3022,13781,
03/31/1993,,110,0,624,7212,0.0,7946,2146,1944,,,1540,5630,13576,,2845,0.0,3532,6377,3952,0,3952,10329,0.0,0.0,367,2880,3247,13576,
06/30/1993,,45,0,653,6832,0.0,7530,2082,1883,,,1555,5520,13050,,2595,0.0,3261,5856,3704,0,3704,9560,0.0,74.0,368,3048,3490,13050,
09/30/1993,,31,0,518,6525,0.0,7074,2252,1822,,,1513,5587,12661,,2429,0.0,3228,5657,3372,0,3372,9029,0.0,75.0,372,3185,3632,12661,
12/31/1993,,86,0,555,5774,1266.0,7681,2357,1750,4353.0,-2603.0,238,4345,12026,,796,294.0,4607,5697,2844,0,2844,8541,0.0,72.0,374,3039,3485,12026,
03/31/1994,,252,0,548,5940,0.0,6740,2265,1715,,,1477,5457,12197,,2297,0.0,2005,4302,2907,1374,4281,8583,0.0,73.0,381,3160,3614,12197,
06/30/1994,,321,0,596,5850,0.0,6767,2168,1678,,,1541,5387,12154,,2470,0.0,3221,5691,1302,1420,2722,8413,0.0,72.0,395,3274,3741,12154,
09/30/1994,,262,0,710,5907,0.0,6879,2068,1628,,,1514,5210,12089,,2441,0.0,3152,5593,1285,1321,2606,8199,0.0,72.0,395,3423,3890,12089,
12/31/1994,,421,0,772,5806,1311.0,8310,2087,1597,4121.0,-2524.0,222,3906,12216,,1171,103.0,4432,5706,2569,0,2569,8275,0.0,69.0,3884,-12,3941,12216,
03/31/1995,,896,0,641,5356,,6893,2182,1543,,,1556,5281,12174,,2246,,3287,5533,2686,0,2686,8219,0.0,70.0,195,3690,3955,12174,
06/30/1995,,871,0,791,5230,,6892,2135,1519,,,1608,5262,12154,,2344,,3165,5509,2649,0,2649,8158,0.0,69.0,113,3814,3996,12154,
09/30/1995,,660,0,702,5530,,6892,2083,1495,,,1643,5221,12113,,2293,0.0,3176,5469,2558,0,2558,8027,0.0,70.0,112,3904,4086,12113,
12/31/1995,,797,0,499,2669,1391.0,5356,3421,1471,4012.0,-2541.0,218,5110,10466,,1065,10.0,3574,4649,2710,0,2710,7359,0.0,66.0,112,2929,3107,10466,
03/31/1996,,563,0,882,3579,0.0,5024,2626,1468,,,1599,5693,10717,,2171,0.0,2449,4620,2989,0,2989,7609,0.0,67.0,110,2931,3108,10717,
06/30/1996,,402,0,843,3669,0.0,4914,2649,1442,,,1634,5725,10639,,2236,0.0,2355,4591,2963,0,2963,7554,0.0,66.0,216,2803,3085,10639,
09/30/1996,,567,0,879,3652,0.0,5098,2819,1446,,,1585,5850,10948,,2408,0.0,2459,4867,2990,0,2990,7857,0.0,67.0,213,2811,3091,10948,
12/31/1996,,1094,0,599,3769,1440.0,6902,3090,1453,4051.0,-2598.0,186,4729,11631,,1233,0.0,3864,5097,3433,0,3433,8530,0.0,63.0,210,2828,3101,11631,
03/31/1997,,706,0,1064,3573,0.0,5343,3129,1468,,,1666,6263,11606,,2292,0.0,2673,4965,3373,0,3373,8338,0.0,64.0,242,2962,3268,11606,
06/30/1997,,167,0,4247,3980,,8394,0,1494,,,1740,3234,11628,,2472,0.0,2669,5141,3045,0,3045,8186,0.0,63.0,242,3137,3442,11628,
