Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2010,40889.0,28659.0,12230.0,-24802.0,21192.0,3610.0,16087.0,336.0,-12629.0,,1352.0,11277.0,3794.0,-254.0,,434.0,,,-180.0,3540.0,591.0,4131.0,-633.0,-633.0,0.0,4764.0,-229.0,4535.0,-75.0,0.0,4460.0,3921.9,94.9,10636.0,0.42,0.36,0.368738,10654.0,0.42,0.36,0.368738,
03/31/2011,34704.0,21991.0,12713.0,-21036.0,17452.0,3584.0,13668.0,0.0,-9647.0,,1140.0,8507.0,4021.0,3413.0,,355.0,,,-3768.0,7434.0,-3942.0,3492.0,-35.0,-35.0,0.0,3527.0,-94.0,3433.0,0.0,0.0,3433.0,3037.65,-360.35,10611.0,0.32,0.31,0.286274,10641.0,0.31,0.31,0.276136,
06/30/2011,34999.0,22908.0,12091.0,-21761.0,18163.0,3598.0,13238.0,624.0,-9154.0,,792.0,8362.0,4708.0,-172.0,,321.0,,,-149.0,4536.0,-892.0,3644.0,-194.0,-194.0,0.0,3838.0,-74.0,3764.0,0.0,0.0,3764.0,3571.3,1.3,10604.0,0.35,0.33,0.336788,10639.0,0.35,0.33,0.330122,
09/30/2011,34808.0,23138.0,11670.0,-21034.0,17478.0,3556.0,13774.0,556.0,-10388.0,,961.0,9427.0,3942.0,-175.0,,356.0,,,-181.0,3767.0,-437.0,3330.0,65.0,65.0,0.0,3265.0,-41.0,3224.0,-881.0,0.0,2343.0,2340.05,-67.95,10580.0,0.22,0.23,0.221177,10607.0,0.22,0.23,0.221177,
12/31/2011,37713.0,26486.0,11227.0,-21225.0,18097.0,3128.0,16488.0,0.0,-12124.0,,1058.0,11066.0,4364.0,156.0,,267.0,,,-423.0,4520.0,-467.0,4053.0,240.0,240.0,0.0,3813.0,-83.0,3730.0,0.0,0.0,3730.0,1893.25,-2076.75,10566.0,0.35,0.38,0.179183,10591.0,0.35,0.37,0.173914,
03/31/2012,34523.0,23527.0,10996.0,-21791.0,18606.0,3185.0,12732.0,0.0,-9193.0,,863.0,8330.0,3539.0,395.0,,315.0,,,-710.0,3934.0,-665.0,3269.0,197.0,197.0,0.0,3072.0,-38.0,3034.0,0.0,0.0,3034.0,3131.65,-99.35,10581.0,0.29,0.3,0.295969,10611.0,0.29,0.3,0.295969,
06/30/2012,36004.0,25003.0,11001.0,-22840.0,19861.0,2979.0,13164.0,0.0,-9147.0,,743.0,8404.0,4017.0,170.0,,351.0,,,-521.0,4187.0,-496.0,3691.0,553.0,553.0,0.0,3138.0,-33.0,3105.0,0.0,0.0,3105.0,3871.85,213.85,10574.0,0.29,0.35,0.366167,10611.0,0.29,0.34,0.360154,
09/30/2012,35467.0,24539.0,10928.0,-22063.0,19265.0,2798.0,13404.0,0.0,-9993.0,,1122.0,8871.0,3411.0,613.0,,294.0,,,-907.0,4024.0,-557.0,3467.0,-41.0,-41.0,0.0,3508.0,-17.0,3491.0,0.0,0.0,3491.0,3573.8,123.8,10523.0,0.33,0.33,0.339618,10568.0,0.33,0.33,0.339618,
12/31/2012,38336.0,27080.0,11256.0,-22205.0,19523.0,2682.0,16131.0,0.0,-11436.0,,1144.0,10292.0,4695.0,574.0,,393.0,,,-967.0,5269.0,-820.0,4449.0,303.0,303.0,0.0,4146.0,-135.0,4011.0,0.0,0.0,4011.0,4514.85,200.85,10447.0,0.38,0.41,0.432167,10500.0,0.38,0.41,0.429129,
03/31/2013,33328.0,22187.0,11141.0,-20360.0,17978.0,2382.0,12968.0,0.0,-10223.0,,1457.0,8766.0,2745.0,1394.0,,324.0,,,-1718.0,4139.0,-508.0,3631.0,120.0,120.0,0.0,3511.0,16.0,3527.0,0.0,0.0,3527.0,2419.85,-1227.15,10374.0,0.34,0.35,0.233261,10433.0,0.34,0.35,0.232378,
06/30/2013,34955.0,24502.0,10453.0,-21566.0,19178.0,2388.0,13389.0,0.0,-9548.0,,1010.0,8538.0,3841.0,-108.0,,326.0,,,-218.0,3733.0,-310.0,3423.0,124.0,124.0,0.0,3299.0,-166.0,3133.0,0.0,0.0,3133.0,3342.15,85.15,10263.0,0.3,0.32,0.32565,10328.0,0.3,0.31,0.318245,
09/30/2013,35298.0,25152.0,10146.0,-22351.0,20127.0,2224.0,12947.0,0.0,-9469.0,,789.0,8680.0,3478.0,142.0,,338.0,,,-480.0,3620.0,-348.0,3272.0,91.0,91.0,0.0,3181.0,10.0,3191.0,0.0,0.0,3191.0,3319.7,37.7,10151.0,0.31,0.32,0.327032,10223.0,0.31,0.32,0.323688,
12/31/2013,39356.0,28701.0,10655.0,-24807.0,22534.0,2273.0,14549.0,0.0,-10721.0,,1562.0,9159.0,3828.0,831.0,,345.0,,,-1176.0,4659.0,490.0,5149.0,1785.0,1785.0,0.0,3364.0,-158.0,3206.0,0.0,0.0,3206.0,4766.1,-224.9,10090.0,0.32,0.49,0.472359,10162.0,0.32,0.49,0.467869,
03/31/2014,33352.0,23850.0,9502.0,-21029.0,19142.0,1887.0,12323.0,0.0,-8946.0,,984.0,7962.0,3377.0,-58.0,,365.0,,,-307.0,3319.0,-619.0,2700.0,-252.0,-252.0,0.0,2952.0,47.0,2999.0,0.0,0.0,2999.0,2754.15,7.15,10045.0,0.3,0.27,0.274181,10123.0,0.3,0.27,0.270706,
06/30/2014,31922.0,26098.0,5824.0,-21688.0,20664.0,1024.0,10234.0,0.0,-7221.0,,948.0,6273.0,3013.0,63.0,,401.0,,,-464.0,3076.0,-192.0,2884.0,-661.0,-661.0,0.0,3545.0,0.0,3545.0,0.0,0.0,3545.0,2887.9,3.9,10031.0,0.35,0.29,0.287898,10110.0,0.35,0.28,0.280386,
09/30/2014,31849.0,25890.0,5959.0,-21463.0,20402.0,1061.0,10386.0,0.0,-7176.0,,858.0,6318.0,3210.0,-6.0,,377.0,,,-371.0,3204.0,-401.0,2803.0,-706.0,-706.0,0.0,3509.0,28.0,3537.0,0.0,0.0,3537.0,2832.3,1.3,10039.0,0.35,0.28,0.28213,10119.0,0.35,0.28,0.280128,
12/31/2014,33427.0,30921.0,2506.0,-24614.0,24262.0,352.0,8813.0,0.0,-4640.0,4200.0,,440.0,4173.0,-295.0,,437.0,,,-142.0,3878.0,-188.0,3690.0,-1649.0,-1649.0,0.0,5339.0,-187.0,5152.0,0.0,0.0,5152.0,4125.7,622.7,10050.0,0.51,0.36,0.410517,10127.0,0.51,0.35,0.410517,
03/31/2015,26097.0,23683.0,2414.0,-19634.0,19295.0,339.0,6463.0,0.0,-4706.0,4415.0,,291.0,1757.0,-136.0,,389.0,,,-253.0,1621.0,-6294.0,-4673.0,8936.0,8936.0,0.0,-13609.0,36.0,-13573.0,0.0,0.0,-13573.0,1639.25,6276.25,10067.0,-1.35,-0.45,0.171675,10067.0,-1.35,-0.45,0.171675,
06/30/2015,28446.0,26056.0,2390.0,-21652.0,21229.0,423.0,6794.0,0.0,-4673.0,4385.0,,288.0,2121.0,491.0,,414.0,,,-905.0,2612.0,-800.0,1812.0,2947.0,2947.0,0.0,-1135.0,-225.0,-1360.0,0.0,0.0,-1360.0,2125.85,538.85,10087.0,-0.13,0.17,0.210751,10158.0,-0.13,0.17,0.210751,
09/30/2015,27859.0,25527.0,2332.0,-21114.0,20528.0,586.0,6745.0,169.0,-4553.0,4258.0,,295.0,2361.0,-311.0,,440.0,,,-129.0,2050.0,-135.0,1915.0,-630.0,-630.0,0.0,2545.0,-39.0,2506.0,0.0,0.0,2506.0,2550.9,674.9,10103.0,0.25,0.19,0.252489,10173.0,0.25,0.19,0.252489,
12/31/2015,32757.0,30543.0,2214.0,-25200.0,24247.0,953.0,7557.0,1135.0,-6507.0,4772.0,,1735.0,2185.0,-282.0,,463.0,,,-181.0,1903.0,742.0,2645.0,-3759.0,-3759.0,0.0,6404.0,-103.0,6301.0,-18.0,0.0,6283.0,3408.865,884.865,9745.0,0.64,0.26,0.354219,9821.0,0.64,0.26,0.350099,
03/31/2016,27836.0,25314.0,2522.0,-22433.0,21003.0,1430.0,5403.0,9.0,-4867.0,4608.0,,259.0,545.0,-307.0,,440.0,,,-133.0,238.0,177.0,415.0,308.0,308.0,0.0,107.0,121.0,228.0,-289.0,0.0,-61.0,987.35,740.35,9288.0,-0.01,0.03,0.106304,9383.0,-0.01,0.03,0.106304,
06/30/2016,30344.0,28028.0,2316.0,-24117.0,23159.0,958.0,6227.0,3150.0,-5185.0,4883.0,,302.0,4192.0,-368.0,,567.0,,,-199.0,3824.0,-461.0,3363.0,541.0,541.0,0.0,2822.0,86.0,2908.0,-152.0,0.0,2756.0,2035.35,-1261.65,9079.0,0.3,0.36,0.224182,9187.0,0.3,0.36,0.22267,
09/30/2016,29038.0,26814.0,2224.0,-22267.0,21650.0,617.0,6771.0,227.0,-4581.0,4343.0,,238.0,2417.0,-343.0,,483.0,,,-140.0,2074.0,-18.0,2056.0,105.0,105.0,0.0,1951.0,76.0,2027.0,-33.0,0.0,1994.0,2747.05,648.05,8904.0,0.22,0.24,0.308519,9016.0,0.22,0.23,0.301878,
12/31/2016,32469.0,30234.0,2235.0,-25253.0,24469.0,784.0,7216.0,619.0,-4724.0,4543.0,,181.0,3111.0,-218.0,,536.0,,,-318.0,2893.0,766.0,3659.0,0.0,0.0,0.0,3659.0,8.0,3667.0,-181.0,0.0,3486.0,4454.5,968.5,8795.0,0.4,0.39,0.506481,8901.0,0.39,0.39,0.498808,
03/31/2017,26880.0,24616.0,2264.0,-22003.0,20864.0,1139.0,4877.0,0.0,-5127.0,4287.0,,840.0,-250.0,197.0,,564.0,,,-761.0,-53.0,105.0,52.0,239.0,239.0,0.0,-187.0,104.0,-83.0,-34.0,0.0,-117.0,803.0,681.0,8714.0,-0.01,0.01,0.092151,8811.0,-0.01,0.01,0.08729,
06/30/2017,29097.0,27075.0,2022.0,-23454.0,22280.0,1174.0,5643.0,0.0,-4846.0,4152.0,,694.0,797.0,330.0,,637.0,,,-967.0,1127.0,38.0,1165.0,146.0,146.0,0.0,1019.0,38.0,1057.0,-182.0,0.0,875.0,1876.0,855.0,8671.0,0.1,0.12,0.217161,8760.0,0.1,0.12,0.217161,
09/30/2017,30663.0,28765.0,1898.0,-25078.0,24288.0,790.0,5585.0,0.0,-6560.0,4741.0,,1819.0,-975.0,1721.0,,718.0,,,-2439.0,746.0,551.0,1297.0,106.0,106.0,0.0,1191.0,169.0,1360.0,-36.0,0.0,1324.0,1825.0,395.0,8665.0,0.15,0.16,0.210617,8732.0,0.15,0.16,0.205236,
12/31/2017,31603.0,30512.0,1091.0,-36390.0,35618.0,772.0,-4787.0,0.0,-7066.0,4389.0,,2677.0,-11853.0,-1118.0,,834.0,,,284.0,-12971.0,1918.0,-11053.0,-182.0,-182.0,0.0,-10871.0,53.0,-10818.0,-184.0,0.0,-11002.0,-4218.0,6966.0,8676.0,-1.27,-1.29,-0.486169,8676.0,-1.27,-1.29,-0.487095,
03/31/2018,27788.0,26002.0,1786.0,-22823.0,21541.0,1282.0,4965.0,0.0,-4893.0,4088.0,,805.0,72.0,206.0,,639.0,,,-845.0,278.0,50.0,328.0,1441.0,1441.0,0.0,-1113.0,-34.0,-1147.0,-37.0,0.0,-1184.0,735.0,478.0,8683.0,-0.14,0.03,0.084648,8696.0,-0.14,0.03,0.084648,
06/30/2018,29162.0,27151.0,2011.0,-23190.0,22418.0,772.0,5972.0,0.0,-5102.0,4346.0,,756.0,870.0,366.0,,686.0,,,-1052.0,1236.0,-505.0,731.0,63.0,63.0,0.0,668.0,132.0,800.0,-185.0,0.0,615.0,1500.0,822.0,8688.0,0.07,0.08,0.172652,8699.0,0.07,0.08,0.172652,
09/30/2018,23392.0,21282.0,2110.0,-19261.0,18557.0,704.0,4131.0,0.0,-26921.0,4100.0,,22821.0,-22790.0,-172.0,,590.0,,,-418.0,-22962.0,-52.0,-23014.0,-155.0,-155.0,0.0,-22859.0,90.0,-22769.0,-39.0,0.0,-22808.0,1092.0,24055.0,8694.0,-2.62,-2.64,0.125604,8694.0,-2.62,-2.64,0.125604,
12/31/2018,26499.0,24336.0,2163.0,-22042.0,21356.0,686.0,4457.0,0.0,-4565.0,3630.0,,935.0,-108.0,439.0,,642.0,,,-1081.0,331.0,366.0,697.0,-163.0,-163.0,0.0,860.0,-99.0,761.0,-187.0,0.0,574.0,1025.0,614.0,8700.0,0.07,0.06,0.117816,8701.0,0.07,0.06,0.117816,
03/31/2019,22202.0,20257.0,1945.0,-17496.0,16819.0,677.0,4706.0,0.0,-4043.0,3402.0,,641.0,663.0,459.0,,520.0,,,-979.0,1122.0,-140.0,982.0,-2663.0,-2663.0,0.0,3645.0,-57.0,3588.0,-40.0,0.0,3548.0,1137.0,252.0,8711.0,0.41,0.1,0.130525,8711.0,0.4,0.1,0.128929,
06/30/2019,23414.0,21371.0,2043.0,-18696.0,18050.0,646.0,4718.0,0.0,-4896.0,3425.0,,1471.0,-178.0,-118.0,,382.0,,,-264.0,-296.0,181.0,-115.0,-219.0,-219.0,0.0,104.0,23.0,127.0,-188.0,0.0,-61.0,1387.0,1667.0,8724.0,-0.01,-0.03,0.158987,8724.0,-0.01,-0.03,0.158987,
09/30/2019,23360.0,21504.0,1856.0,-19381.0,18791.0,590.0,3979.0,0.0,-4697.0,3293.0,,1404.0,-718.0,-531.0,,791.0,,,-260.0,-1249.0,-41.0,-1290.0,8093.0,8093.0,0.0,-9383.0,-40.0,-9423.0,-42.0,0.0,-9465.0,466.0,1838.0,8730.0,-1.08,-0.15,0.053379,8730.0,-1.08,-0.15,0.053379,
12/31/2019,26238.0,24355.0,1883.0,-20281.0,19662.0,619.0,5957.0,0.0,-5101.0,3829.0,,1272.0,856.0,715.0,,423.0,,,-1138.0,1571.0,-727.0,844.0,123.0,123.0,0.0,721.0,7.0,728.0,-190.0,0.0,538.0,1846.0,1185.0,8736.0,0.06,0.08,0.21131,8742.0,0.06,0.07,0.205553,
03/31/2020,20523.0,18814.0,1709.0,-16835.0,16331.0,504.0,3688.0,0.0,-3793.0,3065.0,,728.0,-105.0,6579.0,,370.0,,,-6949.0,6474.0,-63.0,6411.0,178.0,178.0,0.0,6233.0,-34.0,6199.0,-43.0,0.0,6156.0,420.0,-5914.0,8742.0,0.7,0.72,0.048044,8742.0,0.7,0.72,0.043496,
06/30/2020,17750.0,16060.0,1690.0,-16304.0,15647.0,657.0,1446.0,0.0,-5523.0,3079.0,,2444.0,-4077.0,1738.0,,396.0,,,-2134.0,-2339.0,199.0,-2140.0,-7.0,-7.0,0.0,-2133.0,145.0,-1988.0,-192.0,0.0,-2180.0,-1135.0,1052.0,8750.0,-0.26,-0.27,-0.129714,8750.0,-0.26,-0.27,-0.149771,
09/30/2020,18825.455,,,,,,3755.6782725,,,,,,287.64,,,,,,,-351.333,,-616.5,,,,,,-616.5,,,-616.5,-478.509,,,-0.124,-0.124,-0.038,,-0.124,-0.124,-0.038,
12/31/2020,22090.818,,,,,,5655.69122436,,,,,,1422.0,,,,,,,898.167,,405.0,,,,,,405.0,,,405.0,575.29,,,0.007,0.007,0.08,,0.007,0.007,0.08,
