Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2011,4463.955,257.838,257.838,0.0,1008.936,1008.936,0.0,,74.024,,,,,236.079,,,236.079,1576.877,956.604,1457.839,-501.235,0.0,1930.474,1785.836,1586.253,199.583,,144.638,2887.078,,527.94,,,,527.94,0.1,0.1,,,,,123.668,,,0.0,651.708,0.0,0.0,0.0,0.0,,509.25,,,,,,231.662,277.588,509.25,1160.958,,3201.123,0.002,3201.121,-196.111,295.213,-5.528,3294.697,8.3,3302.997,4463.955,
12/31/2011,4699.114,315.349,315.349,0.0,959.887,959.887,0.0,,62.519,,,,,427.399,0.0,2.579,294.168,1765.154,938.902,1413.572,-474.67,0.0,1995.058,1671.687,1470.811,200.876,78.63,71.449,2933.96,,570.572,316.525,,,254.047,0.056,0.0,0.0,0.0,,0.056,210.448,0.0,0.0,0.0,781.076,0.0,0.0,0.0,0.0,,528.775,0.0,0.0,0.0,0.0,,233.644,292.552,528.775,1309.851,0.0,3216.208,0.002,3216.206,-196.493,361.527,0.71,3381.952,7.311,3389.263,4699.114,
03/31/2012,4755.334,177.367,177.367,0.0,1114.246,1114.246,0.0,,72.263,,,,,406.237,,,406.237,1770.113,985.672,1531.197,-545.525,0.0,1999.549,1855.763,1646.623,209.14,,143.786,2985.221,,580.834,,,,580.834,0.056,0.056,0.0,0.0,,,181.766,,,0.0,762.656,0.0,0.0,0.0,0.0,,521.964,,,,,,231.864,290.1,521.964,1284.62,0.0,3244.877,0.002,3244.875,-202.538,407.234,12.033,3461.606,9.108,3470.714,4755.334,
06/30/2012,4897.303,172.868,172.868,0.0,1138.72,1138.72,0.0,,57.649,,,,,455.264,,,455.264,1824.501,1016.737,1580.597,-563.86,0.0,2056.065,1870.981,1664.962,206.019,,185.084,3072.802,,635.469,,,,635.469,0.033,0.033,,,,,148.469,,,0.0,783.971,39.0,39.0,,,,528.178,,,,,,242.226,285.952,567.178,1351.149,0.0,3268.917,0.002,3268.915,-202.633,472.772,-2.522,3536.534,9.62,3546.154,4897.303,
09/30/2012,5255.27,128.21,128.21,0.0,1441.021,1441.021,0.0,378.958,55.916,,,,,132.322,,,132.322,2136.427,1057.046,1640.005,-582.959,0.0,2061.797,1869.901,1670.816,199.085,,191.896,3118.843,,771.506,,,,771.506,0.019,0.019,,,,,153.827,,,0.0,925.352,125.0,125.0,,,,534.674,,,,,,250.351,284.323,659.674,1585.026,0.0,3276.644,0.002,3276.642,-202.686,569.17,19.771,3662.899,7.345,3670.244,5255.27,
12/31/2012,5140.757,394.701,394.701,0.0,1328.081,1328.081,0.0,,38.261,,,,,440.684,0.0,,440.684,2201.727,1045.983,1601.013,-555.03,0.0,1893.047,1721.481,1537.645,183.836,89.129,82.437,2939.03,,684.786,373.947,,,310.839,0.009,0.0,0.0,0.0,,0.009,196.384,0.0,0.0,0.0,881.179,0.0,0.0,0.0,0.0,,487.662,0.0,0.0,0.0,0.0,,225.05,262.612,487.662,1368.841,0.0,3287.088,0.002,3287.086,-203.149,668.156,14.453,3766.548,5.368,3771.916,5140.757,
03/31/2013,5154.818,366.619,366.619,0.0,1283.739,1283.739,0.0,407.08,37.666,,,,,90.561,,,90.561,2185.665,1071.972,1641.793,-569.821,0.0,1897.181,1714.31,1535.795,178.515,,182.871,2969.153,,666.65,,,,666.65,0.0,0.0,0.0,0.0,,,163.236,,,0.0,829.886,0.0,0.0,,,,494.111,,,,,,227.692,266.419,494.111,1323.997,0.0,3298.028,0.002,3298.026,-212.844,740.237,0.71,3826.131,4.69,3830.821,5154.818,
06/30/2013,5187.931,363.113,363.113,0.0,1282.949,1282.949,0.0,405.032,40.852,,,,,84.881,,,84.881,2176.827,1103.212,1693.477,-590.265,0.0,1907.892,1702.009,1530.138,171.871,,205.883,3011.104,,611.997,,,,611.997,0.0,0.0,,,,,188.418,,,0.0,800.415,0.0,0.0,,,,499.677,,,,,,233.467,266.21,499.677,1300.092,0.0,3311.519,0.002,3311.517,-215.036,810.474,-24.439,3882.518,5.321,3887.839,5187.931,
09/30/2013,5494.968,309.153,309.153,0.0,1434.701,1434.701,0.0,232.292,35.59,,,,,125.651,,,125.651,2137.387,1153.629,1781.468,-627.839,0.0,2203.952,1840.761,1650.012,190.749,,363.191,3357.581,,757.267,,,,757.267,2.639,0.0,,,,2.639,204.881,,,0.0,964.787,0.0,0.0,,,,505.927,,,,,,240.394,265.533,505.927,1470.714,0.0,3338.98,0.002,3338.978,-215.108,903.38,-11.319,4015.933,8.321,4024.254,5494.968,
12/31/2013,5793.245,488.777,488.777,0.0,1439.115,1439.115,0.0,213.478,31.877,,,,,140.071,0.0,0.0,140.071,2313.318,1205.608,1837.547,-631.939,0.0,2274.319,1988.594,1780.717,207.877,0.0,285.725,3479.927,,779.416,412.601,0.0,0.0,366.815,1.181,0.0,,,,1.181,261.87,0.0,0.0,0.0,1042.467,1.053,1.053,,,,508.406,0.0,0.0,0.0,0.0,,244.256,264.15,509.459,1551.926,0.0,3416.587,0.002,3416.585,-215.24,1070.077,-37.236,4234.188,7.131,4241.319,5793.245,
03/31/2014,5826.62,273.34,273.34,0.0,1501.857,1501.857,0.0,274.966,35.604,,,,,128.69,,,128.69,2214.457,1269.656,1926.982,-657.326,0.0,2342.507,2051.62,1832.047,219.573,,290.887,3612.163,,772.185,,,,772.185,1.65,0.0,,,,1.65,208.64,,,0.0,982.475,4.556,4.556,,,,522.913,,,,,,249.717,273.196,527.469,1509.944,0.0,3463.183,0.002,3463.181,-226.644,1124.485,-55.219,4305.805,10.871,4316.676,5826.62,
06/30/2014,5909.059,188.948,188.948,0.0,1589.927,1589.927,0.0,238.439,40.772,,,,,184.842,,,184.842,2242.928,1311.859,2000.613,-688.754,0.0,2354.272,2057.028,1842.989,214.039,,297.244,3666.131,,734.596,,,,734.596,1.67,0.0,,,,1.67,230.93,,,0.0,967.196,4.147,4.147,,,,536.629,0.0,0.0,0.0,0.0,0.0,253.394,283.235,540.776,1507.972,0.0,3477.076,0.002,3477.074,-272.908,1205.567,-23.875,4385.86,15.227,4401.087,5909.059,
09/30/2014,6229.289,144.159,144.159,0.0,1873.241,1873.241,0.0,316.777,39.411,,,,,162.879,,,162.879,2536.467,1388.134,2105.024,-716.89,0.0,2304.688,2109.55,1880.09,229.46,,195.138,3692.822,,884.168,,,,884.168,1.686,0.0,,,,1.686,242.273,,,0.0,1128.127,83.186,83.186,,,,529.345,,,,,,251.151,278.194,612.531,1740.658,0.0,3517.771,0.002,3517.769,-273.005,1300.215,-73.944,4471.037,17.594,4488.631,6229.289,
12/31/2014,6253.583,190.515,190.515,0.0,1801.11,1801.11,0.0,290.447,38.921,,,,,174.711,0.0,105.532,161.024,2495.704,1099.574,1751.133,-651.559,0.0,2658.305,1840.279,1596.695,243.584,3.233,75.731,3757.879,,812.149,477.37,0.0,0.0,334.779,8.876,5.056,,,,3.82,285.286,0.0,0.0,0.0,1106.311,72.489,72.489,,,,549.243,0.0,0.0,0.0,0.0,,215.981,227.73,621.732,1728.043,0.0,3592.908,0.002,3592.906,-321.936,1366.791,-123.29,4514.473,11.067,4525.54,6253.583,
03/31/2015,6140.834,135.534,135.534,0.0,1642.675,1642.675,0.0,341.19,45.824,,,,,222.417,,,222.417,2387.64,1480.097,2250.895,-770.798,0.0,2273.097,2174.54,1922.485,252.055,,98.557,3753.194,,874.627,,,,874.627,9.44,5.306,,,,4.134,240.243,,,0.0,1124.31,115.002,115.002,,,,590.769,,,,,,299.809,290.96,705.771,1830.081,0.0,3609.576,0.002,3609.574,-520.119,1420.275,-212.244,4297.488,13.265,4310.753,6140.834,
06/30/2015,6130.51,65.427,65.427,0.0,1626.833,1626.833,0.0,347.511,55.815,,,,,219.981,,48.061,210.909,2315.567,1129.597,1837.489,-707.892,0.0,2685.346,1832.957,1598.654,234.303,,99.79,3814.943,,875.152,,,,875.152,2.638,0.0,,,,2.638,301.358,,,0.0,1179.148,214.255,214.255,,,,527.389,,,,,,229.422,249.906,741.644,1920.792,0.0,3619.924,0.002,3619.922,-692.725,1466.384,-197.339,4196.244,13.474,4209.718,6130.51,
09/30/2015,5373.424,49.194,49.194,0.0,1700.314,1700.314,0.0,352.021,64.69,,,,,196.445,,,196.445,2362.664,1125.501,1858.735,-733.234,0.0,1885.259,1822.344,1596.931,225.413,,62.915,3010.76,,938.535,,,,938.535,2.35,0.0,,,,2.35,399.653,,,0.0,1340.538,348.209,348.209,,,,480.763,,,,,,226.078,254.685,828.972,2169.51,0.0,3489.629,0.002,3489.627,-1718.185,1682.772,-264.844,3189.372,14.542,3203.914,5373.424,
12/31/2015,5213.543,128.771,128.771,0.0,1621.133,1621.133,0.0,317.745,75.285,,,,,134.585,0.0,,134.585,2277.519,1101.959,1857.231,-755.272,0.0,1834.065,1757.732,1552.658,205.074,4.657,71.676,2936.024,,782.134,452.295,0.0,0.0,329.839,7.067,4.829,,,,2.238,414.543,0.0,0.0,0.0,1203.744,475.364,475.364,,,,446.62,0.0,0.0,0.0,0.0,,186.491,260.129,921.984,2125.728,0.0,3497.742,0.002,3497.74,-1795.257,1677.698,-294.689,3085.494,2.321,3087.815,5213.543,
03/31/2016,5295.519,155.315,155.315,0.0,1493.255,1493.255,0.0,383.218,72.643,,,,,143.943,,,143.943,2248.374,1153.884,1944.994,-791.11,0.0,1893.261,1806.703,1595.4,211.303,,86.558,3047.145,,791.214,,,,791.214,4.154,0.0,,,,4.154,440.543,,,0.0,1235.911,404.058,404.058,,,,482.321,,,,,,205.945,276.376,886.379,2122.29,0.0,3516.241,0.002,3516.239,-1809.787,1698.194,-234.103,3170.545,2.684,3173.229,5295.519,
06/30/2016,5297.101,162.344,162.344,0.0,1384.554,1384.554,0.0,466.476,74.976,,,,,156.037,,0.0,156.037,2244.387,1160.87,1984.978,-824.108,0.0,1891.844,1798.811,1595.555,203.256,,93.033,3052.714,,811.521,,,,811.521,5.603,0.0,,,,5.603,390.965,,,0.0,1208.089,401.119,401.119,,,,484.719,,,,,0.0,200.683,284.036,885.838,2093.927,0.0,3676.912,0.002,3676.91,-1960.325,1714.756,-231.02,3200.323,2.851,3203.174,5297.101,
09/30/2016,5476.468,117.366,117.366,0.0,1565.08,1565.08,0.0,497.846,89.109,,,,,135.95,,,135.95,2405.351,1165.687,2017.76,-852.073,0.0,1905.43,1809.794,1612.238,197.556,,95.636,3071.117,,928.487,,,,928.487,5.061,0.0,,,,5.061,312.36,,,0.0,1245.908,482.399,482.399,,,,471.576,,,,,,184.341,287.235,953.975,2199.883,0.0,3689.173,0.002,3689.171,-1960.91,1788.498,-242.825,3273.936,2.649,3276.585,5476.468,
12/31/2016,5354.059,112.183,112.183,0.0,1500.115,1500.115,0.0,473.308,88.548,,,,,114.591,0.0,,114.591,2288.745,1174.094,2036.919,-862.825,0.0,1891.22,1790.192,1603.169,187.023,10.0,91.028,3065.314,,907.307,529.608,0.0,0.0,377.699,7.563,2.735,,,,4.828,290.358,0.0,0.0,0.0,1205.228,353.562,353.562,,,,452.567,0.0,0.0,0.0,0.0,,192.834,259.733,806.129,2011.357,0.0,1749.307,0.001,1749.306,-14.288,1876.081,-271.673,3339.427,3.275,3342.702,5354.059,
03/31/2017,5543.053,106.514,106.514,0.0,1589.257,1589.257,0.0,556.527,89.973,,,,,132.642,,,132.642,2474.913,1161.603,2055.696,-894.093,0.0,1906.537,1790.318,1608.384,181.934,,116.219,3068.14,,995.914,,,,995.914,3.99,0.0,,,,3.99,264.834,,,0.0,1264.738,419.31,419.31,,,,460.194,,,,,,197.712,262.482,879.504,2144.242,0.0,1764.375,0.001,1764.374,-34.528,1924.348,-257.852,3396.343,2.468,3398.811,5543.053,
06/30/2017,5753.344,99.565,99.565,0.0,1614.113,1614.113,0.0,630.88,94.152,,,,,178.489,,0.0,178.489,2617.199,1190.333,2119.651,-929.318,0.0,1945.812,1800.692,1616.317,184.375,,145.12,3136.145,,969.654,,,,969.654,1.375,0.0,,,,1.375,314.987,,,0.0,1286.016,483.638,483.638,,,,474.359,,,,,0.0,206.868,267.491,957.997,2244.013,0.0,1785.195,0.001,1785.194,-35.49,1988.185,-231.167,3506.723,2.608,3509.331,5753.344,
09/30/2017,6640.246,91.532,91.532,0.0,1980.245,1980.245,0.0,642.776,86.391,,,,,147.295,,0.0,147.295,2948.239,1256.458,2222.845,-966.387,0.0,2435.549,2212.063,1937.045,275.018,,223.486,3692.007,,1214.745,,,,1214.745,2.804,0.0,,,,2.804,374.943,,,0.0,1592.492,760.208,760.208,,,,557.315,,,,,,211.983,345.332,1317.523,2910.015,0.0,1878.042,0.002,1878.04,-35.823,2077.498,-192.187,3727.53,2.701,3730.231,6640.246,
12/31/2017,6480.154,138.285,138.285,0.0,1985.077,1985.077,0.0,497.292,80.89,,,,,168.363,0.0,,168.363,2869.907,1288.602,2269.877,-981.275,0.0,2321.645,2131.779,1868.6,263.179,26.39,163.476,3610.247,,1041.493,632.931,0.0,0.0,408.562,1.22,0.0,,,,1.22,449.354,0.0,0.0,0.0,1492.067,670.721,670.721,0.0,0.0,,521.737,0.0,0.0,0.0,0.0,,179.381,342.356,1192.458,2684.525,0.0,1889.358,0.002,1889.356,-85.451,2191.059,-203.395,3791.571,4.058,3795.629,6480.154,
03/31/2018,6653.402,101.736,101.736,0.0,2088.682,2088.682,0.0,498.19,94.548,,,,,173.913,,,173.913,2957.069,1301.545,2313.08,-1011.535,0.0,2394.788,2173.697,1902.871,270.826,,221.091,3696.333,,1040.661,,,,1040.661,2.775,0.0,,,,2.775,506.203,,,0.0,1549.639,882.795,882.795,,,,574.003,,,,,,196.892,377.111,1456.798,3006.437,0.0,1920.899,0.002,1920.897,-276.054,2226.916,-228.409,3643.352,3.613,3646.965,6653.402,
06/30/2018,6790.382,120.357,120.357,0.0,2108.317,2108.317,0.0,551.505,85.859,,,,,208.798,,0.0,208.798,3074.836,1325.128,2367.943,-1042.815,0.0,2390.418,2159.484,1897.664,261.82,,230.934,3715.546,,1178.983,,,,1178.983,15.499,12.922,,,,2.577,496.083,,,0.0,1690.565,840.742,840.742,,,,565.61,,,,,0.0,196.521,369.089,1406.352,3096.917,0.0,1934.828,0.002,1934.826,-296.917,2301.281,-248.532,3690.66,2.805,3693.465,6790.382,
09/30/2018,7191.174,113.524,113.524,0.0,2291.608,2291.608,0.0,680.006,94.67,,,,,198.314,,0.0,198.314,3378.122,1350.894,2437.318,-1086.424,0.0,2462.158,2196.55,1912.139,284.411,,265.608,3813.052,,1340.882,,,,1340.882,22.811,20.344,,,,2.467,452.491,,,0.0,1816.184,952.886,952.886,,,,597.87,,,,,,209.475,388.395,1550.756,3366.94,0.0,1955.803,0.002,1955.801,-321.123,2425.832,-237.694,3822.818,1.416,3824.234,7191.174,
12/31/2018,7075.787,78.687,78.687,0.0,2354.737,2354.737,0.0,576.891,107.732,,,,,208.057,,,208.057,3326.104,1276.032,2368.472,-1092.44,0.0,2473.651,2180.059,1899.879,280.18,16.939,276.653,3749.683,,1314.52,786.546,,,527.974,65.646,33.422,,,,32.224,425.961,0.0,0.0,0.0,1806.127,1040.532,1040.532,,,,623.675,0.0,0.0,0.0,0.0,,219.115,404.56,1664.207,3470.334,0.0,1967.356,0.002,1967.354,-554.44,2477.291,-286.048,3604.159,1.294,3605.453,7075.787,
03/31/2019,7652.516,85.423,85.423,0.0,2580.665,2580.665,0.0,573.248,81.117,,,,,234.091,,,234.091,3554.544,1602.782,2739.947,-1137.165,0.0,2495.19,2203.098,1927.028,276.07,,292.092,4097.972,,1238.727,,,,1238.727,136.638,43.177,93.461,1.168,92.293,,403.372,,,0.0,1778.737,1538.474,1344.421,194.053,0.578,193.475,610.248,,,,,,253.164,357.084,2148.722,3927.459,0.0,1984.507,0.002,1984.505,-585.445,2591.883,-267.201,3723.744,1.313,3725.057,7652.516,
06/30/2019,8021.817,73.356,73.356,0.0,2632.003,2632.003,0.0,683.665,68.4,,,,,294.508,,,294.508,3751.932,1639.429,2802.925,-1163.496,0.0,2630.456,2196.584,1932.3,264.284,,433.872,4269.885,,1289.393,,,,1289.393,145.626,51.37,94.256,1.491,92.765,,471.214,,,0.0,1906.233,1709.469,1516.589,192.88,0.683,192.197,629.856,,,,,,276.574,353.282,2339.325,4245.558,0.0,1999.464,0.002,1999.462,-586.206,2612.994,-251.329,3774.923,1.336,3776.259,8021.817,
09/30/2019,8865.093,80.044,80.044,0.0,3188.328,3188.328,0.0,652.915,67.039,,,,,313.601,,,313.601,4301.927,1679.476,2883.363,-1203.887,0.0,2883.69,2434.472,2002.909,431.563,,449.218,4563.166,,1648.079,,,,1648.079,169.257,74.858,94.399,0.893,93.506,,540.187,,,0.0,2357.523,2008.376,1809.884,198.492,0.596,197.896,589.987,,,,,,279.858,310.129,2598.363,4955.886,0.0,2014.84,0.002,2014.838,-586.819,2743.498,-264.113,3907.406,1.801,3909.207,8865.093,
12/31/2019,8331.682,164.798,164.798,0.0,2747.911,2747.911,0.0,601.268,55.719,,,,,261.29,,,261.29,3830.986,1671.023,2921.22,-1250.197,0.0,2829.673,2436.409,2022.675,413.734,12.545,380.719,4500.696,,1489.559,798.718,,,690.841,167.344,6.102,92.915,0.44,92.475,68.327,606.146,0.0,0.0,0.0,2263.049,1488.716,1291.678,197.038,0.517,196.521,526.086,0.0,0.0,0.0,0.0,,214.779,311.307,2014.802,4277.851,0.0,2024.612,0.002,2024.61,-586.773,2854.271,-241.818,4050.292,3.539,4053.831,8331.682,
03/31/2020,8228.944,377.205,377.205,0.0,2593.285,2593.285,0.0,569.18,50.365,,,,,168.565,,,168.565,3758.6,1675.593,2927.594,-1252.001,0.0,2794.751,2402.103,2006.465,395.638,,392.648,4470.344,,1360.007,1360.007,,,,164.815,72.921,91.894,0.505,91.389,,591.087,,,0.0,2115.909,1790.135,1588.33,201.805,0.988,200.817,527.722,,,,,,217.778,309.944,2317.857,4433.766,0.0,2040.385,0.002,2040.383,-806.523,2881.416,-324.786,3790.492,4.686,3795.178,8228.944,
06/30/2020,8089.63,530.67,530.67,0.0,2370.286,2370.286,0.0,489.803,48.274,,,,,205.722,,,205.722,3644.755,1655.503,2953.557,-1298.054,0.0,2789.372,2403.304,2022.995,380.309,,386.068,4444.875,,1317.976,1317.976,,,,162.195,71.348,90.847,0.489,90.358,,613.188,,,0.0,2093.359,1507.856,1314.645,193.211,0.911,192.3,570.413,,,,,,220.689,349.724,2078.269,4171.628,0.0,2063.102,0.002,2063.1,-806.804,2948.18,-290.049,3914.429,3.573,3918.002,8089.63,
