Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2003,86.542999,27.254,13.007,89.848,,,89.848,-43.566002,,,,-43.566002,,-178.606003,-56.491001,0,,,-56.491001,,,0.0,0.0,0.0,,,,,-122.115002,5.642,0.0,-0.951,,,,4.827,4.827,0.0,1.766,,-86.420998,,,
03/31/2004,208.045,63.973,23.675,76.473,76.473,,0.0,43.924,-24.815,,-8.394,77.133,,-106.843,-86.037,0,,,-86.037,,,0.0,0.0,0.0,,,,,-20.806,1.157,0.0,-1.204,,,,4.914,4.914,0.0,-2.553,,102.359,19.131,0.255,
06/30/2004,162.559,79.063,31.012,75.711,74.761,,0.95,-23.227,-11.682,,24.036,-35.581,,-188.151,-96.246,0,,,-96.246,,,0.0,0.0,0.0,,,,,-91.905,28.936,0.0,-1.199,,,,25.516,25.516,0.0,4.619,,3.344,119.687,0.222,
09/30/2004,238.343,51.983,41.326,335.591,212.952,,122.639,-190.557,,,-12.273,-178.284,,-1309.728,-77.632,0,,,-77.632,,,,,,,,,,-1232.096,1161.156,0.0,-1.118,,,,1163.119,1163.119,0.0,-0.845,,89.771,43.149,0.134,
12/31/2004,368.096985,204.100006,52.459999,116.523003,,,116.523003,-4.986,,,,-4.986,,-296.631989,-59.080002,0,,,-59.080002,,,0.0,0.0,0.0,,,,,-237.551987,10.94,0.0,-1.186,,,,1.475,1.475,0.0,10.651,,82.403999,1.809,0.098,
03/31/2005,529.622,369.193,56.193,126.285,126.285,,0.0,-22.049,-60.069,0.0,42.694,-4.674,,-472.328,-142.391,0,,,-142.391,,,0.0,0.0,0.0,,,,,-329.937,-1.595,0.0,-0.592,,,,4.097,4.097,0.0,-5.1,,55.699,0.396,0.093,
06/30/2005,624.619,342.814,66.929,166.124,,,166.124,48.752,-44.518,,30.085,63.185,,-348.499,-157.463,0,,,-157.463,,,0.0,0.0,0.0,,,,,-191.036,-5.22,0.0,-1.019,,,,8.975,8.975,0.0,-13.176,,270.9,1.964,0.001,
09/30/2005,646.747,381.182,75.965,142.658,,,142.658,46.942,-120.496,,,167.438,,-189.09,-292.532,0,,,-292.532,,,0.0,0.0,0.0,,,,,103.442,4307.44,0.0,0.198,,,,4308.095,4308.095,0.0,-0.853,,4765.097,3.228,0.0,
12/31/2005,658.434,372.208,94.725,221.406,,,221.406,-29.905,-147.207,,7.852,109.45,,-2348.276,-245.831,0,,,-245.831,,,0.0,0.0,0.0,,,,,-2102.445,48.447,0.0,-0.012,,,,51.088,51.088,0.0,-2.629,,-1641.395,151.268,,
03/31/2006,824.804,592.291,111.158,118.664,,,118.664,2.691,-155.221,0.0,30.232,127.68,,-1888.617,-344.938,0,,,-344.938,,,0.0,0.0,0.0,,,,,-1543.679,121.818,0.0,0.0,,,,119.896,119.896,0.0,1.922,,-941.995,1.126,0.008,
