Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,1639.108157,-44.973999,0.0,0.0,909.865997,,2504.000155,2820.858948,32.254927,0.363365,,,,,,1672.652462,2537.544461,17.886354,,
06/30/1990,1566.655938,-44.129002,0.0,0.0,941.04599,,2463.572927,2863.41098,32.86451,0.381984,,,,,,1592.688397,2489.605386,17.494108,,
09/30/1990,1298.154016,-45.866001,0.0,0.0,884.23996,,2136.527975,2832.131958,31.221708,0.413868,,,,,,1320.668353,2159.042312,15.15526,,
12/31/1990,1570.018534,-224.695007,0.0,0.0,871.667969,,2216.991496,2813.656921,30.979895,0.393176,0.692825,,9.171772,8.320522,,1575.062216,2222.035178,15.827061,,
03/31/1991,1962.291727,-56.514999,0.0,0.0,764.429993,,2670.20672,2668.710022,28.644176,0.286281,0.835244,,11.334318,9.700529,,2003.624297,2711.53929,18.937234,,
06/30/1991,1740.739033,-119.811996,0.0,0.0,749.42601,,2370.353046,2598.763016,28.837797,0.316166,0.75604,,9.851391,6.940756,,1777.184055,2406.798069,16.79422,,
09/30/1991,2005.378413,-199.098007,0.0,0.0,725.228012,,2531.508418,2607.894028,27.808953,0.286481,0.832738,,10.172215,4.129548,,2047.918047,2574.048052,17.936024,,
12/31/1991,2346.3233,-178.617996,0.0,0.0,669.701996,,2837.4073,2588.088989,25.876313,0.236026,0.968749,,10.31927,6.9243,,2355.21745,2846.30145,20.255765,,
03/31/1992,2377.535038,-85.808998,0.0,0.0,569.167004,,2860.893044,2418.94096,23.529595,0.198947,0.984963,,9.690584,6.574798,,2450.26381,2933.621816,20.8071,,
06/30/1992,2387.939803,-76.177002,0.0,0.0,598.572998,,2910.335799,2453.083954,24.400836,0.205671,1.00922,,9.264838,7.553679,,2469.649542,2992.045538,21.429939,,
09/30/1992,2515.106955,-92.150002,0.0,0.0,568.500992,,2991.457945,2367.753006,24.010148,0.190041,1.039561,,11.415425,8.152672,,2572.528829,3048.879819,22.697639,,
12/31/1992,2763.630998,-53.551998,0.0,0.0,544.297997,,3254.376997,2290.714013,23.761063,0.167251,1.135964,,9.832876,9.804349,,2776.656562,3267.402562,24.925293,,
03/31/1993,3249.711627,-43.366001,0.0,0.0,577.505005,,3783.850631,2050.142944,28.169012,0.152624,1.35485,,12.78989,10.563982,,3299.762777,3833.901781,29.448733,,
06/30/1993,3306.514552,-150.589005,0.0,0.0,575.027,,3730.952548,2061.460045,27.894162,0.154123,1.337128,,12.678973,8.146248,,3362.326768,3786.764764,29.196423,,
09/30/1993,3800.823667,-78.18,0.0,0.0,569.328995,,4291.972661,2013.826004,28.271012,0.13265,1.557535,,11.997732,10.491695,,3890.85542,4382.004414,34.30011,,
12/31/1993,4634.999727,-154.628006,0.0,0.0,480.772003,,4961.143724,1848.979004,26.002026,0.096907,1.788828,,18.260176,7.252978,,4767.0,5093.143997,40.495494,,
03/31/1994,4622.015173,-64.969002,0.0,0.0,546.376007,,5103.422178,1819.311005,30.032029,0.107061,1.834808,,16.911741,8.09556,,4687.537325,5168.94433,42.233937,,
06/30/1994,4229.709869,-53.957001,0.0,0.0,486.169998,,4661.922867,1732.271042,28.065469,0.104285,1.678924,,14.733012,8.767321,,4283.316811,4715.529808,39.311266,,
09/30/1994,4036.197869,-80.114998,0.0,0.0,504.042999,,4460.125871,1769.465027,28.485615,0.113011,1.6034,,13.181404,8.319118,,4079.302362,4503.230364,37.893373,,
12/31/1994,4485.549019,-111.637001,0.0,0.0,495.56401,,4869.476028,1790.24504,27.681351,0.101769,1.726143,,11.625878,15.378328,,4545.775231,4929.70224,41.750058,,
03/31/1995,5288.673764,-164.197998,0.0,0.0,309.133003,,5433.608769,1514.530006,20.411151,0.056893,1.917272,,11.970911,13.412331,,5472.795773,5617.730778,47.902748,,
06/30/1995,5436.404943,-96.981003,0.0,0.0,436.26001,,5775.68395,1613.60498,27.036357,0.075534,2.106089,,12.259865,14.985127,,5539.94997,5879.228977,51.792424,,
09/30/1995,6378.318039,-82.606003,0.0,0.0,522.962006,,6818.674042,1626.575043,32.151115,0.076696,2.591008,,14.494802,16.456789,,6462.070053,6902.426056,62.004292,,
12/31/1995,6115.89825,-72.941002,0.0,0.0,504.654007,,6547.611255,1586.530045,31.808664,0.077075,2.697621,13.213377,18.037844,18.86131,28.426336,6257.625,6689.338005,60.354435,,
03/31/1996,6638.339981,-48.655998,0.0,0.0,620.526001,,7210.209984,1645.45697,37.711469,0.086062,3.223584,15.261642,20.829727,30.465851,58.126086,6942.88414,7514.754143,67.341085,,
06/30/1996,5745.15625,-21.507,0.0,0.0,559.871002,,6283.520252,1533.767975,36.502979,0.089101,2.899207,13.522602,18.453045,25.918165,48.819236,6106.14572,6644.509722,60.564051,,
09/30/1996,5604.264753,-27.43,0.0,0.0,622.738007,,6199.57276,1528.333984,40.746199,0.100449,2.931049,13.380469,17.778337,23.395533,42.016589,5882.011396,6477.319403,60.56577,,
12/31/1996,4399.822645,-30.0,0.0,0.0,658.0,,5027.822645,1545.0,42.588997,0.130872,2.440691,9.522392,11.914272,20.236464,39.141154,4623.425066,5251.425066,49.423203,,
03/31/1997,4284.150064,-46.0,0.0,0.0,607.0,,4845.150064,1529.0,39.69915,0.12528,2.36069,9.364183,11.527865,17.020692,30.007183,4457.375,5018.375,47.782544,,
06/30/1997,4742.449534,-21.0,0.0,0.0,575.0,,5296.449534,1438.0,39.986092,0.108563,2.635713,10.57089,12.778756,19.243597,34.561118,4974.212573,5528.212573,53.467627,,
09/30/1997,4914.951714,-23.0,0.0,0.0,653.0,,5544.951714,1444.0,45.221607,0.117765,2.859061,11.355904,13.586871,24.9969,54.112625,5074.5,5704.5,56.12697,,
12/31/1997,4809.40429,-17.0,0.0,0.0,694.0,,5486.40429,1384.0,50.144509,0.126495,2.940195,11.7734,13.960316,26.337867,61.431982,4926.150076,5603.150076,57.109592,,
03/31/1998,4701.7343,-108.0,0.0,0.0,826.0,,5419.7343,1456.0,56.730769,0.152406,3.009292,11.8077,13.825853,24.760415,56.522066,4809.125075,5527.125075,56.915037,,
06/30/1998,3889.06793,-32.0,0.0,0.0,935.0,,4792.06793,1583.0,59.065066,0.195114,2.747745,10.69658,12.479344,24.965243,74.935096,3952.112437,4855.112437,50.673785,,
09/30/1998,2844.002592,-47.0,0.0,0.0,1396.0,,4193.002592,2087.0,66.890273,0.332936,2.321707,9.422478,11.151603,26.876165,139.711147,2870.96875,4219.96875,44.322091,,
12/31/1998,2747.56308,-68.0,200.0,0.0,3662.0,,6541.56308,4421.0,82.831938,0.559805,3.04968,12.92799,16.436088,33.887268,181.513642,2719.550083,6513.550083,64.878435,,
03/31/1999,2546.63925,-46.0,562.0,0.0,3287.0,,6349.63925,4410.0,74.535147,0.517667,2.533775,11.081395,14.87035,33.882814,311.256826,2562.875,6365.875,62.956852,,
06/30/1999,3972.095688,-78.0,562.0,0.0,3263.0,,7719.095688,4438.0,73.52411,0.422718,2.682104,11.85729,16.529113,37.332137,268.32121,3990.21875,7737.21875,76.39719,,
09/30/1999,3040.175375,-88.0,822.0,0.0,2739.0,,6513.175375,4418.0,61.996378,0.420532,2.047524,8.98369,12.871888,30.994458,379.998563,3017.075,6490.075,61.325293,,
12/31/1999,2965.604525,-63.0,992.0,0.0,2455.0,,6349.604525,4310.0,56.960557,0.386638,1.954928,8.698088,13.228343,15.566524,29.964925,2979.8375,6363.8375,59.68268,,
03/31/2000,1724.459826,-85.0,992.0,0.0,2541.0,,5172.459826,4408.0,57.645191,0.491256,1.589081,7.264691,11.171619,14.309746,34.149733,1723.7625,5171.7625,48.366401,,
06/30/2000,1507.120312,-65.0,992.0,0.0,2568.0,,5002.120313,4369.0,58.777752,0.513382,1.534393,7.270524,11.394352,14.478971,41.867555,1508.90625,5003.90625,46.673325,,
09/30/2000,1518.01375,-48.0,992.0,0.0,2155.0,,4617.01375,4010.0,53.740648,0.466752,1.415394,7.125021,11.45661,15.176942,63.063285,1519.85,4618.85,42.960954,,
12/31/2000,2050.020347,-54.0,,0.0,2603.0,,4599.020347,3419.0,76.133372,0.56599,1.45908,7.185969,11.67264,27.375121,-242.053702,2047.3125,4596.3125,42.764856,,
03/31/2001,1402.688674,-161.0,622.0,0.0,2711.0,,4574.688674,4108.0,65.993184,0.592609,1.604028,8.257561,13.696673,23.978265,131.513976,1401.621,4573.621,42.365214,,
06/30/2001,1224.293573,-41.0,622.0,0.0,2217.0,,4022.293573,3623.0,61.192382,0.551178,1.616028,7.902345,12.452921,32.103785,-375.575605,1223.79,4021.79,37.125015,,
09/30/2001,894.979074,-52.0,623.0,0.0,2227.0,,3692.979074,3585.0,62.119944,0.603036,1.761917,9.900748,16.486514,,,895.95,3693.95,34.042223,,
12/31/2001,1087.87472,-76.0,,,2210.0,,3221.87472,2922.0,75.633128,0.685936,1.814119,10.884712,17.229277,,,1082.0,3216.0,29.616229,,
03/31/2002,1451.055614,-52.0,,,2189.0,,3588.055614,2269.0,96.474218,0.61008,2.135747,12.080995,18.400285,,,1450.79,3587.79,32.911916,,
06/30/2002,1266.164012,-72.0,,,686.0,,1880.164012,892.0,76.90583,0.364862,1.133995,7.176199,12.966648,,,1264.4,1878.4,17.22518,,
09/30/2002,1005.754804,-108.0,,,684.0,,1581.754804,874.0,78.26087,0.432431,0.942081,4.443131,7.830469,,,1005.732,1581.732,14.484606,,
12/31/2002,962.446822,-209.0,,0.0,883.0,,1636.446822,760.0,116.184211,0.539584,0.959793,4.483416,7.273097,,,961.84,1635.84,14.962626,,
03/31/2003,956.327716,-218.0,625.0,0.0,878.0,,2241.327716,1394.0,62.984218,0.391732,1.280759,5.960978,9.660895,,,930.9,2215.9,20.39003,,
06/30/2003,1097.7714,-171.0,0.0,0.0,1378.0,,2304.7714,1363.0,101.100514,0.59789,1.286863,5.940132,9.038319,-10.647487,-8.276803,1059.3,2266.3,20.785053,,
09/30/2003,1256.553627,-222.0,0.0,0.0,1373.0,,2407.553627,1378.0,99.637155,0.570288,1.329406,6.578015,9.259822,20.710139,34.271226,1219.108,2370.108,21.708252,,
12/31/2003,1354.09508,-126.0,0.0,0.0,1348.0,,2576.09508,1359.0,99.190581,0.523273,1.395501,7.019333,9.832424,28.295645,59.850583,1355.42,2577.42,23.209862,,
03/31/2004,1262.372554,-67.0,,,1309.0,,2504.372554,1387.0,94.376352,0.522686,1.336378,7.074499,10.13916,51.532486,-1786.206895,1242.136,2484.136,22.774732,,
06/30/2004,1362.61039,-93.0,0.0,0.0,1362.0,,2631.61039,1443.0,94.386694,0.517554,1.380698,7.65003,11.150891,22.537721,45.55741,1321.396,2590.396,23.542555,,
09/30/2004,1595.026725,-99.0,0.0,0.0,1293.0,,2789.026725,1253.0,103.192338,0.463603,1.435054,8.102925,11.81791,279.17397,-43.503962,1534.725,2728.725,24.917219,,
12/31/2004,1665.302896,-126.5,0.0,0.0,1240.100048,,2778.902945,1352.000072,91.723371,0.446255,1.391678,8.769022,12.901128,12.760649,19.740551,1634.984977,2748.585025,24.780302,,
03/31/2005,1635.921,-55.6,0.0,0.0,1208.3,,2788.621,1294.8,93.319432,0.433297,1.377981,8.895123,13.153873,,,1601.145,2753.845,24.69992,,
06/30/2005,1596.12,-59.0,0.0,0.0,1175.1,,2712.22,1236.4,95.042058,0.433261,1.324068,8.729385,13.026993,,,1566.405,2682.505,24.044504,,
09/30/2005,1378.416,-73.2,0.0,0.0,1140.5,,2445.716,1206.6,94.521797,0.466326,1.182934,8.231962,12.658985,,,1352.754,2420.054,21.681879,,
12/31/2005,1273.92923,-77.3,0.0,0.0,1109.0,,2305.62923,1084.3,102.277967,0.480997,1.121961,7.708556,11.933899,,,1248.65,2280.35,20.45138,,
03/31/2006,1567.68,-160.5,0.0,0.0,1088.1,,2495.28,1146.6,94.897959,0.436063,1.199423,7.99001,12.025446,,,1524.9,2452.5,21.965493,,
06/30/2006,1730.484,-81.9,0.0,12.4,986.2,,2647.184,1017.6,96.914308,0.372547,1.293391,8.419796,12.49261,,,1690.808,2607.508,23.343774,,
09/30/2006,1791.472,-123.9,0.0,13.1,1006.6,0.0,2687.272,1096.7,91.784444,0.374581,1.317161,8.062622,11.469364,,,1761.509,2657.309,23.655563,,
12/31/2006,2240.50377,-171.8,0.0,12.7,995.5,,3076.90377,1251.1,79.569978,0.32354,1.511769,8.947089,12.376926,,,2183.961,3020.361,26.518595,,
03/31/2007,2278.364,-159.8,0.0,13.2,977.1,,3108.864,1331.2,73.39994,0.314295,1.546468,8.662201,11.870424,,,2245.146,3075.646,26.662642,,
06/30/2007,2293.155,-237.9,0.0,13.7,959.1,,3028.055,1376.3,69.686842,0.316738,1.471144,7.928921,10.768332,,,2265.645,3000.545,25.947344,,
09/30/2007,2429.912,-148.6,0.0,22.1,817.6,,3121.012,1298.1,62.984362,0.261966,1.493736,7.847654,10.684738,,,2421.504,3112.604,26.998374,,
12/31/2007,2205.863777,-116.5,0.0,22.1,796.0,,2907.463777,1296.1,61.415014,0.273778,1.361045,7.173609,9.845797,,,2209.77,2911.37,25.504487,,
03/31/2008,2068.84469,-99.1,0.0,20.9,807.6,,2798.24469,1331.6,60.648843,0.288609,1.276455,6.922921,9.566649,7.809715,11.558073,2055.796,2785.196,24.738394,,
06/30/2008,1906.318,-106.6,0.0,21.1,816.7,,2637.518,1397.1,58.456803,0.309647,1.169216,6.730079,9.326443,9.560909,15.892034,1897.853,2629.053,23.423783,,
09/30/2008,2228.354,-116.7,0.0,21.2,810.4,,2943.254,1404.2,57.712577,0.275342,1.270067,8.030707,11.208126,12.325916,23.738632,2218.459,2933.359,26.139023,,
