Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,1-4 Family Residential Loans,Auto Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1997,6159.435059,136.112,,,,,,,0.0,,777.372986,,,,,,,,,,3623.951904,-118.5,3505.451904,181.078003,,,,,,,0.0,5064.87207,,,,,,,869.801025,293.734009,,,,,,,3866.331055,,,,,,,,,,308.604004,5338.470093,0.0,492.618011,,,0.0,,328.346985,820.964996,0.0,820.964996,6159.435089,
09/30/1997,6311.770996,57.771999,,,,,,,0.0,,575.463989,,,,,,,,,,4329.798828,-147.0,4182.798828,180.740005,,,,,,,0.0,5497.795002,,,,,,,1050.014038,321.463013,,,,,,,3705.395996,,,,,,,,,,392.834015,5469.707062,0.0,504.833008,,,-36.689999,,373.920986,842.063995,0.0,842.063995,6311.771057,
12/31/1997,7078.278809,5.039,,,,,,,0.0,,640.664001,,,,,,,,,,4861.687012,-183.0,4678.687012,162.725998,,,,,,,0.0,6269.849809,,,,,,,1313.654053,2014.274048,,,,,,,2512.275879,,,,,,,,,,344.81601,6185.019989,0.0,514.22699,,,-48.646999,,427.679012,893.259003,0.0,893.259003,7078.278992,
03/31/1998,7223.901855,2.983,,,,,,,0.0,,740.812012,,,,,,,,,,4748.186035,-213.0,4535.186035,163.757004,,,,,,,0.0,6316.34984,,,,,,,1160.849976,723.614014,,,,,,,3861.898926,,,,,,,,,,490.023987,6236.386902,0.0,543.844971,,,-44.404999,,488.075012,987.514984,0.0,987.514984,7223.901886,
09/30/1998,8580.776367,14.974,,,,,,,0.0,,971.536011,,,,,,,,,,5666.998047,-231.0,5435.998047,228.550003,,,,,,,0.0,7365.716353,,,,,,,1598.334961,1413.589966,,,,,,,3853.189941,,,,,,,,,,546.53302,7411.647888,0.0,600.202026,,,-74.929001,,643.855026,1169.128052,0.0,1169.128052,8580.77594,
12/31/1998,9419.40332,15.974,,,,,,,0.0,,886.059998,,,,,,,,,,6157.11084,-231.0,5926.11084,242.147003,,,,,,,0.0,8275.22232,,,,,,,1999.979004,2443.649902,,,,,,,3037.943115,,,,,,,,,,667.424988,8148.997009,0.0,600.164001,,,-70.250999,,740.493004,1270.406006,0.0,1270.406006,9419.403015,
03/31/1999,10151.63,13.276,,,,,,,0.0,,703.747,,,,,,,,,,7245.847,-251.0,6994.847,283.159,,0.0,,,,,,9151.448,,,,,,,2204.162,1171.44,,,,,,,4708.033,,,,,,,,,,748.78,8832.415,0.0,607.595,,,-68.008,757.071,22.554,1319.212,0.0,1319.212,10151.627,
06/30/1999,10580.624,98.198,,,,,,,0.0,,947.538,,,,,,,,,,7426.974,-266.0,7160.974,347.168,,0.0,,,,,,9187.72,,,,,,,2414.933,1356.374,,,,,,,4637.824,,,,,,,,,,768.557,9177.688,0.0,628.793,,,-77.962,839.387,12.718,1402.936,0.0,1402.936,10580.624,
09/30/1999,11372.91,59.934,,,,,,,0.0,,680.312,,,,,,,,,,8286.21,-306.0,7980.21,429.504,,0.0,,,,,,10203.16,,,,,,,3576.4,1016.868,,,,,,,4426.35,,,,,,,,,,916.11,9935.728,0.0,627.768,,,-87.94,929.585,-32.232,1437.181,0.0,1437.181,11372.909,
12/31/1999,13336.443,246.497,,,,,,,0.0,,726.559,,,,,,,,,,9913.549,-342.0,9571.549,470.732,,0.0,,,,,,11892.655,,,,,,,3783.809,2780.466,,,,,,,4180.548,,,,,,,,,,1076.013,11820.836,0.0,615.587,,,-91.014,1022.296,-31.262,1515.607,0.0,1515.607,13336.443,
03/31/2000,12525.058,198.575,,,,,,,0.0,,748.939,,,,,,,,,,9449.498,-372.0,9077.498,501.238,,,,,,,0.0,11076.306,,,,,,,4096.241,1955.978,,,,,,,3818.936,,,,,,,,,,1102.822,10973.977,0.0,600.009,,,-140.949,1123.823,-31.802,1551.081,0.0,1551.081,12525.058,
06/30/2000,15126.891,189.225,,,,,,,0.0,,1354.223,,,,,,,,,,11382.78,-407.0,10975.78,545.262,,0.0,,,,,0.0,13038.181,,,,,,,5288.927,2773.05,,,,,,,4176.394,,,,,,,,,,1242.944,13481.315,0.0,580.912,,,-132.706,1231.193,-33.823,1645.576,0.0,1645.576,15126.891,
09/30/2000,16378.825,222.468,,,,,,,0.0,,1497.194,,,,,,,,,,12331.088,-457.0,11874.088,560.974,,0.0,,,,,0.0,14098.189,,,,,,,6323.924,2820.533,,,,,,,4119.101,,,,,,,,,,1339.879,14603.437,0.0,561.592,,,-108.948,1348.081,-25.337,1775.388,0.0,1775.388,16378.825,
12/31/2000,18889.341,236.707,,,,,,,0.0,,1226.577,,,,,,,,,,15112.712,-527.0,14585.712,664.461,,0.0,,,,,,16761.596,,,,,,,8379.025,2925.938,,,,,,,4050.597,,,,,,,,,,1571.267,16926.827,0.0,577.176,,,-88.686,1471.106,2.918,1962.514,0.0,1962.514,18889.341,
03/31/2001,20802.0,49.842,,,,,,,0.0,,1601.762,,,,,,,,,,15571.75,-597.0,14974.75,709.207,,0.0,0.0,,,,,18441.189,,,,,,,9390.524,1845.509,,,,,,,5040.761,,,,,,,,,,2075.966,18352.76,0.0,976.589,,,-47.199,1609.261,-89.406,2449.245,0.0,2449.245,20802.005,
06/30/2001,21660.33,134.918,,,,,,,0.0,,1787.144,,,,,,,,,,16326.62,-647.0,15679.62,729.525,,0.0,0.0,,,,,19008.743,,,,,,,10029.74,2320.734,,,,,,,4757.481,,,,,,,,,,1810.841,18918.796,0.0,1091.7,,,-45.631,1759.089,-63.621,2741.537,0.0,2741.537,21660.333,
09/30/2001,23513.44,64.884,,,,,,,0.0,,2058.229,,,,,,,,,,17479.71,-727.0,16752.71,740.144,,0.0,0.0,,,,,20650.183,,,,,,,11075.5,1810.208,,,,,,,5462.025,,,,,,,,,,2182.412,20530.145,0.0,1156.332,,,-45.559,1918.876,-46.356,2983.293,0.0,2983.293,23513.438,
12/31/2001,28184.047,707.238,,,,,,,0.0,,2558.007,,,,,,,,,,20921.014,-840.0,20081.014,759.683,,0.0,0.0,,,,,24159.119,,,,,,,12838.968,3995.528,,,,,,,5335.229,,,,,,,,,,2690.844,24860.569,0.0,1352.285,,,-34.97,2090.761,-84.598,3323.478,0.0,3323.478,28184.047,
03/31/2002,31264.71,350.738,,,,,,,0.0,,2367.019,,,,,,,,,,24427.64,-990.0,23437.64,789.572,,0.0,0.0,,,,,27757.381,,,,,,,14633.87,4879.427,,,,,,,5422.896,,,,,,,,,,2648.885,27585.078,0.0,1534.248,,,-34.952,2273.049,-92.714,3679.631,0.0,3679.631,31264.709,
06/30/2002,33834.479,1125.344,,,,,,,0.0,,2569.603,,,,,,,,,,24965.21,-1237.0,23728.21,808.972,,0.0,0.0,,,,,29330.56,,,,,,,16014.392,4590.716,,,,,,,6069.719,,,,,,,,,,3145.746,29820.573,0.0,1602.711,,,-34.952,2480.363,-34.216,4013.906,0.0,4013.906,33834.479,
09/30/2002,36909.97,733.04,,,,,,,0.0,,2766.828,,,,,,,,,,28104.186,-1595.0,26509.186,789.726,,357.348,357.348,,,,,32263.028,,,,,,,16885.553,6638.56,,,,,,,5561.489,,,,,,,,,,3488.857,32574.459,0.0,1638.965,,,-34.952,2733.231,-1.733,4335.511,0.0,4335.511,36909.97,
12/31/2002,37382.38,918.778,,,,,,,0.0,,3314.339,,,,,,,,,,27853.652,-1720.0,26133.652,770.326,,358.975,358.975,,,,,32019.962,,,,,,,17325.965,6365.075,,,,,,,5565.615,,,,,,,,,,3502.554,32759.209,0.0,1706.741,,,-34.952,2966.948,-15.566,4623.171,0.0,4623.171,37382.38,
03/31/2003,37910.97,328.791,,,,,,,0.0,,3106.97,,,,,,,,,,28115.06,-1635.0,26480.06,769.112,,359.221,359.221,,,,,33346.876,,,,,,,18489.39,6576.876,,,,,,,5116.591,,,,,,,,,,2799.447,32982.304,0.0,1733.158,,,-49.166,3270.029,-25.356,4928.665,0.0,4928.665,37910.969,
06/30/2003,40366.651,3195.688,,,,,,,0.0,,4293.478,,,,,,,,,,26848.578,-1590.0,25258.578,760.376,,359.568,359.568,,,,,31757.541,,,,,,,19821.881,6237.419,,,,,,,5987.125,,,,,,,,,,3013.236,35059.661,0.0,1764.753,,,-49.166,3550.78,40.623,5306.99,0.0,5306.99,40366.651,
09/30/2003,43446.337,1302.645,,,,,,,0.0,,5405.953,,,,,,,,,,30617.843,-1570.0,29047.843,898.997,,359.891,359.891,,,,,35478.851,,,,,,,20936.517,7519.77,,,,,,,6338.772,,,,,,,,,,3028.084,37823.143,0.0,1835.825,,,-49.166,3820.99,15.545,5623.194,0.0,5623.194,43446.337,
12/31/2003,46283.706,1980.282,,,,,,,0.0,,4963.257,,,,,,,,,,32850.269,-1595.0,31255.269,902.6,,355.935,355.935,,,,,38081.632,,,,,,,22416.332,7796.613,,,,,,,7016.02,,,,,,,,,,3002.93,40231.895,0.0,1939.666,,,-49.521,4078.508,83.158,6051.811,0.0,6051.811,46283.706,
03/31/2004,49146.425,1769.249,,,,,,,0.0,,4245.661,,,,,,,,,,33171.516,-1495.0,31676.516,898.802,,352.157,352.157,,,,,41880.556,,,,,,,23610.851,8254.383,,,,,,,7224.798,,,,,,,,,,3214.165,42304.197,0.0,2221.272,,,-49.428,4522.976,147.408,6842.228,0.0,6842.228,49146.425,
06/30/2004,50069.661,1720.159,,,,,,,0.0,,4207.102,,,,,,,,,,34551.343,-1425.0,33126.343,868.203,,352.157,352.157,,,,,42922.04,,,,,,,24178.756,7885.34,,,,,,,7727.81,,,,,,,,,,3056.698,42848.604,0.0,2350.829,,,-49.428,4924.023,-4.367,7221.057,0.0,7221.057,50069.661,
09/30/2004,51959.555,1442.867,,,,,,,0.0,,5188.547,,,,,,,,,,35160.635,-1395.0,33765.635,812.724,,352.157,352.157,,,,,44163.26,,,,,,,25354.323,8490.631,,,,,,,6968.182,,,,,,,,,,3216.359,44029.495,0.0,2466.069,,,-49.703,5407.883,105.811,7930.06,0.0,7930.06,51959.555,
12/31/2004,53747.255,1411.211,,,,,,,0.0,,4334.128,,,,,,,,,,38215.591,-1505.0,36710.591,817.704,,352.157,352.157,,,,,46832.055,,,,,,,25636.802,11092.178,,,,,,,5419.631,,,,,,,,,,3210.455,45359.066,0.0,2713.811,,,-66.753,5596.372,144.759,8388.189,0.0,8388.189,53747.255,
03/31/2005,55631.566,1220.31,,,,,,,0.0,,5864.359,,,,37959.203,,,,,,37959.203,-1440.0,36519.203,806.411,,747.756,747.756,,,,,46992.73,,,,,,,25854.025,,,,,,,,17119.667,,,,,,,,,,3678.144,46651.836,0.0,2880.773,,,-67.113,6096.328,69.742,8979.73,0.0,8979.73,55631.566,
06/30/2005,56995.967,2586.088,,,,,,,0.0,,5165.48,,,,38610.787,,,,,,38610.787,-1405.0,37205.787,782.372,,739.889,739.889,,,,,47722.138,,,,,,,26521.031,,,,,,,,16385.252,,,,,,,,,,3677.903,46584.186,0.0,3785.724,,,-69.696,6620.729,75.024,10411.781,0.0,10411.781,56995.967,
09/30/2005,60424.517,4602.602,,,,,,,0.0,,6494.039,,,,38851.763,,,,,,38851.763,-1447.0,37404.763,768.198,,736.058,736.058,,,,,47823.62,,,,,,,26772.538,,,,,,,,18265.07,,,,,,,,,,4349.682,49387.29,0.0,3982.207,,,-69.88,7104.796,20.104,11037.227,0.0,11037.227,60424.517,
12/31/2005,88701.411,4071.267,,,,,,,0.0,,5468.089,4050.068,,,49383.37,,,,,,59847.681,-1790.0,58057.681,1191.406,,4300.577,3906.399,,,,,73670.072,,,,,,,47933.267,2016.94,,,,,,,20261.2,,,,,,,,,,4361.09,74572.497,0.0,6851.572,,,-106.802,7378.015,6.129,14128.914,0.0,14128.914,88701.411,
03/31/2006,89273.079,5297.575,,,,,,,0.0,,5805.528,10196.63,,,47922.029,,,,,,58118.659,-1675.0,56443.659,1387.302,,3941.128,3941.128,,,,,72841.546,,,,,,,47779.485,,,,,,,,22270.807,,,,,,,,,,4053.541,74103.833,0.0,7035.124,,,-111.064,8253.334,-8.148,15169.246,0.0,15169.246,89273.079,
06/30/2006,89530.186,2598.046,,,,,,,0.0,,5344.779,10737.631,,,49865.172,,,,,,60602.803,-1765.0,58837.803,1467.922,,3933.621,3933.621,,,,,76185.818,,,,,,,47186.813,,,,,,,,22327.088,,,,,,,,,,4119.222,73633.123,0.0,7154.436,,,-115.336,8797.836,60.127,15897.063,0.0,15897.063,89530.186,
09/30/2006,94906.746,5599.649,,,,,,,0.0,,6146.217,10890.784,,,52721.385,,,,,,63612.169,-1840.0,61772.169,1532.006,,3964.177,3964.177,,,,,77664.697,,,,,,,47613.15,,,,,,,,26321.611,,,,,,,,,,4295.008,78229.769,0.0,7240.85,,,-115.377,9377.57,173.934,16676.977,0.0,16676.977,94906.746,
12/31/2006,149755.431,4660.496,,,,,,,0.0,,5405.661,31744.239,,,64767.9,,,,,10435.295,106947.434,-2180.0,104767.434,2203.28,,14894.691,13635.435,,,,,122591.303,,,,,,,85770.892,5452.537,,,,,,,28529.94,,,,,,,,,,4840.444,124593.813,0.0,15337.259,,,-128.417,9760.184,266.18,25235.206,0.0,25235.206,149829.019,
03/31/2007,148698.605,11425.158,,,,0.0,,,0.0,,6091.896,31352.707,,,59516.789,,,,,4738.765,95608.261,-2105.0,93503.261,2258.861,,13619.445,13619.445,,,,,115303.245,,,,,,,87663.75,,,,,,,,29680.863,,,,,,,,,,5333.222,122677.835,0.0,15469.487,,,-133.485,10401.31,283.458,26020.77,0.0,26020.77,148698.605,
06/30/2007,145937.957,7047.822,,,,,,,0.0,,6250.303,32000.878,,,59616.475,,,,,,91617.353,-2120.0,89497.353,2260.928,,13612.005,13612.005,,,,,116766.899,,,,,,,85680.455,,,,,,,,29903.795,,,,,,,,,,5167.046,120751.296,0.0,15686.183,,,-1886.147,11141.194,245.431,25186.661,0.0,25186.661,145937.957,
09/30/2007,147154.835,4445.661,,,,,,,0.0,,7699.552,33575.245,,,61829.972,,,,,,96859.674,-2320.0,94539.674,2268.034,,12952.838,12952.838,,,,,119788.75,,,,,,10840.189,83342.814,,,,,,,,33506.701,,,,,,,,,,5518.468,122367.983,0.0,15772.708,,,-2381.082,11049.042,346.184,24786.852,0.0,24786.852,147154.835,
12/31/2007,150639.412,4821.409,,,,,,,0.0,,5557.196,37356.257,,,64448.77,,,,,315.863,102120.89,-2963.0,99157.89,2299.603,,12830.74,12830.74,,,,,125130.464,,,,,,,82990.462,5028.676,,,,,,,32267.713,,,,,,,,,,6009.406,126296.257,0.0,15864.682,,,-3153.386,11267.568,315.248,24294.112,0.0,24294.112,150590.369,
03/31/2008,150608.527,4830.004,,,,0.0,,,0.0,,6147.262,37935.103,,,60420.985,,,,,192.584,98548.672,-3273.355,95275.317,2316.233,,12826.419,12826.419,,,,,124488.609,,,,,,,87694.942,,,,,,,,31508.062,,,,,,,,,,6785.996,125989.0,0.0,15922.443,,,-3163.204,11676.715,183.573,24619.527,0.0,24619.527,150608.527,
06/30/2008,151114.271,2280.244,2244.371,,,25028.853,,,0.0,,6080.501,37377.874,,,59687.364,,,,,111.824,97177.062,-3311.003,93866.059,2321.487,,12826.738,12826.738,,,,,102576.448,,,,,,,92407.06,,,,,,,,27808.524,,,,,,,,,,5977.222,126192.806,0.0,15971.033,,,-3165.048,11988.877,126.603,24921.465,0.0,24921.465,151114.271,
09/30/2008,154803.113,5620.741,,,,,,,0.0,,5731.54,38242.932,,,59722.419,,,,,,98064.251,-3519.61,94544.641,2305.286,,12815.642,12815.642,,,,,128329.904,,,,,,10665.286,98912.974,,,,,,,,24240.928,,,,,,,,,,6037.671,129191.573,0.0,16756.461,,,-3165.411,12222.17,-201.68,25611.54,0.0,25611.54,154803.113,
12/31/2008,165913.452,7491.343,,,,,,,,,7170.663,38784.845,,,62232.926,,,,,68.462,101086.233,-4523.96,96562.273,2313.106,,12826.747,11964.487,,,,,136111.593,,11293.852,97326.937,46812.897,50514.04,,108620.789,833.363,,,,,,,22345.128,,,,,,,,,,7501.739,139301.019,3096.466,17282.486,,,-3165.887,10621.164,-1221.796,26612.433,,26612.433,165913.452,
03/31/2009,177387.459,3076.926,4677.399,663.721,4013.678,36417.941,36326.951,90.99,,0.0,5666.246,39527.706,,39527.706,65999.205,17303.729,18371.93,20904.458,9419.088,289.337,105816.248,-4648.031,101168.217,2790.733,2790.733,14163.055,13076.754,1086.301,,1657.213,0.0,7769.729,,12422.456,108696.442,55072.833,53623.609,0.0,121118.898,,,,,,,,22868.304,,,,22868.304,,,,,1232.108,5423.988,150643.298,3115.722,17352.642,4.425,17348.217,-3168.842,10296.686,-852.047,26744.161,0.0,26744.161,177387.459,
06/30/2009,171911.307,3001.944,1769.983,603.564,1166.419,37754.71,37667.165,87.545,,0.0,6171.169,37547.569,,37547.569,63526.06,17983.677,17058.113,20112.281,8371.989,319.975,101393.604,-4481.827,96911.777,2824.785,2824.785,14415.376,13381.056,1034.32,,1202.764,0.0,7858.799,,12603.548,104120.642,56474.943,47645.699,0.0,116724.19,,,,,,,,23353.208,,,,23353.208,,,,,1049.641,5454.692,146581.731,0.0,18896.353,5.019,18891.334,-3169.297,10001.299,-398.779,25329.576,0.0,25329.576,171911.307,
09/30/2009,168503.921,2719.1,1408.103,544.793,863.31,37776.609,37693.001,83.608,,0.0,7932.938,29862.418,16332.831,13529.587,66573.264,26093.459,15838.327,19295.218,5346.26,488.641,96924.323,-4513.493,92410.83,2773.173,2773.173,14489.927,13524.978,964.949,,1424.673,0.0,7568.568,,12734.589,101768.522,60711.353,41057.169,0.0,114503.111,,,,,,,,21334.95,,,,21334.95,,,,,968.577,5475.131,142281.769,0.0,18933.74,5.021,18928.719,-3172.367,10404.255,56.524,26222.152,0.0,26222.152,168503.921,
12/31/2009,169646.0,3100.0,5585.0,542.0,5043.0,38910.0,38830.0,80.0,,,8064.0,29613.0,15996.0,13617.0,60554.0,15603.0,14893.0,18186.0,11872.0,720.0,90887.0,-4127.0,86760.0,2736.0,2736.0,14502.0,13596.0,906.0,3712.0,1069.0,,5208.0,,13439.0,102370.0,67190.0,35180.0,0.0,115809.0,2281.16,1140.0,0.0,0.0,,1141.16,0.0,18732.84,0.0,0.0,,18732.84,71.0,11.0,60.0,1436.0,407.0,4319.0,143056.0,0.0,18960.0,5.0,18955.0,-3180.0,10727.0,83.0,26590.0,0.0,26590.0,169646.0,
03/31/2010,200707.587,2928.702,4569.664,477.108,4092.556,38251.017,38251.017,,,0.0,1340.711,29612.138,15682.995,13929.143,100038.036,57641.332,13966.471,17446.43,10983.803,711.792,130361.966,-7751.745,122610.221,2735.192,2735.192,14438.407,13589.339,849.068,,1081.909,0.0,12751.764,,13773.082,104013.477,72107.489,31905.988,0.0,117786.559,,,,,,,,52672.098,,,,52672.098,,,,,471.609,5402.939,176333.205,0.0,18995.904,5.041,18990.863,-3198.257,8417.819,158.916,24374.382,0.0,24374.382,200707.587,
06/30/2010,197489.0,2668.0,2531.0,384.0,2147.0,39424.0,39424.0,,,0.0,1283.0,29575.0,15557.0,14018.0,97095.0,56874.0,13322.0,17221.0,9678.0,719.0,127389.0,-6799.0,120590.0,2730.0,2730.0,14382.0,13588.0,794.0,,1463.0,0.0,12418.0,,14159.0,103172.0,75616.0,27556.0,0.0,117331.0,728.0,728.0,,,,,,47290.0,,,,47290.0,,,,,577.0,6293.0,172219.0,0.0,19034.0,5.0,19029.0,-3200.0,8969.0,467.0,25270.0,0.0,25270.0,197489.0,
09/30/2010,196933.0,2015.0,2927.0,536.0,2391.0,39926.0,39926.0,,,0.0,1152.0,29542.0,15273.0,14269.0,96323.0,56797.0,12763.0,17643.0,9120.0,666.0,126531.0,-6175.0,120356.0,2722.0,2722.0,14380.0,13593.0,787.0,,1805.0,0.0,11650.0,,14471.0,104741.0,78372.0,26369.0,0.0,119212.0,947.0,947.0,,,,,,43386.0,,,,43386.0,,,,,663.0,6664.0,170872.0,0.0,19064.0,5.0,19059.0,-3202.0,9730.0,469.0,26061.0,0.0,26061.0,196933.0,
12/31/2010,197503.0,2067.0,3182.0,406.0,2776.0,41537.0,41537.0,,,0.0,1188.0,29742.0,15238.0,14504.0,95754.0,57683.0,12103.0,17867.0,8101.0,679.0,126175.0,-5628.0,120547.0,2749.0,2749.0,14324.0,13591.0,733.0,3953.0,1319.0,,6637.0,,15048.0,107162.0,84098.0,23064.0,0.0,122210.0,1517.0,1517.0,0.0,0.0,,,0.0,40279.0,0.0,0.0,,40279.0,69.0,11.0,58.0,1238.0,636.0,5013.0,170962.0,0.0,19089.0,5.0,19084.0,-3202.0,10406.0,248.0,26541.0,0.0,26541.0,197503.0,
03/31/2011,199300.0,2028.0,5943.0,546.0,5397.0,41566.0,41566.0,,,0.0,1137.0,30017.0,15323.0,14694.0,93611.0,56195.0,11741.0,18342.0,7333.0,581.0,124209.0,-5067.0,119142.0,2739.0,2739.0,14356.0,13597.0,759.0,,1159.0,0.0,11230.0,,16349.0,109097.0,87301.0,21796.0,0.0,125446.0,1970.0,1970.0,,,,,,37827.0,,,,37827.0,,,,,619.0,5888.0,171750.0,0.0,19146.0,5.0,19141.0,-3240.0,11399.0,245.0,27550.0,0.0,27550.0,199300.0,
06/30/2011,199753.0,1954.0,4689.0,652.0,4037.0,39474.0,39474.0,,,0.0,1133.0,31203.0,15677.0,15526.0,97297.0,59945.0,11323.0,19223.0,6806.0,545.0,129045.0,-4488.0,124557.0,2754.0,2754.0,14317.0,13596.0,721.0,,1410.0,0.0,9465.0,,16839.0,109278.0,88884.0,20394.0,0.0,126117.0,2575.0,2575.0,,,,,,35160.0,,,,35160.0,,,,,549.0,6671.0,171072.0,0.0,19193.0,5.0,19188.0,-3241.0,12287.0,442.0,28681.0,0.0,28681.0,199753.0,
