Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1992,1.617,1.41,0.078,-0.756,,,-0.756,0.885,,,,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,-5.207,1.632,0.091,-0.696,,,-0.696,-6.234,,,,-6.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,-4.591,3.502,0.112,-0.668,,,-0.668,-7.537,,,,-7.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,11.677,0.506,0.119,6.012,,,6.012,5.04,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,5.226,1.656,0.185,-0.431,,,-0.431,3.816,,,,3.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,-5.713,1.98,0.214,0.634,,,0.634,-8.541,,,,-8.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,-1.676,5.708,0.241,-2.338,,,-2.338,-5.287,,,,-5.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,9.867,2.141,0.298,1.207,,,1.207,6.221,,,,6.221,,,,,,,,,,,,,,,,,,,,,,,,,,9.867,,,
03/31/1994,0.499,2.139,0.271,-0.209,,,-0.209,-1.702,,,,-1.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,-6.705,2.497,0.297,-1.386,,,-1.386,-8.113,,,,-8.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,-3.037,4.575,0.749,3.344,,,3.344,-11.705,,,,-11.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,3.148,6.134,0.186,0.975,,,0.975,-4.147,,,,-4.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,3.653,2.416,0.562,-0.5,,,-0.5,1.175,,,,1.175,,,-1.938,,,,-1.938,,,,,,,,,,1.938,,,,,,,,,,,,
06/30/1995,2.584,3.006,0.653,0.746,,,0.746,-5.474,,,,-5.474,,,-2.16,,,,-2.16,,,,,,,,,,2.16,,,,,,,,,,,,
09/30/1995,0.964,2.809,0.615,0.55,,,0.55,-3.01,,,,-3.01,,,-1.141,,,,-1.141,,,,,,,,,,1.141,,,,,,,,,,,,
12/31/1995,4.57,3.826,0.652,0.753,,,0.753,2.992,,,,2.992,,-0.987,-0.987,,,,-0.987,,,,,,,,,,0.0,,,,,,,,,3.583,,,
03/31/1996,3.984,2.34,0.71,0.392,,,0.392,0.542,,,,0.542,,,-0.814,,,,-0.814,,,,,,,,,,0.814,,,,,,,,,,,,
06/30/1996,-6.033,2.585,0.763,-1.11,,,-1.11,-8.271,,,,-8.271,,,-1.713,,,,-1.713,,,,,,,,,,1.713,,,,,,,,,,,,
09/30/1996,-7.282,3.83,0.837,0.706,,,0.706,-12.655,,,,-12.655,,,-0.766,,,,-0.766,,,,,,,,,,0.766,,,,,,,,,,,,
12/31/1996,20.268999,4.836,0.816,0.766,,,0.766,13.851,,,,13.851,,,-0.891,,,,-0.891,,,,,,,,,,0.891,,,,,,,,,,,,
04/05/1997,0.554,2.974,0.716,-0.805,,,-0.805,-2.331,,,,-2.331,,-2.087,-0.92,0.0,,,-0.92,,,0.0,0.0,0.0,,,,,-1.167,1.912,0.0,0.951,1.256,1.256,0.0,-0.295,,0.379,,,
07/05/1997,0.572,3.634,0.766,-0.9,,,-0.9,-2.928,,,,-2.928,,-2.872,-2.948,0.0,,,-2.948,,,0.0,0.0,0.0,,,,,0.076,0.894,0.0,0.56,0.538,0.538,0.0,-0.204,,-1.406,,,
10/04/1997,3.016,5.51,0.87,0.473,,,0.473,-3.838,,,,-3.838,,-2.244,-2.328,0.0,,,-2.328,,,0.0,0.0,0.0,,,,,0.084,0.015,0.0,-0.477,0.492,0.492,0.0,0.0,,0.787,,,
01/03/1998,18.938999,6.824,0.695,1.931,,,1.931,9.49,,,,9.49,,-0.273,-1.167,0.0,,,-1.167,,,0.0,0.0,0.0,,,,,0.894,-9.304,0.0,-8.028,-0.662,0.0,-0.662,-0.614,,9.362,,,
04/04/1998,8.027,4.666,0.794,0.745,,,0.745,1.822,,,,1.822,,-0.53,-0.479,0.0,,,-0.479,,,0.0,0.0,0.0,,,,,-0.051,-3.198,0.0,-4.053,1.188,1.188,0.0,-0.333,,4.299,,,
07/04/1998,1.947,5.704,0.907,-0.226,,,-0.226,-4.438,,,,-4.438,,-1.3,-1.295,0.0,,,-1.295,,,0.0,0.0,0.0,,,,,-0.005,4.738,0.0,-0.155,4.947,4.947,0.0,-0.054,,5.385,,,
10/03/1998,1.041,9.056,0.758,3.216,,,3.216,-11.989,,,,-11.989,,-1.927,-1.85,0.0,,,-1.85,,,0.0,0.0,0.0,,,,,-0.077,-1.953,0.0,0.162,-2.275,0.372,-2.647,0.16,,-2.839,,,
01/02/1999,30.016001,12.735,1.936,1.485,,,1.485,13.86,,,,13.86,,-2.356,-2.419,0.264,,,-2.683,,,0.0,0.0,0.0,,,,,0.063,1.654,0.0,0.721,0.0,0.0,0.0,0.933,,29.313999,,,
04/03/1999,13.239,10.431,1.417,0.872,,,0.872,0.519,,,,0.519,,-2.116,-1.806,0.0,,,-1.806,,,0.0,0.0,0.0,,,,,-0.31,0.403,0.0,-0.261,1.355,1.355,0.0,-0.691,,11.526,,,
07/03/1999,5.13,9.866,1.176,1.292,,,1.292,-7.204,,,,-7.204,,-5.041,-3.98,0.0,,,-3.98,,,0.0,0.0,0.0,,,,,-1.061,1.77,0.0,-0.021,2.326,2.326,0.0,-0.535,,1.859,,,
10/02/1999,-0.211,13.131,1.449,0.744,,,0.744,-15.535,,,,-15.535,,-7.507,-1.497,0.0,,,-1.497,,,0.0,0.0,0.0,,,,,-6.01,1.066,0.0,0.644,0.199,0.199,0.0,0.223,,-6.652,,,
01/01/2000,43.417,18.398001,1.847,0.755,,,0.755,22.417,,,,22.417,,-14.933,-3.207,0.078,,,-3.285,,,0.0,0.0,0.0,,,,,-11.726,-1.572,0.0,0.143,-1.108,0.886,-1.994,-0.607,,26.912001,,0.402,
04/01/2000,-0.369,12.628,1.756,0.992,,,0.992,-15.745,,,,-15.745,,2.975,-2.841,0.0,,,-2.841,,,0.0,0.0,0.0,,,,,5.816,-1.258,0.0,-0.042,0.116,0.383,-0.267,-1.332,,1.348,,,
07/01/2000,-3.999,11.948,1.18,0.356,,,0.356,-17.483,,,,-17.483,,-6.222,-4.165,0.0,,,-4.165,,,0.0,0.0,0.0,,,,,-2.057,-0.186,0.0,-0.143,0.115,0.115,0.0,-0.158,,-10.407,,,
09/30/2000,0.749,13.478,1.61,1.929,,,1.929,-16.268,,,,-16.268,,-6.075,-5.044,0.0,,,-5.044,,,0.0,0.0,0.0,,,,,-1.031,-13.257,0.0,0.185,-13.275,0.105,-13.38,-0.167,,-18.583,,,
12/30/2000,43.907001,17.829,1.89,1.035,,,1.035,23.153,,,,23.153,,-14.475,-8.291,0.0,,,-8.291,,,0.0,0.0,0.0,,,,,-6.184,-13.197,0.0,0.064,-14.192,0.235,-14.427,0.931,,16.235001,,0.062,
04/07/2001,6.933,10.001,2.025,0.307,,,0.307,-5.4,,,,-5.4,,2.517,-3.054,0.0,,,-3.054,,,0.0,0.0,0.0,,,,,5.571,-4.268,0.0,-0.373,-3.225,0.314,-3.539,-0.67,,5.182,,,
