Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
08/30/2015,,,,,,,,,,,,,,0.0,,,,,,
11/29/2015,,146.0,146.0,,5.070548,0.915068,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.257534,0.053425,,,,
02/28/2016,146.0,146.0,146.0,,4.991096,1.033562,0.871918,0.71,0.71,0.714384,0.71,0.71,0.71274,0.0,0.330137,0.040411,0.250685,10.10274,8.911644,
05/29/2016,146.046395,146.0,146.0,,5.321918,0.522603,0.355479,0.29,0.29,0.861747,0.29,0.29,0.859966,0.0,1.10411,0.804795,0.249236,9.590103,8.402125,
08/28/2016,,144.9,144.8,,5.361188,1.039365,0.86326,0.549724,0.549724,0.593267,0.549344,0.549344,0.592857,0.0,0.794199,0.384669,,,,
11/27/2016,146.046395,146.3,146.0,,5.415753,1.041781,0.859589,0.59,0.59,0.636301,0.59,0.59,0.628961,0.0,0.324658,-0.144521,0.475191,-5.19424,-6.358253,
02/26/2017,146.064772,146.5,146.1,,5.260096,1.182067,0.99384,0.57,0.57,0.593429,0.57,0.57,0.591843,0.1875,0.627652,0.102669,0.256735,-4.803348,-5.969954,
05/28/2017,146.080901,146.7,146.7,,5.674847,1.036128,0.835037,0.52,0.52,0.516019,0.51,0.51,0.508637,0.1875,1.314247,0.749148,0.390879,-4.430422,-5.59553,
08/27/2017,146.196958,146.8,146.2,,5.591655,1.153215,0.941176,0.56,0.56,0.580233,0.56,0.56,0.569741,0.1875,0.981532,0.267442,0.477438,-3.937838,-5.106809,
11/26/2017,146.207439,146.9,146.3,,5.636364,1.198906,0.955571,0.52,0.52,0.54067,0.52,0.52,0.537018,0.1875,0.264525,-0.074504,0.486295,-3.634562,-4.802081,
02/25/2018,146.230156,147.1,146.3,,5.901572,1.41285,1.156528,1.07,1.07,0.909774,1.06,1.06,0.905003,0.19125,0.874915,0.530417,0.337824,-2.682073,-3.855566,
05/27/2018,146.389723,147.1,147.1,,6.242012,1.174031,0.907546,0.68,0.68,0.653977,0.68,0.68,0.653977,0.19125,1.162475,0.482665,0.379808,-2.287046,-3.451745,
08/26/2018,146.447756,147.2,146.5,,6.245051,1.305119,1.041638,0.73,0.73,0.73,0.73,0.73,0.73,0.19125,1.555631,0.961775,1.02767,-1.675683,-2.823533,
11/25/2018,146.491903,147.4,146.6,,6.216917,1.450205,1.186903,0.74,0.74,0.74,0.74,0.74,0.74,0.19125,0.606412,0.037517,0.83008,-1.140677,-2.280672,
02/24/2019,146.38349,147.4,146.6,,6.321965,1.596862,1.321965,0.96,0.96,0.954297,0.95,0.95,0.943216,0.2,0.870396,0.366985,0.1175,-0.383923,-2.071955,
05/26/2019,146.069033,147.2,147.2,,6.816576,1.310462,1.005435,0.76,0.76,0.744565,0.75,0.75,0.740489,0.2,1.606658,0.995245,0.083522,-0.031492,-1.698512,
08/25/2019,146.062722,147.0,146.2,,6.764706,1.51026,1.162791,0.79,0.79,0.79,0.79,0.79,0.79,0.2,1.631327,1.287278,0.130081,0.63192,-1.742402,
11/24/2019,146.003204,147.1,146.2,,6.971272,1.681259,1.323529,0.96,0.96,0.96,0.95,0.95,0.95,0.2,0.730506,0.471956,0.16301,1.377367,-0.999293,
02/23/2020,146.038579,147.2,146.2,,6.411081,1.480164,1.111491,0.76,0.76,0.77565,0.76,0.76,0.773587,0.23,0.618331,0.346785,0.20611,1.851566,-0.490281,
05/31/2020,146.038893,146.2,146.2,,5.79275,0.588919,0.211354,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.23,0.945964,0.673051,9.339978,1.643398,-0.699129,
08/31/2020,,,,,,,,0.33,0.33,0.32,0.33,0.33,0.32,0.225,1.8,,,,,
11/30/2020,,,,,,,,0.647,0.647,0.667,0.647,0.647,0.667,0.225,0.44,,,,,
