Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1993,105.689003,51.811001,20.372999,7.088,,,7.088,26.417,,,,26.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.689003,,,
03/31/1994,78.904999,60.424,18.158001,3.965,,,3.965,-3.642,,,,-3.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,75.295998,62.375999,19.683001,6.54,,,6.54,-13.303,,,,-13.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,104.176003,61.257,23.924999,4.449,,,4.449,14.545,,,,14.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,117.322998,66.443001,44.334,4.346,,,4.346,2.2,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.322998,,,
03/31/1995,114.800003,71.099998,40.5,8.9,,,8.9,-5.7,,,,-5.7,,,-107.699997,,,,-107.699997,,,,,,,,,,107.699997,,,,,,,,,,,,,,
06/30/1995,110.300003,75.400002,44.099998,6.6,,,6.6,-15.8,,,,-15.8,,,-119.099998,,,,-119.099998,,,,,,,,,,119.099998,,,,,,,,,,,,,,
09/30/1995,126.199997,67.699997,42.099998,-7.9,,,-7.9,24.299999,,,,24.299999,,,-74.599998,,,,-74.599998,,,,,,,,,,74.599998,,,,,,,,,,,,,,
12/31/1995,150.699997,78.099998,54.5,6.3,,,6.3,11.8,,,,11.8,,,-83.300003,,,,-83.300003,,,,,,,,,,83.300003,,,,,,,,,,,,,,
03/31/1996,121.300003,72.0,45.700001,4.7,,,4.7,-1.1,,,,-1.1,,,-88.800003,,,,-88.800003,,,,,,,,,,88.800003,,,,,,,,,,,,,,
06/30/1996,109.400002,68.900002,44.799999,4.2,,,4.2,-8.5,,,,-8.5,,,-68.400002,,,,-68.400002,,,,,,,,,,68.400002,,,,,,,,,,,,,,
09/30/1996,111.699997,21.0,42.5,45.599998,,,45.599998,2.6,,,,2.6,,,-110.300003,,,,-110.300003,,,,,,,,,,110.300003,,,,,,,,,,,,,,
12/31/1996,120.599998,56.099998,50.0,2.5,,,2.5,12.0,,,,12.0,,,-106.5,,,,-106.5,,,,,,,,,,106.5,,,,,,,,,,,,,,
03/31/1997,101.0,55.0,48.0,6.0,,,6.0,-8.0,,,,-8.0,,-69.0,-65.0,0.0,,,-65.0,,,0.0,0.0,0.0,,,,,-4.0,0.0,0.0,-2.0,,,2.0,2.0,0.0,0.0,,32.0,,,
06/30/1997,121.0,62.0,49.0,7.0,,,7.0,3.0,,,,3.0,,-134.0,-113.0,0.0,,,-113.0,,,0.0,0.0,0.0,,,,,-21.0,-34.0,-30.0,-5.0,,,1.0,1.0,0.0,0.0,,-47.0,,,
09/30/1997,128.0,-315.0,44.0,392.0,,,392.0,7.0,,,,7.0,,-30.0,-75.0,0.0,,,-75.0,,,0.0,0.0,0.0,,,,,45.0,-1.0,0.0,-3.0,,,2.0,2.0,0.0,0.0,,97.0,,,
12/31/1997,120.0,75.0,47.0,-11.0,,,-11.0,9.0,,,,9.0,,-135.0,-119.0,0.0,,,-119.0,,,0.0,0.0,0.0,,,,,-16.0,-20.0,-30.0,9.0,,,1.0,1.0,0.0,0.0,,-35.0,,,
03/31/1998,135.0,75.0,49.0,4.0,,,4.0,7.0,,,,7.0,,-6.0,-23.0,90.0,,,-113.0,,,0.0,0.0,0.0,,,,,17.0,18.0,0.0,-3.0,,,21.0,21.0,0.0,0.0,,147.0,,,
06/30/1998,109.0,67.0,46.0,5.0,,,5.0,-9.0,,,,-9.0,,-128.0,-101.0,60.0,,,-161.0,,,0.0,0.0,0.0,,,,,-27.0,-31.0,-34.0,-1.0,,,4.0,4.0,0.0,0.0,,-50.0,,,
09/30/1998,146.0,76.0,51.0,4.0,,,4.0,15.0,,,,15.0,,-131.0,-121.0,0.0,,,-121.0,,,0.0,0.0,0.0,,,,,-10.0,-2.0,0.0,-5.0,,,3.0,3.0,0.0,0.0,,13.0,,,
12/31/1998,149.0,83.0,70.0,7.0,,,7.0,-11.0,,,,-11.0,,-97.0,-112.0,0.0,,,-112.0,,,0.0,0.0,0.0,,,,,15.0,-38.0,-34.0,-11.0,,,7.0,7.0,0.0,0.0,,14.0,,,
03/31/1999,210.0,87.0,117.0,10.0,,,10.0,-4.0,,,,-4.0,,-74.0,-103.0,0.0,,,-103.0,,,0.0,0.0,0.0,,,,,29.0,2.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,138.0,,,
06/30/1999,174.0,84.0,104.0,9.0,,,9.0,-23.0,,,,-23.0,,-159.0,-142.0,0.0,,,-142.0,,,0.0,0.0,0.0,,,,,-17.0,-4.0,-39.0,28.0,,,7.0,7.0,0.0,0.0,,11.0,,,
09/30/1999,200.0,79.0,88.0,8.0,,,8.0,25.0,,,,25.0,,-143.0,-166.0,0.0,,,-166.0,,,0.0,0.0,0.0,,,,,23.0,18.0,0.0,-2.0,,,20.0,20.0,0.0,0.0,,75.0,,,
12/31/1999,118.0,81.0,76.0,13.0,,,13.0,-52.0,,,,-52.0,,-222.0,-209.0,0.0,,,-209.0,,,0.0,0.0,0.0,,,,,-13.0,-36.0,-40.0,3.0,,,1.0,1.0,0.0,0.0,,-140.0,,,
03/31/2000,177.0,72.0,98.0,0.0,,,0.0,7.0,,,,7.0,,-149.0,-135.0,0.0,,,-135.0,,,0.0,0.0,0.0,,,,,-14.0,-2.0,0.0,-3.0,,,1.0,1.0,0.0,0.0,,26.0,,,
06/30/2000,168.0,72.0,93.0,3.0,,,3.0,0.0,,,,0.0,,-151.0,-151.0,0.0,,,-151.0,,,0.0,0.0,0.0,,,,,0.0,47.0,-44.0,89.0,,,2.0,2.0,0.0,0.0,,64.0,,,
09/30/2000,173.0,86.0,75.0,2.0,,,2.0,10.0,,,,10.0,,-228.0,-111.0,0.0,,,-111.0,,,0.0,0.0,0.0,,,,,-117.0,27.0,0.0,26.0,,,1.0,1.0,0.0,0.0,,-28.0,,,
12/31/2000,422.0,-1419.0,364.0,1425.0,,,1425.0,52.0,,,,52.0,,-181.0,-313.0,0.0,,,-313.0,,,0.0,0.0,0.0,,,,,132.0,-117.0,-50.0,-63.0,,,2.0,2.0,0.0,-6.0,,124.0,,,
03/31/2001,165.0,72.0,68.0,7.0,,-3.0,10.0,18.0,40.0,-12.0,,-10.0,,-151.0,-137.0,0.0,,,-137.0,,,0.0,0.0,0.0,,,,,-14.0,28.0,0.0,28.0,,,0.0,0.0,0.0,0.0,,42.0,,,
06/30/2001,130.0,66.0,81.0,10.0,,,10.0,-27.0,,,,-27.0,,-94.0,-90.0,0.0,,,-90.0,,,0.0,0.0,0.0,,,,,-4.0,-20.0,-44.0,18.0,,,6.0,6.0,0.0,0.0,,16.0,,,
09/30/2001,125.0,66.0,85.0,11.0,,,11.0,-37.0,,,,-37.0,,-358.0,-102.0,0.0,,,-102.0,,,0.0,0.0,0.0,,,,,-256.0,-9.0,-9.0,0.0,,,0.0,0.0,0.0,0.0,,-242.0,,,
12/31/2001,107.0,-109.0,144.0,72.0,,,72.0,,,,,,,14.0,-87.0,0.0,,,-87.0,,,0.0,0.0,0.0,,,,,101.0,-174.0,-49.0,-125.0,,,1.0,1.0,0.0,-1.0,,-53.0,,,
03/31/2002,124.0,46.0,123.0,-45.0,,-15.0,-30.0,,,,,,,21.0,-51.0,0.0,,,-51.0,,,0.0,0.0,0.0,,,,,72.0,34.0,0.0,-1.0,,,35.0,35.0,0.0,0.0,,179.0,,,
06/30/2002,148.0,59.0,126.0,-37.0,,,-37.0,,,,,,,0.0,-58.0,3.0,,,-61.0,,,0.0,0.0,0.0,,,,,58.0,-14.0,-60.0,0.0,,,46.0,46.0,0.0,0.0,,134.0,,,
09/30/2002,156.0,34.0,126.0,-4.0,,,-4.0,,,,,,,-55.0,-88.0,0.0,,,-88.0,,,0.0,0.0,0.0,,,,,33.0,0.0,0.0,-2.0,,,2.0,2.0,0.0,0.0,,101.0,,,
12/31/2002,195.0,54.0,144.0,-3.0,,,-3.0,,,,,,,-58.0,-62.0,0.0,,,-62.0,,,0.0,0.0,0.0,,,,,4.0,-81.0,-59.0,-22.0,,,0.0,0.0,0.0,0.0,,56.0,,,
03/31/2003,131.0,29.0,125.0,-23.0,,,-23.0,,,,,,,-61.0,-66.0,0.0,,,-66.0,,,0.0,0.0,0.0,,,,,5.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,71.0,,,
06/30/2003,66.0,59.0,131.0,-110.0,,,-110.0,-14.0,,,,-14.0,,-59.0,-59.0,10.0,,,-69.0,,,0.0,0.0,0.0,,,,,0.0,-126.0,-60.0,-9.0,,,-61.0,2.0,-63.0,4.0,,-119.0,,,
09/30/2003,187.0,35.0,134.0,-34.0,,,-34.0,52.0,,,,52.0,,-58.0,-58.0,23.0,,,-81.0,,,0.0,0.0,0.0,,,,,0.0,-82.0,0.0,0.0,,,-83.0,8.0,-91.0,1.0,,47.0,,,
12/31/2003,134.0,77.0,132.0,-75.0,,,-75.0,,,,,,,-149.0,-106.0,0.0,,,-106.0,,,0.0,0.0,0.0,,,,,-43.0,-54.0,-58.0,-14.0,,,18.0,18.0,0.0,0.0,,-69.0,,,
03/31/2004,126.0,26.0,120.0,-12.0,,,-12.0,-8.0,,,,-8.0,,-164.0,-127.0,2.0,,,-129.0,,,0.0,0.0,0.0,,,,,-37.0,-82.0,0.0,0.0,,,-82.0,13.0,-95.0,0.0,,-120.0,,,
06/30/2004,108.0,34.0,115.0,-53.0,,,-53.0,12.0,,,,12.0,,-194.0,-187.0,2.0,,,-189.0,,,0.0,0.0,0.0,,,,,-7.0,-79.0,-59.0,-27.0,,,13.0,13.0,0.0,-6.0,,-165.0,,,
09/30/2004,152.0,32.0,117.0,-8.0,,,-8.0,11.0,,,,11.0,,-219.0,-215.0,3.0,,,-218.0,,,0.0,0.0,0.0,,,,,-4.0,157.0,0.0,167.0,,,3.0,3.0,0.0,-13.0,,90.0,,,
12/31/2004,120.0,156.0,100.0,39.0,,,39.0,-175.0,,,,-175.0,,-242.0,-252.0,36.0,,,-288.0,,,0.0,0.0,0.0,,,,,10.0,745.0,-59.0,793.0,,,20.0,20.0,0.0,-9.0,,623.0,,,
03/31/2005,122.0,66.0,93.0,-16.0,,,-16.0,-21.0,,,,-21.0,,-265.0,-237.0,5.0,,,-242.0,,,0.0,0.0,0.0,,,,,-28.0,76.0,0.0,48.0,,,28.0,28.0,0.0,0.0,,-67.0,,,
06/30/2005,101.0,47.0,94.0,-18.0,,,-18.0,-22.0,,,,-22.0,,-323.0,-270.0,0.0,,,-270.0,,,0.0,0.0,0.0,,,,,-53.0,23.0,-59.0,75.0,,,10.0,10.0,0.0,-3.0,,-199.0,,,
09/30/2005,232.0,113.0,111.0,42.0,,8.0,34.0,-34.0,11.0,-20.0,,-25.0,,-322.0,-319.0,4.0,,,-323.0,,,0.0,0.0,0.0,,,,,-3.0,64.0,0.0,9.0,,,50.0,50.0,0.0,5.0,,-26.0,,,
12/31/2005,271.0,175.0,129.0,-27.0,,-38.0,11.0,-6.0,-7.0,-131.0,,132.0,,-270.0,-270.0,,,,-270.0,,,0.0,0.0,0.0,,,,,0.0,-70.0,-59.0,-12.0,,,4.0,4.0,0.0,-3.0,,-69.0,80.0,112.0,
03/31/2006,375.0,224.0,165.0,-64.0,,-43.0,-21.0,50.0,-18.0,7.0,,61.0,,-417.0,-244.0,1.0,,,-245.0,,,0.0,0.0,0.0,,,,,-173.0,250.0,0.0,1039.0,,,27.0,27.0,0.0,-816.0,,208.0,31.0,0.0,
06/30/2006,695.0,459.0,160.0,237.0,,131.0,106.0,-161.0,-23.0,-103.0,-46.0,11.0,,1315.0,-287.0,2.0,,,-289.0,,,0.0,,0.0,,,,,1602.0,-1779.0,-96.0,-821.0,,,23.0,23.0,,-885.0,,231.0,56.0,0.0,
09/30/2006,844.0,405.0,184.0,147.0,,2.0,145.0,108.0,25.0,-78.0,72.0,89.0,,-288.0,-206.0,3.0,,,-209.0,,,26.0,26.0,0.0,,,,,-108.0,-129.0,,1.0,,,11.0,11.0,,-141.0,,427.0,40.0,0.0,
12/31/2006,364.0,418.0,226.0,-320.0,,-197.0,-123.0,40.0,-60.0,-200.0,,300.0,,600.0,-342.0,2.0,,,-344.0,,,-225.0,20.0,-245.0,,,,,1167.0,318.0,-95.0,389.0,,,13.0,13.0,0.0,11.0,,1282.0,180.0,280.0,
03/31/2007,163.0,-159.0,208.0,44.0,,28.0,16.0,70.0,23.0,-20.0,,67.0,,-270.0,-242.0,6.0,,,-248.0,,,0.0,,0.0,,,,,-28.0,23.0,,-9.0,,,31.0,31.0,,1.0,,-84.0,129.0,0.0,
06/30/2007,336.0,396.0,243.0,-252.0,,121.0,-373.0,-51.0,,-51.0,,0.0,,251.0,-226.0,4.0,,,-230.0,,,0.0,0.0,0.0,,,,,477.0,-962.0,-130.0,-649.0,,,10.0,10.0,0.0,-193.0,,-375.0,,,
09/30/2007,523.0,345.0,324.0,-54.0,,58.0,-112.0,-92.0,,-92.0,,0.0,,-514.0,-216.0,33.0,,,-249.0,,,0.0,,0.0,,,,,-298.0,91.0,,-19.0,,,81.0,81.0,,29.0,,100.0,110.0,0.0,
12/31/2007,697.0,537.0,279.0,60.0,,192.0,-132.0,-179.0,,-89.0,,-90.0,,-1029.0,-262.0,57.0,,,-319.0,,,0.0,0.0,0.0,,,,,-767.0,-179.0,-131.0,-43.0,,,20.0,20.0,0.0,-25.0,,-511.0,,,
03/31/2008,718.0,514.0,241.0,223.0,,253.0,-30.0,-260.0,,-133.0,,-127.0,,-2066.0,-261.0,4.0,,,-265.0,,,0.0,0.0,0.0,,,,,-1805.0,1072.0,0.0,985.0,,,70.0,70.0,0.0,17.0,,-276.0,127.0,0.0,
06/30/2008,505.0,485.0,264.0,-138.0,,148.0,-286.0,-106.0,,-106.0,,0.0,,-312.0,-325.0,1.0,,,-326.0,,,,,,,,,,13.0,-190.0,-174.0,-45.0,,,0.0,0.0,0.0,29.0,,3.0,230.0,95.0,
09/30/2008,544.0,254.0,262.0,204.0,,25.0,179.0,-176.0,,-176.0,,0.0,,-979.0,-557.0,14.0,,,-571.0,,,0.0,0.0,0.0,,,,,-422.0,247.0,0.0,204.0,,,1.0,1.0,0.0,42.0,,-188.0,141.0,30.0,
12/31/2008,564.0,-468.0,190.0,797.0,,168.0,629.0,45.0,,45.0,,0.0,,-563.0,-421.0,166.0,,,-587.0,,,0.0,0.0,0.0,,,,,-142.0,-233.0,-175.0,-30.0,,,3.0,3.0,0.0,-31.0,,-232.0,77.0,88.0,
03/31/2009,349.0,371.0,261.0,-199.0,,,-199.0,-84.0,,-84.0,,0.0,,-486.0,-467.0,3.0,3.0,0.0,-470.0,-470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,807.0,0.0,718.0,805.0,-87.0,10.0,10.0,0.0,79.0,-3.0,667.0,,,
06/30/2009,718.0,492.0,267.0,41.0,,198.0,-157.0,-82.0,,-82.0,,0.0,,-553.0,-601.0,4.0,4.0,0.0,-605.0,-605.0,0.0,0.0,0.0,0.0,-48.0,0.0,-48.0,0.0,96.0,-251.0,-174.0,-144.0,62.0,-206.0,11.0,11.0,0.0,56.0,20.0,-66.0,,98.0,
09/30/2009,911.0,-5350.0,282.0,6059.0,,141.0,5918.0,-80.0,,-80.0,,0.0,0.0,-619.0,-532.0,3.0,3.0,0.0,-535.0,-535.0,0.0,0.0,0.0,0.0,-53.0,0.0,-53.0,0.0,-34.0,4188.0,0.0,4.0,69.0,-65.0,3895.0,3895.0,0.0,289.0,13.0,4493.0,,69.0,
12/31/2009,-4300.0,213.0,263.0,-4560.0,,,-4560.0,-126.0,,-126.0,,0.0,,-757.0,-741.0,0.0,0.0,0.0,-741.0,-741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,1085.0,-195.0,1179.0,1218.0,-39.0,34.0,34.0,0.0,67.0,5.0,-3967.0,-476.0,144.0,
03/31/2010,1130.0,820.0,306.0,91.0,,,91.0,-49.0,,-49.0,,0.0,,-1170.0,-704.0,5.0,5.0,0.0,-709.0,-709.0,0.0,0.0,0.0,0.0,-447.0,0.0,-447.0,0.0,-19.0,941.0,0.0,-6.0,,-6.0,839.0,839.0,0.0,108.0,3.0,904.0,173.0,38.0,
06/30/2010,1108.0,859.0,314.0,55.0,,,55.0,-83.0,,-83.0,,0.0,,-1168.0,-848.0,3.0,3.0,0.0,-851.0,-851.0,0.0,0.0,0.0,0.0,-305.0,0.0,-305.0,0.0,-15.0,450.0,-197.0,713.0,782.0,-69.0,26.0,26.0,0.0,-92.0,-7.0,383.0,245.0,,
09/30/2010,1397.0,942.0,316.0,249.0,,376.0,-127.0,-110.0,,-110.0,,0.0,,-969.0,-880.0,27.0,27.0,0.0,-907.0,-907.0,0.0,0.0,0.0,0.0,-61.0,0.0,-61.0,0.0,-28.0,-11.0,-118.0,-72.0,,-72.0,18.0,18.0,0.0,161.0,13.0,430.0,151.0,97.0,
12/31/2010,950.0,961.0,276.0,-223.0,,-376.0,153.0,-139.0,,-139.0,,0.0,,-1323.0,-1285.0,26.0,26.0,0.0,-1311.0,-1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,54.0,-121.0,-2.0,0.0,-2.0,128.0,128.0,0.0,49.0,6.0,-313.0,163.0,18.0,
03/31/2011,1439.0,1001.0,304.0,190.0,,,190.0,-56.0,,-56.0,,0.0,,-1067.0,-1041.0,30.0,30.0,0.0,-1071.0,-1071.0,0.0,0.0,0.0,0.0,-25.0,0.0,-25.0,0.0,-1.0,100.0,-120.0,157.0,159.0,-2.0,21.0,21.0,0.0,42.0,3.0,475.0,288.0,20.0,
06/30/2011,690.0,1159.0,337.0,-606.0,,,-606.0,-200.0,,-200.0,,0.0,0.0,-8394.0,-1065.0,3.0,3.0,0.0,-1068.0,-1068.0,0.0,0.0,0.0,0.0,-7315.0,0.0,-7315.0,0.0,-14.0,6115.0,-120.0,6153.0,6500.0,-347.0,10.0,10.0,0.0,72.0,9.0,-1580.0,736.0,,
09/30/2011,1902.0,1365.0,376.0,360.0,,654.0,-294.0,-199.0,,-199.0,,0.0,0.0,-1911.0,-1499.0,15.0,15.0,0.0,-1514.0,-1514.0,0.0,0.0,0.0,0.0,-337.0,0.0,-337.0,0.0,-75.0,130.0,-119.0,-16.0,,-16.0,10.0,10.0,0.0,255.0,-19.0,102.0,470.0,55.0,
12/31/2011,1284.0,959.0,402.0,176.0,,-654.0,830.0,-253.0,,-253.0,,0.0,0.0,-1455.0,-1320.0,0.0,0.0,0.0,-1320.0,-1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.0,-54.0,-150.0,-26.0,-11.0,-15.0,16.0,16.0,0.0,106.0,5.0,-220.0,474.0,62.0,
03/31/2012,1374.0,1039.0,399.0,18.0,,535.0,-517.0,-82.0,,-82.0,,0.0,0.0,-1436.0,-1415.0,0.0,0.0,0.0,-1415.0,-1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,-27.0,-150.0,-7.0,0.0,-7.0,4.0,4.0,0.0,126.0,8.0,-81.0,361.0,21.0,
06/30/2012,1230.0,787.0,388.0,69.0,,336.0,-267.0,-100.0,,-100.0,,0.0,,-1716.0,-1707.0,9.0,9.0,0.0,-1716.0,-1716.0,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0,23.0,538.0,-200.0,630.0,2000.0,-1370.0,1.0,1.0,0.0,107.0,-4.0,48.0,606.0,46.0,
09/30/2012,1926.0,649.0,398.0,1083.0,,461.0,622.0,-228.0,,-228.0,,0.0,,-1714.0,-1649.0,10.0,10.0,0.0,-1659.0,-1659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,70.0,-200.0,0.0,0.0,0.0,1.0,1.0,0.0,269.0,4.0,286.0,250.0,6.0,
12/31/2012,2216.0,-2935.0,440.0,3671.0,,-540.0,4211.0,838.0,,388.0,,450.0,-69.0,-2563.0,-2311.0,4.0,4.0,0.0,-2315.0,-2315.0,0.0,0.0,0.0,0.0,-22.0,0.0,-22.0,0.0,-100.0,-89.0,-200.0,53.0,53.0,0.0,12.0,12.0,0.0,115.0,-1.0,-437.0,1454.0,91.0,
03/31/2013,1085.0,847.0,396.0,-30.0,,433.0,-463.0,-164.0,,-164.0,,0.0,,-1489.0,-1377.0,2.0,2.0,0.0,-1379.0,-1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,651.0,-200.0,845.0,2050.0,-1205.0,1.0,1.0,0.0,5.0,-2.0,245.0,320.0,47.0,
06/30/2013,896.0,-8555.0,453.0,8833.0,,,8833.0,150.0,,-69.0,,219.0,8.0,-1590.0,-1555.0,1.0,1.0,0.0,-1556.0,-1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,799.0,-200.0,994.0,3060.0,-2066.0,0.0,0.0,0.0,-3.0,-9.0,96.0,,,
09/30/2013,1231.0,172.0,441.0,666.0,,748.0,-82.0,-47.0,,-47.0,,0.0,,-881.0,-1205.0,0.0,0.0,0.0,-1205.0,-1205.0,0.0,0.0,0.0,0.0,417.0,417.0,0.0,0.0,-86.0,-496.0,-50.0,-441.0,124.0,-565.0,0.0,0.0,0.0,-5.0,-1.0,-147.0,141.0,36.0,
12/31/2013,1027.0,-2830.0,442.0,-4659.0,,,-4659.0,-72.0,,-72.0,,0.0,-8.0,-1278.0,-1315.0,46.0,46.0,0.0,-1361.0,-1361.0,0.0,0.0,0.0,0.0,105.0,105.0,0.0,0.0,-68.0,410.0,-58.0,-2396.0,180.0,-2576.0,2910.0,2910.0,0.0,-38.0,-5.0,154.0,648.0,579.0,
03/31/2014,585.0,88.0,402.0,53.0,,,53.0,42.0,,42.0,,0.0,0.0,-516.0,-581.0,35.0,35.0,0.0,-616.0,-616.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,-15.0,188.0,-58.0,58.0,,,0.0,0.0,0.0,188.0,-5.0,252.0,149.0,76.0,
06/30/2014,488.0,-269.0,400.0,394.0,,123.0,271.0,-37.0,,-37.0,,0.0,0.0,-540.0,-614.0,2.0,2.0,0.0,-616.0,-616.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0,-12.0,-76.0,-58.0,-18.0,0.0,-18.0,0.0,0.0,0.0,0.0,1.0,-127.0,161.0,276.0,
09/30/2014,852.0,125.0,412.0,327.0,,,327.0,-12.0,,-12.0,,0.0,0.0,-570.0,-635.0,18.0,18.0,0.0,-653.0,-653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-122.0,-59.0,-65.0,,,0.0,0.0,0.0,2.0,-4.0,156.0,70.0,77.0,
12/31/2014,371.0,-2851.0,434.0,3423.0,,,3423.0,-71.0,,-71.0,,0.0,0.0,-324.0,-530.0,17.0,17.0,0.0,-547.0,-547.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,216.0,-10.0,-50.0,-57.0,-22.0,2.0,-24.0,0.0,0.0,0.0,29.0,-3.0,-6.0,296.0,554.0,
03/31/2015,316.0,57.0,421.0,-138.0,,,-138.0,-24.0,,-24.0,,0.0,,-468.0,-502.0,12.0,12.0,0.0,-514.0,-514.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,32.0,-283.0,-58.0,-182.0,,,0.0,0.0,0.0,-43.0,-6.0,-441.0,171.0,75.0,
