Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Deferred Tax Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,11354.400391,584.0,134.100006,449.899994,1341.099976,,,1264.0,,,,,399.5,,,3588.600098,6645.799805,12338.900391,-5693.100098,0.0,,1120.0,,,,,,,,1120.0,7765.799805,,662.700012,662.700012,,,331.700012,,,,,,1000.5,,,1000.5,1994.900024,1353.099976,,,,,1309.300049,,,,1309.300049,2662.400024,4657.300049,62.200001,798.5,,,-97.300003,,4447.699905,5211.099903,1486.0,6697.099903,11354.399952,
06/30/1990,11451.700195,501.699997,109.199997,392.5,1444.5,,,1342.800049,,,,,377.799988,,,3666.800049,6669.799805,12495.099609,-5825.299805,0.0,,1115.099976,,,,,,,,1115.099976,7784.89978,,747.0,747.0,,,233.300003,,,,,,1019.699997,,,1019.699997,2000.0,1250.900024,,,,,1375.900024,,,,1375.900024,2626.800049,4626.800049,58.599998,800.700012,,,-164.300003,,4611.400101,5306.400108,1518.5,6824.900108,11451.700157,
09/30/1990,11484.0,533.799995,88.400002,445.399994,1454.699951,,,1387.5,,,,,330.899994,,,3706.899902,6729.100098,12700.0,-5970.899902,0.0,,1048.0,,,,,,,,1048.0,7777.100098,,720.400024,720.400024,,,237.100006,,,,,,978.800018,,,978.800018,1936.300049,1326.199951,,,,,1381.199951,,,,1381.199951,2707.399902,4643.699951,57.700001,801.299988,,,-255.300003,,4685.800003,5289.499989,1550.800049,6840.300037,11483.999989,
12/31/1990,11413.200195,636.099998,60.099998,576.0,1420.900024,,,1374.800049,,,,,312.200012,,,3744.0,6747.0,12919.400391,-6172.399902,,,922.200012,,,,,,,,922.200012,7669.200012,,763.200012,763.200012,,,192.600006,,,,,,1081.899933,,,1081.899933,2037.699951,1295.300049,,,,,1335.900024,,,,1335.900024,2631.200073,4668.900024,55.799999,802.299988,,,-260.799988,,4566.000183,5163.300182,1581.0,6744.300182,11413.200207,
03/31/1991,11183.900391,545.100006,42.0,503.100006,1368.199951,,,1422.5,,,,,318.700012,,,3654.5,6468.799805,12426.5,-5957.700195,0.0,,1060.599976,,,,,,,,1060.599976,7529.39978,,654.5,654.5,,,226.100006,,,,,,898.200043,,,898.200043,1778.800049,1513.0,,,,,1487.900024,,,,1487.900024,3000.900024,4779.700073,55.799999,802.299988,,,-256.600006,,4395.100006,4996.599987,1407.599976,6404.199963,11183.900036,
06/30/1991,11210.299805,560.099987,61.299999,498.799988,1448.699951,,,1385.199951,,,,,318.700012,,,3712.699951,6455.299805,12519.200195,-6063.899902,0.0,,1042.300049,,,,,,,,1042.300049,7497.599854,,646.0,646.0,,,174.199997,,,,,,936.100052,,,936.100052,1756.300049,1524.900024,,,,,1465.099976,,,,1465.099976,2990.0,4746.300049,55.799999,802.599976,,,-248.699997,,4435.900192,5045.60017,1418.400024,6464.000195,11210.300243,
09/30/1991,11260.0,601.099998,98.099998,503.0,1384.099976,,,1356.099976,,,,,389.299988,,,3730.600098,6550.200195,12802.5,-6252.299805,0.0,,979.200012,,,,,,,,979.200012,7529.400208,,589.900024,589.900024,,,319.899994,,,,,,957.500031,,,957.500031,1867.300049,1321.699951,,,,,1513.300049,,,,1513.300049,2835.0,4702.300049,55.799999,802.599976,,,-243.600006,,4510.800201,5125.60017,1432.099976,6557.700146,11260.000195,
12/31/1991,11178.400391,625.799988,50.5,575.299988,1256.5,,,1230.900024,,,,,502.5,,,3615.699951,6586.100098,12905.0,-6318.899902,,,976.599976,,,,,,,,976.599976,7562.700073,,636.900024,636.900024,,,328.5,,,,,,1104.299927,,,1104.299927,2069.699951,1130.800049,,,,,1678.5,,,,1678.5,2809.300049,4879.0,55.799999,802.599976,,,-243.300003,,4322.300003,4937.399975,1362.0,6299.399975,11178.399975,
03/31/1992,11102.5,556.000011,42.299999,513.700012,1218.300049,,,1265.699951,,,,,488.700012,,,3528.699951,6579.899902,12993.799805,-6413.899902,0.0,,993.900024,,,,,,,,993.900024,7573.799927,,645.700012,645.700012,,,364.0,,,,,,1002.999939,,,1002.999939,2012.699951,1138.0,,,,,1662.800049,,,,1662.800049,2800.800049,4813.5,55.799999,802.599976,,,-230.600006,,4288.799957,4916.599926,1372.400024,6288.99995,11102.49995,
06/30/1992,11184.299805,692.900024,51.5,641.400024,1263.400024,,,1228.5,,,,,418.600006,,,3603.399902,6540.399902,13059.400391,-6519.0,0.0,,1040.5,,,,,,,,1040.5,7580.899902,,632.599976,632.599976,,,351.200012,,,,,,903.600037,,,903.600037,1887.400024,1328.599976,,,,,1648.0,,,,1648.0,2976.599976,4864.0,55.799999,803.5,,,-202.899994,,4296.000092,4952.400097,1367.900024,6320.300121,11184.300121,
09/30/1992,10963.200195,578.800011,74.099998,504.700012,1280.400024,,,1230.900024,,,,,389.600006,,,3479.699951,6488.299805,13088.5,-6600.200195,0.0,,995.200012,,,,,,,,995.200012,7483.499817,,620.900024,620.900024,,,617.0,,,,,,898.299927,,,898.299927,2136.199951,890.0,,,,,1641.400024,,,,1641.400024,2531.400024,4667.599976,55.799999,803.599976,,,-201.199997,,4297.999802,4956.19978,1339.400024,6295.599804,10963.19978,
12/31/1992,11023.099609,548.199997,71.800003,476.399994,1250.099976,,,1040.400024,,,,,409.600006,,,3248.300049,6415.799805,13087.3999,-6671.600098,0.0,,1359.0,,,,,,,,1359.0,7774.799805,,617.299988,617.299988,,,458.100006,,,,,,1089.900055,,,1089.900055,2165.300049,855.299988,,,,,3092.600098,,,,3092.600098,3947.900086,6113.200135,55.799999,803.799988,,,-196.600006,,2941.299957,3604.299938,1305.599976,4909.899914,11023.100049,
03/31/1993,11063.0,501.599991,67.199997,434.399994,1129.300049,,,1195.400024,,,,,352.200012,,,3178.5,6462.100098,13287.400391,-6825.299805,0.0,,1422.400024,,,,,,,,1422.400024,7884.500122,,639.700012,639.700012,,,517.400024,,,,,,1030.500061,,,1030.500061,2187.600098,729.799988,,,,,3094.199951,,,,3094.199951,3823.999939,6011.600037,55.799999,803.799988,,,-38.700001,,2911.800098,3732.700085,1318.699951,5051.400036,11063.000072,
06/30/1993,11341.200195,594.499985,104.199997,490.299988,1237.199951,,,1243.300049,,,,,403.5,,,3478.5,6430.399902,13342.599609,-6912.200195,0.0,,1432.300049,,,,,,,,1432.300049,7862.699951,,608.700012,608.700012,,,510.299988,,,,,,1047.0,,,1047.0,2166.0,931.200012,,,,,3201.399902,,,,3201.399902,4132.599915,6298.599915,55.799999,804.400024,,,-38.0,,2828.800049,3651.000072,1391.599976,5042.600048,11341.199963,
09/30/1993,11460.0,656.000015,94.800003,561.200012,1230.5,,,1341.300049,,,,,421.899994,,,3649.699951,6392.0,13373.799805,-6981.799805,0.0,,1418.300049,,,,,,,,1418.300049,7810.300049,,567.0,567.0,,,256.799988,,,,,,913.299988,,,913.299988,1737.099976,1455.800049,,,,,3251.0,,,,3251.0,4706.800049,6443.900024,55.799999,804.599976,,,-28.9,,2819.599951,3651.099926,1365.0,5016.099926,11459.99995,
12/31/1993,11596.900391,655.300018,411.700012,243.600006,1218.699951,,,1227.199951,,,,,601.299988,,,3702.5,6506.799805,13600.69971,-7093.899902,218.899994,,1168.699951,,,,,,,,1168.699951,7894.39975,,596.299988,596.299988,,,362.5,,,,,,1134.099914,,,1134.099914,2092.899902,1432.5,,,,,3098.5,,,,3098.5,4531.0,6623.899902,55.799999,804.700012,,,-27.299999,,2750.600048,3583.80006,1389.199951,4973.000011,11596.899913,
03/31/1994,11618.099609,569.099987,51.299999,517.799988,1269.0,,,1229.300049,,,,,627.0,,,3694.399902,6466.5,13787.900391,-7321.399902,0.0,,1457.199951,,,,,,,,1457.199951,7923.699951,,627.0,627.0,,,431.299988,,,,,,977.500061,,,977.500061,2035.800049,1559.900024,,,,,3108.699951,,,,3108.699951,4668.599976,6704.400024,55.799999,805.700012,,,-0.1,,2600.200098,3461.600109,1452.099976,4913.700085,11618.100109,
06/30/1994,11414.099609,364.699997,271.5,93.199997,1416.400024,,,1189.400024,,,,,504.0,,,3474.5,6503.0,14007.400391,-7504.399902,0.0,,1436.599976,,,,,,,,1436.599976,7939.599976,,700.799988,700.799988,,,413.299988,,,,,,1018.599976,,,1018.599976,2132.699951,1257.099976,,,,,3110.5,,,,3110.5,4367.599976,6500.299927,55.799999,807.099976,,,-0.1,,2703.900049,3566.700024,1347.099976,4913.799999,11414.099926,
09/30/1994,11323.5,323.199994,314.899994,8.3,1389.300049,,,1193.400024,,,,,510.299988,,,3416.199951,6504.399902,14175.599609,-7671.200195,0.0,,1402.900024,,,,,,,,1402.900024,7907.299927,,694.099976,694.099976,,,401.799988,,,,,,1053.700134,,,1053.700134,2149.600098,1086.0,,,,,3106.600098,,,,3106.600098,4192.600098,6342.200195,55.799999,827.0,,,-0.1,,2725.700098,3608.400097,1372.900024,4981.300121,11323.500317,
12/31/1994,12353.200195,624.700012,619.200012,5.5,1440.599976,,,1144.199951,,,,,943.700012,,,4153.200195,6689.399902,14502.2998,-7812.899902,67.599998,,1443.0,,,,,,,,1443.0,8199.9999,,739.299988,739.299988,,,415.899994,,,,,,1398.300018,,,1398.300018,2553.5,1029.800049,,,,,3082.899902,,,,3082.899902,4112.699951,6666.199951,55.799999,842.200012,,,-0.1,,3101.299951,3999.199962,1687.800049,5687.000011,12353.199962,
03/31/1995,12730.299805,724.799988,718.299988,6.5,1722.900024,,,1408.300049,,,,,678.200012,,,4534.200195,6600.200195,14525.900391,-7925.700195,0.0,,1595.900024,,,,,,,,1595.900024,8196.10022,,799.599976,799.599976,,,425.700012,,,,,,1487.200012,,,1487.200012,2712.5,1041.699951,,,,,3132.800049,,,,3132.800049,4174.5,6887.0,55.799999,844.200012,,,-27.9,,3201.299902,4073.399914,1769.900024,5843.299938,12730.299938,
06/30/1995,12877.0,707.099976,700.599976,6.5,1638.099976,,,1499.099976,,,,,850.700012,,,4695.0,6612.899902,14658.799805,-8045.899902,0.0,,1569.099976,,,,,,,,1569.099976,8181.999878,,758.700012,758.700012,,,425.299988,,,,,,1098.100098,,,1098.100098,2282.100098,1043.599976,,,,,3704.100098,,,,3704.100098,4747.700073,7029.800171,55.799999,852.0,,,-41.400002,,3399.000099,4265.400097,1581.800049,5847.200146,12877.000317,
09/30/1995,13695.599609,996.200025,988.900024,7.3,1727.5,,,1507.699951,,,,,836.400024,,,5067.799805,6822.0,15029.900391,-8207.900391,0.0,,1805.800049,,,,,,,,1805.800049,8627.800049,,792.5,792.5,,,512.0,,,,,,1125.199951,,,1125.199951,2429.699951,1432.0,,,,,3807.699951,,,,3807.699951,5239.699951,7669.399902,55.799999,854.5,,,-57.099998,,3537.29995,4390.49995,1635.699951,6026.199902,13695.599804,
12/31/1995,13643.400391,1062.399976,1055.599976,6.8,1546.300049,,,1418.400024,,,,,714.599976,,,4741.700195,6929.700195,15214.7998,-8285.099609,94.5,,1877.5,,,,,,,,1877.5,8901.700195,,861.700012,861.700012,,,693.200012,,,,,,1097.299927,,,1097.299927,2652.199951,1215.5,,,,,3721.600098,,,,3721.600098,4937.100098,7589.300049,55.799999,816.0,,,-138.899994,,3711.799896,4444.699901,1609.400024,6054.099925,13643.399974,
03/31/1996,13914.200195,677.1,654.5,22.6,1866.400024,,,1749.400024,,,,,553.700012,,,4846.600098,7001.600098,15401.700195,-8400.099609,0.0,,2066.0,,,,,,,,2066.0,9067.600098,,1078.800049,1078.800049,,,528.200012,,,,,,1218.399841,,,1218.399841,2825.399902,1257.900024,,,,,3722.5,,,,3722.5,4980.400024,7805.799927,55.799999,788.0,,,-178.800003,,3750.199905,4415.199902,1693.199951,6108.399853,13914.19978,
06/30/1996,13724.099609,705.999989,666.799988,39.200001,1853.199951,,,1661.699951,,,,,486.899994,,,4707.799805,6918.700195,15400.400391,-8481.700195,0.0,,2097.600098,,,,,,,,2097.600098,9016.300293,,989.200012,989.200012,,,621.0,,,,,,1221.400085,,,1221.400085,2831.600098,1230.699951,,,,,3585.600098,,,,3585.600098,4816.300049,7647.900146,55.799999,784.700012,,,-273.0,,3861.100098,4428.600109,1647.599976,6076.200085,13724.100231,
09/30/1996,13422.5,706.799999,669.0,37.799999,1690.900024,,,1569.199951,,,,,470.5,,,4437.399902,6918.799805,15530.200195,-8611.400391,0.0,,2066.300049,,,,,,,,2066.300049,8985.099854,,811.0,811.0,,,545.099976,,,,,,1294.500122,,,1294.500122,2650.600098,1380.199951,,,,,3438.300049,,,,3438.300049,4818.5,7469.100098,55.799999,775.900024,,,-319.799988,,3845.100037,4357.000072,1596.400024,5953.400097,13422.500195,
12/31/1996,13449.900391,616.599976,598.099976,18.5,1674.699951,,,1461.400024,,,,,528.5,,,4281.200195,7077.5,15729.900391,-8652.400391,0.0,,2091.199951,,,,,,,,2091.199951,9168.699951,,799.200012,799.200012,,,385.0,,,,,,1189.19989,,,1189.19989,2373.399902,1689.800049,,,,,3313.800049,,,,3313.800049,5003.600098,7377.0,55.799999,770.799988,,,-371.299988,,4007.100037,4462.400036,1610.5,6072.900036,13449.900036,
03/31/1997,13398.0,601.599991,518.299988,83.300003,1851.800049,,,1391.199951,607.599976,392.299988,391.299988,0.0,535.799988,,,4380.399902,6958.799805,15630.0,-8671.200195,0.0,,2058.800049,,,,,,,,2058.800049,9017.599854,,838.200012,838.200012,,,392.600006,,,,,,1218.399933,,,1218.399933,2449.199951,1528.199951,,,,,3288.699951,,,,3288.699951,4816.899902,7266.099853,55.799999,768.099976,,,-333.600006,,4004.499908,4494.799877,1637.099976,6131.899853,13397.999706,
06/30/1997,13532.200195,956.799988,882.299988,74.5,1823.300049,,,1345.300049,570.200012,400.799988,374.299988,0.0,488.299988,,,4613.700195,6877.0,15576.099609,-8699.099609,0.0,,2041.5,,,,,,,,2041.5,8918.5,,818.299988,818.299988,,,407.299988,,,,,,1131.299926,,,1131.299926,2356.899902,1608.699951,,,,,3491.300049,,,,3491.300049,5100.0,7456.899902,55.799999,761.400024,,,-360.899994,,4153.599945,4609.899974,1465.400024,6075.299998,13532.1999,
09/30/1997,13604.099609,1151.000046,1069.800049,81.199997,1813.599976,,,1297.099976,550.099976,388.799988,358.200012,0.0,521.099976,,,4782.799805,6810.5,15542.200195,-8731.700195,0.0,,2010.800049,,,,,,,,2010.800049,8821.300049,,838.400024,838.400024,,,546.599976,,,,,,1241.0,,,1241.0,2626.0,1549.900024,,,,,3372.199951,,,,3372.199951,4922.099975,7548.099975,55.799999,757.700012,,,-451.100006,,4234.200104,4596.600109,1459.400024,6056.000133,13604.100108,
12/31/1997,13070.599609,906.399986,800.799988,105.599998,1581.199951,,,1312.599976,564.700012,433.0,314.899994,0.0,616.700012,,,4416.899902,6666.5,15254.0,-8587.5,83.900002,,1903.300049,607.400024,,,,,,,1295.900025,8653.700051,,811.700012,811.700012,,,494.899994,,,,,,1145.899994,,,1145.899994,2452.5,1457.199951,,,,,3301.800049,,,,3301.800049,4759.0,7211.5,55.799999,757.0,,,-758.0,,4364.600098,4419.400097,1439.699951,5859.100048,13070.600048,
03/31/1998,14173.099609,1002.100021,915.400024,86.699997,2029.900024,,,1421.199951,592.900024,483.100006,345.200012,0.0,652.299988,,,5105.5,6669.200195,15387.099609,-8717.900391,0.0,,2398.399902,,,,,,,,2398.399902,9067.600097,,887.5,887.5,,,657.599976,,,,,,1420.299926,,,1420.299926,2965.399902,1811.0,,,,,3497.699951,,,,3497.699951,5308.699951,8274.099853,55.799999,752.296875,,,-767.900024,,4391.299926,4431.496776,1467.5,5898.996776,14173.096629,
06/30/1998,17576.599609,909.000015,834.200012,74.800003,2447.5,,,1887.099976,885.799988,509.5,491.799988,0.0,672.900024,,,5916.5,9074.0,17862.900391,-8788.900391,0.0,,2586.100098,,,,,,,,2586.100098,11660.100098,,1041.599976,1041.599976,,,624.400024,,,,,,1616.300049,,,1616.300049,3282.300049,3703.399902,,,,,3938.399902,,,,3938.399902,7641.799804,10924.099853,55.799999,752.0,,,-1022.700012,,4565.899963,4350.99995,2301.5,6652.49995,17576.599803,
09/30/1998,17893.300781,584.499978,521.099976,63.400002,2299.699951,,,1877.400024,822.799988,607.200012,447.399994,0.0,677.599976,,,5439.200195,9036.299805,17894.800781,-8858.5,0.0,,3417.800049,1319.400024,,,,,,,2098.400025,12454.099854,,1040.599976,1040.599976,,,993.5,,,,,,1854.299926,,,1854.299926,3888.399902,2921.300049,,,,,3805.0,,,,3805.0,6726.300049,10614.699951,55.799999,2072.300049,,,-1015.400024,,4712.599975,5825.299999,1453.300049,7278.600048,17893.299999,
12/31/1998,17462.5,381.600014,342.200012,39.400002,2163.199951,,,1880.5,870.599976,591.700012,418.200012,0.0,599.799988,,,5025.100098,8402.5,17493.5,-9091.0,66.800003,,3968.100098,1541.400024,,,,,,,2426.700074,12437.400101,,1044.300049,1044.300049,,,612.099976,,,,,,1611.900024,,,1611.900024,3268.300049,2877.0,,,,,3785.300049,,,,3785.300049,6662.300049,9930.600098,55.799999,2070.600098,,,-1028.699951,,4958.199951,6055.900097,1476.0,7531.900097,17462.500195,
03/31/1999,17102.7,331.5,224.9,106.6,2103.1,2103.1,,1650.1,720.8,531.4,397.9,,663.0,,,4747.7,9089.1,18323.5,-9234.4,,,3265.9,1387.1,1387.1,0.0,,,,,1878.8,12355.0,,988.5,988.5,,,642.4,,,,,,1399.1,,,1399.1,3030.0,2841.6,,,,,3771.0,,,,3771.0,6612.6,9642.6,55.8,2092.0,,,-1074.4,5367.1,-435.8,6004.7,1455.4,7460.1,17102.7,
