Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/26/1992,672.200012,,-568.099976,,104.100037,,-47.299999,,,,,56.799999,-9.6,,11.1,,0.0,-1.5,47.199999,-8.0,39.200001,0.0,,,39.199999,0.0,39.200001,0.0,,39.200001,39.200001,,111.0,0.355,0.355,,111.0,0.355,0.355,0.355,
12/31/1992,698.583008,,-393.777008,,304.806,,-261.070007,,,,,43.736,-13.336,,14.535,,0.0,-1.199,30.4,-5.19,25.209999,0.0,,,25.21,0.0,25.209999,0.0,,25.209999,25.209999,,110.86,0.23,0.23,0.23,110.86,0.23,0.23,0.23,
04/03/1993,682.799988,,-578.200012,,104.599976,,-47.599998,,,,,57.0,-17.0,,17.5,,0.0,-0.5,40.0,-12.0,28.0,-50.0,,,78.0,0.0,78.0,0.0,,78.0,78.0,,111.199997,0.7,0.25,,111.199997,0.7,0.25,0.25,
06/30/1993,702.599976,,-607.5,,95.099976,,-48.599998,,,,,46.5,-16.600001,,17.700001,,0.0,-1.1,29.899999,-9.0,20.9,0.0,,,20.899999,0.0,20.9,0.0,,20.9,20.9,,111.141998,0.19,0.19,,111.141998,0.19,0.19,0.19,
09/30/1993,681.0,,-599.0,,82.0,,-49.400002,,,,,32.599998,-16.400001,,16.700001,,0.0,-0.3,16.199998,-4.8,11.4,0.0,,,11.399998,0.0,11.4,0.0,,11.4,11.4,,111.019997,0.105,0.105,,111.019997,0.105,0.105,0.105,
12/31/1993,669.458008,,-358.380005,,311.078003,,-284.781006,,,,,26.297001,-16.183,,17.056,,0.0,-0.873,10.114001,-3.064,7.05,0.0,,,7.050001,0.0,7.05,0.0,,7.05,7.05,,111.052002,0.06,0.06,0.06,111.052002,0.06,0.06,0.06,
03/31/1994,706.299988,,-609.5,,96.799988,,-47.400002,,,,,49.400002,-15.7,,15.9,,0.0,-0.2,33.700002,-10.8,22.9,0.0,,,22.900002,0.0,22.9,0.0,,22.9,22.9,,111.584,0.205,0.205,,111.584,0.205,0.205,0.205,
06/30/1994,725.099976,,-620.900024,,104.199951,,-49.900002,,,,,54.299999,-15.199999,,16.299999,,0.0,-1.1,39.1,-12.5,26.6,0.0,,,26.6,0.0,26.6,0.0,,26.6,26.6,,111.674004,0.24,0.24,,111.674004,0.24,0.24,0.24,
09/30/1994,755.0,,-638.299988,,116.700012,,-52.0,,,,,64.699997,-16.1,,17.1,,0.0,-1.0,48.599997,-15.5,33.099998,0.0,,,33.099997,0.0,33.099998,0.0,,33.099998,33.099998,,111.872002,0.295,0.295,,111.872002,0.295,0.295,0.295,
12/31/1994,751.099976,,-607.299988,,143.799988,,-56.700001,,,,,87.099998,-15.100001,,16.700001,,0.0,-1.6,71.999997,-23.200001,48.400002,0.0,,,48.799996,0.0,48.400002,0.0,,48.400002,48.400002,,111.987998,0.435,0.435,0.435,111.987998,0.435,0.435,0.435,
04/01/1995,834.700012,,-669.799988,,164.900024,,-59.599998,,,,,105.300003,-15.6,,16.4,,0.0,-0.8,89.700003,-31.4,58.299999,0.0,,,58.300004,0.0,58.299999,0.0,,58.299999,58.299999,,112.276001,0.52,0.52,,112.276001,0.52,0.52,0.52,
06/30/1995,889.0,,-697.700012,,191.299988,,-62.599998,,,,,128.699997,-16.600001,,17.200001,,0.0,-0.6,112.099996,-39.200001,72.900002,0.0,,,72.899995,0.0,72.900002,0.0,,72.900002,72.900002,,112.220001,0.65,0.65,,112.220001,0.65,0.65,0.65,
09/30/1995,869.700012,,-657.299988,,212.400024,,-66.099998,,,,,146.300003,-15.9,,16.5,,0.0,-0.6,130.400003,-45.599998,84.800003,0.0,,,84.800005,0.0,84.800003,0.0,,84.800003,84.800003,,112.517998,0.755,0.755,,112.517998,0.755,0.755,0.755,
12/31/1995,866.599976,,-678.200012,,188.399964,,-68.699997,,,,,119.699997,-20.9,,22.9,,0.0,-2.0,98.799997,-33.799999,65.0,0.0,,,64.999998,0.0,65.0,0.0,,65.0,65.0,,111.498002,0.58,0.58,0.58,111.498002,0.58,0.58,0.58,
03/30/1996,868.700012,,-706.700012,,162.0,,-64.099998,,,,,97.900002,-26.500001,,26.700001,,0.0,-0.2,71.400001,-25.0,46.400002,0.0,,,46.400001,0.0,46.400002,0.0,,46.400002,46.400002,,111.136002,0.42,0.42,0.42,111.136002,0.42,0.42,0.42,
06/30/1996,883.400024,,-729.099976,,154.300049,,-73.599998,,,,,80.699997,-26.2,,27.5,,0.0,-1.3,54.499997,-19.1,35.400002,0.0,,,35.399997,0.0,35.400002,0.0,,35.400002,35.400002,,111.125999,0.315,0.315,0.315,111.125999,0.314995,0.315,0.315,
09/30/1996,862.5,,-782.599976,,79.900024,,-52.299999,,,,,27.6,5.699999,,27.4,,0.0,-33.099998,33.299999,-0.6,32.700001,0.0,,,32.699999,0.0,32.700001,0.0,,32.700001,32.700001,,111.066002,0.295,0.295,0.27,111.066002,0.295,0.295,0.27,
12/31/1996,845.400024,,-731.599976,,113.800048,,-59.0,,,,,54.799999,-58.0,,28.4,,0.0,29.6,-3.200001,21.700001,18.5,0.0,,,18.5,0.0,18.5,0.0,,18.5,18.5,,111.0,0.165,0.165,0.165,111.0,0.165,0.165,0.165,
03/29/1997,850.900024,,-739.5,,111.400024,,-62.700001,,,,,48.700001,-26.999999,,27.799999,,0.0,-0.8,21.700002,-8.5,13.2,0.0,,,13.200002,0.0,13.2,0.0,,13.2,13.2,,110.800003,0.12,0.12,0.12,111.208,0.12,0.12,0.12,
06/27/1997,907.900024,,-790.599976,,117.300049,,-65.0,,,,,52.299999,-26.399999,,28.299999,,0.0,-1.9,25.9,-10.3,15.6,0.0,,,15.6,0.0,15.6,0.0,,15.6,15.6,,110.907997,0.14,0.14,0.14,111.262001,0.14,0.14,0.14,
09/30/1997,938.400024,,-825.200012,,113.200012,,-66.0,,,,,47.200001,-25.499999,,27.299999,,0.0,-1.8,21.700001,-9.1,12.6,0.0,,,12.600001,0.0,12.6,0.0,,12.6,12.6,,113.328003,0.11,0.11,0.11,113.863998,0.11,0.11,0.11,
12/31/1997,927.799988,,-805.700012,,122.099976,,-71.300003,,,,,50.799999,-25.3,,26.6,,0.0,-1.3,25.499999,-16.1,9.4,0.0,,,9.399998,0.0,9.4,0.0,,9.4,9.4,,112.795998,0.085,0.085,0.085,113.171997,0.085,0.085,0.085,
04/04/1998,945.0,,-875.0,,70.0,0.0,,,,,,70.0,-28.0,,26.0,,,2.0,42.0,-18.0,24.0,3.0,,,21.0,,24.0,,0.0,24.0,24.0,,112.076,0.205,0.235,0.235,112.43,0.205,0.235,0.235,
07/04/1998,940.0,,-856.0,,84.0,0.0,,,,,,84.0,-25.0,,27.0,,,-2.0,59.0,-24.0,35.0,,,,35.0,,35.0,,0.0,35.0,35.0,,111.602,0.31,0.31,0.31,111.968,0.31,0.31,0.31,
10/03/1998,842.0,,-712.0,,130.0,,-66.0,,,,,64.0,-18.0,19.0,19.0,,0.0,-1.0,46.0,-20.0,26.0,2.0,,,24.0,0.0,24.0,0.0,,24.0,24.0,,111.199997,0.22,0.235,0.235,111.199997,0.22,0.235,0.235,
12/31/1998,798.299988,,-680.700012,,117.599976,,-67.099998,,,,,50.5,-64.700001,,19.700001,,0.0,45.0,-14.200001,3.1,-11.1,6.6,,,-17.700001,0.0,-17.700001,0.0,,-17.700001,-17.700001,,111.204002,-0.16,-0.1,0.1,111.32,-0.16,-0.1,0.1,
04/03/1999,850.0,,-786.0,,64.0,0.0,,,,,,64.0,-19.0,,22.0,,,-3.0,45.0,-19.0,26.0,7.0,,,19.0,,19.0,0.0,0.0,19.0,19.0,,111.344,0.17,0.235,0.235,111.722,0.165,0.23,0.23,
07/03/1999,904.0,,-807.0,,97.0,0.0,,,,,,97.0,-19.0,,22.0,,,-3.0,78.0,-30.0,48.0,7.0,,,41.0,,41.0,,0.0,41.0,41.0,,111.64,0.37,0.44,0.44,112.282,0.37,0.435,0.435,
10/02/1999,955.0,,-839.0,,116.0,0.0,,,,,,116.0,-20.0,,25.0,,,-5.0,96.0,-36.0,60.0,80.0,,,-20.0,,-20.0,,0.0,-20.0,-20.0,,111.704,-0.18,0.535,0.535,112.232,-0.18,0.535,0.535,
12/31/1999,973.0,,-802.0,,171.0,,-63.0,,,,,108.0,-19.0,25.0,25.0,,0.0,-6.0,89.0,-32.0,57.0,-2.0,,,59.0,0.0,59.0,0.0,,59.0,59.0,,110.089996,0.535,0.515,0.515,110.386002,0.535,0.515,0.515,
04/01/2000,1067.0,,-951.0,,116.0,0.0,,,,,,116.0,-25.0,,25.0,,,,91.0,-36.0,55.0,,,,55.0,,55.0,,0.0,55.0,55.0,,105.8,0.52,0.52,0.52,105.8,0.52,0.52,0.52,
07/01/2000,1100.0,,-973.0,,127.0,0.0,,,,,,127.0,-27.0,,27.0,,,0.0,100.0,-38.0,62.0,0.0,,,62.0,,62.0,,0.0,62.0,62.0,,103.4,0.6,0.6,0.6,103.4,0.6,0.6,0.6,
09/30/2000,1086.0,,-932.0,,154.0,,-58.0,,,,,96.0,-25.0,25.0,25.0,,0.0,0.0,71.0,-28.0,43.0,0.0,,,43.0,0.0,43.0,0.0,0.0,43.0,43.0,,99.400002,0.435,0.435,0.525,99.400002,0.435,0.435,0.525,
12/30/2000,1043.0,,-892.0,,151.0,,-53.0,,,,,98.0,-40.0,27.0,27.0,,0.0,13.0,58.0,-23.0,35.0,0.0,,,35.0,0.0,35.0,0.0,,35.0,35.0,,98.4,0.36,0.36,0.36,98.4,0.36,0.36,0.36,
03/31/2001,1053.0,,-1004.0,,49.0,0.0,-65.0,,,,,49.0,-28.0,,28.0,,,,21.0,-9.0,12.0,2.0,,,10.0,,10.0,0.0,0.0,10.0,10.0,,98.6,0.1,0.12,0.12,98.6,0.1,0.12,0.12,
06/30/2001,1062.0,,-920.0,,142.0,,-68.0,,,,,74.0,-25.0,25.0,25.0,,0.0,0.0,49.0,-20.0,29.0,0.0,,,29.0,0.0,29.0,0.0,0.0,29.0,29.0,,98.6,0.29,0.29,0.29,98.6,0.29,0.29,0.29,
09/29/2001,1057.0,,-900.0,,157.0,,-69.0,,,,,88.0,-23.0,23.0,23.0,,0.0,0.0,65.0,-21.0,44.0,0.0,,,44.0,0.0,44.0,0.0,0.0,44.0,44.0,,98.6,0.45,0.45,0.36,98.6,0.45,0.45,0.36,
12/30/2001,1000.0,,-877.0,,123.0,,-59.0,,,,,64.0,-22.0,22.0,22.0,,0.0,0.0,42.0,-16.0,26.0,0.0,,,26.0,0.0,26.0,0.0,,26.0,26.0,,98.6,0.27,0.27,0.27,98.6,0.27,0.27,0.27,
03/30/2002,1020.0,,-903.0,,117.0,,-68.0,,,,,49.0,-25.0,25.0,25.0,,0.0,0.0,24.0,-9.0,15.0,11.0,,,4.0,0.0,4.0,0.0,0.0,4.0,4.0,,98.8,0.04,0.15,0.19,99.0,0.04,0.15,0.19,
06/29/2002,1202.0,,-1035.0,,167.0,,-88.0,,,,,79.0,-46.0,36.0,36.0,,0.0,10.0,33.0,-17.0,16.0,1.0,,,15.0,0.0,15.0,0.0,0.0,15.0,15.0,,104.6,0.145,0.155,0.25,104.8,0.145,0.155,0.25,
09/28/2002,1157.0,,-1021.0,,136.0,,-74.0,,,,,62.0,-36.0,36.0,36.0,,0.0,0.0,26.0,-11.0,15.0,0.0,,,15.0,0.0,15.0,0.0,0.0,15.0,15.0,,107.4,0.14,0.14,0.14,107.4,0.14,0.14,0.14,
12/28/2002,1151.0,,-1025.0,,126.0,,-65.0,,,,,61.0,-37.0,36.0,36.0,,0.0,1.0,24.0,-5.0,19.0,0.0,,,19.0,0.0,19.0,0.0,0.0,19.0,19.0,,107.6,0.18,0.18,0.18,107.6,0.18,0.18,0.18,
03/29/2003,1135.0,,-1045.0,,90.0,,-75.0,,,,,15.0,-44.0,35.0,35.0,,0.0,9.0,-29.0,12.0,-17.0,1.0,,,-18.0,0.0,-18.0,0.0,0.0,-18.0,-18.0,,108.0,-0.16,-0.155,-0.105,108.0,-0.16,-0.155,-0.105,
06/28/2003,1182.0,,-1065.0,,117.0,,-73.0,,,,,44.0,-56.0,35.0,35.0,,0.0,21.0,-12.0,167.0,155.0,-1.0,,,156.0,0.0,156.0,0.0,0.0,156.0,156.0,,108.199997,1.435,1.43,0.045,108.199997,1.435,1.43,0.045,
09/27/2003,1170.0,,-1041.0,,129.0,,-85.0,,,,,44.0,-41.0,33.0,33.0,,0.0,8.0,3.0,-6.0,-3.0,0.0,,,-3.0,0.0,-3.0,0.0,0.0,-3.0,-3.0,,108.4,-0.03,-0.03,0.2,108.6,-0.03,-0.03,0.2,
01/03/2004,1166.0,,-1155.0,,11.0,,-68.0,,,,,-57.0,-2.0,32.0,32.0,,0.0,-30.0,-59.0,21.0,-38.0,1.0,,,-39.0,0.0,-39.0,0.0,0.0,-39.0,-39.0,,109.0,-0.36,-0.35,0.205,109.0,-0.36,-0.35,0.205,
04/03/2004,1148.0,,-1021.0,,127.0,,-74.0,,,,,53.0,-32.0,32.0,32.0,,0.0,0.0,21.0,-8.0,13.0,0.0,,,13.0,0.0,13.0,0.0,0.0,13.0,13.0,,110.199997,0.12,0.12,0.22,111.199997,0.12,0.12,0.22,
07/03/2004,1218.0,,-1019.0,,199.0,,-68.0,,,,,131.0,-41.0,34.0,34.0,,0.0,7.0,90.0,-35.0,55.0,-1.0,,,56.0,0.0,56.0,0.0,0.0,56.0,56.0,,111.199997,0.505,0.495,0.525,112.400002,0.5,0.49,0.525,
10/02/2004,1194.0,,-1099.0,,95.0,,,,,,,95.0,-31.0,31.0,31.0,,0.0,0.0,64.0,-25.0,39.0,-1.0,,,40.0,0.0,40.0,0.0,0.0,40.0,40.0,,111.8,0.36,0.35,0.42,113.4,0.36,0.35,0.42,
01/01/2005,1184.0,,-1127.0,,57.0,,,,,,,57.0,-33.0,,28.0,,0.0,5.0,24.0,0.0,52.0,-1.0,,,25.0,0.0,53.0,0.0,0.0,53.0,53.0,,112.2,0.47,0.46,0.44,114.6,0.47,0.46,0.44,
04/02/2005,1221.0,,-1119.0,,102.0,,,,,,,102.0,-28.0,29.0,29.0,,0.0,-1.0,74.0,-29.0,45.0,0.0,,,45.0,0.0,45.0,0.0,0.0,45.0,45.0,,112.5,0.4,0.4,0.465,115.7,0.39,0.39,0.455,
07/02/2005,1274.0,,-1162.0,,112.0,0.0,,,,,,112.0,-28.0,,29.0,,0.0,-1.0,84.0,-16.0,68.0,-1.0,,,69.0,0.0,69.0,0.0,0.0,69.0,69.0,,113.7,0.61,0.6,0.6,115.0,0.6,0.59,0.59,
10/01/2005,1218.0,,-1131.0,,87.0,0.0,0.0,,,,,87.0,-26.0,27.0,27.0,,0.0,-1.0,61.0,-24.0,37.0,-1.0,,,38.0,0.0,38.0,0.0,0.0,38.0,38.0,,112.7,0.34,0.33,0.33,114.1,0.33,0.32,0.32,
12/31/2005,1248.0,,-1172.0,,76.0,,,,,,,76.0,-33.0,30.0,30.0,,0.0,3.0,43.0,-17.0,26.0,2.0,,,24.0,0.0,24.0,0.0,0.0,24.0,24.0,,111.5,0.21,0.23,0.32,113.2,0.21,0.23,0.32,
04/01/2006,1384.0,,-1225.0,,159.0,,,,,,,159.0,-33.0,33.0,33.0,,0.0,0.0,126.0,-47.0,79.0,0.0,,,79.0,0.0,79.0,0.0,0.0,79.0,79.0,,111.099998,0.71,0.71,0.71,113.400002,0.7,0.7,0.7,
07/01/2006,1433.0,,-1237.0,,196.0,,,,,,,196.0,57.0,34.0,34.0,,0.0,-91.0,253.0,-62.0,191.0,0.0,,,191.0,0.0,191.0,0.0,0.0,191.0,191.0,,109.800003,1.74,1.74,1.01,111.800003,1.7,1.7,0.97,
09/30/2006,1409.0,,-1226.0,,183.0,,,,,,,183.0,-30.0,31.0,31.0,,0.0,-1.0,153.0,-58.0,95.0,0.0,,,95.0,0.0,95.0,0.0,0.0,95.0,95.0,,108.300003,0.87,0.87,0.93,110.300003,0.86,0.86,0.92,
12/30/2006,1001.0,,-84.0,,917.0,,-161.0,,,,,-38.0,10.0,25.0,25.0,,0.0,-35.0,-28.0,64.0,61.0,42.0,,,-6.0,0.0,103.0,0.0,0.0,103.0,103.0,,107.8,0.99,0.59,0.6,107.8,0.96,0.57,0.58,
03/31/2007,1003.0,,-859.0,,144.0,,-103.0,,,,,41.0,-29.0,29.0,29.0,,0.0,0.0,12.0,-5.0,7.0,-31.0,,,38.0,0.0,38.0,0.0,0.0,38.0,38.0,,105.6,0.36,0.07,0.155,107.7,0.35,0.07,0.15,
06/30/2007,1023.0,,-877.0,,146.0,,-77.0,,,,,69.0,-27.0,28.0,28.0,,0.0,-1.0,42.0,-16.0,26.0,-40.0,,,66.0,0.0,66.0,0.0,0.0,66.0,66.0,,106.0,0.63,0.24,0.2,108.099998,0.62,0.24,0.2,
09/29/2007,963.0,,-835.0,,128.0,,-75.0,,,,,53.0,-29.0,29.0,29.0,,0.0,0.0,24.0,-13.0,11.0,-25.0,,,36.0,0.0,36.0,0.0,0.0,36.0,36.0,,106.2,0.34,0.11,0.11,107.8,0.33,0.11,0.11,
12/29/2007,937.0,,-851.0,,86.0,,-25.0,,,,,61.0,1830.0,15.0,34.0,-19.0,0.0,-1845.0,1891.0,-719.0,1172.0,7.0,,,1165.0,0.0,1165.0,0.0,0.0,1165.0,1165.0,,106.0,10.767,10.767,10.767,108.2,10.767,10.767,10.767,
03/29/2008,944.0,,-876.0,,68.0,,-74.0,,,,,-6.0,-19.0,20.0,44.0,-24.0,0.0,-1.0,-25.0,12.0,-13.0,0.0,,,-13.0,0.0,-13.0,0.0,0.0,-13.0,-13.0,,106.7,-0.12,-0.12,-0.05,107.6,-0.12,-0.12,0.07,
06/28/2008,991.0,,-893.0,,98.0,,-68.0,,,,,30.0,-19.0,20.0,18.0,-18.0,0.0,19.0,11.0,-3.0,8.0,0.0,,,8.0,0.0,8.0,0.0,0.0,8.0,8.0,,106.599998,0.07,0.07,0.07,107.400002,0.07,0.07,0.07,
09/27/2008,976.0,,-891.0,,85.0,,-69.0,,,,,16.0,-25.0,1.0,18.0,-17.0,0.0,24.0,-9.0,12.0,3.0,0.0,,,3.0,0.0,3.0,0.0,0.0,3.0,3.0,,106.7,0.03,0.03,-0.03,107.6,0.03,0.03,-0.03,
01/03/2009,973.0,,-865.0,,108.0,,-66.0,,,,,42.0,-20.0,21.0,23.0,-2.0,0.0,-1.0,22.0,-28.0,-6.0,0.0,,,-6.0,0.0,-6.0,0.0,0.0,-6.0,-6.0,,106.699997,-0.06,-0.06,0.11,106.699997,-0.06,-0.06,0.11,
04/04/2009,941.0,941.0,-797.0,797.0,144.0,0.0,-71.0,68.0,29.0,39.0,3.0,73.0,-7.0,17.0,29.0,-12.0,,-10.0,66.0,-30.0,36.0,0.0,0.0,0.0,36.0,-1.0,35.0,0.0,0.0,35.0,32.0,-3.0,106.7,0.33,0.33,0.299906,106.7,0.33,0.33,0.299906,
07/04/2009,906.0,906.0,-781.0,781.0,125.0,0.0,3.0,75.0,27.0,48.0,-78.0,128.0,-27.0,18.0,25.0,-7.0,,9.0,101.0,-35.0,66.0,0.0,0.0,0.0,66.0,,66.0,0.0,0.0,66.0,25.35,-40.65,106.7,0.62,0.62,0.237582,107.8,0.61,0.61,0.232913,
10/03/2009,885.0,885.0,-753.0,753.0,132.0,0.0,-5.0,72.0,27.0,45.0,-67.0,127.0,-18.0,15.0,19.0,-4.0,,3.0,109.0,-42.0,67.0,0.0,0.0,0.0,67.0,,67.0,0.0,0.0,67.0,28.3,-38.7,106.9,0.62,0.62,0.264733,108.6,0.61,0.61,0.253646,
12/31/2009,845.0,845.0,-806.0,806.0,39.0,67.0,-36.0,17.0,,17.0,19.0,70.0,-14.0,10.0,13.0,-3.0,,4.0,56.0,-18.0,38.0,0.0,0.0,0.0,38.0,,38.0,0.0,0.0,38.0,-4.4,-42.4,107.3,0.35,0.35,-0.041007,109.0,0.34,0.34,-0.048991,
04/03/2010,905.0,905.0,-825.0,825.0,80.0,0.0,-67.0,66.0,27.0,39.0,1.0,13.0,-16.0,16.0,17.0,-1.0,,0.0,-3.0,-2.0,-5.0,0.0,0.0,0.0,-5.0,1.0,-4.0,0.0,0.0,-4.0,-7.35,-3.35,107.7,-0.04,-0.04,-0.068245,109.2,-0.04,-0.04,-0.070678,
07/03/2010,976.0,976.0,-853.0,853.0,123.0,0.0,-74.0,73.0,28.0,45.0,1.0,49.0,-17.0,17.0,18.0,-1.0,,0.0,32.0,-12.0,20.0,0.0,0.0,0.0,20.0,,20.0,0.0,0.0,20.0,20.65,0.65,107.9,0.19,0.19,0.191381,109.7,0.18,0.18,0.185925,
10/02/2010,966.0,966.0,-813.0,813.0,153.0,0.0,-70.0,64.0,27.0,37.0,6.0,83.0,-16.0,16.0,18.0,-2.0,,0.0,67.0,59.0,126.0,0.0,0.0,0.0,126.0,-1.0,125.0,0.0,0.0,125.0,129.3,4.3,107.9,1.15,1.15,1.198332,109.4,1.13,1.13,1.169305,
01/01/2011,952.0,952.0,-864.0,864.0,88.0,0.0,-38.0,16.0,,16.0,22.0,50.0,-18.0,16.0,17.0,-1.0,,2.0,32.0,-5.0,27.0,0.0,0.0,0.0,27.0,,27.0,0.0,0.0,27.0,34.65,7.65,108.0,0.25,0.25,0.320833,109.7,0.24,0.24,0.309736,
04/02/2011,995.0,995.0,-860.0,860.0,135.0,0.0,-88.0,79.0,30.0,49.0,9.0,47.0,-21.0,17.0,17.0,0.0,,4.0,26.0,-11.0,15.0,0.0,0.0,0.0,15.0,1.0,16.0,0.0,0.0,16.0,24.0,8.0,108.3,0.15,0.15,0.221607,110.3,0.15,0.15,0.221607,
07/02/2011,1016.0,1016.0,-885.0,885.0,131.0,0.0,-86.0,79.0,28.0,51.0,7.0,45.0,-15.0,,15.0,,,0.0,30.0,-11.0,19.0,0.0,0.0,0.0,19.0,,19.0,0.0,0.0,19.0,24.65,5.65,108.6,0.18,0.18,0.22698,110.8,0.17,0.17,0.220993,
10/01/2011,974.0,974.0,-854.0,854.0,120.0,0.0,-92.0,68.0,26.0,42.0,24.0,28.0,-14.0,13.0,15.0,-2.0,,1.0,14.0,-7.0,7.0,0.0,0.0,0.0,7.0,-1.0,6.0,0.0,0.0,6.0,27.15,21.15,109.3,0.05,0.05,0.248399,111.7,0.05,0.05,0.239346,
12/31/2011,948.833,,,,,,,,,,,67.5,,,,,,,43.86,,24.4,,,,,,24.4,,,24.4,24.833,,,0.21,0.21,0.228,,0.21,0.21,0.228,
03/31/2012,996.5,,,,,,,,,,,85.5,,,,,,,45.0,,24.067,,,,,,24.067,,,24.067,24.067,,,0.223,0.223,0.206,,0.223,0.223,0.206,
