Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
05/05/2007,-14.171,5.319,9.84,-0.398,0.289,-0.822,0.135,-28.932,1.338,-23.63,7.851,-14.491,,-17.384,-17.757,0,,,-17.757,,,,,,,,,,0.373,31.071,0.0,32.354,,,,-1.283,0.547,-1.83,0.0,,-0.484,7.121,0.574,
08/04/2007,14.228,2.206,9.263,-0.031,-0.653,0.822,-0.2,2.79,2.842,4.308,-9.913,5.553,,-21.038,-25.132,0,,,-25.132,,,0.0,0.0,0.0,,,,,4.094,6.814,0.0,5.735,,,,1.079,1.156,-0.077,0.0,,0.004,4.955,1.445,
11/03/2007,-2.935,4.206,9.494,0.511,,0.0,0.511,-17.146,-1.793,-70.894,,55.541,,-31.759,-31.759,0,,,-31.759,,,0.0,0.0,0.0,,,,,0.0,35.041,-93.012,8.174,,,,119.879,124.713,-4.834,0.0,,0.347,4.41,1.844,
02/02/2008,49.784,13.604,10.906,-2.463,,-3.284,0.821,27.737,-4.554,43.344,,-11.053,,-27.218,-27.218,0,,,-27.218,,,0.0,0.0,0.0,,,,,0.0,-22.289,0.0,-22.23,,,,-0.059,0.0,-0.059,0.0,,0.277,-0.34,1.566,
05/03/2008,-1.417,4.275,12.018,8.811,-0.492,,9.303,-26.521,1.11,-36.455,14.386,-5.562,0.0,-30.545,-30.545,0,0.0,0.0,-30.545,-30.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.148,0.0,29.764,0.0,289.238,-259.474,2.443,2.443,0.0,-0.059,0.0,0.186,0.003,1.006,
08/02/2008,22.471,3.688,12.336,13.94,0.935,,13.005,-7.493,0.369,15.536,-25.878,2.48,,-37.527,-37.527,0,0.0,0.0,-37.527,-37.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.336,0.0,13.622,0.0,290.254,-276.632,0.655,0.655,0.0,0.059,0.0,-0.72,4.984,1.169,
11/01/2008,8.428,5.017,13.265,7.438,0.636,,6.802,-17.292,-1.324,-71.9,57.138,-1.206,,-28.536,-28.536,0,,,-28.536,-28.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.501,0.0,19.824,,294.647,-274.823,0.677,0.677,0.0,0.0,0.0,0.393,1.602,1.262,
01/31/2009,45.721,12.288,13.826,24.817,1.024,,23.793,-5.21,2.22,55.326,-49.957,-12.799,0.0,-14.255,-14.255,0,0.0,0.0,-14.255,-14.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.476,0.0,-31.933,0.0,343.83,-375.763,0.457,0.457,0.0,0.0,0.0,-0.01,-0.08,1.327,
05/02/2009,17.957,4.92,15.365,4.214,1.295,,2.919,-6.542,5.876,-16.684,5.689,-1.423,0.0,-12.32,-12.32,0,0.0,0.0,-12.32,-12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.435,0.0,-5.466,0.0,284.284,-289.75,0.031,0.031,0.0,0.0,0.0,0.202,0.625,0.723,
08/01/2009,51.914,5.75,15.995,5.292,1.07,,4.222,24.877,-0.743,21.134,-13.107,17.593,0.0,-17.436,-17.436,0,0.0,0.0,-17.436,-17.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.655,0.0,-35.13,0.0,277.378,-312.508,0.475,0.475,0.0,0.0,0.0,-0.177,-6.178,0.683,
10/31/2009,45.061,8.46,15.406,6.201,1.247,,4.954,14.994,-0.205,-64.826,77.127,2.898,0.0,-19.634,-19.634,0,0.0,0.0,-19.634,-19.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.295,0.0,-26.289,0.0,301.575,-327.864,0.994,0.994,0.0,0.0,0.0,0.132,3.635,0.54,
01/30/2010,57.895,20.226,15.4,5.288,1.861,,3.427,16.981,-0.137,67.03,-61.133,11.221,0.0,-18.715,-18.715,0,0.0,0.0,-18.715,-18.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.958,0.0,-39.162,0.0,298.436,-337.598,0.204,0.204,0.0,0.0,0.0,0.222,5.624,0.494,
05/01/2010,9.817,13.661,15.918,1.541,1.011,0.0,0.53,-21.303,5.426,-21.134,4.306,-9.901,0.0,-7.698,-7.698,0,0.0,0.0,-7.698,-7.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.534,0.0,0.0,0.0,0.0,0.0,2.534,2.534,0.0,0.0,0.0,4.653,12.87,,
07/31/2010,30.308,13.062,15.675,8.509,2.287,,6.222,-6.938,-3.367,3.753,0.623,-7.947,0.0,-24.886,-24.886,0,0.0,0.0,-24.886,-24.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.824,0.0,0.0,,0.0,0.0,1.824,1.824,0.0,0.0,0.0,7.246,22.8,,
10/30/2010,30.368,14.203,16.105,15.801,1.792,0.0,14.009,-15.741,-8.968,-77.23,58.929,11.528,0.0,-42.181,-42.181,0,0.0,0.0,-42.181,-42.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.248,0.0,0.0,0.0,0.0,0.0,4.248,4.248,0.0,0.0,0.0,-7.565,7.49,,
01/29/2011,106.05,30.104,17.238,2.74,-4.575,,7.315,55.968,-1.906,83.043,-33.152,7.983,0.0,-22.35,-22.35,0,0.0,0.0,-22.35,-22.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.134,0.0,0.0,0.0,0.0,0.0,19.134,19.134,0.0,0.0,0.0,102.834,6.711,,
04/30/2011,4.437,23.296,17.51,-1.606,-5.928,-0.942,5.264,-34.763,6.658,-37.031,-5.583,1.193,0.0,-19.54,-19.54,0,0.0,0.0,-19.54,-19.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.729,0.0,0.0,0.0,0.0,0.0,20.729,20.729,0.0,0.0,0.0,5.626,1.346,,
07/30/2011,56.5,23.905,18.89,14.765,1.075,-0.035,13.725,-1.06,-4.305,-3.205,-0.13,6.58,0.0,-33.139,-33.139,0,0.0,0.0,-33.139,-33.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.373,0.0,0.0,0.0,0.0,0.0,2.373,2.373,0.0,0.0,0.0,25.734,9.614,,
10/29/2011,16.523,26.768,19.225,3.432,-5.051,0.409,8.074,-32.902,-1.141,-96.139,52.663,11.715,0.0,-45.016,-45.016,0,0.0,0.0,-45.016,-45.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.605,0.0,0.0,0.0,0.0,0.0,16.605,16.605,0.0,0.0,0.0,-11.888,9.785,,
01/28/2012,220.887,46.295,75.931,100.717,-14.294,10.827,104.184,-2.056,-3.861,-26.131,-0.651,28.587,0.0,-128.636,-128.636,0,0.0,0.0,-128.636,-128.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.302,0.0,0.0,0.0,0.0,0.0,50.302,53.538,-3.236,0.0,0.0,142.553,24.162,,
04/28/2012,12.546,34.868,20.985,-5.405,-13.657,-0.513,8.765,-37.902,3.825,-87.418,25.447,20.244,0.0,-24.799,-24.799,0,0.0,0.0,-24.799,-24.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.86,0.0,0.0,0.0,0.0,0.0,24.86,24.86,0.0,0.0,0.0,12.607,4.864,,
07/28/2012,23.686,34.998,21.629,6.455,-7.785,-0.465,14.705,-39.396,-9.951,15.331,-23.008,-21.768,0.0,-46.539,-46.539,0,0.0,0.0,-46.539,-46.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.091,-62.482,0.0,0.0,0.0,0.0,16.391,16.442,-0.051,0.0,0.0,-68.944,30.039,,
10/27/2012,41.226,38.151,22.218,11.818,-10.18,6.236,15.762,-30.961,-4.37,-146.099,96.296,23.212,0.0,-72.692,-72.692,0,0.0,0.0,-72.692,-72.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.789,0.0,0.0,0.0,0.0,0.0,25.789,25.817,-0.028,0.0,0.0,-5.677,4.052,,
02/02/2013,239.001,64.532,88.233,128.334,-33.97,8.673,153.631,-42.098,-15.362,-116.478,32.444,57.298,0.0,-188.578,-188.578,0,0.0,0.0,-188.578,-188.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.314,-62.482,0.0,0.0,0.0,0.0,78.796,78.875,-0.079,0.0,0.0,66.737,45.354,,
05/04/2013,42.835,41.826,24.779,12.823,-0.853,0.099,13.577,-36.593,11.59,-80.96,29.602,3.175,0.0,-42.004,-42.004,0,0.0,0.0,-42.004,-42.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.092,0.0,0.0,0.0,0.0,0.0,-28.092,9.317,-37.409,0.0,0.0,-27.261,10.996,,
08/03/2013,41.685,44.911,25.968,20.791,1.693,-0.531,19.629,-49.985,-1.073,-19.071,-17.75,-12.091,0.0,-56.025,-56.025,0,0.0,0.0,-56.025,-56.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336,0.0,0.0,0.0,0.0,0.0,7.336,7.389,-0.053,0.0,0.0,-7.004,47.416,,
11/02/2013,15.613,45.43,26.825,19.836,-2.256,0.71,21.382,-76.478,-15.913,-121.147,59.455,1.127,0.0,-78.937,-78.937,0,0.0,0.0,-78.937,-78.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.03,0.0,0.0,0.0,0.0,0.0,18.03,18.536,-0.506,0.0,0.0,-45.294,20.529,,
02/01/2014,227.592,70.682,28.711,10.572,4.041,3.59,2.941,117.627,-0.138,124.37,-41.911,35.306,0.0,-49.058,-49.058,0,,,-49.058,-49.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.026,0.026,0.0,0.0,0.0,178.56,22.657,,
05/03/2014,73.693,49.953,30.473,7.391,3.162,0.306,3.923,-14.124,20.327,-73.494,35.866,3.177,0.0,-39.106,-39.106,0,0.0,0.0,-39.106,-39.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.646,0.0,0.0,0.0,0.0,0.0,2.646,3.899,-1.253,0.0,0.0,37.233,17.16,,
08/02/2014,59.535,60.794,31.899,20.447,3.018,-0.948,18.377,-53.605,-15.388,-10.081,-20.689,-7.447,0.0,-155.137,-54.991,0,0.0,0.0,-54.991,-54.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.146,1.951,0.0,0.0,0.0,0.0,0.0,1.951,2.034,-0.083,0.0,0.0,-93.651,55.695,,
11/01/2014,12.922,59.124,33.683,21.217,1.966,6.341,12.91,-101.102,-7.289,-168.159,72.87,1.476,0.0,-78.255,-78.401,0,0.0,0.0,-78.401,-78.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,-2.665,0.0,0.0,0.0,0.0,0.0,-2.665,7.559,-10.224,0.0,0.0,-67.998,32.036,,
01/31/2015,250.442,87.264,35.709,10.456,3.548,3.547,3.361,117.013,-3.041,128.438,-45.551,37.167,0.0,-126.778,-76.569,0,0.0,0.0,-76.569,-76.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.209,-29.575,0.0,0.0,0.0,0.0,0.0,-29.575,0.376,-29.951,0.0,0.0,94.089,32.289,,
05/02/2015,68.292,66.946,37.967,13.28,-0.661,0.651,13.29,-49.901,8.882,-81.707,18.731,4.193,0.0,-56.622,-56.622,0,0.0,0.0,-56.622,-56.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.812,0.0,0.0,0.0,0.0,0.0,-14.812,14.157,-28.969,0.0,0.0,-3.142,20.645,,
08/01/2015,57.404,74.169,38.771,12.098,0.982,0.032,11.084,-67.634,-1.719,-42.724,6.211,-29.402,0.0,-80.596,-80.596,0,0.0,0.0,-80.596,-80.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.601,0.0,0.0,0.0,0.0,0.0,-37.601,8.661,-46.262,0.0,0.0,-60.793,77.792,,
10/31/2015,23.277,71.07,42.313,10.907,2.197,-2.238,10.948,-101.013,-5.662,-178.747,75.549,7.847,0.0,-94.691,-94.691,0,0.0,0.0,-94.691,-94.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.248,0.0,0.0,0.0,0.0,0.0,-44.248,3.667,-47.915,0.0,0.0,-115.662,40.968,,
01/30/2016,226.901,107.823,45.998,8.472,3.579,7.364,-2.471,64.608,-14.053,122.614,-95.095,51.142,0.0,-47.049,-67.258,0,0.0,0.0,-67.258,-67.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.209,-43.564,0.0,0.0,0.0,0.0,0.0,-43.564,2.658,-46.222,0.0,0.0,136.288,39.843,,
