Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1993,1375.468018,39.397999,39.397999,0.0,265.790009,,,822.210999,,,,,0.0,,,1127.399048,0.0,0.0,0.0,180.175003,,67.893997,,,,,,,67.893997,248.069,,164.184006,164.184006,,,,460.932007,,,,,62.909012,,,,62.909012,688.025024,167.117996,,,,61.891998,,,,,61.891998,229.009995,917.035019,1.3,294.378998,,,0.0,,140.651001,436.329999,22.103001,458.432999,1375.468018,
11/30/1993,1339.378052,75.122002,75.122002,0.0,266.016998,,,778.065002,,,,,0.0,,,1119.203979,0.0,0.0,0.0,158.485001,,61.688999,,,,,,,61.688999,220.174,,159.848999,159.848999,,,,451.856995,,,,,95.781982,,,,95.781982,707.487976,144.143005,,,,26.875,,,,,26.875,171.018005,878.505981,1.3,293.493988,,,0.0,,149.546005,444.339993,16.532,460.871993,1339.377974,
02/28/1994,1309.610962,60.543999,60.543999,0.0,220.921005,,,808.419983,,,,,0.0,,,1089.88501,0.0,0.0,0.0,143.751007,,75.974998,,,,,,,75.974998,219.726006,,119.044998,119.044998,,,,548.679993,,,,,93.516037,,,,93.516037,761.241028,129.003006,,,,25.780001,,,,,25.780001,154.783007,916.024035,1.3,220.582001,,,0.0,,154.766006,376.648007,16.938999,393.587006,1309.611041,
05/31/1994,1326.449951,60.983002,60.983002,0.0,198.222,,,865.937988,,,,,0.0,,,1125.142944,0.0,0.0,0.0,125.224998,,76.082001,,,,,,,76.082001,201.306999,,136.259003,136.259003,,,,597.067993,,,,,59.469025,,,,59.469025,792.796021,111.433998,,,,33.018002,,,,,33.018002,144.452,937.24802,1.3,220.608002,,,0.0,,162.272995,384.180997,5.021,389.201997,1326.450017,
08/31/1994,1387.171021,56.599998,56.599998,0.0,224.610001,,,917.426025,,,,,0.0,,,1198.635986,0.0,0.0,0.0,115.319,,73.216003,,,,,,,73.216003,188.535004,,138.953003,138.953003,,,,645.356995,,,,,69.179016,,,,69.179016,853.489014,103.389,,,,33.353001,,,,,33.353001,136.742001,990.231014,1.3,220.617004,,,0.0,,171.147003,393.064008,3.876,396.940007,1387.171022,
11/30/1994,1454.459961,54.807999,54.807999,0.0,279.286011,,,942.713013,,,,,0.0,,,1276.807007,0.0,0.0,0.0,110.223,,67.43,,,,,,,67.43,177.653,,156.472,156.472,,,,690.02002,,,,,72.844955,,,,72.844955,919.336975,96.731003,,,,31.372999,,,,,31.372999,128.104002,1047.440977,1.3,221.348007,,,0.0,,182.098999,404.747006,2.272,407.019006,1454.459983,
02/28/1995,1473.279053,35.252998,35.252998,0.0,204.167999,,,1037.527954,,,,,0.0,,,1276.948975,0.0,0.0,0.0,107.974998,,88.355003,,,,,,,88.355003,196.330002,,118.710999,118.710999,,,,767.245972,,,,,59.619019,,,,59.619019,945.575989,94.376999,,,,31.097,,,,,31.097,125.473999,1071.049988,1.3,221.376007,,,0.0,,177.528,400.204007,2.025,402.229007,1473.278995,
05/31/1995,1509.03894,30.341,30.341,0.0,102.007004,,,1057.562012,,,,,0.0,,,1189.910034,0.0,0.0,0.0,227.996994,,91.132004,,,,,,,91.132004,319.128998,,124.407997,124.407997,,,,794.440002,,,,,64.985008,,,,64.985008,983.833008,92.220001,,,,28.955,,,,,28.955,121.175001,1105.008009,1.3,221.408997,,,0.0,,179.264008,401.973004,2.058,404.031004,1509.039013,
08/31/1995,1544.407959,32.436001,32.436001,0.0,83.540001,,,1085.118042,,,,,0.0,,,1201.093994,0.0,,,259.091003,,84.223,,,,,,,84.223,343.314003,,131.615997,131.615997,,,,815.374023,,,,,75.446991,,,,75.446991,1022.437012,88.554001,,,,28.205,,,,,28.205,116.759001,1139.196012,1.3,221.421005,,,,,180.485001,403.206006,2.006,405.212006,1544.408018,
11/30/1995,1574.178955,43.382,43.382,0.0,293.384003,,,1059.178955,,,,,0.0,,,1395.944946,0.0,,,97.671997,,80.561996,,,,,,,80.561996,178.233993,,165.757996,165.757996,,,,790.575012,,,,,90.236938,,,,90.236938,1046.569946,84.764,,,,24.448,,,,,24.448,109.212,1155.781946,1.3,221.186005,,,0.0,,192.992004,415.478009,2.919,418.397009,1574.178955,
02/29/1996,1502.850952,35.140999,35.140999,0.0,205.554001,,,1090.56604,,,,,0.0,,,1331.260986,,,,94.556999,,77.032997,,,,,,,77.032997,171.589996,,120.468002,120.468002,,,,775.991028,,,,,84.450943,,,,84.450943,980.909973,81.978996,,,,23.302999,,,,,23.302999,105.281996,1086.191969,1.3,221.326996,,,0.0,,191.082001,413.708997,2.95,416.658997,1502.850965,
05/31/1996,1385.759033,33.011002,33.011002,0.0,218.658005,,,933.255981,,,,,0.0,,,1184.925049,0.0,,,87.106003,,113.727997,,,,,,,113.727997,200.834,,133.391998,133.391998,,,,776.646973,,,,,84.535004,,,,84.535004,994.573975,74.249001,,,,0.0,,,,,0.0,74.249001,1068.822975,0.0,222.636002,,,0.0,,91.362,313.998001,2.938,316.936001,1385.758976,
08/31/1996,1348.938965,23.336,23.336,0.0,243.535004,,,889.76001,,,,,0.0,,,1156.630981,0.0,,,83.572998,,108.735001,,,,,,,108.735001,192.307999,,140.869995,140.869995,,,,712.476013,,,,,97.042969,,,,97.042969,950.388977,70.938004,,,,0.0,,,,,0.0,70.938004,1021.326981,0.0,222.820999,,,0.0,,102.514999,325.335999,2.276,327.611999,1348.938979,
11/30/1996,1243.494019,9.781,9.781,0.0,260.496002,,,780.302002,,,,,0.0,,,1050.578979,0.0,,,81.536003,,111.378998,,,,,,,111.378998,192.915001,,159.272003,159.272003,,,,577.585022,,,,,96.985993,,,,96.985993,833.843018,68.380997,,,,0.0,,,,,0.0,68.380997,902.224015,0.0,222.628998,,,0.0,,117.721001,340.349999,0.92,341.269999,1243.494014,
02/28/1997,1173.250977,11.078,11.078,0.0,210.798996,,,759.896973,,,,,0.0,,,981.773987,0.0,,,79.682999,,111.793999,,,,,,,111.793999,191.476997,,120.086998,120.086998,,,,569.353027,,,,,78.476967,,,,78.476967,767.916992,66.864998,,,,0.0,,,,,0.0,66.864998,834.78199,0.0,222.645004,,,0.0,,114.998001,337.643005,0.826,338.469005,1173.250995,
05/31/1997,1223.493042,17.787001,17.787001,0.0,226.998993,,,789.296021,,,,,0.0,,,1034.082031,0.0,,,78.494003,,110.917,,,,,,,110.917,189.411003,,134.205002,134.205002,,,,601.914001,,,,,76.672989,,,,76.672989,812.791992,64.725998,,,,0.0,,,,,0.0,64.725998,877.51799,0.0,222.921005,,,0.0,,122.397003,345.318008,0.657,345.975008,1223.492999,
08/31/1997,1325.814941,10.795,10.795,0.0,274.497009,,,852.79303,,,,,0.0,,,1138.084961,0.0,,,74.321999,,113.407997,,,,,,,113.407997,187.729996,,161.175003,161.175003,,,,647.091003,,,,,97.552963,,,,97.552963,905.81897,62.171001,,,,0.0,,,,,0.0,62.171001,967.989971,0.0,224.223007,,,0.0,,132.414001,356.637009,1.188,357.825009,1325.81498,
11/30/1997,1418.990967,68.241997,68.241997,0.0,378.242004,,,790.242981,,790.242981,,,0.0,,,1236.727051,0.0,0.0,0.0,71.975998,,110.288002,31.283001,,,,,,79.005001,182.264,,170.945999,170.945999,,,,697.697021,,,,,105.375962,,,,105.375962,974.018982,60.057999,,,,0.0,,,,,0.0,60.057999,1034.076981,0.0,225.082993,,,0.0,,157.973007,383.056,1.858,384.914,1418.990981,
02/28/1998,1372.21106,41.210999,41.210999,0.0,307.269989,,,838.27002,0.0,838.27002,0.0,0.0,0.0,,,1186.750977,0.0,0.0,0.0,69.560997,,115.899002,29.299999,,,,,,86.599003,185.459999,,150.470001,150.470001,,,,661.739014,,,,,111.15097,,,,111.15097,923.359985,58.488998,,,,0.0,,,,,0.0,58.488998,981.848984,0.0,226.940002,,,0.0,,161.401001,388.341003,2.021,390.362003,1372.210987,
05/31/1998,1631.454956,17.686001,17.686001,0.0,349.190002,,,1049.787964,0.0,1049.787964,0.0,0.0,0.0,,,1416.66394,0.0,0.0,0.0,63.962002,,150.828995,50.400002,,,,,,100.428993,214.790997,,189.123993,189.123993,,,,860.812988,,,,,114.098053,,,,114.098053,1164.035034,55.198002,,,,0.0,,,,,0.0,55.198002,1219.233036,0.0,234.285004,,,0.0,,175.951996,410.237,1.985,412.222,1631.455036,
08/31/1998,1734.629028,9.825,9.825,0.0,376.313995,,,1135.328003,0.0,1135.328003,0.0,0.0,0.0,,,1521.467041,0.0,0.0,0.0,60.22168,,152.940002,47.993999,,,,,,104.946003,213.161682,,185.022003,185.022003,,,,736.942993,,,,,135.328949,,,,135.328949,1057.293945,51.564999,,,,0.0,,,,,0.0,51.564999,1108.858944,0.0,226.817993,,,0.0,,200.606995,427.424988,198.345001,625.769989,1734.628933,
11/30/1998,1860.203979,63.353001,63.353001,0.0,444.542999,,,1134.401978,,1134.401978,,,0.0,,,1642.297974,0.0,0.0,0.0,58.262001,,159.643997,45.533001,,,,,,114.110996,217.905998,,220.304001,220.304001,,,,769.258972,,,,,148.508072,,,,148.508072,1138.071045,49.264,,,,0.0,,,,,0.0,49.264,1187.335045,0.0,233.511993,,,0.0,,240.998993,474.510986,198.358002,672.868988,1860.204033,
02/28/1999,2396.882,11.362,11.362,0.0,462.583,226.108,,1487.385,0.0,1487.385,0.0,0.0,0.0,,,1961.33,0.0,0.0,0.0,55.243,,380.309,217.59,217.59,0.0,,,,162.719,435.552,,231.854,231.854,,,,1082.514,,,,,192.494,,,,192.494,1506.862,44.898,,,,0.0,,,,,0.0,44.898,1551.76,0.0,379.943,,,0.0,255.95,-4.491,631.402,213.72,845.122,2396.882,
05/31/1999,2520.161,4.134,4.134,0.0,484.902,236.843,,1596.695,0.0,1596.695,0.0,0.0,0.0,,,2085.731,0.0,0.0,0.0,53.056,,381.374,210.583,210.583,0.0,,,,170.791,434.43,,233.881,233.881,,,,1208.387,,,,,172.766,,,,172.766,1615.034,41.475,,,,0.0,,,,,0.0,41.475,1656.509,0.0,380.138,,,0.0,280.932,-7.023,654.047,209.605,863.652,2520.161,
08/31/1999,2818.943,39.777,39.777,0.0,612.42,228.439,,1716.163,0.0,1716.163,0.0,0.0,0.0,,,2368.36,0.0,0.0,0.0,48.381,,402.202,213.271,213.271,0.0,,,,188.931,450.583,,327.107,327.107,,,,1322.988,,,,,230.758,,,,230.758,1880.853,38.51,,,,0.0,,,,,0.0,38.51,1919.363,0.0,382.732,,,0.0,315.508,-11.939,686.301,213.279,899.58,2818.943,
11/30/1999,2664.235,28.367,28.367,0.0,650.625,205.847,,1521.265,0.0,1521.265,0.0,0.0,0.0,,,2200.257,0.0,0.0,0.0,47.08,,416.898,205.618,205.618,0.0,,,,211.28,463.978,,338.239,338.239,,,,1191.09,,,,,222.855,,,,222.855,1752.184,36.219,,,,0.0,,,,,0.0,36.219,1788.403,0.0,383.415,,,0.0,376.626,-83.458,676.583,199.249,875.832,2664.235,
02/29/2000,2735.294,38.81,38.81,0.0,549.64,228.428,,1681.679,0.0,1681.679,0.0,0.0,0.0,,,2270.129,0.0,0.0,0.0,45.402,,419.763,202.343,202.343,0.0,,,,217.42,465.165,,352.563,352.563,,,,1217.058,,,,,206.109,,,,206.109,1775.73,34.544,,,,0.0,,,,,0.0,34.544,1810.274,0.0,383.943,,,0.0,460.975,-154.498,690.42,234.6,925.02,2735.294,
05/31/2000,2794.685,29.806,29.806,0.0,585.377,250.738,,1694.418,0.0,1694.418,0.0,0.0,0.0,,,2309.601,0.0,0.0,0.0,68.134,,416.95,194.578,194.578,0.0,,,,222.372,485.084,,334.481,334.481,,,,1323.766,,,,,191.77,,,,191.77,1850.017,33.173,,,,0.0,,,,,0.0,33.173,1883.19,0.0,384.407,,,0.0,485.729,-195.185,674.951,236.544,911.495,2794.685,
08/31/2000,2836.11,45.192,45.192,0.0,576.32,243.579,,1758.298,0.0,1758.298,0.0,0.0,0.0,,,2379.81,0.0,0.0,0.0,41.178,,415.122,194.219,194.219,0.0,,,,220.903,456.3,,379.516,379.516,,,,1299.139,,,,,200.336,,,,200.336,1878.991,31.246,,,,0.0,,,,,0.0,31.246,1910.237,0.0,386.964,,,-28.337,527.518,-199.985,686.16,239.713,925.873,2836.11,
11/30/2000,2828.921,33.081,33.081,0.0,709.746,294.76,,1657.401,0.0,1657.401,0.0,0.0,0.0,,,2400.228,0.0,0.0,0.0,43.137,,385.556,202.177,202.177,0.0,,,10.407,172.972,428.693,,322.672,322.672,,,,1373.274,,,,,201.672,,,,201.672,1897.618,29.928,,,,0.0,,,,,0.0,29.928,1927.546,0.0,285.158,,,-28.337,598.374,-200.436,654.759,246.616,901.375,2828.921,
02/28/2001,2961.22,33.078,33.078,0.0,647.792,338.933,,1852.879,0.0,1852.879,0.0,0.0,0.0,,,2533.749,0.0,0.0,0.0,41.755,,385.716,197.043,197.043,0.0,,,,188.673,427.471,,323.85,323.85,,,,1459.069,,,,,203.598,,,,203.598,1986.517,28.529,,,,0.0,,,,,0.0,28.529,2015.046,0.0,300.14,,,-28.337,621.552,-196.01,697.345,248.829,946.174,2961.22,
05/31/2001,3049.377,17.561,17.561,0.0,740.52,311.246,,1883.206,0.0,1883.206,0.0,0.0,0.0,,,2641.287,0.0,0.0,0.0,38.216,,369.874,186.261,186.261,0.0,,,8.346,175.267,408.09,,312.193,312.193,,,,1525.164,,,,,203.093,,,,203.093,2040.45,26.037,,,,0.0,,,,,0.0,26.037,2066.487,0.0,302.161,,,-28.337,658.381,-198.433,733.772,249.118,982.89,3049.377,
08/31/2001,3299.198,45.181,45.181,0.0,911.903,371.581,,1969.675,0.0,1969.675,0.0,0.0,0.0,,,2926.759,0.0,0.0,0.0,34.655,,337.784,192.399,192.399,0.0,,,,145.385,372.439,,358.893,358.893,,,,1620.924,,,,,246.495,,,,246.495,2226.312,23.934,,,,0.0,,,,,0.0,23.934,2250.246,0.0,497.099,,,-28.337,716.06,-195.277,989.545,59.407,1048.952,3299.198,
11/30/2001,3692.866,281.333,281.333,0.0,1123.446,423.057,,1884.761,0.0,1884.761,0.0,0.0,0.0,,,3289.54,0.0,0.0,0.0,30.911,,372.415,190.785,190.785,0.0,,,8.844,172.786,403.326,,479.568,479.568,,,,1683.65,,,,,351.144,,,,351.144,2514.362,22.359,,,,0.0,,,,,0.0,22.359,2536.721,0.0,509.9,,,-28.337,801.408,-190.49,1092.481,63.664,1156.145,3692.866,
02/28/2002,3433.249,196.15,196.15,0.0,845.344,401.19,,1986.669,0.0,1986.669,0.0,0.0,0.0,,,3028.163,0.0,0.0,0.0,27.527,,377.559,189.7,189.7,0.0,,,,187.859,405.086,,423.267,423.267,,,,1514.159,,,,,260.593,,,,260.593,2198.019,20.329,,,,0.0,,,,,0.0,20.329,2218.348,0.0,534.667,,,-28.337,840.871,-196.735,1150.466,64.435,1214.901,3433.249,
05/31/2002,3426.672,123.126,123.126,0.0,782.731,376.579,,2112.687,0.0,0.0,0.0,0.0,0.0,,,3018.544,0.0,0.0,0.0,0.0,,408.128,192.192,192.192,0.0,,,8.208,207.728,408.128,,432.898,432.898,,,,330.23,,,,,309.646,,,,309.646,1072.774,1151.646,,,,0.0,,,,,0.0,1151.646,2224.42,0.0,544.699,,,-121.529,901.761,-188.884,1136.047,66.205,1202.252,3426.672,
08/31/2002,3612.706,120.879,120.879,0.0,837.053,367.707,,2199.884,0.0,2199.884,0.0,0.0,0.0,,,3157.816,0.0,0.0,0.0,22.846,,432.044,194.163,194.163,0.0,,,,237.881,454.89,,476.51,476.51,,,,1571.249,,,,,354.646,,,,354.646,2402.405,16.523,,,,0.0,,,,,0.0,16.523,2418.928,0.0,996.399,,,-219.121,982.659,-631.771,1128.166,65.612,1193.778,3612.706,
11/30/2002,4025.54,329.985,329.985,0.0,1003.526,403.957,,2173.497,0.0,2173.497,0.0,0.0,0.0,,,3507.008,0.0,0.0,0.0,21.02,,497.512,194.614,194.614,0.0,,,21.023,281.875,518.532,,521.341,521.341,,,,1674.627,,,,,466.876,,,,466.876,2662.844,14.079,,,,0.0,,,,,0.0,14.079,2676.923,0.0,561.87,,,-219.121,1103.387,-171.785,1274.351,74.266,1348.617,4025.54,
02/28/2003,3801.615,253.785,253.785,0.0,712.93,349.55,,2309.822,0.0,2309.822,0.0,0.0,0.0,,,3276.537,0.0,0.0,0.0,24.926,,500.152,191.93,191.93,0.0,,,,308.222,525.078,,481.488,481.488,,,,1572.489,,,,,363.346,,,,363.346,2417.323,12.838,,,,0.0,,,,,0.0,12.838,2430.161,0.0,569.618,,,-242.91,1153.197,-181.963,1297.942,73.512,1371.454,3801.615,
05/31/2003,4063.455,79.96,79.96,0.0,754.176,474.805,,2672.686,0.0,2672.686,0.0,0.0,0.0,,,3506.822,0.0,0.0,0.0,29.805,,526.828,218.576,218.576,0.0,,,,308.252,556.633,,598.804,598.804,,,,1527.11,,,,,463.332,,,,463.332,2589.246,10.558,,,,0.0,,,,,0.0,10.558,2599.804,0.0,575.428,,,-278.741,1231.616,-147.098,1381.205,82.446,1463.651,4063.455,
08/31/2003,4116.75,70.511,70.511,0.0,633.273,369.088,,2867.152,0.0,2867.152,0.0,0.0,0.0,,,3570.936,0.0,0.0,0.0,29.142,,516.672,215.52,215.52,0.0,,,,301.152,545.814,,557.626,557.626,,,,1604.841,,,,,441.925,,,,441.925,2604.392,8.603,,,,0.0,,,,,0.0,8.603,2612.995,0.0,577.424,,,-327.453,1326.528,-150.202,1426.297,77.458,1503.755,4116.75,
11/30/2003,4235.859,138.119,138.119,,649.798,430.266,,2883.482,,2883.482,,,,,,3671.399,,,,32.797,,531.663,228.999,228.999,0.0,,,32.797,269.867,564.46,,586.245,586.245,,,,132.225,,,,,574.527,,,,574.527,1292.997,1260.78,,,,,,,,,,1260.78,2553.777,,592.318,,,-327.453,1462.342,-134.356,1592.851,89.231,1682.082,4235.859,
02/29/2004,4628.566,229.177,229.177,0.0,593.958,432.569,,3216.485,0.0,3216.485,0.0,0.0,0.0,,,4039.62,0.0,0.0,0.0,36.357,,552.589,238.211,238.211,0.0,,,,314.378,588.946,,658.716,658.716,,,,125.747,,,,,493.912,,,,493.912,1278.375,1570.019,,,,0.0,,,,,0.0,1570.019,2848.394,0.0,600.784,,,-327.453,1526.73,-118.318,1681.743,98.429,1780.172,4628.566,
05/31/2004,4895.287,93.881,93.881,0.0,614.519,429.169,,3553.784,0.0,3553.784,0.0,0.0,0.0,,,4262.184,0.0,,,85.055,,548.048,236.835,236.835,0.0,,,,311.213,633.103,,632.011,632.011,,,,105.301,,,,,563.374,,,,563.374,1300.686,1772.133,,,,0.0,,,,,0.0,1772.133,3072.819,0.0,617.004,,,-393.578,1619.0,-125.594,1716.832,105.636,1822.468,4895.287,
08/31/2004,5375.774,38.768,38.768,0.0,590.849,400.593,,4059.936,0.0,4059.936,0.0,0.0,0.0,,,4689.553,0.0,0.0,0.0,0.0,,686.221,244.315,244.315,0.0,,,,441.906,686.221,,680.415,680.415,,,,97.328,,,,,621.091,,,,621.091,1398.834,2035.746,,,,0.0,,,,,0.0,2035.746,3434.58,0.0,618.073,,,-393.578,1727.13,-126.499,1825.126,116.068,1941.194,5375.774,
