Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,16060.321289,831.424988,831.424988,0.0,842.278015,,,253.832001,,,,,0.0,,,1927.535034,212.751007,,,13072.974609,847.059998,,,,,,847.059998,14132.785614,,597.263977,597.263977,,,,,,,3772.465027,,,3772.465027,4369.729004,1272.740967,,,,,2155.647949,,,2155.647949,3428.388916,7798.11792,0.0,164.253006,,,-42.292999,,8019.777863,8141.737869,120.464996,8262.202866,16060.320786,
12/31/1992,16944.777344,1192.363037,1192.363037,0.0,690.627991,,,282.140991,,,,,0.0,,,2165.13208,224.509995,,,13755.267578,799.867981,,,,,,799.867981,14779.645554,,895.638977,895.638977,,,,,,,3298.822937,,,3298.822937,4194.461914,1299.810059,,,,,2424.6521,,,2424.6521,3724.462158,7918.924072,0.0,189.151001,,,-42.292999,,8749.472687,8896.330688,129.522995,9025.853683,16944.777756,
03/31/1993,17231.191406,577.325012,577.325012,0.0,979.820007,,,297.657013,,,,,0.0,,,1854.802002,238.763,,,14330.37207,807.255005,,,,,,807.255005,15376.390076,,815.117004,815.117004,,,,,,,3221.028992,,,3221.028992,4036.145996,827.59198,,,,,2990.491943,,,2990.491943,3818.083923,7854.229919,0.0,234.628006,,,-42.292999,,9051.184601,9243.519608,133.442001,9376.961609,17231.191528,
06/30/1993,17321.564453,890.948975,890.948975,0.0,712.138,,,292.971008,,,,,0.0,,,1896.057983,237.751999,,,13741.251953,1446.501953,,,,,,1446.501953,15425.505905,,557.281006,557.281006,,,,,,,3478.325928,,,3478.325928,4035.606934,814.370972,,,,,3243.604004,,,3243.604004,4057.974976,8093.581909,0.0,234.628006,,,-42.292999,,8901.451202,9093.786209,134.195999,9227.982208,17321.564117,
09/30/1993,18091.646484,1294.284058,1294.284058,0.0,668.476013,,,291.692993,,,,,0.0,,,2254.452881,234.126007,,,14031.750977,1571.31604,,,,,,1571.31604,15837.193024,,592.299011,592.299011,,,,,,,3657.314758,,,3657.314758,4249.61377,854.469971,,,,,3495.837891,,,3495.837891,4350.307861,8599.921631,0.0,234.628006,,,-42.292999,,9164.585968,9356.920975,134.802994,9491.723969,18091.645599,
12/31/1993,19520.46875,1838.103027,1838.103027,0.0,525.284973,,,378.385986,,,,,0.0,,,2741.773926,259.735992,,,14648.798828,1870.160034,,,,,,1870.160034,16778.694855,,738.896973,738.896973,,,,,,,3734.245117,,,3734.245117,4473.14209,972.388977,,,,,3464.284912,,,3464.284912,4436.673889,8909.815979,0.0,662.981018,,,-37.633999,,9803.026577,10428.373596,182.279007,10610.652603,19520.468582,
03/31/1994,19579.580078,1298.71106,1298.71106,0.0,926.763,,,391.890015,,,,,0.0,,,2617.364014,257.850006,,,14885.023438,1819.343018,,,,,,1819.343018,16962.216461,,683.518982,683.518982,,,,,,,3915.869202,,,3915.869202,4599.388184,904.135986,,,,,3443.766113,,,3443.766113,4347.9021,8947.290283,0.0,662.981018,,,-37.633999,,9819.947475,10445.294495,186.996002,10632.290497,19579.58078,
06/30/1994,19988.115234,1264.128967,277.158997,986.969971,807.919983,,,411.515015,,,,,0.0,,,2483.563965,261.166992,,,15501.578125,1741.807007,,,,,,1741.807007,17504.552124,,798.815002,798.815002,,,,,,,3782.529236,,,3782.529236,4581.344238,900.765015,,,,,3518.779053,,,3518.779053,4419.544067,9000.888306,0.0,662.981018,,,-37.633999,,10162.534389,10787.881409,199.347,10987.228409,19988.116714,
09/30/1994,20725.283203,1322.579987,164.751007,1157.828979,655.372009,,,420.414001,,,,,0.0,,,2398.365967,269.5,,,16374.735352,1682.682007,,,,,,1682.682007,18326.917358,,832.158997,832.158997,,,,,,,3764.460144,,,3764.460144,4596.619141,804.268005,,,,,3719.371094,,,3719.371094,4523.639099,9120.25824,0.0,662.981018,,,-37.633999,,10782.105679,11407.452698,197.572006,11605.024704,20725.282944,
12/31/1994,21338.181641,273.881012,273.881012,0.0,580.599976,,,425.431,,,,,0.0,,,1279.911987,275.666992,,,18080.644531,1701.958008,,,,,,1701.958008,20058.269531,,397.384003,397.384003,,,,,,,4263.214142,,,4263.214142,4660.598145,810.718994,,,,,3792.644043,,,3792.644043,4603.363037,9263.961182,0.0,662.981018,,,-37.633999,,11249.535366,11874.882385,199.339005,12074.22139,21338.182572,
03/31/1995,23289.027344,145.145996,145.145996,0.0,836.273987,,,453.832001,,,,,0.0,,,1435.251953,270.734009,,,19877.005859,1706.036011,,,,,,1706.036011,21853.775879,,327.378998,327.378998,,,,,,,4649.445221,,,4649.445221,4976.824219,768.073975,,,,,4354.062988,,,4354.062988,5122.136963,10098.961182,0.0,662.981018,,,-37.633999,,12346.836147,12972.183167,217.882996,13190.066162,23289.027344,
06/30/1995,25869.849609,976.989014,976.989014,0.0,902.749023,,,606.927979,,,,,0.0,,,2486.666016,339.733002,,,21123.195312,1920.255005,,,,,,1920.255005,23383.183319,,418.507996,418.507996,,,,,,,4660.532043,,,4660.532043,5079.040039,898.392029,,,,,4955.440918,,,4955.440918,5853.832947,10932.872986,0.0,1008.63501,,,-34.719002,,13728.352791,14702.268799,234.707001,14936.9758,25869.848785,
09/30/1995,28383.179688,1879.199951,1879.199951,0.0,784.525024,,,609.502991,,,,,0.0,,,3273.228027,335.916992,,,22745.925781,2028.109009,,,,,,2028.109009,25109.951782,,520.135986,520.135986,,,,,,,4773.134033,,,4773.134033,5293.27002,806.606995,,,,,5859.433105,,,5859.433105,6666.0401,11959.31012,0.0,1008.63501,,,-34.719002,,15205.320564,16179.236572,244.632996,16423.869568,28383.179688,
12/31/1995,28711.4,2703.800049,2703.800049,,718.900024,,,601.099976,,,,,0.0,,,4023.800049,333.299988,,,22440.8,1913.5,,,,,,1913.5,24687.599988,,1039.1,1039.1,,159.9,,,,,4072.7,,,4072.7,5271.7,902.2,,,,,5534.7,,,5534.7,6436.9,11708.6,0.0,1008.599976,,,-34.700001,,15764.800001,16738.699976,264.5,17003.199976,28711.799976,
03/31/1996,35109.101562,1438.599976,1438.599976,,1481.300049,,,0.0,,,,,0.0,,,2919.899902,,,,27368.900391,4820.299805,,,,,,4820.299805,32189.200195,,1440.400024,1440.400024,,,,,,,7519.000366,,,7519.000366,8959.400391,1436.699951,,,,,6318.100098,,,6318.100098,7754.800049,16714.200439,0.0,1008.599976,,,-34.700001,,17144.100391,18118.000366,276.899994,18394.90036,35109.1008,
06/30/1996,37393.898438,866.400024,866.400024,,1441.699951,,,0.0,,,,,0.0,,,2308.100098,,,,31161.800781,3924.0,,,,,,3924.0,35085.800781,,1463.099976,1463.099976,,,,,,,7529.499634,,,7529.499634,8992.599609,1500.400024,,,,,6599.799805,,,6599.799805,8100.199829,17092.799438,0.0,1573.599976,,,-34.700001,,18472.100391,20011.000366,290.100006,20301.100372,37393.899811,
09/30/1996,39206.699219,810.700012,810.700012,,1476.199951,,,0.0,,,,,0.0,,,2286.899902,,,,32107.699219,4812.100098,,,,,,4812.100098,36919.799316,,1638.800049,1638.800049,,,,,,,7729.699951,,,7729.699951,9368.5,1435.199951,,,,,6902.5,,,6902.5,8337.699951,17706.199951,0.0,1573.599976,,,-34.700001,,19649.79961,21188.699585,311.799988,21500.499573,39206.699524,
12/31/1996,43409.4,35537.3,1339.8,34197.5,1523.2,1523.2,,619.6,,,,,0.0,,,37680.1,1034.2,,,0.0,4695.1,3110.3,3110.3,0.0,,,1584.8,5729.3,,2556.8,2556.8,,130.8,,,,,7457.9,,,7457.9,10145.5,1813.6,,,,,7688.9,,,7688.9,9502.5,19648.0,0.0,2281.1,,,-31.4,9032.7,12143.9,23426.3,335.1,23761.4,43409.4,
03/31/1997,44137.398438,1113.400024,1113.400024,,1857.199951,,,639.0,,,,,0.0,,,3609.600098,1040.699951,,,34743.398438,4743.700195,,,,,,4743.700195,40527.798584,,1713.599976,1713.599976,,,,,,,7944.400024,,,7944.400024,9658.0,1847.699951,,,,,8102.700195,,,8102.700195,9950.400146,19608.400146,0.0,2281.100098,,,-31.4,,21939.999609,24189.699707,339.299988,24528.999695,44137.399841,
06/30/1997,50553.800781,1050.900024,1050.900024,,1716.199951,,,638.099976,,,,,0.0,,,3405.199951,1066.300049,,,41114.199219,4968.100098,,,,,,4968.100098,47148.599365,,1880.699951,1880.699951,,,,,,,8379.899658,,,8379.899658,10260.599609,1883.5,,,,,10000.299805,,,10000.299805,11883.799805,22144.399414,0.0,2281.199951,,,-31.4,,25761.80039,28011.600342,397.799988,28409.40033,50553.799744,
09/30/1997,50613.398438,520.900024,520.900024,,1696.5,,,666.799988,,,,,0.0,,,2884.199951,1189.599976,,,41496.300781,5043.299805,,,,,,5043.299805,47729.200562,,1847.900024,1847.900024,,,,,,,8662.500366,,,8662.500366,10510.400391,1832.199951,,,,,9862.400391,,,9862.400391,11694.600342,22205.000732,0.0,2354.0,,,-31.1,,25684.1,28007.0,401.399994,28408.399994,50613.400726,
12/31/1997,56110.898438,1002.400024,1002.400024,,1711.5,,,639.0,,,,,0.0,,,3352.899902,1056.5,,,46545.5,5156.0,,,,,,5156.0,52758.0,,2202.300049,2202.300049,,,,,,,8124.199951,,,8124.199951,10326.5,2266.699951,,,,,11606.0,,,11606.0,13872.699951,24199.199951,0.0,2354.100098,,,-31.1,,29132.199609,31455.199707,456.5,31911.699707,56110.899658,
03/31/1998,61166.0,1032.0,1032.0,,1803.0,,,681.0,,,,,0.0,,,3516.0,1092.0,,,50469.0,6089.0,3433.0,,,,,2656.0,57650.0,,1850.0,1850.0,,284.0,,,,,8758.0,,,8758.0,10892.0,2262.0,,,,,12732.0,,,12732.0,14994.0,25886.0,0.0,2677.0,,,-30.0,,32132.0,34779.0,501.0,35280.0,61166.0,
06/30/1998,63947.0,7118.0,7118.0,,1735.0,,,686.0,,,,,0.0,,,9539.0,1127.0,,,47112.0,6169.0,3410.0,,,,,2759.0,54408.0,,2014.0,2014.0,,324.0,,,,,8709.0,,,8709.0,11047.0,2192.0,,,,,13275.0,,,13275.0,15467.0,26514.0,0.0,2678.0,,,-30.0,,34269.0,36917.0,516.0,37433.0,63947.0,
09/30/1998,54110.0,6892.0,6892.0,,1900.0,,,762.0,,,,,0.0,,,9554.0,1325.0,,,36262.0,6969.0,4042.0,,,,,2927.0,44556.0,,2226.0,2226.0,,370.0,,,,,9096.0,,,9096.0,11692.0,1792.0,,,,,9197.0,,,9197.0,10989.0,22681.0,0.0,3031.0,,,-29.0,,27955.0,30957.0,472.0,31429.0,54110.0,
12/31/1998,122237.0,74589.0,13582.0,61007.0,7224.0,7224.0,,767.0,,,,,0.0,,,82580.0,1491.0,,,,38166.0,18446.0,18446.0,0.0,,,19720.0,39657.0,,7182.0,7182.0,,,,,,,26336.0,,,26336.0,33518.0,2385.0,,,,,27287.0,,,27287.0,29672.0,63190.0,0.0,25129.0,,,0.0,13764.0,18510.0,57403.0,1644.0,59047.0,122237.0,
03/31/1999,123774.0,74974.0,14207.0,60767.0,7514.0,7514.0,,739.0,0.0,0.0,0.0,0.0,0.0,,,83227.0,1616.0,,,0.0,38931.0,18326.0,18326.0,0.0,,,20605.0,40547.0,,8008.0,8008.0,,13590.0,,,,,26385.0,,,26385.0,47983.0,2462.0,,,,,13832.0,,,13832.0,16294.0,64277.0,0.0,25146.0,,,0.0,14305.0,18433.0,57884.0,1613.0,59497.0,123774.0,
06/30/1999,125166.0,73578.0,4229.0,69349.0,8058.0,8058.0,,752.0,0.0,0.0,0.0,0.0,0.0,,,82388.0,1667.0,,,0.0,41111.0,18371.0,18371.0,0.0,,,22740.0,42778.0,,7439.0,7439.0,,15685.0,,,,,27004.0,,,27004.0,50128.0,2594.0,,,,,12896.0,,,12896.0,15490.0,65618.0,0.0,25187.0,,,0.0,14877.0,17977.0,58041.0,1507.0,59548.0,125166.0,
09/30/1999,126592.0,70750.0,4715.0,66035.0,7207.0,7207.0,,780.0,0.0,0.0,0.0,0.0,0.0,,,78737.0,1782.0,,,0.0,46073.0,18270.0,18270.0,0.0,,,27803.0,47855.0,,7605.0,7605.0,,19143.0,,,,,29357.0,,,29357.0,56105.0,2448.0,,,,,11328.0,,,11328.0,13776.0,69881.0,0.0,25197.0,,,0.0,15297.0,14811.0,55305.0,1406.0,56711.0,126592.0,
12/31/1999,131416.0,73565.0,3835.0,69730.0,8558.0,8558.0,,844.0,,,,,0.0,,,82967.0,1903.0,,,0.0,46546.0,18281.0,18281.0,0.0,,,28265.0,48449.0,,7458.0,7458.0,,17891.0,,,,,30520.0,,,30520.0,55869.0,3892.0,,,,,12471.0,,,12471.0,16363.0,72232.0,0.0,25217.0,,,0.0,15321.0,17223.0,57761.0,1423.0,59184.0,131416.0,
03/31/2000,134201.0,70335.0,2891.0,67444.0,8427.0,8427.0,,1076.0,,,,,0.0,,,79838.0,2034.0,,,0.0,52329.0,18409.0,18409.0,0.0,,,33920.0,54363.0,,6901.0,6901.0,,,,,,,30786.0,,,30786.0,37687.0,2354.0,,,,,36547.0,,,36547.0,38901.0,76588.0,0.0,25227.0,,,0.0,16128.0,14934.0,56289.0,1324.0,57613.0,134201.0,
06/30/2000,134797.0,72119.0,1907.0,70212.0,10074.0,10074.0,,1117.0,,,,,0.0,,,83310.0,2182.0,,,0.0,49305.0,18285.0,18285.0,0.0,,,31020.0,51487.0,,8556.0,8556.0,,21673.0,,,,,31425.0,,,31425.0,61654.0,2446.0,,,,,11809.0,,,11809.0,14255.0,75909.0,0.0,25251.0,,,0.0,16768.0,15569.0,57588.0,1300.0,58888.0,134797.0,
09/30/2000,130482.0,73388.0,2770.0,70618.0,9238.0,9238.0,,1444.0,,,,,0.0,,,84070.0,2406.0,,,0.0,44006.0,18526.0,18526.0,0.0,,,25480.0,46412.0,,7443.0,7443.0,,14470.0,,,,,33757.0,,,33757.0,55670.0,2634.0,,,,,11466.0,,,11466.0,14100.0,69770.0,0.0,25491.0,,,0.0,17565.0,16335.0,59391.0,1321.0,60712.0,130482.0,
12/31/2000,135792.0,77086.0,5263.0,71823.0,11764.0,11764.0,,1275.0,,,,,0.0,,,90125.0,2699.0,,,0.0,42968.0,18875.0,18875.0,0.0,,,24093.0,45667.0,,8374.0,8374.0,,10975.0,,,,,36907.0,,,36907.0,56256.0,2879.0,,,,,13664.0,,,13664.0,16543.0,72799.0,0.0,25532.0,,,0.0,18649.0,17543.0,61724.0,1269.0,62993.0,135792.0,
03/31/2001,146690.0,68005.0,5845.0,62160.0,11553.0,11553.0,,2261.0,,,,,0.0,,,81819.0,4543.0,,,0.0,60328.0,21389.0,21389.0,0.0,,1699.0,37240.0,64871.0,,9417.0,9417.0,,23264.0,,,,,14694.0,,,14694.0,47375.0,4056.0,,,,,35507.0,,,35507.0,39563.0,86938.0,0.0,25553.0,,,0.0,19255.0,13582.0,58390.0,1362.0,59752.0,146690.0,
06/30/2001,148776.0,69460.0,7143.0,62317.0,11789.0,11789.0,,2270.0,,,,,,,,83519.0,4597.0,,,,60660.0,21244.0,21244.0,0.0,,1771.0,37645.0,65257.0,,9503.0,9503.0,,,,,,,40682.0,,,40682.0,50185.0,3660.0,,,,,34861.0,,,34861.0,38521.0,88706.0,,25563.0,,,0.0,20028.0,13139.0,58730.0,1340.0,60070.0,148776.0,
12/31/2001,162752.0,98782.0,6498.0,92284.0,18188.0,18188.0,,2213.0,,,,,5561.0,,,124744.0,4776.0,,,0.0,33232.0,21510.0,21510.0,0.0,,1826.0,9896.0,38008.0,,4249.0,4249.0,,21465.0,,,,,55710.0,,,55710.0,81424.0,12504.0,,,,,9525.0,,,9525.0,22029.0,103453.0,0.0,25615.0,,,0.0,19444.0,12891.0,57950.0,1349.0,59299.0,162752.0,
03/31/2002,164624.0,76477.0,7374.0,69103.0,11374.0,11374.0,,2360.0,,,,,0.0,,,90211.0,4880.0,,,0.0,69533.0,22035.0,22035.0,0.0,,2569.0,44929.0,74413.0,,9894.0,9894.0,,28751.0,,,,,18158.0,,,18158.0,56803.0,3724.0,,,,,42322.0,,,42322.0,46046.0,102849.0,0.0,25966.0,,,0.0,20360.0,14172.0,60498.0,1277.0,61775.0,164624.0,
06/30/2002,167497.0,79367.0,7260.0,72107.0,12623.0,12623.0,,2815.0,,,,,0.0,,,94805.0,5120.0,,,0.0,67572.0,22143.0,22143.0,0.0,,2723.0,42706.0,72692.0,,11217.0,11217.0,,31775.0,,,,,16459.0,,,16459.0,59451.0,4091.0,,,,,40209.0,,,40209.0,44300.0,103751.0,0.0,25993.0,,,0.0,21405.0,14972.0,62370.0,1376.0,63746.0,167497.0,
09/30/2002,167749.0,98353.0,10438.0,87915.0,18573.0,18573.0,,2906.0,,,,,6332.0,,,126164.0,5157.0,,,0.0,36428.0,22281.0,22281.0,0.0,,3816.0,10331.0,41585.0,,11430.0,11430.0,,15142.0,,,,,56446.0,,,56446.0,83018.0,8952.0,,,,,11804.0,,,11804.0,20756.0,103774.0,0.0,26010.0,,,0.0,22546.0,14061.0,62617.0,1358.0,63975.0,167749.0,
12/31/2002,169544.0,99812.0,12748.0,87064.0,23890.0,23890.0,,3030.0,,,,,0.0,,,126732.0,5368.0,,,0.0,37444.0,22298.0,22298.0,0.0,,3651.0,11495.0,42812.0,,4995.0,4995.0,,13789.0,,,,,64599.0,,,64599.0,83383.0,9288.0,,,,,11445.0,,,11445.0,20733.0,104116.0,0.0,26036.0,,,0.0,23730.0,14271.0,64037.0,1391.0,65428.0,169544.0,
06/30/2003,172930.0,102813.0,28444.0,74369.0,16557.0,16557.0,,3772.0,,,,,5308.0,,,128450.0,5993.0,,,,38487.0,22358.0,22358.0,0.0,,3816.0,12313.0,44480.0,,6246.0,6246.0,,8481.0,,,,,64918.0,,,64918.0,79645.0,7961.0,,,,,13217.0,,,13217.0,21178.0,100823.0,,26074.0,,,0.0,27689.0,16842.0,70605.0,1502.0,72107.0,172930.0,
09/30/2003,172239.0,101252.0,30745.0,70507.0,18372.0,18372.0,,3755.0,,,,,4242.0,,,127621.0,6040.0,,,0.0,38578.0,22742.0,22742.0,0.0,,3760.0,12076.0,44618.0,,6807.0,6807.0,,7117.0,,,,,63743.0,,,63743.0,77667.0,8960.0,,,,,12929.0,,,12929.0,21889.0,99556.0,0.0,26108.0,,,0.0,29495.0,16365.0,71968.0,715.0,72683.0,172239.0,
12/31/2003,180559.0,110087.0,35957.0,74130.0,21784.0,21784.0,,3656.0,,,,,0.0,,,131008.0,6260.0,,,0.0,38772.0,22948.0,22948.0,0.0,,3899.0,11925.0,45032.0,,6386.0,6386.0,,7931.0,,,,,63653.0,,,63653.0,77970.0,9119.0,,,,,15129.0,,,15129.0,24248.0,102218.0,0.0,26159.0,,,0.0,31881.0,19556.0,77596.0,745.0,78341.0,180559.0,
03/31/2004,210954.0,149181.0,40911.0,108270.0,12706.0,17358.0,,3693.0,,,,,0.0,,,165580.0,6202.0,,,0.0,39172.0,22958.0,22958.0,0.0,,4037.0,12177.0,45374.0,,6259.0,6259.0,,43339.0,,,,,59166.0,,,59166.0,108764.0,5031.0,,,,,16604.0,,,16604.0,21635.0,130399.0,0.0,26196.0,,,0.0,33431.0,20097.0,79724.0,831.0,80555.0,210954.0,
06/30/2004,203426.0,117467.0,40201.0,77266.0,16849.0,16849.0,,3623.0,,,,,18954.0,,,156893.0,6247.0,,,,40286.0,22965.0,22965.0,0.0,,4067.0,13254.0,46533.0,,6919.0,6919.0,,15266.0,,,,,76559.0,,,76559.0,98744.0,8222.0,,,,,15181.0,,,15181.0,23403.0,122147.0,,26220.0,,,0.0,34713.0,19505.0,80438.0,841.0,81279.0,203426.0,
09/30/2004,181860.0,119404.0,43017.0,76387.0,11721.0,16880.0,,3767.0,,,,,0.0,,,134892.0,6308.0,,,0.0,40660.0,23027.0,23027.0,0.0,,,17633.0,46968.0,,6821.0,6821.0,,10249.0,,,,,59002.0,,,59002.0,76072.0,9018.0,,,,,15365.0,,,15365.0,24383.0,100455.0,0.0,26236.0,,,0.0,35850.0,18591.0,80677.0,728.0,81405.0,181860.0,
12/31/2004,188874.0,114795.0,43427.0,71368.0,24700.0,24700.0,,3842.0,527.0,256.0,1201.0,1858.0,0.0,,,143337.0,6516.0,9932.0,-3416.0,0.0,39021.0,23012.0,23012.0,0.0,,,16009.0,45537.0,,7500.0,7500.0,,9223.0,,,,,67859.0,,,67859.0,84582.0,5387.0,,,,,12247.0,,,12247.0,17634.0,102216.0,0.0,26276.0,,,0.0,39189.0,20435.0,85900.0,758.0,86658.0,188874.0,
03/31/2005,191075.0,112356.0,46709.0,65647.0,29935.0,20370.0,,3835.0,,,,,0.0,,,146126.0,6583.0,,,0.0,38366.0,23009.0,23009.0,0.0,,4069.0,11288.0,44949.0,,7256.0,7256.0,,10002.0,,,,,59048.0,,,59048.0,76306.0,12392.0,,,,,15156.0,,,15156.0,27548.0,103854.0,0.0,26323.0,,,0.0,40552.0,19581.0,86456.0,765.0,87221.0,191075.0,
