Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1989,5.131,3.97,4.746,0.352,,,0.352,-3.937,,,,-3.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1990,7.717,2.939,2.837,-1.815,,,-1.815,3.756,,,,3.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,2.006,4.678,2.916,-4.545,,,-4.545,-1.043,,,,-1.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,8.058,6.896,2.126,3.419,,,3.419,-4.383,,,,-4.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.058,,,
12/31/1990,7.728,6.358,3.355,-0.512,,,-0.512,-1.473,,,,-1.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,-2.17,3.334,3.401,5.943,,,5.943,-14.848,,,,-14.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,5.504,4.444,3.754,5.943,,,5.943,-8.637,,,,-8.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,15.352,10.286,3.987,-8.206,,,-8.206,9.285,,,,9.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.352,,,
12/31/1991,-5.134,2.174,3.407,-3.322,,,-3.322,-7.393,,,,-7.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,6.388,-9.79,2.892,0.134,,,0.134,13.152,,,,13.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,0.211,2.638,3.076,-3.542,,,-3.542,-1.961,,,,-1.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,6.927,3.874,3.367,3.85,,,3.85,-4.164,,,,-4.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.927,,,
12/31/1992,-9.093,3.082,5.756,-2.662,,,-2.662,-15.269,,,,-15.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,-8.205,2.287,6.165,-2.673,,,-2.673,-13.984,,,,-13.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,-0.289,3.25,6.452,-2.862,,,-2.862,-7.129,,,,-7.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,17.044001,5.942,5.797,-3.161,,,-3.161,8.466,,,,8.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.044001,,,
12/31/1993,-0.054,-6.828,6.205,8.026,,,8.026,-7.457,,,,-7.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,3.106,0.445,6.22,-0.629,,,-0.629,-2.93,,,,-2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,7.46,2.067,6.655,-0.987,,,-0.987,-0.275,,,,-0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,15.743,4.686,6.255,-2.461,,,-2.461,7.263,,,,7.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.743,,,
12/31/1994,9.469,4.744,6.675,0.343,,,0.343,-2.293,,,,-2.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,7.618,1.378,6.937,-2.639,,,-2.639,1.942,,,,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1995,7.116,-5.848,11.566,5.517,,,5.517,-4.119,,,,-4.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1995,15.181,9.615,16.886,-13.158,,,-13.158,1.838,,,,1.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.181,,,
12/31/1995,13.097,9.145,14.371,1.315,,,1.315,-11.734,,,,-11.734,,,-10.408,,,,-10.408,,,,,,,,,,10.408,,,,,,,,,,,,,,,
03/31/1996,5.485,4.423,14.934,-9.886,,,-9.886,-3.986,,,,-3.986,,,-11.327,,,,-11.327,,,,,,,,,,11.327,,,,,,,,,,,,,,,
06/30/1996,1.8,9.072,15.802,10.541,,,10.541,-33.615002,,,,-33.615002,,,-12.637,,,,-12.637,,,,,,,,,,12.637,,,,,,,,,,,,,,,
09/30/1996,30.823999,17.846001,20.943001,-0.29,,,-0.29,-7.675,,,,-7.675,,-19.785999,-19.785999,,,,-19.785999,,,,,,,,,,0.0,,,,,,,,,,,,11.038,,,
12/31/1996,27.128,19.974001,22.799,-5.222,,,-5.222,-10.423,,,,-10.423,,,-14.538,,,,-14.538,,,,,,,,,,14.538,,,,,,,,,,,,,,,
03/31/1997,18.462,20.197001,22.434,-12.457,,,-12.457,-11.712,,,,-11.712,,,-17.702999,,,,-17.702999,,,,,,,,,,17.702999,,,,,,,,,,,,,,,
06/30/1997,48.576,28.111,21.756001,0.187,,,0.187,-1.478,,,,-1.478,,,-27.802,,,,-27.802,,,,,,,,,,27.802,,,,,,,,,,,,,,,
09/30/1997,49.379002,39.624001,23.011999,24.242001,,,24.242001,-37.499001,,,,-37.499001,,-42.154999,-42.154999,,,,-42.154999,,,,,,,,,,0.0,,,,,,,,,,,,7.224003,,,
12/31/1997,73.194,44.077,21.517,21.750999,,,21.750999,-14.151,,,,-14.151,,-26.507,-26.507001,1.641,,,-28.148001,,,0.0,0.0,0.0,,,,,0.0,-42.43,0.0,-4.149,,,,-38.281,4.351,-42.632,0.0,,4.257,,,
03/31/1998,67.823997,38.605999,23.555,7.455,,,7.455,-1.792,,,,-1.792,,-37.119999,-37.119999,2.389,,,-39.508999,,,0.0,0.0,0.0,,,,,0.0,-36.411,0.0,-3.174,,,,-33.237,0.95,-34.187,0.0,,-5.707,,,
06/30/1998,81.887001,32.870998,22.816999,17.415001,,,17.415001,8.784,,,,8.784,,-45.860001,-45.860001,2.951,,,-48.811001,,,0.0,0.0,0.0,,,,,0.0,-35.964004,0.0,53.835999,,,,-89.800003,0.389,-90.189003,0.0,,0.063,,,
09/30/1998,61.437,1.846,23.608,5.228,,,5.228,30.754999,,,,30.754999,,-51.561001,-49.102,2.391,,,-51.493,,,0.0,0.0,0.0,,,,,-2.459001,-10.764,0.0,18.83,,,,-29.594,0.006,-29.6,0.0,,-0.888,,,
12/31/1998,13.451,-7.026,23.496,4.992,,,4.992,-8.011,,,,-8.011,,-40.073238,-40.074,3.641,,,-43.715,,,0.0,0.0,0.0,,,,,0.000762,28.385,0.0,26.361,,,,2.024,2.024,0.0,0.0,,1.762,,,
03/31/1999,11.062,-11.387,24.698,-2.084,,,-2.084,-0.165,,,,-0.165,,-30.360001,-30.360001,0.0,,,-30.360001,,,0.0,0.0,0.0,,,,,0.0,17.011,0.0,16.843,,,,0.168,0.168,0.0,0.0,,-2.287,,,
06/30/1999,3.798,-16.094999,25.066999,-22.707001,,,-22.707001,17.533001,,,,17.533001,,-92.473,-18.905,0.456,,,-19.361,,,0.0,0.0,0.0,,,,,-73.568,95.251999,0.0,93.056999,,,,2.195,2.195,0.0,0.0,,6.577,,,
09/30/1999,36.118,4.82,26.539,3.285,,,3.285,1.474,,,,1.474,,-13.831,-13.956999,3.173,,,-17.129999,,,0.0,0.0,0.0,,,,,0.125999,-26.039999,0.0,-29.719999,,,,3.68,3.68,0.0,0.0,,-3.753,,,
12/31/1999,8.428,20.462,26.482,2.021,,,2.021,-40.536999,,,,-40.536999,,107.276001,107.276004,121.021004,,,-13.745,,,0.0,0.0,0.0,,,,,-3e-06,-115.914978,0.0,-267.596985,,,,151.682007,151.682007,0.0,0.0,,-0.211,,,
03/31/2000,40.786999,29.323999,25.302,16.316999,,,16.316999,-30.156,,,,-30.156,,-16.556999,-16.557,2.287,,,-18.844,,,0.0,0.0,0.0,,,,,0.0,-22.362999,0.0,-57.891998,,,,35.528999,35.528999,0.0,0.0,,1.867,,,
06/30/2000,89.598,25.908001,27.232,11.082,,,11.082,25.375999,,,,25.375999,,-21.645,-18.404999,2.301,,,-20.705999,,,0.0,0.0,0.0,,,,,-3.240001,-69.301987,0.0,-55.988998,,,,-13.312988,135.656006,-148.968994,0.0,,-1.349,,,
09/30/2000,65.896004,42.282001,23.002001,18.934,,,18.934,-18.322001,,,,-18.322001,,-25.34,-25.34,1.883,,,-27.223,,,0.0,0.0,0.0,,,,,0.0,-38.315,0.0,-15.658,,,,-22.657,0.17,-22.827,0.0,,2.241,,,
12/31/2000,81.523003,63.463001,25.5,27.229,,24.76,2.469,-34.668999,-39.826,-6.376,,11.533001,,-21.368,-21.368,6.701,,,-28.069,,,0.0,0.0,0.0,,,,,0.0,-58.743997,0.0,14.571,,,,-73.314997,7.704,-81.018997,0.0,,1.411,,,
03/31/2001,86.203003,80.751999,25.993,40.842999,,59.299,-18.456001,-61.384998,-94.378998,-15.51,,48.504,,-56.719002,-45.723002,1.017,,,-46.740002,,,0.0,0.0,0.0,,,,,-10.996,-28.991001,0.0,-38.401001,,,,9.41,9.41,0.0,0.0,,0.493,,,
06/30/2001,178.921997,104.808998,26.054001,41.847,,,41.847,6.212,,,,6.212,,-51.112,-51.112002,2.621,,,-53.733002,,,0.0,0.0,0.0,,,,,2e-06,-75.997001,0.0,-75.415001,,,,-0.582,0.517,-1.099,0.0,,51.813,,,
09/30/2001,170.910004,100.235001,27.422001,43.924,,,43.924,-0.671,,,,-0.671,,-59.546001,-51.973002,2.899,,,-54.872002,,,0.0,0.0,0.0,,,,,-7.573,-87.45,0.0,7.324,,,,-94.774,0.573,-95.347,0.0,,23.914,,,
12/31/2001,120.288002,66.941002,24.438,29.552999,,,29.552999,-0.644,,,,-0.644,,-52.521999,-52.521998,0.981,,,-53.502998,,,0.0,0.0,0.0,,,,,-1e-06,-107.856,0.0,-9.998,,,,-97.858,4.267,-102.125,0.0,,-40.09,,,
03/31/2002,66.207001,38.953999,25.174,-0.27,,,-0.27,2.349,,,,2.349,,-42.660999,-42.560001,0.0,,,-42.560001,,,0.0,0.0,0.0,,,,,-0.100998,1.001,0.0,-0.125,,,,1.126,1.126,0.0,0.0,,24.547001,,,
06/30/2002,61.986,27.688999,26.976,1.796,,,1.796,5.525,,,,5.525,,-506.648987,-32.471,4.369,,,-36.84,,,0.0,0.0,0.0,,,,,-474.177987,442.589001,0.0,440.957001,,,,1.632,1.632,0.0,0.0,,-2.074,,,
09/30/2002,95.389,32.910999,28.327,28.223,,,28.223,5.928,,,,5.928,,-45.771999,-45.451,0.653,,,-46.104,,,0.0,0.0,0.0,,,,,-0.320999,-31.375999,0.0,-31.802999,,,,0.427,0.427,0.0,0.0,,18.240999,,,
12/31/2002,32.778999,33.470001,28.462,7.008,,,7.008,-36.160999,,,,-36.160999,,-32.691002,-32.691,1.56,,,-34.250999,,,0.0,0.0,0.0,,,,,-2e-06,7.812,0.0,5.413,,,,2.784,2.784,0.0,-0.385,,7.9,,,
03/31/2003,66.516998,44.807999,29.530001,8.422,,,8.422,-16.243,,,,-16.243,,-35.219002,-35.219001,1.445,,,-36.664001,,,0.0,0.0,0.0,,,,,0.0,-1.883,0.0,-4.195,,,,2.312,2.312,0.0,0.0,,29.415001,,,
06/30/2003,113.037003,49.543999,31.893999,12.093,,,12.093,19.506001,,,,19.506001,,-50.286999,-50.286999,0.18,,,-50.466999,,,0.0,0.0,0.0,,,,,0.0,8.616,0.0,2.76,,,,5.856,5.856,0.0,0.0,,71.365997,,,
09/30/2003,123.278,60.355,30.327,10.029,,,10.029,22.566999,,,,22.566999,,-43.801998,-43.801999,1.999,,,-45.800999,,,0.0,0.0,0.0,,,,,0.0,4.782,0.0,2.824,,,,1.958,1.958,0.0,0.0,,84.258003,,,
12/31/2003,63.532001,61.513,30.694,4.93,,3.438,1.492,-33.605,-9.509,-1.818,,-22.278,,-49.924,-35.741998,2.379,,,-38.120998,,,0.0,0.0,0.0,,,,,-14.182001,7.014,0.0,2.521,,,,4.035,4.035,0.0,0.458,,20.622,22.152,1.146,
03/31/2004,103.584999,73.264,31.268,15.294,,,15.294,-16.240999,,,,-16.240999,,-48.181999,-47.122002,0.0,,,-47.122002,,,0.0,0.0,0.0,,,,,-1.059998,34.241999,0.0,3.906,,,,29.910999,29.910999,0.0,0.425,,89.644997,32.483002,2.889,
