Date,Assets,Net Plant in Service,Gross Utility Plant in Service,Accum Depreciation for Plant Asset,Plant Construction in Progress,Net Nuclear Fuel,Total Utility Plant,Cash & Near Cash Items,Marketable Securities,Restricted Bond Proceeds,Net Accounts Receivable,Supplies And Fuel,Prepaid Expenses,Other Current Assets,Total Current Assets,Decommissioning Funds,Long-Term Investments,Investments in Associated Co.,Other Property & Equipment,Deferred Charges & Others,Total Long Term Assets,Total Assets,Liabilities & Shareholders' Equity,ST Portion of LT Debts,Short Term Debt,Accounts Payable,Other Accounts Payable and Accruals,Other Current Liabilities,Total Current Liabilities,Accum Deferred Income Taxes,Accumulated Deferred ITC,Long-Term Borrowings,Other Liabilities,Total Long-Term Liabilities,Common Stock,Additional Paid in Capital,Retained Earnings & Other Equity,Total Preferred Equity,Minority Interest,Total Equity,Total Capitalization & Liabilities,Source: Bloomberg
03/31/1990,,2942,6071,-3129,135,,3077.0,53,,0,276,174,102,0,605,,492,,774.0,3541,4807,8489,,115,53.0,193,364,371,1096,1154.0,200.0,3294,531.0,5179,1,1583.0,456,174.0,0,2214,8489,
06/30/1990,,2944,6123,-3179,159,,3103.0,143,,0,155,258,73,0,629,,477,,795.0,3488,4760,8492,,67,117.0,199,327,245,955,1219.0,200.0,3320,549.0,5288,1,1582.0,495,171.0,0,2249,8492,
09/30/1990,,2943,6164,-3221,197,,3140.0,57,,0,141,400,99,0,697,,491,,815.0,3388,4694,8531,,86,257.0,221,239,249,1052,1968.0,,3328,,5296,1,1564.0,450,168.0,0,2183,8531,
12/31/1990,,3345,5946,-2601,225,49.0,3619.0,79,,0,429,326,192,0,1026,,119,,414.0,2743,3276,7921,,103,337.0,304,431,246,1421,759.0,222.0,3389,572.0,4942,1,1565.0,-164,156.0,0,1558,7921,
03/31/1991,,2989,6329,-3340,193,,3182.0,247,0.0,0,410,162,153,0,972,,237,,847.0,1791,2875,7029,,76,184.0,297,399,259,1215,629.0,216.0,3494,151.0,4490,1,1550.0,-380,153.0,0,1324,7029,
06/30/1991,,2967,6366,-3399,208,,3175.0,247,0.0,0,314,246,121,0,928,,234,,874.0,1789,2897,7000,,688,206.0,227,355,258,1734,665.0,213.0,2908,150.0,3936,1,1537.0,-359,151.0,0,1330,7000,
09/30/1991,,2974,6425,-3451,204,,3178.0,364,0.0,0,237,370,99,0,1070,,245,,896.0,1765,2906,7154,,748,393.0,202,295,273,1911,662.0,211.0,2860,160.0,3893,1,1538.0,-340,151.0,0,1350,7154,
12/31/1991,,3425,6189,-2764,192,30.0,3647.0,151,0.0,0,304,334,200,333,1322,,117,,474.0,634,1225,6194,,293,708.0,234,506,247,1988,465.0,205.0,2009,304.0,2983,1,1537.0,-478,163.0,0,1223,6194,
03/31/1992,,2968,6558,-3590,219,,3187.0,144,0.0,0,300,150,158,333,1085,,197,,945.0,566,1708,5980,,297,538.0,207,429,246,1717,483.0,205.0,2038,273.0,2999,1,1537.0,-437,163.0,0,1264,5980,
06/30/1992,,2958,6619,-3661,258,,3216.0,158,0.0,0,131,238,115,333,975,86.0,54,,962.0,640,1742,5933,,388,538.0,164,279,295,1664,483.0,205.0,2009,303.0,3000,1,1537.0,-432,163.0,0,1269,5933,
