Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,18.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.261,,,1.261,1.261,,241.024002,0.005156,0.005156,,241.024002,0.005156,0.005156,0.005156,
03/31/1990,9.061,,,-7.475,,1.586,,-2.202,,,,,,-0.616,0.046,,0.0,,0.0,-0.046,-0.57,0.211,-0.359,0.0,,,-0.359,0.0,-0.359,0.0,,-0.359,-0.359,,241.535995,-0.001563,-0.001563,,241.535995,-0.001563,-0.001563,-0.001563,
06/30/1990,15.171,,,-10.694,,4.476999,,-2.48,,,,,,1.997,0.064,,0.0,,0.0,-0.064,2.061,-0.763,1.298,0.0,,,1.298,0.0,1.298,0.0,,1.298,1.298,,231.552002,0.005625,0.005625,,231.552002,0.005625,0.005625,0.005625,
09/30/1990,12.87,,,-8.949,,3.921,,-2.631,,,,,,1.29,-0.083,,0.083,,0.0,0.0,1.207,-0.446,0.761,0.0,,,0.761,0.0,0.761,0.0,,0.761,0.761,,206.464005,0.00375,0.00375,,206.464005,0.00375,0.00375,0.00375,
12/31/1990,14.151,,,-11.115,,3.036,,-3.127,,,,,,-0.091,-0.138,,0.564,,0.0,-0.426,-0.229,0.084,-0.145,0.0,,,-0.145,0.0,-0.145,0.0,,-0.145,-0.145,,201.130688,-0.000781,-0.000781,-0.000781,201.130688,-0.000781,-0.000781,-0.000781,
03/31/1991,18.322001,,,-10.209,,8.113001,,-6.593,,,,,,1.52,-0.137,,,,0.0,0.137,1.383,-0.519,0.864,0.0,,,0.864,0.0,0.864,0.0,,0.864,0.864,,211.776001,0.004375,0.004375,,211.776001,0.004375,0.004375,0.004375,
06/30/1991,17.579,,,-8.911,,8.668,,-7.08,,,,,,1.588,-0.163,,,,0.0,0.163,1.425,-0.562,0.863,0.0,,,0.863,0.0,0.863,0.0,,0.863,0.863,,213.824005,0.00375,0.00375,,213.824005,0.00375,0.00375,0.00375,
09/30/1991,14.187,,,-5.954,,8.233,,-7.448,,,,,,0.785,-0.153,,,,0.0,0.153,0.632,-0.22,0.412,0.0,,,0.412,0.0,0.412,0.0,,0.412,0.412,,219.072006,0.001875,0.001875,,219.072006,0.001875,0.001875,0.001875,
12/31/1991,27.152,,,-14.333,,12.819,,-8.644,,,,,,4.175,-0.063,,,,0.0,0.063,4.112,-1.563,2.549,0.0,,,2.549,0.0,2.549,0.0,,2.549,2.549,,201.92,0.01125,0.01125,0.01125,201.92,0.01125,0.01125,0.01125,
03/31/1992,20.173,,,-14.722,,5.451,,-3.022,,,,,,2.429,-0.081,,0.081,,0.0,0.0,2.348,-0.892,1.456,0.0,,,1.456,0.0,1.456,0.0,,1.456,1.456,,226.335999,0.00625,0.00625,,226.335999,0.00625,0.00625,0.00625,
