Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,3419.039062,2181.114014,,,,476.270004,761.655029,,,-2701.243896,2701.243896,,0.0,,,,,,146.339005,-37.401001,,108.938004,13.822,,122.760002,0.0,,,122.760003,-0.434,122.325996,0.0,,122.325996,122.325996,,781.187988,0.156667,0.156667,,781.187988,0.156667,0.156667,0.156667,
12/31/1992,3433.429932,2208.552002,,,,421.726002,803.151978,,,-4064.660889,4064.660889,,0.0,,,,,,-1219.531982,-35.799,,-1255.330982,481.496002,,-773.835022,0.0,,,-773.83498,153.143997,-620.690979,0.0,,-620.690979,-620.690979,,781.055964,-0.794167,-0.794167,-0.794167,781.055964,-0.794167,-0.794167,-0.794167,
03/31/1993,3543.129883,2079.030029,,,,825.388,638.711975,,,-2417.537109,2417.537109,,,,,,,,560.979004,-38.382,,522.597004,-127.300003,,395.296997,0.0,,,395.297001,-53.606998,341.690002,0.0,,341.690002,341.690002,,780.792023,0.4375,0.4375,,780.792023,0.4375,0.4375,0.4375,
06/30/1993,3375.079102,2110.916016,,,,495.432983,768.72998,,,-2463.855957,2463.855957,,,,,,,,310.041992,-42.292,,267.749992,-50.723999,,217.026001,0.0,,,217.025993,-13.383,203.643005,0.0,,203.643005,203.643005,,774.324,0.263333,0.263333,0.263333,774.324,0.263333,0.263333,0.263333,
12/31/1993,3351.634033,2240.278076,,,,414.610008,696.745972,,,-2514.00293,2514.00293,,,,,,,,229.365005,-47.875999,,181.489006,-26.898001,,154.591003,0.0,,,154.591005,-16.188,138.403,0.0,,138.403,138.403,,753.851988,0.183333,0.183333,0.183333,753.851988,0.183333,0.183333,0.183333,
03/31/1994,3193.656006,2303.719971,,,,238.736008,651.200012,,,-2326.302979,2326.302979,,,,-322.783997,,,,-43.554001,-44.356998,11.444,-76.466999,57.609001,,-18.858,0.0,,,-18.857998,12.993,-5.865,0.0,,-5.865,-5.865,,738.095993,-0.008333,-0.008333,,738.095993,-0.008333,-0.008333,-0.008333,
06/30/1994,3374.13501,2361.706055,,,,316.672981,695.755981,,,-2360.551025,2360.551025,,,,-336.605988,,,,70.841003,-45.442001,19.261999,44.661001,9.962,,54.623001,0.0,,,54.623001,5.703,60.326,0.0,,60.326,60.326,,723.947983,0.083333,0.083333,,723.947983,0.083333,0.083333,0.083333,
09/30/1994,3536.061035,2401.25293,,,,406.814003,727.994019,,,-2324.656006,2324.656006,,,,-363.299988,,,,207.376007,-42.368999,9.243,174.250008,-30.125999,,144.123993,0.0,,,144.124008,-9.909,134.214996,0.0,,134.214996,134.214996,,719.35199,0.186667,0.186667,,719.35199,0.186667,0.186667,0.186667,
12/31/1994,3365.511963,2386.908936,,,,262.050994,716.552002,,,-2234.936035,2234.936035,,,,-306.109985,,,,160.212997,-42.396999,5.888,123.703998,-28.403999,,95.300003,0.0,,,95.299999,-16.142,79.157997,0.0,,79.157997,79.157997,,708.168,0.111667,0.111667,0.111667,708.168,0.111667,0.111667,0.111667,
03/31/1995,3701.3479,2514.215088,,,,525.144989,661.987976,,,-2355.654053,2355.654053,,,,-360.819,,,,385.269012,-43.078999,1.847,344.037014,-103.736,,240.300995,0.0,,,240.301014,-25.830999,214.470001,0.0,,214.470001,214.470001,,707.052017,0.303333,0.303333,0.253333,707.052017,0.303333,0.303333,0.253333,
06/30/1995,4512.196777,2867.406982,,,,887.03299,757.757019,,,-2674.208984,2674.208984,,,,-421.475006,,,,742.937988,-62.712002,7.177,687.402987,-224.781006,,462.622009,0.0,,,462.621981,-42.858002,419.764008,0.0,,419.764008,419.764008,,706.992004,0.593333,0.593333,0.314167,706.992004,0.593333,0.593333,0.314167,
09/30/1995,4955.574219,3194.600098,,,,880.790985,880.182983,,,-2959.022949,2959.022949,,,,-480.062988,,,,722.487,-89.608002,4.008,636.886998,-223.074005,,413.812988,0.0,,,413.812993,-27.408001,386.404999,0.0,,386.404999,386.404999,,706.992004,0.546667,0.546667,0.29,706.992004,0.546667,0.546667,0.29,
12/31/1995,5315.380859,3154.077881,,,,1305.630982,855.671997,,,-2814.214111,2814.214111,,,,-671.143005,,,,1078.206055,-87.100998,179.867996,1170.973053,-393.709015,,777.263977,0.0,,,777.264038,-32.202999,745.060974,0.0,,745.060974,745.060974,,706.800018,1.053333,1.053333,0.263333,706.800018,1.053333,1.053333,0.263333,
03/31/1996,5044.5,3292.0,,,,940.5,812.0,,,-3017.699951,3017.699951,,,,-527.599976,,,,737.299988,-90.800003,0.0,646.499985,-218.699997,,427.799988,0.0,,,427.799988,-59.0,368.799988,0.0,,368.799988,368.799988,,706.800018,0.521667,0.521667,0.31,706.800018,0.521667,0.521667,0.31,
06/30/1996,5044.600098,3319.399902,,,,785.200027,940.0,,,-3144.699951,3144.699951,,,,-439.399994,,,,728.200012,-69.800003,0.0,658.400009,-226.399994,,432.0,0.0,,,432.000015,-53.299999,378.700012,0.0,,378.700012,378.700012,,699.599991,0.541667,0.541667,0.368333,699.599991,0.541667,0.541667,0.368333,
09/30/1996,5216.299805,3434.100098,,,,757.700012,1024.5,,,-3087.199951,3087.199951,,,,-601.5,,,,721.700012,-79.699997,0.0,642.000015,-194.600006,,447.399994,0.0,,,447.400009,-58.799999,388.600006,0.0,,388.600006,388.600006,,691.199982,0.561667,0.561667,0.413333,691.199982,0.561667,0.561667,0.413333,
12/31/1996,4950.399902,3428.699951,,,,484.200027,1037.5,,,-2120.899902,2120.899902,,,,-1722.800049,,,,352.0,-77.699997,186.600006,460.900009,-151.699997,,309.200012,0.0,,,309.200012,-61.400002,247.800003,0.0,,247.800003,247.800003,,690.0,0.358333,0.358333,0.371667,690.0,0.358333,0.358333,0.371667,
03/31/1997,4939.100098,3345.5,,,,644.300024,949.299988,,,-2892.399902,2892.399902,,,,-520.299988,,,,497.899994,-74.800003,0.0,423.099991,-126.400002,,296.700012,0.0,,,296.699989,-57.400002,239.300003,0.0,,239.300003,239.300003,,690.0,0.346667,0.346667,0.331667,690.0,0.346667,0.346667,0.33,
06/30/1997,4749.100098,3346.899902,,,,308.899994,1093.300049,,,-2860.100098,2860.100098,,,,-595.900024,,,,281.399994,-76.300003,0.0,205.099991,-69.699997,,135.399994,0.0,,,135.399994,-71.599998,63.799999,0.0,,63.799999,63.799999,,690.0,0.091667,0.091667,0.4,690.0,0.091667,0.091667,0.4,
09/30/1997,5111.399902,3335.100098,,,,585.200012,1191.099976,,,-2854.5,2854.5,,,,-621.299988,,,,504.299988,-88.300003,0.0,415.999985,-134.300003,,281.700012,0.0,,,281.699982,-84.099998,197.600006,0.0,,197.600006,197.600006,,690.0,0.286667,0.286667,0.321667,690.0,0.286667,0.286667,0.321667,
12/31/1997,5214.899902,3330.100098,,,,665.699976,1219.09375,,,-2661.5,2661.5,,,,-645.700012,,,,508.700012,-84.0,124.300003,549.000015,-164.899994,,384.100006,0.0,,,384.100021,-91.199997,292.899994,0.0,,292.899994,292.899994,,690.0,0.425,0.425,0.335,690.0,0.425,0.425,0.335,
03/31/1998,4825.2,3430.0,,,,276.1,1119.1,,,-2847.9,2847.9,,,,-490.3,,,,208.8,-93.8,-142.4,-27.4,21.7,,-5.7,,,,-5.7,-78.0,-83.7,,,-83.7,-83.7,,690.0,-0.121667,-0.121667,-0.121667,690.0,-0.121667,-0.121667,-0.121667,
06/30/1998,5428.7,6906.0,,,,644.6,1307.8,,,-2981.9,2981.9,,,,-604.5,,,,662.2,-99.2,-45.1,517.9,-168.8,,349.1,,,,349.1,-101.9,247.2,,,247.2,247.2,,690.0,0.358333,0.358333,0.358333,690.0,0.358333,0.358333,0.358333,
09/30/1998,5992.3,10281.0,,,,1246.0,1384.4,,,-2807.0,2807.0,,,,-465.9,,,,1184.8,-89.3,-30.8,1064.7,-384.9,,679.8,,,,679.8,-62.7,617.1,,,617.1,617.1,,688.2,0.896667,0.896667,0.896667,688.2,0.896667,0.896667,0.896667,
12/31/1998,5056.5,3238.800049,,,,382.100021,1435.599976,,,-3156.699951,3156.699951,0.0,,,-376.5,,,,-3.9,-86.900002,-387.0,-477.800002,177.5,,-300.299988,0.0,,,-300.300002,-15.5,-315.799988,0.0,0.0,-315.799988,-315.799988,,681.582,-0.463333,-0.463333,0.086667,681.582,-0.463333,-0.463333,0.086667,
03/31/1999,5480.299805,3438.0,,,,645.300026,1397.0,,,-2880.800049,2880.800049,,,,-576.700012,,,,474.5,-113.699997,,360.800003,-99.5,,261.299988,157.899994,,,103.400009,-58.0,45.400002,,,45.400002,45.400002,,670.800018,0.068333,0.303333,0.303333,670.800018,0.068333,0.303333,0.303333,
06/30/1999,5611.899902,3504.899902,,,,631.899986,1475.099976,,,-2970.199951,2970.199951,,,,-531.400024,,,,554.200012,-81.900002,,472.300011,-160.199997,,312.100006,,,,312.100014,-57.799999,254.300003,,,254.300003,254.300003,,655.199982,0.388333,0.388333,0.388333,655.199982,0.388333,0.388333,0.388333,
09/30/1999,5422.700195,3349.399902,,,,496.2,1577.099976,,,-2757.699951,2757.699951,,,,-483.299988,,,,467.799988,,,,-165.199997,,302.600006,,,,,-31.299999,271.299988,,,271.299988,271.299988,,645.599991,0.42,0.42,0.42,645.599991,0.42,0.42,0.42,
12/31/1999,4827.0,3006.2,,,,309.5,1511.3,,,-3290.1,3290.1,,,,-1251.7,,,,7.6,-67.6,-296.7,-356.7,119.4,,-237.3,0.0,,,-237.3,29.5,-207.8,0.0,,-207.8,-207.8,,633.6,-0.328333,-0.328333,0.248333,633.6,-0.328333,-0.328333,0.248333,
03/31/2000,4655.7,2768.9,1675.0,1094.0,-0.1,454.6,1432.2,,,-2343.4,2343.4,,,,-393.0,,,,426.8,-88.4,,338.4,-114.2,,224.2,,,,224.2,-40.6,183.6,,,183.6,183.6,,609.6,0.15,0.15,0.15,609.6,0.15,0.15,0.15,
06/30/2000,5314.0,2777.399902,,,,959.399963,1577.199951,,,-2347.699951,2347.699951,,,,-532.299988,,,,949.299988,-85.199997,,864.099991,-300.899994,,563.200012,,,,563.199997,-52.599998,510.600006,,,510.600006,510.600006,,1183.800018,0.431667,0.431667,0.431667,1183.800018,0.431667,0.431667,0.431667,
09/30/2000,5757.299805,2918.399902,,,,1277.700012,1561.199951,,,-2464.699951,2464.699951,,,,-456.299988,,,,1236.599976,-92.900002,,1143.699974,-379.100006,,764.599976,,,,764.599968,-85.0,679.599976,,,679.599976,679.599976,,1183.199982,0.575,0.575,0.575,1183.199982,0.575,0.575,0.575,
12/31/2000,5526.5,3009.3,,,,923.2,1594.0,,,-2675.0,2675.0,,,,-498.2,,,,952.4,-90.4,,862.0,-312.7,,549.3,,,,549.3,-46.4,502.9,,,502.9,502.9,,1183.2,0.425,0.425,0.425,1183.2,0.425,0.416667,0.425,
03/31/2001,4929.1,2497.0,,,,990.8,1441.3,,,-2069.4,2069.4,,,,-423.6,,,,1009.8,-86.3,0.0,923.5,-328.4,,595.1,53.1,,,542.0,-69.7,472.3,0.0,0.0,472.3,472.3,,591.69,0.793333,0.883333,0.5,591.69,0.793333,0.883333,0.5,
06/30/2001,4151.299805,1586.800049,,,,1048.399963,1516.099976,,,-4276.200195,4276.200195,,,,-450.5,,,,-2096.100098,-92.699997,-200.0,-2388.800095,768.299988,,-1620.5,-1.9,,,-1618.600107,202.5,-1416.099976,0.0,0.0,-1416.099976,-1416.099976,,591.599991,-2.393333,-2.396667,-2.666667,591.599991,-2.393333,-2.396667,-2.666667,
09/30/2001,4683.600098,2514.5,,,,587.600021,1581.5,,,-2420.300049,2420.300049,,,,-423.100006,,,,366.100006,-77.099998,0.0,289.000008,-113.699997,,175.300003,-4.6,,,179.900011,-11.3,168.600006,0.0,0.0,168.600006,168.600006,,586.230011,0.286667,0.28,0.2,586.230011,0.286667,0.28,0.2,
12/31/2001,4999.0,2687.0,,,,867.4,1444.6,,,-2513.9,2513.9,,,,-1453.8,,,,621.9,-75.9,-189.0,357.0,-150.2,,206.8,-2.7,,,209.5,-18.5,191.0,0.0,0.0,191.0,191.0,,574.5,0.33,0.326667,0.11,574.5,0.33,0.326667,0.11,
03/31/2002,4792.100098,2836.0,,,,486.5,1469.599976,,,-2310.100098,2310.100098,,,,-439.899994,,,,559.099976,-76.5,0.0,482.599976,-171.199997,,311.399994,70.599998,,,240.79998,-28.0,212.800003,0.0,0.0,212.800003,212.800003,,573.269989,0.34,0.463333,0.753333,573.269989,0.34,0.463333,0.753333,
06/30/2002,4651.5,,3394.0,2268.0,-5662.0,344.9,1481.3,,,-2382.2,2382.2,,,,-461.4,,,,413.9,-78.2,0.0,335.7,-122.6,,213.1,0.0,,,213.1,-14.3,198.8,0.0,0.0,198.8,198.8,,564.57,0.28,0.28,0.493333,564.57,0.28,0.28,0.493333,
09/30/2002,4071.3,2261.4,,2261.4,0.0,423.3,1386.6,,,-1850.1,1850.1,,,,-447.7,,,,489.2,-77.1,0.0,412.1,-156.5,,255.6,-0.4,,,256.0,-16.9,239.1,0.0,0.0,239.1,239.1,,557.13,0.35,0.35,0.343333,557.13,0.35,0.35,0.343333,
12/31/2002,3971.7,2287.0,,,,403.5,1281.2,,,-1849.6,1849.6,,,,-1171.1,,,,453.5,-77.8,36.8,412.5,-128.6,,283.9,0.0,,,283.9,-22.6,261.3,0.0,0.0,261.3,261.3,,556.32,0.403333,0.403333,0.433333,556.32,0.403333,0.403333,0.433333,
03/31/2003,3949.0,2380.0,,,,361.000008,1208.0,,,-1869.800049,1869.800049,,,,-458.0,,,,355.600006,-73.699997,0.0,281.900009,-92.900002,,189.0,0.0,,,189.000008,1.0,190.0,0.0,0.0,190.0,190.0,,556.349991,0.29,0.29,0.393333,556.349991,0.29,0.29,0.393333,
06/30/2003,4239.5,2195.600098,,,,864.5,1179.400024,,,-2107.699951,2107.699951,,,,-481.0,,,,378.299988,-75.699997,0.0,302.599991,-88.0,,214.600006,0.1,,,214.499991,0.3,214.800003,0.0,0.0,214.800003,214.800003,,556.349991,0.34,0.34,0.286667,556.349991,0.34,0.34,0.286667,
09/30/2003,3940.0,2125.2,1543.0,582.0,0.2,552.9,1261.9,,,-4341.7,4341.7,,,,-494.5,,,,-2469.7,-80.9,0.0,-2550.6,916.4,,-1634.2,-55.8,,,-1578.4,195.5,-1382.9,0.0,0.0,-1382.9,-1382.9,,556.35,-2.533333,-2.633333,-2.823333,556.35,-2.533333,-2.633333,-2.823333,
12/31/2003,4335.7,2508.8,,,,535.6,1291.3,,,-1946.7,1946.7,,,,-530.9,,,,665.3,-78.1,0.0,587.2,-201.2,,386.0,0.0,,,386.0,-18.6,367.4,0.0,0.0,367.4,367.4,,556.35,0.596667,0.596667,0.53,556.35,0.596667,0.596667,0.53,
03/31/2004,3491.2,2167.0,,,,77.4,1246.8,,,-1620.3,1620.3,,,,-433.2,,,,177.3,-99.1,0.0,78.2,-45.4,,32.8,0.0,,,32.8,10.8,43.6,0.0,0.0,43.6,43.6,,556.41,0.016667,0.016667,0.513333,556.41,0.016667,0.016667,0.513333,
06/30/2004,3914.5,,3762.0,510.0,-4272.0,501.7,1307.5,,,-1624.5,1624.5,,,,-307.1,,,,629.5,-73.5,0.0,556.0,-123.2,,432.8,0.0,,,432.8,-25.5,407.3,0.0,0.0,407.3,407.3,,556.47,0.66,0.66,0.513333,556.47,0.66,0.66,0.513333,
09/30/2004,3785.4,1946.0,,,,344.5,1494.9,,,-1596.4,1313.0,283.4,,,-653.0,,,,475.7,-73.3,0.0,402.4,-120.8,,281.6,0.0,,,281.6,-4.0,277.6,0.0,0.0,277.6,277.6,,556.47,0.403333,0.403333,0.443333,556.47,0.403333,0.403333,0.443333,
12/31/2004,4051.2,1986.7,,,,689.7,1374.8,,,-1604.4,801.2,803.2,,,-286.5,,,,863.6,-78.2,,785.4,-244.4,,541.0,0.0,,,541.0,-38.2,502.8,0.0,0.0,502.8,502.8,,556.5,0.803333,0.803333,0.65,556.5,0.803333,0.803333,0.65,
03/31/2005,3741.2,1899.1,1742.0,166.0,-8.9,431.4,1410.7,,,-1433.2,1433.2,,,,-377.6,,,,681.7,-129.8,0.0,551.9,-177.3,,374.6,-6.6,,,381.2,-34.9,346.3,0.0,0.0,346.3,346.3,,556.83,0.54,0.526667,0.553333,557.52,0.54,0.526667,0.553333,
06/30/2005,4030.7,1911.7,1707.0,205.0,-0.3,438.8,1680.2,,,-1581.8,1581.8,,,,-374.5,,,,724.5,-85.8,0.0,638.7,-164.7,,474.0,-1.8,,,475.8,-40.2,435.6,0.0,0.0,435.6,435.6,,556.96,0.68,0.68,0.646667,557.7,0.68,0.68,0.646667,
09/30/2005,4137.9,1873.5,1705.0,169.0,-0.5,668.0,1596.4,,,-1871.4,1871.4,,,,-415.5,,,,525.1,-73.9,0.0,451.2,-104.6,,346.6,-2.2,,,348.8,-46.6,302.2,0.0,0.0,302.2,302.2,,557.16,0.42,0.42,0.36,558.099999,0.42,0.42,0.36,
12/31/2005,4108.0,2514.6,,,,-82.9,1676.3,,,-2112.3,2112.3,,,,,,,,204.7,,,,-43.8,,160.9,-8.2,,,,-41.5,127.6,0.0,,127.6,127.6,,558.42,0.083333,0.066667,0.153333,558.42,0.083333,0.066667,0.153333,
03/31/2006,4244.5,1868.6,1714.0,154.6,0.0,706.1,1669.8,,,-1492.0,1492.0,,,,-370.2,,,,1059.2,-74.6,0.0,984.6,-334.2,,650.4,5.0,,,645.4,-104.4,541.0,0.0,0.0,541.0,541.0,,557.46,0.85,0.86,0.856667,558.24,0.846667,0.856667,0.853333,
06/30/2006,4277.3,1892.0,1732.0,160.0,0.0,547.6,1837.7,,,-1432.2,1432.2,,,,-371.8,,,,1080.6,-70.7,12.9,1022.8,-337.2,,685.6,2.4,,,683.2,-114.5,568.7,0.0,0.0,568.7,568.7,,555.37,0.86,0.86,0.93,556.16,0.85,0.85,0.92,
09/30/2006,4507.2,1943.4,1784.0,159.0,0.4,732.0,1831.8,,,-1521.9,1521.9,,,,-390.4,,,,1194.1,-78.7,0.0,1115.4,-363.6,,751.8,-5.7,,,757.5,-122.4,635.1,0.0,0.0,635.1,635.1,,550.59,0.94,0.93,0.87,551.44,0.94,0.93,0.87,
12/31/2006,4811.0,2925.0,1738.0,167.4,1019.6,0.0,1886.0,,,-1601.0,1601.0,,,,,,,,1338.0,-80.0,0.0,1258.0,-412.0,,926.0,17.0,,,829.0,-163.0,746.0,0.0,0.0,746.0,746.0,,548.37,1.11,1.14,0.97,548.37,1.11,1.14,0.97,
03/31/2007,4613.0,1862.0,1708.0,156.0,-2.0,879.0,1872.0,,,-1448.0,1448.0,,,,-381.0,,,,1460.0,-78.0,0.3,1382.3,-453.0,,929.3,-5.0,,,934.3,-166.0,768.3,0.0,0.0,768.3,768.3,,541.52,1.2,1.19,0.89,542.56,1.2,1.19,0.89,
06/30/2007,3517.0,1872.0,1712.0,157.0,3.0,681.0,964.0,,,-1473.0,1473.0,,,,-372.0,,,,918.0,-71.0,,847.0,-256.0,,591.0,-232.0,,,823.0,-169.0,654.0,0.0,0.0,654.0,654.0,,536.3,0.95,0.78,0.89,537.5,0.95,0.78,0.89,
09/30/2007,3525.0,1882.0,1726.0,156.0,0.0,593.0,1050.0,,,-1575.0,1575.0,,,,-384.0,,,,719.0,-81.0,,638.0,-182.0,,456.0,-246.0,,,702.0,-147.0,555.0,0.0,0.0,555.0,555.0,,531.86,0.77,0.58,0.64,533.19,0.77,0.58,0.64,
12/31/2007,2647.0,1866.0,1717.0,149.0,0.0,497.0,284.0,,,-1513.0,1513.0,,,,-383.0,,,,416.0,-88.0,,328.0,-104.0,,223.7,-419.0,,,643.0,-131.0,511.7,0.0,0.0,511.7,511.7,,530.94,0.74,0.42,0.5,530.94,0.73,0.41,0.49,
03/31/2008,3612.0,1812.0,1656.0,157.0,0.0,428.0,1372.0,0.0,,-1389.0,1389.0,,,,-368.0,,,,951.0,-89.0,0.0,862.0,-253.0,,609.0,0.0,,0.0,862.0,-200.0,662.0,0.0,-107.0,555.0,555.0,,529.7,1.05,0.570134,0.83,530.9,1.05,0.570134,0.83,
06/30/2008,3922.0,1774.0,1627.0,149.0,-2.0,588.0,1560.0,,,-1472.0,1472.0,,,,-360.0,,,,1195.0,-88.0,,1107.0,-340.0,,767.0,-4452.0,,,5219.0,-256.0,4963.0,0.0,0.0,4963.0,4963.0,,508.16,9.56,1.0,1.13,509.43,9.54,1.0,1.13,
09/30/2008,2970.0,1799.0,1644.0,154.0,1.0,-295.0,1466.0,,,-1519.0,1519.0,,,,-355.0,,,,41.0,-82.0,0.0,-41.0,56.0,,15.0,-7.0,,,22.0,-159.0,-137.0,0.0,0.0,-137.0,-137.0,,436.32,-0.31,-0.33,-0.33,436.32,-0.31,-0.33,-0.33,
12/31/2008,2743.0,1765.0,1615.0,152.0,-2.0,-434.0,1412.0,,,-1343.0,1343.0,,,,,,,,-83.0,-85.0,-1173.0,-1341.0,530.0,,-811.0,0.0,,,-811.0,-147.0,-958.0,0.0,0.0,-958.0,-958.0,,435.65,-2.2,-2.2,2.69,435.65,-2.2,-2.2,0.49,
03/31/2009,3023.0,1672.0,1522.0,150.0,0.0,-84.0,1435.0,0.0,1435.0,-1342.0,,,,1342.0,-349.0,,349.0,-2106.0,-774.0,-94.0,0.0,-868.0,395.0,,-473.0,0.0,0.0,0.0,-473.0,-174.0,-647.0,0.0,0.0,-647.0,-281.0,366.0,435.12,-1.49,-1.49,-0.645799,435.12,-1.49,-1.49,-0.648853,
06/30/2009,3534.0,1656.0,1505.0,148.0,3.0,438.0,1440.0,0.0,1440.0,-1295.0,,,,1295.0,-349.0,,349.0,-1024.0,866.0,-110.0,0.0,756.0,-197.0,,559.0,0.0,0.0,0.0,559.0,-219.0,340.0,0.0,0.0,340.0,162.0,-178.0,435.07,0.78,0.78,0.372354,435.63,0.78,0.78,0.371396,
09/30/2009,3738.0,1707.0,1561.0,149.0,-3.0,626.0,1405.0,0.0,1405.0,-1282.0,,,,1282.0,-365.0,,365.0,-1016.0,1075.0,-117.0,0.0,958.0,-266.0,,692.0,1.0,1.0,0.0,691.0,-223.0,468.0,0.0,0.0,468.0,365.0,-104.0,432.75,1.08,1.083767,0.843443,433.48,1.08,1.082307,0.842388,
12/31/2009,3822.0,1686.0,1541.0,148.0,-3.0,666.0,1470.0,0.0,1470.0,-1371.0,,,,1371.0,-354.0,,354.0,-1087.0,1010.0,-127.0,0.0,883.0,-277.0,,606.0,0.0,0.0,0.0,606.0,-203.0,403.0,0.0,0.0,403.0,449.0,46.0,429.25,0.94,0.94,1.04601,429.25,0.94,0.94,1.04601,
