Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
12/31/1989,,,,,,,,,,,,,-45.958217,-45.958217,,,,
03/31/1990,,,,,,,62.899006,40.379754,0.108395,,-55.320324,-55.320324,-55.320323,-56.053672,,,,
06/30/1990,,,,,,,64.60405,43.606747,6.771498,,-47.979178,-47.979178,-47.979178,-48.690327,,,,
09/30/1990,,,,,,,65.089725,42.395038,3.002814,,-52.698784,-52.698784,-52.698781,-53.426329,,,,
12/31/1990,,,,,,,66.216022,44.864092,7.553631,,-37.58535,-37.58535,-37.58535,-38.302242,,,,
03/31/1991,,,-15.100293,,,,62.386437,42.711737,5.145628,63.059762,-35.662459,-35.662459,-35.66246,-36.40315,,,,
06/30/1991,,,-14.67631,,,,63.590397,44.802297,9.891767,51.007998,-36.895465,-36.895465,-36.895467,-37.620973,,,,
09/30/1991,,,-13.471264,,,,66.126668,43.569763,8.834699,81.944702,-33.230308,-33.230308,-33.23031,-34.114304,,,,
12/31/1991,,,-14.576728,,,,66.505283,46.974037,11.32803,94.512815,-44.731396,-44.731396,-44.731398,-45.341485,,,,
03/31/1992,,,-14.98631,,,,64.585737,44.747858,10.100595,98.178385,-33.432952,-33.432952,-33.432951,-33.720739,,,,
06/30/1992,,,-17.046701,,,,65.367892,45.850524,13.314586,63.99258,-50.972846,-50.972846,-50.972846,-50.972846,,,,
09/30/1992,,,-18.295584,,,,62.821428,25.44058,13.828845,,-30.375864,-30.375864,-30.375864,-30.668702,,,,
12/31/1992,,,-18.37321,,,,64.295398,62.692113,20.02541,,-66.889478,-66.889478,-66.88948,-66.88948,,,,
03/31/1993,,,-18.957333,,,,63.37925,40.603607,10.936615,48.284074,-35.465507,-35.465507,-35.465506,-35.606249,,,,
06/30/1993,,,-16.131078,,,,64.24927,39.9447,12.311946,,-29.009931,-29.009931,-29.00993,-29.141345,,,,
09/30/1993,,,-18.157772,,,,62.879284,40.495862,12.078106,,-32.688146,-32.688146,-32.688144,-32.819068,,,,
12/31/1993,,,-19.197212,,,,64.348601,30.564989,-0.640817,,-48.195012,-48.195012,-49.939521,-50.068034,,,,
03/31/1994,,,-18.385241,,,,62.498083,43.118456,12.012811,20.877032,-32.442484,-32.442484,-32.442484,-32.56799,,,,
06/30/1994,,,-18.158812,,,,64.285492,42.116196,13.316154,20.376258,-28.488729,-28.488729,-28.488729,-29.442969,,,,
09/30/1994,,,-15.049377,,,,63.949203,41.84447,12.373136,13.301178,-29.187624,-29.187624,-29.928668,-30.84334,,,,
12/31/1994,,,-18.081694,,,,64.287402,35.844153,-3.007038,,-54.840258,-54.840258,-55.562391,-56.493868,,,,
03/31/1995,,,-19.182219,,,,62.011158,39.265936,5.584737,,-39.279382,-39.279382,-40.1392,-41.146124,,,,
06/30/1995,,,-21.3444,,,,62.076185,33.337378,4.185656,,-35.93431,-35.93431,-36.755592,-37.683421,,,,
09/30/1995,,,-16.47392,,,,60.762587,38.038094,10.265749,1.654783,-14.281812,-14.281812,-14.983931,-15.830213,,,,
12/31/1995,,,-13.570298,,,,62.136693,37.585076,8.991391,74.104286,-26.802216,-26.802216,-27.63037,-32.093393,,,,
03/31/1996,,,-12.143463,,,,57.690728,33.727417,5.882662,7.126811,-24.311475,-24.311475,-25.085726,-33.100455,,,,
06/30/1996,,,-11.646993,,,,59.763494,36.802558,8.558647,28.936171,-25.510801,-25.510801,-26.277196,-36.827221,,,,
09/30/1996,,,-11.924301,,,,59.381739,35.070154,8.622803,,-21.12001,-21.12001,-21.897669,-32.293535,,,,
12/31/1996,,,-11.994842,,,,59.336232,35.266631,0.153258,,-26.997643,-26.997643,-27.562834,-37.349107,,,,
03/03/1997,,,-11.364294,,,,57.774531,34.10496,3.982161,,-20.549771,-20.549771,-21.184273,-31.21498,,,,
06/30/1997,,,-9.374651,,,,56.893019,27.304135,1.176012,,-22.373871,-22.373871,-20.982132,-29.366318,,,,
09/30/1997,,,-4.701384,,,,56.011624,30.373796,3.257776,,14.235513,14.235513,16.227482,8.969165,,0.0,0.0,
12/31/1997,,,3.156256,18.182014,,,54.98776,28.635498,7.072765,16.12435,46.569712,46.569712,34.772206,28.712111,,0.0,0.0,
03/31/1998,,,3.695003,18.734542,,,49.133381,20.040459,-1.651552,,1.747597,1.747597,-4.02588,-4.02588,,0.0,,
06/30/1998,,,2.741605,17.481056,1.706362,,50.123326,23.798358,2.391361,3.844832,-11.422397,-11.422397,-15.269812,-15.269812,,,,
09/30/1998,,,-0.751567,12.775666,1.599073,,50.942962,24.163838,1.989042,,-11.034726,-11.034726,-14.080814,-14.080814,,,,
12/31/1998,,,-8.96267,,,,48.498292,20.543017,-3.628266,,-15.821084,-15.821084,-31.180103,-31.180103,,,,
03/31/1999,,,-11.293175,,,,45.734855,10.53927,-11.464719,,-23.672068,-23.672068,-25.559061,-25.559061,,,,
06/30/1999,,,-12.128131,,,,52.693361,21.28776,-0.874027,,-13.652094,-13.652094,-17.737018,-17.737018,,,,
09/30/1999,,,-12.979538,,,,51.675256,21.320056,-2.256874,,-16.129933,-16.129933,-19.734127,-19.734127,,,,
12/31/1999,,,-11.283012,,,,45.73776,19.59716,-3.311225,,-15.88082,-15.88082,-18.614442,-18.614442,,,,
03/31/2000,,,-9.476912,,,,47.293611,28.204563,5.698305,145.637299,-7.069099,-7.069099,-11.018161,-11.018161,,,,
06/30/2000,,,-9.468385,,,,51.615468,23.371058,1.414416,17.423928,-11.676284,-11.676284,-15.879405,-15.879405,,,,
09/30/2000,,,-7.32757,,,,50.967217,25.580563,2.548989,35.095099,-0.288156,-0.288156,-3.876402,-3.876402,,,,
12/31/2000,,,2.976616,19.038838,,,90.900531,14.005871,-10.792495,,60.122231,60.122231,44.684792,44.684792,,0.0,0.0,
03/31/2001,,,17.44717,33.271585,,,57.082547,18.543835,-5.378257,-5234.251626,137.844737,110.479269,107.826607,108.682337,,19.852385,0.0,
06/30/2001,,,21.665798,41.684114,,,63.892531,26.447379,4.048162,,57.167404,48.695934,22.456939,-11.463407,,14.818708,,
09/30/2001,,,20.495087,45.430745,-2.355097,,50.069332,25.43569,-4.310608,-52.972444,-11.092083,-5.660188,-8.454136,-8.454136,,,,
12/31/2001,,,10.898293,26.766932,-0.535091,,34.301577,18.813319,-10.81458,,-27.811635,-17.406134,-21.839905,-7.806842,,,,
03/31/2002,,,-3.709874,,,,50.54918,27.097509,3.932939,,-24.281587,-21.267351,-27.396463,-27.397012,,,,
06/30/2002,,,-7.037217,,,,55.906118,30.267109,9.506023,1634.013553,-11.11157,-9.211435,-9.211435,-9.211435,,,,
09/30/2002,,,-6.914855,,,,56.785466,32.934924,8.923104,,0.585864,1.953491,-9.370153,-9.370153,,,,
12/31/2002,,,0.963128,,,,,30.000164,6.426123,,-5.037429,-4.15134,48.210893,48.210893,,,,
03/31/2003,,,1.91382,,,,52.992403,28.352436,2.708025,,-10.477935,-7.559011,-15.117824,-15.117824,,,,
06/30/2003,,,4.427621,11.515826,,,56.782274,30.809838,3.498341,-72.772112,38.991848,22.326122,16.271643,16.271643,,42.741564,0.0,
09/30/2003,,,4.069108,7.235177,,,57.711274,31.906727,2.86954,,-15.482401,-10.211465,-10.961849,-10.961849,,,,
12/31/2003,,,-2.729551,,,,53.229901,21.124901,-0.452366,,-19.422069,-14.627678,-15.454823,-15.454823,,,,
03/31/2004,,,-2.466234,,,,47.916335,21.627357,-0.570447,,-9.721179,-4.801792,-10.10639,-10.10639,,,,
06/30/2004,,,-5.66414,,,,55.700326,43.214597,13.171223,52.537455,-15.190668,-10.468264,-15.434839,-15.434839,,,,
09/30/2004,,,-5.01941,,,,57.488199,22.615247,8.796091,49.601673,-5.72473,-3.162548,-5.65332,-5.65332,,,,
12/31/2004,,,-5.98775,,,,45.009652,17.821749,-20.60129,,-37.863392,-25.091796,-22.414129,-22.414129,,,,
03/31/2005,,,-6.121355,,,,54.296496,27.219794,5.514599,282.734832,-11.173526,-8.085407,-10.397066,-10.397066,,,,
06/30/2005,,,-2.647656,,,,57.880813,37.852546,7.721501,,-1.905819,-2.041954,17.35572,17.35572,,,,
09/30/2005,,,-2.55569,,,,55.826196,29.190212,8.801727,8.852406,-6.911967,-4.912442,-5.06964,-5.06964,,,,
12/31/2005,,,0.840884,,,,54.562166,34.343087,15.398108,420.528365,3.170947,4.185569,4.348929,4.348929,,,0.0,
03/31/2006,,,1.313855,,,,52.445936,26.994348,7.311272,18.423226,-6.10512,-3.787895,-4.11322,-4.11322,,,,
06/30/2006,,,-0.420916,,,,57.968598,36.543458,11.286744,37.915479,-3.779454,-2.069676,1.044252,1.044252,,,,
09/30/2006,,,-0.379657,,,,54.779419,22.110839,9.064308,11.393789,-10.283228,-4.495569,-4.281415,-4.281415,,,,
12/31/2006,,,-1.284171,,,,53.080646,30.854855,12.158195,,-0.194316,0.046628,-1.45822,-1.45822,,,0.0,
03/31/2007,,,-0.842946,,,,52.991521,29.636325,10.984473,44.759419,-4.180252,-2.18503,-1.681521,-1.681521,,,,
06/30/2007,,,2.103171,,,,56.545794,28.887859,13.298286,29.710564,14.183308,8.094024,20.244594,20.244594,,42.932749,0.0,
09/30/2007,,,1.918948,5.748544,,,57.811389,31.97343,13.439287,59.909442,-5.900917,-5.192158,-5.247788,-5.247788,,,,
12/31/2007,,,2.301301,6.302984,,,55.2797,42.619506,17.930529,64.944523,1.881801,0.492328,0.360248,0.360248,,73.837411,0.0,
03/31/2008,,,2.26331,6.351702,3.287851,,53.946494,29.893264,14.292564,46.99764,-2.533341,-1.640503,-1.836819,-1.836819,,,,
06/30/2008,,,-0.098307,-0.860695,3.652403,,58.584699,36.457972,17.01107,58.638122,10.387889,5.433839,5.544681,5.544681,,47.690634,0.0,
09/30/2008,,,1.03129,6.523326,5.508413,,57.800591,32.418343,16.536714,36.398726,4.239797,1.795074,1.770926,1.770926,,57.661318,,
12/31/2008,,,-2.454941,4.294322,4.66007,,26.977781,15.886233,-6.651732,,-16.303139,-6.832237,-15.663087,-15.663087,,,,
03/31/2009,,,-1.863811,4.815316,6.031302,,57.750424,33.334294,17.528512,,2.008871,1.014102,1.273826,1.273826,,49.518828,170.139848,
06/30/2009,,,-1.939618,4.741996,6.635441,,59.176372,35.066068,19.903257,,9.899598,5.147291,5.109531,5.109531,,48.005054,33.232991,
