Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
09/30/2009,,,-1.151354,5.284543,7.726961,,59.709743,36.340501,21.643716,,8.893992,5.391163,5.781872,5.781872,,39.384223,31.571183,
12/31/2009,,,3.015713,10.806907,11.974786,,58.693914,24.938348,19.812547,,5.764695,2.979372,4.435708,4.435708,,48.316911,55.824578,
03/31/2010,,,4.002487,12.299779,13.015247,,57.909405,34.065605,20.262086,72.723502,8.27653,4.468726,4.231908,4.231908,,46.007253,37.541708,
06/30/2010,,,3.688068,12.622335,13.716033,,58.204189,33.605735,21.249668,-6.424664,0.609481,1.325924,3.931267,3.931267,,,182.020826,
09/30/2010,,,3.692537,12.211699,12.503513,,56.667663,30.725545,19.991937,-36.775167,7.503304,4.455911,7.263355,7.263355,,40.614013,53.632661,
12/31/2010,,,3.918488,,13.447474,,56.402521,32.019389,17.118714,-42.070292,6.890802,4.677521,7.221355,7.221355,,32.119355,49.114574,
03/31/2011,,,4.787782,,12.686726,,55.411921,32.793978,17.980405,-59.083853,7.344223,4.169657,6.287444,6.287444,,43.225345,51.084067,
06/30/2011,,,5.721134,,13.19583,,55.839617,33.164701,18.502074,,7.661364,4.118007,5.20193,5.20193,,46.249691,60.280497,
09/30/2011,,,4.846185,,12.833969,,54.007708,33.85859,16.352782,,4.496425,2.377491,2.360382,2.360382,,47.124871,104.966428,
12/31/2011,,,3.645839,,12.711776,,57.540297,26.219436,20.472218,66.652984,5.750825,3.577289,3.584857,3.584857,,37.795211,256.11205,
03/31/2012,,,3.053172,,11.168581,,52.713316,29.949812,16.117051,-41.839381,6.741748,4.19248,3.7289,3.7289,,37.813161,62.183716,
06/30/2012,,,3.160708,,12.585361,,53.370641,31.051934,17.22889,-33.509007,8.208372,4.961975,4.08122,4.08122,,39.549827,51.331142,
09/30/2012,,,2.532739,,11.021321,,52.096797,28.936191,14.138414,-43.349832,0.884499,0.241115,-0.246246,-0.246246,,72.739957,1030.006605,
12/31/2012,,,3.244814,,7.736506,,,18.701192,2.040707,-179.014539,-8.145734,-4.875349,7.691709,7.691709,,,,
03/31/2013,,,2.250401,,4.03394,,47.854262,21.989799,7.105943,-583.59795,-1.176262,-0.472,-1.068072,-1.068072,,,,
06/30/2013,,,3.182008,,3.022873,,51.303915,26.476425,12.599427,,3.104511,1.798016,8.623685,8.623685,,42.083769,140.296081,
09/30/2013,,,7.70451,,4.621776,,51.055052,27.351823,14.378217,27.413318,5.990419,3.810855,18.790282,18.790282,,36.384157,66.076119,
12/31/2013,,,6.728542,,7.064729,,52.037869,26.536122,10.650484,201.486336,4.299866,2.935835,3.273953,3.273953,,31.722649,83.421836,
03/31/2014,,,8.352533,,12.981111,,50.939968,26.743574,13.143237,154.908481,4.010889,5.720665,5.697118,5.697118,,,43.625841,
06/30/2014,,,7.423998,,13.179722,,51.581654,29.296122,15.716921,99.336956,9.389628,5.59093,5.786368,5.786368,,40.456318,43.615766,
09/30/2014,,,4.711157,,13.440111,,51.565964,28.380192,15.523799,46.305056,7.423132,4.421447,4.396235,4.396235,,40.4369,55.624494,
12/31/2014,,,4.663571,,13.201763,,51.694506,26.234614,12.619954,78.18071,5.417722,3.452959,3.431868,3.431868,,36.26549,71.318522,
03/31/2015,,,4.021556,,12.208075,,50.71202,27.412618,13.856516,42.536685,5.749484,3.399925,2.764045,2.764045,,40.865566,72.889907,
06/30/2015,,,3.693288,,11.216525,,51.52677,27.581802,14.709556,,9.283428,4.553474,4.5486,4.5486,,50.950514,53.436272,
09/30/2015,,,2.994945,,10.517671,,50.709921,24.642855,11.26987,-5101.545254,2.336986,1.44206,1.421874,1.421874,,38.294006,172.289761,
12/31/2015,,,2.573988,,10.05217,,51.145381,25.308813,12.102066,-422.546161,3.533688,2.073754,1.971666,1.971666,,41.314733,120.119552,
03/31/2016,,,3.352686,,10.567209,,,28.173693,15.265601,88.383303,9.544806,5.730091,5.734101,5.734101,,39.96639,0.0,
06/30/2016,,,1.091434,,3.937955,,65.813805,24.35625,9.635504,,4.273998,2.008446,2.040316,2.040316,,53.007792,0.0,
09/30/2016,,,0.163075,3.042362,2.707201,,65.667285,32.473916,2.654303,-1384.707276,-13.720762,-8.199175,-8.21503,-8.21503,,,,
12/31/2016,,,-1.002209,3.655445,2.488511,,,32.243222,5.731583,,-15.790918,-9.744303,-9.784227,-9.784227,,,,
03/31/2017,,,-1.962047,3.009494,1.86804,,,34.249979,7.305929,-12037.373737,-6.05137,-3.682573,-3.696982,-3.696982,,,,
06/30/2017,,-20.842203,-1.84752,1.362666,1.099206,,65.697461,39.383822,6.807889,-431.653515,-11.38239,-8.097105,-8.119035,-8.119035,,,,
09/30/2017,,-24.422254,-1.94184,1.159416,1.283983,,65.691974,40.093576,0.672047,,-16.118484,-9.367795,-9.375907,-9.375907,,,,
