Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,170.489,,-99.029,,71.46,,-45.71,,,,25.75,0.253,,,,,-0.253,26.003,-10.087,15.916,0.0,,,15.916,,15.916,,,15.916,15.916,,70.33,0.225,0.225,0.225,,,,,
06/30/1997,155.134,,-88.3,,66.834,,-47.099,,,,19.735,-0.462,,0.522,-0.06,,0.0,19.273,-7.526,11.747,,,,11.747,,11.747,,,11.747,11.747,,69.912,0.17,0.17,0.17,69.912,0.17,0.17,0.17,
09/30/1997,173.383,,-95.196,,78.187,,-52.547,,,,25.64,-0.558,,0.873,-0.315,,0.0,25.082,-9.773,15.309,,,,15.309,,15.309,,,15.309,15.309,,70.27,0.22,0.22,0.22,70.27,0.22,0.22,0.22,
12/31/1997,186.639,,-102.591,,84.048,,-52.088,,,,31.96,-2.19,,2.453,-0.263,,0.0,29.77,-11.6,18.17,,,,18.17,,18.17,,,18.17,18.17,,67.808,0.27,0.27,0.27,70.236,0.26,0.26,0.26,
03/31/1998,204.5,,-109.011,,95.489,,-60.21,54.215,,5.995,35.279,-2.049,,,,,2.049,33.23,-12.96,20.27,,,,20.27,,20.27,0.0,,20.27,20.27,,140.952,0.15,0.15,0.15,140.952,0.145,0.145,0.145,
06/30/1998,173.775,,-92.461,,81.314,,-55.56,,,,25.754,-2.239,,2.394,-0.155,,0.0,23.515,-9.17,14.345,,,,14.345,,14.345,,,14.345,14.345,,68.118,0.21,0.21,0.21,70.682,0.205,0.205,0.205,
09/30/1998,191.125,,-101.621,,89.504,,-56.767,,,,32.737,-1.965,,2.325,-0.36,,0.0,30.772,-12.001,18.771,,,,18.771,,18.771,,,18.771,18.771,,68.326,0.27,0.27,0.27,70.755,0.27,0.27,0.27,
12/31/1998,205.794,,-109.26,,96.534,,-55.943,,,,40.591,-2.927,,3.097,-0.17,,0.0,37.664,-14.689,22.975,,,,22.975,,22.975,,,22.975,22.975,,68.174,0.34,0.34,0.34,70.378,0.33,0.33,0.33,
03/31/1999,226.917,,-125.678,,101.239,,-63.942,,,,37.297,-2.052,,,,,2.052,35.245,-6.482,28.763,,,,28.763,,28.763,,,28.763,28.763,,70.566,0.42,0.42,0.42,70.566,0.41,0.41,0.41,
06/30/1999,176.813,,-94.801,,82.012,,-63.859,,,,18.153,-3.097,,3.493,-0.396,,0.0,15.056,-5.721,9.335,,,,9.335,,9.335,,,9.335,9.335,,67.501,0.14,0.14,0.14,69.056,0.14,0.14,0.14,
09/30/1999,198.602,,-108.001,,90.601,,-64.349,,,,26.252,-3.051,,3.903,-0.852,,0.0,23.201,-8.793,14.408,,,,14.408,,14.408,,,14.408,14.408,,67.455,0.21,0.21,0.21,68.475,0.21,0.21,0.21,
12/31/1999,195.119,,-108.038,,87.081,,-66.866,,,,20.215,-2.579,,4.086,-1.507,,0.0,17.636,-6.701,10.935,,,,10.935,,10.935,,,10.935,10.935,,67.495,0.16,0.16,0.16,68.388,0.16,0.16,0.16,
06/30/2000,183.813,,-109.828,,73.985,,-68.379,,,,5.606,-4.271,,4.271,,,0.0,1.335,-0.507,0.828,,,,0.828,,0.828,,,0.828,0.828,,67.517,0.01,0.01,0.01,68.286,0.01,0.01,0.01,
09/30/2000,193.178,,-111.962,,81.216,,-65.277,,,,15.939,-10.382,,5.191,,,5.191,5.557,-4.024,6.724,,,,1.533,,6.724,,,6.724,6.724,,67.509,0.1,0.1,0.1,68.33,0.1,0.1,0.1,
12/31/2000,204.465,,-118.305,,86.16,,-64.852,,,,21.308,-9.364,,4.682,,,4.682,11.944,-6.235,10.391,,,,5.709,,10.391,,,10.391,10.391,,68.118,0.15,0.15,0.15,69.429,0.15,0.15,0.15,
03/31/2001,218.631,,-148.534,,70.097,,-88.776,81.853,,6.923,-18.679,-4.273,4.273,,,,0.0,-22.952,6.326,-16.626,,,,-16.626,,-16.626,,,-16.626,-16.626,,68.595,-0.24,-0.24,-0.24,68.595,-0.24,-0.24,-0.24,
06/30/2001,197.074,,-115.861,,81.213,,-71.094,,,,10.119,-3.162,,,,,3.162,6.957,-2.574,4.383,,,,4.383,,4.383,,,4.383,4.383,,68.752,0.06,0.06,0.06,70.13,0.06,0.06,0.06,
09/30/2001,206.393,,-121.719,,84.674,,-67.941,,,,16.733,-2.099,,,,,2.099,14.634,-5.415,9.219,,,,9.219,,9.219,,,9.219,9.219,,69.104,0.13,0.13,0.13,70.696,0.13,0.13,0.13,
12/31/2001,218.637,,-129.792,,88.845,,-65.335,,,,23.51,-1.283,,,,,1.283,22.227,-8.224,14.003,,,,14.003,,14.003,,,14.003,14.003,,69.362,0.2,0.2,0.2,70.833,0.2,0.2,0.2,
03/31/2002,244.593,,-144.124,,100.469,,-70.218,,,,30.251,-0.732,,,,,0.732,29.519,-10.922,18.597,,,,18.597,,18.597,,,18.597,18.597,,69.433,0.27,0.27,0.27,70.771,0.26,0.26,0.26,
06/30/2002,221.351,,-129.537,,91.814,,-71.221,,,,20.593,-0.54,,,,,0.54,20.053,-7.219,12.834,,,,12.834,,12.834,,,12.834,12.834,,69.638,0.18,0.18,0.18,71.081,0.18,0.18,0.18,
09/30/2002,232.732,,-136.337,,96.395,,-67.214,,,,29.181,-0.413,,,,,0.413,28.768,-10.357,18.411,,,,18.411,,18.411,,,18.411,18.411,,69.118,0.27,0.27,0.27,70.373,0.26,0.26,0.26,
12/31/2002,244.312,,-140.369,,103.943,,-69.914,,,,34.029,-0.466,,,,,0.466,33.563,-12.083,21.48,,,,21.48,,21.48,,,21.48,21.48,,69.389,0.31,0.31,0.31,70.568,0.3,0.3,0.3,
03/31/2003,273.692,,-157.024,,116.668,,-74.704,,,,41.964,-0.231,,,,,0.231,41.733,-15.024,26.709,,,,26.709,,26.709,,,26.709,26.709,,69.592,0.38,0.38,0.38,71.057,0.38,0.38,0.38,
06/30/2003,259.28,,-152.709,,106.571,,-80.347,72.68,,7.667,26.224,-0.485,0.817,0.987,-0.17,,-0.332,25.739,-9.267,16.472,,,,16.472,,16.472,,0.0,16.472,16.472,,69.458,0.24,0.24,0.24,70.764,0.23,0.23,0.23,
09/30/2003,257.389,,-146.775,,110.614,,-78.29,71.879,,6.411,32.324,-0.499,0.499,,,,0.0,31.825,-11.456,20.369,,,,20.369,,20.369,,0.0,20.369,20.369,,69.347,0.29,0.29,0.29,70.57,0.29,0.29,0.29,
12/31/2003,274.286,,-159.189,,115.097,,-77.271,,,,37.826,-0.448,,,,,0.448,37.378,-10.285,27.093,,,,27.093,,27.093,,,27.093,27.093,,69.468,0.39,0.39,0.39,70.559,0.38,0.38,0.38,
03/31/2004,296.057,,-170.44,,125.617,,-81.635,,,,43.982,-0.84,,,,,0.84,43.142,-12.833,30.309,,,,30.309,,30.309,,,30.309,30.309,,69.806,0.43,0.43,0.43,71.071,0.43,0.43,0.43,
06/30/2004,254.797,,-144.905,,109.892,,-81.877,72.566,,9.311,28.015,-0.701,0.817,0.987,-0.17,,-0.116,27.314,-9.697,17.617,,,,17.617,,17.617,,0.0,17.617,17.617,,69.475,0.25,0.25,0.25,70.442,0.25,0.25,0.25,
09/30/2004,264.846,,-153.358,,111.488,,-80.621,71.944,,8.677,30.867,-0.685,3.685,3.903,-0.218,,-3.0,30.182,-11.289,18.893,,,,18.893,,18.893,,0.0,18.893,18.893,,69.01,0.27,0.27,0.27,69.744,0.27,0.27,0.27,
12/31/2004,273.765,,-157.297,,116.468,,-77.883,,,,38.585,-0.633,,1.117,-0.484,0.0,0.0,37.952,-14.321,23.631,-0.826,,,24.457,0.0,24.457,0.0,0.0,24.457,24.457,,69.134,0.35,0.34,0.34,69.838,0.35,0.34,0.34,
03/31/2005,307.041,,-177.576,,129.465,,-83.13,,,,46.335,-1.032,,0.0,,0.0,1.032,45.303,-20.214,25.089,0.076,,,25.013,0.0,25.013,0.0,0.0,25.013,25.013,,69.398,0.36,0.36,0.36,70.063,0.36,0.36,0.36,
06/30/2005,276.698,,-158.927,,117.771,,-90.522,,,,27.249,0.706,,1.221,-1.927,0.0,0.0,27.955,-10.623,17.332,0.0,,,17.332,0.0,17.332,0.0,0.0,17.332,17.332,,69.127,0.25,0.25,0.25,69.886,0.25,0.25,0.25,
09/30/2005,284.37,,-168.137,,116.233,,-89.187,,,,27.046,-0.937,,1.303,-0.366,0.0,0.0,26.109,-9.694,16.415,0.0,,,16.415,0.0,16.415,0.0,0.0,16.415,16.415,,68.196,0.24,0.24,0.24,68.979,0.24,0.24,0.24,
12/31/2005,287.492,,-165.396,,122.096,,-83.042,,,,39.054,-0.503,,1.1,-0.597,,0.0,38.551,-15.386,23.165,-4.924,,,28.089,0.0,28.089,0.0,0.0,28.089,28.089,,68.205,0.41,0.34,0.34,68.826,0.41,0.34,0.34,
03/31/2006,331.274,,-197.944,,133.33,,-89.42,,,,43.91,-27.464,,1.311,,0.0,26.153,16.446,-10.313,7.444,-1.008,,,7.141,0.0,8.452,0.0,0.0,8.452,8.452,,67.425,0.13,0.11,0.34,68.066,0.12,0.11,0.34,
06/30/2006,265.067,,-151.692,,113.375,,-87.914,78.414,,9.5,25.461,-1.09,1.09,1.769,-0.679,0.0,0.0,24.371,-10.314,14.057,-0.627,,,14.684,0.0,14.684,0.0,0.0,14.684,14.684,,66.197,0.22,0.21,0.23,66.663,0.22,0.21,0.23,
09/30/2006,283.536,,-164.775,,118.761,,-91.069,,,,27.692,-2.733,,2.376,-0.801,0.0,1.158,24.959,-8.599,16.36,0.0,,,16.36,0.0,16.36,0.0,0.0,16.36,16.36,,65.567,0.25,0.25,0.283,66.119,0.25,0.25,0.283,
12/31/2006,298.967,,-171.266,,127.701,,-90.672,82.594,,8.078,37.029,-4.302,1.123,1.714,-0.591,0.0,3.179,32.727,-11.859,20.868,-0.431,,,21.299,0.0,21.299,0.0,0.0,21.299,21.299,,64.737,0.33,0.32,0.35,65.34,0.33,0.32,0.35,
03/31/2007,349.837,,-204.867,,144.97,,-91.972,83.102,,8.87,52.998,-2.125,0.983,1.352,-0.369,0.0,1.142,50.873,-21.061,29.812,0.0,,,29.812,0.0,29.812,0.0,0.0,29.812,29.812,,64.931,0.46,0.46,0.48,65.539,0.45,0.45,0.47,
06/30/2007,280.944,,-165.344,,115.6,,-92.642,83.383,,9.259,22.958,-2.164,0.773,1.235,-0.462,,1.391,20.794,-7.591,13.203,0.0,,,13.203,0.0,13.203,0.0,0.0,13.203,13.203,,65.017,0.2,0.2,0.22,65.909,0.2,0.2,0.22,
09/30/2007,295.002,,-174.794,,120.208,,-93.062,84.531,,8.531,27.146,-1.562,0.864,1.478,-0.614,,0.698,25.584,-9.566,16.018,0.0,,,16.018,0.0,16.018,0.0,0.0,16.018,16.018,,64.207,0.25,0.25,0.26,65.047,0.25,0.25,0.26,
12/31/2007,313.974,,-187.372,,126.602,,-92.188,82.015,,10.173,34.414,-1.887,0.935,1.516,-0.581,,0.952,32.527,-10.751,21.776,,,,21.776,,21.776,0.0,0.0,21.776,21.776,,62.995,0.35,0.35,0.36,63.836,0.34,0.34,0.35,
03/31/2008,375.17,,-226.977,,148.193,,-93.705,84.752,,8.953,54.488,-13.594,,,-0.576,,14.17,40.894,-14.785,26.109,0.0,,,26.109,0.0,26.109,0.0,0.0,26.109,26.109,,60.982,0.43,0.43,0.6,61.704,0.42,0.42,0.59,
06/30/2008,311.565,311.565,-181.064,181.064,130.501,0.0,-95.461,87.348,8.279,-0.166,35.04,-1.385,,1.766,,,-0.381,33.655,-8.155,25.5,0.0,0.0,0.0,25.5,0.0,25.5,0.0,0.0,25.5,25.56565,0.06565,58.694,0.43,0.43,0.435575,59.647,0.43,0.43,0.431101,
09/30/2008,323.127,323.127,-190.764,190.764,132.363,0.0,-85.395,77.29,8.068,0.037,46.968,-1.978,,2.518,,,-0.54,44.99,-16.196,28.794,0.0,0.0,0.0,28.794,0.0,28.794,0.0,0.0,28.794,26.5749,-2.2191,59.312,0.49,0.49,0.448053,60.376,0.48,0.48,0.443245,
12/31/2008,319.467,319.467,-195.4,195.4,124.067,0.0,-78.249,67.272,8.122,2.855,45.818,-2.848,,3.214,,,-0.366,42.97,-14.395,28.575,0.0,0.0,0.0,28.575,0.0,28.575,0.0,0.0,28.575,36.05535,7.48035,58.66,0.49,0.49,0.61465,59.347,0.48,0.48,0.606044,
03/31/2009,344.366,344.366,-204.555,204.555,139.811,0.0,-92.192,83.073,8.291,0.828,47.619,-2.749,,3.065,,,-0.316,44.87,-17.054,27.816,0.0,0.0,0.0,27.816,0.0,27.816,0.0,0.0,27.816,26.9705,-0.8455,58.445,0.48,0.48,0.461468,58.807,0.47,0.47,0.455622,
06/30/2009,283.543,283.543,-158.707,158.707,124.836,0.0,-81.974,74.605,7.58,-0.211,42.862,-2.865,,3.083,,,-0.218,39.997,-14.455,25.542,0.0,0.0,0.0,25.542,,25.542,0.0,0.0,25.542,25.2742,-0.2678,58.517,0.44,0.44,0.431912,58.984,0.43,0.43,0.42546,
