Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/31/2006,2081.0,,-1807.0,,274.0,,-133.0,133.0,,0.0,141.0,12.0,-13.0,22.0,-35.0,0.0,1.0,153.0,-64.0,89.0,-8.0,,,97.0,1.0,98.0,0.0,0.0,98.0,98.0,,84.0,1.16,1.08,1.08,86.75,1.12,1.04,1.04,
01/31/2007,2089.0,,-1820.0,,269.0,,-127.0,127.0,,0.0,142.0,-4.0,5.0,24.0,-19.0,0.0,-1.0,138.0,-53.0,85.0,0.0,,,85.0,-1.0,84.0,0.0,0.0,84.0,84.0,,100.75,0.84,0.84,0.84,105.0,0.8,0.8,0.8,
04/30/2007,2011.0,,-1746.0,,265.0,0.0,-129.0,129.0,,0.0,136.0,-8.0,8.0,22.0,-14.0,,0.0,128.0,-51.0,77.0,-5.0,,,82.0,-2.0,80.0,,0.0,80.0,80.0,,101.0,0.8,0.76,0.76,104.5,0.76,0.72,0.72,
07/31/2007,2222.0,,-1910.0,,312.0,0.0,-139.0,139.0,,0.0,173.0,-13.0,9.0,23.0,-14.0,0.0,4.0,160.0,-60.0,100.0,-31.0,,,131.0,,131.0,0.0,0.0,131.0,131.0,,101.25,1.28,0.96,0.96,104.5,1.24,0.96,0.96,
10/31/2007,2364.0,,-2026.0,,338.0,0.0,-149.0,149.0,,0.0,189.0,-8.0,8.0,22.0,-14.0,,0.0,181.0,-71.0,110.0,5.0,,,105.0,0.0,105.0,,0.0,105.0,105.0,,100.5,1.04,1.08,1.08,103.5,1.0,1.08,1.08,
01/31/2008,2329.0,,-2004.0,,325.0,,-150.0,,,,175.0,-8.0,,23.0,-14.0,,-1.0,167.0,-61.0,106.0,6.0,,,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,100.75,1.0,1.08,1.08,104.0,0.96,1.0,1.0,
04/30/2008,2367.0,2367.0,-2052.0,2052.0,315.0,0.0,-141.0,134.0,7.0,0.0,174.0,-3.0,11.0,19.0,-8.0,,-8.0,171.0,-66.0,105.0,2.0,2.0,0.0,103.0,0.0,103.0,0.0,0.0,103.0,103.05,-1.95,100.5,1.0,1.0,1.025372,102.5,0.96,1.0,1.0,
07/31/2008,2554.0,2554.0,-2200.0,2200.0,354.0,0.0,-165.0,154.0,11.0,0.0,189.0,-12.0,15.0,21.0,-6.0,,-3.0,177.0,-72.0,105.0,-4.0,-4.0,0.0,109.0,0.0,109.0,0.0,0.0,109.0,113.45,8.45,98.0,1.08,1.04,1.157652,100.75,1.08,1.04,1.123872,
10/31/2008,2631.0,2631.0,-2277.0,2277.0,354.0,0.0,-149.0,136.0,13.0,0.0,205.0,-31.0,15.0,19.0,-4.0,,16.0,174.0,-56.0,118.0,-2.0,-2.0,0.0,120.0,0.0,120.0,0.0,0.0,120.0,128.4,10.4,98.0,1.2,1.16,1.310204,100.5,1.16,1.16,1.263484,
01/31/2009,2518.0,2518.0,-2163.0,2163.0,355.0,0.0,-147.0,132.0,15.0,0.0,208.0,-27.0,17.0,19.0,-2.0,,10.0,181.0,-62.0,119.0,-1.0,-1.0,0.0,120.0,0.0,120.0,0.0,0.0,120.0,125.5,6.5,98.25,1.2,1.16,1.277352,99.75,1.16,1.16,1.225164,
