Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1993,294.744995,70.365997,70.365997,0.0,32.638,,,0.0,,,,,8.111,,,,,,,111.114998,178.979004,227.882004,-48.903,0.0,4.651,,,,4.651,183.630004,,12.661,12.661,,,,4.35,,,,,19.516,,,,19.516,36.527,60.137001,,,,13.232,,,,,13.232,73.369001,109.896002,0.0,118.925003,,,0.0,,65.924004,184.849007,0.0,184.849007,294.745008,
09/30/1993,325.786987,74.375999,74.375999,0.0,34.049,,,6.732,,,,,3.372,,,,,,,118.528999,201.709,253.845001,-52.136002,0.0,5.549,,,,5.549,207.258,,14.328,14.328,,,,6.111,,,,,22.795001,,,,22.795001,43.234001,77.874001,,,,12.026,,,,,12.026,89.900001,133.134002,0.0,119.114998,,,0.0,,73.538002,192.653,0.0,192.653,325.787002,
12/31/1993,344.694,74.722,74.722,0.0,41.526001,,,0.0,,,,,10.168,,,,,,,126.416,212.320999,268.053009,-55.731998,0.0,5.957,,,,5.957,218.277999,,16.115,16.115,,,,5.109,,,,,22.081,,,,22.081,43.305,73.560997,,,,29.343,,,,,29.343,102.903997,146.208998,0.0,119.177002,,,0.0,,79.307999,198.485001,0.0,198.485001,344.693998,
03/31/1994,366.540985,83.708,83.708,0.0,49.345001,,,0.0,,,,,14.154,,,,,,,147.207001,213.225998,272.459015,-59.233002,0.0,6.108,,,,6.108,219.333998,,16.018,16.018,,,,5.242,,,,,18.088,,,,18.088,39.348,79.382004,,,,30.149,,,,,30.149,109.531004,148.879004,0.0,123.971001,,,0.0,,93.691002,217.662003,0.0,217.662003,366.541006,
06/30/1994,384.325989,97.343002,97.343002,0.0,51.962002,,,0.0,,,,,13.981,,,,,,,163.285995,214.587006,277.822998,-63.236,0.0,6.453,,,,6.453,221.040006,,14.653,14.653,,,,6.766,,,,,17.783999,,,,17.783999,39.202999,76.655998,,,,30.108,,,,,30.108,106.763998,145.966997,0.0,129.574005,,,0.0,,108.785004,238.359009,0.0,238.359009,384.326006,
09/30/1994,398.812988,109.384003,109.384003,0.0,52.199001,,,6.988,,,,,8.993,,,,,,,177.563995,214.255005,279.263,-65.008003,0.0,6.994,,,,6.994,221.249005,,15.217,15.217,,,,7.104,,,,,17.242,,,,17.242,39.563,75.768997,,,,30.552999,,,,,30.552999,106.321996,145.884996,0.0,132.854004,,,0.0,,120.073997,252.928001,0.0,252.928001,398.812997,
12/31/1994,415.082001,73.191002,73.191002,0.0,60.443001,,,0.0,,,,,13.343,,,,,,,146.977005,260.690002,329.968994,-69.278999,0.0,7.415,,,,7.415,268.105002,,17.549999,17.549999,,,,6.667,,,,,20.645,,,,20.645,44.862,74.373001,,,,30.900999,,,,,30.900999,105.274,150.136,0.0,130.537003,,,0.0,,134.408997,264.945999,0.0,264.945999,415.081999,
03/31/1995,436.082001,78.669998,78.669998,0.0,67.928001,,,12.797,,,,,6.655,,,,,,,166.050003,262.226013,336.320007,-74.094002,0.0,7.806,,,,7.806,270.032013,,20.403,20.403,,,,6.528,,,,,21.326,,,,21.326,48.257,72.838997,,,,31.274,,,,,31.274,104.112997,152.369997,0.0,130.667007,,,0.0,,153.044998,283.712006,0.0,283.712006,436.082003,
06/30/1995,456.506012,99.519997,99.519997,0.0,63.997002,,,13.081,,,,,6.204,,,,,,,182.802002,265.432007,344.484985,-79.053001,0.0,8.272,,,,8.272,273.704007,,19.687,19.687,,,,6.484,,,,,21.616998,,,,21.616998,47.787998,74.597,,,,31.319,,,,,31.319,105.916,153.703999,0.0,131.207993,,,0.0,,171.593994,302.801987,0.0,302.801987,456.505985,
09/30/1995,466.997986,75.325996,75.325996,0.0,68.889999,,,9.113,,,,,20.049,,,,,,,173.378006,283.278992,365.419006,-82.139999,0.0,10.341,,,,10.341,293.619992,,21.545,21.545,,,,6.571,,,,,22.515001,,,,22.515001,50.631001,67.721001,,,,30.695999,,,,,30.695999,98.417,149.048001,0.0,134.544998,,,0.0,,183.404999,317.949997,0.0,317.949997,466.997998,
12/31/1995,493.156006,91.372002,91.372002,0.0,85.541,,,14.991,,,,,1.88,,,,,,,193.783997,285.292999,372.621002,-87.328003,0.0,14.079,,,,14.079,299.372,,23.586,23.586,,,,6.71,,,,,25.813001,,,,25.813001,56.109001,69.038002,,,,31.098,,,,,31.098,100.136002,156.245003,0.0,138.457993,,,0.0,,198.453003,336.910995,0.0,336.910995,493.155998,
03/31/1996,520.703003,69.470001,69.470001,0.0,102.026001,,,16.388,,,,,2.322,,,,,,,190.205994,315.92099,409.229004,-93.307999,0.0,14.576,,,,14.576,330.49699,,24.306999,24.306999,,,,7.015,,,,,24.140003,,,,24.140003,55.462002,71.544998,,,,31.461,,,,,31.461,103.005999,158.468,0.0,138.811996,,,0.0,,223.423004,362.235001,0.0,362.235001,520.703001,
06/30/1996,559.174011,15.98,15.98,0.0,114.968002,,,17.784,,,,,1.786,,,,,,,150.518005,392.553986,492.23999,-99.685997,0.0,16.101999,,,,16.101999,408.655985,,28.614,28.614,,,,8.528,,,,,29.893003,,,,29.893003,67.035004,70.138,,,,31.775,,,,,31.775,101.913,168.948004,0.0,142.626999,,,0.0,,247.598999,390.225998,0.0,390.225998,559.174002,
09/30/1996,591.70697,31.172001,31.172001,0.0,103.112,,,12.372,,,,,31.146999,,,,,,,177.802994,397.743988,504.950012,-107.206001,0.0,16.16,,,,16.16,413.903988,,28.754,28.754,,,,8.438,,,,,33.704004,,,,33.704004,70.896004,68.702003,,,,34.369999,,,,,34.369999,103.072002,173.968006,0.0,150.248001,,,0.0,,267.490997,417.738998,0.0,417.738998,591.707004,
12/31/1996,623.698,59.385,59.385,0.0,112.513,112.513,,19.969,19.969,,,,14.058,,,,,,,205.925,403.355,518.511,-115.156,0.0,14.418,,,,14.418,417.773,,32.697,32.697,,,,8.842,,,,,43.327,,,,43.327,84.866,65.96,,,,34.695,,,,,34.695,100.655,185.521,0.0,150.809,,,,287.368,0.0,438.177,0.0,438.177,623.698,
03/31/1997,668.048,27.676,27.676,0.0,124.078,124.078,,22.933,22.933,0.0,0.0,0.0,13.969,,,,,,,188.656,460.538,583.808,-123.27,0.0,18.854,,,,18.854,479.392,,37.826,37.826,,,,5.489,,,,,43.859,,,,43.859,87.174,67.839,,,,35.005,,,,,35.005,102.844,190.018,0.0,158.72,,,,319.31,0.0,478.03,0.0,478.03,668.048,
06/30/1997,707.483,53.934,53.934,0.0,128.276,128.276,,21.793,21.793,,,,14.037,,,,,,,218.04,469.803,601.892,-132.089,0.0,19.64,,,,19.64,489.443,,33.826,33.826,,,,8.587,,,,,50.167,,,,50.167,92.58,62.75,,,,36.126,,,,,36.126,98.876,191.456,0.0,165.717,,,,350.31,0.0,516.027,0.0,516.027,707.483,
09/30/1997,734.041,67.381,67.381,,125.829,125.829,,15.597,,,,,33.803,,,,,,,242.61,472.719,613.752,-141.033,,18.712,9.714,9.714,0.0,8.998,491.431,,33.943,33.943,,,,8.263,,,,,47.154,,,,47.154,89.36,49.65,,,,34.811,,,,,34.811,84.461,173.821,,184.407,,,0.0,375.813,0.0,560.22,,560.22,734.041,
12/31/1997,768.741,72.387,72.387,0.0,145.67,145.67,,24.961,24.961,,,,14.896,,,,,,,257.914,493.475,644.195,-150.72,0.0,17.352,,,,17.352,510.827,,35.518,35.518,,,,8.54,,,,,55.598,,,,55.598,99.656,47.835,,,,31.915,,,,,31.915,79.75,179.406,0.0,188.685,,,,400.65,0.0,589.335,0.0,589.335,768.741,
03/31/1998,954.735,4.46,4.46,0.0,198.865,198.865,,31.404,31.404,,,,15.005,,,,,,,249.734,641.971,804.034,-162.063,0.0,63.03,,,,63.03,705.001,,40.689,40.689,,,,12.453,,,,,74.034,,,,74.034,127.176,80.786,,,,36.107,,,,,36.107,116.893,244.069,0.0,269.518,,,,441.148,0.0,710.666,0.0,710.666,954.735,
06/30/1998,1071.17,15.675,15.675,0.0,214.002,214.002,,33.37,33.37,,,,14.821,,,,,,,277.868,727.384,901.062,-173.678,0.0,65.918,,,,65.918,793.302,,43.774,43.774,,,,9.242,,,,,79.191,,,,79.191,132.207,150.724,,,,36.417,,,,,36.417,187.141,319.348,0.0,272.02,,,,479.802,0.0,751.822,0.0,751.822,1071.17,
09/30/1998,1112.10498,12.685,12.685,0.0,219.162003,,,24.424999,,,,,52.435001,,,,,,,308.707001,737.755005,925.955994,-188.201004,0.0,65.642998,0.0,,,65.642998,803.398003,,44.299999,44.299999,,,,8.544,,,,,67.701999,,,,67.701999,120.545998,177.253006,,,,57.480999,,,,,57.480999,234.734005,355.280003,0.0,244.167999,,,0.0,,512.656982,756.824981,0.0,756.824981,1112.104984,
12/31/1998,1161.4,8.574,8.574,0.0,253.282,253.282,,35.934,35.934,,,,19.792,,,,,,,317.582,779.116,980.544,-201.428,0.0,64.702,45.737,45.737,0.0,18.965,843.818,,49.815,49.815,,,,6.889,,,,,86.468,,,,86.468,143.172,138.32,,,,56.719,,,,,56.719,195.039,338.211,0.0,287.678,,,-8.101,543.612,0.0,823.189,0.0,823.189,1161.4,
03/31/1999,1207.498,20.185,20.185,0.0,257.996,257.996,,38.586,38.586,0.0,0.0,0.0,19.863,,,,,,,336.63,806.34,1020.866,-214.526,0.0,64.528,44.737,44.737,0.0,19.791,870.868,,57.055,57.055,,,,8.155,,,,,78.197,,,,78.197,143.407,135.944,,,,56.967,,,,,56.967,192.911,336.318,0.0,287.962,,,-8.101,591.319,0.0,871.18,0.0,871.18,1207.498,
06/30/1999,1454.534058,11.722,11.722,0.0,298.979004,,,,,,,,62.243,,,,,,,372.944,965.833984,1184.192017,-218.358002,0.0,115.755997,0.0,94.615997,-94.615997,115.755997,1081.589981,,63.609001,63.609001,,,,10.223,,,,,105.233002,,,,105.233002,179.065002,308.122009,,,,57.124001,,,,,57.124001,365.24601,544.311012,0.0,288.247986,,,0.0,,621.974976,910.222961,0.0,910.222961,1454.533974,
09/30/1999,1527.381,12.926,12.926,0.0,321.771,321.771,,32.038,32.038,,,,68.818,,,,,,,435.553,912.489,1142.456,-229.967,0.0,179.339,158.499,158.499,0.0,20.84,1091.828,,73.595,73.595,,,,9.351,,,,,102.058,,,,102.058,185.004,401.522,,,,50.332,,,,,50.332,451.854,636.858,0.0,297.113,,,-69.092,662.502,0.0,890.523,0.0,890.523,1527.381,
12/31/1999,1553.43,24.674,24.674,,346.253,346.253,,44.466,,,,,32.534,,,,,,,447.927,924.914,1170.938,-246.024,,180.589,156.614,156.614,0.0,23.975,1105.503,,81.274,81.274,,,,17.888,,,,,83.37,,,,83.37,182.532,438.108,,,,50.32,,,,,50.32,488.428,670.96,,297.167,,,-111.491,696.794,0.0,882.47,,882.47,1553.43,
03/31/2000,1572.218,24.4,24.4,,351.741,351.741,,50.495,,,,,32.432,,,,,,,459.068,930.614,1190.76,-260.146,,182.536,159.279,159.279,0.0,23.257,1113.15,,76.468,76.468,,,,16.88,,,,,64.994,,,,64.994,158.342,430.354,,,,50.511,,,,,50.511,480.865,639.207,,297.221,,,-111.491,747.281,0.0,933.011,,933.011,1572.218,
06/30/2000,1629.502,23.34,23.34,,333.821,333.821,,52.769,,,,,32.437,,,,,,,442.367,1000.272,1276.684,-276.412,,186.863,157.237,157.237,0.0,29.626,1187.135,,71.562,71.562,,,,6.007,,,,,57.078,,,,57.078,134.647,457.366,,,,50.85,,,,,50.85,508.216,642.863,,307.026,,,-111.491,791.104,0.0,986.639,,986.639,1629.502,
09/30/2000,1772.065,16.471,16.471,0.0,343.583,343.583,,39.207,,,,,87.702,,,,,,,486.963,1065.33,1352.819,-287.489,0.0,219.772,195.004,195.004,0.0,24.768,1285.102,,78.227,78.227,,,,6.523,6.523,0.0,0.0,,85.032,,,,85.032,169.782,520.151,462.013,58.138,58.138,52.066,,,,,52.066,572.217,741.999,0.0,311.388,,,-111.491,830.169,0.0,1030.066,0.0,1030.066,1772.065,
12/31/2000,1825.324,34.051,34.051,0.0,398.569,398.569,,63.612,63.612,,,,39.906,,,,,,,536.138,1062.005,1367.751,-305.746,0.0,227.181,207.432,207.432,0.0,19.749,1289.186,,86.216,86.216,,,,6.645,,,,,112.209,,,,112.209,205.07,492.636,,,,52.261,,,,,52.261,544.897,749.967,0.0,316.501,,,-111.491,870.347,0.0,1075.357,0.0,1075.357,1825.324,
03/31/2001,1838.579,41.548,41.548,0.0,392.505,392.505,,66.554,66.554,,,,40.229,,,,,,,540.836,1069.034,1393.889,-324.855,0.0,228.709,206.833,206.833,0.0,21.876,1297.743,,87.34,87.34,,,,6.619,,,,,81.885,,,,81.885,175.844,464.94,,,,59.643,,,,,59.643,524.583,700.427,0.0,330.556,,,-111.491,919.087,0.0,1138.152,0.0,1138.152,1838.579,
06/30/2001,1881.137,49.649,49.649,,375.589,375.589,,66.803,,,,,40.452,,,,,,,532.493,1094.418,1439.313,-344.895,,254.226,229.962,229.962,0.0,24.264,1348.644,,90.18,90.18,,,,6.669,,,,,79.682,,,,79.682,176.531,448.057,,,,63.02,,,,,63.02,511.077,687.608,,331.795,,,-111.491,973.225,0.0,1193.529,,1193.529,1881.137,
09/30/2001,1941.577,70.263,70.263,,350.941,350.941,,50.113,,,,,93.914,,,,,,,565.231,1089.413,1453.903,-364.49,,286.933,251.315,251.315,0.0,35.618,1376.346,,91.862,91.862,,,,6.752,,,,,89.473,,,,89.473,188.087,428.99,,,,70.851,,,,,70.851,499.841,687.928,,342.773,,,-114.271,1025.147,0.0,1253.649,,1253.649,1941.577,
12/31/2001,2150.663086,118.160004,118.160004,0.0,381.713013,,,,0.0,0.0,0.0,0.0,126.650002,,,,,,,626.52301,1185.14502,1569.389038,-384.243988,0.0,338.994995,302.281006,302.281006,0.0,36.713989,1524.140015,,122.809998,122.809998,,,,7.322,,,,,128.490011,,,,128.490011,258.622009,600.038025,,,,71.18,,,,,71.18,671.218025,929.840034,0.0,345.783997,,,-200.574005,,1075.613006,1220.822998,0.0,1220.822998,2150.663032,
03/31/2002,2240.135986,113.014999,113.014999,0.0,440.998993,,,,0.0,0.0,0.0,0.0,132.018997,,,,,,,686.03302,1204.39502,1610.251953,-405.856995,0.0,349.708008,304.118011,304.118011,0.0,45.589997,1554.103028,,136.024994,136.024994,,,,7.245,,,,,139.738002,,,,139.738002,283.007996,632.02002,,,,74.517998,,,,,74.517998,706.538018,989.546014,0.0,346.899994,,,-241.164001,,1144.854003,1250.589996,0.0,1250.589996,2240.13601,
06/30/2002,2355.455,149.62,149.62,,445.315,445.315,,83.551,,,,,46.328,,,,,,,724.814,1245.86,1674.695,-428.835,,384.781,337.138,337.138,0.0,47.643,1630.641,,138.526,138.526,,,,5.473,,,,,154.615,,,,154.615,298.614,631.291,,,,74.755,,,,,74.755,706.046,1004.66,,348.195,,,-241.164,1211.405,0.0,1318.436,32.359,1350.795,2355.455,
09/30/2002,2364.317,123.736,123.736,,418.264,418.264,,59.412,,,,,94.374,,,,,,,695.786,1281.782,1723.343,-441.561,,386.749,335.313,335.313,0.0,51.436,1668.531,,132.228,132.228,,,,7.609,,,,,133.906,,,,133.906,273.743,650.159,,,,60.654,,,,,60.654,710.813,984.556,,375.825,,,-300.656,1271.583,0.0,1346.752,33.009,1379.761,2364.317,
12/31/2002,2451.891,189.301,189.301,,463.442,463.442,,86.724,,,,,39.566,,,,,,,779.033,1292.582,1770.35,-477.768,,380.276,338.296,338.296,0.0,41.98,1672.858,,135.182,135.182,,,,7.519,,,,,162.484,,,,162.484,305.185,652.094,,,,56.734,,,,,56.734,708.828,1014.013,,378.227,,,-300.656,1326.376,0.0,1403.947,33.931,1437.878,2451.891,
03/31/2003,2510.061,160.66,160.66,,495.307,495.307,,88.596,,,,,52.413,,,,,,,796.976,1318.665,1822.313,-503.648,,394.42,352.439,352.439,0.0,41.981,1713.085,,146.635,146.635,,,,7.729,,,,,131.041,,,,131.041,285.405,653.033,,,,59.489,,,,,59.489,712.522,997.927,,378.227,,,-300.656,1399.569,0.0,1477.14,34.994,1512.134,2510.061,
06/30/2003,2591.475,248.274,248.274,,481.964,481.964,,88.409,,,,,47.328,,,,,,,865.975,1329.727,1858.862,-529.135,,395.773,354.446,354.446,0.0,41.327,1725.5,,126.247,126.247,,,,7.777,,,,,150.874,,,,150.874,284.898,652.803,,,,55.522,,,,,55.522,708.325,993.223,,392.356,,,-300.656,1470.437,0.0,1562.137,36.115,1598.252,2591.475,
09/30/2003,3010.526,395.338,395.338,,492.787,492.787,,65.342,,,,,139.869,,,,,,,1093.336,1427.715,1983.151,-555.436,,489.475,397.825,397.825,0.0,91.65,1917.19,,136.136,136.136,,,,9.447,,,,,122.03,,,,122.03,267.613,924.713,,,,143.775,,,,,143.775,1068.488,1336.101,,402.409,,,-300.656,1535.322,0.0,1637.075,37.35,1674.425,3010.526,
12/31/2003,3344.327,119.35,119.35,,627.025,627.025,,105.548,,,,,42.615,,,,,,,894.538,1652.585,2237.838,-585.253,,797.204,730.23,730.23,0.0,66.974,2449.789,,142.184,142.184,,,,208.906,,,,,178.422,,,,178.422,529.512,926.205,,,,112.997,,,,,112.997,1039.202,1568.714,,436.05,,,-300.656,1601.729,0.0,1737.123,38.49,1775.613,3344.327,
03/31/2004,3401.004,102.794,102.794,,664.427,664.427,,103.764,,,,,42.498,,,,,,,913.483,1684.961,2304.53,-619.569,,802.56,717.331,717.331,0.0,85.229,2487.521,,151.319,151.319,,,,8.856,,,,,139.353,,,,139.353,299.528,1103.491,,,,132.463,,,,,132.463,1235.954,1535.482,,439.201,,,-300.656,1687.088,0.0,1825.633,39.889,1865.522,3401.004,
06/30/2004,3419.672,115.612,115.612,,632.314,632.314,,107.147,,,,,42.568,,,,,,,897.641,1703.462,2354.888,-651.426,,818.569,722.572,722.572,0.0,95.997,2522.031,,145.401,145.401,,,,8.79,,,,,148.078,,,,148.078,302.269,1024.15,,,,136.475,,,,,136.475,1160.625,1462.894,,444.671,,,-300.656,1771.411,0.0,1915.426,41.352,1956.778,3419.672,
09/30/2004,3507.288,112.946,112.946,,588.046,588.046,,78.927,,,,,161.675,,,,,,,941.594,1692.701,2374.201,-681.5,,872.993,748.156,748.156,0.0,124.837,2565.694,,140.695,140.695,,,,9.742,,,,,169.694,,,,169.694,320.131,925.518,,,,240.563,,,,,240.563,1166.081,1486.212,,447.93,,,-300.656,1830.736,0.0,1978.01,43.066,2021.076,3507.288,
12/31/2004,3632.199,192.443,192.443,,638.24,638.24,,143.532,,,,,43.525,,,,,,,1017.74,1712.993,2429.891,-716.898,,901.466,754.253,754.253,0.0,147.213,2614.459,,140.89,140.89,,,,10.319,,,,,192.195,,,,192.195,343.404,927.212,,,,254.89,,,,,254.89,1182.102,1525.506,,454.334,,,-300.656,1909.287,0.0,2062.965,43.728,2106.693,3632.199,
03/31/2005,3948.955,88.612,88.612,0.0,726.144,726.144,,150.967,,,,,47.372,,,,,,,1013.095,1924.779,2678.793,-754.014,0.0,1011.081,824.853,824.853,0.0,186.228,2935.86,,161.41,161.41,,,,10.328,,,,,159.074,,,,159.074,330.812,1093.916,,,,285.878,,,,,285.878,1379.794,1710.606,0.0,494.656,,,-300.656,2000.085,0.0,2194.085,44.264,2238.349,3948.955,
06/30/2005,3990.046,109.211,109.211,,668.481,668.481,,156.624,,,,,62.879,,,,,,,997.195,1984.829,2774.905,-790.076,,1008.022,858.895,858.895,0.0,149.127,2992.851,,166.155,166.155,,,,10.036,,,,,172.883,,,,172.883,349.074,1004.286,,,,305.681,,,,,305.681,1309.967,1659.041,,509.571,,,-300.656,2076.989,0.0,2285.904,45.101,2331.005,3990.046,
09/30/2005,4091.224,69.909,69.909,,660.66,660.66,,89.789,,,,,189.924,,,,,,,1010.282,2078.874,2885.133,-806.259,,1002.068,851.396,851.396,0.0,150.672,3080.942,,128.193,128.193,,,,585.105,,,,,218.497,,,,218.497,931.795,619.179,,,,229.846,,,,,229.846,849.025,1780.82,,581.692,,,-522.313,2204.884,-0.088,2264.175,46.229,2310.404,4091.224,
03/31/2006,4278.672,134.623,134.623,,766.021,766.021,,,,,,,179.322,,,,,,,1079.966,2174.029,3064.08,-890.051,,1024.677,906.439,906.439,0.0,118.238,3198.706,,190.385,190.385,,,,12.338,,,,,243.342,,,,243.342,446.065,1192.603,,,,230.639,,,,,230.639,1423.242,1869.307,,588.116,,,-522.313,2288.84,0.131,2354.774,54.591,2409.365,4278.672,
06/30/2006,4551.065,156.458,156.458,,776.212,776.212,,,,,,,231.117,,,,,,,1163.787,2344.414,3277.96,-933.546,,1042.864,921.402,921.402,0.0,121.462,3387.278,,221.109,221.109,,,,27.355,,,,,253.683,,,,253.683,502.147,1318.9,,,,258.428,,,,,258.428,1577.328,2079.475,,596.355,,,-532.123,2351.702,-0.012,2415.922,55.668,2471.59,4551.065,
09/30/2006,4550.956,55.896,55.896,,815.101,815.101,,,,,,,256.544,,,,,,,1127.541,2377.987,3314.74,-936.753,,1045.428,908.817,908.817,0.0,136.611,3423.415,,126.145,126.145,,,,29.9,,,,,316.64,,,,316.64,472.685,1285.01,,,,250.909,,,,,250.909,1535.919,2008.604,,632.067,,,-546.937,2400.501,0.618,2486.249,56.103,2542.352,4550.956,
