Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1999,433.182007,,,,,,,,,,,,,,,,,,,,,,,,,-11.1,,,-11.1,-11.1,,,,,,,,,,
06/30/1999,373.035004,,-297.054993,,75.980011,,-30.323999,,,45.655998,-34.344999,,34.078999,,,,0.266,11.311,-4.545,6.766,0.0,,,6.766,0.0,6.766,-2.749,,4.017,4.017,,93.582001,0.04,0.04,0.04,95.397003,0.04,0.04,0.04,
09/30/1999,443.502991,,-343.532013,,99.970978,,-36.467999,,,63.502998,-39.226,,39.548,,,,-0.322,24.276998,-10.11,14.167,0.0,,,14.166998,0.0,14.167,-3.131,,11.036,11.036,,91.467003,0.12,0.12,0.12,97.051003,0.11,0.11,0.11,
12/31/1999,445.747009,,-332.937988,,112.809021,,-40.757999,,,72.051003,-22.966999,,33.966999,,,,-11.0,49.084003,-22.584,26.5,6.9,,,19.600004,0.0,19.6,-3.487,,16.113,16.113,,94.599998,0.18,0.25,0.25,94.599998,0.17,0.24,0.24,
03/31/2000,475.890015,,-369.90799,,105.982025,,-36.108002,,,69.874001,-27.375,,30.242001,,,,-2.867,42.499,-17.253,25.246,0.0,,,25.246,0.0,25.246,-18.636999,0.0,6.609001,6.609001,,101.583,0.07,0.07,0.23,104.856003,0.06,0.06,0.22,
06/30/2000,492.372009,,-365.028992,,127.343018,,-38.006001,,,89.336998,-32.950001,,32.151001,,,,0.799,56.386997,-23.108999,33.278,0.0,,,33.277998,0.0,33.278,0.0,0.0,33.278,33.278,,105.849998,0.31,0.31,0.31,108.193001,0.31,0.31,0.31,
09/30/2000,487.676,,-350.431,,137.245,,-40.677,,,96.568,-29.885,29.885,,,,,0.0,66.683,-26.674,40.009,,,,40.009,,40.009,,,40.009,40.009,,105.964,0.38,0.38,0.38,108.295,0.37,0.37,0.37,
12/31/2000,465.929993,,-333.096985,,132.833008,,-45.938999,,,86.893997,34.687998,,25.405001,,,,-60.092999,121.581995,-47.153999,74.428001,11.06,,,63.367995,0.0,63.368,0.0,0.0,63.368,63.368,,106.099998,0.6,0.7,0.36,108.727997,0.58,0.68,0.35,
03/31/2001,454.665985,,-347.488007,,107.177979,,-40.999001,,,66.179001,-19.781,,19.562,,,,0.219,46.398001,-18.284,28.114,0.495,,,27.619,0.0,27.618999,0.0,0.0,27.618999,27.618999,,106.414001,0.26,0.26,0.26,108.959,0.25,0.25,0.25,
06/30/2001,466.963989,,-354.78299,,112.181,,-42.134998,,,70.045998,-19.348001,,18.856001,,,,0.492,50.697997,-19.438999,31.259001,0.0,,,31.258998,0.0,31.259001,0.0,0.0,31.259001,31.259001,,106.583,0.29,0.29,0.29,109.116997,0.29,0.29,0.29,
09/30/2001,455.214,,-346.372,,108.842,,-40.942,,,67.9,-20.355,17.819,17.819,,,,2.536,47.545,-18.391,29.154,0.0,,,29.154,0.0,29.154,0.0,0.0,29.154,29.154,,106.628,0.27,0.27,0.27,109.315,0.27,0.27,0.27,
12/31/2001,413.112,,-323.376007,,89.735992,,-40.099998,,,49.636002,-18.843,,17.784,,,,1.059,30.793001,-11.798,18.995001,0.609,,,18.386001,0.0,18.386,0.0,0.0,18.386,18.386,,105.5,0.17,0.18,0.18,107.900002,0.17,0.18,0.18,
03/31/2002,414.706,,-340.294,,74.412,0.0,-41.242,31.972,9.27,33.17,-17.186,17.186,,,,,0.0,15.984,-6.358,9.626,,,,9.626,,9.626,0.0,0.0,9.626,9.626,,105.476,0.09,0.09,0.09,107.76,0.09,0.09,0.09,
06/30/2002,447.39,,-363.7,,83.69,0.0,-47.13,33.825,13.305,36.56,-17.296,17.296,,,,,0.0,19.264,-7.669,11.595,,,,11.595,,11.595,,0.0,11.595,11.595,,105.527,0.11,0.11,0.11,107.81,0.11,0.11,0.11,
09/30/2002,455.57,,-368.953,,86.617,,-42.973,,,43.644,-20.358,16.749,16.749,,,,3.609,23.286,-8.688,14.598,0.0,,,14.598,0.0,14.598,0.0,0.0,14.598,14.598,,104.775,0.14,0.14,0.14,106.863,0.14,0.14,0.14,
12/31/2002,418.192,,-336.347,,81.845,,-43.601,,,38.244,-19.164,16.435,16.435,,,,2.729,19.08,-6.72,12.36,0.0,,,12.36,0.0,12.36,0.0,0.0,12.36,12.36,,104.5,0.12,0.12,0.12,106.4,0.12,0.12,0.12,
03/31/2003,423.268,,-350.63,,72.638,,-42.485,,,30.153,-18.439,15.768,15.768,,,,2.671,11.714,-4.587,7.127,0.0,,,7.127,0.0,7.127,0.0,0.0,7.127,7.127,,104.58,0.07,0.07,0.07,106.427,0.07,0.07,0.07,
06/30/2003,436.47,,-357.544,,78.926,0.0,-42.507,31.72,10.787,36.419,-18.82,,15.716,,,,3.104,17.599,-6.925,10.674,0.0,,,10.674,0.0,10.674,0.0,0.0,10.674,10.674,,104.419,0.1,0.1,0.1,106.221,0.1,0.1,0.1,
09/30/2003,444.599,,-365.747,,78.852,,-46.681,,,32.171,-85.237,82.593,82.593,,,,2.644,-53.066,20.73,-32.336,0.0,,,-32.336,0.0,-32.336,0.0,0.0,-32.336,-32.336,,104.303,-0.31,-0.31,0.14,106.037,-0.31,-0.31,0.14,
12/31/2003,431.197,,-363.746,,67.451,,-42.188,,,25.263,-26.384,7.653,7.653,,,,18.731,-1.121,1.298,0.177,0.0,,,0.177,0.0,0.177,0.0,0.0,0.177,0.177,,105.2,0.0,0.0,0.09,106.7,0.0,0.0,0.09,
