Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,704.796021,137.248993,,,0.0,,34.973999,0.0,0.0,0.0,34.296001,,48.319,32.842999,,,,449.958027,,0.0,20.673,,,,,,,409.135986,,,,,,,,,142.023998,571.832985,0.0,75.416,,,-166.052002,226.729004,-3.602001,132.491001,0.472,132.963001,704.795986,
12/31/2000,704.75,149.919998,,,0.0,,43.536999,0.0,0.0,0.0,36.405998,,46.977001,32.098999,,,,427.910004,,0.0,15.37,,,,,,,393.992004,,,,,,,,,146.982002,556.344007,0.0,75.475998,,,-187.582001,263.455994,-3.481995,147.867996,0.538,148.405996,704.750003,
03/31/2001,703.551025,223.031998,,,0.0,,42.098,0.0,0.0,0.0,36.098,,45.002998,31.354,,,,357.32003,,0.0,18.891001,,,,,,,375.05899,,,,,,,,,141.596001,535.545992,0.0,78.523003,,,-206.742004,300.772003,-4.639,167.914001,0.091,168.005001,703.550993,
06/30/2001,706.778992,59.382999,,,0.0,,39.977001,0.0,0.0,0.0,35.639999,,221.375,134.102997,,,,350.403992,,0.0,18.598,,,,,,,346.768005,,,,,,,,,124.713001,490.079006,0.0,85.939003,,,-202.889008,338.263,-4.72699,216.586006,0.114,216.700006,706.779012,
09/30/2001,729.546997,88.990997,,,0.0,,44.374001,0.0,0.0,0.0,35.391998,,216.087997,132.914001,,,,344.702003,,0.0,18.333,,,,,,,332.437988,,,,,,,,,151.204002,501.974991,0.0,85.985001,,,-229.647995,376.057007,-5.062012,227.332001,0.24,227.572001,729.546992,
12/31/2001,431.553009,73.511002,,,0.0,,39.176998,0.0,0.0,0.0,34.521,,211.893005,131.867004,,,,72.451004,,0.0,5.085,,,,,,,54.953999,,,,,,,,,134.054003,194.093001,0.0,86.030998,,,-259.626007,411.446991,-0.75499,237.096992,0.363,237.459992,431.552994,
03/31/2002,472.071991,84.624001,,,0.0,,39.660999,0.0,0.0,0.0,34.161999,,243.255005,,,,,70.369987,,0.0,0.478,,,,,,,55.886002,,,,,,,,,152.688,209.052001,0.0,86.166,,,-280.928009,458.490997,-0.620987,263.108002,-0.088,263.020002,472.072003,
06/30/2002,457.901001,76.274002,,,0.0,,35.660999,0.0,0.0,0.0,33.396999,,240.462997,164.931,,,,72.106003,,0.0,4.672,,,,,,,56.948002,,,,,,,,,99.731997,161.351998,0.0,86.235001,,,-294.182007,504.583008,-0.393997,296.242004,0.307,296.549004,457.901003,
09/30/2002,502.233002,122.737999,,,0.0,,28.657,0.0,0.0,0.0,35.68,,238.324997,164.934006,,,,76.833006,,0.0,3.58,,,,,,,58.490002,,,,,,,,,110.919003,172.989004,0.0,86.305,,,-305.165009,548.0,-0.350998,328.788994,0.455,329.243994,502.232998,
12/31/2002,795.451,149.909,,,0.0,,35.159,0.0,0.0,0.0,33.722,,235.166,164.944,,,,341.495,,0.0,5.548,,,,,,,320.713,,,,,,,,,127.893,454.154,0.0,86.173,,,-335.699,590.418,-0.175,340.717,0.58,341.297,795.451,
03/31/2003,489.502014,118.033997,,,0.0,,28.962999,0.0,0.0,0.0,32.389,,232.516006,164.955994,,,,77.600012,,0.0,4.579,,,,,,,60.035,,,,,,,,,114.228004,178.842004,0.0,87.838997,,,-409.239014,632.745972,-0.904953,310.441002,0.219,310.660002,489.502006,
06/30/2003,490.70401,117.594002,,,0.0,,28.549,0.0,0.0,0.0,30.878,,230.033997,164.966995,,,,83.649012,,0.0,5.058,,,,,,,60.716999,,,,,,,,,104.594002,170.369001,0.0,88.653999,,,-442.102997,674.169983,-0.798981,319.922005,0.413,320.335005,490.704006,
09/30/2003,544.932983,172.375,,,0.0,,28.607,0.0,0.0,0.0,32.240002,,228.705002,164.983994,,,,83.00598,,0.0,2.488,,,,,,,60.428001,,,,,,,,,119.841999,182.758,0.0,91.641998,,,-445.153015,715.872986,-0.673981,361.687988,0.487,362.174988,544.932989,
12/31/2003,879.228,232.464,,,0.0,,38.261,0.0,0.0,0.0,30.892,,226.268,165.007,,,,351.343,,0.0,4.629,,,,,,,327.684,,,,,,,,,150.502,482.815,0.0,91.93,,,-445.153,749.41,-0.334,395.853,0.56,396.413,879.228,
03/31/2004,972.828979,269.265015,,,0.0,,38.869999,0.0,0.0,0.0,29.865,,289.903015,231.199997,,,,344.925951,,0.0,3.739,,,,,,,319.622009,,,,,,,,,199.549,522.910009,0.0,113.303001,,,-454.915985,791.910889,-1.089905,449.208,0.711,449.919,972.829009,
06/30/2004,896.417114,189.751999,,,0.0,,38.123001,0.0,0.0,0.0,28.870001,,286.569,230.531998,,,,353.103113,,0.0,14.757,,,,,,,301.686005,,,,,,,,,131.579,448.022005,0.0,110.989998,,,-496.11499,831.54303,1.635956,448.053993,0.341,448.394993,896.416998,
09/30/2004,901.146973,207.285995,,,0.0,,31.197001,0.0,0.0,0.0,28.468,,285.040009,230.567993,,,,349.155968,,0.0,10.726,,,,,,,293.125,,,,,,,,,142.333004,446.184004,0.0,134.927002,,,-521.13501,849.653992,-8.944977,454.501007,0.462,454.963007,901.147011,
12/31/2004,954.688,256.213,,,,,33.827,0.0,,,27.166,,311.974,260.045,,,,325.508,,,7.36,,,,,,,284.923,,,,,,,,,204.066,496.349,,137.59,,,-536.446,865.348,-8.739,457.753,0.586,458.339,954.688,
03/31/2005,960.578,273.712,,,0.0,,32.687,0.0,0.0,0.0,26.278,,320.882,263.696,,,,307.019,,0.0,4.737,,,,,,,275.969,,,,,,,,,246.576,527.282,0.0,143.903,,,-553.004,856.242,-14.551,432.59,0.706,433.296,960.578,
06/30/2005,951.496,238.581,,,0.0,,41.057,0.0,0.0,0.0,24.88,,337.225,263.735,,,,309.753,,0.0,3.559,,,,,,,266.416,,,,,,,,,224.868,494.843,0.0,144.627,,,-552.022,877.198,-13.488,456.315,0.338,456.653,951.496,
09/30/2005,991.355,295.007,,,0.0,,42.551,0.0,0.0,0.0,22.757,,337.168,266.234,,,,293.872,,0.0,2.974,,,,,,,255.482,,,,,,,,,223.776,482.232,0.0,158.518,,,-544.577,918.951,-24.233,508.659,0.464,509.123,991.355,
12/31/2005,896.621,245.846,,,0.0,,45.804,0.0,0.0,0.0,22.006,,370.026,303.194,,,,212.939,,0.0,2.292,,,,,,,159.784,,,,,,,,,192.963,355.039,0.0,135.879,,,-550.586,954.71,0.326,540.329,1.253,541.582,896.621,
03/31/2006,909.777,257.663,,,0.0,,47.105,0.0,0.0,0.0,23.001,,377.484,308.868,,,,204.524,,0.0,3.442,,,,,,,147.674,,,,,,,,,200.91,352.026,0.0,140.575,,,-570.369,986.636,0.315,557.157,0.594,557.751,909.777,
06/30/2006,776.355,148.98,,,0.0,,25.213,0.0,0.0,0.0,22.294,,376.449,312.135,,,,203.419,,0.0,0.321,,,,,,,135.299,,,,,,,,,125.652,261.272,0.0,141.364,,,-640.231,1013.448,0.303,514.884,0.199,515.083,776.355,
09/30/2006,816.003,75.694,,,0.0,,27.519,0.0,0.0,0.0,24.79,,489.709,384.096,,,,198.291,,0.0,2.62,,,,,,,124.294,,,,,,,,,153.841,280.755,0.0,153.469,,,-651.785,1032.463,0.351,534.498,0.75,535.248,816.003,
12/31/2006,810.294,118.721,,,0.0,,23.297,0.0,0.0,0.0,24.168,,488.65,388.213,,,,155.458,,0.0,0.0,,0.25,0.25,,,-0.25,112.987,0.25,0.25,,112.737,,,,,167.05,280.037,,158.205,,,-694.786,1065.505,0.451,529.375,0.882,530.257,810.294,
03/31/2007,798.868,111.391,,,0.0,,24.451,0.0,0.0,0.0,23.684,,487.413,392.516,,,,151.929,,0.0,0.0,,,,,,,102.183,,,,,,,,,169.28,271.463,0.0,162.766,,,-733.038,1094.525,0.499,524.752,2.653,527.405,798.868,
06/30/2007,839.023,105.467,,,0.0,,24.542,0.0,0.0,0.0,23.343,,529.881,443.163,,,,155.79,,0.0,0.0,,,,,,,88.731,,,,,,,,,193.623,282.354,0.0,168.021,,,-740.669,1127.357,0.511,555.22,1.449,556.669,839.023,
09/30/2007,788.25,57.063,,,,,25.845,,,,23.457,,534.816,449.986,,,,147.069,,,,,,,,,,76.096,,,,,,,,,170.222,246.318,,173.217,,,-792.618,1158.133,0.717,539.449,2.483,541.932,788.25,
12/31/2007,840.971,120.35,,,0.0,,27.093,0.0,0.0,0.0,25.873,,534.603,454.586,,,,133.052,,0.0,0.0,,0.167,0.167,,,-0.167,62.701,0.167,0.167,,62.534,,,,,200.683,263.384,0.0,177.568,,,-793.948,1189.516,0.879,574.015,3.572,577.587,840.971,
03/31/2008,867.046,170.453,,,,,25.644,,,,28.119,,539.245,463.973,,,,103.585,,,,,,,,,,53.419,,,,,,,,,200.941,254.36,,181.159,,,-792.303,1221.48,0.935,611.271,1.415,612.686,867.046,
06/30/2008,877.309,141.027,,,,,23.888,,,,29.014,,570.352,499.639,,,,113.028,,,,,,,,,,44.816,,,,,,,,,218.46,263.276,,185.31,,,-828.692,1255.178,0.884,612.68,1.353,614.033,877.309,
09/30/2008,775.315,44.881,,,,,22.795,,,,28.92,,576.978,510.778,,,,101.741,,,30.594,,,,,,,166.382,,,,,,,,,187.039,384.015,,195.49,,,-813.296,1007.026,0.574,389.794,1.506,391.3,775.315,
12/31/2008,846.61,45.438,,,0.0,,23.878,,0.0,0.0,29.389,,657.321,534.1,,,,90.584,,,102.142,,,,,,,105.426,,,,,,,,,214.472,422.04,,198.63,,,-804.481,1028.928,0.297,423.374,1.196,424.57,846.61,
03/31/2009,834.358,51.621,19.604,,,19.604,23.491,,,,27.864,27.864,643.086,540.431,102.655,9.546,0.0,59.146,,,88.196,,,,,44.098,44.098,102.102,,,,102.102,,,,22.868,179.18,392.346,0.0,203.012,203.012,0.0,-793.394,1028.244,0.552,438.414,3.598,442.012,834.358,
06/30/2009,835.289,43.124,20.854,7.29,,13.564,22.396,,,,27.982,27.982,651.973,565.788,86.185,9.973,0.0,58.987,,,79.048,,,,,39.524,39.524,96.733,,,,96.733,,,,25.538,159.844,361.163,0.0,207.899,207.899,,-793.693,1054.793,1.119,470.118,4.008,474.126,835.289,
09/30/2009,849.241,61.001,26.273,7.877,,18.396,15.386,,,,27.587,27.587,656.807,571.575,85.232,10.511,0.0,51.676,,,19.25,,,,,,19.25,126.053,,,,126.053,,,,23.594,175.284,344.181,0.0,212.176,0.189,211.987,-805.299,1087.249,1.703,495.829,9.231,505.06,849.241,
12/31/2009,912.433,90.452,31.538,7.591,,23.947,19.634,,,,40.027,40.027,662.996,581.673,81.323,11.166,0.0,56.62,,,21.0,,0.0,0.0,,,21.0,118.556,0.0,0.0,,118.556,0.0,0.0,0.0,39.234,190.915,369.705,0.0,217.009,217.009,0.0,-795.389,1105.073,1.514,528.207,14.521,542.728,912.433,
03/31/2010,845.483,41.573,34.183,7.864,,26.319,21.991,,,,39.21,39.21,664.056,586.548,77.508,10.411,,34.059,,,205.5,,,,,102.75,102.75,6.481,,,,6.481,,,,38.535,158.431,408.947,,223.754,223.754,,-789.314,984.839,-0.324,418.955,17.581,436.536,845.483,
06/30/2010,1066.632,205.942,77.178,53.132,,24.046,18.17,,,,38.811,38.811,657.071,588.874,68.197,2.375,0.0,67.085,,,42.5,,,,,,42.5,391.366,,,,391.366,,,,34.947,148.722,617.535,0.0,228.528,228.528,0.0,-793.03,1007.606,-9.669,433.435,15.662,449.097,1066.632,
09/30/2010,1119.142,222.684,93.226,65.995,,27.231,20.557,,,,38.315,38.315,701.254,609.753,91.501,2.031,0.0,41.075,,,85.0,,,,,42.5,42.5,336.014,,,,336.014,,,,38.226,186.539,645.779,0.0,232.874,232.721,0.153,-795.735,1025.967,-9.846,453.26,20.103,473.363,1119.142,
12/31/2010,1153.504,198.756,134.885,105.724,,29.161,,,,,38.516,38.516,720.825,635.313,85.512,39.852,0.0,20.67,,,85.0,,0.0,0.0,,42.5,42.5,318.75,0.0,0.0,,318.75,0.0,0.0,0.0,51.38,204.659,659.789,0.0,237.532,237.397,0.135,-778.609,1036.571,-3.695,491.799,1.916,493.715,1153.504,
03/31/2011,1126.941,176.825,140.63,112.648,,27.982,20.14,,,,38.42,38.42,715.671,635.64,80.031,4.657,0.0,30.598,,,85.0,,,,,42.5,42.5,310.544,,,,310.544,,,,59.751,147.841,603.136,0.0,243.073,243.071,0.002,-756.113,1033.513,-1.528,518.945,4.86,523.805,1126.941,
06/30/2011,1120.173,155.248,138.899,118.819,,20.08,19.676,,,,39.8,39.8,714.347,635.944,78.403,4.376,0.0,47.827,,,42.5,,,,,,42.5,341.441,,,,341.441,,,,69.071,137.164,590.176,0.0,244.039,243.699,0.34,-763.029,1051.234,-3.865,528.379,1.618,529.997,1120.173,
09/30/2011,1145.181,132.796,189.393,153.568,,35.825,19.115,,,,39.139,39.139,716.022,636.182,79.84,4.329,0.0,44.387,,,85.0,,,,,42.5,42.5,286.875,,,,286.875,,,,66.91,175.773,614.558,0.0,248.576,248.236,0.34,-771.817,1064.552,-12.46,528.851,1.772,530.623,1145.181,
03/31/2012,1152.704,51.525,259.059,140.814,,118.245,40.551,,,,38.183,38.183,720.255,642.679,77.576,,0.0,43.131,,,42.5,,,,,,42.5,308.125,,,,308.125,,,,86.812,145.012,582.449,0.0,258.655,258.655,,-765.905,1079.698,-4.18,568.268,1.987,570.255,1152.704,
06/30/2012,1162.611,85.247,241.882,124.881,,117.001,24.552,,,,38.14,38.14,721.31,643.056,78.254,,0.0,51.48,,,42.5,,,,,,42.5,297.5,,,,297.5,,,,88.697,145.495,574.192,0.0,263.633,263.626,0.007,-767.085,1095.094,-6.216,585.426,2.993,588.419,1162.611,
09/30/2012,1204.986,183.484,184.293,143.512,,40.781,32.382,,,,39.077,39.077,725.268,645.459,79.809,,0.0,40.482,,,42.5,,,,,,42.5,286.875,,,,286.875,,,,94.685,157.447,581.507,0.0,267.751,267.744,0.007,-770.128,1125.886,-3.695,619.814,3.665,623.479,1204.986,
12/31/2012,1090.061,67.585,191.043,136.023,,55.02,24.12,,,,38.912,38.912,727.857,648.82,79.037,34.159,0.0,6.385,,,85.0,,0.0,0.0,,42.5,42.5,233.75,0.0,0.0,,233.75,0.0,0.0,0.0,99.399,167.968,586.117,0.0,273.886,273.886,,-760.022,984.505,-2.937,495.432,8.512,503.944,1090.061,
03/31/2013,1137.268,56.427,250.43,129.702,,120.728,24.607,,,,40.737,40.737,727.163,648.824,78.339,,0.0,37.904,,,42.5,,,,,,42.5,265.625,,,,265.625,,,,110.774,119.386,538.285,0.0,279.773,279.773,,-751.418,991.018,-0.436,518.937,80.046,598.983,1137.268,
06/30/2013,1142.206,87.394,215.551,120.041,,95.51,23.732,,,,40.921,40.921,726.505,648.824,77.681,,0.0,48.103,,,42.5,,,,,,42.5,255.0,,,,255.0,,,,112.891,127.153,537.544,0.0,285.067,,,-754.194,1006.271,-2.343,534.801,69.861,604.662,1142.206,
09/30/2013,1183.103,78.262,272.252,141.471,,130.781,27.019,,,,41.0,41.0,726.202,649.014,77.188,,0.0,38.368,,,60.208,,,,,,60.208,226.667,,,,226.667,,,,117.062,138.806,542.743,0.0,290.254,290.209,0.045,-755.878,1017.816,-2.001,550.191,90.169,640.36,1183.103,
12/31/2013,1135.797,104.443,187.735,129.413,,58.322,29.32,,,,40.088,40.088,735.345,658.743,76.602,35.586,0.0,3.28,,,155.834,,0.0,0.0,,77.917,77.917,120.416,0.0,0.0,,120.416,0.0,0.0,0.0,121.203,156.483,553.936,0.0,295.958,295.958,,-751.239,1022.608,-1.208,566.119,15.742,581.861,1135.797,
03/31/2014,1094.873,71.575,185.134,126.748,,58.386,28.653,,,,38.59,38.59,734.807,658.743,76.064,,0.0,36.114,,,191.25,,,,,95.625,95.625,74.375,,,,74.375,,,,128.781,107.947,502.353,0.0,303.257,303.257,,-745.121,1018.448,-0.788,575.796,16.724,592.52,1094.873,
06/30/2014,1105.138,61.081,202.514,141.895,,60.619,27.972,,,,37.205,37.205,734.761,658.837,75.924,,0.0,41.605,,,51.0,,,,,25.5,25.5,204.0,,,,204.0,,,,133.262,112.042,500.304,0.0,309.117,309.117,,-751.004,1029.014,0.122,587.249,17.585,604.834,1105.138,
09/30/2014,1191.618,90.465,261.81,114.729,,147.081,28.635,,,,36.633,36.633,734.3,658.837,75.463,,0.0,39.775,,,51.0,,,,,25.5,25.5,197.625,,,,197.625,,,,136.893,132.056,517.574,0.0,314.181,314.177,0.004,-758.138,1040.354,-1.325,595.072,78.972,674.044,1191.618,
12/31/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2015,1119.107,91.833,187.797,144.908,,42.889,28.611,,,,37.354,37.354,733.4,658.837,74.563,,0.0,40.112,,,51.0,,,,,25.5,25.5,184.875,,,,184.875,,,,149.371,104.851,490.097,0.0,280.845,280.845,,-162.915,503.29,-1.146,620.074,8.936,629.01,1119.107,
06/30/2015,1142.821,109.087,190.79,145.505,,45.285,29.877,,,,37.434,37.434,734.741,659.237,75.504,,0.0,40.892,,,51.0,,,,,25.5,25.5,178.5,,,,178.5,,,,152.521,116.555,498.576,0.0,286.832,286.832,,-173.272,518.623,-1.183,631.0,13.245,644.245,1142.821,
09/30/2015,1156.7,141.157,180.605,148.408,,32.197,28.407,,,,36.458,36.458,734.808,659.315,75.493,,0.0,35.265,,,25.5,,,,,,25.5,197.625,,,,197.625,,,,152.207,135.213,510.545,0.0,292.162,292.157,0.005,-189.613,536.607,-3.545,635.611,10.544,646.155,1156.7,
12/31/2015,1187.203,172.628,174.187,141.748,,32.439,33.524,,,,35.743,35.743,734.492,659.315,75.177,,0.0,36.629,,,51.0,,0.0,0.0,,25.5,25.5,165.75,0.0,0.0,,165.75,0.0,0.0,0.0,158.895,153.852,529.497,0.0,298.579,298.579,,-191.939,545.785,-4.609,647.816,9.89,657.706,1187.203,
03/31/2016,1190.614,147.762,194.256,131.98,,62.276,41.396,,,,37.417,37.417,734.188,659.315,74.873,,0.0,35.595,,,51.0,,,,,25.5,25.5,159.375,,,,159.375,,,,168.192,123.317,501.884,0.0,306.001,306.001,,-193.7,552.263,-3.182,661.382,27.348,688.73,1190.614,
06/30/2016,1199.837,153.86,198.591,134.413,,64.178,39.469,,,,38.315,38.315,733.554,659.189,74.365,,0.0,36.048,,,51.0,,,,,25.5,25.5,153.0,,,,153.0,,,,170.279,126.781,501.06,0.0,311.6,311.6,,-219.616,577.856,-2.056,667.784,30.993,698.777,1199.837,
09/30/2016,1230.517,185.104,195.404,129.208,,66.196,39.04,,,,39.738,39.738,733.326,659.189,74.137,,0.0,37.905,,,25.5,,,,,,25.5,172.125,,,,172.125,,,,172.853,149.201,519.679,0.0,315.796,315.751,0.045,-242.703,607.161,-0.594,679.66,31.178,710.838,1230.517,
12/31/2016,1155.107,104.839,196.31,130.785,,65.525,44.804,,,,39.28,39.28,733.137,659.189,73.948,,0.0,36.737,,,51.0,,0.0,0.0,,25.5,25.5,140.25,0.0,0.0,,140.25,0.0,0.0,0.0,176.686,160.025,527.961,0.0,320.982,320.982,,-255.382,529.749,-0.523,594.826,32.32,627.146,1155.107,
03/31/2017,1133.216,94.629,183.025,122.121,,60.904,44.725,,,,38.737,38.737,737.345,660.04,77.305,,0.0,34.755,,,51.0,,,,,25.5,25.5,133.875,,,,133.875,,,,182.987,122.474,490.336,0.0,327.63,327.63,,-255.249,540.222,0.087,612.69,30.19,642.88,1133.216,
06/30/2017,1140.791,115.168,167.607,117.012,,50.595,45.097,,,,37.843,37.843,737.202,660.04,77.162,,0.0,37.874,,,25.5,,,,,25.5,0.0,153.0,,,,153.0,,,,184.19,115.81,478.5,0.0,333.186,333.186,,-269.413,567.78,0.076,631.629,30.662,662.291,1140.791,
09/30/2017,1181.508,161.41,166.861,116.136,,50.725,45.53,,,,38.654,38.654,737.059,660.04,77.019,,0.0,31.994,,,25.5,,,,,25.5,0.0,149.5,,,,149.5,,,,185.37,138.35,498.72,0.0,338.212,338.212,,-283.482,598.901,0.166,653.797,28.991,682.788,1181.508,
12/31/2017,1231.41,316.264,53.274,,,53.274,53.482,,,,37.67,37.67,736.915,660.04,76.875,,0.0,33.805,,,170.0,,0.0,0.0,,,170.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,117.62,152.412,440.032,0.0,343.378,343.378,,-278.732,697.359,-0.79,761.215,30.163,791.378,1231.41,
03/31/2018,1235.327,325.609,51.947,44.2,,7.747,50.057,,,,38.698,38.698,736.772,660.04,76.732,,0.0,32.244,,,,,,,,,,165.0,,,,165.0,,,,121.842,120.211,407.053,0.0,350.344,350.344,,-271.786,721.829,-0.767,799.62,28.654,828.274,1235.327,
06/30/2018,1276.315,375.172,42.389,33.603,,8.786,44.706,,,,39.338,39.338,736.629,660.04,76.589,,0.0,38.081,,,0.0,,,,,,,178.0,,,,178.0,,,,122.806,155.4,456.206,0.0,356.138,356.138,,-288.277,732.753,-1.489,799.125,20.984,820.109,1276.315,
09/30/2018,1523.657,116.943,40.116,31.737,,8.379,94.852,,,,52.644,52.644,1160.824,819.069,341.755,,0.0,58.278,,,0.0,,,,,,,160.0,,,,160.0,,,,143.651,199.898,503.549,0.0,361.609,361.594,0.015,-294.154,765.176,-5.267,827.364,192.744,1020.108,1523.657,
12/31/2018,1543.683,156.832,33.658,,,33.658,95.079,,,,53.229,53.229,1149.247,809.608,339.639,,0.0,55.638,,,0.0,,0.0,0.0,,,0.0,135.0,0.0,0.0,,135.0,0.0,0.0,0.0,148.164,220.885,504.049,0.0,367.252,367.252,,-287.337,791.823,-14.617,857.121,182.513,1039.634,1543.683,
03/31/2019,1635.176,134.485,27.626,15.593,,12.033,96.8,,,,163.147,163.147,1156.809,813.92,342.889,,0.0,56.309,,,13.502,0.0,13.502,,13.502,,0.0,246.813,116.813,,116.813,130.0,,,,153.603,137.319,551.237,0.0,374.362,374.362,,-276.992,807.322,-6.953,897.739,186.2,1083.939,1635.176,
06/30/2019,1688.05,179.961,47.049,21.848,,25.201,89.099,,,,159.987,159.987,1148.063,769.689,378.374,,0.0,63.891,,,13.386,0.0,13.386,,13.386,,0.0,238.085,113.085,,113.085,125.0,,,,162.204,159.859,573.534,0.0,380.534,380.431,0.103,-277.633,826.119,-16.492,912.528,201.988,1114.516,1688.05,
09/30/2019,1753.971,196.513,112.492,43.661,,68.831,92.837,,,,154.071,154.071,1133.37,766.174,367.196,,0.0,64.688,,,13.352,0.0,13.352,,13.352,,0.0,229.2,109.2,,109.2,120.0,,,,161.778,199.652,603.982,0.0,386.482,386.378,0.104,-279.472,871.774,-28.287,950.497,199.492,1149.989,1753.971,
12/31/2019,1880.131,249.174,91.461,,,91.461,102.081,,,,152.239,152.239,1220.762,774.534,446.228,,,64.414,,,13.575,,13.575,0.0,13.575,,0.0,207.543,107.543,0.0,107.543,100.0,,,,165.382,240.265,626.765,0.0,392.21,392.21,,-281.032,930.351,-0.249,1041.28,212.086,1253.366,1880.131,
