Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
12/28/1989,,,4.066,,4.066,4.066,,,,,,,
03/29/1990,,,3.334,,3.334,3.334,,,,,,,
06/28/1990,,,5.399,,5.399,5.399,,,,,,,
09/27/1990,,,5.148,,5.148,5.148,,,,,,,
12/28/1990,,,4.713,,4.713,4.713,,,,,,,
03/29/1991,,,7.092,,7.092,7.092,,,,,,,
06/28/1991,,,7.286,,7.286,7.286,,,,,,,
09/27/1991,,,7.644,,7.644,7.644,,,,,,,
12/27/1991,,,8.429,,8.429,8.429,,,,,,,
03/27/1992,,,11.556,,11.556,11.556,,,,,,,
06/26/1992,,,10.84,,10.84,10.84,,,,,,,
09/25/1992,,,10.197,,10.197,10.197,,,,,,,
12/24/1992,,,10.333,,10.333,10.333,,,,,,,
03/31/1993,,,12.679,,12.679,12.679,,,,,,,
06/30/1993,,,11.773,,11.773,11.773,,,,,,,
09/24/1993,,,0.0,,14.562,14.562,,,,,,,
12/31/1993,,,13.278,,13.278,13.278,,,,,,,
03/31/1994,,,12.348,,12.348,12.348,,,,,,,
06/30/1994,,,7.448,,7.448,7.448,,,,,,,
09/30/1994,,,0.0,,8.995,8.995,,,,,,,
12/30/1994,,,7.891,,7.891,7.891,,,,,,,
03/31/1995,,,10.1,,10.1,10.1,,,,,,,
06/30/1995,,,13.838,,13.838,13.838,,,,,,,
09/29/1995,,,0.0,,14.312,14.312,,,,,,,
12/29/1995,,,12.541,,12.541,12.541,,,,,,,
03/31/1996,,,15.313,,15.313,15.313,,,,,,,
06/28/1996,,,18.582001,,18.582001,18.582001,,,,,,,
09/30/1996,,,0.0,,19.542,19.542,,,,,,,
12/27/1996,,,17.167999,,17.167999,17.167999,,,,,,,
03/27/1997,,,19.294001,,38.130001,38.130001,,,,,,,
06/27/1997,,,17.139999,,17.139999,17.139999,,,,,,,
09/30/1997,,,0.0,,26.476999,26.476999,,,,,,,
12/26/1997,,,22.745001,,22.745001,22.745001,,,,,,,
03/27/1998,,,24.700001,,24.700001,24.700001,,,,,,,
06/26/1998,,,22.791,,22.791,22.791,,,,,,,
09/25/1998,,,0.0,,22.468,22.468,,,,,,,
12/24/1998,,,17.479,,17.479,17.479,,,,,,,
03/26/1999,,,21.868999,,21.868999,21.868999,,,,,,,
06/25/1999,,,23.49,,23.49,23.49,,,,,,,
09/24/1999,,,22.252001,,22.252001,22.252001,,,,,,,
12/31/1999,,,26.816,,26.816,26.816,,,,,,,
03/31/2000,,,38.236,,38.236,38.236,,,,,,,
06/30/2000,,,23.163,,23.163,23.163,,,,,,,
09/29/2000,,,36.98,,36.98,36.98,,31.5022471910112,,,,,
12/29/2000,,,32.181,,32.181,32.181,,3.03737024221454,,,,,
03/30/2001,,,22.665001,,22.665001,22.665001,,-23.4292134831461,,,,,
06/29/2001,,,28.93,,28.93,28.93,,37.2890052356021,,,,,
09/28/2001,,,12.634,,12.634,12.634,,-35.0808988764045,,,,,
12/28/2001,,,18.098,,18.098,18.098,,,,,,,
03/28/2002,,,18.816999,,18.817,18.817,,-2.37630057803467,,,,,
06/28/2002,,,20.393,,20.393,20.393,,-17.918018018018,,,,,
09/27/2002,,,21.995001,,21.995001,21.995001,,41.7072463768116,,,,,
12/27/2002,,,14.428,,14.428,14.428,,-20.4388888888889,,,,,
03/28/2003,,,15.194,,15.194,15.194,,-1.58714285714286,,,,,
06/27/2003,,,23.562,,23.562,23.562,,26.9839285714286,,,,,
09/26/2003,,,33.133999,,33.134,33.134,,12.794696969697,,,,,
12/26/2003,,,24.23,,24.23,24.23,,-8.49663865546218,,,,,
03/26/2004,,,43.068001,,43.068,43.068,,24.7312903225806,,,,,
06/25/2004,,,29.613001,,29.613,29.613,,-2.31978021978023,,,,,
09/24/2004,,,30.664,,30.664,30.664,,-5.74724137931034,,,,,
12/31/2004,,,39.243,,39.243,39.243,,7.32724458204334,,,,,
03/24/2005,,,34.696999,,34.697,34.697,,-9.80382352941177,,,,,
06/24/2005,,,32.382,,32.382,32.382,,-6.62312703583062,,,,,
09/30/2005,,,44.723999,,44.724,44.724,,25.6654952076677,,,,,
12/31/2005,,46.0,45.109001,,45.109,45.109,,8.99182561307903,,,,-1.93695434782609,
03/31/2006,,47.75,51.131001,5.38702257777778,61.531,61.531,,6.53753026634383,,,,7.08063036649214,
06/30/2006,,50.45,51.709,4.88645968154342,56.774,56.774,,4.01891252955083,,,,2.49554013875124,
09/30/2006,,54.2,50.928001,-3.22846075359299,50.928,50.928,,-0.677200902934538,,,,-6.03689852398524,
12/31/2006,,52.6,59.395,-1.48449853181076,59.395,59.395,,5.70824524312897,,,,12.9182509505703,
03/31/2007,,58.8,59.715,-3.51287679259831,59.715,59.715,,-1.5748031496063,,,,1.5561224489796,
06/30/2007,,62.55,68.352997,4.02718625377644,68.353,68.353,,7.54716981132074,,,,9.27737330135892,
09/30/2007,,60.15,62.966999,5.37882233561318,62.967,62.967,,4.33070866141733,,,,4.68329010806318,
12/31/2007,,68.55,56.242001,-2.58138835227272,56.242,56.242,,-18.2608695652174,,,,-17.954776075857,
03/31/2008,,49.15,59.790001,24.6217534628134,59.79,59.79,,20.4819277108434,,,,21.648018311292,
06/30/2008,,62.833,69.938004,13.9884405919662,69.938,69.938,,7.66423357664232,,,,11.3077586618497,
09/30/2008,,62.5,49.108002,7.47652178217822,49.108,49.108,,-19.6078431372549,,,,-21.4271968,
12/31/2008,,41.667,61.093,-1.05186289120715,61.093,61.093,,50.2890173410405,,48.6276198237818,,46.6220270237838,
03/31/2009,,22.3,6.093,-2.50739681242338,5.546,5.546,,-24.2424242424242,,-82.3290665001561,,-72.6771300448431,
06/30/2009,,28.022,42.595,-2.17139761409311,40.797,40.797,,62.8959276018099,,68.8463232056363,,52.0055670544572,
09/30/2009,,30.467,42.969,7.00208500400963,42.969,42.969,,36.8821292775665,,14.1881166234653,,41.0345619850986,
