Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,176.013,115.960999,53.176998,62.784,29.761999,,,0.0,,,,,4.603,,,,,150.326004,16.535,,,0.0,,,9.152,,,,,9.152,25.687,,5.71,5.71,,,,0.0,,,,,,69.036002,,,69.036002,74.746002,0.0,,,,,0.0,,,,,,0.0,0.0,74.746002,0.0,83.851997,,,0.0,,17.415001,101.266998,0.0,101.266998,176.013,
06/30/1994,190.339005,122.692001,78.069,44.623001,33.595001,,,0.0,,,,,6.857,,,,,163.143997,17.792999,,,0.0,,,9.402,,,,,9.402,27.195,,6.95,6.95,,,,0.0,,,,,,75.470998,,,75.470998,82.420998,0.0,,,,,0.0,,,,,,0.0,0.0,82.420998,0.0,86.764999,,,0.0,,21.153,107.917999,0.0,107.917999,190.338997,
09/30/1994,211.949005,141.213005,51.941002,89.272003,34.698002,,,0.0,,,,,7.066,,,,,182.977005,19.837,43.988998,-24.152,0.0,,,9.135,,,,,9.135,28.972,,7.493,7.493,,,,0.0,,,,,,80.728001,,,80.728001,88.221001,0.0,,,,,0.0,,,,,,0.0,0.0,88.221001,0.0,96.802002,,,0.0,,26.926001,123.728003,0.0,123.728003,211.949003,
12/31/1994,221.654007,152.677998,112.936996,39.741001,33.554001,,,0.0,,,,,6.677,,,,,192.908997,20.261,,,0.0,,,8.484,,,,,8.484,28.745,,39.608002,39.608002,,,,0.0,,,,,,48.307999,,,48.307999,87.916,0.0,,,,,0.0,,,,,,0.0,0.0,87.916,0.0,98.288002,,,0.0,,35.450001,133.738003,0.0,133.738003,221.654003,
03/31/1995,254.033997,170.892998,41.415001,129.477997,44.634998,,,0.0,,,,,7.743,,,,,223.270996,22.291,,,0.0,,,8.472,,,,,8.472,30.763,,47.101002,47.101002,,,,0.0,,,,,,56.755001,,,56.755001,103.856003,0.0,,,,,0.0,,,,,,0.0,0.0,103.856003,0.0,105.628998,,,0.0,,44.549,150.177998,0.0,150.177998,254.034,
06/30/1995,277.362,195.717003,59.055,136.662003,38.403999,,,0.0,,,,,9.882,,,,,244.003006,25.450001,,,0.0,,,7.909,,,,,7.909,33.359001,,50.888,50.888,,,,0.0,,,,,,58.891998,,,58.891998,109.779999,0.0,,,,,0.0,,,,,,0.0,0.0,109.779999,0.0,120.222,,,0.0,,47.360001,167.582001,0.0,167.582001,277.362,
09/30/1995,297.571014,209.984001,91.193001,118.791,42.862999,,,0.0,,,,,9.681,,,,,262.528015,28.719999,59.493,-30.773001,0.0,,,6.323,,,,,6.323,35.042999,,8.563,8.563,,,,0.0,,,,,,106.705997,,,106.705997,115.268997,0.0,,,,,0.0,,,,,,0.0,0.0,115.268997,0.0,124.711998,,,0.0,,57.59,182.301998,0.0,182.301998,297.570995,
12/30/1995,311.550995,217.810005,97.163002,120.647003,44.893002,,,0.0,,,,,9.924,,,,,272.627014,32.674,,,0.0,,,6.25,,,,,6.25,38.924,,46.327,46.327,,,,0.0,,,,,,65.069004,,,65.069004,111.396004,0.0,,,,,0.0,,,,,,0.0,0.0,111.396004,0.0,130.916,,,0.0,,69.238998,200.154999,0.0,200.154999,311.551003,
03/30/1996,348.790985,225.375,90.910004,134.464996,51.438999,,,0.0,,,,,24.853001,,,,,301.666992,40.59,,,0.0,,,6.534,,,,,6.534,47.124,,54.681,54.681,,,,12.561,,,,,,72.823003,,,72.823003,140.065002,19.625,,,,,0.0,,,,,,0.0,19.625,159.690002,0.0,134.207993,,,0.0,,54.893002,189.100994,0.0,189.100994,348.790997,
06/29/1996,383.609985,234.154997,21.58,212.574997,46.499001,,,0.0,,,,,23.254,,,,,303.90799,45.240002,,,26.398001,,,8.064,,,,,8.064,79.702003,,59.341999,59.341999,,,,12.071,,,,,,78.424006,,,78.424006,149.837006,17.804001,,,,,0.0,,,,,,0.0,17.804001,167.641006,0.0,149.675995,,,-6.073,,72.365999,215.968994,0.0,215.968994,383.610001,
09/30/1996,463.757996,276.093998,47.162998,228.931,67.385002,,,0.0,,,,,22.648001,,,,,366.127014,56.033001,100.390999,-44.358002,30.495001,,,11.103,,,,,11.103,97.631001,,12.6,12.6,,,,11.58,,,,,,153.806999,,,153.806999,177.987,15.97,,,,,0.0,,,,,,0.0,15.97,193.957,0.0,197.199005,,,0.0,,72.601997,269.801003,0.0,269.801003,463.758002,
12/28/1996,426.277008,231.540001,33.499001,198.041,64.878998,,,0.0,,,,,23.917999,,,,,320.337006,55.938,,,38.305,,,11.697,,,,,11.697,105.94,,58.300999,58.300999,,,,10.962,,,,,,77.028002,,,77.028002,146.291,14.122,,,,,1.584,,,,,,1.584,15.706,161.997,0.0,172.572998,,,0.0,,91.707001,264.279999,0.0,264.279999,426.276999,
03/31/1997,515.643005,295.586006,43.747002,251.839005,81.934998,,,0.0,,,,,34.419998,,,,,411.94101,59.469002,,,30.149,,,14.084,,,,,14.084,103.702002,,80.783997,80.783997,,,,10.596,,,,,,84.827004,,,84.827004,176.207001,12.26,,,,,1.976,,,,,,1.976,14.236,190.443001,0.0,229.442993,,,0.0,,95.757004,325.199997,0.0,325.199997,515.642998,
06/30/1997,562.262024,321.694,66.399002,255.294998,89.487,,,0.0,,,,,31.874001,,,,,443.054993,63.606998,,,42.367001,,,13.233,,,,,13.233,119.206999,,85.639,85.639,,,,8.908,,,,,,92.458005,,,92.458005,187.005005,10.634,,,,,2.731,,,,,,2.731,13.365,200.370005,0.0,246.362,,,0.0,,115.529999,361.891998,0.0,361.891998,562.262003,
09/30/1997,768.588989,434.829986,126.414001,308.415985,119.029999,,,0.0,,,,,36.580002,,,,,590.440002,92.079002,,,61.056,,,25.014,,,,,25.014,178.149002,,114.880997,114.880997,,,,8.964,,,,,,130.804997,,,130.804997,254.649994,9.191,,,,,3.205,,,,,,3.205,12.396,267.045994,0.0,334.723999,,,0.0,,166.819,501.542999,0.0,501.542999,768.588993,
12/28/1997,777.513977,448.998001,107.287003,341.710999,131.335007,,,0.0,,,,,35.160999,,,,,615.494019,86.490997,169.707001,-83.216003,52.801998,,,22.726999,,,,,22.726999,162.019995,,126.690002,126.690002,,,,8.394,,,,,,119.717999,,,119.717999,254.802002,5.27,,,,,5.2,,,,,,5.2,10.47,265.272002,0.0,357.528015,,,0.0,,154.714005,512.24202,0.0,512.24202,777.514021,
03/31/1998,829.794006,505.19799,92.905998,412.291992,112.969002,,,0.0,,,,,29.511,,,,,647.677979,88.441002,178.188004,-89.747002,66.129997,,,27.545,,,,,27.545,182.115999,,115.622002,115.622002,,,,7.91,,,,,,134.316998,,,134.316998,257.848999,3.601,,,,,5.701,,,,,,5.701,9.302,267.150999,0.0,369.576996,,,0.0,,193.067993,562.644989,0.0,562.644989,829.795988,
06/30/1998,896.39801,588.738983,166.093994,422.644989,111.190002,,,0.0,,,,,38.659,,,,,738.588013,87.998001,182.591003,-94.593002,43.785,,,26.027,4.017,,,,22.01,157.810001,,121.938004,121.938004,,,,6.034,,,,,,132.668988,,,132.668988,260.640991,3.839,,,,,5.871,,,,,,5.871,9.71,270.350991,0.0,409.575012,,,0.0,,216.472,626.047012,0.0,626.047012,896.398003,
09/30/1998,951.632996,604.630005,164.548004,440.082001,126.335999,,,0.0,,,,,42.460999,,,,,773.427002,99.998001,195.389008,-95.390999,38.264999,,,39.943001,20.23,,,,19.713001,178.206001,,15.058,15.058,,,,7.783,,,,,,245.827,,,245.827,268.667999,13.138,,,,,4.886,,,,,,4.886,18.024,286.691999,0.0,424.653992,,,-11.184,,251.471003,664.940994,0.0,664.940994,951.632993,
12/31/1998,1016.297974,653.201019,86.214996,566.986023,130.214996,,,0.0,,,,,40.931,,,,,824.346985,107.945999,213.423996,-105.477997,42.266998,,,41.737999,,,,,41.737999,191.950996,,92.861,92.861,,,,3.398,,,,,,132.634005,,,132.634005,228.893005,9.797,,,,,8.184,,,,,,8.184,17.981,246.874005,0.0,479.467987,,,0.0,,289.955994,769.423981,0.0,769.423981,1016.297986,
03/31/1999,1099.446045,685.901009,118.515999,567.38501,139.212997,,,0.0,,,,,45.205002,,,,,870.31897,119.071999,233.791,-114.719002,36.042999,,,74.012001,74.012001,,,,0.0,229.126999,,104.394997,104.394997,,,,8.949,,,,,,147.788999,,,147.788999,261.132996,13.486,,,,,8.556,,,,,,8.556,22.042,283.174995,0.0,502.985992,,,0.0,,313.285004,816.270996,0.0,816.270996,1099.445992,
07/03/1999,1112.400024,645.179993,156.981995,488.197998,157.557007,,,0.0,,,,,48.84,,,,,851.577026,123.790001,246.932007,-123.141998,53.469002,,,83.564003,,,,,83.564003,260.823006,,101.560997,101.560997,,,,8.665,,,,,,130.158998,,,130.158998,240.384995,11.446,,,,,9.183,,,,,,9.183,20.629,261.013994,0.0,526.570984,,,-27.739,,352.554003,851.385986,0.0,851.385986,1112.399981,
09/30/1999,1173.911987,704.184998,285.313995,418.871002,155.884995,,,0.0,0.0,0.0,0.0,0.0,54.662998,,,,,914.732971,126.204002,259.166992,-132.962997,53.277,,,79.697998,57.393002,,,,22.304996,259.179001,,8.814,8.814,,,,8.61,,,,,,270.102001,,,270.102001,287.526001,11.642,,,,,9.154,,,,,,9.154,20.796,308.322001,0.0,531.231018,,,-43.657001,,378.01601,865.590027,0.0,865.590027,1173.912028,
12/31/1999,1177.854004,651.067017,222.242004,428.825012,156.899002,,,0.0,,,,,66.445,,,,,874.411011,136.567993,282.247986,-145.679993,80.919998,,,85.955002,57.487999,,,,28.467003,303.442993,,80.870003,80.870003,,,,9.639,,,,,,189.796997,,,189.796997,280.306,4.123,,,,,16.421,,,,,,16.421,20.544,300.849999,0.0,555.825989,,,-75.248001,,396.42601,877.003998,0.0,877.003998,1177.853997,
04/30/2000,1148.105957,616.712006,150.610992,466.101013,160.365005,,,0.0,,,,,61.282001,,,,,838.359009,141.302002,296.501007,-155.199005,83.037003,,,85.407997,53.451,,,,31.956997,309.747002,,88.098,88.098,,,,12.303,,,,,,203.330995,,,203.330995,303.731995,1.497,,,,,15.017,,,,,,15.017,16.514,320.245995,0.0,556.718018,,,-147.315002,,418.457001,827.860016,0.0,827.860016,1148.106011,
07/29/2000,1223.718018,646.070007,450.96701,195.102997,178.498993,,,0.0,,,,,47.280998,,,,,871.849976,146.210999,312.615997,-166.404999,121.047997,,,84.609001,52.206001,,,,32.403,351.867996,,116.634003,116.634003,,,,6.414,,,,,,212.860994,,,212.860994,335.908997,0.719,,,,,15.264,,,,,,15.264,15.983,351.891997,0.0,558.825012,,,-164.016998,,477.018005,871.826019,0.0,871.826019,1223.718016,
10/31/2000,1050.993,435.639,153.12,282.519,146.449,146.449,,0.0,0.0,0.0,0.0,0.0,102.433,,,,,684.521,157.243,332.94,-175.697,126.741,,,82.488,51.776,,,,30.712,366.472,,10.961,10.961,,,,6.416,,,,,,335.287,,,335.287,352.664,0.564,,,,,14.936,,,,,,14.936,15.5,368.164,0.0,559.345,,,-329.493,405.419,47.558,682.829,0.0,682.829,1050.993,
01/31/2001,955.611023,328.921997,199.567993,129.354004,145.246994,,,0.0,0.0,0.0,0.0,0.0,99.351997,,,,,573.520996,162.557999,,,128.227997,,,91.304001,48.014,,,,43.290001,382.089996,,95.505997,95.505997,,,,3.52,,,,,,263.405003,,,263.405003,362.431,0.504,,,,,23.659,,,,,,23.659,24.163,386.594,0.0,562.276001,,,-438.907013,,445.648013,569.017001,0.0,569.017001,955.611001,
04/30/2001,982.426025,392.69899,145.589996,247.108994,132.291,,,0.0,0.0,0.0,0.0,0.0,95.301003,,,,,620.291016,166.419006,,,102.580002,,,93.136002,43.676998,,,,49.459003,362.13501,,104.700996,104.700996,,,,1.624,,,,,,298.944993,,,298.944993,405.269989,0.454,,,,,28.533001,,,,,,28.533001,28.987001,434.25699,0.0,568.109009,,,-456.131989,,436.191988,548.169008,0.0,548.169008,982.425998,
08/04/2001,894.033997,308.875,134.503998,174.371002,131.720993,,,0.0,0.0,0.0,0.0,0.0,98.556999,,,,,539.153015,173.660995,,,88.222,,,92.998001,39.428001,,,,53.57,354.880997,,120.980003,120.980003,,,,0.535,,,,,,287.441997,,,287.441997,408.957001,0.123,,,,,24.878,,,,,,24.878,25.001,433.958001,0.0,574.377014,,,-552.174011,,437.873009,460.076012,0.0,460.076012,894.034013,
10/31/2001,1128.907,476.436,271.696,204.74,146.294,146.294,,,,,,,168.652,,,,,791.382,192.304,402.444,-210.14,61.699,,,83.522,35.077,35.077,0.0,,48.445,337.525,,19.429,19.429,,,,0.535,,,,,,606.163,,,606.163,626.127,0.073,,,,,17.051,,,,,,17.051,17.124,643.251,,575.998,,,-531.117,436.662,4.113,485.656,,485.656,1128.907,
01/31/2002,1114.817017,438.758987,231.968994,206.789993,146.330994,,,0.0,0.0,0.0,0.0,0.0,183.076996,,,,,768.166992,198.091003,,,65.404999,,,83.153999,30.922001,434.553986,-403.631985,,52.231998,346.650002,,105.608002,105.608002,,,,0.536,,,,,,351.599986,,,351.599986,457.743988,0.0,,,,,101.242996,,,,,,101.242996,101.242996,558.986984,0.0,584.521973,,,-439.747986,,411.055986,555.829973,0.0,555.829973,1114.816957,
04/30/2002,1196.289,531.74,483.57,48.17,151.953,151.953,,0.0,,,,,183.405,,,,,867.098,194.225,,,54.634,,,80.332,26.974,,,,53.358,329.191,,108.741,108.741,,,,0.515,,,,,,383.075,,,383.075,492.331,0.0,,,,,92.937,,,,,,92.937,92.937,585.268,0.0,589.211,,,-434.937,451.318,5.429,611.021,0.0,611.021,1196.289,
07/31/2002,2159.004883,446.208008,347.661011,98.546997,233.156998,233.157,,0.0,0.0,0.0,0.0,0.0,224.181,,,,,903.546021,185.871994,,,48.766998,,,1020.820007,719.317017,368.067993,351.249024,,301.50299,1255.458999,,233.755997,233.755997,,,,0.178,,,,,,503.235009,,,503.235009,737.169006,0.0,,,,,113.567001,,,,,,113.567001,113.567001,850.736007,0.0,1031.94397,,,-9.875,303.755,-17.554988,1308.268982,0.0,1308.268982,2159.004989,
10/31/2002,1978.714,414.733,312.58,102.153,207.206,207.206,,0.0,0.0,0.0,0.0,0.0,307.376,,,,,929.315,185.04,432.056,-247.016,39.386,,,824.973,789.888,434.554,355.334,,35.085,1049.399,,246.789,246.789,,,,1.423,,,,,,529.157,,,529.157,777.369,0.0,,,,,87.864,,,,,,87.864,87.864,865.233,,1040.121,,,-116.499,198.863,-9.004,1113.481,,1113.481,1978.714,
01/31/2003,2018.015,470.26,347.339,122.921,220.573,220.573,,0.0,0.0,0.0,0.0,0.0,316.715,,,,,1007.548,182.454,,,30.368,,,797.645,763.419,435.767,327.652,,34.226,1010.467,,194.641,194.641,,,,0.078,,,,,,547.694,,,547.694,742.413,0.0,,,,,86.715,,,,,,86.715,86.715,829.128,0.0,1043.226,,,-83.999,225.842,3.818,1188.887,0.0,1188.887,2018.015,
04/30/2003,2064.352051,392.098991,268.821991,123.277,246.005997,,,0.0,0.0,0.0,0.0,0.0,292.26001,,,,,930.36499,180.121994,,,25.566999,,,928.297974,894.148987,548.745972,345.403015,,34.148987,1133.986967,,168.516006,168.516006,,,,0.028,,,,,,598.968994,,,598.968994,767.513,0.0,,,,,97.999001,,,,,,97.999001,97.999001,865.512001,0.0,1064.567993,,,-101.572998,,235.845001,1198.839996,0.0,1198.839996,2064.351997,
07/31/2003,2169.25,568.093002,426.283997,141.809006,201.802002,,,0.0,0.0,0.0,0.0,0.0,304.114014,,,,,1074.009033,180.744995,,,9.563,,,904.932983,868.185974,551.103027,317.082947,,36.747009,1095.240978,,181.606995,181.606995,,,,0.028,,,,,,604.32698,,,604.32698,785.961975,0.0,,,,,85.545998,,,,,,85.545998,85.545998,871.507973,0.0,1138.36499,,,-74.374001,240.139008,-6.388008,1297.741989,0.0,1297.741989,2169.249962,
10/31/2003,2307.353,698.357,524.308,174.049,200.998,200.998,,0.0,0.0,0.0,0.0,0.0,339.851,,,,,1239.206,184.313,475.755,-291.442,8.595,,,875.239,836.315,550.732,285.583,,38.924,1068.147,,204.226,204.226,,,,0.0,,,,,,600.733,,,600.733,804.959,0.0,,,,,68.984,,,,,,68.984,68.984,873.943,,1199.981,,,-20.733,251.979,2.183,1433.41,,1433.41,2307.353,
01/31/2004,2231.411,617.768,412.728,205.04,194.386,194.386,,0.0,0.0,0.0,0.0,0.0,372.629,,,,,1184.783,186.53,,,8.316,,,851.782,803.313,550.912,252.401,,48.469,1046.628,,149.388,149.388,,,,0.0,,,,,,595.438,,,595.438,744.826,0.0,,,,,73.849,,,,,,73.849,73.849,818.675,0.0,1234.137,,,-52.634,228.961,2.272,1412.736,0.0,1412.736,2231.411,
04/30/2004,2238.4729,613.013992,456.122986,156.891006,220.854004,,,0.0,0.0,0.0,0.0,0.0,332.429993,,,,,1166.297974,182.041,,,7.73,,,882.403992,815.48999,568.534973,246.955017,,66.914001,1072.174992,,157.733002,157.733002,,,,0.0,,,,,,611.970978,,,611.970978,769.703979,0.0,,,,,72.883003,,,,,,72.883003,72.883003,842.586983,0.0,1238.290039,,,-67.116997,226.403,-1.69001,1395.886032,0.0,1395.886032,2238.473015,
07/31/2004,2221.555908,699.345001,499.234009,200.110992,143.005997,,,0.0,0.0,0.0,0.0,0.0,322.410004,,,,,1164.760986,180.080994,,,13.458,,,863.255981,783.202026,570.046997,213.155029,,80.053955,1056.794975,,159.406998,159.406998,,,,0.0,,,,,,567.871017,,,567.871017,727.278015,0.0,,,,,80.736,,,,,,80.736,80.736,808.014015,0.0,1241.932007,,,-74.834,249.843994,-3.399994,1413.542007,0.0,1413.542007,2221.556023,
10/31/2004,2092.187012,579.029022,346.709015,232.320007,132.257996,,,0.0,0.0,0.0,0.0,0.0,201.746002,,,,,913.03302,178.154999,500.942993,-322.787994,12.831,,,988.16803,791.775024,593.705994,198.06903,,196.393006,1179.154029,,12.278,12.278,,,,0.0,,,,,,728.877029,,,728.877029,741.155029,0.0,,,,,85.983002,,,,,,85.983002,85.983002,827.138031,0.0,1242.041992,,,-175.761993,202.145996,-3.377003,1265.048992,0.0,1265.048992,2092.187023,
01/31/2005,2145.122,582.503,376.367,206.136,108.028,108.028,,0.0,0.0,0.0,0.0,0.0,201.861,,,,,892.392,173.532,,,11.472,,,1067.726,855.82,667.88,187.94,,211.906,1252.73,,166.532,166.532,,,,0.0,0.0,0.0,0.0,,,678.709,,,678.709,845.241,0.0,0.0,0.0,0.0,,89.55,,,,,,89.55,89.55,934.791,0.0,1242.982,,,-212.778,186.945,-6.818,1210.331,0.0,1210.331,2145.122,
04/30/2005,2102.297,524.321,343.129,181.192,134.808,134.808,,0.0,0.0,0.0,0.0,0.0,206.998,,,,,866.127,175.625,,,11.03,,,1049.515,818.704,667.113,151.591,,230.811,1236.17,,185.338,185.338,,,,0.0,0.0,0.0,0.0,,,656.826,,,656.826,842.164,0.0,0.0,0.0,0.0,,87.902,,,,,,87.902,87.902,930.066,0.0,1243.75,,,-237.802,176.841,-10.558,1172.231,0.0,1172.231,2102.297,
07/31/2005,2122.463,499.414,319.954,179.46,108.673,108.673,,0.0,0.0,0.0,0.0,0.0,193.716,,,,,801.803,174.918,,,9.143,,,1136.599,922.1,764.08,158.02,,214.499,1320.66,,211.401,211.401,,,,0.0,0.0,0.0,0.0,,,612.763,,,612.763,824.164,0.0,0.0,0.0,0.0,,96.125,,,,,,96.125,96.125,920.289,0.0,1258.248,,,-229.5,190.39,-16.964,1202.174,0.0,1202.174,2122.463,
10/31/2005,2133.424,586.506,404.436,182.07,100.178,100.178,,0.0,0.0,0.0,0.0,0.0,260.795,,,,,947.479,170.195,516.981,-346.786,8.092,,,1007.658,871.498,728.979,142.519,,136.16,1185.945,,231.359,231.359,,,,0.0,0.0,0.0,0.0,,,585.568,,,585.568,816.927,0.0,0.0,0.0,0.0,,105.86,,,,,,105.86,105.86,922.787,0.0,1264.717,,,-199.482,162.878,-17.476,1210.637,0.0,1210.637,2133.424,
01/31/2006,2070.031,514.285,314.498,199.787,83.997,83.997,,0.0,0.0,0.0,0.0,0.0,270.142,,,,,868.424,165.116,,,8.322,,,1028.169,879.684,744.114,135.57,,148.485,1201.607,,146.477,146.477,,,,0.0,0.0,0.0,0.0,,,647.737,,,647.737,794.214,0.0,0.0,0.0,0.0,,105.96,,,,,,105.96,105.96,900.174,0.0,1281.756,,,-268.8,171.559,-14.658,1169.857,0.0,1169.857,2070.031,
04/30/2006,2131.76,534.54,294.931,239.609,138.325,138.325,,0.0,0.0,0.0,0.0,0.0,267.572,,,,,940.437,166.805,,,6.542,,6.542,1017.976,859.196,735.175,124.021,,158.78,1191.323,,169.006,169.006,,,,0.0,0.0,0.0,0.0,,,649.681,,,649.681,818.687,0.0,0.0,0.0,0.0,,114.598,,,,,,114.598,114.598,933.285,0.0,1295.221,,,-250.251,168.774,-15.269,1198.475,0.0,1198.475,2131.76,
07/31/2006,2065.381,511.274,269.717,241.557,110.875,110.875,,0.0,0.0,0.0,0.0,0.0,159.076,,,,,781.225,164.278,,,4.616,,,1115.262,858.088,744.493,113.595,,257.174,1284.156,,195.279,195.279,,,,0.0,0.0,0.0,0.0,,,592.58,,,592.58,787.859,0.0,0.0,0.0,0.0,,120.983,,,,,,120.983,120.983,908.842,0.0,1308.973,,,-315.402,175.667,-12.699,1156.539,0.0,1156.539,2065.381,
