Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
05/20/1989,620.075989,-438.792999,181.28299,-168.218994,13.064,-3.959,0,0.0,9.105,-3.369,5.736,0.0,0,5.736,0,5.736,,5.736,,0.115,0.115,49.636002,0.115,0.115,0.115,49.636002,
08/12/1989,487.667999,-341.610992,146.057007,-131.123993,14.933,-3.12,0,0.0,11.813,-4.371,7.442,0.0,0,7.442,0,7.442,,7.442,,0.15,0.15,49.712002,0.15,0.15,0.15,49.712002,
11/04/1989,503.85199,-359.296997,144.554993,-136.625,7.93,-3.144,0,0.0,4.786,-1.77,3.016,0.0,0,3.016,0,3.016,,3.016,,0.06,0.06,49.653999,0.06,0.06,0.06,49.653999,
02/03/1990,672.939026,-473.790009,199.149017,-184.985001,14.164,-4.206,0,-48.794998,-38.836998,15.795,-23.042,0.0,0,-23.042,0,-23.042,,-23.041998,,-0.465,-0.465,44.988998,-0.465,-0.465,-0.465,44.988998,
05/26/1990,702.73999,-494.695007,208.044983,-193.084,14.961,-5.21,0,0.0,9.751,-3.608,6.143,0.0,0,6.143,0,6.143,,6.143,,0.125,0.125,49.071999,0.125,0.125,0.125,49.071999,
08/18/1990,562.66803,-395.154999,167.513031,-150.362,17.150999,-3.451,0,0.0,13.699999,-5.069,8.631,0.0,0,8.631,0,8.631,,8.630999,,0.175,0.175,49.380001,0.175,0.175,0.175,49.380001,
11/10/1990,541.853027,-382.449005,159.404022,-150.524002,8.88,-3.738,0,0.0,5.142,-1.903,3.239,0.0,0,3.239,0,3.239,,3.239,,0.065,0.065,48.683998,0.065,0.065,0.065,48.683998,
02/02/1991,668.794006,-462.036011,206.757995,-180.242004,26.516001,-4.042,0,0.467,22.941001,-7.371,15.57,0.0,0,15.57,0,15.57,,15.570001,0.345,0.345,0.345,45.064998,0.345,0.345,0.345,45.064998,
05/25/1991,766.84198,-541.583984,225.257996,-207.195999,18.062,-5.329,0,0.0,12.733,-4.711,8.022,0.0,0,8.022,0,8.022,,8.022,,0.16,0.16,49.462002,0.16,0.16,0.16,49.462002,
08/17/1991,615.877991,-429.640015,186.237976,-164.100998,22.136999,-3.825,0,0.0,18.311999,-6.776,11.536,0.0,0,11.536,0,11.536,,11.535999,,0.23,0.23,50.146,0.23,0.23,0.23,50.146,
11/09/1991,604.031006,-423.985992,180.045013,-168.016006,12.029,-3.282,0,0.0,8.747,-3.236,5.511,0.0,0,5.511,0,5.511,,5.511,,0.11,0.11,50.798,0.11,0.11,0.11,50.798,
02/01/1992,715.969971,-497.610992,218.358978,-192.578995,25.780001,-3.383,0,8.806,31.203001,-11.045,20.158001,0.0,0,20.158001,0,20.158001,,20.158,,0.395,0.395,51.355999,0.395,0.395,0.395,51.355999,
05/23/1992,824.827026,-582.232971,242.594055,-220.867004,21.726999,-3.392,0,0.0,18.334999,-6.784,11.551,0.0,0,11.551,0,11.551,,11.550999,,0.22,0.22,52.726002,0.22,0.22,0.22,52.726002,
08/15/1992,641.747986,-448.220001,193.527985,-167.839005,25.688999,-2.061,0,0.0,23.627999,-8.742,14.886,0.0,0,14.886,0,14.886,,14.885999,,0.27,0.27,55.422001,0.27,0.27,0.27,55.422001,
11/07/1992,629.374023,-442.290009,187.084015,-172.136993,14.947,-1.74,0,0.0,13.207,-4.887,8.32,0.0,0,8.32,0,8.32,,8.319999,,0.15,0.15,55.816002,0.15,0.15,0.15,55.816002,
01/30/1993,758.013,-524.132996,233.880005,-191.160995,42.719002,-1.719,0,0.0,41.000002,-15.17,25.83,0.0,0,25.83,0,25.83,,25.830002,,0.46,0.46,50.726002,0.46,0.46,0.46,50.726002,
05/22/1993,852.059021,-605.935974,246.123047,-221.617004,24.506001,-2.267,0,0.0,22.239001,-8.228,14.011,-2.588,0,11.423,0,11.423,,14.011001,,0.25,0.205,56.330002,0.25,0.25,0.205,56.330002,
08/14/1993,674.718994,-467.855988,206.863007,-171.296005,35.567001,-1.709,0,0.0,33.858001,-16.896,16.962,0.0,0,16.962,0,16.962,,16.962001,,0.3,0.3,56.675999,0.3,0.3,0.3,56.675999,
11/06/1993,644.526978,-454.630005,189.896973,-171.996994,17.9,-1.937,0,,15.963,-6.066,9.897,0.0,0,9.897,0,9.897,,9.897,,0.175,0.175,56.990002,0.175,0.175,0.175,56.990002,
01/29/1994,807.776978,-560.284973,247.492005,-196.716995,50.775002,-3.04,0,0.707,48.442002,-18.408001,30.034,0.0,0,30.034,0,30.034,,30.034001,0.525,0.525,0.525,57.14,0.525,0.525,0.525,57.14,
05/21/1994,932.346985,-660.911987,271.434998,-242.578995,28.856001,-3.072,0,0.0,25.784001,-9.798,15.986,0.0,0,15.986,0,15.986,,15.986001,,0.28,0.28,57.450001,0.28,0.28,0.28,57.450001,
08/13/1994,737.283997,-515.551025,221.732971,-187.987,33.745998,-2.789,0,0.0,30.956998,-11.764,19.193001,0.0,0,19.193001,0,19.193001,,19.192998,,0.335,0.335,57.352001,0.335,0.335,0.335,57.352001,
11/05/1994,626.804016,-474.446014,152.358002,-191.179001,-38.820999,-4.2,0,-15.978,-58.998999,22.42,-36.578999,0.0,0,-36.578999,0,-36.578999,,-36.578999,,-0.64,-0.64,57.112,-0.64,-0.64,-0.64,57.112,
01/28/1995,831.997009,-611.489014,220.507995,-201.996994,18.511,-5.577,0,0.885,13.819,-5.251,8.568,0.0,0,8.568,0,8.568,,8.568,0.15,0.15,0.15,57.02,0.15,0.15,0.15,57.02,
05/20/1995,936.679016,-670.638977,266.040039,-249.914993,16.125,-11.152,0,0.0,4.973,-1.89,3.083,0.0,0,3.083,0,3.083,,3.083,,0.055,0.055,56.93,0.055,0.055,0.055,56.93,
08/12/1995,775.809021,-553.919006,221.890015,-196.656998,25.233,-8.019,0,0.0,17.214,-6.541,10.673,0.0,0,10.673,0,10.673,,10.673,,0.19,0.19,56.737999,0.19,0.19,0.19,56.737999,
11/04/1995,750.041992,-541.223999,208.817993,-203.425003,5.393,-9.117,0,0.0,-3.724,1.415,-2.309,0.0,0,-2.309,0,-2.309,,-2.309,,-0.04,-0.04,56.5,-0.04,-0.04,-0.04,56.5,
02/03/1996,966.133972,-683.421997,282.711975,-241.035995,41.675999,-11.29,0,0.0,30.385999,-11.547,18.839001,0.0,0,18.839001,0,18.839001,,18.838999,0.335,0.335,0.335,56.397998,0.335,0.335,0.335,56.397998,
05/25/1996,1040.027954,-737.955994,302.07196,-273.735992,28.336,-13.104,0,0.0,15.232,-5.788,9.444,0.0,0,9.444,0,9.444,,9.444,0.165,0.165,0.165,57.077999,0.165,0.165,0.165,57.077999,
08/17/1996,853.914001,-598.528015,255.385986,-221.735001,33.651001,-9.178,0,0.0,24.473001,-9.3,15.173,0.0,0,15.173,0,15.173,,15.173,0.265,0.265,0.265,57.405998,0.265,0.265,0.265,57.405998,
11/09/1996,835.142029,-590.715027,244.427002,-225.955002,18.472,-8.324,0,0.0,10.148,-3.856,6.292,0.0,0,6.292,0,6.292,,6.292,0.115,0.115,0.115,55.386002,0.115,0.115,0.115,55.386002,
02/01/1997,995.755005,-692.112976,303.642029,-250.240997,53.401001,-9.684,0,0.858,44.575001,-16.938999,27.636,0.0,0,27.636,0,27.636,,27.636002,0.515,0.515,0.515,53.444,0.515,0.515,0.515,53.444,
05/24/1997,1593.437012,-1121.353027,472.083984,-416.786987,55.297001,-18.648001,0,0.0,36.649,-14.136,22.513,0.0,0,22.513,0,22.513,,22.513,0.27,0.27,0.27,84.758003,0.25,0.25,0.25,88.335999,
08/16/1997,1457.602051,-1023.820007,433.782043,-368.535004,65.247002,-17.367001,0,0.0,47.880001,-18.427999,29.452,0.0,0,29.452,0,29.452,,29.452002,0.32,0.32,0.32,93.176003,0.3,0.3,0.3,97.208,
11/08/1997,1945.542969,-1370.438965,575.104004,-495.174011,79.93,-30.174,0,0.0,49.756001,-21.091,28.665001,-91.209999,0,-62.544998,0,-62.544998,,28.665001,0.24,0.24,-0.53,118.331001,0.23,0.23,-0.51,123.545998,
01/31/1998,2362.620117,-1659.515991,703.104126,-561.728027,141.376007,-35.904999,0,0.0,105.471008,-42.790001,62.681,0.0,0,62.681,0,62.681,,62.681007,0.49,0.49,0.49,128.319,0.46,0.46,0.46,136.007004,
05/23/1998,4040.447998,-2855.193115,1185.254883,-1010.978027,174.276993,-99.810997,0,-158.501007,-84.035011,15.453,-68.582001,-216.440994,0,-285.02301,0,-285.02301,158.501007,89.918996,0.27,-0.47,-1.96,145.141006,0.27,-0.47,-1.96,145.141006,
08/15/1998,3504.931885,-2459.11792,1045.813965,-866.728027,179.085999,-91.963997,0,-47.556999,39.565002,-30.618,8.947,-1.169,0,7.778,0,7.778,47.556999,56.504002,0.29,0.06,0.05,153.550995,0.29,0.06,0.05,161.979004,
11/07/1998,3477.091064,-2434.960938,1042.130127,-856.765991,185.363998,-92.945,0,-31.483999,60.934999,-31.771,29.164,-0.324,0,28.84,0,28.84,31.483999,60.647999,0.32,0.19,0.19,154.690002,0.31,0.18,0.18,162.126999,
01/30/1999,3856.300049,-2669.621094,1186.678955,-893.900024,292.778992,-93.515999,0,-31.312,167.950993,-82.307999,85.642998,-0.013,0,85.629997,0,85.629997,31.312,116.954994,0.72,0.55,0.55,155.356995,0.69,0.52,0.52,163.886002,
